actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
252,PT04M09.00S,2024-03-09T01:27:33.7Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1631094,14.011169513797633,69.85294117647058,1610612753,44,37,2024-03-09T01:27:40Z,2480000,False,-99.0,79.0,1,left,P. Banchero 12' running Jump Shot (14 PTS),[1631094],1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,12.7,Made,,,,,,,,,,,14.0,,,,,,,
253,PT03M57.00S,2024-03-09T01:27:46.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.64323258869908,54.65686274509803,1610612752,46,37,2024-03-09T01:27:50Z,2490000,False,23.0,7.0,1,right,J. Hart Layup (9 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,2.44,Made,,,,,,,,,,,9.0,,,,,,,
254,PT03M35.00S,2024-03-09T01:28:08.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.1268068331143235,48.03921568627451,1610612753,46,39,2024-03-09T01:28:11Z,2500000,False,10.0,5.0,1,left,F. Wagner driving Layup (6 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,,,,,,,6.0,,,,,,,
255,PT03M16.00S,2024-03-09T01:28:27.1Z,2,REGULAR,3pt,Jump Shot,[],1628973,74.45795006570303,81.86274509803921,1610612752,49,39,2024-03-09T01:28:32Z,2510000,False,159.0,188.0,1,right,J. Brunson 24' 3PT pullup (15 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,24.61,Made,,,,,,,,,,,15.0,,,,,,,
256,PT03M05.00S,2024-03-09T01:28:37.6Z,2,REGULAR,3pt,Jump Shot,[],1630532,31.750985545335087,73.52941176470588,1610612753,49,39,2024-03-09T01:28:43Z,2520000,False,-118.0,246.0,1,left,MISS F. Wagner 27' pullup 3PT,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,27.27,Missed,,,,,,,,,,,,,,,,,,
257,PT03M03.00S,2024-03-09T01:28:39.6Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,49,39,2024-03-09T01:28:43Z,2530000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:4),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,256.0,,,,,5.0,4.0,1.0,,,,,,,,
258,PT02M42.00S,2024-03-09T01:29:01.3Z,2,REGULAR,3pt,Jump Shot,[],1628978,93.38042049934296,4.166666666666666,1610612752,49,39,2024-03-09T01:29:08Z,2540000,False,-229.0,10.0,1,right,MISS D. DiVincenzo 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
259,PT02M40.00S,2024-03-09T01:29:03.3Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,49,39,2024-03-09T01:29:08Z,2550000,False,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Left Corner 3,24+ Left,,,,,258.0,,,,,3.0,3.0,0.0,,,,,,,,
260,PT02M28.00S,2024-03-09T01:29:14.6Z,2,REGULAR,2pt,Jump Shot,[],1631094,21.50131406044678,45.09803921568628,1610612753,49,39,2024-03-09T01:29:20Z,2560000,False,25.0,150.0,1,left,MISS P. Banchero 15' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Center,15.16,Missed,,,,,,,,,,,,,,,,,,
261,PT02M26.00S,2024-03-09T01:29:16.6Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,49,39,2024-03-09T01:29:20Z,2570000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Center,,,,,260.0,,,,,2.0,2.0,0.0,,,,,,,,
262,PT02M21.00S,2024-03-09T01:29:22.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,93.9060446780552,47.30392156862745,1610612752,51,39,2024-03-09T01:29:27Z,2580000,False,-13.0,5.0,1,right,J. Hart running Layup (11 PTS),[1628404],1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,,,,,11.0,,,,,,,
263,PT02M20.00S,2024-03-09T01:29:26.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,51,39,2024-03-09T01:29:26Z,2590000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M20.00S,2024-03-09T01:29:26.6Z,2,REGULAR,substitution,out,[],1628392,,,1610612753,51,39,2024-03-09T01:32:17Z,2600000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT02M20.00S,2024-03-09T01:29:26.6Z,2,REGULAR,substitution,out,[],1628976,,,1610612753,51,39,2024-03-09T01:32:17Z,2610000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT02M20.00S,2024-03-09T01:29:26.6Z,2,REGULAR,substitution,in,[],1630579,,,1610612753,51,39,2024-03-09T01:32:17Z,2620000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT02M20.00S,2024-03-09T01:29:26.6Z,2,REGULAR,substitution,in,[],1629048,,,1610612753,51,39,2024-03-09T01:32:17Z,2630000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT02M05.00S,2024-03-09T01:32:47.3Z,2,REGULAR,3pt,Jump Shot,[],203914,23.99802890932983,84.80392156862744,1610612753,51,39,2024-03-09T01:32:57Z,2640000,False,-174.0,173.0,1,left,MISS G. Harris 24' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,24.54,Missed,,,,,,,,,,,,,,,,,,
269,PT02M03.00S,2024-03-09T01:32:49.3Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612752,51,39,2024-03-09T01:32:57Z,2650000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,268.0,,,,,2.0,2.0,0.0,,,,,,,,
270,PT01M58.00S,2024-03-09T01:32:53.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,74.45795006570303,14.215686274509803,1610612752,51,39,2024-03-09T01:33:04Z,2660000,False,-179.0,188.0,1,right,MISS J. Brunson 25' running pullup 3PT,[1628973],1610612752.0,NYK,running pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,25.92,Missed,,,,,,,,,,,,,,,,,,
271,PT01M57.00S,2024-03-09T01:32:54.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,51,39,2024-03-09T01:33:04Z,2670000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,270.0,,,,,,,,,,,,,,,
273,PT01M48.00S,2024-03-09T01:33:11.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,6.389618922470433,51.9607843137255,1610612753,51,39,2024-03-09T01:33:19Z,2690000,False,-10.0,8.0,1,left,MISS P. Banchero driving Layup - blocked,"[1631094, 1630173]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.24,Missed,Achiuwa,1630173.0,,,,,,,,,,,,,,,,
274,PT01M48.00S,2024-03-09T01:33:11.6Z,2,REGULAR,block,,[],1630173,,,1610612753,51,39,2024-03-09T01:33:16Z,2700000,False,,,0,,P. Achiuwa BLOCK (4 BLK),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
275,PT01M47.00S,2024-03-09T01:33:12.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,51,39,2024-03-09T01:33:19Z,2710000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,,273.0,,,,,,,,,,,,,,,
277,PT01M38.00S,2024-03-09T01:33:40.1Z,2,REGULAR,turnover,traveling,[],1631094,,,1610612753,51,39,2024-03-09T01:33:44Z,2730000,False,,,0,,P. Banchero traveling TURNOVER (2 TO),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,1627524.0,2.0,,,,,,,,,,,,,
278,PT01M16.00S,2024-03-09T01:34:19.8Z,2,REGULAR,turnover,traveling,[],1628978,,,1610612752,51,39,2024-03-09T01:34:25Z,2740000,False,,,0,,D. DiVincenzo traveling TURNOVER (2 TO),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,,,,1830.0,2.0,,,,,,,,,,,,,
279,PT01M01.00S,2024-03-09T01:34:46.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1631094,13.748357424441524,31.127450980392158,1610612753,51,39,2024-03-09T01:34:52Z,2750000,False,94.0,77.0,1,left,MISS P. Banchero 12' turnaround fadeaway Shot,[1631094],1610612753.0,ORL,turnaround fadeaway,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,12.16,Missed,,,,,,,,,,,,,,,,,,
280,PT00M58.70S,2024-03-09T01:34:48.6Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,51,39,2024-03-09T01:34:52Z,2760000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,,,,,279.0,,,,,1.0,1.0,0.0,,,,,,,,
281,PT00M50.00S,2024-03-09T01:34:57.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,88.12417871222075,43.13725490196079,1610612752,53,39,2024-03-09T01:35:01Z,2770000,False,-34.0,59.0,1,right,J. Brunson 6' driving floating Jump Shot (17 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,6.83,Made,,,,,,,,,,,17.0,,,,,,,
282,PT00M27.80S,2024-03-09T01:35:24.3Z,2,REGULAR,3pt,Jump Shot,[],1641710,25.443495400788436,82.35294117647058,1610612753,53,39,2024-03-09T01:35:31Z,2780000,False,-162.0,187.0,1,left,MISS A. Black 24' 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,24.71,Missed,,,,,,,,,,,,,,,,,,
283,PT00M26.10S,2024-03-09T01:35:26.0Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,53,39,2024-03-09T01:35:31Z,2790000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,282.0,,,,,3.0,3.0,0.0,,,,,,,,
284,PT00M14.50S,2024-03-09T01:35:37.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,93.11760840998686,50.0,1610612752,55,39,2024-03-09T01:35:41Z,2800000,False,0.0,12.0,1,right,P. Achiuwa driving Layup (6 PTS) (J. Hart 3 AST),"[1630173, 1628404]",1610612752.0,NYK,driving,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,,,,,,,6.0,J. Hart,1628404.0,3.0,,,,
286,PT00M00.00S,2024-03-09T01:35:56.5Z,2,REGULAR,turnover,lost ball,[],1631094,,,1610612753,55,39,2024-03-09T01:36:01Z,2820000,False,,,0,,P. Banchero lost ball TURNOVER (3 TO),"[1631094, 1630173]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,3.0,Achiuwa,1630173.0,,,,,,,,,,,
287,PT00M00.00S,2024-03-09T01:35:56.5Z,2,REGULAR,steal,,[],1630173,,,1610612752,55,39,2024-03-09T01:35:59Z,2830000,False,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
288,PT00M00.00S,2024-03-09T01:36:02.1Z,2,REGULAR,period,end,[],0,,,1610612752,55,39,2024-03-09T01:36:02Z,2840000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT12M00.00S,2024-03-09T01:51:45.4Z,3,REGULAR,substitution,out,['startperiod'],1630579,,,1610612752,55,39,2024-03-09T01:51:57Z,2850000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT12M00.00S,2024-03-09T01:51:45.4Z,3,REGULAR,substitution,out,['startperiod'],1629048,,,1610612752,55,39,2024-03-09T01:51:57Z,2860000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT12M00.00S,2024-03-09T01:51:45.4Z,3,REGULAR,substitution,in,['startperiod'],1628392,,,1610612752,55,39,2024-03-09T01:51:57Z,2870000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT12M00.00S,2024-03-09T01:51:45.4Z,3,REGULAR,substitution,in,['startperiod'],1628976,,,1610612752,55,39,2024-03-09T01:51:57Z,2880000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT12M00.00S,2024-03-09T01:51:57.8Z,3,REGULAR,period,start,[],0,,,1610612752,55,39,2024-03-09T01:51:57Z,2890000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT11M42.00S,2024-03-09T01:52:17.3Z,3,REGULAR,turnover,out-of-bounds,[],1628978,,,1610612752,55,39,2024-03-09T01:52:22Z,2900000,False,,,0,,D. DiVincenzo lost ball out-of-bounds TURNOVER (3 TO),[1628978],1610612752.0,NYK,lost ball,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,1830.0,3.0,,,,,,,,,,,,,
296,PT11M30.00S,2024-03-09T01:52:38.4Z,3,REGULAR,turnover,bad pass,[],203914,,,1610612753,55,39,2024-03-09T01:52:42Z,2910000,False,,,0,,G. Harris bad pass TURNOVER (1 TO),"[203914, 1628978]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,8-16 Left,,,,,,,1.0,DiVincenzo,1628978.0,,,,,,,,,,,
297,PT11M30.00S,2024-03-09T01:52:38.4Z,3,REGULAR,steal,,[],1628978,,,1610612752,55,39,2024-03-09T01:52:40Z,2920000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
298,PT11M21.00S,2024-03-09T01:52:51.4Z,3,REGULAR,foul,offensive,[],1628392,,,1610612752,55,39,2024-03-09T01:53:40Z,2930000,False,,,0,,I. Hartenstein offensive FOUL (2 PF),"[1628392, 1641710]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,,,,1627524.0,,,,,,,,,,,2.0,0.0,Black,1641710.0
300,PT11M21.00S,2024-03-09T01:52:51.4Z,3,REGULAR,turnover,offensive foul,[],1628392,,,1610612752,55,39,2024-03-09T01:52:51Z,2950000,False,,,0,,I. Hartenstein offensive foul TURNOVER (2 TO),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,,,,1627524.0,2.0,,,,,,,,,,,,,
301,PT11M02.00S,2024-03-09T01:53:18.4Z,3,REGULAR,turnover,bad pass,[],1641710,,,1610612753,55,39,2024-03-09T01:53:21Z,2960000,False,,,0,,A. Black bad pass TURNOVER (1 TO),"[1641710, 1628978]",1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,DiVincenzo,1628978.0,,,,,,,,,,,
302,PT11M02.00S,2024-03-09T01:53:18.4Z,3,REGULAR,steal,,[],1628978,,,1610612752,55,39,2024-03-09T01:53:19Z,2970000,False,,,0,,D. DiVincenzo STEAL (2 STL),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
303,PT10M58.00S,2024-03-09T01:53:27.7Z,3,REGULAR,turnover,out-of-bounds,[],1628978,,,1610612752,55,39,2024-03-09T01:53:32Z,2980000,False,,,0,,D. DiVincenzo bad pass out-of-bounds TURNOVER (4 TO),[1628978],1610612752.0,NYK,bad pass,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,1627524.0,4.0,,,,,,,,,,,,,
304,PT10M44.00S,2024-03-09T01:53:42.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641710,95.6143232588699,94.6078431372549,1610612753,55,39,2024-03-09T01:53:50Z,2990000,False,223.0,-11.0,1,right,MISS A. Black 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Right Corner 3,24+ Right,22.33,Missed,,,,,,,,,,,,,,,,,,
305,PT10M42.00S,2024-03-09T01:53:44.7Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,55,39,2024-03-09T01:53:50Z,3000000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,,,,,304.0,,,,,2.0,2.0,0.0,,,,,,,,
306,PT10M31.00S,2024-03-09T01:53:54.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.703679369250986,50.49019607843137,1610612752,55,39,2024-03-09T01:53:59Z,3010000,False,-2.0,20.0,1,left,MISS J. Brunson driving Layup,[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.01,Missed,,,,,,,,,,,,,,,,,,
307,PT10M29.00S,2024-03-09T01:53:56.7Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,55,39,2024-03-09T01:53:59Z,3020000,False,,,0,,P. Banchero REBOUND (Off:0 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,306.0,,,,,4.0,4.0,0.0,,,,,,,,
308,PT10M26.00S,2024-03-09T01:54:01.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631094,93.64323258869908,45.83333333333333,1610612753,55,39,2024-03-09T01:54:08Z,3030000,False,-21.0,7.0,1,right,MISS P. Banchero running Layup,[1631094],1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
309,PT10M25.00S,2024-03-09T01:54:02.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,55,39,2024-03-09T01:54:08Z,3040000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,308.0,,,,,,,,,,,,,,,
311,PT10M02.00S,2024-03-09T01:54:31.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,6.389618922470433,54.166666666666664,1610612752,55,39,2024-03-09T01:54:35Z,3060000,False,-21.0,8.0,1,left,MISS P. Achiuwa Layup - blocked,"[1630173, 1631094]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,2.21,Missed,Banchero,1631094.0,,,,,,,,,,,,,,,,
312,PT10M02.00S,2024-03-09T01:54:31.4Z,3,REGULAR,block,,[],1631094,,,1610612752,55,39,2024-03-09T01:54:33Z,3070000,False,,,0,,P. Banchero BLOCK (4 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
313,PT10M00.00S,2024-03-09T01:54:33.4Z,3,REGULAR,rebound,defensive,[],1641710,,,1610612753,55,39,2024-03-09T01:54:35Z,3080000,False,,,0,,A. Black REBOUND (Off:0 Def:2),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,,311.0,,,,,2.0,2.0,0.0,,,,,,,,
314,PT09M55.00S,2024-03-09T01:54:41.6Z,3,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612753,55,39,2024-03-09T01:54:46Z,3090000,False,,,0,,P. Achiuwa shooting personal FOUL (2 PF) (Banchero 2 FT),"[1630173, 1631094]",1610612752.0,NYK,shooting,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1627524.0,,,,,,,,,,,2.0,0.0,Banchero,1631094.0
316,PT09M55.00S,2024-03-09T01:55:08.7Z,3,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,55,39,2024-03-09T01:55:08Z,3110000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
317,PT09M55.00S,2024-03-09T01:55:08.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,55,39,2024-03-09T01:55:08Z,3120000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,
318,PT09M55.00S,2024-03-09T01:55:29.4Z,3,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,55,40,2024-03-09T01:55:29Z,3130000,False,,,0,,P. Banchero Free Throw 2 of 2 (15 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,,15.0,,,,,,,
319,PT09M38.00S,2024-03-09T01:55:47.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,5.995400788436268,50.73529411764706,1610612752,57,40,2024-03-09T01:55:52Z,3140000,False,-4.0,4.0,1,left,P. Achiuwa cutting finger roll Layup (8 PTS) (J. Brunson 1 AST),"[1630173, 1628973]",1610612752.0,NYK,cutting finger roll,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,,,,,8.0,J. Brunson,1628973.0,1.0,,,,
321,PT09M16.00S,2024-03-09T01:56:09.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631094,93.77463863337714,46.568627450980394,1610612753,57,40,2024-03-09T01:56:19Z,3160000,False,-17.0,6.0,1,right,MISS P. Banchero driving DUNK - blocked,"[1631094, 1628392]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.82,Missed,Hartenstein,1628392.0,,,,,,,,,,,,,,,,
322,PT09M16.00S,2024-03-09T01:56:09.4Z,3,REGULAR,block,,[],1628392,,,1610612753,57,40,2024-03-09T01:56:12Z,3170000,False,,,0,,I. Hartenstein BLOCK (3 BLK),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
323,PT09M15.00S,2024-03-09T01:56:10.4Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612752,57,40,2024-03-09T01:56:47Z,3180000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:6),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,321.0,,,,,7.0,6.0,1.0,,,,,,,,
325,PT08M58.00S,2024-03-09T01:56:34.9Z,3,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612752,57,40,2024-03-09T01:56:43Z,3200000,False,,,0,,J. Hart bad pass out-of-bounds TURNOVER (1 TO),[1628404],1610612752.0,NYK,bad pass,,,Hart,J. Hart,,,,,Mid-Range,8-16 Center,,,,,,1627962.0,1.0,,,,,,,,,,,,,
326,PT08M44.00S,2024-03-09T01:56:57.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,89.30683311432325,47.05882352941176,1610612753,57,42,2024-03-09T01:57:07Z,3210000,False,-15.0,48.0,1,right,F. Wagner driving Layup (8 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.02,Made,,,,,,,,,,,8.0,,,,,,,
327,PT08M44.00S,2024-03-09T01:57:00.9Z,3,REGULAR,foul,personal,['1freethrow'],1628392,,,1610612753,57,42,2024-03-09T01:57:09Z,3220000,False,,,0,,I. Hartenstein shooting personal FOUL (3 PF) (Wagner 1 FT),"[1628392, 1630532]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1830.0,,,,,,,,,,,3.0,0.0,Wagner,1630532.0
329,PT08M44.00S,2024-03-09T01:57:37.2Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1630532,,,1610612753,57,43,2024-03-09T01:57:37Z,3240000,False,,,0,,F. Wagner Free Throw 1 of 1 (9 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
330,PT08M22.00S,2024-03-09T01:58:04.5Z,3,REGULAR,3pt,Jump Shot,[],1630173,23.73521681997372,14.705882352941178,1610612752,60,43,2024-03-09T01:58:09Z,3250000,False,176.0,171.0,1,left,P. Achiuwa 24' 3PT  (11 PTS) (I. Hartenstein 2 AST),"[1630173, 1628392]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,24.55,Made,,,,,,,,,,,11.0,I. Hartenstein,1628392.0,2.0,,,,
332,PT08M04.00S,2024-03-09T01:58:22.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641710,93.9060446780552,51.71568627450981,1610612753,60,43,2024-03-09T01:58:28Z,3270000,False,9.0,5.0,1,right,MISS A. Black driving Layup,[1641710],1610612753.0,ORL,driving,,,Black,A. Black,,,,,Restricted Area,0-8 Center,0.98,Missed,,,,,,,,,,,,,,,,,,
