actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M16.00S,2024-01-18T00:43:05.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628392,6.521024967148489,51.9607843137255,1610612752,0,2,2024-01-18T00:43:09Z,160000,False,-10.0,9.0,1,left,MISS I. Hartenstein Layup - blocked,"[1628392, 1628415]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,Brooks,1628415.0,,,,
17,PT10M16.00S,2024-01-18T00:43:05.6Z,1,REGULAR,block,,[],1628415,,,1610612752,0,2,2024-01-18T01:02:39Z,170000,False,,,0,,D. Brooks BLOCK (1 BLK),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M16.00S,2024-01-18T00:43:05.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,0,2,2024-01-18T00:43:09Z,180000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,16.0,,,,,,,,,,,,,,,,,
20,PT10M14.00S,2024-01-18T00:43:22.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203944,9.017739816031538,3.6764705882352944,1610612752,3,2,2024-01-18T00:43:27Z,200000,False,232.0,32.0,1,left,J. Randle 3PT  (3 PTS) (J. Brunson 1 AST),"[203944, 1628973]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,23.38,Made,,,,,3.0,J. Brunson,1628973.0,1.0,,,,,,,,,,
22,PT09M56.00S,2024-01-18T00:43:38.6Z,1,REGULAR,2pt,Jump Shot,[],1631095,93.64323258869908,68.87254901960785,1610612745,3,4,2024-01-18T00:43:42Z,220000,False,94.0,7.0,1,right,J. Smith Jr. 9' pullup Jump Shot (2 PTS) (A. Sengun 1 AST),"[1631095, 1630578]",1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Right,9.47,Made,,,,,2.0,A. Sengun,1630578.0,1.0,,,,,,,,,,
24,PT09M37.00S,2024-01-18T00:43:59.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,7.440867279894875,52.20588235294118,1610612752,5,4,2024-01-18T00:44:07Z,240000,False,-11.0,17.0,1,left,J. Randle driving bank Jump Shot (5 PTS),[203944],1610612752.0,NYK,driving bank,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.06,Made,,,,,5.0,,,,,,,,,,,,,
25,PT09M20.00S,2024-01-18T00:44:14.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,89.96386333771353,42.15686274509804,1610612745,5,6,2024-01-18T00:44:20Z,250000,False,-39.0,42.0,1,right,A. Sengun turnaround Jump Shot (2 PTS) (F. VanVleet 2 AST),"[1630578, 1627832]",1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.73,Made,,,,,2.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,
27,PT09M08.00S,2024-01-18T00:44:26.9Z,1,REGULAR,3pt,Jump Shot,[],203944,29.25427069645204,73.2843137254902,1610612752,5,6,2024-01-18T00:44:33Z,270000,False,-116.0,222.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.11,Missed,,,,,,,,,,,,,,,,,,
28,PT09M06.00S,2024-01-18T00:44:28.9Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,5,6,2024-01-18T00:44:33Z,280000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT08M47.00S,2024-01-18T00:44:47.6Z,1,REGULAR,2pt,Jump Shot,[],1630578,94.1688567674113,66.42156862745098,1610612745,5,6,2024-01-18T00:44:52Z,290000,False,82.0,2.0,1,right,MISS A. Sengun 8' turnaround fadeaway Shot,[1630578],1610612745.0,HOU,turnaround fadeaway,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,8.21,Missed,,,,,,,,,,,,,,,,,,
30,PT08M46.00S,2024-01-18T00:44:48.6Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,5,6,2024-01-18T00:44:52Z,300000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT08M35.00S,2024-01-18T00:45:00.5Z,1,REGULAR,3pt,Jump Shot,[],1628973,32.14520367936925,53.18627450980392,1610612752,8,6,2024-01-18T00:45:04Z,310000,False,-16.0,250.0,1,left,J. Brunson 25' 3PT pullup (3 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,25.02,Made,,,,,3.0,,,,,,,,,,,,,
32,PT08M23.00S,2024-01-18T00:45:11.8Z,1,REGULAR,3pt,Jump Shot,[],1631095,68.80749014454665,73.0392156862745,1610612745,8,9,2024-01-18T00:45:16Z,320000,False,115.0,241.0,1,right,J. Smith Jr. 26' 3PT  (5 PTS) (F. VanVleet 3 AST),"[1631095, 1627832]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,26.68,Made,,,,,5.0,F. VanVleet,1627832.0,3.0,,,,,,,,,,
34,PT08M10.00S,2024-01-18T00:45:24.9Z,1,REGULAR,3pt,Jump Shot,[],1628973,31.61957950065703,38.970588235294116,1610612752,8,9,2024-01-18T00:45:29Z,340000,False,55.0,245.0,1,left,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,25.08,Missed,,,,,,,,,,,,,,,,,,
35,PT08M08.00S,2024-01-18T00:45:26.9Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,8,9,2024-01-18T00:45:29Z,350000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,,
36,PT08M01.00S,2024-01-18T00:45:34.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,93.11760840998686,54.65686274509803,1610612745,8,9,2024-01-18T00:45:40Z,360000,False,23.0,12.0,1,right,MISS J. Green driving floating Shot,[1630224],1610612745.0,HOU,driving floating,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,,,,,,,,,
37,PT07M59.00S,2024-01-18T00:45:36.2Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,8,9,2024-01-18T00:45:40Z,370000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,,
38,PT07M53.00S,2024-01-18T00:45:42.2Z,1,REGULAR,turnover,bad pass,[],1628978,,,1610612752,8,9,2024-01-18T00:45:46Z,380000,False,,,0,,D. DiVincenzo bad pass TURNOVER (2 TO),"[1628978, 1631095]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2.0,Smith Jr.,1631095.0,,,,,,,
39,PT07M53.00S,2024-01-18T00:45:42.2Z,1,REGULAR,steal,,[],1631095,,,1610612745,8,9,2024-01-18T01:02:56Z,390000,False,,,0,,J. Smith Jr. STEAL (1 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
40,PT07M49.00S,2024-01-18T00:45:46.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,93.51182654402102,49.26470588235294,1610612745,8,11,2024-01-18T00:45:56Z,400000,False,-4.0,8.0,1,right,J. Green running Layup (2 PTS) (A. Sengun 2 AST),"[1630224, 1630578]",1610612745.0,HOU,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,2.0,A. Sengun,1630578.0,2.0,,,,,,,,,,
41,PT07M23.00S,2024-01-18T00:46:11.6Z,1,REGULAR,turnover,lost ball,[],203944,,,1610612752,8,11,2024-01-18T00:46:19Z,410000,False,,,0,,J. Randle lost ball TURNOVER (1 TO),"[203944, 1627832]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,VanVleet,1627832.0,,,,,,,
42,PT07M23.00S,2024-01-18T00:46:11.6Z,1,REGULAR,steal,,[],1627832,,,1610612745,8,11,2024-01-18T01:03:03Z,420000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT07M17.00S,2024-01-18T00:46:18.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630224,92.06636005256242,2.941176470588235,1610612745,8,11,2024-01-18T00:46:24Z,430000,False,-235.0,22.0,1,right,MISS J. Green 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.63,Missed,,,,,,,,,,,,,,,,,,
44,PT07M15.00S,2024-01-18T00:46:22.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,8,11,2024-01-18T00:46:22Z,440000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Left Corner 3,24+ Left,,,43.0,,,,,,,,,,,,,,,,,
47,PT07M11.00S,2024-01-18T00:46:41.9Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,8,11,2024-01-18T00:46:48Z,460000,False,,,0,,J. Green bad pass TURNOVER (2 TO),"[1630224, 1628384]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,Anunoby,1628384.0,,,,,,,
48,PT07M11.00S,2024-01-18T00:46:41.9Z,1,REGULAR,steal,,[],1628384,,,1610612752,8,11,2024-01-18T00:46:45Z,470000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M05.00S,2024-01-18T00:46:47.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,28.597240473061763,74.01960784313727,1610612752,11,11,2024-01-18T00:55:54Z,480000,False,-120.0,216.0,1,left,J. Brunson 24' 3PT pullup (6 PTS) (D. DiVincenzo 1 AST),"[1628973, 1628978]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,24.74,Made,,,,,6.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,
51,PT06M46.00S,2024-01-18T00:47:09.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,94.43166885676742,47.05882352941176,1610612745,11,13,2024-01-18T00:47:14Z,500000,False,-15.0,0.0,1,right,J. Green driving Layup (4 PTS) (A. Sengun 3 AST),"[1630224, 1630578]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,4.0,A. Sengun,1630578.0,3.0,,,,,,,,,,
52,PT06M46.00S,2024-01-18T00:47:14.3Z,1,REGULAR,foul,personal,['1freethrow'],1628392,,,1610612745,11,13,2024-01-18T00:47:20Z,510000,False,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Green 1 FT),"[1628392, 1630224]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1146.0,,,1.0,0.0,Green,1630224.0
54,PT06M46.00S,2024-01-18T00:47:26.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,11,13,2024-01-18T00:54:05Z,530000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M46.00S,2024-01-18T00:50:49.6Z,1,REGULAR,freethrow,1 of 1,[],1630224,,,1610612745,11,14,2024-01-18T00:50:49Z,540000,False,,,0,,J. Green Free Throw 1 of 1 (5 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
58,PT06M22.00S,2024-01-18T00:51:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,6.258212877792378,49.50980392156863,1610612752,13,14,2024-01-18T00:51:35Z,560000,False,2.0,6.0,1,left,I. Hartenstein Layup (2 PTS) (J. Brunson 2 AST),"[1628392, 1628973]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,2.0,J. Brunson,1628973.0,2.0,,,,,,,,,,
60,PT06M22.00S,2024-01-18T00:51:36.0Z,1,REGULAR,foul,personal,['1freethrow'],1631095,,,1610612752,13,14,2024-01-18T00:51:44Z,580000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Hartenstein 1 FT),"[1631095, 1628392]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202037.0,,,1.0,0.0,Hartenstein,1628392.0
63,PT06M22.00S,2024-01-18T00:53:37.7Z,1,REGULAR,freethrow,1 of 1,[],1628392,,,1610612752,14,14,2024-01-18T00:53:37Z,610000,False,,,0,,I. Hartenstein Free Throw 1 of 1 (3 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
64,PT06M01.00S,2024-01-18T00:54:01.9Z,1,REGULAR,2pt,Jump Shot,[],1630578,76.2976346911958,63.970588235294116,1610612745,14,14,2024-01-18T00:54:09Z,620000,False,70.0,170.0,1,right,MISS A. Sengun 18' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right Center,18.41,Missed,,,,,,,,,,,,,,,,,,
65,PT05M59.00S,2024-01-18T00:54:03.9Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612752,14,14,2024-01-18T00:54:09Z,630000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Right Center,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,,
66,PT05M51.00S,2024-01-18T00:54:10.6Z,1,REGULAR,3pt,Jump Shot,[],1628978,33.196452036793694,51.225490196078425,1610612752,14,14,2024-01-18T00:58:15Z,640000,False,-6.0,260.0,1,left,MISS D. DiVincenzo 25' pullup 3PT,[1628978],1610612752.0,NYK,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,25.96,Missed,,,,,,,,,,,,,,,,,,
67,PT05M49.00S,2024-01-18T00:54:12.6Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,14,14,2024-01-18T00:54:15Z,650000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,66.0,3.0,3.0,0.0,,,,,,,,,,,,,,
68,PT05M43.00S,2024-01-18T00:54:19.4Z,1,REGULAR,2pt,Jump Shot,[],1630224,74.45795006570303,55.14705882352941,1610612745,14,16,2024-01-18T00:54:23Z,660000,False,26.0,188.0,1,right,J. Green 18' pullup Jump Shot (7 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Center,18.94,Made,,,,,7.0,,,,,,,,,,,,,
69,PT05M23.00S,2024-01-18T00:54:42.5Z,1,REGULAR,violation,kicked ball,[],1630578,,,1610612752,14,16,2024-01-18T00:55:17Z,670000,False,,,0,,A. Sengun kicked ball VIOLATION,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,1628953.0,,,,,,
70,PT05M23.00S,2024-01-18T00:54:54.9Z,1,REGULAR,substitution,out,[],1628978,,,1610612752,14,16,2024-01-18T00:55:21Z,680000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M23.00S,2024-01-18T00:54:54.9Z,1,REGULAR,substitution,in,[],1628404,,,1610612752,14,16,2024-01-18T00:55:21Z,700000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M23.00S,2024-01-18T00:54:54.9Z,1,REGULAR,substitution,in,[],1630256,,,1610612752,14,16,2024-01-18T00:55:21Z,710000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M23.00S,2024-01-18T00:54:54.9Z,1,REGULAR,substitution,out,[],1628415,,,1610612752,14,16,2024-01-18T00:56:36Z,715000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M18.00S,2024-01-18T00:55:22.3Z,1,REGULAR,3pt,Jump Shot,[],1628973,31.35676741130092,35.78431372549019,1610612752,14,16,2024-01-18T00:58:54Z,720000,False,71.0,242.0,1,left,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,25.25,Missed,,,,,,,,,,,,,,,,,,
75,PT05M16.00S,2024-01-18T00:55:24.3Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,14,16,2024-01-18T00:55:40Z,730000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,
76,PT05M08.00S,2024-01-18T00:55:26.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,77.4802890932983,10.294117647058822,1610612745,14,16,2024-01-18T01:00:14Z,740000,False,-199.0,159.0,1,right,MISS F. VanVleet 25' running pullup 3PT,[1627832],1610612745.0,HOU,running pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
85,PT05M05.00S,2024-01-18T00:55:29.2Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,14,16,2024-01-18T00:59:49Z,755000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,76.0,2.0,1.0,1.0,,,,,,,,,,,,,,
78,PT04M56.00S,2024-01-18T00:55:32.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631095,93.51182654402102,38.72549019607843,1610612745,14,16,2024-01-18T01:04:26Z,760000,False,-56.0,8.0,1,right,MISS J. Smith Jr. pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.7,Missed,,,,,,,,,,,,,,,,,,
79,PT04M54.00S,2024-01-18T00:55:34.7Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,14,16,2024-01-18T00:56:45Z,770000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,,
80,PT04M50.00S,2024-01-18T00:56:00.4Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612752,14,16,2024-01-18T00:56:14Z,780000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1630578, 1628384]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1146.0,,,1.0,0.0,Anunoby,1628384.0
82,PT04M50.00S,2024-01-18T00:56:18.3Z,1,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,15,16,2024-01-18T00:56:18Z,800000,False,,,0,,O. Anunoby Free Throw 1 of 2 (1 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
83,PT04M50.00S,2024-01-18T00:56:25.7Z,1,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,16,16,2024-01-18T00:56:25Z,810000,False,,,0,,O. Anunoby Free Throw 2 of 2 (2 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
86,PT04M32.00S,2024-01-18T00:56:44.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631095,93.38042049934296,50.49019607843137,1610612745,16,18,2024-01-18T01:06:06Z,820000,False,2.0,10.0,1,right,J. Smith Jr. driving DUNK (7 PTS) (J. Tate 1 AST),"[1631095, 1630256]",1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,7.0,J. Tate,1630256.0,1.0,,,,,,,,,,
88,PT04M09.00S,2024-01-18T00:57:07.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203944,15.850854139290407,47.549019607843135,1610612752,16,18,2024-01-18T01:06:49Z,840000,False,12.0,96.0,1,left,MISS J. Randle 9' driving Hook,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,9.73,Missed,,,,,,,,,,,,,,,,,,
