actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
30,PT09M01.00S,2023-11-29T00:44:49.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,89.43823915900131,57.59803921568627,1610612766,7,4,2023-11-29T00:45:10Z,300000,False,38.0,47.0,1,right,MISS M. Williams 6' driving Layup - blocked,"[1631109, 1629011]",1610612766.0,CHA,driving,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.03,,,,,,,,Robinson,1629011.0,,,
31,PT09M01.00S,2023-11-29T00:44:49.5Z,1,REGULAR,block,,[],1629011,,,1610612766,7,4,2023-11-29T00:45:03Z,310000,False,,,0,,M. Robinson BLOCK (2 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT08M59.00S,2023-11-29T00:44:51.5Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,7,4,2023-11-29T00:45:42Z,320000,False,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,
38,PT08M59.00S,2023-11-29T00:45:20.8Z,1,REGULAR,turnover,out-of-bounds,[],1629011,,,1610612752,7,4,2023-11-29T00:46:04Z,335000,False,,,0,,M. Robinson step out-of-bounds TURNOVER (1 TO),[1629011],1610612752.0,NYK,step,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,202901.0,,,,,,,,,,,,,,,,,1.0,,
34,PT08M43.00S,2023-11-29T00:45:34.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631109,93.77463863337714,50.73529411764706,1610612766,7,6,2023-11-29T00:48:02Z,340000,False,4.0,6.0,1,right,M. Williams cutting DUNK (2 PTS) (G. Hayward 1 AST),"[1631109, 202330]",1610612766.0,CHA,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.7,,,,,G. Hayward,202330.0,1.0,,,,,
36,PT08M23.00S,2023-11-29T00:45:53.3Z,1,REGULAR,2pt,Jump Shot,[],1629628,21.632720105124836,46.07843137254902,1610612752,7,6,2023-11-29T00:48:45Z,360000,False,20.0,151.0,1,left,MISS R. Barrett 15' pullup Shot,[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Center,,,,,,Missed,,15.21,,,,,,,,,,,,
37,PT08M22.00S,2023-11-29T00:45:55.6Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,7,6,2023-11-29T00:45:55Z,370000,False,,,0,,M. Williams REBOUND (Off:0 Def:3),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Center,,,,,,,,,36.0,3.0,3.0,0.0,,,,,,,,
39,PT08M07.00S,2023-11-29T00:46:10.6Z,1,REGULAR,2pt,Jump Shot,[],1641706,78.9257555847569,71.32352941176471,1610612766,7,6,2023-11-29T00:49:04Z,380000,False,107.0,146.0,1,right,MISS B. Miller 18' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,18.05,,,,,,,,,,,,
40,PT08M04.00S,2023-11-29T00:46:13.6Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,7,6,2023-11-29T00:46:18Z,390000,False,,,0,,M. Robinson REBOUND (Off:0 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,39.0,3.0,3.0,0.0,,,,,,,,
41,PT07M49.00S,2023-11-29T00:46:28.0Z,1,REGULAR,3pt,Jump Shot,[],1629628,23.603810775295663,12.5,1610612752,7,6,2023-11-29T00:46:33Z,400000,False,188.0,169.0,1,left,MISS R. Barrett 25' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.27,,,,,,,,,,,,
42,PT07M47.00S,2023-11-29T00:46:30.0Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,7,6,2023-11-29T00:46:33Z,410000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,
43,PT07M39.00S,2023-11-29T00:46:37.8Z,1,REGULAR,turnover,bad pass,[],1641706,,,1610612766,7,6,2023-11-29T00:46:41Z,420000,False,,,0,,B. Miller bad pass TURNOVER (1 TO),"[1641706, 1629628]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Barrett,1629628.0
44,PT07M39.00S,2023-11-29T00:46:37.8Z,1,REGULAR,steal,,[],1629628,,,1610612752,7,6,2023-11-29T00:46:39Z,430000,False,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
45,PT07M36.00S,2023-11-29T00:46:43.0Z,1,REGULAR,foul,personal,['2freethrow'],1631109,,,1610612752,7,6,2023-11-29T00:46:49Z,440000,False,,,0,,M. Williams shooting personal FOUL (1 PF) (Barrett 2 FT),"[1631109, 1629628]",1610612766.0,CHA,shooting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,2004.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,,,,,,,
47,PT07M36.00S,2023-11-29T00:47:05.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629628,,,1610612752,8,6,2023-11-29T00:47:05Z,460000,False,,,0,,R. Barrett Free Throw 1 of 2 (3 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
48,PT07M36.00S,2023-11-29T00:47:17.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629628,,,1610612752,9,6,2023-11-29T00:47:17Z,470000,False,,,0,,R. Barrett Free Throw 2 of 2 (4 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
49,PT07M24.00S,2023-11-29T00:47:33.6Z,1,REGULAR,turnover,out-of-bounds,[],202330,,,1610612766,9,6,2023-11-29T00:47:38Z,480000,False,,,0,,G. Hayward bad pass out-of-bounds TURNOVER (1 TO),[202330],1610612766.0,CHA,bad pass,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,2004.0,,,,,,,,,,,,,,,,,1.0,,
50,PT07M12.00S,2023-11-29T00:47:57.1Z,1,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612752,9,6,2023-11-29T00:48:04Z,490000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Randle 2 FT),"[1628970, 203944]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,202035.0,1.0,0.0,Randle,203944.0,,,,,,,,,,,,,,,
52,PT07M12.00S,2023-11-29T00:48:25.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203944,,,1610612752,10,6,2023-11-29T00:48:25Z,510000,False,,,0,,J. Randle Free Throw 1 of 2 (6 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
53,PT07M12.00S,2023-11-29T00:48:25.9Z,1,REGULAR,substitution,out,[],1628970,,,1610612752,10,6,2023-11-29T00:48:36Z,520000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M12.00S,2023-11-29T00:48:25.9Z,1,REGULAR,substitution,in,[],1629023,,,1610612752,10,6,2023-11-29T00:48:36Z,530000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M12.00S,2023-11-29T00:48:45.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203944,,,1610612752,11,6,2023-11-29T00:48:45Z,540000,False,,,0,,J. Randle Free Throw 2 of 2 (7 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
56,PT06M57.00S,2023-11-29T00:49:01.6Z,1,REGULAR,3pt,Jump Shot,[],1629023,89.83245729303549,94.6078431372549,1610612766,11,6,2023-11-29T00:49:07Z,550000,False,223.0,43.0,1,right,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.71,,,,,,,,,,,,
57,PT06M55.00S,2023-11-29T00:49:03.6Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,11,6,2023-11-29T00:49:07Z,560000,False,,,0,,M. Robinson REBOUND (Off:0 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Right Corner 3,24+ Right,,,,,,,,,56.0,4.0,4.0,0.0,,,,,,,,
58,PT06M47.00S,2023-11-29T00:49:12.1Z,1,REGULAR,3pt,Jump Shot,[],203944,31.750985545335087,53.18627450980392,1610612752,14,6,2023-11-29T00:49:16Z,570000,False,-16.0,246.0,1,left,J. Randle 24' 3PT  (10 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,Made,10.0,24.65,,,,,R. Barrett,1629628.0,1.0,,,,,
60,PT06M33.00S,2023-11-29T00:49:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,89.30683311432325,48.77450980392157,1610612766,14,6,2023-11-29T00:49:33Z,590000,False,-6.0,48.0,1,right,MISS T. Rozier finger roll Layup - blocked,"[1626179, 1629011]",1610612766.0,CHA,finger roll,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,4.84,,,,,,,,Robinson,1629011.0,,,
61,PT06M33.00S,2023-11-29T00:49:25.7Z,1,REGULAR,block,,[],1629011,,,1610612766,14,6,2023-11-29T00:49:27Z,600000,False,,,0,,M. Robinson BLOCK (3 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT06M31.00S,2023-11-29T00:49:27.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,14,6,2023-11-29T00:49:33Z,610000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,
63,PT06M20.00S,2023-11-29T00:49:38.1Z,1,REGULAR,3pt,Jump Shot,[],1629628,5.075558475689881,96.07843137254902,1610612752,17,6,2023-11-29T00:49:42Z,620000,False,-230.0,-5.0,1,left,R. Barrett 3PT  (7 PTS) (J. Brunson 2 AST),"[1629628, 1628973]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,,,,,,Made,7.0,23.04,,,,,J. Brunson,1628973.0,2.0,,,,,
65,PT06M20.00S,2023-11-29T00:49:43.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612766,17,6,2023-11-29T00:49:43Z,640000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M03.00S,2023-11-29T00:52:51.5Z,1,REGULAR,turnover,bad pass,[],1626179,,,1610612766,17,6,2023-11-29T00:52:55Z,650000,False,,,0,,T. Rozier bad pass TURNOVER (1 TO),"[1626179, 1628973]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,1.0,Brunson,1628973.0
67,PT06M03.00S,2023-11-29T00:52:51.5Z,1,REGULAR,steal,,[],1628973,,,1610612752,17,6,2023-11-29T00:53:16Z,660000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
68,PT05M56.00S,2023-11-29T00:52:59.3Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",203944,7.835085413929041,28.186274509803923,1610612752,17,6,2023-11-29T00:56:03Z,670000,False,109.0,21.0,1,left,MISS J. Randle 11' running pullup Shot,[203944],1610612752.0,NYK,running pullup,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,,,Missed,,11.11,,,,,,,,,,,,
69,PT05M54.00S,2023-11-29T00:53:01.3Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,17,6,2023-11-29T00:53:03Z,680000,False,,,0,,M. Williams REBOUND (Off:0 Def:4),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,68.0,4.0,4.0,0.0,,,,,,,,
70,PT05M45.00S,2023-11-29T00:53:10.6Z,1,REGULAR,3pt,Jump Shot,[],1641706,95.48291721419186,4.166666666666666,1610612766,17,9,2023-11-29T00:53:14Z,690000,False,-229.0,-10.0,1,right,B. Miller 3PT  (3 PTS) (T. Rozier 1 AST),"[1641706, 1626179]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,22.94,,,,,T. Rozier,1626179.0,1.0,,,,,
73,PT05M19.00S,2023-11-29T00:53:47.4Z,1,REGULAR,foul,personal,['2freethrow'],1641706,,,1610612752,17,9,2023-11-29T00:53:53Z,720000,False,,,0,,B. Miller shooting personal FOUL (1 PF) (Randle 2 FT),"[1641706, 203944]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,Mid-Range,8-16 Left,2004.0,1.0,0.0,Randle,203944.0,,,,,,,,,,,,,,,
75,PT05M19.00S,2023-11-29T00:54:07.0Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,18,9,2023-11-29T00:54:07Z,740000,False,,,0,,J. Randle Free Throw 1 of 2 (11 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
76,PT05M19.00S,2023-11-29T00:54:07.1Z,1,REGULAR,substitution,out,[],1629628,,,1610612752,18,9,2023-11-29T00:54:14Z,750000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M19.00S,2023-11-29T00:54:07.1Z,1,REGULAR,substitution,out,[],1626179,,,1610612752,18,9,2023-11-29T00:54:14Z,760000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M19.00S,2023-11-29T00:54:07.1Z,1,REGULAR,substitution,in,[],1628404,,,1610612752,18,9,2023-11-29T00:54:14Z,770000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M19.00S,2023-11-29T00:54:07.1Z,1,REGULAR,substitution,in,[],202397,,,1610612752,18,9,2023-11-29T00:54:14Z,780000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M19.00S,2023-11-29T00:54:07.0Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,18,9,2023-11-29T00:54:36Z,790000,False,,,0,,MISS J. Randle Free Throw 2 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
81,PT05M17.00S,2023-11-29T00:54:09.0Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,18,9,2023-11-29T00:54:36Z,800000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,
82,PT05M08.00S,2023-11-29T00:54:43.8Z,1,REGULAR,3pt,Jump Shot,[],202330,76.69185282522996,84.80392156862744,1610612766,18,9,2023-11-29T00:54:48Z,810000,False,174.0,167.0,1,right,MISS G. Hayward 24' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,24.09,,,,,,,,,,,,
83,PT05M06.00S,2023-11-29T00:54:45.8Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,18,9,2023-11-29T00:54:48Z,820000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,
85,PT04M45.00S,2023-11-29T00:55:21.6Z,1,REGULAR,3pt,Jump Shot,[],1629656,6.1268068331143235,94.36274509803921,1610612752,21,9,2023-11-29T00:55:26Z,840000,False,-222.0,5.0,1,left,Q. Grimes 3PT  (3 PTS) (J. Hart 1 AST),"[1629656, 1628404]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,22.19,,,,,J. Hart,1628404.0,1.0,,,,,
