actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
13,PT11M06.00S,2023-01-22T00:11:44.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1628365,88.2227332457293,57.35294117647059,1610612753,0,0,2023-01-22T00:24:10Z,130000,False,37.0,58.0,1,right,MISS M. Fultz 6' running Layup - blocked,"[1628365, 204001]",1610612753.0,ORL,running,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,6.89,Missed,,,,,,,,Porzingis,204001.0,,,,,,,,,
14,PT11M06.00S,2023-01-22T00:11:44.6Z,1,REGULAR,block,,[],204001,,,1610612753,0,0,2023-01-22T00:11:47Z,140000,False,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M03.00S,2023-01-22T00:11:47.6Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,0,0,2023-01-22T00:11:56Z,150000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M46.00S,2023-01-22T00:12:04.2Z,1,REGULAR,3pt,Jump Shot,[],1628398,12.401445466491452,95.09803921568627,1610612764,3,0,2023-01-22T00:12:27Z,160000,False,-225.0,64.0,1,left,K. Kuzma 3PT step back (3 PTS),[1628398],1610612764.0,WAS,step back,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,23.44,Made,,,,,,,,,,3.0,,,,,,,,
17,PT10M25.00S,2023-01-22T00:12:25.1Z,1,REGULAR,3pt,Jump Shot,[],1628976,68.38042049934297,24.019607843137265,1610612753,3,3,2023-01-22T00:12:37Z,170000,False,-130.0,245.0,1,right,W. Carter Jr. 27' 3PT  (3 PTS) (M. Fultz 1 AST),"[1628976, 1628365]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,27.7,Made,,,,,,,,,,3.0,M. Fultz,1628365.0,1.0,,,,,
19,PT10M16.00S,2023-01-22T00:12:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,8.722076215505908,48.774509803921575,1610612764,5,3,2023-01-22T00:14:36Z,190000,False,6.0,29.0,1,left,D. Gafford cutting Layup (2 PTS) (M. Morris 1 AST),"[1629655, 1628420]",1610612764.0,WAS,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,3.01,Made,,,,,,,,,,2.0,M. Morris,1628420.0,1.0,,,,,
21,PT10M16.00S,2023-01-22T00:12:40.5Z,1,REGULAR,foul,personal,['1freethrow'],203914,,,1610612764,5,3,2023-01-22T00:12:50Z,210000,False,,,0,,G. Harris shooting personal FOUL (1 PF) (Gafford 1 FT),"[203914, 1629655]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202037.0,1.0,0.0,Gafford,1629655.0
23,PT10M16.00S,2023-01-22T00:13:03.9Z,1,REGULAR,freethrow,1 of 1,[],1629655,,,1610612764,6,3,2023-01-22T00:13:03Z,230000,False,,,0,,D. Gafford Free Throw 1 of 1 (3 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
24,PT09M58.00S,2023-01-22T00:13:25.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,85.3318002628121,46.568627450980394,1610612753,6,3,2023-01-22T00:13:30Z,240000,False,-17.0,85.0,1,right,MISS W. Carter Jr. 8' floating Shot,[1628976],1610612753.0,ORL,floating,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,8.71,Missed,,,,,,,,,,,,,,,,,,
25,PT09M56.00S,2023-01-22T00:13:27.8Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,6,3,2023-01-22T00:13:30Z,250000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,
46,PT09M49.00S,2023-01-22T00:13:52.8Z,1,REGULAR,violation,kicked ball,[],203914,,,1610612764,6,3,2023-01-22T00:16:11Z,265000,False,,,0,,G. Harris kicked ball VIOLATION,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M38.00S,2023-01-22T00:14:01.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,13.452693823915894,47.549019607843135,1610612764,6,3,2023-01-22T00:17:21Z,270000,False,12.0,74.0,1,left,MISS K. Porzingis 7' floating Shot,[204001],1610612764.0,WAS,floating,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,7.5,Missed,,,,,,,,,,,,,,,,,,
28,PT09M36.00S,2023-01-22T00:14:04.0Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,6,3,2023-01-22T00:14:04Z,280000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
29,PT09M32.00S,2023-01-22T00:14:07.9Z,1,REGULAR,3pt,Jump Shot,[],1630532,68.9060446780552,25.735294117647058,1610612753,6,6,2023-01-22T00:14:20Z,290000,False,-121.0,240.0,1,right,F. Wagner 26' 3PT  (3 PTS) (M. Fultz 2 AST),"[1630532, 1628365]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,26.87,Made,,,,,,,,,,3.0,M. Fultz,1628365.0,2.0,,,,,
31,PT09M17.00S,2023-01-22T00:14:22.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,7.933639947437584,49.754901960784316,1610612764,8,6,2023-01-22T00:14:27Z,310000,False,1.0,22.0,1,left,K. Porzingis driving DUNK (2 PTS) (B. Beal 1 AST),"[204001, 203078]",1610612764.0,WAS,driving,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,,,,2.0,B. Beal,203078.0,1.0,,,,,
33,PT09M04.00S,2023-01-22T00:14:35.9Z,1,REGULAR,2pt,Jump Shot,[],1628976,85.5946123521682,68.13725490196079,1610612753,8,8,2023-01-22T00:14:41Z,330000,False,91.0,83.0,1,right,W. Carter Jr. 12' turnaround fadeaway Jump Shot (5 PTS),[1628976],1610612753.0,ORL,turnaround fadeaway,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Right,12.29,Made,,,,,,,,,,5.0,,,,,,,,
34,PT08M58.00S,2023-01-22T00:14:43.9Z,1,REGULAR,foul,personal,[],1630532,,,1610612764,8,8,2023-01-22T00:14:50Z,340000,False,,,0,,F. Wagner personal FOUL (1 PF),"[1630532, 1628398]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,202037.0,1.0,0.0,Kuzma,1628398.0
36,PT08M46.00S,2023-01-22T00:15:13.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629655,10.95597897503285,48.28431372549019,1610612764,10,8,2023-01-22T00:15:18Z,360000,False,9.0,50.0,1,left,D. Gafford floating Jump Shot (5 PTS) (B. Beal 2 AST),"[1629655, 203078]",1610612764.0,WAS,floating,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,5.12,Made,,,,,,,,,,5.0,B. Beal,203078.0,2.0,,,,,
38,PT08M34.00S,2023-01-22T00:15:24.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,88.09132720105124,48.0392156862745,1610612753,10,8,2023-01-22T00:15:33Z,380000,False,-10.0,59.0,1,right,MISS P. Banchero 6' Layup - blocked,"[1631094, 1628398]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,6.02,Missed,,,,,,,,Kuzma,1628398.0,,,,,,,,,
39,PT08M34.00S,2023-01-22T00:15:24.7Z,1,REGULAR,block,,[],1628398,,,1610612753,10,8,2023-01-22T00:15:28Z,390000,False,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M31.00S,2023-01-22T00:15:27.7Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,10,8,2023-01-22T00:15:33Z,400000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M28.00S,2023-01-22T00:15:31.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203078,8.459264126149804,49.26470588235294,1610612764,12,8,2023-01-22T00:18:49Z,410000,False,4.0,27.0,1,left,B. Beal running Layup (2 PTS) (K. Kuzma 1 AST),"[203078, 1628398]",1610612764.0,WAS,running,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,2.73,Made,,,,,,,,,,2.0,K. Kuzma,1628398.0,1.0,,,,,
43,PT08M08.00S,2023-01-22T00:15:50.9Z,1,REGULAR,3pt,Jump Shot,[],203914,89.01116951379764,94.6078431372549,1610612753,12,8,2023-01-22T00:15:54Z,430000,False,223.0,51.0,1,right,MISS G. Harris 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,22.87,Missed,,,,,,,,,,,,,,,,,,
44,PT08M05.00S,2023-01-22T00:15:53.9Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,12,8,2023-01-22T00:15:54Z,440000,False,,,0,,D. Gafford REBOUND (Off:1 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Right Corner 3,24+ Right,,,43.0,3.0,2.0,1.0,,,,,,,,,,,,,,
45,PT07M56.00S,2023-01-22T00:16:04.9Z,1,REGULAR,turnover,out-of-bounds,[],204001,,,1610612764,12,8,2023-01-22T00:16:16Z,450000,False,,,0,,K. Porzingis bad pass out-of-bounds TURNOVER (1 TO),[204001],1610612764.0,WAS,bad pass,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,,,,,,,,,203592.0,,,,
47,PT07M43.00S,2023-01-22T00:16:27.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,89.93101182654402,49.01960784313726,1610612753,12,10,2023-01-22T00:16:34Z,460000,False,-5.0,42.0,1,right,F. Wagner driving Layup (5 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,4.24,Made,,,,,,,,,,5.0,,,,,,,,
48,PT07M27.00S,2023-01-22T00:16:44.2Z,1,REGULAR,3pt,Jump Shot,[],204001,28.301576872536145,18.627450980392155,1610612764,12,10,2023-01-22T00:16:47Z,470000,False,157.0,214.0,1,left,MISS K. Porzingis 26' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,26.5,Missed,,,,,,,,,,,,,,,,,,
49,PT07M25.00S,2023-01-22T00:16:46.2Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,12,10,2023-01-22T00:16:47Z,480000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,48.0,3.0,3.0,0.0,,,,,,,,,,,,,,
51,PT07M10.00S,2023-01-22T00:16:59.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,88.74835742444152,48.774509803921575,1610612753,12,10,2023-01-22T00:17:05Z,490000,False,-6.0,53.0,1,right,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.36,Missed,,,,,,,,,,,,,,,,,,
52,PT07M08.00S,2023-01-22T00:17:01.8Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,12,10,2023-01-22T00:17:05Z,500000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT07M02.00S,2023-01-22T00:17:08.6Z,1,REGULAR,3pt,Jump Shot,[],1628420,19.760183968462556,92.6470588235294,1610612764,12,10,2023-01-22T00:17:13Z,510000,False,-213.0,133.0,1,left,MISS M. Morris 25' 3PT,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,25.14,Missed,,,,,,,,,,,,,,,,,,
54,PT06M59.00S,2023-01-22T00:17:11.2Z,1,REGULAR,rebound,defensive,[],203914,,,1610612753,12,10,2023-01-22T00:17:11Z,520000,False,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT06M57.00S,2023-01-22T00:17:23.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,12,10,2023-01-22T00:17:23Z,540000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M57.00S,2023-01-22T00:17:25.8Z,1,REGULAR,substitution,out,[],1628398,,,1610612753,12,10,2023-01-22T00:20:18Z,550000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M57.00S,2023-01-22T00:17:25.8Z,1,REGULAR,substitution,out,[],1629655,,,1610612753,12,10,2023-01-22T00:20:18Z,560000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M57.00S,2023-01-22T00:17:25.8Z,1,REGULAR,substitution,in,[],1630557,,,1610612753,12,10,2023-01-22T00:20:18Z,570000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M57.00S,2023-01-22T00:17:25.8Z,1,REGULAR,substitution,in,[],1629060,,,1610612753,12,10,2023-01-22T00:20:18Z,580000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M46.00S,2023-01-22T00:20:29.6Z,1,REGULAR,turnover,bad pass,[],203914,,,1610612753,12,10,2023-01-22T00:20:33Z,590000,False,,,0,,G. Harris bad pass TURNOVER (1 TO),"[203914, 1628420]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Morris,1628420.0,,,,,,,,,,,
62,PT06M46.00S,2023-01-22T00:20:29.6Z,1,REGULAR,steal,,[],1628420,,,1610612764,12,10,2023-01-22T00:20:31Z,600000,False,,,0,,M. Morris STEAL (1 STL),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
63,PT06M30.00S,2023-01-22T00:20:45.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628420,30.009855453350852,74.75490196078431,1610612764,15,10,2023-01-22T00:20:49Z,610000,False,-124.0,230.0,1,left,M. Morris 26' 3PT  (3 PTS) (B. Beal 3 AST),"[1628420, 203078]",1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,26.08,Made,,,,,,,,,,3.0,B. Beal,203078.0,3.0,,,,,
65,PT06M15.00S,2023-01-22T00:21:00.2Z,1,REGULAR,3pt,Jump Shot,[],203914,91.50788436268068,3.9215686274509807,1610612753,15,13,2023-01-22T00:21:04Z,630000,False,-230.0,27.0,1,right,G. Harris 3PT  (3 PTS) (P. Banchero 1 AST),"[203914, 1631094]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,23.2,Made,,,,,,,,,,3.0,P. Banchero,1631094.0,1.0,,,,,
67,PT05M53.00S,2023-01-22T00:21:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,11.613009198423129,47.30392156862745,1610612764,17,13,2023-01-22T00:21:29Z,650000,False,13.0,57.0,1,left,M. Morris driving Layup (5 PTS),[1628420],1610612764.0,WAS,driving,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,5.83,Made,,,,,,,,,,5.0,,,,,,,,
68,PT05M37.00S,2023-01-22T00:21:37.7Z,1,REGULAR,2pt,Jump Shot,[],1628365,76.52759526938239,35.5392156862745,1610612753,17,13,2023-01-22T00:21:42Z,660000,False,-72.0,168.0,1,right,MISS M. Fultz 18' Jump Shot,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Left Center,18.3,Missed,,,,,,,,,,,,,,,,,,
69,PT05M34.00S,2023-01-22T00:21:40.7Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,17,13,2023-01-22T00:21:42Z,670000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,16-24 Left Center,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT05M24.00S,2023-01-22T00:21:53.7Z,1,REGULAR,foul,personal,[],1630532,,,1610612764,17,13,2023-01-22T00:22:00Z,680000,False,,,0,,F. Wagner personal FOUL (2 PF),"[1630532, 203078]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Beal,203078.0
72,PT05M24.00S,2023-01-22T00:22:02.2Z,1,REGULAR,substitution,out,[],203914,,,1610612764,17,13,2023-01-22T00:22:14Z,700000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M24.00S,2023-01-22T00:22:02.2Z,1,REGULAR,substitution,in,[],1630591,,,1610612764,17,13,2023-01-22T00:22:14Z,710000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M21.00S,2023-01-22T00:22:23.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,8.590670170827863,49.26470588235294,1610612764,19,13,2023-01-22T00:22:30Z,720000,False,4.0,28.0,1,left,C. Kispert cutting Layup (2 PTS) (B. Beal 4 AST),"[1630557, 203078]",1610612764.0,WAS,cutting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,2.85,Made,,,,,,,,,,2.0,B. Beal,203078.0,4.0,,,,,
76,PT05M08.00S,2023-01-22T00:22:38.4Z,1,REGULAR,foul,personal,['2freethrow'],1629060,,,1610612753,19,13,2023-01-22T00:23:00Z,740000,False,,,0,,R. Hachimura shooting personal FOUL (1 PF) (Banchero 2 FT),"[1629060, 1631094]",1610612764.0,WAS,shooting,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Banchero,1631094.0
78,PT05M08.00S,2023-01-22T00:23:08.4Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,19,14,2023-01-22T00:23:08Z,760000,False,,,0,,P. Banchero Free Throw 1 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
79,PT05M08.00S,2023-01-22T00:23:10.1Z,1,REGULAR,substitution,out,[],203078,,,1610612753,19,14,2023-01-22T00:23:16Z,770000,False,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M08.00S,2023-01-22T00:23:10.1Z,1,REGULAR,substitution,in,[],1630166,,,1610612753,19,14,2023-01-22T00:23:16Z,780000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M08.00S,2023-01-22T00:23:36.6Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,19,15,2023-01-22T00:23:36Z,790000,False,,,0,,P. Banchero Free Throw 2 of 2 (2 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
82,PT04M51.00S,2023-01-22T00:23:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,8.853482260183966,50.245098039215684,1610612764,19,15,2023-01-22T00:24:26Z,800000,False,-1.0,31.0,1,left,MISS R. Hachimura driving Layup,[1629060],1610612764.0,WAS,driving,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,,,,
83,PT04M48.00S,2023-01-22T00:23:57.8Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,19,15,2023-01-22T00:23:57Z,810000,False,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,
84,PT04M46.00S,2023-01-22T00:24:01.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending', 'fastbreak']",1628365,90.5880420499343,50.245098039215684,1610612753,19,17,2023-01-22T00:25:02Z,820000,False,1.0,36.0,1,right,M. Fultz running Layup (2 PTS),[1628365],1610612753.0,ORL,running,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,3.6,Made,,,,,,,,,,2.0,,,,,,,,
