actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
17,PT11M14.00S,2023-04-09T17:13:59.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630557,8.065045992115643,48.28431372549019,1610612764,2,4,2023-04-09T17:15:42Z,170000,False,9.0,23.0,1,left,C. Kispert putback Layup (2 PTS),[1630557],1610612764.0,WAS,putback,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,2.48,Made,2.0,,,,,,,,,,,,
18,PT11M03.00S,2023-04-09T17:14:10.1Z,1,REGULAR,3pt,Jump Shot,[],1630224,73.50525624178712,85.04901960784314,1610612745,2,7,2023-04-09T17:14:17Z,180000,False,175.0,197.0,1,right,J. Green 26' 3PT step back (3 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,26.33,Made,3.0,,,,,,,,,,,,
19,PT10M53.00S,2023-04-09T17:14:20.8Z,1,REGULAR,3pt,Jump Shot,[],1630557,25.410643889618925,87.25490196078431,1610612764,2,7,2023-04-09T17:14:26Z,190000,False,-186.0,186.0,1,left,MISS C. Kispert 26' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,,,26.35,Missed,,,,,,,,,,,,,
20,PT10M50.00S,2023-04-09T17:14:23.7Z,1,REGULAR,rebound,offensive,[],1641645,,,1610612764,2,7,2023-04-09T17:14:23Z,200000,False,,,0,,X. Cooks REBOUND (Off:1 Def:0),[1641645],1610612764.0,WAS,,,,Cooks,X. Cooks,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,19.0,1.0,0.0,1.0,,,,,,
21,PT10M49.00S,2023-04-09T17:14:25.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641645,8.984888304862025,49.50980392156863,1610612764,4,7,2023-04-09T17:16:28Z,210000,False,2.0,32.0,1,left,X. Cooks putback Layup (2 PTS),[1641645],1610612764.0,WAS,putback,,,Cooks,X. Cooks,,,,,Restricted Area,0-8 Center,,,,,,3.21,Made,2.0,,,,,,,,,,,,
22,PT10M31.00S,2023-04-09T17:14:42.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630224,91.77069645203679,48.774509803921575,1610612745,4,9,2023-04-09T17:17:21Z,220000,False,-6.0,25.0,1,right,J. Green cutting DUNK (5 PTS) (A. Sengun 1 AST),"[1630224, 1630578]",1610612745.0,HOU,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,2.56,Made,5.0,,,,,,,A. Sengun,1630578.0,1.0,,,
24,PT10M19.00S,2023-04-09T17:14:56.3Z,1,REGULAR,foul,personal,[],1631095,,,1610612764,4,9,2023-04-09T17:15:04Z,240000,False,,,0,,J. Smith Jr. personal FOUL (1 PF),"[1631095, 1641645]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Center,202901.0,1.0,0.0,Cooks,1641645.0,,,,,,,,,,,,,,,
26,PT10M11.00S,2023-04-09T17:15:24.4Z,1,REGULAR,3pt,Jump Shot,[],1630225,21.468462549277262,8.088235294117652,1610612764,4,9,2023-04-09T17:15:29Z,260000,False,210.0,149.0,1,left,MISS I. Todd 25' 3PT,[1630225],1610612764.0,WAS,,,,Todd,I. Todd,,,,,Above the Break 3,24+ Right Center,,,,,,25.73,Missed,,,,,,,,,,,,,
27,PT10M09.00S,2023-04-09T17:15:26.4Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,4,9,2023-04-09T17:15:29Z,270000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,
28,PT10M06.00S,2023-04-09T17:15:30.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631095,72.58541392904074,82.1078431372549,1610612745,4,12,2023-04-09T17:15:42Z,280000,False,161.0,205.0,1,right,J. Smith Jr. 26' 3PT pullup (3 PTS),[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,26.05,Made,3.0,,,,,,,,,,,,
29,PT09M52.00S,2023-04-09T17:15:43.0Z,1,REGULAR,3pt,Jump Shot,[],1630557,31.980946123521676,77.45098039215686,1610612764,7,12,2023-04-09T17:15:48Z,290000,False,-137.0,248.0,1,left,C. Kispert 28' 3PT  (5 PTS) (I. Todd 1 AST),"[1630557, 1630225]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,,,28.36,Made,5.0,,,,,,,I. Todd,1630225.0,1.0,,,
30,PT09M42.00S,2023-04-09T17:15:55.1Z,1,REGULAR,foul,personal,[],1631098,,,1610612745,7,12,2023-04-09T17:16:04Z,300000,False,,,0,,J. Davis personal FOUL (2 PF),"[1631098, 1630224]",1610612764.0,WAS,,,,Davis,J. Davis,,,,,Mid-Range,16-24 Left Center,1628953.0,2.0,0.0,Green,1630224.0,,,,,,,,,,,,,,,
32,PT09M39.00S,2023-04-09T17:16:10.9Z,1,REGULAR,3pt,Jump Shot,[],1630528,68.51182654402103,24.509803921568633,1610612745,7,12,2023-04-09T17:21:02Z,320000,False,-127.0,243.0,1,right,MISS J. Christopher 27' 3PT,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,Above the Break 3,24+ Left Center,,,,,,27.49,Missed,,,,,,,,,,,,,
33,PT09M37.00S,2023-04-09T17:16:12.9Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,7,12,2023-04-09T17:20:25Z,330000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,32.0,2.0,1.0,1.0,,,,,,
34,PT09M34.00S,2023-04-09T17:16:15.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,71.92838370565046,17.15686274509804,1610612745,7,12,2023-04-09T17:16:20Z,340000,False,-164.0,211.0,1,right,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,26.77,Missed,,,,,,,,,,,,,
35,PT09M32.00S,2023-04-09T17:16:17.9Z,1,REGULAR,rebound,defensive,[],1630225,,,1610612764,7,12,2023-04-09T17:16:20Z,350000,False,,,0,,I. Todd REBOUND (Off:0 Def:1),[1630225],1610612764.0,WAS,,,,Todd,I. Todd,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,
36,PT09M27.00S,2023-04-09T17:16:22.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630692,9.247700394218143,50.245098039215684,1610612764,9,12,2023-04-09T17:16:27Z,360000,False,-1.0,34.0,1,left,J. Goodwin driving Layup (2 PTS),[1630692],1610612764.0,WAS,driving,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,3.44,Made,2.0,,,,,,,,,,,,
37,PT09M20.00S,2023-04-09T17:16:29.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,89.27398160315374,48.28431372549019,1610612745,9,12,2023-04-09T17:16:34Z,370000,False,-9.0,48.0,1,right,MISS K. Martin Jr. driving Layup,[1630231],1610612745.0,HOU,driving,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.91,Missed,,,,,,,,,,,,,
38,PT09M18.00S,2023-04-09T17:16:32.2Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,9,12,2023-04-09T17:16:32Z,380000,False,,,0,,C. Kispert REBOUND (Off:1 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,37.0,2.0,1.0,1.0,,,,,,
39,PT09M12.00S,2023-04-09T17:16:38.0Z,1,REGULAR,3pt,Jump Shot,[],1630557,35.39750328515112,49.01960784313726,1610612764,12,12,2023-04-09T17:16:43Z,390000,False,5.0,280.0,1,left,C. Kispert 28' 3PT  (8 PTS) (J. Davis 1 AST),"[1630557, 1631098]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,,,,,,28.02,Made,8.0,,,,,,,J. Davis,1631098.0,1.0,,,
41,PT08M55.00S,2023-04-09T17:16:54.2Z,1,REGULAR,turnover,bad pass,[],1630528,,,1610612745,12,12,2023-04-09T17:17:00Z,410000,False,,,0,,J. Christopher bad pass TURNOVER (1 TO),"[1630528, 1630692]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Goodwin,1630692.0
42,PT08M55.00S,2023-04-09T17:16:54.2Z,1,REGULAR,steal,,[],1630692,,,1610612764,12,12,2023-04-09T17:16:57Z,420000,False,,,0,,J. Goodwin STEAL (1 STL),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M49.00S,2023-04-09T17:16:59.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630692,12.00722733245729,96.07843137254902,1610612764,12,12,2023-04-09T17:17:07Z,430000,False,-230.0,60.0,1,left,MISS J. Goodwin 3PT,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Left Corner 3,24+ Left,,,,,,23.82,Missed,,,,,,,,,,,,,
44,PT08M46.00S,2023-04-09T17:17:03.4Z,1,REGULAR,rebound,offensive,[],1631098,,,1610612764,12,12,2023-04-09T17:17:03Z,440000,False,,,0,,J. Davis REBOUND (Off:1 Def:0),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Left Corner 3,24+ Left,,,,,,,,,,,43.0,1.0,0.0,1.0,,,,,,
45,PT08M44.00S,2023-04-09T17:17:04.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631098,7.670827858081481,52.450980392156865,1610612764,14,12,2023-04-09T17:17:10Z,450000,False,-12.0,20.0,1,left,J. Davis Layup (2 PTS),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Restricted Area,0-8 Center,,,,,,2.31,Made,2.0,,,,,,,,,,,,
46,PT08M28.00S,2023-04-09T17:17:21.5Z,1,REGULAR,2pt,Jump Shot,[],1630528,89.93101182654402,69.6078431372549,1610612745,14,14,2023-04-09T17:17:26Z,460000,False,98.0,42.0,1,right,J. Christopher 10' fadeaway Jump Shot (6 PTS) (A. Sengun 2 AST),"[1630528, 1630578]",1610612745.0,HOU,fadeaway,,,Christopher,J. Christopher,,,,,Mid-Range,8-16 Right,,,,,,10.67,Made,6.0,,,,,,,A. Sengun,1630578.0,2.0,,,
48,PT08M12.00S,2023-04-09T17:17:36.8Z,1,REGULAR,3pt,Jump Shot,[],1630225,16.343626806833115,4.411764705882348,1610612764,14,14,2023-04-09T17:17:40Z,480000,False,228.0,101.0,1,left,MISS I. Todd 24' 3PT,[1630225],1610612764.0,WAS,,,,Todd,I. Todd,,,,,Above the Break 3,24+ Right Center,,,,,,24.93,Missed,,,,,,,,,,,,,
49,PT08M11.00S,2023-04-09T17:17:37.8Z,1,REGULAR,rebound,offensive,[],1641645,,,1610612764,14,14,2023-04-09T17:17:40Z,490000,False,,,0,,X. Cooks REBOUND (Off:2 Def:0),[1641645],1610612764.0,WAS,,,,Cooks,X. Cooks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,48.0,2.0,0.0,2.0,,,,,,
50,PT08M10.00S,2023-04-09T17:17:39.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641645,6.619579500657039,47.79411764705882,1610612764,16,14,2023-04-09T17:23:05Z,500000,False,11.0,10.0,1,left,X. Cooks putback Layup (4 PTS),[1641645],1610612764.0,WAS,putback,,,Cooks,X. Cooks,,,,,Restricted Area,0-8 Center,,,,,,1.47,Made,4.0,,,,,,,,,,,,
51,PT07M53.00S,2023-04-09T17:17:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,89.4053876478318,47.79411764705882,1610612745,16,14,2023-04-09T17:23:44Z,510000,False,-11.0,47.0,1,right,MISS A. Sengun driving Layup,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.84,Missed,,,,,,,,,,,,,
52,PT07M50.00S,2023-04-09T17:17:59.1Z,1,REGULAR,rebound,defensive,[],1641645,,,1610612764,16,14,2023-04-09T17:18:03Z,520000,False,,,0,,X. Cooks REBOUND (Off:2 Def:1),[1641645],1610612764.0,WAS,,,,Cooks,X. Cooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,51.0,3.0,1.0,2.0,,,,,,
53,PT07M45.00S,2023-04-09T17:18:04.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630692,9.510512483574246,50.0,1610612764,18,14,2023-04-09T17:24:10Z,530000,False,0.0,37.0,1,left,J. Goodwin driving Layup (4 PTS),[1630692],1610612764.0,WAS,driving,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,3.69,Made,4.0,,,,,,,,,,,,
54,PT07M17.00S,2023-04-09T17:18:32.7Z,1,REGULAR,2pt,Jump Shot,[],1631095,88.2227332457293,30.14705882352942,1610612745,18,14,2023-04-09T17:18:41Z,540000,False,-99.0,58.0,1,right,MISS J. Smith Jr. 11' turnaround Shot,[1631095],1610612745.0,HOU,turnaround,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,11.51,Missed,,,,,,,,,,,,,
55,PT07M14.00S,2023-04-09T17:18:35.7Z,1,REGULAR,rebound,defensive,[],1631098,,,1610612764,18,14,2023-04-09T17:18:41Z,550000,False,,,0,,J. Davis REBOUND (Off:1 Def:1),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,54.0,2.0,1.0,1.0,,,,,,
56,PT07M11.00S,2023-04-09T17:18:38.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630692,11.744415243101187,49.26470588235294,1610612764,18,14,2023-04-09T17:18:46Z,560000,False,4.0,58.0,1,left,MISS J. Goodwin driving Layup - blocked,"[1630692, 1630578]",1610612764.0,WAS,driving,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.8,Missed,,Sengun,1630578.0,,,,,,,,,,
57,PT07M11.00S,2023-04-09T17:18:38.7Z,1,REGULAR,block,,[],1630578,,,1610612764,18,14,2023-04-09T17:18:41Z,570000,False,,,0,,A. Sengun BLOCK (2 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT07M08.00S,2023-04-09T17:18:41.7Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,18,14,2023-04-09T17:18:46Z,580000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,56.0,1.0,1.0,0.0,,,,,,
59,PT07M02.00S,2023-04-09T17:18:46.9Z,1,REGULAR,3pt,Jump Shot,[],1630224,76.13337713534823,10.294117647058826,1610612745,18,14,2023-04-09T17:18:51Z,590000,False,-199.0,172.0,1,right,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,26.25,Missed,,,,,,,,,,,,,
60,PT07M00.00S,2023-04-09T17:18:48.9Z,1,REGULAR,rebound,defensive,[],1630692,,,1610612764,18,14,2023-04-09T17:18:51Z,600000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:1),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,59.0,1.0,1.0,0.0,,,,,,
61,PT06M55.00S,2023-04-09T17:18:56.2Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612764,18,14,2023-04-09T17:19:05Z,610000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Davis 2 FT),"[1630578, 1631098]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,1.0,0.0,Davis,1631098.0,,,,,,,,,,,,,,,
63,PT06M55.00S,2023-04-09T17:19:11.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,18,14,2023-04-09T17:19:11Z,630000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M55.00S,2023-04-09T17:19:18.8Z,1,REGULAR,foul,technical,['1freethrow'],1631095,,,1610612764,18,14,2023-04-09T17:21:36Z,640000,False,,,0,,J. Smith Jr. technical FOUL (1 Tech),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,2715.0,1.0,1.0,,,,,,,,,,,,,,,,,
66,PT06M55.00S,2023-04-09T17:22:00.9Z,1,REGULAR,freethrow,1 of 1,[],1630557,,,1610612764,19,14,2023-04-09T17:22:00Z,650000,False,,,0,,C. Kispert technical Free Throw 1 of 1 (9 PTS),[1630557],1610612764.0,WAS,technical,,,Kispert,C. Kispert,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
67,PT06M55.00S,2023-04-09T17:22:21.8Z,1,REGULAR,freethrow,1 of 2,[],1631098,,,1610612764,20,14,2023-04-09T17:22:21Z,660000,False,,,0,,J. Davis Free Throw 1 of 2 (3 PTS),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
68,PT06M55.00S,2023-04-09T17:22:36.6Z,1,REGULAR,freethrow,2 of 2,[],1631098,,,1610612764,21,14,2023-04-09T17:22:36Z,670000,False,,,0,,J. Davis Free Throw 2 of 2 (4 PTS),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
69,PT06M43.00S,2023-04-09T17:22:50.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,84.4119579500657,51.470588235294116,1610612745,21,14,2023-04-09T17:22:55Z,680000,False,7.0,94.0,1,right,MISS K. Martin Jr. 9' Layup - blocked,"[1630231, 1641645]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.43,Missed,,Cooks,1641645.0,,,,,,,,,,
70,PT06M43.00S,2023-04-09T17:22:50.0Z,1,REGULAR,block,,[],1641645,,,1610612745,21,14,2023-04-09T17:23:24Z,690000,False,,,0,,X. Cooks BLOCK (1 BLK),[1641645],1610612764.0,WAS,,,,Cooks,X. Cooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
71,PT06M39.00S,2023-04-09T17:22:54.0Z,1,REGULAR,rebound,defensive,[],1630692,,,1610612764,21,14,2023-04-09T17:22:55Z,700000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:2),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,69.0,2.0,2.0,0.0,,,,,,
72,PT06M37.00S,2023-04-09T17:22:55.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,30.66688567674113,79.65686274509804,1610612764,24,14,2023-04-09T17:23:02Z,710000,False,-148.0,236.0,1,left,C. Kispert 27' 3PT  (12 PTS) (J. Goodwin 1 AST),"[1630557, 1630692]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,,,27.86,Made,12.0,,,,,,,J. Goodwin,1630692.0,1.0,,,
74,PT06M18.00S,2023-04-09T17:23:14.8Z,1,REGULAR,2pt,Jump Shot,[],1631095,88.87976346911958,79.90196078431373,1610612745,24,16,2023-04-09T17:26:16Z,730000,False,150.0,52.0,1,right,J. Smith Jr. 15' pullup Jump Shot (5 PTS) (K. Martin Jr. 1 AST),"[1631095, 1630231]",1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Right,,,,,,15.83,Made,5.0,,,,,,,K. Martin Jr.,1630231.0,1.0,,,
76,PT05M58.00S,2023-04-09T17:23:35.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630692,8.459264126149804,51.22549019607843,1610612764,26,16,2023-04-09T17:23:38Z,750000,False,-6.0,27.0,1,left,J. Goodwin driving Layup (6 PTS) (C. Kispert 1 AST),"[1630692, 1630557]",1610612764.0,WAS,driving,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,2.77,Made,6.0,,,,,,,C. Kispert,1630557.0,1.0,,,
78,PT05M35.00S,2023-04-09T17:23:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,89.93101182654402,50.49019607843137,1610612745,26,16,2023-04-09T17:24:01Z,770000,False,2.0,42.0,1,right,MISS K. Martin Jr. Layup,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,,,,4.22,Missed,,,,,,,,,,,,,
79,PT05M33.00S,2023-04-09T17:23:59.8Z,1,REGULAR,rebound,defensive,[],1631098,,,1610612764,26,16,2023-04-09T17:24:01Z,780000,False,,,0,,J. Davis REBOUND (Off:1 Def:2),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,78.0,3.0,2.0,1.0,,,,,,
80,PT05M26.00S,2023-04-09T17:24:06.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630692,6.619579500657039,51.22549019607843,1610612764,28,16,2023-04-09T17:24:10Z,790000,False,-6.0,10.0,1,left,J. Goodwin driving DUNK (8 PTS) (J. Davis 2 AST),"[1630692, 1631098]",1610612764.0,WAS,driving,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,1.15,Made,8.0,,,,,,,J. Davis,1631098.0,2.0,,,
