actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
601,PT06M27.00S,2022-11-21T01:02:41.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630539,7.835085413929041,51.470588235294116,1610612766,93,89,2022-11-21T01:02:47Z,5930000,False,-7.0,21.0,1,left,K. Jones running DUNK (4 PTS),[1630539],1610612766.0,CHA,running,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,2.24,Made,4.0,,,,,,,,,,,,,,,,,
602,PT06M18.00S,2022-11-21T01:02:49.9Z,4,REGULAR,2pt,Jump Shot,[],204001,76.03482260183968,49.50980392156863,1610612764,93,89,2022-11-21T01:02:56Z,5940000,False,-2.0,173.0,1,right,MISS K. Porzingis 17' Jump Shot,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Center,17.28,Missed,,,,,,,,,,,,,,,,,,
603,PT06M14.00S,2022-11-21T01:02:53.9Z,4,REGULAR,rebound,defensive,[],203486,,,1610612766,93,89,2022-11-21T01:02:56Z,5950000,False,,,0,,M. Plumlee REBOUND (Off:3 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Center,,,,,,,,,602.0,,,7.0,4.0,3.0,,,,,,
604,PT05M59.00S,2022-11-21T01:03:12.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,8.492115637319317,48.77450980392157,1610612766,93,89,2022-11-21T01:12:33Z,5960000,False,6.0,27.0,1,left,MISS J. McDaniels cutting Layup - blocked,"[1629667, 1630692]",1610612766.0,CHA,cutting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,Goodwin,1630692.0,,,,,,,,,,,,
606,PT05M59.00S,2022-11-21T01:03:12.0Z,4,REGULAR,block,,[],1630692,,,1610612766,93,89,2022-11-21T01:03:24Z,5965000,False,,,0,,J. Goodwin BLOCK (3 BLK),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
605,PT05M59.00S,2022-11-21T01:03:12.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,93,89,2022-11-21T01:03:24Z,5970000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,604.0,,,,,,,,,,,
607,PT05M59.00S,2022-11-21T01:03:34.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,93,89,2022-11-21T01:03:34Z,5980000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT05M59.00S,2022-11-21T01:04:58.4Z,4,REGULAR,substitution,out,[],203115,,,1610612766,93,89,2022-11-21T01:06:00Z,5990000,False,,,0,,SUB out: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT05M59.00S,2022-11-21T01:04:58.4Z,4,REGULAR,substitution,out,[],1630692,,,1610612766,93,89,2022-11-21T01:06:00Z,6000000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT05M59.00S,2022-11-21T01:04:58.4Z,4,REGULAR,substitution,out,[],202330,,,1610612766,93,89,2022-11-21T01:06:00Z,6010000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT05M59.00S,2022-11-21T01:04:58.4Z,4,REGULAR,substitution,in,[],1630557,,,1610612766,93,89,2022-11-21T01:06:00Z,6020000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT05M59.00S,2022-11-21T01:04:58.4Z,4,REGULAR,substitution,in,[],1628398,,,1610612766,93,89,2022-11-21T01:06:00Z,6030000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT05M59.00S,2022-11-21T01:04:58.4Z,4,REGULAR,substitution,in,[],1626162,,,1610612766,93,89,2022-11-21T01:06:00Z,6040000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT05M56.00S,2022-11-21T01:06:21.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630539,10.200394218134035,53.431372549019606,1610612766,93,89,2022-11-21T01:06:35Z,6050000,False,-17.0,43.0,1,left,MISS K. Jones Layup - blocked,"[1630539, 204001]",1610612766.0,CHA,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),0-8 Center,4.67,Missed,,,,,Porzingis,204001.0,,,,,,,,,,,,
615,PT05M56.00S,2022-11-21T01:06:21.0Z,4,REGULAR,block,,[],204001,,,1610612766,93,89,2022-11-21T01:06:24Z,6060000,False,,,0,,K. Porzingis BLOCK (5 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
616,PT05M51.00S,2022-11-21T01:06:26.0Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,93,89,2022-11-21T01:06:26Z,6070000,False,,,0,,D. Avdija REBOUND (Off:3 Def:8),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,614.0,,,11.0,8.0,3.0,,,,,,
617,PT05M38.00S,2022-11-21T01:06:37.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203078,92.19776609724047,46.32352941176471,1610612764,95,89,2022-11-21T01:06:43Z,6080000,False,-18.0,21.0,1,right,B. Beal driving DUNK (25 PTS) (K. Porzingis 2 AST),"[203078, 204001]",1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,2.78,Made,25.0,K. Porzingis,204001.0,2.0,,,,,,,,,,,,,,
619,PT05M23.00S,2022-11-21T01:06:55.2Z,4,REGULAR,turnover,traveling,[],203486,,,1610612766,95,89,2022-11-21T01:07:06Z,6100000,False,,,0,,M. Plumlee traveling TURNOVER (2 TO),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,200833.0,2.0,,,,,,,,,
620,PT05M08.00S,2022-11-21T01:07:23.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203078,92.59198423127464,60.5392156862745,1610612764,95,89,2022-11-21T01:16:48Z,6110000,False,53.0,17.0,1,right,MISS B. Beal pullup Shot,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,5.54,Missed,,,,,,,,,,,,,,,,,,
621,PT05M05.00S,2022-11-21T01:07:26.3Z,4,REGULAR,rebound,offensive,[],1630166,,,1610612764,95,89,2022-11-21T01:07:31Z,6120000,False,,,0,,D. Avdija REBOUND (Off:4 Def:8),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,620.0,,,12.0,8.0,4.0,,,,,,
622,PT05M05.00S,2022-11-21T01:07:26.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630166,94.40999984741211,50.0,1610612764,97,89,2022-11-21T01:07:26Z,6130000,False,0.0,0.0,1,right,D. Avdija tip Layup (10 PTS),[1630166],1610612764.0,WAS,tip,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,0.0,Made,10.0,,,,,,,,,,,,,,,,,
623,PT04M48.00S,2022-11-21T01:07:43.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630539,14.668199737187912,52.69607843137255,1610612766,97,89,2022-11-21T01:17:32Z,6140000,False,-13.0,85.0,1,left,MISS K. Jones 8' driving floating Shot,[1630539],1610612766.0,CHA,driving floating,,,Jones,K. Jones,,,,,In The Paint (Non-RA),8-16 Center,8.65,Missed,,,,,,,,,,,,,,,,,,
624,PT04M46.00S,2022-11-21T01:07:45.2Z,4,REGULAR,rebound,defensive,[],204001,,,1610612764,97,89,2022-11-21T01:07:47Z,6150000,False,,,0,,K. Porzingis REBOUND (Off:4 Def:3),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,623.0,,,7.0,3.0,4.0,,,,,,
625,PT04M35.00S,2022-11-21T01:07:56.5Z,4,REGULAR,2pt,Jump Shot,[],204001,76.95466491458606,45.34313725490196,1610612764,97,89,2022-11-21T01:08:00Z,6160000,False,-23.0,164.0,1,right,MISS K. Porzingis 16' pullup Shot,[204001],1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Center,16.57,Missed,,,,,,,,,,,,,,,,,,
626,PT04M32.00S,2022-11-21T01:07:59.5Z,4,REGULAR,rebound,defensive,[],1629667,,,1610612766,97,89,2022-11-21T01:08:00Z,6170000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:5),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Center,,,,,,,,,625.0,,,6.0,5.0,1.0,,,,,,
627,PT04M26.00S,2022-11-21T01:08:04.8Z,4,REGULAR,3pt,Jump Shot,[],1626162,19.92444152431012,6.127450980392156,1610612766,97,92,2022-11-21T01:08:09Z,6180000,False,219.0,135.0,1,left,K. Oubre Jr. 25' 3PT  (21 PTS) (J. McDaniels 1 AST),"[1626162, 1629667]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,25.75,Made,21.0,J. McDaniels,1629667.0,1.0,,,,,,,,,,,,,,
629,PT04M09.00S,2022-11-21T01:08:22.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,94.30026281208936,58.333333333333336,1610612764,97,92,2022-11-21T01:18:36Z,6200000,False,42.0,1.0,1,right,MISS D. Avdija driving Layup,[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,4.17,Missed,,,,,,,,,,,,,,,,,,
630,PT04M09.00S,2022-11-21T01:08:22.1Z,4,REGULAR,rebound,offensive,[],1630557,,,1610612764,97,92,2022-11-21T01:08:28Z,6210000,False,,,0,,C. Kispert REBOUND (Off:2 Def:4),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,,629.0,,,6.0,4.0,2.0,,,,,,
631,PT04M09.00S,2022-11-21T01:08:26.7Z,4,REGULAR,foul,personal,['2freethrow'],1628372,,,1610612764,97,92,2022-11-21T01:08:36Z,6220000,False,,,0,,D. Smith Jr. shooting personal FOUL (1 PF) (Kispert 2 FT),"[1628372, 1630557]",1610612766.0,CHA,shooting,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,101284.0,,,,,,,1.0,0.0,Kispert,1630557.0
633,PT04M09.00S,2022-11-21T01:08:52.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630557,,,1610612764,98,92,2022-11-21T01:08:52Z,6240000,False,,,0,,C. Kispert Free Throw 1 of 2 (11 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
634,PT04M09.00S,2022-11-21T01:08:53.3Z,4,REGULAR,substitution,out,[],1629667,,,1610612764,98,92,2022-11-21T01:09:00Z,6250000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT04M09.00S,2022-11-21T01:08:53.3Z,4,REGULAR,substitution,out,[],1630539,,,1610612764,98,92,2022-11-21T01:09:00Z,6260000,False,,,0,,SUB out: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT04M09.00S,2022-11-21T01:08:53.3Z,4,REGULAR,substitution,in,[],1626179,,,1610612764,98,92,2022-11-21T01:09:00Z,6270000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT04M09.00S,2022-11-21T01:08:53.3Z,4,REGULAR,substitution,in,[],1629023,,,1610612764,98,92,2022-11-21T01:09:00Z,6280000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT04M09.00S,2022-11-21T01:09:11.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630557,,,1610612764,99,92,2022-11-21T01:09:11Z,6290000,False,,,0,,C. Kispert Free Throw 2 of 2 (12 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
639,PT03M59.00S,2022-11-21T01:09:22.7Z,4,REGULAR,2pt,Jump Shot,[],1626162,24.655059132720105,57.84313725490197,1610612766,99,94,2022-11-21T01:09:27Z,6300000,False,-39.0,179.0,1,left,K. Oubre Jr. 18' pullup Jump Shot (23 PTS),[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Center,18.35,Made,23.0,,,,,,,,,,,,,,,,,
640,PT03M38.00S,2022-11-21T01:09:42.8Z,4,REGULAR,3pt,Jump Shot,[],1630166,66.96780551905388,46.568627450980394,1610612764,99,94,2022-11-21T01:09:48Z,6310000,False,-17.0,258.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,,
641,PT03M35.00S,2022-11-21T01:09:45.8Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,99,94,2022-11-21T01:09:48Z,6320000,False,,,0,,P. Washington REBOUND (Off:1 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,,,,,,640.0,,,3.0,2.0,1.0,,,,,,
642,PT03M29.00S,2022-11-21T01:09:52.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,11.908672798948752,44.36274509803921,1610612766,99,94,2022-11-21T01:20:20Z,6330000,False,28.0,59.0,1,left,MISS T. Rozier 6' driving Layup,[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,6.58,Missed,,,,,,,,,,,,,,,,,,
643,PT03M29.00S,2022-11-21T01:09:52.4Z,4,REGULAR,rebound,offensive,[],1626179,,,1610612766,99,94,2022-11-21T01:20:06Z,6340000,False,,,0,,T. Rozier REBOUND (Off:3 Def:4),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,642.0,,,7.0,4.0,3.0,,,,,,
644,PT03M29.00S,2022-11-21T01:09:55.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626179,7.5722733245729295,58.82352941176471,1610612766,99,94,2022-11-21T01:20:38Z,6350000,False,-44.0,19.0,1,left,MISS T. Rozier putback Layup - blocked,"[1626179, 1630557]",1610612766.0,CHA,putback,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,4.79,Missed,,,,,Kispert,1630557.0,,,,,,,,,,,,
645,PT03M29.00S,2022-11-21T01:09:55.0Z,4,REGULAR,block,,[],1630557,,,1610612766,99,94,2022-11-21T01:10:32Z,6360000,False,,,0,,C. Kispert BLOCK (1 BLK),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
646,PT03M29.00S,2022-11-21T01:09:55.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,99,94,2022-11-21T01:10:03Z,6370000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,644.0,,,,,,,,,,,
648,PT03M29.00S,2022-11-21T01:10:05.8Z,4,REGULAR,substitution,out,[],1628372,,,1610612766,99,94,2022-11-21T01:10:11Z,6390000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT03M29.00S,2022-11-21T01:10:05.8Z,4,REGULAR,substitution,in,[],202330,,,1610612766,99,94,2022-11-21T01:10:11Z,6400000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT03M19.00S,2022-11-21T01:10:19.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,8.09789750328515,44.85294117647059,1610612766,99,94,2022-11-21T01:21:09Z,6410000,False,26.0,24.0,1,left,MISS K. Oubre Jr. driving reverse Layup,[1626162],1610612766.0,CHA,driving reverse,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,,,,
651,PT03M17.00S,2022-11-21T01:10:21.8Z,4,REGULAR,rebound,offensive,[],203486,,,1610612766,99,94,2022-11-21T01:10:25Z,6420000,False,,,0,,M. Plumlee REBOUND (Off:4 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,650.0,,,8.0,4.0,4.0,,,,,,
652,PT03M17.00S,2022-11-21T01:10:23.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203486,5.590000152587891,50.0,1610612766,99,96,2022-11-21T01:10:23Z,6430000,False,0.0,0.0,1,left,M. Plumlee tip Layup (9 PTS),[203486],1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,0.0,Made,9.0,,,,,,,,,,,,,,,,,
653,PT03M17.00S,2022-11-21T01:10:27.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,99,96,2022-11-21T01:10:27Z,6440000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT03M07.00S,2022-11-21T01:12:14.7Z,4,REGULAR,foul,personal,[],1626162,,,1610612764,99,96,2022-11-21T01:12:21Z,6450000,False,,,0,,K. Oubre Jr. personal FOUL (2 PF),"[1626162, 204001]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,101284.0,,,,,,,2.0,0.0,Porzingis,204001.0
656,PT03M01.00S,2022-11-21T01:12:38.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630166,93.11760840998686,54.65686274509803,1610612764,101,96,2022-11-21T01:12:44Z,6470000,False,23.0,12.0,1,right,D. Avdija driving DUNK (12 PTS),[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.63,Made,12.0,,,,,,,,,,,,,,,,,
657,PT02M40.00S,2022-11-21T01:13:00.0Z,4,REGULAR,2pt,Jump Shot,[],1626179,12.434296977660972,91.42156862745098,1610612766,101,96,2022-11-21T01:13:05Z,6480000,False,-207.0,64.0,1,left,MISS T. Rozier 21' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Left,21.69,Missed,,,,,,,,,,,,,,,,,,
658,PT02M37.00S,2022-11-21T01:13:03.0Z,4,REGULAR,rebound,defensive,[],1628398,,,1610612764,101,96,2022-11-21T01:13:05Z,6490000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:8),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left,,,,,,,,,657.0,,,9.0,8.0,1.0,,,,,,
659,PT02M22.00S,2022-11-21T01:13:18.0Z,4,REGULAR,2pt,Jump Shot,[],204001,87.07293035479631,28.186274509803923,1610612764,101,96,2022-11-21T01:22:14Z,6500000,False,-109.0,69.0,1,right,MISS K. Porzingis 12' bank Shot,[204001],1610612764.0,WAS,bank,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,12.91,Missed,,,,,,,,,,,,,,,,,,
660,PT02M19.00S,2022-11-21T01:13:21.0Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,101,96,2022-11-21T01:13:24Z,6510000,False,,,0,,P. Washington REBOUND (Off:1 Def:3),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,,,,,,,,,659.0,,,4.0,3.0,1.0,,,,,,
661,PT02M12.00S,2022-11-21T01:13:27.4Z,4,REGULAR,3pt,Jump Shot,[],1629023,28.07161629434954,23.284313725490197,1610612766,101,96,2022-11-21T01:13:33Z,6520000,False,134.0,211.0,1,left,MISS P. Washington 25' step back 3PT,[1629023],1610612766.0,CHA,step back,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.01,Missed,,,,,,,,,,,,,,,,,,
662,PT02M08.00S,2022-11-21T01:13:31.4Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,101,96,2022-11-21T01:13:33Z,6530000,False,,,0,,D. Avdija REBOUND (Off:4 Def:9),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,,661.0,,,13.0,9.0,4.0,,,,,,
663,PT01M46.00S,2022-11-21T01:13:54.0Z,4,REGULAR,3pt,Jump Shot,[],203078,94.1688567674113,97.79411764705883,1610612764,101,96,2022-11-21T01:22:51Z,6540000,False,239.0,2.0,1,right,MISS B. Beal 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Right Corner 3,24+ Right,23.9,Missed,,,,,,,,,,,,,,,,,,
664,PT01M44.00S,2022-11-21T01:13:56.0Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,101,96,2022-11-21T01:22:51Z,6550000,False,,,0,,P. Washington REBOUND (Off:1 Def:4),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,,,,,,,663.0,,,5.0,4.0,1.0,,,,,,
665,PT01M39.00S,2022-11-21T01:14:00.9Z,4,REGULAR,3pt,Jump Shot,[],202330,27.677398160315374,82.59803921568627,1610612766,101,96,2022-11-21T01:14:07Z,6560000,False,-163.0,208.0,1,left,MISS G. Hayward 26' bank 3PT,[202330],1610612766.0,CHA,bank,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,26.4,Missed,,,,,,,,,,,,,,,,,,
666,PT01M38.00S,2022-11-21T01:14:01.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,101,96,2022-11-21T01:14:07Z,6570000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,665.0,,,,,,,,,,,
667,PT01M38.00S,2022-11-21T01:14:06.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204001,,,1610612766,101,96,2022-11-21T01:14:15Z,6580000,False,,,0,,K. Porzingis loose ball personal FOUL (5 PF) (Plumlee 2 FT),"[204001, 203486]",1610612764.0,WAS,loose ball,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,101284.0,,,,,,,5.0,1.0,Plumlee,203486.0
669,PT01M38.00S,2022-11-21T01:14:32.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203486,,,1610612766,101,96,2022-11-21T01:14:32Z,6600000,False,,,0,,MISS M. Plumlee Free Throw 1 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
670,PT01M38.00S,2022-11-21T01:14:32.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,101,96,2022-11-21T01:14:32Z,6610000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,669.0,,,,,,,,,,,
671,PT01M38.00S,2022-11-21T01:14:32.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203486,,,1610612766,101,96,2022-11-21T01:15:04Z,6620000,False,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
672,PT01M33.00S,2022-11-21T01:14:37.9Z,4,REGULAR,rebound,defensive,[],204001,,,1610612764,101,96,2022-11-21T01:15:04Z,6630000,False,,,0,,K. Porzingis REBOUND (Off:4 Def:4),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,671.0,,,8.0,4.0,4.0,,,,,,
673,PT01M16.00S,2022-11-21T01:15:11.2Z,4,REGULAR,turnover,out-of-bounds,[],1630166,,,1610612764,101,96,2022-11-21T01:15:23Z,6640000,False,,,0,,D. Avdija bad pass out-of-bounds TURNOVER (1 TO),[1630166],1610612764.0,WAS,bad pass,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Center,,,,,,,,,,101284.0,1.0,,,,,,,,,
674,PT01M05.00S,2022-11-21T01:15:37.7Z,4,REGULAR,2pt,Hook,['fromturnover'],1629023,21.369908015768726,49.754901960784316,1610612766,101,96,2022-11-21T01:15:42Z,6650000,False,1.0,148.0,1,left,MISS P. Washington 14' turnaround Hook,[1629023],1610612766.0,CHA,turnaround,,,Washington,P. Washington,,,,,Mid-Range,8-16 Center,14.84,Missed,,,,,,,,,,,,,,,,,,
675,PT01M02.00S,2022-11-21T01:15:40.7Z,4,REGULAR,rebound,defensive,[],1628398,,,1610612764,101,96,2022-11-21T01:15:42Z,6660000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:9),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Center,,,,,,,,,674.0,,,10.0,9.0,1.0,,,,,,
676,PT00M48.80S,2022-11-21T01:15:56.3Z,4,REGULAR,foul,personal,['2freethrow'],203486,,,1610612764,101,96,2022-11-21T01:16:01Z,6670000,False,,,0,,M. Plumlee shooting personal FOUL (4 PF) (Beal 2 FT),"[203486, 203078]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628172.0,,,,,,,4.0,0.0,Beal,203078.0
