actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
253,PT03M55.00S,2023-03-28T23:51:15.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,90.88370565045992,58.333333333333336,1610612764,48,38,2023-03-28T23:51:19Z,2490000,False,42.0,33.0,1,right,D. Avdija pullup Jump Shot (9 PTS),[1630166],1610612764.0,WAS,pullup,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,5.33,Made,9.0,,,,,,,,,,,,,,
254,PT03M44.00S,2023-03-28T23:51:24.6Z,2,REGULAR,3pt,Jump Shot,[],203935,33.327858081471746,62.5,1610612738,48,41,2023-03-28T23:51:29Z,2500000,False,-62.0,261.0,1,left,M. Smart 26' 3PT  (11 PTS) (J. Brown 3 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,26.82,Made,11.0,,,,,,J. Brown,1627759.0,3.0,,,,,,
256,PT03M35.00S,2023-03-28T23:51:34.7Z,2,REGULAR,3pt,Jump Shot,[],204001,66.17936925098554,21.323529411764707,1610612764,51,41,2023-03-28T23:51:39Z,2520000,False,-143.0,265.0,1,right,K. Porzingis 30' 3PT  (13 PTS) (M. Morris 5 AST),"[204001, 1628420]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,30.17,Made,13.0,,,,,,M. Morris,1628420.0,5.0,,,,,,
259,PT03M22.00S,2023-03-28T23:51:46.9Z,2,REGULAR,3pt,Jump Shot,[],203935,32.14520367936925,73.2843137254902,1610612738,51,44,2023-03-28T23:52:46Z,2540000,False,-116.0,250.0,1,left,M. Smart 27' 3PT pullup (14 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,27.55,Made,14.0,,,,,,,,,,,,,,
260,PT03M04.00S,2023-03-28T23:52:07.0Z,2,REGULAR,foul,personal,[],1628369,,,1610612764,51,44,2023-03-28T23:52:15Z,2550000,False,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 204001]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left,,,,,,,201638.0,2.0,0.0,Porzingis,204001.0,,,,,,,,,
262,PT03M04.00S,2023-03-28T23:52:13.0Z,2,REGULAR,substitution,out,[],1629057,,,1610612764,51,44,2023-03-28T23:52:15Z,2570000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M04.00S,2023-03-28T23:52:13.0Z,2,REGULAR,substitution,in,[],201143,,,1610612764,51,44,2023-03-28T23:52:15Z,2580000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M49.00S,2023-03-28T23:52:40.7Z,2,REGULAR,3pt,Jump Shot,[],204001,65.78515111695138,42.15686274509804,1610612764,54,44,2023-03-28T23:52:49Z,2590000,False,-39.0,269.0,1,right,K. Porzingis 27' 3PT step back (16 PTS),[204001],1610612764.0,WAS,step back,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,,,,27.19,Made,16.0,,,,,,,,,,,,,,
266,PT02M36.00S,2023-03-28T23:52:54.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,23.99802890932983,96.56862745098039,1610612738,54,47,2023-03-28T23:52:58Z,2610000,False,-233.0,173.0,1,left,J. Tatum 29' 3PT  (20 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,29.01,Made,20.0,,,,,,M. Smart,203935.0,4.0,,,,,,
268,PT02M24.00S,2023-03-28T23:53:06.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,92.19776609724047,62.254901960784316,1610612764,54,47,2023-03-28T23:53:55Z,2630000,False,61.0,21.0,1,right,MISS C. Kispert 6' cutting Layup,[1630557],1610612764.0,WAS,cutting,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,6.47,Missed,,,,,,,,,,,,,,,
269,PT02M22.00S,2023-03-28T23:53:08.3Z,2,REGULAR,rebound,offensive,[],1630557,,,1610612764,54,47,2023-03-28T23:53:09Z,2640000,False,,,0,,C. Kispert REBOUND (Off:1 Def:0),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,268.0,1.0,0.0,1.0,,
270,PT02M22.00S,2023-03-28T23:53:08.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630557,93.64323258869908,54.90196078431373,1610612764,56,47,2023-03-28T23:53:17Z,2650000,False,25.0,7.0,1,right,C. Kispert putback Layup (7 PTS),[1630557],1610612764.0,WAS,putback,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,2.56,Made,7.0,,,,,,,,,,,,,,
271,PT02M14.00S,2023-03-28T23:53:15.6Z,2,REGULAR,3pt,Jump Shot,[],1627759,23.47240473061761,8.823529411764707,1610612738,56,47,2023-03-28T23:53:24Z,2660000,False,206.0,168.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,26.58,Missed,,,,,,,,,,,,,,,
272,PT02M14.00S,2023-03-28T23:53:15.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,56,47,2023-03-28T23:53:24Z,2670000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,271.0,,,,,
273,PT02M06.00S,2023-03-28T23:53:44.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,7.835085413929041,44.6078431372549,1610612738,56,49,2023-03-28T23:55:03Z,2680000,False,27.0,21.0,1,left,J. Brown driving Layup (8 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,3.43,Made,8.0,,,,,,A. Horford,201143.0,1.0,,,,,,
274,PT01M57.00S,2023-03-28T23:53:53.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,94.1688567674113,51.225490196078425,1610612764,58,49,2023-03-28T23:53:58Z,2690000,False,6.0,2.0,1,right,M. Morris driving reverse Layup (11 PTS),[1628420],1610612764.0,WAS,driving reverse,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,0.65,Made,11.0,,,,,,,,,,,,,,
276,PT01M46.00S,2023-03-28T23:54:12.0Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612738,58,49,2023-03-28T23:55:54Z,2710000,False,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 1626153]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Left Center,1.0,Wright,1626153.0,,,,,,,,,,,,,,,,,
277,PT01M46.00S,2023-03-28T23:54:12.0Z,2,REGULAR,steal,,[],1626153,,,1610612764,58,49,2023-03-28T23:54:14Z,2720000,False,,,0,,D. Wright STEAL (2 STL),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
278,PT01M42.00S,2023-03-28T23:54:16.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628420,92.85479632063075,45.09803921568628,1610612764,60,49,2023-03-28T23:54:21Z,2730000,False,-25.0,15.0,1,right,M. Morris running Layup (13 PTS) (D. Wright 1 AST),"[1628420, 1626153]",1610612764.0,WAS,running,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,2.86,Made,13.0,,,,,,D. Wright,1626153.0,1.0,,,,,,
282,PT01M24.00S,2023-03-28T23:54:34.1Z,2,REGULAR,3pt,Jump Shot,[],201143,30.305519053876477,79.41176470588235,1610612738,60,49,2023-03-28T23:54:40Z,2750000,False,-147.0,232.0,1,left,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,27.5,Missed,,,,,,,,,,,,,,,
283,PT01M18.00S,2023-03-28T23:54:40.1Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,60,49,2023-03-28T23:54:40Z,2760000,False,,,0,,D. Avdija REBOUND (Off:0 Def:6),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,282.0,6.0,6.0,0.0,,
284,PT01M16.00S,2023-03-28T23:54:41.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628420,69.59592641261499,72.05882352941177,1610612764,60,49,2023-03-28T23:54:50Z,2770000,False,110.0,233.0,1,right,MISS M. Morris 25' running pullup 3PT,[1628420],1610612764.0,WAS,running pullup,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,,,,25.81,Missed,,,,,,,,,,,,,,,
285,PT01M14.00S,2023-03-28T23:54:43.5Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,60,49,2023-03-28T23:54:50Z,2780000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,284.0,3.0,3.0,0.0,,
286,PT01M08.00S,2023-03-28T23:54:50.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628401,7.440867279894875,51.225490196078425,1610612738,60,51,2023-03-28T23:56:46Z,2790000,False,-6.0,17.0,1,left,D. White running Layup (2 PTS),[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,1.84,Made,2.0,,,,,,,,,,,,,,
287,PT00M49.70S,2023-03-28T23:55:08.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,89.43823915900131,36.029411764705884,1610612764,62,51,2023-03-28T23:55:41Z,2792500,False,-70.0,47.0,1,right,K. Porzingis 8' bank Jump Shot (18 PTS) (C. Kispert 2 AST),"[204001, 1630557]",1610612764.0,WAS,bank,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Left,,,,8.41,Made,18.0,,,,,,C. Kispert,1630557.0,2.0,,,,,,
290,PT00M33.10S,2023-03-28T23:55:50.9Z,2,REGULAR,3pt,Jump Shot,[],201143,4.681340341655716,98.0392156862745,1610612738,62,51,2023-03-28T23:55:57Z,2830000,False,-240.0,-8.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,,,,24.04,Missed,,,,,,,,,,,,,,,
291,PT00M29.30S,2023-03-28T23:55:54.7Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,62,51,2023-03-29T00:11:25Z,2840000,False,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,290.0,3.0,2.0,1.0,,
292,PT00M24.00S,2023-03-28T23:56:00.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,6.915243101182654,41.42156862745098,1610612738,62,51,2023-03-28T23:59:31Z,2850000,False,43.0,13.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,4.47,Missed,,,,,,,,,,,,,,,
293,PT00M22.50S,2023-03-28T23:56:01.5Z,2,REGULAR,rebound,defensive,[],204001,,,1610612764,62,51,2023-03-28T23:56:03Z,2860000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:7),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,292.0,7.0,7.0,0.0,,
294,PT00M02.50S,2023-03-28T23:56:21.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,85.23324572930355,46.81372549019608,1610612764,62,51,2023-03-29T00:00:09Z,2870000,False,-16.0,86.0,1,right,MISS K. Porzingis 8' turnaround Shot - blocked,"[204001, 201143]",1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,,,,8.78,Missed,,,,,,,,,,,,,,Horford,201143.0
295,PT00M02.50S,2023-03-28T23:56:21.5Z,2,REGULAR,block,,[],201143,,,1610612764,62,51,2023-03-28T23:56:23Z,2880000,False,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
296,PT00M02.00S,2023-03-28T23:56:22.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,62,51,2023-03-28T23:56:28Z,2890000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,294.0,,,,,
298,PT00M00.10S,2023-03-28T23:57:10.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],204001,75.1149802890933,43.38235294117647,1610612764,64,51,2023-03-28T23:57:20Z,2910000,False,-33.0,181.0,1,right,K. Porzingis 18' pullup Jump Shot (20 PTS) (M. Morris 6 AST),"[204001, 1628420]",1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Center,,,,18.44,Made,20.0,,,,,,M. Morris,1628420.0,6.0,,,,,,
301,PT00M00.00S,2023-03-28T23:58:12.5Z,2,REGULAR,period,end,[],0,,,1610612738,64,51,2023-03-28T23:58:12Z,2940000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2023-03-29T00:12:35.6Z,3,REGULAR,period,start,[],0,,,1610612738,64,51,2023-03-29T00:12:35Z,2950000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT11M50.00S,2023-03-29T00:12:45.6Z,3,REGULAR,3pt,Jump Shot,[],201143,65.1281208935611,46.07843137254902,1610612738,64,51,2023-03-29T00:12:50Z,2960000,False,-20.0,275.0,1,right,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,27.6,Missed,,,,,,,,,,,,,,,
304,PT11M47.00S,2023-03-29T00:12:48.6Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,64,51,2023-03-29T00:12:50Z,2970000,False,,,0,,D. Avdija REBOUND (Off:0 Def:7),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,303.0,7.0,7.0,0.0,,
305,PT11M26.00S,2023-03-29T00:13:08.1Z,3,REGULAR,3pt,Jump Shot,[],1630557,33.590670170827856,72.54901960784314,1610612764,67,51,2023-03-29T00:13:12Z,2980000,False,-113.0,263.0,1,left,C. Kispert 28' 3PT  (10 PTS) (K. Porzingis 3 AST),"[1630557, 204001]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,28.64,Made,10.0,,,,,,K. Porzingis,204001.0,3.0,,,,,,
307,PT11M05.00S,2023-03-29T00:13:30.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.24901445466492,52.450980392156865,1610612738,67,53,2023-03-29T00:13:34Z,3000000,False,12.0,11.0,1,right,J. Brown driving Layup (10 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,1.65,Made,10.0,,,,,,J. Tatum,1628369.0,3.0,,,,,,
309,PT10M46.00S,2023-03-29T00:13:47.7Z,3,REGULAR,2pt,Jump Shot,[],204001,18.084756898817346,69.6078431372549,1610612764,69,53,2023-03-29T00:13:54Z,3020000,False,-98.0,117.0,1,left,K. Porzingis 15' pullup Jump Shot (22 PTS) (D. Avdija 3 AST),"[204001, 1630166]",1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,,,,15.3,Made,22.0,,,,,,D. Avdija,1630166.0,3.0,,,,,,
311,PT10M30.00S,2023-03-29T00:14:03.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.51182654402102,55.14705882352941,1610612738,69,55,2023-03-29T00:14:23Z,3040000,False,26.0,8.0,1,right,J. Tatum cutting Layup (22 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,2.71,Made,22.0,,,,,,M. Smart,203935.0,5.0,,,,,,
313,PT10M30.00S,2023-03-29T00:14:10.3Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612764,69,55,2023-03-29T00:14:18Z,3060000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,201638.0,,,,,,,,,,,,,
314,PT10M18.00S,2023-03-29T00:14:33.3Z,3,REGULAR,foul,personal,[],203935,,,1610612764,69,55,2023-03-29T00:14:42Z,3070000,False,,,0,,M. Smart personal FOUL (1 PF),"[203935, 204001]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1830.0,1.0,0.0,Porzingis,204001.0,,,,,,,,,
316,PT10M11.00S,2023-03-29T00:14:57.9Z,3,REGULAR,3pt,Jump Shot,[],1630166,34.247700394218136,51.9607843137255,1610612764,69,55,2023-03-29T00:15:02Z,3090000,False,-10.0,269.0,1,left,MISS D. Avdija 26' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,26.96,Missed,,,,,,,,,,,,,,,
317,PT10M10.00S,2023-03-29T00:14:58.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,69,55,2023-03-29T00:15:02Z,3100000,False,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,316.0,7.0,7.0,0.0,,
318,PT10M01.00S,2023-03-29T00:15:09.2Z,3,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,69,55,2023-03-29T00:15:38Z,3110000,False,,,0,,M. Smart bad pass out-of-bounds TURNOVER (1 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,1830.0,,,,,,,,,,,,,
319,PT09M49.00S,2023-03-29T00:15:38.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630166,34.37910643889619,57.59803921568627,1610612764,69,55,2023-03-29T00:15:43Z,3120000,False,-38.0,271.0,1,left,MISS D. Avdija 27' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,27.34,Missed,,,,,,,,,,,,,,,
320,PT09M44.00S,2023-03-29T00:15:43.1Z,3,REGULAR,rebound,offensive,[],204001,,,1610612764,69,55,2023-03-29T00:15:47Z,3130000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:7),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,319.0,8.0,7.0,1.0,,
321,PT09M43.00S,2023-03-29T00:15:43.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628420,27.283180026281208,13.970588235294118,1610612764,69,55,2023-03-29T00:15:53Z,3140000,False,180.0,204.0,1,left,MISS M. Morris 27' 3PT,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,,,,27.21,Missed,,,,,,,,,,,,,,,
322,PT09M43.00S,2023-03-29T00:15:43.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,69,55,2023-03-29T00:20:38Z,3150000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,321.0,,,,,
323,PT09M43.00S,2023-03-29T00:15:50.8Z,3,REGULAR,foul,personal,[],204001,,,1610612738,69,55,2023-03-29T00:21:41Z,3160000,False,,,0,,K. Porzingis loose ball personal FOUL (1 PF),"[204001, 203935]",1610612764.0,WAS,loose ball,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201638.0,1.0,0.0,Smart,203935.0,,,,,,,,,
326,PT09M32.00S,2023-03-29T00:16:12.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.38042049934296,54.65686274509803,1610612738,69,57,2023-03-29T00:21:41Z,3190000,False,23.0,10.0,1,right,J. Tatum driving Layup (24 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,2.52,Made,24.0,,,,,,,,,,,,,,
327,PT09M25.00S,2023-03-29T00:16:19.9Z,3,REGULAR,3pt,Jump Shot,[],1630557,29.38567674113009,15.931372549019606,1610612764,69,57,2023-03-29T00:16:25Z,3200000,False,170.0,224.0,1,left,MISS C. Kispert 28' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,28.11,Missed,,,,,,,,,,,,,,,
328,PT09M21.00S,2023-03-29T00:16:23.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,69,57,2023-03-29T00:16:25Z,3210000,False,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,327.0,8.0,8.0,0.0,,
329,PT09M15.00S,2023-03-29T00:16:29.1Z,3,REGULAR,2pt,Layup,[],1628369,79.31997371879106,41.66666666666667,1610612738,69,57,2023-03-29T00:16:36Z,3220000,False,-42.0,142.0,1,right,MISS J. Tatum 14' driving Layup - blocked,"[1628369, 1628420]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,14.79,Missed,,,,,,,,,,,,,,Morris,1628420.0
330,PT09M15.00S,2023-03-29T00:16:29.1Z,3,REGULAR,block,,[],1628420,,,1610612738,69,57,2023-03-29T00:16:33Z,3230000,False,,,0,,M. Morris BLOCK (2 BLK),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
331,PT09M11.00S,2023-03-29T00:16:33.1Z,3,REGULAR,rebound,defensive,[],1628420,,,1610612764,69,57,2023-03-29T00:16:36Z,3240000,False,,,0,,M. Morris REBOUND (Off:0 Def:2),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,329.0,2.0,2.0,0.0,,
332,PT09M09.00S,2023-03-29T00:16:35.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626153,22.28975032851511,91.66666666666666,1610612764,72,57,2023-03-29T00:17:54Z,3250000,False,-208.0,157.0,1,left,D. Wright 26' 3PT running (7 PTS) (M. Morris 7 AST),"[1626153, 1628420]",1610612764.0,WAS,running,,,Wright,D. Wright,,,,,Above the Break 3,24+ Left Center,,,,26.08,Made,7.0,,,,,,M. Morris,1628420.0,7.0,,,,,,
334,PT08M59.00S,2023-03-29T00:16:45.2Z,3,REGULAR,3pt,Jump Shot,[],201143,86.81011826544021,4.411764705882353,1610612738,72,60,2023-03-29T00:16:51Z,3270000,False,-228.0,71.0,1,right,A. Horford 3PT  (3 PTS) (J. Brown 4 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,,,,23.89,Made,3.0,,,,,,J. Brown,1627759.0,4.0,,,,,,
336,PT08M42.00S,2023-03-29T00:17:02.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,5.863994743758213,47.05882352941176,1610612764,74,60,2023-03-29T00:17:07Z,3290000,False,15.0,3.0,1,left,K. Porzingis turnaround Jump Shot (24 PTS) (D. Avdija 4 AST),"[204001, 1630166]",1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,1.49,Made,24.0,,,,,,D. Avdija,1630166.0,4.0,,,,,,
338,PT08M26.00S,2023-03-29T00:17:17.5Z,3,REGULAR,3pt,Jump Shot,[],1628369,93.77463863337714,3.6764705882352944,1610612738,74,60,2023-03-29T00:17:22Z,3310000,False,-232.0,6.0,1,right,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,,,,23.17,Missed,,,,,,,,,,,,,,,
339,PT08M23.00S,2023-03-29T00:17:20.5Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,74,60,2023-03-29T00:17:22Z,3320000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:8),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,338.0,9.0,8.0,1.0,,
340,PT08M11.00S,2023-03-29T00:17:36.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,7.178055190538765,46.568627450980394,1610612764,76,60,2023-03-29T00:17:43Z,3330000,False,17.0,15.0,1,left,D. Avdija driving Layup (11 PTS) (M. Morris 8 AST),"[1630166, 1628420]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,2.28,Made,11.0,,,,,,M. Morris,1628420.0,8.0,,,,,,
342,PT08M11.00S,2023-03-29T00:17:40.9Z,3,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612764,76,60,2023-03-29T00:17:47Z,3350000,False,,,0,,J. Tatum shooting personal FOUL (3 PF) (Avdija 1 FT),"[1628369, 1630166]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,201638.0,3.0,0.0,Avdija,1630166.0,,,,,,,,,
344,PT08M11.00S,2023-03-29T00:18:04.4Z,3,REGULAR,freethrow,1 of 1,[],1630166,,,1610612764,77,60,2023-03-29T00:18:04Z,3370000,False,,,0,,D. Avdija Free Throw 1 of 1 (12 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
345,PT07M48.00S,2023-03-29T00:18:29.7Z,3,REGULAR,3pt,Jump Shot,[],1628401,83.65637319316689,3.9215686274509802,1610612738,77,60,2023-03-29T00:18:35Z,3380000,False,-230.0,101.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,25.16,Missed,,,,,,,,,,,,,,,
