actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
16,PT10M59.00S,2023-03-03T00:11:39.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,19.92444152431012,7.107843137254902,1610612761,3,0,2023-03-03T00:11:44Z,160000,False,214.0,135.0,1,left,MISS F. VanVleet 25' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,25.33,Missed,,,,,,,,,,,,,,,,,,
17,PT10M59.00S,2023-03-03T00:11:39.0Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612764,3,0,2023-03-03T00:11:44Z,170000,False,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Right Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M40.00S,2023-03-03T00:11:57.5Z,1,REGULAR,3pt,Jump Shot,[],1628398,69.20170827858082,80.14705882352942,1610612764,6,0,2023-03-03T00:12:02Z,180000,False,151.0,237.0,1,right,K. Kuzma 28' 3PT  (6 PTS) (K. Porzingis 1 AST),"[1628398, 204001]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,28.09,Made,,,,,,,6.0,K. Porzingis,204001.0,1.0,,,,,,,,
20,PT10M22.00S,2023-03-03T00:12:15.3Z,1,REGULAR,3pt,Jump Shot,[],1628384,32.802233902759525,31.127450980392158,1610612761,6,0,2023-03-03T00:12:21Z,200000,False,94.0,256.0,1,left,MISS O. Anunoby 27' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,27.27,Missed,,,,,,,,,,,,,,,,,,
21,PT10M20.00S,2023-03-03T00:12:17.3Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,6,0,2023-03-03T00:12:21Z,210000,False,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,,
22,PT10M19.00S,2023-03-03T00:12:19.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,9.280551905387648,60.29411764705882,1610612761,6,0,2023-03-03T00:14:15Z,220000,False,-51.0,35.0,1,left,MISS S. Barnes 6' putback Layup - blocked,"[1630567, 1629655]",1610612761.0,TOR,putback,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.21,Missed,,,,,Gafford,1629655.0,,,,,,,,,,,,
23,PT10M19.00S,2023-03-03T00:12:19.7Z,1,REGULAR,block,,[],1629655,,,1610612761,6,0,2023-03-03T00:12:22Z,230000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M19.00S,2023-03-03T00:12:19.7Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612761,6,0,2023-03-03T00:12:25Z,240000,False,,,0,,P. Siakam REBOUND (Off:1 Def:0),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,
25,PT10M13.00S,2023-03-03T00:12:25.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,7.884362680683312,3.944546568627451,1610612761,6,0,2023-03-03T00:12:35Z,250000,False,230.0,22.0,1,left,MISS F. VanVleet 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,23.13,Missed,,,,,,,,,,,,,,,,,,
26,PT10M09.00S,2023-03-03T00:12:29.2Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612761,6,0,2023-03-03T00:12:35Z,260000,False,,,0,,P. Siakam REBOUND (Off:2 Def:0),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,25.0,2.0,0.0,2.0,,,,,,,,,,,,,,
27,PT10M06.00S,2023-03-03T00:12:32.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,8.360709592641262,42.64705882352941,1610612761,6,0,2023-03-03T00:14:54Z,270000,False,37.0,26.0,1,left,MISS P. Siakam driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,4.51,Missed,,,,,,,,,,,,,,,,,,
28,PT10M06.00S,2023-03-03T00:12:32.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,6,0,2023-03-03T00:12:40Z,280000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,27.0,,,,,,,,,,,,,,,,,
30,PT09M55.00S,2023-03-03T00:13:05.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630567,33.327858081471746,51.470588235294116,1610612761,6,0,2023-03-03T00:13:10Z,300000,False,-7.0,261.0,1,left,MISS S. Barnes 26' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,26.09,Missed,,,,,,,,,,,,,,,,,,
31,PT09M53.00S,2023-03-03T00:13:09.1Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,6,0,2023-03-03T00:13:09Z,310000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M47.00S,2023-03-03T00:13:15.5Z,1,REGULAR,turnover,out-of-bounds,[],203078,,,1610612764,6,0,2023-03-03T00:13:26Z,320000,False,,,0,,B. Beal lost ball out-of-bounds TURNOVER (1 TO),[203078],1610612764.0,WAS,lost ball,,,Beal,B. Beal,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1626302.0,1.0,,,,,,
33,PT09M31.00S,2023-03-03T00:13:37.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,23.078186596583443,89.70588235294117,1610612761,6,0,2023-03-03T00:13:43Z,330000,False,-199.0,164.0,1,left,MISS F. VanVleet 25' step back 3PT,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
34,PT09M27.00S,2023-03-03T00:13:41.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,6,0,2023-03-03T00:13:43Z,340000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT09M22.00S,2023-03-03T00:13:47.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628398,93.38042049934296,50.245098039215684,1610612764,8,0,2023-03-03T00:13:54Z,350000,False,1.0,10.0,1,right,K. Kuzma driving DUNK (8 PTS),[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,8.0,,,,,,,,,,,
36,PT08M54.00S,2023-03-03T00:14:13.9Z,1,REGULAR,3pt,Jump Shot,[],1630567,4.812746386333772,97.30392156862744,1610612761,8,0,2023-03-03T00:14:19Z,360000,False,-237.0,-7.0,1,left,MISS S. Barnes 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,23.66,Missed,,,,,,,,,,,,,,,,,,
37,PT08M50.00S,2023-03-03T00:14:17.9Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612764,8,0,2023-03-03T00:14:19Z,370000,False,,,0,,D. Wright REBOUND (Off:0 Def:2),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Left Corner 3,24+ Left,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,,
38,PT08M44.00S,2023-03-03T00:14:25.1Z,1,REGULAR,2pt,Jump Shot,[],1628398,91.80354796320631,75.24509803921569,1610612764,10,0,2023-03-03T00:14:45Z,380000,False,126.0,25.0,1,right,K. Kuzma 12' pullup Jump Shot (10 PTS),[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,12.86,Made,,,,,,,10.0,,,,,,,,,,,
39,PT08M44.00S,2023-03-03T00:14:30.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,10,0,2023-03-03T00:14:30Z,390000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M32.00S,2023-03-03T00:17:36.1Z,1,REGULAR,3pt,Jump Shot,[],1627783,32.013797634691194,34.31372549019608,1610612761,10,3,2023-03-03T00:17:44Z,400000,False,78.0,248.0,1,left,P. Siakam 26' 3PT  (3 PTS) (S. Barnes 1 AST),"[1627783, 1630567]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,26.05,Made,,,,,,,3.0,S. Barnes,1630567.0,1.0,,,,,,,,
42,PT08M11.00S,2023-03-03T00:17:57.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,89.56964520367937,38.970588235294116,1610612764,10,3,2023-03-03T00:18:04Z,420000,False,-55.0,46.0,1,right,MISS B. Beal 7' driving Layup - blocked,"[203078, 1627751]",1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,7.15,Missed,,,,,Poeltl,1627751.0,,,,,,,,,,,,
43,PT08M11.00S,2023-03-03T00:17:57.0Z,1,REGULAR,block,,[],1627751,,,1610612764,10,3,2023-03-03T00:17:59Z,430000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M07.00S,2023-03-03T00:18:01.0Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,10,3,2023-03-03T00:18:04Z,440000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT07M57.00S,2023-03-03T00:18:23.0Z,1,REGULAR,turnover,out-of-bounds,[],1628384,,,1610612761,10,3,2023-03-03T00:18:32Z,460000,False,,,0,,O. Anunoby bad pass out-of-bounds TURNOVER (1 TO),[1628384],1610612761.0,TOR,bad pass,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1146.0,1.0,,,,,,
47,PT07M52.00S,2023-03-03T00:18:40.6Z,1,REGULAR,foul,personal,[],1630567,,,1610612764,10,3,2023-03-03T00:18:49Z,470000,False,,,0,,S. Barnes personal FOUL (1 PF),"[1630567, 1628398]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,201245.0,,1.0,0.0,Kuzma,1628398.0,,
49,PT07M48.00S,2023-03-03T00:19:01.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629655,91.5407358738502,38.970588235294116,1610612764,12,3,2023-03-03T00:19:07Z,490000,False,-55.0,27.0,1,right,D. Gafford 6' driving floating bank Jump Shot (2 PTS) (B. Beal 1 AST),"[1629655, 203078]",1610612764.0,WAS,driving floating bank,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,6.14,Made,,,,,,,2.0,B. Beal,203078.0,1.0,,,,,,,,
50,PT07M32.00S,2023-03-03T00:19:16.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,6.258212877792378,56.372549019607845,1610612761,12,5,2023-03-03T00:19:22Z,500000,False,-32.0,6.0,1,left,J. Poeltl cutting DUNK (2 PTS) (O. Anunoby 1 AST),"[1627751, 1628384]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,3.25,Made,,,,,,,2.0,O. Anunoby,1628384.0,1.0,,,,,,,,
52,PT07M12.00S,2023-03-03T00:19:36.4Z,1,REGULAR,3pt,Jump Shot,[],204001,72.35545335085413,86.27450980392157,1610612764,12,5,2023-03-03T00:19:41Z,520000,False,181.0,207.0,1,right,MISS K. Porzingis 27' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,27.55,Missed,,,,,,,,,,,,,,,,,,
53,PT07M12.00S,2023-03-03T00:19:36.4Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,12,5,2023-03-03T00:19:41Z,530000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,52.0,3.0,2.0,1.0,,,,,,,,,,,,,,
55,PT07M01.00S,2023-03-03T00:19:48.1Z,1,REGULAR,2pt,Jump Shot,[],1627783,24.52365308804205,63.970588235294116,1610612761,12,5,2023-03-03T00:20:39Z,540000,False,-70.0,178.0,1,left,MISS P. Siakam 19' Jump Shot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left Center,19.12,Missed,,,,,,,,,,,,,,,,,,
56,PT06M56.00S,2023-03-03T00:19:53.1Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,12,5,2023-03-03T00:19:56Z,550000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Left Center,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,
57,PT06M50.00S,2023-03-03T00:20:02.1Z,1,REGULAR,turnover,out-of-bounds,[],203078,,,1610612764,12,5,2023-03-03T00:20:09Z,560000,False,,,0,,B. Beal lost ball out-of-bounds TURNOVER (2 TO),[203078],1610612764.0,WAS,lost ball,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1146.0,2.0,,,,,,
58,PT06M44.00S,2023-03-03T00:20:09.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,7.30946123521682,56.61764705882353,1610612761,12,7,2023-03-03T00:22:08Z,570000,False,-33.0,16.0,1,left,J. Poeltl reverse Layup (4 PTS) (P. Siakam 1 AST),"[1627751, 1627783]",1610612761.0,TOR,reverse,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,3.69,Made,,,,,,,4.0,P. Siakam,1627783.0,1.0,,,,,,,,
60,PT06M26.00S,2023-03-03T00:20:31.1Z,1,REGULAR,foul,personal,[],1627783,,,1610612764,12,7,2023-03-03T00:20:39Z,590000,False,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 204001]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1146.0,,1.0,0.0,Porzingis,204001.0,,
62,PT06M17.00S,2023-03-03T00:21:00.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,92.32917214191852,39.950980392156865,1610612764,12,7,2023-03-03T00:21:10Z,610000,False,-50.0,20.0,1,right,MISS D. Wright driving finger roll Layup,[1626153],1610612764.0,WAS,driving finger roll,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,5.39,Missed,,,,,,,,,,,,,,,,,,
63,PT06M14.00S,2023-03-03T00:21:03.3Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,12,7,2023-03-03T00:21:03Z,620000,False,,,0,,P. Siakam REBOUND (Off:2 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,62.0,3.0,1.0,2.0,,,,,,,,,,,,,,
64,PT06M02.00S,2023-03-03T00:21:14.8Z,1,REGULAR,3pt,Jump Shot,[],1628384,5.469776609724048,97.79411764705883,1610612761,12,10,2023-03-03T00:21:20Z,630000,False,-239.0,-1.0,1,left,O. Anunoby 3PT  (3 PTS) (P. Siakam 2 AST),"[1628384, 1627783]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.9,Made,,,,,,,3.0,P. Siakam,1627783.0,2.0,,,,,,,,
66,PT05M47.00S,2023-03-03T00:21:30.8Z,1,REGULAR,turnover,bad pass,[],203078,,,1610612764,12,10,2023-03-03T00:21:35Z,650000,False,,,0,,B. Beal bad pass TURNOVER (3 TO),"[203078, 1627751]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,3.0,,,,,Poeltl,1627751.0
67,PT05M47.00S,2023-03-03T00:21:30.8Z,1,REGULAR,steal,,[],1627751,,,1610612761,12,10,2023-03-03T00:21:32Z,660000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
68,PT05M41.00S,2023-03-03T00:21:36.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628384,11.908672798948752,5.147058823529411,1610612761,12,10,2023-03-03T00:23:47Z,670000,False,224.0,59.0,1,left,MISS O. Anunoby running 3PT,[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.2,Missed,,,,,,,,,,,,,,,,,,
69,PT05M33.00S,2023-03-03T00:21:44.6Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,12,10,2023-03-03T00:21:46Z,680000,False,,,0,,B. Beal REBOUND (Off:0 Def:2),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Right Corner 3,24+ Right,,,68.0,2.0,2.0,0.0,,,,,,,,,,,,,,
70,PT05M23.00S,2023-03-03T00:21:56.2Z,1,REGULAR,turnover,out-of-bounds,[],1628398,,,1610612764,12,10,2023-03-03T00:22:03Z,690000,False,,,0,,K. Kuzma lost ball out-of-bounds TURNOVER (1 TO),[1628398],1610612764.0,WAS,lost ball,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1626302.0,1.0,,,,,,
71,PT05M23.00S,2023-03-03T00:22:03.4Z,1,REGULAR,substitution,out,[],1629655,,,1610612761,12,10,2023-03-03T00:22:06Z,700000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M23.00S,2023-03-03T00:22:03.4Z,1,REGULAR,substitution,in,[],1630166,,,1610612761,12,10,2023-03-03T00:22:06Z,710000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M09.00S,2023-03-03T00:22:22.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630567,15.588042049934298,64.2156862745098,1610612761,12,12,2023-03-03T00:22:28Z,720000,False,-71.0,94.0,1,left,S. Barnes 11' turnaround Jump Shot (2 PTS) (P. Siakam 3 AST),"[1630567, 1627783]",1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Left,11.79,Made,,,,,,,2.0,P. Siakam,1627783.0,3.0,,,,,,,,
75,PT05M08.00S,2023-03-03T00:22:28.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,12,12,2023-03-03T00:22:28Z,740000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M08.00S,2023-03-03T00:22:30.8Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,12,12,2023-03-03T00:24:55Z,750000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M08.00S,2023-03-03T00:22:30.8Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,12,12,2023-03-03T00:24:55Z,760000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M57.00S,2023-03-03T00:25:28.7Z,1,REGULAR,foul,personal,[],1627751,,,1610612764,12,12,2023-03-03T00:25:41Z,770000,False,,,0,,J. Poeltl personal FOUL (1 PF),"[1627751, 204001]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,201245.0,,1.0,0.0,Porzingis,204001.0,,
80,PT04M57.00S,2023-03-03T00:25:44.9Z,1,REGULAR,substitution,out,[],1627751,,,1610612764,12,12,2023-03-03T00:25:49Z,790000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M57.00S,2023-03-03T00:25:44.9Z,1,REGULAR,substitution,in,[],1630173,,,1610612764,12,12,2023-03-03T00:25:49Z,800000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M46.00S,2023-03-03T00:26:07.8Z,1,REGULAR,2pt,Jump Shot,[],204001,75.90341655716163,50.49019607843137,1610612764,12,12,2023-03-03T00:26:12Z,810000,False,2.0,174.0,1,right,MISS K. Porzingis 17' turnaround Shot - blocked,"[204001, 1628384]",1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Center,17.4,Missed,,,,,Anunoby,1628384.0,,,,,,,,,,,,
83,PT04M46.00S,2023-03-03T00:26:07.8Z,1,REGULAR,block,,[],1628384,,,1610612764,12,12,2023-03-03T00:26:10Z,820000,False,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
