actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
436,PT02M09.00S,2022-10-26T00:42:25.9Z,3,REGULAR,freethrow,2 of 2,[],1628977,,,1610612765,83,70,2022-10-26T00:42:44Z,4320000,,,0,,MISS H. Diallo Free Throw 2 of 2,[1628977],1610612765.0,DET,,,,,,,,,,Missed,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,
437,PT02M06.00S,2022-10-26T00:42:28.9Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612764,83,70,2022-10-26T00:42:44Z,4330000,,,0,,R. Hachimura REBOUND (Off:0 Def:4),[1629060],1610612764.0,WAS,,,,,,,,,,,Hachimura,R. Hachimura,436.0,4.0,4.0,0.0,,,,,,,,,,,,,,
438,PT01M59.00S,2022-10-26T00:42:55.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628977,,,1610612764,83,70,2022-10-26T00:43:01Z,4340000,,,0,,H. Diallo shooting personal FOUL (3 PF) (Kuzma 2 FT),"[1628977, 1628398]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),8-16 Right,,,Diallo,H. Diallo,,,,,202007.0,3.0,0.0,Kuzma,1628398.0,,,,,,,,,
440,PT01M59.00S,2022-10-26T00:43:24.2Z,3,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,84,70,2022-10-26T00:43:24Z,4360000,,,0,,K. Kuzma Free Throw 1 of 2 (16 PTS),[1628398],1610612764.0,WAS,,,,,,,,,,Made,Kuzma,K. Kuzma,,,,,,,,,,16.0,,,,,,,,
441,PT01M59.00S,2022-10-26T00:43:41.7Z,3,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,85,70,2022-10-26T00:43:41Z,4370000,,,0,,K. Kuzma Free Throw 2 of 2 (17 PTS),[1628398],1610612764.0,WAS,,,,,,,,,,Made,Kuzma,K. Kuzma,,,,,,,,,,17.0,,,,,,,,
442,PT01M43.00S,2022-10-26T00:44:01.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202709,91.93495400788436,55.14705882352941,1610612765,85,72,2022-10-26T00:44:07Z,4380000,26.0,23.0,1,right,C. Joseph driving Layup (5 PTS),[202709],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,3.47,Made,Joseph,C. Joseph,,,,,,,,,,5.0,,,,,,,,
443,PT01M25.00S,2022-10-26T00:44:18.4Z,3,REGULAR,3pt,Jump Shot,[],1629060,5.601182654402102,98.0392156862745,1610612764,85,72,2022-10-26T00:44:22Z,4390000,-240.0,0.0,1,left,MISS R. Hachimura 24' 3PT,[1629060],1610612764.0,WAS,,,,,,,Left Corner 3,24+ Left,24.02,Missed,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,
444,PT01M23.00S,2022-10-26T00:44:20.4Z,3,REGULAR,rebound,defensive,[],1628977,,,1610612765,85,72,2022-10-26T00:44:22Z,4400000,,,0,,H. Diallo REBOUND (Off:2 Def:5),[1628977],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,Diallo,H. Diallo,443.0,7.0,5.0,2.0,,,,,,,,,,,,,,
445,PT01M07.00S,2022-10-26T00:44:37.4Z,3,REGULAR,turnover,bad pass,[],202709,,,1610612765,85,72,2022-10-26T00:44:44Z,4410000,,,0,,C. Joseph bad pass TURNOVER (2 TO),"[202709, 1626153]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Left,,,Joseph,C. Joseph,,,,,,,,,,,,,,2.0,Wright,1626153.0,,
446,PT01M07.00S,2022-10-26T00:44:37.4Z,3,REGULAR,steal,,[],1626153,,,1610612764,85,72,2022-10-26T00:44:39Z,4420000,,,0,,D. Wright STEAL (4 STL),[1626153],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),8-16 Left,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,
447,PT00M49.60S,2022-10-26T00:44:55.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,34.510512483574246,62.00980392156863,1610612764,85,72,2022-10-26T00:45:01Z,4430000,-60.0,272.0,1,left,MISS K. Kuzma 27' 3PT,[1628398],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,27.84,Missed,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
448,PT00M45.70S,2022-10-26T00:44:59.2Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,85,72,2022-10-26T00:45:01Z,4440000,,,0,,J. Duren REBOUND (Off:3 Def:2),[1631105],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,Duren,J. Duren,447.0,5.0,2.0,3.0,,,,,,,,,,,,,,
449,PT00M31.70S,2022-10-26T00:45:13.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202709,89.17542706964521,57.107843137254896,1610612765,85,72,2022-10-26T00:47:02Z,4450000,36.0,49.0,1,right,MISS C. Joseph 6' driving Layup,[202709],1610612765.0,DET,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.08,Missed,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,
450,PT00M29.60S,2022-10-26T00:45:15.5Z,3,REGULAR,rebound,defensive,[],203078,,,1610612764,85,72,2022-10-26T00:45:15Z,4460000,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Beal,B. Beal,449.0,1.0,1.0,0.0,,,,,,,,,,,,,,
451,PT00M25.70S,2022-10-26T00:45:19.4Z,3,REGULAR,turnover,lost ball,[],1628398,,,1610612764,85,72,2022-10-26T00:45:27Z,4470000,,,0,,K. Kuzma lost ball TURNOVER (2 TO),"[1628398, 202709]",1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,2.0,Joseph,202709.0,,
452,PT00M25.70S,2022-10-26T00:45:19.4Z,3,REGULAR,steal,,[],202709,,,1610612765,85,72,2022-10-26T00:45:21Z,4480000,,,0,,C. Joseph STEAL (1 STL),[202709],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,
453,PT00M05.10S,2022-10-26T00:45:39.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630587,67.62483574244416,75.24509803921569,1610612765,85,72,2022-10-26T00:45:50Z,4490000,126.0,252.0,1,right,MISS I. Livers 28' 3PT,[1630587],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,28.17,Missed,Livers,I. Livers,,,,,,,,,,,,,,,,,,
454,PT00M01.50S,2022-10-26T00:45:43.5Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,85,72,2022-10-26T00:45:50Z,4500000,,,0,,J. Duren REBOUND (Off:4 Def:2),[1631105],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Duren,J. Duren,453.0,6.0,2.0,4.0,,,,,,,,,,,,,,
455,PT00M00.50S,2022-10-26T00:45:45.5Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1628398,,,1610612765,85,72,2022-10-26T00:47:00Z,4510000,,,0,,K. Kuzma shooting personal FOUL (2 PF) (Livers 3 FT),"[1628398, 1630587]",1610612764.0,WAS,shooting,,,,,,Above the Break 3,24+ Right Center,,,Kuzma,K. Kuzma,,,,,202007.0,2.0,0.0,Livers,1630587.0,,,,,,,,,
461,PT00M00.50S,2022-10-26T00:48:08.8Z,3,REGULAR,freethrow,1 of 3,"['fromturnover', '2ndchance']",1630587,,,1610612765,85,73,2022-10-26T00:48:36Z,4570000,,,0,,I. Livers Free Throw 1 of 3 (1 PTS),[1630587],1610612765.0,DET,,,,,,,,,,Made,Livers,I. Livers,,,,,,,,,,1.0,,,,,,,,
462,PT00M00.50S,2022-10-26T00:48:08.8Z,3,REGULAR,freethrow,2 of 3,"['fromturnover', '2ndchance']",1630587,,,1610612765,85,74,2022-10-26T00:48:36Z,4580000,,,0,,I. Livers Free Throw 2 of 3 (2 PTS),[1630587],1610612765.0,DET,,,,,,,,,,Made,Livers,I. Livers,,,,,,,,,,2.0,,,,,,,,
463,PT00M00.50S,2022-10-26T00:48:08.8Z,3,REGULAR,freethrow,3 of 3,"['fromturnover', '2ndchance']",1630587,,,1610612765,85,75,2022-10-26T00:48:36Z,4590000,,,0,,I. Livers Free Throw 3 of 3 (3 PTS),[1630587],1610612765.0,DET,,,,,,,,,,Made,Livers,I. Livers,,,,,,,,,,3.0,,,,,,,,
464,PT00M00.00S,2022-10-26T00:48:16.8Z,3,REGULAR,period,end,[],0,,,1610612764,85,75,2022-10-26T00:48:16Z,4600000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2022-10-26T00:48:38.8Z,4,REGULAR,substitution,out,['startperiod'],1628398,,,1610612764,85,75,2022-10-26T00:50:12Z,4610000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2022-10-26T00:48:38.8Z,4,REGULAR,substitution,out,['startperiod'],1630165,,,1610612764,85,75,2022-10-26T00:50:12Z,4620000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2022-10-26T00:48:38.8Z,4,REGULAR,substitution,in,['startperiod'],203115,,,1610612764,85,75,2022-10-26T00:50:12Z,4630000,,,0,,SUB in: W. Barton,[203115],1610612764.0,WAS,,,,,,,,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2022-10-26T00:48:38.8Z,4,REGULAR,substitution,in,['startperiod'],1628995,,,1610612764,85,75,2022-10-26T00:50:12Z,4640000,,,0,,SUB in: K. Knox II,[1628995],1610612765.0,DET,,,,,,,,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2022-10-26T00:50:29.6Z,4,REGULAR,period,start,[],0,,,1610612765,85,75,2022-10-26T00:50:29Z,4650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT11M40.00S,2022-10-26T00:50:48.9Z,4,REGULAR,2pt,Jump Shot,[],1630587,92.59198423127464,71.32352941176471,1610612765,85,77,2022-10-26T00:50:56Z,4660000,107.0,17.0,1,right,I. Livers 10' turnaround fadeaway Jump Shot (5 PTS),[1630587],1610612765.0,DET,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,10.8,Made,Livers,I. Livers,,,,,,,,,,5.0,,,,,,,,
471,PT11M24.00S,2022-10-26T00:51:05.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203078,12.302890932982917,49.754901960784316,1610612764,85,77,2022-10-26T00:51:13Z,4670000,1.0,63.0,1,left,MISS B. Beal 6' driving Layup,[203078],1610612764.0,WAS,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,Beal,B. Beal,,,,,,,,,,,,,,,,,,
472,PT11M21.00S,2022-10-26T00:51:07.9Z,4,REGULAR,rebound,offensive,[],203078,,,1610612764,85,77,2022-10-26T00:51:07Z,4680000,,,0,,B. Beal REBOUND (Off:1 Def:1),[203078],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Beal,B. Beal,471.0,2.0,1.0,1.0,,,,,,,,,,,,,,
473,PT11M20.00S,2022-10-26T00:51:08.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203078,7.178055190538765,61.76470588235294,1610612764,87,77,2022-10-26T00:51:15Z,4690000,-59.0,15.0,1,left,B. Beal 6' Layup (4 PTS),[203078],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,6.07,Made,Beal,B. Beal,,,,,,,,,,4.0,,,,,,,,
474,PT11M10.00S,2022-10-26T00:51:20.9Z,4,REGULAR,foul,personal,[],203115,,,1610612765,87,77,2022-10-26T00:51:30Z,4700000,,,0,,W. Barton personal FOUL (1 PF),"[203115, 1628977]",1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,,,Barton,W. Barton,,,,,204059.0,1.0,0.0,Diallo,1628977.0,,,,,,,,,
476,PT11M00.00S,2022-10-26T00:51:50.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202709,85.62746386333771,44.36274509803921,1610612765,87,77,2022-10-26T00:52:00Z,4720000,-28.0,83.0,1,right,MISS C. Joseph 8' pullup Shot - blocked,"[202709, 1626153]",1610612765.0,DET,pullup,,,,,,In The Paint (Non-RA),8-16 Center,8.73,Missed,Joseph,C. Joseph,,,,,,,,,,,,,,,,,Wright,1626153.0
477,PT11M00.00S,2022-10-26T00:51:50.8Z,4,REGULAR,block,,[],1626153,,,1610612765,87,77,2022-10-26T00:51:53Z,4730000,,,0,,D. Wright BLOCK (1 BLK),[1626153],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),8-16 Center,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,
478,PT10M56.00S,2022-10-26T00:51:54.8Z,4,REGULAR,rebound,defensive,[],203115,,,1610612764,87,77,2022-10-26T00:52:00Z,4740000,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),8-16 Center,,,Barton,W. Barton,476.0,2.0,2.0,0.0,,,,,,,,,,,,,,
479,PT10M49.00S,2022-10-26T00:52:01.9Z,4,REGULAR,3pt,Jump Shot,[],203115,33.98488830486202,42.64705882352941,1610612764,87,77,2022-10-26T00:52:09Z,4750000,37.0,267.0,1,left,MISS W. Barton 26' 3PT,[203115],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,26.95,Missed,Barton,W. Barton,,,,,,,,,,,,,,,,,,
480,PT10M47.00S,2022-10-26T00:52:03.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612764,87,77,2022-10-26T00:52:09Z,4760000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,,,,,479.0,,,,,,,,,,,,,,,,,
481,PT10M47.00S,2022-10-26T00:52:08.8Z,4,REGULAR,foul,personal,[],1628995,,,1610612764,87,77,2022-10-26T00:52:16Z,4770000,,,0,,K. Knox II loose ball personal FOUL (1 PF),"[1628995, 1629655]",1610612765.0,DET,loose ball,,,,,,In The Paint (Non-RA),8-16 Center,,,Knox II,K. Knox II,,,,,204059.0,1.0,0.0,Gafford,1629655.0,,,,,,,,,
483,PT10M43.00S,2022-10-26T00:52:29.9Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],203078,24.26084099868594,43.38235294117647,1610612764,89,77,2022-10-26T00:54:15Z,4790000,33.0,176.0,1,left,B. Beal 17' step back Jump Shot (6 PTS) (W. Barton 4 AST),"[203078, 203115]",1610612764.0,WAS,step back,,,,,,Mid-Range,16-24 Center,17.87,Made,Beal,B. Beal,,,,,,,,,,6.0,W. Barton,203115.0,4.0,,,,,
484,PT10M43.00S,2022-10-26T00:52:33.4Z,4,REGULAR,foul,personal,['1freethrow'],1628995,,,1610612764,89,77,2022-10-26T00:52:43Z,4800000,,,0,,K. Knox II shooting personal FOUL (2 PF) (Beal 1 FT),"[1628995, 203078]",1610612765.0,DET,shooting,,,,,,Mid-Range,16-24 Center,,,Knox II,K. Knox II,,,,,1627519.0,2.0,0.0,Beal,203078.0,,,,,,,,,
487,PT10M43.00S,2022-10-26T00:53:04.9Z,4,REGULAR,freethrow,1 of 1,[],203078,,,1610612764,90,77,2022-10-26T00:53:04Z,4820000,,,0,,B. Beal Free Throw 1 of 1 (7 PTS),[203078],1610612764.0,WAS,,,,,,,,,,Made,Beal,B. Beal,,,,,,,,,,7.0,,,,,,,,
488,PT10M27.00S,2022-10-26T00:53:23.3Z,4,REGULAR,3pt,Jump Shot,[],1628995,77.87450722733246,11.27450980392157,1610612765,90,77,2022-10-26T00:53:28Z,4830000,-194.0,155.0,1,right,MISS K. Knox II 24' 3PT,[1628995],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,24.83,Missed,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,
489,PT10M23.00S,2022-10-26T00:53:27.3Z,4,REGULAR,rebound,defensive,[],1629655,,,1610612764,90,77,2022-10-26T00:53:28Z,4840000,,,0,,D. Gafford REBOUND (Off:1 Def:3),[1629655],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,,,Gafford,D. Gafford,488.0,4.0,3.0,1.0,,,,,,,,,,,,,,
490,PT10M14.00S,2022-10-26T00:53:36.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,8.229303547963205,57.35294117647059,1610612764,90,77,2022-10-26T00:53:41Z,4850000,-37.0,25.0,1,left,MISS D. Gafford driving Layup,[1629655],1610612764.0,WAS,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.44,Missed,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,
491,PT10M10.00S,2022-10-26T00:53:39.6Z,4,REGULAR,rebound,defensive,[],1631105,,,1610612765,90,77,2022-10-26T00:53:39Z,4860000,,,0,,J. Duren REBOUND (Off:4 Def:3),[1631105],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Duren,J. Duren,490.0,7.0,3.0,4.0,,,,,,,,,,,,,,
492,PT10M07.00S,2022-10-26T00:53:45.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,92.85479632063075,56.372549019607845,1610612765,90,79,2022-10-26T00:53:59Z,4870000,32.0,15.0,1,right,H. Diallo driving Layup (5 PTS),[1628977],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,3.51,Made,Diallo,H. Diallo,,,,,,,,,,5.0,,,,,,,,
493,PT10M07.00S,2022-10-26T00:53:49.2Z,4,REGULAR,foul,personal,['1freethrow'],203115,,,1610612765,90,79,2022-10-26T00:53:59Z,4880000,,,0,,W. Barton shooting personal FOUL (2 PF) (Diallo 1 FT),"[203115, 1628977]",1610612764.0,WAS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Barton,W. Barton,,,,,1627519.0,2.0,0.0,Diallo,1628977.0,,,,,,,,,
495,PT10M07.00S,2022-10-26T00:54:01.5Z,4,REGULAR,substitution,out,[],202709,,,1610612765,90,79,2022-10-26T00:54:15Z,4900000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,,,,,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,
496,PT10M07.00S,2022-10-26T00:54:01.5Z,4,REGULAR,substitution,in,[],1631093,,,1610612765,90,79,2022-10-26T00:54:15Z,4910000,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
497,PT10M07.00S,2022-10-26T00:54:25.0Z,4,REGULAR,freethrow,1 of 1,[],1628977,,,1610612765,90,79,2022-10-26T00:54:28Z,4920000,,,0,,MISS H. Diallo Free Throw 1 of 1,[1628977],1610612765.0,DET,,,,,,,,,,Missed,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,
498,PT10M03.00S,2022-10-26T00:54:29.0Z,4,REGULAR,rebound,defensive,[],1629655,,,1610612764,90,79,2022-10-26T00:54:28Z,4930000,,,0,,D. Gafford REBOUND (Off:1 Def:4),[1629655],1610612764.0,WAS,,,,,,,,,,,Gafford,D. Gafford,497.0,5.0,4.0,1.0,,,,,,,,,,,,,,
499,PT09M43.00S,2022-10-26T00:54:47.3Z,4,REGULAR,turnover,bad pass,[],203115,,,1610612764,90,79,2022-10-26T00:54:54Z,4940000,,,0,,W. Barton bad pass TURNOVER (1 TO),"[203115, 1628995]",1610612764.0,WAS,,,,,,,Mid-Range,16-24 Left,,,Barton,W. Barton,,,,,,,,,,,,,,1.0,Knox II,1628995.0,,
500,PT09M43.00S,2022-10-26T00:54:47.3Z,4,REGULAR,steal,,[],1628995,,,1610612765,90,79,2022-10-26T00:54:49Z,4950000,,,0,,K. Knox II STEAL (1 STL),[1628995],1610612765.0,DET,,,,,,,Mid-Range,16-24 Left,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,
501,PT09M40.00S,2022-10-26T00:54:51.1Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628995,91.5407358738502,55.14705882352941,1610612765,90,81,2022-10-26T00:56:08Z,4960000,26.0,27.0,1,right,K. Knox II running DUNK (2 PTS),[1628995],1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,3.73,Made,Knox II,K. Knox II,,,,,,,,,,2.0,,,,,,,,
502,PT09M40.00S,2022-10-26T00:55:00.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,90,81,2022-10-26T00:55:00Z,4970000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT09M40.00S,2022-10-26T00:56:44.5Z,4,REGULAR,substitution,out,[],1626153,,,1610612764,90,81,2022-10-26T00:57:23Z,4980000,,,0,,SUB out: D. Wright,[1626153],1610612764.0,WAS,,,,,,,,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,
504,PT09M40.00S,2022-10-26T00:56:44.5Z,4,REGULAR,substitution,in,[],1628420,,,1610612764,90,81,2022-10-26T00:57:23Z,4990000,,,0,,SUB in: M. Morris,[1628420],1610612764.0,WAS,,,,,,,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,
505,PT09M29.00S,2022-10-26T00:57:59.3Z,4,REGULAR,foul,personal,[],1628995,,,1610612764,90,81,2022-10-26T00:58:08Z,5000000,,,0,,K. Knox II personal FOUL (3 PF),"[1628995, 1628420]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Knox II,K. Knox II,,,,,202007.0,3.0,0.0,Morris,1628420.0,,,,,,,,,
507,PT09M21.00S,2022-10-26T00:58:26.3Z,4,REGULAR,2pt,Jump Shot,[],203078,28.203022339027594,42.40196078431372,1610612764,92,81,2022-10-26T00:58:39Z,5020000,38.0,213.0,1,left,B. Beal 21' pullup Jump Shot (9 PTS),[203078],1610612764.0,WAS,pullup,,,,,,Mid-Range,16-24 Center,21.6,Made,Beal,B. Beal,,,,,,,,,,9.0,,,,,,,,
508,PT09M21.00S,2022-10-26T00:58:29.6Z,4,REGULAR,foul,personal,['1freethrow'],1630587,,,1610612764,92,81,2022-10-26T00:58:35Z,5030000,,,0,,I. Livers shooting personal FOUL (2 PF) (Beal 1 FT),"[1630587, 203078]",1610612765.0,DET,shooting,,,,,,Mid-Range,16-24 Center,,,Livers,I. Livers,,,,,202007.0,2.0,0.0,Beal,203078.0,,,,,,,,,
510,PT09M21.00S,2022-10-26T00:59:00.5Z,4,REGULAR,freethrow,1 of 1,[],203078,,,1610612764,93,81,2022-10-26T00:59:00Z,5050000,,,0,,B. Beal Free Throw 1 of 1 (10 PTS),[203078],1610612764.0,WAS,,,,,,,,,,Made,Beal,B. Beal,,,,,,,,,,10.0,,,,,,,,
511,PT09M09.00S,2022-10-26T00:59:13.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,88.91261498028909,41.42156862745098,1610612765,93,81,2022-10-26T00:59:23Z,5060000,-43.0,52.0,1,right,MISS J. Ivey 6' driving Layup - blocked,"[1631093, 1629655]",1610612765.0,DET,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.72,Missed,Ivey,J. Ivey,,,,,,,,,,,,,,,,,Gafford,1629655.0
512,PT09M09.00S,2022-10-26T00:59:13.6Z,4,REGULAR,block,,[],1629655,,,1610612765,93,81,2022-10-26T00:59:17Z,5070000,,,0,,D. Gafford BLOCK (2 BLK),[1629655],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,
513,PT09M04.00S,2022-10-26T00:59:18.6Z,4,REGULAR,rebound,defensive,[],203078,,,1610612764,93,81,2022-10-26T00:59:23Z,5080000,,,0,,B. Beal REBOUND (Off:1 Def:2),[203078],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Beal,B. Beal,511.0,3.0,2.0,1.0,,,,,,,,,,,,,,
514,PT08M51.00S,2022-10-26T00:59:30.7Z,4,REGULAR,3pt,Jump Shot,[],203115,26.888961892247043,87.74509803921569,1610612764,96,81,2022-10-26T00:59:38Z,5090000,-189.0,200.0,1,left,W. Barton 27' 3PT  (16 PTS) (B. Beal 4 AST),"[203115, 203078]",1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,27.52,Made,Barton,W. Barton,,,,,,,,,,16.0,B. Beal,203078.0,4.0,,,,,
516,PT08M41.00S,2022-10-26T00:59:43.2Z,4,REGULAR,foul,personal,[],1628420,,,1610612765,96,81,2022-10-26T01:00:00Z,5110000,,,0,,M. Morris personal FOUL (2 PF),"[1628420, 1631093]",1610612764.0,WAS,,,,,,,Mid-Range,8-16 Right,,,Morris,M. Morris,,,,,202007.0,2.0,0.0,Ivey,1631093.0,,,,,,,,,
518,PT08M41.00S,2022-10-26T00:59:50.9Z,4,REGULAR,substitution,out,[],1628995,,,1610612765,96,81,2022-10-26T00:59:54Z,5130000,,,0,,SUB out: K. Knox II,[1628995],1610612765.0,DET,,,,,,,,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,
519,PT08M41.00S,2022-10-26T00:59:50.9Z,4,REGULAR,substitution,in,[],202711,,,1610612765,96,81,2022-10-26T00:59:54Z,5140000,,,0,,SUB in: B. Bogdanovic,[202711],1610612765.0,DET,,,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,
520,PT08M41.00S,2022-10-26T00:59:56.2Z,4,REGULAR,substitution,out,[],1631105,,,1610612765,96,81,2022-10-26T00:59:59Z,5150000,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,
521,PT08M41.00S,2022-10-26T00:59:56.2Z,4,REGULAR,substitution,in,[],1630191,,,1610612765,96,81,2022-10-26T00:59:59Z,5160000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
522,PT08M35.00S,2022-10-26T01:00:17.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628977,92.85479632063075,46.07843137254902,1610612765,96,83,2022-10-26T01:00:31Z,5170000,-20.0,15.0,1,right,H. Diallo driving Layup (7 PTS),[1628977],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,2.45,Made,Diallo,H. Diallo,,,,,,,,,,7.0,,,,,,,,
523,PT08M35.00S,2022-10-26T01:00:20.5Z,4,REGULAR,violation,defensive goaltending,[],1629655,,,1610612765,96,83,2022-10-26T01:00:31Z,5180000,,,0,,D. Gafford defensive goaltending VIOLATION,[1629655],1610612764.0,WAS,,,,,,,,,,,Gafford,D. Gafford,,,,,1627519.0,,,,,,,,,,,,,
