actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
19,PT09M54.00S,2026-01-29T01:13:03.5Z,1,REGULAR,3pt,Jump Shot,[],1642907,88.25558475689881,4.166666666666666,1610612763,5,4,2026-01-29T01:13:07Z,190000,False,-229.0,58.0,1,right,MISS C. Coward pullup 3PT,[1642907],1610612763.0,MEM,pullup,,,Coward,C. Coward,,,,,Left Corner 3,24+ Left,23.64,Missed,,,,,,,,,,,,,,,,,,
20,PT09M52.00S,2026-01-29T01:13:05.5Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,5,4,2026-01-29T01:13:07Z,200000,False,,,0,,M. Diabaté REBOUND (Off:0 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Left Corner 3,24+ Left,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT09M39.00S,2026-01-29T01:13:19.3Z,1,REGULAR,3pt,Jump Shot,[],1628970,11.251642575558476,4.411764705882353,1610612766,5,7,2026-01-29T01:13:22Z,210000,False,228.0,53.0,1,left,M. Bridges 3PT  (3 PTS) (K. Knueppel 2 AST),"[1628970, 1642851]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.4,Made,,,,,3.0,K. Knueppel,1642851.0,2.0,,,,,,,,,,
23,PT09M26.00S,2026-01-29T01:13:32.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642907,92.72339027595268,42.15686274509804,1610612763,7,7,2026-01-29T01:13:36Z,230000,False,-39.0,16.0,1,right,C. Coward driving finger roll Layup (2 PTS) (C. Spencer 2 AST),"[1642907, 1642285]",1610612763.0,MEM,driving finger roll,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,4.23,Made,,,,,2.0,C. Spencer,1642285.0,2.0,,,,,,,,,,
24,PT09M14.00S,2026-01-29T01:13:43.5Z,1,REGULAR,3pt,Jump Shot,[],1628970,7.835085413929041,3.6764705882352944,1610612766,7,10,2026-01-29T01:13:47Z,240000,False,232.0,21.0,1,left,M. Bridges 3PT  (6 PTS) (L. Ball 1 AST),"[1628970, 1630163]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.26,Made,,,,,6.0,L. Ball,1630163.0,1.0,,,,,,,,,,
26,PT08M57.00S,2026-01-29T01:14:00.8Z,1,REGULAR,2pt,Jump Shot,[],1642377,80.1084099868594,78.92156862745098,1610612763,9,10,2026-01-29T01:14:05Z,260000,False,145.0,134.0,1,right,J. Wells 19' pullup Jump Shot (2 PTS) (C. Coward 2 AST),"[1642377, 1642907]",1610612763.0,MEM,pullup,,,Wells,J. Wells,,,,,Mid-Range,16-24 Right Center,19.75,Made,,,,,2.0,C. Coward,1642907.0,2.0,,,,,,,,,,
28,PT08M46.00S,2026-01-29T01:14:11.8Z,1,REGULAR,3pt,Jump Shot,[],1630163,33.98488830486202,45.83333333333333,1610612766,9,10,2026-01-29T01:14:17Z,280000,False,21.0,267.0,1,left,MISS L. Ball 26' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,26.78,Missed,,,,,,,,,,,,,,,,,,
29,PT08M42.00S,2026-01-29T01:14:15.5Z,1,REGULAR,rebound,offensive,[],1631217,,,1610612766,9,10,2026-01-29T01:14:15Z,290000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Center,,,28.0,2.0,1.0,1.0,,,,,,,,,,,,,,
30,PT08M35.00S,2026-01-29T01:14:22.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642851,10.5946123521682,63.23529411764706,1610612766,9,12,2026-01-29T01:14:31Z,300000,False,-66.0,47.0,1,left,K. Knueppel 8' turnaround fadeaway bank Jump Shot (2 PTS),[1642851],1610612766.0,CHA,turnaround fadeaway bank,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),8-16 Left,8.12,Made,,,,,2.0,,,,,,,,,,,,,
31,PT08M16.00S,2026-01-29T01:14:41.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629111,92.72339027595268,64.95098039215686,1610612763,9,12,2026-01-29T01:14:47Z,310000,False,75.0,16.0,1,right,MISS J. Landale 7' turnaround Hook,[1629111],1610612763.0,MEM,turnaround,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,7.65,Missed,,,,,,,,,,,,,,,,,,
32,PT08M15.00S,2026-01-29T01:14:42.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,9,12,2026-01-29T01:14:47Z,320000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,31.0,,,,,,,,,,,,,,,,,
34,PT08M06.00S,2026-01-29T01:15:00.4Z,1,REGULAR,3pt,Jump Shot,[],1641706,32.670827858081466,40.931372549019606,1610612766,9,15,2026-01-29T01:15:04Z,340000,False,45.0,255.0,1,left,B. Miller 25' 3PT pullup (5 PTS),[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,25.86,Made,,,,,5.0,,,,,,,,,,,,,
36,PT07M53.00S,2026-01-29T01:15:19.3Z,1,REGULAR,substitution,out,[],1642907,,,1610612763,9,15,2026-01-29T01:15:30Z,360000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT07M53.00S,2026-01-29T01:15:19.3Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,9,15,2026-01-29T01:15:30Z,370000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT07M53.00S,2026-01-29T01:15:19.3Z,1,REGULAR,substitution,in,[],203484,,,1610612763,9,15,2026-01-29T01:15:30Z,380000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT07M53.00S,2026-01-29T01:15:19.3Z,1,REGULAR,substitution,in,[],1641713,,,1610612763,9,15,2026-01-29T01:15:30Z,390000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT07M40.00S,2026-01-29T01:15:57.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641713,81.553876478318,42.8921568627451,1610612763,9,15,2026-01-29T01:16:03Z,400000,False,-36.0,121.0,1,right,MISS G. Jackson 12' fadeaway Shot,[1641713],1610612763.0,MEM,fadeaway,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Center,12.6,Missed,,,,,,,,,,,,,,,,,,
41,PT07M37.00S,2026-01-29T01:16:00.0Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,9,15,2026-01-29T01:16:03Z,410000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),8-16 Center,,,40.0,3.0,2.0,1.0,,,,,,,,,,,,,,
42,PT07M25.00S,2026-01-29T01:16:12.0Z,1,REGULAR,3pt,Jump Shot,[],1641706,29.38567674113009,16.666666666666664,1610612766,9,18,2026-01-29T01:16:16Z,420000,False,167.0,224.0,1,left,B. Miller 27' 3PT  (8 PTS) (M. Bridges 1 AST),"[1641706, 1628970]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,27.9,Made,,,,,8.0,M. Bridges,1628970.0,1.0,,,,,,,,,,
44,PT07M23.00S,2026-01-29T01:16:16.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,9,18,2026-01-29T01:16:16Z,440000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M10.00S,2026-01-29T01:19:25.7Z,1,REGULAR,turnover,out-of-bounds,[],1642285,,,1610612763,9,18,2026-01-29T01:19:31Z,450000,False,,,0,,C. Spencer bad pass out-of-bounds TURNOVER (1 TO),[1642285],1610612763.0,MEM,bad pass,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,1627964.0,,,,,,
48,PT06M46.00S,2026-01-29T01:19:55.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1642851,21.23850197109067,36.76470588235294,1610612766,9,18,2026-01-29T01:19:59Z,460000,False,66.0,147.0,1,left,MISS K. Knueppel 16' pullup Shot,[1642851],1610612766.0,CHA,pullup,,,Knueppel,K. Knueppel,,,,,Mid-Range,16-24 Right Center,16.13,Missed,,,,,,,,,,,,,,,,,,
49,PT06M42.00S,2026-01-29T01:19:59.0Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,9,18,2026-01-29T01:19:59Z,470000,False,,,0,,J. Wells REBOUND (Off:0 Def:1),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,16-24 Right Center,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,
50,PT06M30.00S,2026-01-29T01:20:10.1Z,1,REGULAR,3pt,Jump Shot,[],1642377,76.69185282522996,12.009803921568627,1610612763,9,18,2026-01-29T01:20:15Z,480000,False,-190.0,167.0,1,right,MISS J. Wells 25' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
51,PT06M25.00S,2026-01-29T01:20:15.1Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,9,18,2026-01-29T01:20:15Z,490000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT06M21.00S,2026-01-29T01:20:19.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628970,7.178055190538765,51.9607843137255,1610612766,9,20,2026-01-29T01:20:25Z,500000,False,-10.0,15.0,1,left,M. Bridges running finger roll Layup (8 PTS),[1628970],1610612766.0,CHA,running finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.79,Made,,,,,8.0,,,,,,,,,,,,,
53,PT06M01.00S,2026-01-29T01:20:39.4Z,1,REGULAR,3pt,Jump Shot,[],1629111,69.33311432325887,70.34313725490196,1610612763,9,20,2026-01-29T01:20:44Z,510000,False,102.0,236.0,1,right,MISS J. Landale 25' 3PT,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
54,PT05M58.00S,2026-01-29T01:20:42.4Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,9,20,2026-01-29T01:20:44Z,520000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:3),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Right Center,,,53.0,4.0,3.0,1.0,,,,,,,,,,,,,,
55,PT05M41.00S,2026-01-29T01:20:59.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,9.543363994743759,40.19607843137255,1610612766,9,20,2026-01-29T01:21:04Z,530000,False,49.0,37.0,1,left,MISS L. Ball 6' driving Layup - blocked,"[1630163, 1641713]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,6.15,Missed,,,,,,,,,,,,,Jackson,1641713.0,,,,
56,PT05M41.00S,2026-01-29T01:20:59.2Z,1,REGULAR,block,,[],1641713,,,1610612766,9,20,2026-01-29T01:21:01Z,540000,False,,,0,,G. Jackson BLOCK (1 BLK),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
57,PT05M37.00S,2026-01-29T01:21:03.2Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,9,20,2026-01-29T01:21:04Z,550000,False,,,0,,J. Wells REBOUND (Off:0 Def:2),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,,,55.0,2.0,2.0,0.0,,,,,,,,,,,,,,
58,PT05M26.00S,2026-01-29T01:21:14.6Z,1,REGULAR,3pt,Jump Shot,[],203484,93.64323258869908,4.901960784313726,1610612763,9,20,2026-01-29T01:21:18Z,560000,False,-225.0,7.0,1,right,MISS K. Caldwell-Pope 3PT,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,22.56,Missed,,,,,,,,,,,,,,,,,,
59,PT05M23.00S,2026-01-29T01:21:17.6Z,1,REGULAR,rebound,defensive,[],1642851,,,1610612766,9,20,2026-01-29T01:21:18Z,570000,False,,,0,,K. Knueppel REBOUND (Off:0 Def:1),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Left Corner 3,24+ Left,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,
60,PT05M07.00S,2026-01-29T01:21:32.9Z,1,REGULAR,2pt,Jump Shot,[],1630163,12.302890932982917,88.72549019607843,1610612766,9,20,2026-01-29T01:21:38Z,580000,False,-194.0,63.0,1,left,MISS L. Ball 20' step back Shot,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Mid-Range,16-24 Left,20.36,Missed,,,,,,,,,,,,,,,,,,
61,PT05M04.00S,2026-01-29T01:21:35.9Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612763,9,20,2026-01-29T01:21:38Z,590000,False,,,0,,J. Landale REBOUND (Off:1 Def:1),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Left,,,60.0,2.0,1.0,1.0,,,,,,,,,,,,,,
62,PT04M53.00S,2026-01-29T01:21:47.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629111,88.51839684625493,42.8921568627451,1610612763,11,20,2026-01-29T01:21:51Z,600000,False,-36.0,55.0,1,right,J. Landale 6' turnaround Hook (2 PTS) (K. Caldwell-Pope 1 AST),"[1629111, 203484]",1610612763.0,MEM,turnaround,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,6.58,Made,,,,,2.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,
64,PT04M36.00S,2026-01-29T01:22:04.5Z,1,REGULAR,3pt,Jump Shot,[],1642851,4.681340341655716,4.6568627450980395,1610612766,11,23,2026-01-29T01:22:07Z,620000,False,227.0,-8.0,1,left,K. Knueppel 3PT  (5 PTS) (B. Miller 1 AST),"[1642851, 1641706]",1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Right Corner 3,24+ Right,22.69,Made,,,,,5.0,B. Miller,1641706.0,1.0,,,,,,,,,,
66,PT04M25.00S,2026-01-29T01:22:22.4Z,1,REGULAR,foul,offensive,[],203484,,,1610612763,11,23,2026-01-29T01:22:30Z,640000,False,,,0,,K. Caldwell-Pope offensive FOUL (1 PF),"[203484, 1641706]",1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1627964.0,,,1.0,0.0,Miller,1641706.0
68,PT04M25.00S,2026-01-29T01:22:22.4Z,1,REGULAR,turnover,offensive foul,[],203484,,,1610612763,11,23,2026-01-29T01:22:22Z,660000,False,,,0,,K. Caldwell-Pope offensive foul TURNOVER (1 TO),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,,,1627964.0,,,,,,
69,PT04M25.00S,2026-01-29T01:22:29.3Z,1,REGULAR,substitution,out,[],1642377,,,1610612766,11,23,2026-01-29T01:22:41Z,670000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M25.00S,2026-01-29T01:22:29.3Z,1,REGULAR,substitution,out,[],1642285,,,1610612766,11,23,2026-01-29T01:22:41Z,680000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT04M25.00S,2026-01-29T01:22:29.3Z,1,REGULAR,substitution,out,[],1629111,,,1610612766,11,23,2026-01-29T01:22:41Z,690000,False,,,0,,SUB out: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M25.00S,2026-01-29T01:22:29.3Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,11,23,2026-01-29T01:22:41Z,700000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M25.00S,2026-01-29T01:22:29.3Z,1,REGULAR,substitution,out,[],1642851,,,1610612766,11,23,2026-01-29T01:22:41Z,710000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M25.00S,2026-01-29T01:22:29.3Z,1,REGULAR,substitution,out,[],1631217,,,1610612766,11,23,2026-01-29T01:22:41Z,720000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M25.00S,2026-01-29T01:22:29.3Z,1,REGULAR,substitution,in,[],1628991,,,1610612766,11,23,2026-01-29T01:22:41Z,730000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M25.00S,2026-01-29T01:22:29.3Z,1,REGULAR,substitution,in,[],1629723,,,1610612766,11,23,2026-01-29T01:22:41Z,740000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M25.00S,2026-01-29T01:22:29.3Z,1,REGULAR,substitution,in,[],1631246,,,1610612766,11,23,2026-01-29T01:22:41Z,750000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M25.00S,2026-01-29T01:22:29.3Z,1,REGULAR,substitution,in,[],1641750,,,1610612766,11,23,2026-01-29T01:22:41Z,760000,False,,,0,,SUB in: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M25.00S,2026-01-29T01:22:29.3Z,1,REGULAR,substitution,in,[],1630182,,,1610612766,11,23,2026-01-29T01:22:41Z,770000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M25.00S,2026-01-29T01:22:29.3Z,1,REGULAR,substitution,in,[],1642883,,,1610612766,11,23,2026-01-29T01:22:41Z,780000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M16.00S,2026-01-29T01:22:49.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641706,31.488173455978973,46.07843137254902,1610612766,11,26,2026-01-29T01:22:53Z,790000,False,20.0,243.0,1,left,B. Miller 24' 3PT pullup (11 PTS),[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,24.43,Made,,,,,11.0,,,,,,,,,,,,,
82,PT04M04.00S,2026-01-29T01:23:02.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641713,90.09526938239159,53.18627450980392,1610612763,13,26,2026-01-29T01:23:07Z,800000,False,16.0,41.0,1,right,G. Jackson driving finger roll Layup (2 PTS),[1641713],1610612763.0,MEM,driving finger roll,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,4.36,Made,,,,,2.0,,,,,,,,,,,,,
83,PT03M56.00S,2026-01-29T01:23:09.4Z,1,REGULAR,foul,personal,['3freethrow'],1628991,,,1610612766,13,26,2026-01-29T01:24:35Z,810000,False,,,0,,J. Jackson Jr. flagrant-type-1 personal FOUL (1 PF) (Miller 3 FT),"[1628991, 1641706]",1610612763.0,MEM,flagrant-type-1,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,202007.0,,,1.0,0.0,Miller,1641706.0
