actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
21,PT10M22.00S,2025-11-06T01:12:26.9Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,2,4,2025-11-06T01:12:28Z,210000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,20.0,,,,,1.0,1.0,0.0,,,,,,,,,,
22,PT10M08.00S,2025-11-06T01:12:41.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,8.492115637319317,47.05882352941176,1610612745,2,4,2025-11-06T01:12:47Z,220000,False,15.0,27.0,1,left,MISS A. Thompson driving Layup - blocked,"[1641708, 1628991]",1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,Jackson Jr.,1628991.0,,,,,
23,PT10M08.00S,2025-11-06T01:12:41.0Z,1,REGULAR,block,,[],1628991,,,1610612745,2,4,2025-11-06T01:12:43Z,230000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M03.00S,2025-11-06T01:12:46.0Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,2,4,2025-11-06T01:12:47Z,240000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,22.0,,,,,2.0,1.0,1.0,,,,,,,,,,
25,PT10M03.00S,2025-11-06T01:12:46.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630578,5.590000152587891,50.0,1610612745,2,6,2025-11-06T01:12:46Z,250000,False,0.0,0.0,1,left,A. Sengun putback DUNK (4 PTS),[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,0.0,Made,,4.0,,,,,,,,,,,,,,,,
26,PT09M57.00S,2025-11-06T01:12:54.6Z,1,REGULAR,turnover,out-of-bounds,[],203484,,,1610612763,2,6,2025-11-06T01:13:00Z,260000,False,,,0,,K. Caldwell-Pope lost ball out-of-bounds TURNOVER (1 TO),[203484],1610612763.0,MEM,lost ball,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,,,1627541.0,,,,
27,PT09M43.00S,2025-11-06T01:13:16.3Z,1,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612745,2,6,2025-11-06T01:13:23Z,270000,False,,,0,,J. Landale shooting personal FOUL (1 PF) (Sengun 2 FT),"[1629111, 1630578]",1610612763.0,MEM,shooting,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1627541.0,1.0,0.0,Sengun,1630578.0
29,PT09M43.00S,2025-11-06T01:13:44.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630578,,,1610612745,2,7,2025-11-06T01:14:03Z,290000,False,,,0,,A. Sengun Free Throw 1 of 2 (5 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
30,PT09M43.00S,2025-11-06T01:13:44.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630578,,,1610612745,2,7,2025-11-06T01:14:03Z,300000,False,,,0,,MISS A. Sengun Free Throw 2 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
31,PT09M41.00S,2025-11-06T01:13:46.8Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,2,7,2025-11-06T01:14:03Z,310000,False,,,0,,J. Wells REBOUND (Off:0 Def:1),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,30.0,,,,,1.0,1.0,0.0,,,,,,,,,,
32,PT09M33.00S,2025-11-06T01:14:14.5Z,1,REGULAR,foul,personal,[],1629006,,,1610612763,2,7,2025-11-06T01:17:08Z,320000,False,,,0,,J. Okogie personal FOUL (1 PF),"[1629006, 1628991]",1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1627541.0,1.0,0.0,Jackson Jr.,1628991.0
34,PT09M25.00S,2025-11-06T01:14:42.0Z,1,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,2,7,2025-11-06T01:14:46Z,340000,False,,,0,,J. Morant bad pass out-of-bounds TURNOVER (2 TO),[1629630],1610612763.0,MEM,bad pass,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,2.0,,,,,1627541.0,,,,
35,PT09M13.00S,2025-11-06T01:14:58.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641708,6.915243101182654,46.32352941176471,1610612745,2,9,2025-11-06T01:15:12Z,350000,False,18.0,13.0,1,left,A. Thompson Layup (2 PTS) (A. Sengun 1 AST),"[1641708, 1630578]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.22,Made,,2.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,
37,PT09M13.00S,2025-11-06T01:15:00.5Z,1,REGULAR,foul,personal,['1freethrow'],203484,,,1610612745,2,9,2025-11-06T01:17:19Z,370000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Thompson 1 FT),"[203484, 1641708]",1610612763.0,MEM,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627541.0,1.0,0.0,Thompson,1641708.0
39,PT09M13.00S,2025-11-06T01:15:20.7Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1641708,,,1610612745,2,10,2025-11-06T01:15:20Z,390000,False,,,0,,A. Thompson Free Throw 1 of 1 (3 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
40,PT09M06.00S,2025-11-06T01:15:29.1Z,1,REGULAR,3pt,Jump Shot,[],1629630,68.15045992115637,36.029411764705884,1610612763,5,10,2025-11-06T01:15:33Z,400000,False,-70.0,247.0,1,right,J. Morant 25' 3PT pullup (3 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,25.66,Made,,3.0,,,,,,,,,,,,,,,,
41,PT08M52.00S,2025-11-06T01:15:44.6Z,1,REGULAR,foul,personal,['2freethrow'],1629630,,,1610612745,5,10,2025-11-06T01:15:54Z,410000,False,,,0,,J. Morant shooting personal FOUL (1 PF) (Sengun 2 FT),"[1629630, 1630578]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Sengun,1630578.0
43,PT08M52.00S,2025-11-06T01:16:20.0Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,5,11,2025-11-06T01:16:20Z,430000,False,,,0,,A. Sengun Free Throw 1 of 2 (6 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
44,PT08M52.00S,2025-11-06T01:16:34.6Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,5,12,2025-11-06T01:16:34Z,440000,False,,,0,,A. Sengun Free Throw 2 of 2 (7 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
45,PT08M44.00S,2025-11-06T01:16:43.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,81.42247043363994,49.50980392156863,1610612763,5,12,2025-11-06T01:16:48Z,450000,False,-2.0,122.0,1,right,MISS J. Morant 12' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,12.21,Missed,,,,,,,,,,,,,,,,,,
46,PT08M41.00S,2025-11-06T01:16:46.4Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,5,12,2025-11-06T01:16:56Z,460000,False,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,45.0,,,,,3.0,2.0,1.0,,,,,,,,,,
48,PT08M28.00S,2025-11-06T01:17:14.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,11.645860709592641,41.42156862745098,1610612745,5,12,2025-11-06T01:18:13Z,480000,False,43.0,57.0,1,left,MISS A. Sengun 7' driving Hook,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,7.13,Missed,,,,,,,,,,,,,,,,,,
49,PT08M26.00S,2025-11-06T01:17:16.5Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,5,12,2025-11-06T01:18:13Z,490000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,48.0,,,,,1.0,1.0,0.0,,,,,,,,,,
50,PT08M19.00S,2025-11-06T01:17:23.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203484,81.8166885676741,37.99019607843137,1610612763,5,12,2025-11-06T01:17:29Z,500000,False,-60.0,118.0,1,right,MISS K. Caldwell-Pope 13' pullup Shot,[203484],1610612763.0,MEM,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Center,13.27,Missed,,,,,,,,,,,,,,,,,,
51,PT08M16.00S,2025-11-06T01:17:26.3Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,5,12,2025-11-06T01:17:29Z,510000,False,,,0,,A. Sengun REBOUND (Off:1 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,50.0,,,,,4.0,3.0,1.0,,,,,,,,,,
52,PT08M05.00S,2025-11-06T01:17:37.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,15.325229960578188,46.568627450980394,1610612745,5,14,2025-11-06T01:17:46Z,520000,False,17.0,92.0,1,left,J. Smith Jr. 9' pullup Jump Shot (2 PTS),[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.32,Made,,2.0,,,,,,,,,,,,,,,,
53,PT08M03.00S,2025-11-06T01:17:42.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,5,14,2025-11-06T01:17:42Z,530000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M03.00S,2025-11-06T01:19:54.5Z,1,REGULAR,substitution,out,[],1642377,,,1610612763,5,14,2025-11-06T01:20:27Z,540000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M03.00S,2025-11-06T01:19:54.5Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,5,14,2025-11-06T01:20:27Z,550000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M03.00S,2025-11-06T01:19:54.5Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,5,14,2025-11-06T01:20:27Z,560000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT08M03.00S,2025-11-06T01:19:54.5Z,1,REGULAR,substitution,in,[],1642907,,,1610612763,5,14,2025-11-06T01:20:27Z,570000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M49.00S,2025-11-06T01:20:50.4Z,1,REGULAR,3pt,Jump Shot,[],1630583,89.56964520367937,95.34313725490196,1610612763,5,14,2025-11-06T01:21:00Z,590000,False,227.0,46.0,1,right,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,23.12,Missed,,,,,,,,,,,,,,,,,,
60,PT07M45.00S,2025-11-06T01:20:54.0Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,5,14,2025-11-06T01:20:54Z,600000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,,,59.0,,,,,1.0,1.0,0.0,,,,,,,,,,
61,PT07M37.00S,2025-11-06T01:21:02.2Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612745,5,14,2025-11-06T01:21:07Z,610000,False,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1630583]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,Aldama,1630583.0,,,,,,,
62,PT07M37.00S,2025-11-06T01:21:02.2Z,1,REGULAR,steal,,[],1630583,,,1610612763,5,14,2025-11-06T01:21:04Z,620000,False,,,0,,S. Aldama STEAL (1 STL),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
63,PT07M28.00S,2025-11-06T01:21:11.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629111,67.62483574244416,62.99019607843137,1610612763,8,14,2025-11-06T01:21:15Z,630000,False,65.0,252.0,1,right,J. Landale 26' 3PT  (3 PTS) (K. Caldwell-Pope 2 AST),"[1629111, 203484]",1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,26.01,Made,,3.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,,,,,,
65,PT07M10.00S,2025-11-06T01:21:29.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,6.521024967148489,42.15686274509804,1610612745,8,16,2025-11-06T01:21:33Z,650000,False,39.0,9.0,1,left,A. Thompson driving Layup (5 PTS),[1641708],1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,4.02,Made,,5.0,,,,,,,,,,,,,,,,
66,PT06M52.00S,2025-11-06T01:21:46.8Z,1,REGULAR,3pt,Jump Shot,[],1629630,90.75229960578186,95.09803921568627,1610612763,8,16,2025-11-06T01:21:52Z,660000,False,225.0,34.0,1,right,MISS J. Morant 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Right Corner 3,24+ Right,22.81,Missed,,,,,,,,,,,,,,,,,,
67,PT06M48.00S,2025-11-06T01:21:50.8Z,1,REGULAR,rebound,offensive,[],1642907,,,1610612763,8,16,2025-11-06T01:21:52Z,670000,False,,,0,,C. Coward REBOUND (Off:1 Def:0),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Right Corner 3,24+ Right,,,66.0,,,,,1.0,0.0,1.0,,,,,,,,,,
68,PT06M48.00S,2025-11-06T01:21:51.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642907,94.40999984741211,50.0,1610612763,8,16,2025-11-06T01:21:54Z,680000,False,0.0,0.0,1,right,MISS C. Coward tip Layup,[1642907],1610612763.0,MEM,tip,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
69,PT06M48.00S,2025-11-06T01:21:51.4Z,1,REGULAR,rebound,offensive,[],203484,,,1610612763,8,16,2025-11-06T01:21:54Z,690000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:0),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,68.0,,,,,1.0,0.0,1.0,,,,,,,,,,
70,PT06M43.00S,2025-11-06T01:21:57.6Z,1,REGULAR,foul,personal,['2freethrow'],1629006,,,1610612763,8,16,2025-11-06T01:22:04Z,700000,False,,,0,,J. Okogie shooting personal FOUL (2 PF) (Aldama 2 FT),"[1629006, 1630583]",1610612745.0,HOU,shooting,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1148.0,2.0,0.0,Aldama,1630583.0
72,PT06M43.00S,2025-11-06T01:22:26.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630583,,,1610612763,9,16,2025-11-06T01:22:26Z,720000,False,,,0,,S. Aldama Free Throw 1 of 2 (1 PTS),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
73,PT06M43.00S,2025-11-06T01:22:26.8Z,1,REGULAR,substitution,out,[],1629006,,,1610612763,9,16,2025-11-06T01:22:34Z,730000,False,,,0,,SUB out: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M43.00S,2025-11-06T01:22:26.8Z,1,REGULAR,substitution,in,[],1631106,,,1610612763,9,16,2025-11-06T01:22:34Z,740000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M43.00S,2025-11-06T01:22:42.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630583,,,1610612763,10,16,2025-11-06T01:22:42Z,750000,False,,,0,,S. Aldama Free Throw 2 of 2 (2 PTS),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
76,PT06M32.00S,2025-11-06T01:22:57.1Z,1,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,10,16,2025-11-06T01:23:01Z,760000,False,,,0,,A. Sengun bad pass out-of-bounds TURNOVER (1 TO),[1630578],1610612745.0,HOU,bad pass,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,,,,,1148.0,,,,
77,PT06M23.00S,2025-11-06T01:23:10.7Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,10,16,2025-11-06T01:23:14Z,770000,False,,,0,,J. Morant bad pass TURNOVER (3 TO),"[1629630, 1641708]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,3.0,Thompson,1641708.0,,,,,,,
78,PT06M23.00S,2025-11-06T01:23:10.7Z,1,REGULAR,steal,,[],1641708,,,1610612745,10,16,2025-11-06T01:23:12Z,780000,False,,,0,,A. Thompson STEAL (1 STL),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
79,PT06M14.00S,2025-11-06T01:23:20.5Z,1,REGULAR,turnover,bad pass,[],1630578,,,1610612745,10,16,2025-11-06T01:23:25Z,790000,False,,,0,,A. Sengun bad pass TURNOVER (2 TO),"[1630578, 1642907]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2.0,Coward,1642907.0,,,,,,,
80,PT06M14.00S,2025-11-06T01:23:20.5Z,1,REGULAR,steal,,[],1642907,,,1610612763,10,16,2025-11-06T01:23:25Z,800000,False,,,0,,C. Coward STEAL (1 STL),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
81,PT06M08.00S,2025-11-06T01:23:28.3Z,1,REGULAR,turnover,out-of-bounds,[],1629111,,,1610612763,10,16,2025-11-06T01:23:32Z,810000,False,,,0,,J. Landale lost ball out-of-bounds TURNOVER (1 TO),[1629111],1610612763.0,MEM,lost ball,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,,,,,1148.0,,,,
82,PT06M08.00S,2025-11-06T01:23:30.6Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,10,16,2025-11-06T01:23:36Z,820000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
