actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
15,PT10M39.00S,2026-04-07T00:12:10.2Z,1,REGULAR,3pt,Jump Shot,[],1630241,32.276609724047304,53.18627450980392,1610612739,2,2,2026-04-07T00:12:14Z,150000,False,-16.0,251.0,1,left,MISS S. Merrill 25' pullup 3PT,[1630241],1610612739.0,CLE,pullup,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Center,25.14,Missed,,,,,,,,,,,,,,,,,,
16,PT10M36.00S,2026-04-07T00:12:13.2Z,1,REGULAR,rebound,defensive,[],1642907,,,1610612763,2,2,2026-04-07T00:12:14Z,160000,False,,,0,,C. Coward REBOUND (Off:1 Def:1),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Center,,,,15.0,2.0,1.0,1.0,,,,,,,,,,,,,
17,PT10M28.00S,2026-04-07T00:12:21.0Z,1,REGULAR,3pt,Jump Shot,[],1642907,67.7562417871222,39.705882352941174,1610612763,5,2,2026-04-07T00:12:24Z,170000,False,-51.0,251.0,1,right,C. Coward 25' 3PT  (5 PTS),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Center,25.58,Made,5.0,,,,,,,,,,,,,,,,,
18,PT10M10.00S,2026-04-07T00:12:42.1Z,1,REGULAR,foul,personal,['2freethrow'],1631351,,,1610612739,5,2,2026-04-07T00:12:54Z,180000,False,,,0,,L. Williamson shooting personal FOUL (1 PF) (Mobley 2 FT),"[1631351, 1630596]",1610612763.0,MEM,shooting,,,Williamson,L. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,1626302.0,1.0,0.0,Mobley,1630596.0,,,,,,,,
20,PT10M10.00S,2026-04-07T00:13:08.5Z,1,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,5,3,2026-04-07T00:13:08Z,200000,False,,,0,,E. Mobley Free Throw 1 of 2 (3 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
21,PT10M10.00S,2026-04-07T00:13:21.4Z,1,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,5,4,2026-04-07T00:13:21Z,210000,False,,,0,,E. Mobley Free Throw 2 of 2 (4 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
22,PT09M57.00S,2026-04-07T00:13:36.3Z,1,REGULAR,3pt,Jump Shot,[],1631351,70.38436268068331,77.45098039215686,1610612763,8,4,2026-04-07T00:13:40Z,220000,False,137.0,226.0,1,right,L. Williamson 26' 3PT  (3 PTS) (C. Spencer 1 AST),"[1631351, 1642285]",1610612763.0,MEM,,,,Williamson,L. Williamson,,,,,Above the Break 3,24+ Right Center,26.44,Made,3.0,,,,,,,,,,C. Spencer,1642285.0,1.0,,,,,
24,PT09M36.00S,2026-04-07T00:13:57.3Z,1,REGULAR,3pt,Jump Shot,[],1631165,28.991458607095925,18.872549019607842,1610612739,8,7,2026-04-07T00:14:00Z,240000,False,156.0,220.0,1,left,K. Ellis 26' 3PT  (3 PTS) (D. Schröder 1 AST),"[1631165, 203471]",1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,26.95,Made,3.0,,,,,,,,,,D. Schröder,203471.0,1.0,,,,,
26,PT09M21.00S,2026-04-07T00:14:11.7Z,1,REGULAR,3pt,Jump Shot,[],1641765,69.46452036793693,68.87254901960785,1610612763,8,7,2026-04-07T00:14:14Z,260000,False,94.0,235.0,1,right,MISS O. Prosper 25' 3PT,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Right Center,25.28,Missed,,,,,,,,,,,,,,,,,,
27,PT09M18.00S,2026-04-07T00:14:14.7Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,8,7,2026-04-07T00:14:14Z,270000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT09M06.00S,2026-04-07T00:14:27.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,9.937582128777924,49.01960784313725,1610612739,8,7,2026-04-07T00:14:31Z,280000,False,5.0,41.0,1,left,MISS E. Mobley driving Layup,[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,4.12,Missed,,,,,,,,,,,,,,,,,,
29,PT09M04.00S,2026-04-07T00:14:28.7Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,8,7,2026-04-07T00:14:28Z,290000,False,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,28.0,2.0,1.0,1.0,,,,,,,,,,,,,
30,PT09M03.00S,2026-04-07T00:14:30.9Z,1,REGULAR,turnover,lost ball,[],1630596,,,1610612739,8,7,2026-04-07T00:14:34Z,300000,False,,,0,,E. Mobley lost ball TURNOVER (1 TO),"[1630596, 1641765]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Prosper,1641765.0,,
31,PT09M03.00S,2026-04-07T00:14:30.9Z,1,REGULAR,steal,,[],1641765,,,1610612763,8,7,2026-04-07T00:15:12Z,310000,False,,,0,,O. Prosper STEAL (1 STL),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M02.00S,2026-04-07T00:14:34.3Z,1,REGULAR,foul,personal,[],203471,,,1610612763,8,7,2026-04-07T00:25:07Z,320000,False,,,0,,D. Schröder take personal FOUL (1 PF),"[203471, 1642285]",1610612739.0,CLE,take,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,,,,,,,,1629178.0,1.0,0.0,Spencer,1642285.0,,,,,,,,
34,PT08M50.00S,2026-04-07T00:15:03.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631351,93.24901445466492,4.411764705882353,1610612763,11,7,2026-04-07T00:15:07Z,340000,False,-228.0,11.0,1,right,L. Williamson 3PT  (6 PTS) (C. Spencer 2 AST),"[1631351, 1642285]",1610612763.0,MEM,,,,Williamson,L. Williamson,,,,,Left Corner 3,24+ Left,22.82,Made,6.0,,,,,,,,,,C. Spencer,1642285.0,2.0,,,,,
36,PT08M38.00S,2026-04-07T00:15:15.9Z,1,REGULAR,3pt,Jump Shot,[],203471,30.436925098554536,29.901960784313726,1610612739,11,7,2026-04-07T00:15:19Z,360000,False,100.0,234.0,1,left,MISS D. Schröder 25' 3PT,[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,
37,PT08M34.00S,2026-04-07T00:15:19.9Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,11,7,2026-04-07T00:15:19Z,370000,False,,,0,,G. Jackson REBOUND (Off:0 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,
38,PT08M28.00S,2026-04-07T00:15:25.3Z,1,REGULAR,3pt,Jump Shot,[],1641765,76.82325886990802,90.93137254901961,1610612763,14,7,2026-04-07T00:15:28Z,380000,False,205.0,165.0,1,right,O. Prosper 26' 3PT  (3 PTS) (G. Jackson 1 AST),"[1641765, 1641713]",1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Right Center,26.32,Made,3.0,,,,,,,,,,G. Jackson,1641713.0,1.0,,,,,
40,PT08M12.00S,2026-04-07T00:15:43.4Z,1,REGULAR,turnover,out-of-bounds,[],203471,,,1610612739,14,7,2026-04-07T00:15:47Z,400000,False,,,0,,D. Schröder bad pass out-of-bounds TURNOVER (1 TO),[203471],1610612739.0,CLE,bad pass,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Center,,,,,,,,1626302.0,,,,,,,,1.0,,,,
41,PT08M12.00S,2026-04-07T00:15:48.6Z,1,REGULAR,substitution,out,[],1641765,,,1610612763,14,7,2026-04-07T00:16:00Z,410000,False,,,0,,SUB out: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M12.00S,2026-04-07T00:15:48.6Z,1,REGULAR,substitution,in,[],1642380,,,1610612763,14,7,2026-04-07T00:16:00Z,420000,False,,,0,,SUB in: A. Bal,[1642380],1610612763.0,MEM,,,,Bal,A. Bal,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M58.00S,2026-04-07T00:16:18.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642285,80.1084099868594,46.32352941176471,1610612763,16,7,2026-04-07T00:16:24Z,430000,False,-18.0,134.0,1,right,C. Spencer 13' fadeaway Jump Shot (2 PTS),[1642285],1610612763.0,MEM,fadeaway,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Center,13.58,Made,2.0,,,,,,,,,,,,,,,,,
44,PT07M41.00S,2026-04-07T00:16:35.8Z,1,REGULAR,2pt,Jump Shot,[],203471,20.844283837056505,30.637254901960787,1610612739,16,7,2026-04-07T00:16:39Z,440000,False,97.0,143.0,1,left,MISS D. Schröder 17' pullup Shot,[203471],1610612739.0,CLE,pullup,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Right Center,17.3,Missed,,,,,,,,,,,,,,,,,,
45,PT07M39.00S,2026-04-07T00:16:37.8Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,16,7,2026-04-07T00:16:39Z,450000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Right Center,,,,44.0,1.0,0.0,1.0,,,,,,,,,,,,,
46,PT07M29.00S,2026-04-07T00:16:47.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631165,28.465834428383708,75.0,1610612739,16,10,2026-04-07T00:16:51Z,460000,False,-125.0,215.0,1,left,K. Ellis 24' 3PT pullup (6 PTS) (D. Schröder 2 AST),"[1631165, 203471]",1610612739.0,CLE,pullup,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Left Center,24.88,Made,6.0,,,,,,,,,,D. Schröder,203471.0,2.0,,,,,
48,PT07M13.00S,2026-04-07T00:17:03.0Z,1,REGULAR,3pt,Jump Shot,[],1642380,66.83639947437582,54.90196078431373,1610612763,16,10,2026-04-07T00:17:07Z,480000,False,25.0,259.0,1,right,MISS A. Bal 26' 3PT,[1642380],1610612763.0,MEM,,,,Bal,A. Bal,,,,,Above the Break 3,24+ Center,26.04,Missed,,,,,,,,,,,,,,,,,,
49,PT07M13.00S,2026-04-07T00:17:03.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,16,10,2026-04-07T00:17:07Z,490000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Center,,,,48.0,,,,,,,,,,,,,,,,
51,PT07M13.00S,2026-04-07T00:17:07.9Z,1,REGULAR,substitution,out,[],1642907,,,1610612739,16,10,2026-04-07T00:17:22Z,510000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M13.00S,2026-04-07T00:17:07.9Z,1,REGULAR,substitution,out,[],1631351,,,1610612739,16,10,2026-04-07T00:17:22Z,520000,False,,,0,,SUB out: L. Williamson,[1631351],1610612763.0,MEM,,,,Williamson,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M13.00S,2026-04-07T00:17:07.9Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,16,10,2026-04-07T00:17:22Z,530000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M13.00S,2026-04-07T00:17:07.9Z,1,REGULAR,substitution,out,[],1630241,,,1610612739,16,10,2026-04-07T00:17:22Z,540000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M13.00S,2026-04-07T00:17:07.9Z,1,REGULAR,substitution,in,[],1643253,,,1610612739,16,10,2026-04-07T00:17:22Z,550000,False,,,0,,SUB in: T. Okani,[1643253],1610612763.0,MEM,,,,Okani,T. Okani,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M13.00S,2026-04-07T00:17:07.9Z,1,REGULAR,substitution,in,[],1641727,,,1610612739,16,10,2026-04-07T00:17:22Z,560000,False,,,0,,SUB in: D. Whitehead,[1641727],1610612763.0,MEM,,,,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M13.00S,2026-04-07T00:17:07.9Z,1,REGULAR,substitution,in,[],1641854,,,1610612739,16,10,2026-04-07T00:17:22Z,570000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M13.00S,2026-04-07T00:17:07.9Z,1,REGULAR,substitution,in,[],1626204,,,1610612739,16,10,2026-04-07T00:17:22Z,580000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M02.00S,2026-04-07T00:17:38.0Z,1,REGULAR,foul,personal,['2freethrow'],1643253,,,1610612739,16,10,2026-04-07T00:17:49Z,590000,False,,,0,,T. Okani shooting personal FOUL (1 PF) (Schröder 2 FT),"[1643253, 203471]",1610612763.0,MEM,shooting,,,Okani,T. Okani,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1629178.0,1.0,0.0,Schröder,203471.0,,,,,,,,
61,PT07M02.00S,2026-04-07T00:18:13.3Z,1,REGULAR,freethrow,1 of 2,[],203471,,,1610612739,16,11,2026-04-07T00:18:13Z,610000,False,,,0,,D. Schröder Free Throw 1 of 2 (1 PTS),[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
62,PT07M02.00S,2026-04-07T00:18:33.1Z,1,REGULAR,freethrow,2 of 2,[],203471,,,1610612739,16,12,2026-04-07T00:18:33Z,620000,False,,,0,,D. Schröder Free Throw 2 of 2 (2 PTS),[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
63,PT06M52.00S,2026-04-07T00:18:45.0Z,1,REGULAR,3pt,Jump Shot,[],1642285,72.48685939553219,19.362745098039216,1610612763,19,12,2026-04-07T00:18:48Z,630000,False,-153.0,206.0,1,right,C. Spencer 25' 3PT pullup (5 PTS),[1642285],1610612763.0,MEM,pullup,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Left Center,25.68,Made,5.0,,,,,,,,,,,,,,,,,
64,PT06M39.00S,2026-04-07T00:18:57.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,8.229303547963205,43.872549019607845,1610612739,19,12,2026-04-07T00:19:01Z,640000,False,31.0,25.0,1,left,MISS J. Allen cutting finger roll Layup - blocked,"[1628386, 1641713]",1610612739.0,CLE,cutting finger roll,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,3.95,Missed,,,,,,,,,,,,,,,,,Jackson,1641713.0
65,PT06M39.00S,2026-04-07T00:18:57.4Z,1,REGULAR,block,,[],1641713,,,1610612739,19,12,2026-04-07T00:19:00Z,650000,False,,,0,,G. Jackson BLOCK (1 BLK),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT06M35.00S,2026-04-07T00:19:01.4Z,1,REGULAR,rebound,defensive,[],1641727,,,1610612763,19,12,2026-04-07T00:19:01Z,660000,False,,,0,,D. Whitehead REBOUND (Off:0 Def:1),[1641727],1610612763.0,MEM,,,,Whitehead,D. Whitehead,,,,,Restricted Area,0-8 Center,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,
67,PT06M33.00S,2026-04-07T00:19:04.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641713,93.64323258869908,52.20588235294118,1610612763,21,12,2026-04-07T00:19:20Z,670000,False,11.0,7.0,1,right,G. Jackson running finger roll Layup (2 PTS) (C. Spencer 3 AST),"[1641713, 1642285]",1610612763.0,MEM,running finger roll,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,1.32,Made,2.0,,,,,,,,,,C. Spencer,1642285.0,3.0,,,,,
69,PT06M33.00S,2026-04-07T00:19:13.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,21,12,2026-04-07T00:19:13Z,690000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M33.00S,2026-04-07T00:21:27.8Z,1,REGULAR,substitution,out,[],1642285,,,1610612739,21,12,2026-04-07T00:21:49Z,700000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M33.00S,2026-04-07T00:21:27.8Z,1,REGULAR,substitution,out,[],1641713,,,1610612739,21,12,2026-04-07T00:21:49Z,710000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M33.00S,2026-04-07T00:21:27.8Z,1,REGULAR,substitution,out,[],1631165,,,1610612739,21,12,2026-04-07T00:21:49Z,720000,False,,,0,,SUB out: K. Ellis,[1631165],1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M33.00S,2026-04-07T00:21:27.8Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,21,12,2026-04-07T00:21:49Z,730000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M33.00S,2026-04-07T00:21:27.8Z,1,REGULAR,substitution,in,[],1642383,,,1610612739,21,12,2026-04-07T00:21:49Z,740000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M33.00S,2026-04-07T00:21:27.8Z,1,REGULAR,substitution,in,[],1631351,,,1610612739,21,12,2026-04-07T00:21:49Z,750000,False,,,0,,SUB in: L. Williamson,[1631351],1610612763.0,MEM,,,,Williamson,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M33.00S,2026-04-07T00:21:27.8Z,1,REGULAR,substitution,in,[],1642878,,,1610612739,21,12,2026-04-07T00:21:49Z,760000,False,,,0,,SUB in: T. Proctor,[1642878],1610612739.0,CLE,,,,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M33.00S,2026-04-07T00:21:27.8Z,1,REGULAR,substitution,in,[],1641772,,,1610612739,21,12,2026-04-07T00:21:49Z,770000,False,,,0,,SUB in: N. Tomlin,[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M17.00S,2026-04-07T00:22:16.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,13.091327201051248,35.049019607843135,1610612739,21,14,2026-04-07T00:22:20Z,780000,False,75.0,71.0,1,left,D. Schröder 10' driving floating bank Jump Shot (4 PTS),[203471],1610612739.0,CLE,driving floating bank,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Right,10.29,Made,4.0,,,,,,,,,,,,,,,,,
79,PT05M59.00S,2026-04-07T00:22:34.9Z,1,REGULAR,3pt,Jump Shot,[],1642380,67.09921156373193,51.9607843137255,1610612763,21,14,2026-04-07T00:22:40Z,790000,False,10.0,257.0,1,right,MISS A. Bal 25' pullup 3PT,[1642380],1610612763.0,MEM,pullup,,,Bal,A. Bal,,,,,Above the Break 3,24+ Center,25.7,Missed,,,,,,,,,,,,,,,,,,
80,PT05M55.00S,2026-04-07T00:22:38.9Z,1,REGULAR,rebound,defensive,[],1641772,,,1610612739,21,14,2026-04-07T00:22:40Z,800000,False,,,0,,N. Tomlin REBOUND (Off:0 Def:1),[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,Above the Break 3,24+ Center,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,
81,PT05M46.00S,2026-04-07T00:22:48.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626204,10.463206307490145,44.11764705882353,1610612739,21,16,2026-04-07T00:22:52Z,810000,False,29.0,46.0,1,left,L. Nance Jr. turnaround Hook (2 PTS) (D. Schröder 3 AST),"[1626204, 203471]",1610612739.0,CLE,turnaround,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.45,Made,2.0,,,,,,,,,,D. Schröder,203471.0,3.0,,,,,
83,PT05M36.00S,2026-04-07T00:22:57.9Z,1,REGULAR,3pt,Jump Shot,[],1643253,73.66951379763469,15.441176470588236,1610612763,21,16,2026-04-07T00:23:03Z,830000,False,-173.0,195.0,1,right,MISS T. Okani 26' 3PT,[1643253],1610612763.0,MEM,,,,Okani,T. Okani,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
84,PT05M32.00S,2026-04-07T00:23:01.9Z,1,REGULAR,rebound,defensive,[],1641772,,,1610612739,21,16,2026-04-07T00:23:03Z,840000,False,,,0,,N. Tomlin REBOUND (Off:0 Def:2),[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,Above the Break 3,24+ Left Center,,,,83.0,2.0,2.0,0.0,,,,,,,,,,,,,
