actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
19,PT10M10.00S,2026-02-26T00:43:30.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630541,16.113666228646515,37.745098039215684,1610612744,3,4,2026-02-26T01:37:05Z,190000,False,61.0,99.0,1,left,MISS M. Moody 11' driving floating Shot,[1630541],1610612744.0,GSW,driving floating,,,Moody,M. Moody,,,,,In The Paint (Non-RA),8-16 Right,11.64,Missed,,,,,,,,,,,,,,,,,,
20,PT10M08.00S,2026-02-26T00:43:32.8Z,1,REGULAR,rebound,defensive,[],1629660,,,1610612763,3,4,2026-02-26T01:37:05Z,200000,False,,,0,,T. Jerome REBOUND (Off:0 Def:1),[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,
21,PT10M01.00S,2026-02-26T00:43:37.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629660,67.88764783180025,18.137254901960784,1610612763,3,4,2026-02-26T00:43:44Z,210000,False,-159.0,249.0,1,right,MISS T. Jerome 29' running pullup 3PT,[1629660],1610612763.0,MEM,running pullup,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Left Center,29.59,Missed,,,,,,,,,,,,,,,,,,
22,PT09M58.00S,2026-02-26T00:43:40.2Z,1,REGULAR,rebound,defensive,[],1630611,,,1610612744,3,4,2026-02-26T00:43:44Z,220000,False,,,0,,G. Santos REBOUND (Off:0 Def:1),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Left Center,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,
23,PT09M47.00S,2026-02-26T00:43:51.5Z,1,REGULAR,3pt,Jump Shot,[],201143,31.61957950065703,49.01960784313725,1610612744,3,4,2026-02-26T00:43:55Z,230000,False,5.0,245.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,24.47,Missed,,,,,,,,,,,,,,,,,,
24,PT09M44.00S,2026-02-26T00:43:54.5Z,1,REGULAR,rebound,defensive,[],1642914,,,1610612763,3,4,2026-02-26T00:43:55Z,240000,False,,,0,,J. Small REBOUND (Off:0 Def:1),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,Above the Break 3,24+ Center,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,
25,PT09M38.00S,2026-02-26T00:44:01.1Z,1,REGULAR,2pt,Jump Shot,[],1642377,88.51839684625493,24.754901960784316,1610612763,3,4,2026-02-26T00:44:06Z,250000,False,-126.0,55.0,1,right,MISS J. Wells 13' pullup Shot,[1642377],1610612763.0,MEM,pullup,,,Wells,J. Wells,,,,,Mid-Range,8-16 Left,13.78,Missed,,,,,,,,,,,,,,,,,,
26,PT09M34.00S,2026-02-26T00:44:05.1Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,3,4,2026-02-26T00:44:06Z,260000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Left,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,
27,PT09M22.00S,2026-02-26T00:44:16.5Z,1,REGULAR,3pt,Jump Shot,[],1642954,9.937582128777924,3.9215686274509802,1610612744,3,7,2026-02-26T00:44:20Z,270000,False,230.0,41.0,1,left,W. Richard 3PT  (3 PTS) (B. Podziemski 1 AST),"[1642954, 1641764]",1610612744.0,GSW,,,,Richard,W. Richard,,,,,Right Corner 3,24+ Right,23.4,Made,3.0,B. Podziemski,1641764.0,1.0,,,,,,,,,,,,,,
29,PT09M03.00S,2026-02-26T00:44:37.1Z,1,REGULAR,foul,personal,['2freethrow'],201143,,,1610612763,3,7,2026-02-26T00:44:45Z,290000,False,,,0,,A. Horford shooting personal FOUL (1 PF) (Jackson 2 FT),"[201143, 1641713]",1610612744.0,GSW,shooting,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200833.0,,,,,1.0,0.0,Jackson,1641713.0,,,,,
31,PT09M03.00S,2026-02-26T00:45:08.5Z,1,REGULAR,freethrow,1 of 2,[],1641713,,,1610612763,4,7,2026-02-26T00:45:08Z,310000,False,,,0,,G. Jackson Free Throw 1 of 2 (1 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
32,PT09M03.00S,2026-02-26T00:45:10.2Z,1,REGULAR,substitution,out,[],1630611,,,1610612763,4,7,2026-02-26T00:45:15Z,320000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M03.00S,2026-02-26T00:45:10.2Z,1,REGULAR,substitution,out,[],1642954,,,1610612763,4,7,2026-02-26T00:45:15Z,330000,False,,,0,,SUB out: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M03.00S,2026-02-26T00:45:10.2Z,1,REGULAR,substitution,in,[],1627780,,,1610612763,4,7,2026-02-26T00:45:15Z,340000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M03.00S,2026-02-26T00:45:10.2Z,1,REGULAR,substitution,in,[],1630311,,,1610612763,4,7,2026-02-26T00:45:15Z,350000,False,,,0,,SUB in: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M03.00S,2026-02-26T00:45:30.1Z,1,REGULAR,freethrow,2 of 2,[],1641713,,,1610612763,5,7,2026-02-26T00:45:30Z,360000,False,,,0,,G. Jackson Free Throw 2 of 2 (2 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
37,PT08M50.00S,2026-02-26T00:45:44.9Z,1,REGULAR,turnover,bad pass,[],1641764,,,1610612744,5,7,2026-02-26T00:45:49Z,370000,False,,,0,,B. Podziemski bad pass TURNOVER (1 TO),"[1641764, 1641713]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Jackson,1641713.0,,
38,PT08M50.00S,2026-02-26T00:45:44.9Z,1,REGULAR,steal,,[],1641713,,,1610612763,5,7,2026-02-26T00:49:02Z,380000,False,,,0,,G. Jackson STEAL (1 STL),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
39,PT08M45.00S,2026-02-26T00:45:50.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641713,92.19776609724047,47.794117647058826,1610612763,7,7,2026-02-26T00:45:55Z,390000,False,-11.0,21.0,1,right,G. Jackson running DUNK (4 PTS) (O. Prosper 1 AST),"[1641713, 1641765]",1610612763.0,MEM,running,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,2.35,Made,4.0,O. Prosper,1641765.0,1.0,,,,,,,,,,,,,,
41,PT08M34.00S,2026-02-26T00:46:04.7Z,1,REGULAR,foul,personal,[],1629660,,,1610612744,7,7,2026-02-26T00:46:31Z,410000,False,,,0,,T. Jerome personal FOUL (1 PF),"[1629660, 201143]",1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,Mid-Range,16-24 Right,,,,,,,202901.0,,,,,1.0,0.0,Horford,201143.0,,,,,
44,PT08M25.00S,2026-02-26T00:46:27.6Z,1,REGULAR,3pt,Jump Shot,[],1627780,29.911300919842315,67.64705882352942,1610612744,7,7,2026-02-26T00:46:33Z,440000,False,-88.0,229.0,1,left,MISS G. Payton II 24' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Left Center,24.51,Missed,,,,,,,,,,,,,,,,,,
45,PT08M22.00S,2026-02-26T00:46:30.3Z,1,REGULAR,rebound,defensive,[],1642914,,,1610612763,7,7,2026-02-26T00:46:30Z,450000,False,,,0,,J. Small REBOUND (Off:0 Def:2),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,Above the Break 3,24+ Left Center,,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,
46,PT08M11.00S,2026-02-26T00:46:41.7Z,1,REGULAR,turnover,bad pass,[],1641713,,,1610612763,7,7,2026-02-26T00:46:45Z,460000,False,,,0,,G. Jackson bad pass TURNOVER (1 TO),"[1641713, 1627780]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Payton II,1627780.0,,
47,PT08M11.00S,2026-02-26T00:46:41.7Z,1,REGULAR,steal,,[],1627780,,,1610612744,7,7,2026-02-26T00:46:43Z,470000,False,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
48,PT08M08.00S,2026-02-26T00:46:43.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630311,6.783837056504599,50.98039215686274,1610612744,7,9,2026-02-26T00:46:53Z,480000,False,-5.0,11.0,1,left,P. Spencer running finger roll Layup (2 PTS) (G. Payton II 1 AST),"[1630311, 1627780]",1610612744.0,GSW,running finger roll,,,Spencer,P. Spencer,,,,,Restricted Area,0-8 Center,1.23,Made,2.0,G. Payton II,1627780.0,1.0,,,,,,,,,,,,,,
50,PT07M50.00S,2026-02-26T00:47:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642914,88.12417871222075,50.73529411764706,1610612763,9,9,2026-02-26T00:47:08Z,500000,False,4.0,59.0,1,right,J. Small cutting Layup (2 PTS) (T. Jerome 1 AST),"[1642914, 1629660]",1610612763.0,MEM,cutting,,,Small,J. Small,,,,,In The Paint (Non-RA),0-8 Center,5.92,Made,2.0,T. Jerome,1629660.0,1.0,,,,,,,,,,,,,,
52,PT07M50.00S,2026-02-26T00:47:12.7Z,1,REGULAR,foul,personal,['1freethrow'],1641764,,,1610612763,9,9,2026-02-26T00:47:35Z,520000,False,,,0,,B. Podziemski shooting personal FOUL (1 PF) (Small 1 FT),"[1641764, 1642914]",1610612744.0,GSW,shooting,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202901.0,,,,,1.0,0.0,Small,1642914.0,,,,,
54,PT07M50.00S,2026-02-26T00:47:19.4Z,1,REGULAR,substitution,out,[],1641765,,,1610612763,9,9,2026-02-26T00:47:23Z,540000,False,,,0,,SUB out: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M50.00S,2026-02-26T00:47:19.4Z,1,REGULAR,substitution,out,[],1641713,,,1610612763,9,9,2026-02-26T00:47:23Z,550000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M50.00S,2026-02-26T00:47:19.4Z,1,REGULAR,substitution,in,[],1641712,,,1610612763,9,9,2026-02-26T00:47:23Z,560000,False,,,0,,SUB in: R. Rupert,[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M50.00S,2026-02-26T00:47:19.4Z,1,REGULAR,substitution,in,[],1641707,,,1610612763,9,9,2026-02-26T00:47:23Z,570000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M50.00S,2026-02-26T00:47:38.3Z,1,REGULAR,freethrow,1 of 1,[],1642914,,,1610612763,10,9,2026-02-26T00:47:38Z,580000,False,,,0,,J. Small Free Throw 1 of 1 (3 PTS),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
59,PT07M27.00S,2026-02-26T00:48:06.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630541,4.418528252299605,34.31372549019608,1610612744,10,11,2026-02-26T00:48:12Z,590000,False,78.0,-11.0,1,left,M. Moody 7' floating Jump Shot (2 PTS),[1630541],1610612744.0,GSW,floating,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,2.0,,,,,,,,,,,,,,,,,
60,PT07M15.00S,2026-02-26T00:48:18.6Z,1,REGULAR,3pt,Jump Shot,[],1641712,87.99277266754271,95.09803921568627,1610612763,10,11,2026-02-26T00:48:22Z,600000,False,225.0,60.0,1,right,MISS R. Rupert 3PT,[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,Right Corner 3,24+ Right,23.34,Missed,,,,,,,,,,,,,,,,,,
61,PT07M11.00S,2026-02-26T00:48:22.6Z,1,REGULAR,rebound,defensive,[],201143,,,1610612744,10,11,2026-02-26T00:48:22Z,610000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,
62,PT06M57.00S,2026-02-26T00:48:36.0Z,1,REGULAR,3pt,Jump Shot,[],1627780,14.668199737187912,3.431372549019608,1610612744,10,14,2026-02-26T00:48:40Z,620000,False,233.0,85.0,1,left,G. Payton II 24' 3PT  (3 PTS) (M. Moody 1 AST),"[1627780, 1630541]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Right Corner 3,24+ Right,24.8,Made,3.0,M. Moody,1630541.0,1.0,,,,,,,,,,,,,,
64,PT06M45.00S,2026-02-26T00:48:48.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,87.07293035479631,37.00980392156863,1610612763,12,14,2026-02-26T00:48:55Z,640000,False,-65.0,69.0,1,right,T. Jerome 9' driving floating Jump Shot (5 PTS),[1629660],1610612763.0,MEM,driving floating,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Left,9.48,Made,5.0,,,,,,,,,,,,,,,,,
65,PT06M33.00S,2026-02-26T00:48:59.6Z,1,REGULAR,3pt,Jump Shot,[],1627780,6.521024967148489,94.36274509803921,1610612744,12,14,2026-02-26T00:49:04Z,650000,False,-222.0,9.0,1,left,MISS G. Payton II 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Left Corner 3,24+ Left,22.2,Missed,,,,,,,,,,,,,,,,,,
66,PT06M30.00S,2026-02-26T00:49:03.9Z,1,REGULAR,rebound,offensive,[],1630311,,,1610612744,12,14,2026-02-26T00:49:03Z,660000,False,,,0,,P. Spencer REBOUND (Off:1 Def:0),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Left Corner 3,24+ Left,,,,,,,,65.0,1.0,0.0,1.0,,,,,,,,,
67,PT06M29.00S,2026-02-26T00:49:05.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641764,31.882391590013142,60.78431372549019,1610612744,12,17,2026-02-26T00:49:16Z,670000,False,-54.0,247.0,1,left,B. Podziemski 25' 3PT  (3 PTS) (P. Spencer 1 AST),"[1641764, 1630311]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,25.3,Made,3.0,P. Spencer,1630311.0,1.0,,,,,,,,,,,,,,
69,PT06M29.00S,2026-02-26T00:49:09.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,12,17,2026-02-26T00:49:09Z,690000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M29.00S,2026-02-26T00:50:35.8Z,1,REGULAR,substitution,out,[],1629660,,,1610612763,12,17,2026-02-26T00:51:53Z,700000,False,,,0,,SUB out: T. Jerome,[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M29.00S,2026-02-26T00:50:35.8Z,1,REGULAR,substitution,out,[],1642914,,,1610612763,12,17,2026-02-26T00:51:53Z,710000,False,,,0,,SUB out: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M29.00S,2026-02-26T00:50:35.8Z,1,REGULAR,substitution,out,[],201143,,,1610612763,12,17,2026-02-26T00:51:53Z,720000,False,,,0,,SUB out: A. Horford,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M29.00S,2026-02-26T00:50:35.8Z,1,REGULAR,substitution,in,[],1630590,,,1610612763,12,17,2026-02-26T00:51:53Z,730000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M29.00S,2026-02-26T00:50:35.8Z,1,REGULAR,substitution,in,[],1642383,,,1610612763,12,17,2026-02-26T00:51:53Z,740000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M29.00S,2026-02-26T00:50:35.8Z,1,REGULAR,substitution,in,[],1642366,,,1610612763,12,17,2026-02-26T00:51:53Z,750000,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M17.00S,2026-02-26T00:52:17.6Z,1,REGULAR,3pt,Jump Shot,[],1642383,70.77858081471747,20.833333333333336,1610612763,12,17,2026-02-26T00:52:21Z,760000,False,-146.0,222.0,1,right,MISS W. Clayton Jr. 26' 3PT,[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Left Center,26.58,Missed,,,,,,,,,,,,,,,,,,
77,PT06M13.00S,2026-02-26T00:52:20.5Z,1,REGULAR,rebound,offensive,[],1630590,,,1610612763,12,17,2026-02-26T00:52:20Z,770000,False,,,0,,S. Pippen Jr. REBOUND (Off:1 Def:0),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,76.0,1.0,0.0,1.0,,,,,,,,,
78,PT06M09.00S,2026-02-26T00:52:24.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630590,67.88764783180025,68.38235294117648,1610612763,15,17,2026-02-26T00:52:28Z,780000,False,92.0,249.0,1,right,S. Pippen Jr. 26' 3PT  (3 PTS) (R. Rupert 1 AST),"[1630590, 1641712]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Right Center,26.58,Made,3.0,R. Rupert,1641712.0,1.0,,,,,,,,,,,,,,
80,PT05M49.00S,2026-02-26T00:52:44.8Z,1,REGULAR,turnover,lost ball,[],1630311,,,1610612744,15,17,2026-02-26T00:52:48Z,800000,False,,,0,,P. Spencer lost ball TURNOVER (1 TO),"[1630311, 1641712]",1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Rupert,1641712.0,,
81,PT05M49.00S,2026-02-26T00:52:44.8Z,1,REGULAR,steal,,[],1641712,,,1610612763,15,17,2026-02-26T00:52:46Z,810000,False,,,0,,R. Rupert STEAL (1 STL),[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
82,PT05M45.00S,2026-02-26T00:52:49.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641707,91.67214191852825,45.09803921568628,1610612763,15,17,2026-02-26T01:13:32Z,820000,False,-25.0,26.0,1,right,MISS T. Hendricks running DUNK - blocked,"[1641707, 1630311]",1610612763.0,MEM,running,,,Hendricks,T. Hendricks,,,,,Restricted Area,0-8 Center,3.56,Missed,,,,,,,,,,,,,,,,,Spencer,1630311.0
83,PT05M45.00S,2026-02-26T00:52:49.6Z,1,REGULAR,block,,[],1630311,,,1610612763,15,17,2026-02-26T00:52:54Z,830000,False,,,0,,P. Spencer BLOCK (1 BLK),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
84,PT05M38.00S,2026-02-26T00:52:56.6Z,1,REGULAR,rebound,defensive,[],1642366,,,1610612744,15,17,2026-02-26T00:53:14Z,840000,False,,,0,,Q. Post REBOUND (Off:0 Def:1),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,
85,PT05M37.00S,2026-02-26T00:52:57.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641764,27.808804204993432,78.43137254901961,1610612744,15,17,2026-02-26T01:23:46Z,850000,False,-142.0,209.0,1,left,MISS B. Podziemski 25' running pullup 3PT,[1641764],1610612744.0,GSW,running pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
86,PT05M37.00S,2026-02-26T00:52:57.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,15,17,2026-02-26T01:56:53Z,860000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,85.0,,,,,,,,,,,,
87,PT05M37.00S,2026-02-26T00:53:04.9Z,1,REGULAR,foul,personal,[],1627780,,,1610612763,15,17,2026-02-26T00:53:09Z,870000,False,,,0,,G. Payton II personal FOUL (1 PF),"[1627780, 1641707]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202901.0,,,,,1.0,0.0,Hendricks,1641707.0,,,,,
