actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
179,PT12M00.00S,2026-02-26T01:05:54.4Z,2,REGULAR,substitution,out,['startperiod'],1642383,,,1610612744,31,34,2026-02-26T01:07:48Z,1760000,False,,,0,,SUB out: W. Clayton Jr.,[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2026-02-26T01:05:54.4Z,2,REGULAR,substitution,out,['startperiod'],1642954,,,1610612744,31,34,2026-02-26T01:07:48Z,1770000,False,,,0,,SUB out: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2026-02-26T01:05:54.4Z,2,REGULAR,substitution,out,['startperiod'],1642502,,,1610612744,31,34,2026-02-26T01:07:48Z,1780000,False,,,0,,SUB out: M. Leons,[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2026-02-26T01:05:54.4Z,2,REGULAR,substitution,in,['startperiod'],1629660,,,1610612744,31,34,2026-02-26T01:07:48Z,1790000,False,,,0,,SUB in: T. Jerome,[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2026-02-26T01:05:54.4Z,2,REGULAR,substitution,in,['startperiod'],1641764,,,1610612744,31,34,2026-02-26T01:07:48Z,1800000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2026-02-26T01:05:54.4Z,2,REGULAR,substitution,in,['startperiod'],1630311,,,1610612744,31,34,2026-02-26T01:07:48Z,1810000,False,,,0,,SUB in: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2026-02-26T01:08:03.6Z,2,REGULAR,period,start,[],0,,,1610612763,31,34,2026-02-26T01:08:03Z,1820000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M52.00S,2026-02-26T01:08:12.9Z,2,REGULAR,turnover,traveling,[],1641713,,,1610612763,31,34,2026-02-26T01:08:20Z,1830000,False,,,0,,G. Jackson traveling TURNOVER (2 TO),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1146.0,,,,,,,,,2.0,,,,
187,PT11M35.00S,2026-02-26T01:08:36.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630541,6.915243101182654,95.09803921568627,1610612744,31,37,2026-02-26T01:08:47Z,1840000,False,-225.0,13.0,1,left,M. Moody 3PT  (5 PTS) (B. Podziemski 3 AST),"[1630541, 1641764]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Left Corner 3,24+ Left,22.58,Made,5.0,B. Podziemski,1641764.0,3.0,,,,,,,,,,,,,,
189,PT11M12.00S,2026-02-26T01:09:09.3Z,2,REGULAR,foul,personal,['2freethrow'],1630311,,,1610612763,31,37,2026-02-26T01:09:23Z,1860000,False,,,0,,P. Spencer shooting personal FOUL (1 PF) (Jerome 2 FT),"[1630311, 1629660]",1610612744.0,GSW,shooting,,,Spencer,P. Spencer,,,,,Mid-Range,16-24 Left Center,,,,,,,1146.0,,,,,1.0,0.0,Jerome,1629660.0,,,,,
191,PT11M12.00S,2026-02-26T01:09:30.2Z,2,REGULAR,freethrow,1 of 2,[],1629660,,,1610612763,32,37,2026-02-26T01:09:30Z,1880000,False,,,0,,T. Jerome Free Throw 1 of 2 (6 PTS),[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
192,PT11M12.00S,2026-02-26T01:09:45.5Z,2,REGULAR,freethrow,2 of 2,[],1629660,,,1610612763,33,37,2026-02-26T01:09:45Z,1890000,False,,,0,,T. Jerome Free Throw 2 of 2 (7 PTS),[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
214,PT10M48.00S,2026-02-26T01:09:53.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,7.703679369250986,50.49019607843137,1610612744,33,37,2026-02-26T01:15:15Z,1900000,False,-2.0,20.0,1,left,MISS B. Podziemski driving Layup - blocked,"[1641764, 1641765]",1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,2.01,Missed,,,,,,,,,,,,,,,,,Prosper,1641765.0
215,PT10M48.00S,2026-02-26T01:09:53.4Z,2,REGULAR,block,,[],1641765,,,1610612744,33,37,2026-02-26T02:04:43Z,1905000,False,,,0,,O. Prosper BLOCK (1 BLK),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
216,PT10M48.00S,2026-02-26T01:09:53.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,33,37,2026-02-26T01:15:15Z,1907500,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,214.0,,,,,,,,,,,,
194,PT10M48.00S,2026-02-26T01:10:16.7Z,2,REGULAR,foul,personal,[],1642285,,,1610612744,33,37,2026-02-26T01:15:21Z,1910000,False,,,0,,C. Spencer loose ball personal FOUL (1 PF),"[1642285, 1627780]",1610612763.0,MEM,loose ball,,,Spencer,C. Spencer,,,,,Restricted Area,0-8 Center,,,,,,,1146.0,,,,,1.0,0.0,Payton II,1627780.0,,,,,
196,PT10M40.00S,2026-02-26T01:10:40.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627780,26.10052562417871,82.84313725490196,1610612744,33,37,2026-02-26T01:15:15Z,1930000,False,-164.0,193.0,1,left,MISS G. Payton II 25' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,,,,,,,,,,,,,,,,,
197,PT10M36.00S,2026-02-26T01:10:44.9Z,2,REGULAR,rebound,defensive,[],1629660,,,1610612763,33,37,2026-02-26T01:10:45Z,1940000,False,,,0,,T. Jerome REBOUND (Off:0 Def:2),[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Left Center,,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,,
198,PT10M29.00S,2026-02-26T01:10:50.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,84.05059132720105,55.392156862745104,1610612763,33,37,2026-02-26T01:10:56Z,1950000,False,27.0,97.0,1,right,MISS T. Jerome 10' turnaround Shot,[1629660],1610612763.0,MEM,turnaround,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,10.11,Missed,,,,,,,,,,,,,,,,,,
199,PT10M27.00S,2026-02-26T01:10:52.9Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,33,37,2026-02-26T01:10:56Z,1960000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:3),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,198.0,3.0,3.0,0.0,,,,,,,,,
200,PT10M18.00S,2026-02-26T01:11:02.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,5.601182654402102,51.225490196078425,1610612744,33,39,2026-02-26T01:11:06Z,1970000,False,-6.0,0.0,1,left,G. Payton II cutting DUNK (5 PTS) (A. Horford 2 AST),"[1627780, 201143]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,0.61,Made,5.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,,
202,PT10M01.00S,2026-02-26T01:11:19.2Z,2,REGULAR,3pt,Jump Shot,[],1629660,68.01905387647832,70.58823529411765,1610612763,33,39,2026-02-26T01:11:25Z,1990000,False,103.0,248.0,1,right,MISS T. Jerome 26' step back 3PT,[1629660],1610612763.0,MEM,step back,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Right Center,26.86,Missed,,,,,,,,,,,,,,,,,,
203,PT09M58.00S,2026-02-26T01:11:22.2Z,2,REGULAR,rebound,defensive,[],201143,,,1610612744,33,39,2026-02-26T01:11:25Z,2000000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,,202.0,3.0,3.0,0.0,,,,,,,,,
204,PT09M51.00S,2026-02-26T01:11:29.2Z,2,REGULAR,3pt,Jump Shot,[],201143,32.40801576872536,46.81372549019608,1610612744,33,42,2026-02-26T01:11:34Z,2010000,False,16.0,252.0,1,left,A. Horford 25' 3PT  (5 PTS) (B. Podziemski 4 AST),"[201143, 1641764]",1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,25.26,Made,5.0,B. Podziemski,1641764.0,4.0,,,,,,,,,,,,,,
206,PT09M39.00S,2026-02-26T01:11:41.3Z,2,REGULAR,3pt,Jump Shot,[],1642914,90.88370565045992,4.6568627450980395,1610612763,33,42,2026-02-26T01:11:52Z,2030000,False,-227.0,33.0,1,right,MISS J. Small 3PT - blocked,"[1642914, 201143]",1610612763.0,MEM,,,,Small,J. Small,,,,,Left Corner 3,24+ Left,22.91,Missed,,,,,,,,,,,,,,,,,Horford,201143.0
208,PT09M39.00S,2026-02-26T01:11:41.3Z,2,REGULAR,block,,[],201143,,,1610612763,33,42,2026-02-26T01:11:52Z,2035000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
207,PT09M36.00S,2026-02-26T01:11:44.3Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,33,42,2026-02-26T01:11:52Z,2040000,False,,,0,,G. Payton II REBOUND (Off:0 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Left Corner 3,24+ Left,,,,,,,,206.0,2.0,2.0,0.0,,,,,,,,,
211,PT09M14.00S,2026-02-26T01:12:17.7Z,2,REGULAR,foul,personal,['2freethrow'],1641765,,,1610612744,33,42,2026-02-26T01:12:27Z,2070000,False,,,0,,O. Prosper shooting personal FOUL (1 PF) (Podziemski 2 FT),"[1641765, 1641764]",1610612763.0,MEM,shooting,,,Prosper,O. Prosper,,,,,Mid-Range,8-16 Center,,,,,,,202901.0,,,,,1.0,0.0,Podziemski,1641764.0,,,,,
213,PT09M14.00S,2026-02-26T01:12:32.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,33,42,2026-02-26T01:12:32Z,2090000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M14.00S,2026-02-26T01:15:07.9Z,2,REGULAR,substitution,out,[],1627780,,,1610612744,33,42,2026-02-26T01:15:28Z,2100000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M14.00S,2026-02-26T01:15:07.9Z,2,REGULAR,substitution,out,[],1630541,,,1610612744,33,42,2026-02-26T01:15:28Z,2110000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M14.00S,2026-02-26T01:15:07.9Z,2,REGULAR,substitution,in,[],1642502,,,1610612744,33,42,2026-02-26T01:15:28Z,2120000,False,,,0,,SUB in: M. Leons,[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M14.00S,2026-02-26T01:15:07.9Z,2,REGULAR,substitution,in,[],1642954,,,1610612744,33,42,2026-02-26T01:15:28Z,2130000,False,,,0,,SUB in: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M14.00S,2026-02-26T01:15:50.3Z,2,REGULAR,freethrow,1 of 2,[],1641764,,,1610612744,33,43,2026-02-26T01:15:50Z,2140000,False,,,0,,B. Podziemski Free Throw 1 of 2 (6 PTS),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
222,PT09M14.00S,2026-02-26T01:16:04.7Z,2,REGULAR,freethrow,2 of 2,[],1641764,,,1610612744,33,44,2026-02-26T01:16:04Z,2150000,False,,,0,,B. Podziemski Free Throw 2 of 2 (7 PTS),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
223,PT09M05.00S,2026-02-26T01:16:15.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642914,93.51182654402102,53.431372549019606,1610612763,35,44,2026-02-26T01:16:21Z,2160000,False,17.0,8.0,1,right,J. Small driving reverse Layup (5 PTS) (T. Jerome 2 AST),"[1642914, 1629660]",1610612763.0,MEM,driving reverse,,,Small,J. Small,,,,,Restricted Area,0-8 Center,1.92,Made,5.0,T. Jerome,1629660.0,2.0,,,,,,,,,,,,,,
225,PT08M44.00S,2026-02-26T01:16:36.2Z,2,REGULAR,3pt,Jump Shot,[],1642954,19.66162943495401,8.823529411764707,1610612744,35,44,2026-02-26T01:16:41Z,2180000,False,206.0,132.0,1,left,MISS W. Richard 24' 3PT,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Above the Break 3,24+ Right Center,24.47,Missed,,,,,,,,,,,,,,,,,,
226,PT08M40.00S,2026-02-26T01:16:40.2Z,2,REGULAR,rebound,defensive,[],1641765,,,1610612763,35,44,2026-02-26T01:16:41Z,2190000,False,,,0,,O. Prosper REBOUND (Off:1 Def:1),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Right Center,,,,,,,,225.0,2.0,1.0,1.0,,,,,,,,,
227,PT08M32.00S,2026-02-26T01:16:48.4Z,2,REGULAR,3pt,Jump Shot,[],1641713,81.553876478318,6.127450980392156,1610612763,35,44,2026-02-26T01:16:52Z,2200000,False,-219.0,121.0,1,right,MISS G. Jackson 25' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,25.05,Missed,,,,,,,,,,,,,,,,,,
228,PT08M29.00S,2026-02-26T01:16:51.4Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,35,44,2026-02-26T01:16:54Z,2210000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:4),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,,,,,,227.0,4.0,4.0,0.0,,,,,,,,,
229,PT08M08.00S,2026-02-26T01:17:12.2Z,2,REGULAR,3pt,Jump Shot,[],1642954,4.681340341655716,3.6764705882352944,1610612744,35,44,2026-02-26T01:17:17Z,2220000,False,232.0,-8.0,1,left,MISS W. Richard 3PT,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Right Corner 3,24+ Right,23.18,Missed,,,,,,,,,,,,,,,,,,
230,PT08M04.00S,2026-02-26T01:17:16.2Z,2,REGULAR,rebound,defensive,[],1642285,,,1610612763,35,44,2026-02-26T01:17:17Z,2230000,False,,,0,,C. Spencer REBOUND (Off:0 Def:1),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Right Corner 3,24+ Right,,,,,,,,229.0,1.0,1.0,0.0,,,,,,,,,
231,PT07M46.00S,2026-02-26T01:17:35.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641765,87.72996057818659,56.86274509803921,1610612763,35,44,2026-02-26T01:17:42Z,2240000,False,34.0,63.0,1,right,MISS O. Prosper 7' driving floating Shot - blocked,"[1641765, 1642502]",1610612763.0,MEM,driving floating,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),0-8 Center,7.16,Missed,,,,,,,,,,,,,,,,,Leons,1642502.0
232,PT07M46.00S,2026-02-26T01:17:35.5Z,2,REGULAR,block,,[],1642502,,,1610612763,35,44,2026-02-26T01:17:38Z,2250000,False,,,0,,M. Leons BLOCK (1 BLK),[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
233,PT07M42.00S,2026-02-26T01:17:39.5Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,35,44,2026-02-26T01:17:42Z,2260000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:5),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,231.0,5.0,5.0,0.0,,,,,,,,,
234,PT07M37.00S,2026-02-26T01:17:44.0Z,2,REGULAR,3pt,Jump Shot,[],201143,27.94021024967148,12.009803921568627,1610612744,35,47,2026-02-26T01:17:49Z,2270000,False,190.0,210.0,1,left,A. Horford 28' 3PT  (8 PTS) (B. Podziemski 5 AST),"[201143, 1641764]",1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,28.33,Made,8.0,B. Podziemski,1641764.0,5.0,,,,,,,,,,,,,,
236,PT07M19.00S,2026-02-26T01:18:02.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642285,91.93495400788436,52.450980392156865,1610612763,37,47,2026-02-26T01:18:06Z,2290000,False,12.0,23.0,1,right,C. Spencer cutting finger roll Layup (5 PTS) (O. Prosper 2 AST),"[1642285, 1641765]",1610612763.0,MEM,cutting finger roll,,,Spencer,C. Spencer,,,,,Restricted Area,0-8 Center,2.63,Made,5.0,O. Prosper,1641765.0,2.0,,,,,,,,,,,,,,
238,PT07M10.00S,2026-02-26T01:18:11.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201143,9.149145860709593,49.754901960784316,1610612744,37,47,2026-02-26T01:18:15Z,2310000,False,1.0,34.0,1,left,MISS A. Horford turnaround Hook - blocked,"[201143, 1641713]",1610612744.0,GSW,turnaround,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,3.35,Missed,,,,,,,,,,,,,,,,,Jackson,1641713.0
239,PT07M10.00S,2026-02-26T01:18:11.4Z,2,REGULAR,block,,[],1641713,,,1610612744,37,47,2026-02-26T01:18:13Z,2320000,False,,,0,,G. Jackson BLOCK (1 BLK),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
240,PT07M08.00S,2026-02-26T01:18:13.4Z,2,REGULAR,rebound,offensive,[],1642502,,,1610612744,37,47,2026-02-26T01:18:15Z,2330000,False,,,0,,M. Leons REBOUND (Off:3 Def:1),[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,Restricted Area,0-8 Center,,,,,,,,238.0,4.0,1.0,3.0,,,,,,,,,
241,PT07M08.00S,2026-02-26T01:18:16.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642954,7.046649145860711,42.15686274509804,1610612744,37,49,2026-02-26T01:18:53Z,2340000,False,39.0,14.0,1,left,W. Richard reverse Layup (10 PTS) (M. Leons 1 AST),"[1642954, 1642502]",1610612744.0,GSW,reverse,,,Richard,W. Richard,,,,,Restricted Area,0-8 Center,4.15,Made,10.0,M. Leons,1642502.0,1.0,,,,,,,,,,,,,,
243,PT07M08.00S,2026-02-26T01:18:22.2Z,2,REGULAR,foul,personal,['1freethrow'],1642285,,,1610612744,37,49,2026-02-26T01:18:48Z,2360000,False,,,0,,C. Spencer shooting personal FOUL (2 PF) (Richard 1 FT),"[1642285, 1642954]",1610612763.0,MEM,shooting,,,Spencer,C. Spencer,,,,,Restricted Area,0-8 Center,,,,,,,200833.0,,,,,2.0,0.0,Richard,1642954.0,,,,,
245,PT07M08.00S,2026-02-26T01:18:28.2Z,2,REGULAR,substitution,out,[],1642914,,,1610612744,37,49,2026-02-26T01:18:37Z,2380000,False,,,0,,SUB out: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M08.00S,2026-02-26T01:18:28.2Z,2,REGULAR,substitution,out,[],1641765,,,1610612744,37,49,2026-02-26T01:18:37Z,2390000,False,,,0,,SUB out: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M08.00S,2026-02-26T01:18:28.2Z,2,REGULAR,substitution,out,[],1641764,,,1610612744,37,49,2026-02-26T01:18:37Z,2400000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M08.00S,2026-02-26T01:18:28.2Z,2,REGULAR,substitution,out,[],201143,,,1610612744,37,49,2026-02-26T01:18:37Z,2410000,False,,,0,,SUB out: A. Horford,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M08.00S,2026-02-26T01:18:28.2Z,2,REGULAR,substitution,in,[],1641707,,,1610612744,37,49,2026-02-26T01:18:37Z,2420000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M08.00S,2026-02-26T01:18:28.2Z,2,REGULAR,substitution,in,[],1630590,,,1610612744,37,49,2026-02-26T01:18:37Z,2430000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M08.00S,2026-02-26T01:18:28.2Z,2,REGULAR,substitution,in,[],1630611,,,1610612744,37,49,2026-02-26T01:18:37Z,2440000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M08.00S,2026-02-26T01:18:28.2Z,2,REGULAR,substitution,in,[],1642366,,,1610612744,37,49,2026-02-26T01:18:37Z,2450000,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M08.00S,2026-02-26T01:18:49.1Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1642954,,,1610612744,37,50,2026-02-26T01:18:49Z,2460000,False,,,0,,W. Richard Free Throw 1 of 1 (11 PTS),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
254,PT06M58.00S,2026-02-26T01:18:58.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641713,88.38699080157687,38.48039215686275,1610612763,37,50,2026-02-26T01:19:05Z,2470000,False,-58.0,57.0,1,right,MISS G. Jackson 8' driving floating bank Shot,[1641713],1610612763.0,MEM,driving floating bank,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Left,8.08,Missed,,,,,,,,,,,,,,,,,,
255,PT06M54.00S,2026-02-26T01:19:02.1Z,2,REGULAR,rebound,offensive,[],1641713,,,1610612763,37,50,2026-02-26T01:19:05Z,2480000,False,,,0,,G. Jackson REBOUND (Off:1 Def:0),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,254.0,1.0,0.0,1.0,,,,,,,,,
256,PT06M54.00S,2026-02-26T01:19:02.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641713,94.40999984741211,50.0,1610612763,39,50,2026-02-26T01:19:02Z,2490000,False,0.0,0.0,1,right,G. Jackson tip Layup (9 PTS),[1641713],1610612763.0,MEM,tip,,,Jackson,G. Jackson,,,,,Mid-Range,8-16 Left,0.0,Made,9.0,,,,,,,,,,,,,,,,,
257,PT06M35.00S,2026-02-26T01:19:20.7Z,2,REGULAR,turnover,bad pass,[],1642954,,,1610612744,39,50,2026-02-26T01:19:24Z,2500000,False,,,0,,W. Richard bad pass TURNOVER (1 TO),"[1642954, 1629660]",1610612744.0,GSW,,,,Richard,W. Richard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Jerome,1629660.0,,
258,PT06M35.00S,2026-02-26T01:19:20.7Z,2,REGULAR,steal,,[],1629660,,,1610612763,39,50,2026-02-26T01:19:22Z,2510000,False,,,0,,T. Jerome STEAL (1 STL),[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
259,PT06M26.00S,2026-02-26T01:19:29.9Z,2,REGULAR,turnover,bad pass,[],1642285,,,1610612763,39,50,2026-02-26T01:19:37Z,2520000,False,,,0,,C. Spencer bad pass TURNOVER (1 TO),"[1642285, 1642366]",1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Post,1642366.0,,
260,PT06M26.00S,2026-02-26T01:19:29.9Z,2,REGULAR,steal,,[],1642366,,,1610612744,39,50,2026-02-26T01:19:33Z,2530000,False,,,0,,Q. Post STEAL (1 STL),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
261,PT06M13.00S,2026-02-26T01:19:43.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642366,30.042706964520367,30.14705882352941,1610612744,39,53,2026-02-26T01:19:47Z,2540000,False,99.0,230.0,1,left,Q. Post 25' 3PT  (8 PTS) (P. Spencer 4 AST),"[1642366, 1630311]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Right Center,25.04,Made,8.0,P. Spencer,1630311.0,4.0,,,,,,,,,,,,,,
263,PT06M13.00S,2026-02-26T01:19:48.5Z,2,REGULAR,foul,personal,['1freethrow'],1630590,,,1610612744,39,53,2026-02-26T01:20:11Z,2560000,False,,,0,,S. Pippen Jr. shooting personal FOUL (1 PF) (Post 1 FT),"[1630590, 1642366]",1610612763.0,MEM,shooting,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,202901.0,,,,,1.0,1.0,Post,1642366.0,,,,,
265,PT06M13.00S,2026-02-26T01:19:56.2Z,2,REGULAR,substitution,out,[],1629660,,,1610612744,39,53,2026-02-26T01:20:09Z,2580000,False,,,0,,SUB out: T. Jerome,[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
