actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT06M50.00S,2025-10-25T00:21:52.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642276,87.33574244415243,37.254901960784316,1610612748,16,17,2025-10-25T00:21:59Z,870000,False,-64.0,67.0,1,right,MISS K. Ware 9' turnaround Shot,[1642276],1610612748.0,MIA,turnaround,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Left,9.21,Missed,,,,,,,,,,,,,,,,,,
88,PT06M46.00S,2025-10-25T00:21:56.8Z,1,REGULAR,rebound,offensive,[],203952,,,1610612748,16,17,2025-10-25T00:21:59Z,880000,False,,,0,,A. Wiggins REBOUND (Off:2 Def:0),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,87.0,2.0,0.0,2.0,,,,,,,,,
89,PT06M45.00S,2025-10-25T00:21:57.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628389,76.03482260183968,12.254901960784313,1610612748,16,20,2025-10-25T00:22:01Z,890000,False,-189.0,173.0,1,right,B. Adebayo 25' 3PT  (15 PTS) (A. Wiggins 1 AST),"[1628389, 203952]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,25.59,Made,15.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,,,,
91,PT06M35.00S,2025-10-25T00:22:07.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,9.411957950065702,36.27450980392157,1610612763,18,20,2025-10-25T00:22:12Z,910000,False,69.0,36.0,1,left,S. Aldama 7' driving floating bank Jump Shot (4 PTS) (J. Wells 1 AST),"[1630583, 1642377]",1610612763.0,MEM,driving floating bank,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,7.75,Made,4.0,J. Wells,1642377.0,1.0,,,,,,,,,,,,,,
93,PT06M27.00S,2025-10-25T00:22:18.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,18,20,2025-10-25T00:22:18Z,930000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT06M27.00S,2025-10-25T00:24:58.8Z,1,REGULAR,substitution,out,[],1642377,,,1610612748,18,20,2025-10-25T00:25:09Z,940000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT06M27.00S,2025-10-25T00:24:58.8Z,1,REGULAR,substitution,out,[],1629630,,,1610612748,18,20,2025-10-25T00:25:09Z,950000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT06M27.00S,2025-10-25T00:24:58.8Z,1,REGULAR,substitution,out,[],1641790,,,1610612748,18,20,2025-10-25T00:25:09Z,960000,False,,,0,,SUB out: P. Hall,[1641790],1610612763.0,MEM,,,,Hall,P. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT06M27.00S,2025-10-25T00:24:58.8Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,18,20,2025-10-25T00:25:09Z,970000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT06M27.00S,2025-10-25T00:24:58.8Z,1,REGULAR,substitution,in,[],1628991,,,1610612748,18,20,2025-10-25T00:25:09Z,980000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT06M27.00S,2025-10-25T00:24:58.8Z,1,REGULAR,substitution,in,[],1642914,,,1610612748,18,20,2025-10-25T00:25:09Z,990000,False,,,0,,SUB in: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT06M27.00S,2025-10-25T00:24:58.8Z,1,REGULAR,substitution,in,[],203484,,,1610612748,18,20,2025-10-25T00:25:09Z,1000000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT06M27.00S,2025-10-25T00:24:58.8Z,1,REGULAR,substitution,in,[],1631170,,,1610612748,18,20,2025-10-25T00:25:09Z,1010000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT06M24.00S,2025-10-25T00:25:30.1Z,1,REGULAR,foul,offensive,[],1631170,,,1610612748,18,20,2025-10-25T00:28:58Z,1020000,False,,,0,,J. Jaquez Jr. offensive FOUL (1 PF),"[1631170, 1642907]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1830.0,,,,,1.0,0.0,Coward,1642907.0,,,,,
104,PT06M24.00S,2025-10-25T00:25:30.1Z,1,REGULAR,turnover,offensive foul,[],1631170,,,1610612748,18,20,2025-10-25T00:25:30Z,1040000,False,,,0,,J. Jaquez Jr. offensive foul TURNOVER (1 TO),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1830.0,,,,,,,,,1.0,,,,
126,PT06M24.00S,2025-10-25T00:25:43.1Z,1,REGULAR,substitution,out,[],1642276,,,1610612763,18,20,2025-10-25T00:28:47Z,1045000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT06M24.00S,2025-10-25T00:25:43.1Z,1,REGULAR,substitution,in,[],1628389,,,1610612763,18,20,2025-10-25T00:28:47Z,1047500,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT06M09.00S,2025-10-25T00:25:56.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630583,32.276609724047304,21.813725490196077,1610612763,21,20,2025-10-25T00:26:00Z,1050000,False,141.0,251.0,1,left,S. Aldama 28' 3PT  (7 PTS) (J. Small 1 AST),"[1630583, 1642914]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,28.78,Made,7.0,J. Small,1642914.0,1.0,,,,,,,,,,,,,,
107,PT05M54.00S,2025-10-25T00:26:10.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,83.65637319316689,55.14705882352941,1610612748,21,22,2025-10-25T00:26:14Z,1070000,False,26.0,101.0,1,right,N. Powell 10' driving floating Jump Shot (2 PTS),[1626181],1610612748.0,MIA,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,10.43,Made,2.0,,,,,,,,,,,,,,,,,
108,PT05M32.00S,2025-10-25T00:26:32.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,12.959921156373195,44.11764705882353,1610612763,21,22,2025-10-25T00:26:38Z,1080000,False,29.0,69.0,1,left,MISS J. Jackson Jr. 7' turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.53,Missed,,,,,,,,,,,,,,,,,,
109,PT05M28.00S,2025-10-25T00:26:36.5Z,1,REGULAR,rebound,defensive,[],1631170,,,1610612748,21,22,2025-10-25T00:26:38Z,1090000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:1),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,,
110,PT05M12.00S,2025-10-25T00:26:52.8Z,1,REGULAR,3pt,Jump Shot,[],1628389,95.22010512483574,3.9215686274509802,1610612748,21,25,2025-10-25T00:27:00Z,1100000,False,-230.0,-8.0,1,right,B. Adebayo 3PT  (18 PTS) (D. Mitchell 4 AST),"[1628389, 1630558]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,23.05,Made,18.0,D. Mitchell,1630558.0,4.0,,,,,,,,,,,,,,
112,PT04M51.00S,2025-10-25T00:27:13.9Z,1,REGULAR,2pt,Hook,[],1628991,5.601182654402102,30.14705882352941,1610612763,21,25,2025-10-25T00:27:18Z,1120000,False,99.0,0.0,1,left,MISS J. Jackson Jr. 9' turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Right,9.93,Missed,,,,,,,,,,,,,,,,,,
113,PT04M48.00S,2025-10-25T00:27:16.9Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612748,21,25,2025-10-25T00:27:18Z,1130000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Mid-Range,8-16 Right,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,
114,PT04M45.00S,2025-10-25T00:27:20.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203952,74.58935611038108,86.02941176470588,1610612748,21,25,2025-10-25T00:27:28Z,1140000,False,180.0,186.0,1,right,MISS A. Wiggins 25' running 3PT,[203952],1610612748.0,MIA,running,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,,,,,,,,,,,,,,,,,
115,PT04M42.00S,2025-10-25T00:27:23.4Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,21,25,2025-10-25T00:27:28Z,1150000,False,,,0,,S. Aldama REBOUND (Off:1 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,,,,114.0,2.0,1.0,1.0,,,,,,,,,
116,PT04M31.00S,2025-10-25T00:27:33.7Z,1,REGULAR,3pt,Jump Shot,[],203484,13.748357424441524,94.85294117647058,1610612763,21,25,2025-10-25T00:27:43Z,1160000,False,-224.0,77.0,1,left,MISS K. Caldwell-Pope 3PT,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,23.71,Missed,,,,,,,,,,,,,,,,,,
117,PT04M27.00S,2025-10-25T00:27:37.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,21,25,2025-10-25T00:27:49Z,1170000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,
118,PT04M23.00S,2025-10-25T00:27:41.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628389,68.41327201051249,25.49019607843137,1610612748,21,25,2025-10-25T00:27:50Z,1180000,False,-123.0,244.0,1,right,MISS B. Adebayo 27' running 3PT,[1628389],1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,27.34,Missed,,,,,,,,,,,,,,,,,,
119,PT04M23.00S,2025-10-25T00:27:41.5Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,21,25,2025-10-25T00:27:50Z,1190000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,118.0,2.0,2.0,0.0,,,,,,,,,
120,PT04M04.00S,2025-10-25T00:28:01.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,16.770696452036795,45.83333333333333,1610612763,21,25,2025-10-25T00:28:06Z,1200000,False,21.0,105.0,1,left,MISS J. Jackson Jr. 10' turnaround Shot,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.71,Missed,,,,,,,,,,,,,,,,,,
121,PT04M01.00S,2025-10-25T00:28:04.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,21,25,2025-10-25T00:28:06Z,1210000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,120.0,2.0,2.0,0.0,,,,,,,,,
122,PT03M57.00S,2025-10-25T00:28:08.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628389,90.62089356110381,54.41176470588235,1610612748,21,25,2025-10-25T00:28:16Z,1220000,False,22.0,36.0,1,right,MISS B. Adebayo running Layup,[1628389],1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,4.2,Missed,,,,,,,,,,,,,,,,,,
123,PT03M55.00S,2025-10-25T00:28:10.6Z,1,REGULAR,rebound,offensive,[],203952,,,1610612748,21,25,2025-10-25T00:28:16Z,1230000,False,,,0,,A. Wiggins REBOUND (Off:3 Def:0),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,122.0,3.0,0.0,3.0,,,,,,,,,
124,PT03M55.00S,2025-10-25T00:28:13.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,94.40999984741211,50.0,1610612748,21,27,2025-10-25T00:28:13Z,1240000,False,0.0,0.0,1,right,A. Wiggins putback Layup (3 PTS),[203952],1610612748.0,MIA,putback,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,0.0,Made,3.0,,,,,,,,,,,,,,,,,
125,PT03M55.00S,2025-10-25T00:28:16.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,21,27,2025-10-25T00:28:16Z,1250000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M55.00S,2025-10-25T00:30:18.8Z,1,REGULAR,substitution,out,[],1642907,,,1610612763,21,27,2025-10-25T00:31:05Z,1260000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M55.00S,2025-10-25T00:30:18.8Z,1,REGULAR,substitution,out,[],203952,,,1610612763,21,27,2025-10-25T00:31:05Z,1270000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M55.00S,2025-10-25T00:30:18.8Z,1,REGULAR,substitution,out,[],1630558,,,1610612763,21,27,2025-10-25T00:31:05Z,1280000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M55.00S,2025-10-25T00:30:18.8Z,1,REGULAR,substitution,in,[],1641765,,,1610612763,21,27,2025-10-25T00:31:05Z,1290000,False,,,0,,SUB in: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M55.00S,2025-10-25T00:30:18.8Z,1,REGULAR,substitution,in,[],1631107,,,1610612763,21,27,2025-10-25T00:31:05Z,1300000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M55.00S,2025-10-25T00:30:18.8Z,1,REGULAR,substitution,in,[],1630696,,,1610612763,21,27,2025-10-25T00:31:05Z,1310000,False,,,0,,SUB in: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M55.00S,2025-10-25T00:31:10.3Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612763,21,27,2025-10-25T00:38:55Z,1320000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,
135,PT03M40.00S,2025-10-25T00:31:30.6Z,1,REGULAR,3pt,Jump Shot,[],1628991,31.750985545335087,50.245098039215684,1610612763,21,27,2025-10-25T00:31:35Z,1330000,False,-1.0,246.0,1,left,MISS J. Jackson Jr. 24' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,24.6,Missed,,,,,,,,,,,,,,,,,,
136,PT03M36.00S,2025-10-25T00:31:34.6Z,1,REGULAR,rebound,defensive,[],1631170,,,1610612748,21,27,2025-10-25T00:31:35Z,1340000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:2),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,135.0,2.0,2.0,0.0,,,,,,,,,
137,PT03M26.00S,2025-10-25T00:31:44.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,89.43823915900131,62.745098039215684,1610612748,21,29,2025-10-25T00:31:50Z,1350000,False,64.0,47.0,1,right,J. Jaquez Jr. 7' turnaround bank Jump Shot (2 PTS),[1631170],1610612748.0,MIA,turnaround bank,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.9,Made,2.0,,,,,,,,,,,,,,,,,
138,PT03M05.00S,2025-10-25T00:32:04.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,9.017739816031538,36.029411764705884,1610612763,21,29,2025-10-25T00:32:09Z,1360000,False,70.0,32.0,1,left,MISS S. Aldama 7' driving floating Shot,[1630583],1610612763.0,MEM,driving floating,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,7.7,Missed,,,,,,,,,,,,,,,,,,
139,PT03M01.00S,2025-10-25T00:32:08.4Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612748,21,29,2025-10-25T00:32:09Z,1370000,False,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,138.0,2.0,2.0,0.0,,,,,,,,,
140,PT02M52.00S,2025-10-25T00:32:17.3Z,1,REGULAR,3pt,Jump Shot,[],1630696,93.77463863337714,95.58823529411765,1610612748,21,32,2025-10-25T00:32:21Z,1380000,False,228.0,6.0,1,right,D. Smith 3PT  (3 PTS) (N. Powell 1 AST),"[1630696, 1626181]",1610612748.0,MIA,,,,Smith,D. Smith,,,,,Right Corner 3,24+ Right,22.8,Made,3.0,N. Powell,1626181.0,1.0,,,,,,,,,,,,,,
142,PT02M42.00S,2025-10-25T00:32:28.2Z,1,REGULAR,3pt,Jump Shot,[],1642914,31.488173455978973,42.15686274509804,1610612763,21,32,2025-10-25T00:32:34Z,1400000,False,39.0,243.0,1,left,MISS J. Small 24' pullup 3PT,[1642914],1610612763.0,MEM,pullup,,,Small,J. Small,,,,,Above the Break 3,24+ Center,24.66,Missed,,,,,,,,,,,,,,,,,,
143,PT02M38.00S,2025-10-25T00:32:32.2Z,1,REGULAR,rebound,defensive,[],1631170,,,1610612748,21,32,2025-10-25T00:32:34Z,1410000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:3),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,142.0,3.0,3.0,0.0,,,,,,,,,
144,PT02M23.00S,2025-10-25T00:32:47.3Z,1,REGULAR,2pt,Jump Shot,[],1628389,91.40932982917214,30.637254901960787,1610612748,21,32,2025-10-25T00:32:52Z,1420000,False,-97.0,28.0,1,right,MISS B. Adebayo 10' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,10.09,Missed,,,,,,,,,,,,,,,,,,
145,PT02M20.00S,2025-10-25T00:32:50.3Z,1,REGULAR,rebound,defensive,[],203484,,,1610612763,21,32,2025-10-25T00:32:52Z,1430000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Left,,,,,,,,144.0,2.0,2.0,0.0,,,,,,,,,
146,PT02M16.00S,2025-10-25T00:32:54.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203484,7.30946123521682,59.31372549019608,1610612763,21,32,2025-10-25T00:32:59Z,1440000,False,-47.0,16.0,1,left,MISS K. Caldwell-Pope driving floating Shot - blocked,"[203484, 1631107]",1610612763.0,MEM,driving floating,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,4.93,Missed,,,,,,,,,,,,,,,,,Jović,1631107.0
147,PT02M16.00S,2025-10-25T00:32:54.0Z,1,REGULAR,block,,[],1631107,,,1610612763,21,32,2025-10-25T00:32:56Z,1450000,False,,,0,,N. Jović BLOCK (1 BLK),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
148,PT02M12.00S,2025-10-25T00:32:58.0Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,21,32,2025-10-25T00:32:59Z,1460000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,146.0,3.0,3.0,0.0,,,,,,,,,
149,PT02M10.00S,2025-10-25T00:33:00.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,82.9993429697766,4.901960784313726,1610612748,21,35,2025-10-25T00:33:06Z,1470000,False,-225.0,107.0,1,right,N. Powell 24' 3PT running (5 PTS) (D. Smith 1 AST),"[1626181, 1630696]",1610612748.0,MIA,running,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,24.97,Made,5.0,D. Smith,1630696.0,1.0,,,,,,,,,,,,,,
152,PT01M46.00S,2025-10-25T00:33:27.5Z,1,REGULAR,substitution,out,[],203484,,,1610612763,21,35,2025-10-25T00:33:46Z,1500000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M46.00S,2025-10-25T00:33:27.5Z,1,REGULAR,substitution,out,[],1630583,,,1610612763,21,35,2025-10-25T00:33:46Z,1510000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M46.00S,2025-10-25T00:33:27.5Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,21,35,2025-10-25T00:33:46Z,1520000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M46.00S,2025-10-25T00:33:27.5Z,1,REGULAR,substitution,out,[],1642914,,,1610612763,21,35,2025-10-25T00:33:46Z,1530000,False,,,0,,SUB out: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M46.00S,2025-10-25T00:33:27.5Z,1,REGULAR,substitution,out,[],1641765,,,1610612763,21,35,2025-10-25T00:33:46Z,1540000,False,,,0,,SUB out: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M46.00S,2025-10-25T00:33:27.5Z,1,REGULAR,substitution,out,[],1628389,,,1610612763,21,35,2025-10-25T00:33:46Z,1550000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M46.00S,2025-10-25T00:33:27.5Z,1,REGULAR,substitution,out,[],1626181,,,1610612763,21,35,2025-10-25T00:33:46Z,1560000,False,,,0,,SUB out: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M46.00S,2025-10-25T00:33:27.5Z,1,REGULAR,substitution,in,[],1642377,,,1610612763,21,35,2025-10-25T00:33:46Z,1570000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M46.00S,2025-10-25T00:33:27.5Z,1,REGULAR,substitution,in,[],1641713,,,1610612763,21,35,2025-10-25T00:33:46Z,1580000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M46.00S,2025-10-25T00:33:27.5Z,1,REGULAR,substitution,in,[],1629111,,,1610612763,21,35,2025-10-25T00:33:46Z,1590000,False,,,0,,SUB in: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M46.00S,2025-10-25T00:33:27.5Z,1,REGULAR,substitution,in,[],1642285,,,1610612763,21,35,2025-10-25T00:33:46Z,1600000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M46.00S,2025-10-25T00:33:27.5Z,1,REGULAR,substitution,in,[],1629630,,,1610612763,21,35,2025-10-25T00:33:46Z,1610000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT01M46.00S,2025-10-25T00:33:27.5Z,1,REGULAR,substitution,in,[],1631323,,,1610612763,21,35,2025-10-25T00:33:46Z,1620000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT01M46.00S,2025-10-25T00:33:27.5Z,1,REGULAR,substitution,in,[],1642276,,,1610612763,21,35,2025-10-25T00:33:46Z,1630000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT01M41.00S,2025-10-25T00:34:00.7Z,1,REGULAR,3pt,Jump Shot,[],1642377,25.18068331143233,82.84313725490196,1610612763,21,35,2025-10-25T00:34:06Z,1640000,False,-164.0,184.0,1,left,MISS J. Wells 24' pullup 3PT,[1642377],1610612763.0,MEM,pullup,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,24.68,Missed,,,,,,,,,,,,,,,,,,
