actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
19,PT10M49.00S,2025-12-27T01:12:57.1Z,1,REGULAR,steal,,[],1626171,,,1610612749,0,0,2025-12-27T01:21:14Z,190000,False,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M43.00S,2025-12-27T01:13:02.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629645,94.69448094612353,50.0,1610612749,0,2,2025-12-27T01:13:08Z,200000,False,0.0,-3.0,1,right,K. Porter Jr. running DUNK (2 PTS),[1629645],1610612749.0,MIL,running,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,,,,2.0,,,,,,,,,
22,PT10M30.00S,2025-12-27T01:13:16.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,5.338370565045992,51.71568627450981,1610612763,0,2,2025-12-27T01:13:20Z,220000,False,-9.0,-2.0,1,left,MISS J. Jackson Jr. cutting DUNK - blocked,"[1628991, 1629645]",1610612763.0,MEM,cutting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,0.89,Missed,,,,,,,,,,Porter Jr.,1629645.0,,,,,,,
23,PT10M30.00S,2025-12-27T01:13:16.0Z,1,REGULAR,block,,[],1629645,,,1610612763,0,2,2025-12-27T01:13:18Z,230000,False,,,0,,K. Porter Jr. BLOCK (1 BLK),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M30.00S,2025-12-27T01:13:16.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,0,2,2025-12-27T01:13:20Z,240000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,22.0,,,,,,,,,,,,,,,,,
26,PT10M28.00S,2025-12-27T01:13:37.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628991,12.040078843626807,4.411764705882353,1610612763,3,2,2025-12-27T01:13:41Z,260000,False,228.0,61.0,1,left,J. Jackson Jr. 3PT  (3 PTS) (J. Morant 1 AST),"[1628991, 1629630]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,23.58,Made,,,,,,,,,3.0,,,J. Morant,1629630.0,1.0,,,,
28,PT10M11.00S,2025-12-27T01:13:54.2Z,1,REGULAR,3pt,Jump Shot,[],1626171,73.27529566360053,16.911764705882355,1610612749,3,5,2025-12-27T01:13:59Z,280000,False,-165.0,199.0,1,right,B. Portis 25' 3PT  (3 PTS) (K. Porter Jr. 1 AST),"[1626171, 1629645]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,25.85,Made,,,,,,,,,3.0,,,K. Porter Jr.,1629645.0,1.0,,,,
30,PT10M00.00S,2025-12-27T01:14:06.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,18.2161629434954,50.49019607843137,1610612763,5,5,2025-12-27T01:14:12Z,300000,False,-2.0,119.0,1,left,J. Jackson Jr. 11' driving floating Jump Shot (5 PTS),[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.87,Made,,,,,,,,,5.0,,,,,,,,,
31,PT10M00.00S,2025-12-27T01:14:11.6Z,1,REGULAR,foul,personal,['1freethrow'],1626167,,,1610612763,5,5,2025-12-27T01:14:18Z,310000,False,,,0,,M. Turner shooting personal FOUL (1 PF) (Jackson Jr. 1 FT),"[1626167, 1628991]",1610612749.0,MIL,shooting,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201638.0,,,,,,,,,,1.0,0.0,Jackson Jr.,1628991.0
33,PT10M00.00S,2025-12-27T01:14:32.6Z,1,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,6,5,2025-12-27T01:14:32Z,330000,False,,,0,,J. Jackson Jr. Free Throw 1 of 1 (6 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,,
34,PT09M46.00S,2025-12-27T01:14:46.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,93.38042049934296,51.9607843137255,1610612749,6,5,2025-12-27T01:14:51Z,340000,False,10.0,10.0,1,right,MISS K. Porter Jr. driving finger roll Layup,[1629645],1610612749.0,MIL,driving finger roll,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,,,,,,,,
35,PT09M44.00S,2025-12-27T01:14:48.7Z,1,REGULAR,rebound,defensive,[],1642907,,,1610612763,6,5,2025-12-27T01:14:51Z,350000,False,,,0,,C. Coward REBOUND (Off:0 Def:1),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT09M34.00S,2025-12-27T01:14:59.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,14.536793692509855,38.48039215686275,1610612763,8,5,2025-12-27T01:18:30Z,360000,False,58.0,84.0,1,left,S. Aldama 10' driving finger roll Layup (2 PTS),[1630583],1610612763.0,MEM,driving finger roll,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Right,10.19,Made,,,,,,,,,2.0,,,,,,,,,
37,PT09M28.00S,2025-12-27T01:15:07.9Z,1,REGULAR,turnover,backcourt,[],1626171,,,1610612749,8,5,2025-12-27T01:15:15Z,370000,False,,,0,,B. Portis backcourt TURNOVER (1 TO),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,,,,1627964.0,1.0,,,,,,,,,,,,
38,PT09M20.00S,2025-12-27T01:15:41.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642907,6.783837056504599,48.529411764705884,1610612763,8,5,2025-12-27T01:15:47Z,380000,False,7.0,11.0,1,left,MISS C. Coward Layup - blocked,"[1642907, 1628398]",1610612763.0,MEM,,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,Kuzma,1628398.0,,,,,,,
39,PT09M20.00S,2025-12-27T01:15:41.8Z,1,REGULAR,block,,[],1628398,,,1610612763,8,5,2025-12-27T01:15:44Z,390000,False,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT09M17.00S,2025-12-27T01:15:44.8Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,8,5,2025-12-27T01:15:47Z,400000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT09M13.00S,2025-12-27T01:15:48.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626167,65.78515111695138,65.68627450980392,1610612749,8,5,2025-12-27T01:15:55Z,410000,False,78.0,269.0,1,right,MISS M. Turner 28' running 3PT,[1626167],1610612749.0,MIL,running,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,28.03,Missed,,,,,,,,,,,,,,,,,,
42,PT09M08.00S,2025-12-27T01:15:53.0Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,8,5,2025-12-27T01:15:53Z,420000,False,,,0,,B. Portis REBOUND (Off:1 Def:0),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,41.0,1.0,0.0,1.0,,,,,,,,,,,,,,
43,PT09M06.00S,2025-12-27T01:15:54.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631260,92.9862023653088,3.431372549019608,1610612749,8,8,2025-12-27T01:15:59Z,430000,False,-233.0,13.0,1,right,A. Green 3PT  (3 PTS) (B. Portis 1 AST),"[1631260, 1626171]",1610612749.0,MIL,,,,Green,A. Green,,,,,Left Corner 3,24+ Left,23.32,Made,,,,,,,,,3.0,,,B. Portis,1626171.0,1.0,,,,
45,PT08M54.00S,2025-12-27T01:16:06.9Z,1,REGULAR,3pt,Jump Shot,[],1642377,2.3160315374507228,94.11764705882352,1610612763,8,8,2025-12-27T01:16:12Z,450000,False,-221.0,-31.0,1,left,MISS J. Wells 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Left Corner 3,24+ Left,22.27,Missed,,,,,,,,,,,,,,,,,,
46,PT08M51.00S,2025-12-27T01:16:10.9Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,8,8,2025-12-27T01:16:10Z,460000,False,,,0,,S. Aldama REBOUND (Off:1 Def:0),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,,,45.0,1.0,0.0,1.0,,,,,,,,,,,,,,
47,PT08M38.00S,2025-12-27T01:16:23.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642907,10.33180026281209,50.49019607843137,1610612763,10,8,2025-12-27T01:20:01Z,470000,False,-2.0,45.0,1,left,C. Coward driving floating Jump Shot (2 PTS) (S. Aldama 1 AST),"[1642907, 1630583]",1610612763.0,MEM,driving floating,,,Coward,C. Coward,,,,,In The Paint (Non-RA),0-8 Center,4.47,Made,,,,,,,,,2.0,,,S. Aldama,1630583.0,1.0,,,,
49,PT08M22.00S,2025-12-27T01:16:39.1Z,1,REGULAR,3pt,Jump Shot,[],1626167,65.52233902759527,45.588235294117645,1610612749,10,8,2025-12-27T01:16:46Z,490000,False,-22.0,272.0,1,right,MISS M. Turner 27' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,27.25,Missed,,,,,,,,,,,,,,,,,,
50,PT08M17.00S,2025-12-27T01:16:44.1Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,10,8,2025-12-27T01:16:46Z,500000,False,,,0,,B. Portis REBOUND (Off:2 Def:0),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,49.0,2.0,0.0,2.0,,,,,,,,,,,,,,
51,PT08M17.00S,2025-12-27T01:16:45.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626171,94.40999984741211,50.0,1610612749,10,8,2025-12-27T01:16:49Z,510000,False,0.0,0.0,1,right,MISS B. Portis putback Layup - blocked,"[1626171, 1628991]",1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,Jackson Jr.,1628991.0,,,,,,,
52,PT08M17.00S,2025-12-27T01:16:45.2Z,1,REGULAR,block,,[],1628991,,,1610612749,10,8,2025-12-27T01:16:46Z,520000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT08M17.00S,2025-12-27T01:16:45.2Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,10,8,2025-12-27T01:22:19Z,530000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
54,PT08M13.00S,2025-12-27T01:16:48.6Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,10,8,2025-12-27T01:16:53Z,540000,False,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 1628398]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,Kuzma,1628398.0,,,,,,,,,,
55,PT08M13.00S,2025-12-27T01:16:48.6Z,1,REGULAR,steal,,[],1628398,,,1610612749,10,8,2025-12-27T01:16:50Z,550000,False,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
56,PT08M08.00S,2025-12-27T01:16:54.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631260,69.99014454664915,73.77450980392157,1610612749,10,8,2025-12-27T01:16:59Z,560000,False,119.0,230.0,1,right,MISS A. Green 25' running 3PT,[1631260],1610612749.0,MIL,running,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
57,PT08M04.00S,2025-12-27T01:16:58.0Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,10,8,2025-12-27T01:16:59Z,570000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,56.0,3.0,3.0,0.0,,,,,,,,,,,,,,
58,PT08M03.00S,2025-12-27T01:16:58.2Z,1,REGULAR,turnover,bad pass,[],1628991,,,1610612763,10,8,2025-12-27T01:17:01Z,580000,False,,,0,,J. Jackson Jr. bad pass TURNOVER (2 TO),"[1628991, 1629645]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,Porter Jr.,1629645.0,,,,,,,,,,
59,PT08M03.00S,2025-12-27T01:16:58.2Z,1,REGULAR,steal,,[],1629645,,,1610612749,10,8,2025-12-27T01:16:59Z,590000,False,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
60,PT08M00.00S,2025-12-27T01:17:01.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626171,87.59855453350855,44.11764705882353,1610612749,10,10,2025-12-27T01:17:06Z,600000,False,-29.0,64.0,1,right,B. Portis 7' cutting Layup (5 PTS) (K. Porter Jr. 2 AST),"[1626171, 1629645]",1610612749.0,MIL,cutting,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,7.05,Made,,,,,,,,,5.0,,,K. Porter Jr.,1629645.0,2.0,,,,
62,PT07M45.00S,2025-12-27T01:17:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,6.1268068331143235,51.225490196078425,1610612763,10,10,2025-12-27T01:17:23Z,620000,False,-6.0,5.0,1,left,MISS J. Morant driving finger roll Layup,[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,0.8,Missed,,,,,,,,,,,,,,,,,,
64,PT07M41.00S,2025-12-27T01:17:20.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,10,10,2025-12-27T01:23:48Z,640000,False,,,0,,B. Portis REBOUND (Off:2 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,62.0,3.0,1.0,2.0,,,,,,,,,,,,,,
65,PT07M35.00S,2025-12-27T01:17:25.9Z,1,REGULAR,3pt,Jump Shot,[],1629645,73.01248357424441,82.1078431372549,1610612749,10,10,2025-12-27T01:17:30Z,650000,False,161.0,201.0,1,right,MISS K. Porter Jr. 25' pullup 3PT,[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
66,PT07M33.00S,2025-12-27T01:17:27.9Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,10,10,2025-12-27T01:17:30Z,660000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,65.0,4.0,4.0,0.0,,,,,,,,,,,,,,
67,PT07M25.00S,2025-12-27T01:17:36.0Z,1,REGULAR,3pt,Jump Shot,[],1630583,4.28712220762155,3.431372549019608,1610612763,10,10,2025-12-27T01:17:40Z,670000,False,233.0,-12.0,1,left,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,23.31,Missed,,,,,,,,,,,,,,,,,,
68,PT07M21.00S,2025-12-27T01:17:40.0Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,10,10,2025-12-27T01:17:40Z,680000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,67.0,2.0,2.0,0.0,,,,,,,,,,,,,,
69,PT07M18.00S,2025-12-27T01:17:49.3Z,1,REGULAR,foul,personal,['3freethrow'],1628991,,,1610612749,10,10,2025-12-27T01:18:03Z,690000,False,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Porter Jr. 3 FT),"[1628991, 1629645]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,1627964.0,,,,,,,,,,1.0,0.0,Porter Jr.,1629645.0
71,PT07M18.00S,2025-12-27T01:18:14.5Z,1,REGULAR,freethrow,1 of 3,['fastbreak'],1629645,,,1610612749,10,11,2025-12-27T01:24:34Z,710000,False,,,0,,K. Porter Jr. Free Throw 1 of 3 (3 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
72,PT07M18.00S,2025-12-27T01:18:14.5Z,1,REGULAR,freethrow,2 of 3,['fastbreak'],1629645,,,1610612749,10,12,2025-12-27T01:24:34Z,720000,False,,,0,,K. Porter Jr. Free Throw 2 of 3 (4 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
73,PT07M18.00S,2025-12-27T01:18:39.0Z,1,REGULAR,substitution,out,[],1628991,,,1610612749,10,12,2025-12-27T01:18:47Z,730000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT07M18.00S,2025-12-27T01:18:39.0Z,1,REGULAR,substitution,out,[],1642907,,,1610612749,10,12,2025-12-27T01:18:47Z,740000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT07M18.00S,2025-12-27T01:18:39.0Z,1,REGULAR,substitution,out,[],1629630,,,1610612749,10,12,2025-12-27T01:18:47Z,750000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M18.00S,2025-12-27T01:18:39.0Z,1,REGULAR,substitution,in,[],203484,,,1610612749,10,12,2025-12-27T01:18:47Z,760000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT07M18.00S,2025-12-27T01:18:39.0Z,1,REGULAR,substitution,in,[],1642285,,,1610612749,10,12,2025-12-27T01:18:47Z,770000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT07M18.00S,2025-12-27T01:18:39.0Z,1,REGULAR,substitution,in,[],1631132,,,1610612749,10,12,2025-12-27T01:18:47Z,780000,False,,,0,,SUB in: C. Koloko,[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT07M18.00S,2025-12-27T01:18:14.5Z,1,REGULAR,freethrow,3 of 3,['fastbreak'],1629645,,,1610612749,10,13,2025-12-27T01:24:34Z,790000,False,,,0,,K. Porter Jr. Free Throw 3 of 3 (5 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
80,PT07M05.00S,2025-12-27T01:19:14.2Z,1,REGULAR,turnover,lost ball,[],1642285,,,1610612763,10,13,2025-12-27T01:19:17Z,800000,False,,,0,,C. Spencer lost ball TURNOVER (1 TO),"[1642285, 1631260]",1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Green,1631260.0,,,,,,,,,,
81,PT07M05.00S,2025-12-27T01:19:14.2Z,1,REGULAR,steal,,[],1631260,,,1610612749,10,13,2025-12-27T01:19:16Z,810000,False,,,0,,A. Green STEAL (1 STL),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
