actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
18,PT10M28.00S,2026-03-28T00:12:32.3Z,1,REGULAR,turnover,lost ball,[],1641707,,,1610612763,5,3,2026-03-28T00:12:35Z,180000,False,,,0,,T. Hendricks lost ball TURNOVER (1 TO),"[1641707, 1642263]",1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Right Center,,1.0,,,,,,,,,,,Sheppard,1642263.0,,,,,,
19,PT10M28.00S,2026-03-28T00:12:32.3Z,1,REGULAR,steal,,[],1642263,,,1610612745,5,3,2026-03-28T00:12:34Z,190000,False,,,0,,R. Sheppard STEAL (1 STL),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
20,PT10M13.00S,2026-03-28T00:12:47.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630578,6.258212877792378,49.26470588235294,1610612745,5,5,2026-03-28T00:12:51Z,200000,False,4.0,6.0,1,left,A. Sengun driving DUNK (2 PTS) (K. Durant 1 AST),"[1630578, 201142]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,0.73,Made,,,,,2.0,K. Durant,201142.0,1.0,,,,,,,,
22,PT10M02.00S,2026-03-28T00:12:58.3Z,1,REGULAR,3pt,Jump Shot,[],1641765,69.99014454664915,25.245098039215684,1610612763,8,5,2026-03-28T00:13:01Z,220000,False,-124.0,230.0,1,right,O. Prosper 26' 3PT  (3 PTS) (J. Small 2 AST),"[1641765, 1642914]",1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Left Center,,,26.08,Made,,,,,3.0,J. Small,1642914.0,2.0,,,,,,,,
24,PT09M44.00S,2026-03-28T00:13:16.1Z,1,REGULAR,3pt,Jump Shot,[],201142,4.944152431011826,96.07843137254902,1610612745,8,5,2026-03-28T00:13:19Z,240000,False,-230.0,-6.0,1,left,MISS K. Durant 3PT,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,,,23.05,Missed,,,,,,,,,,,,,,,,
25,PT09M42.00S,2026-03-28T00:13:18.1Z,1,REGULAR,rebound,defensive,[],1642914,,,1610612763,8,5,2026-03-28T00:13:19Z,250000,False,,,0,,J. Small REBOUND (Off:0 Def:1),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,Left Corner 3,24+ Left,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,
26,PT09M36.00S,2026-03-28T00:13:24.9Z,1,REGULAR,turnover,lost ball,[],1642914,,,1610612763,8,5,2026-03-28T00:13:27Z,260000,False,,,0,,J. Small lost ball TURNOVER (2 TO),"[1642914, 1642263]",1610612763.0,MEM,,,,Small,J. Small,,,,,Restricted Area,0-8 Center,,2.0,,,,,,,,,,,Sheppard,1642263.0,,,,,,
27,PT09M36.00S,2026-03-28T00:13:24.9Z,1,REGULAR,steal,,[],1642263,,,1610612745,8,5,2026-03-28T00:13:26Z,270000,False,,,0,,R. Sheppard STEAL (2 STL),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M30.00S,2026-03-28T00:13:30.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641708,8.754927726675426,38.72549019607843,1610612745,8,5,2026-03-28T00:13:34Z,280000,False,56.0,30.0,1,left,MISS A. Thompson 6' running Layup,[1641708],1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,6.38,Missed,,,,,,,,,,,,,,,,
29,PT09M28.00S,2026-03-28T00:13:32.2Z,1,REGULAR,rebound,defensive,[],1642907,,,1610612763,8,5,2026-03-28T00:13:34Z,290000,False,,,0,,C. Coward REBOUND (Off:0 Def:1),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,In The Paint (Non-RA),0-8 Center,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,
30,PT09M24.00S,2026-03-28T00:13:36.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641765,92.59198423127464,53.18627450980392,1610612763,8,5,2026-03-28T00:14:07Z,300000,False,16.0,17.0,1,right,MISS O. Prosper running finger roll Layup,[1641765],1610612763.0,MEM,running finger roll,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,,,2.33,Missed,,,,,,,,,,,,,,,,
31,PT09M19.00S,2026-03-28T00:13:41.9Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,8,5,2026-03-28T00:14:07Z,310000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,
32,PT09M16.00S,2026-03-28T00:13:44.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642263,5.732588699080158,51.9607843137255,1610612745,8,7,2026-03-28T00:13:50Z,320000,False,-10.0,1.0,1,left,R. Sheppard running Layup (2 PTS),[1642263],1610612745.0,HOU,running,,,Sheppard,R. Sheppard,,,,,Restricted Area,0-8 Center,,,0.99,Made,,,,,2.0,,,,,,,,,,,
33,PT09M03.00S,2026-03-28T00:13:57.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641713,93.77463863337714,49.26470588235294,1610612763,10,7,2026-03-28T00:14:02Z,330000,False,-4.0,6.0,1,right,G. Jackson driving DUNK (5 PTS),[1641713],1610612763.0,MEM,driving,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,0.7,Made,,,,,5.0,,,,,,,,,,,
35,PT08M56.00S,2026-03-28T00:14:07.0Z,1,REGULAR,foul,personal,[],1641765,,,1610612745,10,7,2026-03-28T00:14:14Z,350000,False,,,0,,O. Prosper personal FOUL (1 PF),"[1641765, 1642263]",1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Center,202053.0,,,,,,,,,,,,,,1.0,0.0,Sheppard,1642263.0,,
37,PT08M49.00S,2026-03-28T00:14:35.5Z,1,REGULAR,3pt,Jump Shot,[],1631095,9.280551905387648,3.6764705882352944,1610612745,10,7,2026-03-28T00:14:38Z,370000,False,232.0,35.0,1,left,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,23.42,Missed,,,,,,,,,,,,,,,,
38,PT08M47.00S,2026-03-28T00:14:37.5Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612763,10,7,2026-03-28T00:17:36Z,380000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Right Corner 3,24+ Right,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,
39,PT08M39.00S,2026-03-28T00:14:44.3Z,1,REGULAR,3pt,Jump Shot,[],1641707,71.82982917214193,80.3921568627451,1610612763,10,7,2026-03-28T00:18:29Z,390000,False,152.0,212.0,1,right,MISS T. Hendricks 26' 3PT,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Right Center,,,26.11,Missed,,,,,,,,,,,,,,,,
40,PT08M36.00S,2026-03-28T00:14:47.3Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,10,7,2026-03-28T00:14:48Z,400000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,
41,PT08M21.00S,2026-03-28T00:15:02.5Z,1,REGULAR,3pt,Jump Shot,[],1641708,5.338370565045992,94.85294117647058,1610612745,10,7,2026-03-28T00:15:05Z,410000,False,-224.0,-2.0,1,left,MISS A. Thompson 3PT,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,22.43,Missed,,,,,,,,,,,,,,,,
42,PT08M19.00S,2026-03-28T00:15:04.5Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,10,7,2026-03-28T00:15:05Z,420000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Left Corner 3,24+ Left,,,,,41.0,2.0,1.0,1.0,,,,,,,,,,,,
43,PT08M15.00S,2026-03-28T00:15:08.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1642263,10.726018396846255,32.59803921568628,1610612745,10,7,2026-03-28T00:15:12Z,430000,False,87.0,48.0,1,left,MISS R. Sheppard 9' driving floating bank Shot,[1642263],1610612745.0,HOU,driving floating bank,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Right,,,9.95,Missed,,,,,,,,,,,,,,,,
44,PT08M13.00S,2026-03-28T00:15:11.1Z,1,REGULAR,rebound,offensive,[],1642263,,,1610612745,10,7,2026-03-28T00:15:11Z,440000,False,,,0,,R. Sheppard REBOUND (Off:1 Def:0),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Right,,,,,43.0,1.0,0.0,1.0,,,,,,,,,,,,
45,PT08M10.00S,2026-03-28T00:15:13.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631095,23.73521681997372,86.02941176470588,1610612745,10,7,2026-03-28T00:15:17Z,450000,False,-180.0,171.0,1,left,MISS J. Smith Jr. 24' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,24.81,Missed,,,,,,,,,,,,,,,,
46,PT08M08.00S,2026-03-28T00:15:15.6Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,10,7,2026-03-28T00:15:17Z,460000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,45.0,2.0,1.0,1.0,,,,,,,,,,,,
47,PT08M05.00S,2026-03-28T00:15:18.2Z,1,REGULAR,turnover,bad pass,[],1631095,,,1610612745,10,7,2026-03-28T00:15:21Z,470000,False,,,0,,J. Smith Jr. bad pass TURNOVER (1 TO),"[1631095, 1642914]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Center,,1.0,,,,,,,,,,,Small,1642914.0,,,,,,
48,PT08M05.00S,2026-03-28T00:15:18.2Z,1,REGULAR,steal,,[],1642914,,,1610612763,10,7,2026-03-28T00:15:20Z,480000,False,,,0,,J. Small STEAL (1 STL),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
49,PT08M02.00S,2026-03-28T00:15:21.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642914,93.51182654402102,50.245098039215684,1610612763,12,7,2026-03-28T00:15:26Z,490000,False,1.0,8.0,1,right,J. Small running DUNK (4 PTS),[1642914],1610612763.0,MEM,running,,,Small,J. Small,,,,,Restricted Area,0-8 Center,,,0.86,Made,,,,,4.0,,,,,,,,,,,
50,PT07M45.00S,2026-03-28T00:15:38.3Z,1,REGULAR,3pt,Jump Shot,[],1642263,31.750985545335087,63.23529411764706,1610612745,12,7,2026-03-28T00:15:41Z,500000,False,-66.0,246.0,1,left,MISS R. Sheppard 25' pullup 3PT,[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,,,25.48,Missed,,,,,,,,,,,,,,,,
51,PT07M42.00S,2026-03-28T00:15:41.3Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612763,12,7,2026-03-28T00:15:41Z,510000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:2),[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Center,,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,
52,PT07M38.00S,2026-03-28T00:15:45.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641707,90.62089356110381,48.77450980392157,1610612763,12,7,2026-03-28T00:15:53Z,520000,False,-6.0,36.0,1,right,MISS T. Hendricks running finger roll Layup,[1641707],1610612763.0,MEM,running finger roll,,,Hendricks,T. Hendricks,,,,,Restricted Area,0-8 Center,,,3.62,Missed,,,,,,,,,,,,,,,,
53,PT07M35.00S,2026-03-28T00:15:48.9Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,12,7,2026-03-28T00:15:53Z,530000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,
54,PT07M32.00S,2026-03-28T00:15:52.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",201142,17.16491458607096,43.38235294117647,1610612745,12,9,2026-03-28T00:15:57Z,540000,False,33.0,109.0,1,left,K. Durant 11' running pullup Jump Shot (2 PTS),[201142],1610612745.0,HOU,running pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,11.38,Made,,,,,2.0,,,,,,,,,,,
55,PT07M22.00S,2026-03-28T00:16:05.7Z,1,REGULAR,foul,personal,[],1641708,,,1610612763,12,9,2026-03-28T00:16:09Z,550000,False,,,0,,A. Thompson personal FOUL (1 PF),"[1641708, 1642907]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,202056.0,,,,,,,,,,,,,,1.0,0.0,Coward,1642907.0,,
57,PT07M22.00S,2026-03-28T00:16:10.9Z,1,REGULAR,substitution,out,[],1641713,,,1610612763,12,9,2026-03-28T00:16:23Z,570000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M22.00S,2026-03-28T00:16:10.9Z,1,REGULAR,substitution,out,[],1641765,,,1610612763,12,9,2026-03-28T00:16:23Z,580000,False,,,0,,SUB out: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M22.00S,2026-03-28T00:16:10.9Z,1,REGULAR,substitution,out,[],1642907,,,1610612763,12,9,2026-03-28T00:16:23Z,590000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M22.00S,2026-03-28T00:16:10.9Z,1,REGULAR,substitution,out,[],1641708,,,1610612763,12,9,2026-03-28T00:16:23Z,600000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M22.00S,2026-03-28T00:16:10.9Z,1,REGULAR,substitution,in,[],1642285,,,1610612763,12,9,2026-03-28T00:16:23Z,610000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M22.00S,2026-03-28T00:16:10.9Z,1,REGULAR,substitution,in,[],1631174,,,1610612763,12,9,2026-03-28T00:16:23Z,620000,False,,,0,,SUB in: T. Burton,[1631174],1610612763.0,MEM,,,,Burton,T. Burton,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M22.00S,2026-03-28T00:16:10.9Z,1,REGULAR,substitution,in,[],1630610,,,1610612763,12,9,2026-03-28T00:16:23Z,630000,False,,,0,,SUB in: D. Jarreau,[1630610],1610612763.0,MEM,,,,Jarreau,D. Jarreau,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M22.00S,2026-03-28T00:16:10.9Z,1,REGULAR,substitution,in,[],1628988,,,1610612763,12,9,2026-03-28T00:16:23Z,640000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M11.00S,2026-03-28T00:16:39.1Z,1,REGULAR,3pt,Jump Shot,[],1641707,94.30026281208936,94.85294117647058,1610612763,12,9,2026-03-28T00:16:43Z,650000,False,224.0,1.0,1,right,MISS T. Hendricks 3PT,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Right Corner 3,24+ Right,,,22.43,Missed,,,,,,,,,,,,,,,,
66,PT07M07.00S,2026-03-28T00:16:43.1Z,1,REGULAR,rebound,defensive,[],1642263,,,1610612745,12,9,2026-03-28T00:16:43Z,660000,False,,,0,,R. Sheppard REBOUND (Off:1 Def:1),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Right Corner 3,24+ Right,,,,,65.0,2.0,1.0,1.0,,,,,,,,,,,,
67,PT06M52.00S,2026-03-28T00:16:58.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,13.87976346911958,51.71568627450981,1610612745,12,9,2026-03-28T00:25:03Z,670000,False,-9.0,78.0,1,left,MISS J. Smith Jr. 7' fadeaway Shot,[1631095],1610612745.0,HOU,fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,7.85,Missed,,,,,,,,,,,,,,,,
68,PT06M48.00S,2026-03-28T00:17:02.0Z,1,REGULAR,rebound,defensive,[],1630610,,,1610612763,12,9,2026-03-28T00:17:02Z,680000,False,,,0,,D. Jarreau REBOUND (Off:0 Def:1),[1630610],1610612763.0,MEM,,,,Jarreau,D. Jarreau,,,,,In The Paint (Non-RA),0-8 Center,,,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,
69,PT06M46.00S,2026-03-28T00:17:04.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642914,69.46452036793693,26.715686274509803,1610612763,15,9,2026-03-28T00:17:08Z,690000,False,-116.0,235.0,1,right,J. Small 26' 3PT running pullup (7 PTS) (D. Jarreau 1 AST),"[1642914, 1630610]",1610612763.0,MEM,running pullup,,,Small,J. Small,,,,,Above the Break 3,24+ Left Center,,,26.18,Made,,,,,7.0,D. Jarreau,1630610.0,1.0,,,,,,,,
71,PT06M25.00S,2026-03-28T00:17:24.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,19.92444152431012,41.17647058823529,1610612745,15,11,2026-03-28T00:17:28Z,710000,False,44.0,135.0,1,left,K. Durant 14' pullup Jump Shot (4 PTS) (A. Sengun 2 AST),"[201142, 1630578]",1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,14.18,Made,,,,,4.0,A. Sengun,1630578.0,2.0,,,,,,,,
73,PT06M14.00S,2026-03-28T00:17:35.1Z,1,REGULAR,3pt,Jump Shot,[],1630610,69.59592641261499,25.245098039215684,1610612763,15,11,2026-03-28T00:17:38Z,730000,False,-124.0,233.0,1,right,MISS D. Jarreau 26' 3PT,[1630610],1610612763.0,MEM,,,,Jarreau,D. Jarreau,,,,,Above the Break 3,24+ Left Center,,,26.41,Missed,,,,,,,,,,,,,,,,
74,PT06M12.00S,2026-03-28T00:17:37.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,15,11,2026-03-28T00:17:38Z,740000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,73.0,2.0,2.0,0.0,,,,,,,,,,,,
75,PT06M06.00S,2026-03-28T00:17:50.0Z,1,REGULAR,turnover,out-of-bounds,[],1642263,,,1610612745,15,11,2026-03-28T00:17:57Z,750000,False,,,0,,R. Sheppard bad pass out-of-bounds TURNOVER (1 TO),[1642263],1610612745.0,HOU,bad pass,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,202056.0,1.0,,,,,,,,,,,,,,,,,,
76,PT06M06.00S,2026-03-28T00:18:04.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,15,11,2026-03-28T00:18:04Z,760000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M06.00S,2026-03-28T00:19:56.4Z,1,REGULAR,substitution,out,[],1642914,,,1610612763,15,11,2026-03-28T00:20:36Z,770000,False,,,0,,SUB out: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M06.00S,2026-03-28T00:19:56.4Z,1,REGULAR,substitution,out,[],1631095,,,1610612763,15,11,2026-03-28T00:20:36Z,780000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M06.00S,2026-03-28T00:19:56.4Z,1,REGULAR,substitution,out,[],1630578,,,1610612763,15,11,2026-03-28T00:20:36Z,790000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M06.00S,2026-03-28T00:19:56.4Z,1,REGULAR,substitution,in,[],1642383,,,1610612763,15,11,2026-03-28T00:20:36Z,800000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M06.00S,2026-03-28T00:19:56.4Z,1,REGULAR,substitution,in,[],1631106,,,1610612763,15,11,2026-03-28T00:20:36Z,810000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
