actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
287,PT05M06.00S,2026-01-22T02:00:25.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,5.590000152587891,50.0,1610612763,47,53,2026-01-22T02:00:25Z,2820000,False,0.0,0.0,1,left,MISS J. Landale tip Layup,[1629111],1610612763.0,MEM,tip,,,Landale,J. Landale,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
288,PT05M05.00S,2026-01-22T02:00:25.7Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,47,53,2026-01-22T02:00:25Z,2830000,False,,,0,,J. Johnson REBOUND (Off:1 Def:6),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,,,287.0,7.0,6.0,1.0,,,,,,,,,,,,,,
289,PT04M57.00S,2026-01-22T02:00:33.6Z,2,REGULAR,3pt,Jump Shot,[],1630552,68.9388961892247,31.127450980392158,1610612737,47,53,2026-01-22T02:00:37Z,2840000,False,-94.0,239.0,1,right,MISS J. Johnson 25' pullup 3PT,[1630552],1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
290,PT04M55.00S,2026-01-22T02:00:35.6Z,2,REGULAR,rebound,defensive,[],203484,,,1610612763,47,53,2026-01-22T02:00:37Z,2850000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:4),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,289.0,4.0,4.0,0.0,,,,,,,,,,,,,,
291,PT04M49.00S,2026-01-22T02:00:42.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203484,6.1268068331143235,45.34313725490196,1610612763,49,53,2026-01-22T02:23:50Z,2860000,False,23.0,5.0,1,left,K. Caldwell-Pope running Layup (5 PTS),[203484],1610612763.0,MEM,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,2.39,Made,,,,,5.0,,,,,,,,,,,,,
292,PT04M27.00S,2026-01-22T02:01:05.1Z,2,REGULAR,3pt,Jump Shot,[],1629638,68.9388961892247,68.38235294117648,1610612737,49,53,2026-01-22T02:01:17Z,2870000,False,92.0,239.0,1,right,MISS N. Alexander-Walker 25' step back 3PT,[1629638],1610612737.0,ATL,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
293,PT04M25.00S,2026-01-22T02:01:07.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,49,53,2026-01-22T02:01:17Z,2880000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,292.0,,,,,,,,,,,,,,,,,
294,PT04M25.00S,2026-01-22T02:01:10.3Z,2,REGULAR,foul,personal,[],1629111,,,1610612737,49,53,2026-01-22T02:01:14Z,2890000,False,,,0,,J. Landale loose ball personal FOUL (1 PF),"[1629111, 1631132]",1610612763.0,MEM,loose ball,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203591.0,,,,,,1.0,0.0,Koloko,1631132.0
296,PT04M25.00S,2026-01-22T02:01:21.3Z,2,REGULAR,substitution,out,[],203484,,,1610612737,49,53,2026-01-22T02:01:33Z,2910000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT04M25.00S,2026-01-22T02:01:21.3Z,2,REGULAR,substitution,out,[],1628379,,,1610612737,49,53,2026-01-22T02:01:33Z,2920000,False,,,0,,SUB out: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT04M25.00S,2026-01-22T02:01:21.3Z,2,REGULAR,substitution,in,[],1642377,,,1610612737,49,53,2026-01-22T02:01:33Z,2930000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT04M25.00S,2026-01-22T02:01:21.3Z,2,REGULAR,substitution,in,[],1630700,,,1610612737,49,53,2026-01-22T02:01:33Z,2940000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M22.00S,2026-01-22T02:01:41.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203468,93.11760840998686,52.94117647058824,1610612737,49,55,2026-01-22T02:01:46Z,2950000,False,15.0,12.0,1,right,C. McCollum cutting finger roll Layup (5 PTS) (J. Johnson 5 AST),"[203468, 1630552]",1610612737.0,ATL,cutting finger roll,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,5.0,,,,,,,J. Johnson,1630552.0,5.0,,,,
302,PT03M59.00S,2026-01-22T02:02:03.8Z,2,REGULAR,3pt,Jump Shot,[],1629111,28.991458607095925,23.284313725490197,1610612763,49,55,2026-01-22T02:02:11Z,2970000,False,134.0,220.0,1,left,MISS J. Landale 25' 3PT,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
303,PT03M57.00S,2026-01-22T02:02:05.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,49,55,2026-01-22T02:02:11Z,2980000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,302.0,,,,,,,,,,,,,,,,,
305,PT03M57.00S,2026-01-22T02:02:12.9Z,2,REGULAR,substitution,out,[],1631132,,,1610612763,49,55,2026-01-22T02:02:20Z,3000000,False,,,0,,SUB out: C. Koloko,[1631132],1610612737.0,ATL,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M57.00S,2026-01-22T02:02:12.9Z,2,REGULAR,substitution,in,[],1630168,,,1610612763,49,55,2026-01-22T02:02:20Z,3010000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M47.00S,2026-01-22T02:02:41.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642377,31.35676741130092,21.323529411764707,1610612763,49,55,2026-01-22T02:02:45Z,3020000,False,143.0,242.0,1,left,MISS J. Wells 28' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,28.16,Missed,,,,,,,,,,,,,,,,,,
308,PT03M45.00S,2026-01-22T02:02:43.5Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,49,55,2026-01-22T02:02:45Z,3030000,False,,,0,,J. Johnson REBOUND (Off:1 Def:7),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,307.0,8.0,7.0,1.0,,,,,,,,,,,,,,
309,PT03M30.00S,2026-01-22T02:03:00.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631246,,,1610612737,49,55,2026-01-22T02:03:13Z,3040000,False,,,0,,V. Williams Jr. shooting personal FOUL (1 PF) (Daniels 2 FT),"[1631246, 1630700]",1610612763.0,MEM,shooting,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627526.0,,,,,,1.0,0.0,Daniels,1630700.0
311,PT03M30.00S,2026-01-22T02:03:15.5Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612737,49,55,2026-01-22T02:03:22Z,3060000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,1627526.0,,,,,,,,,
312,PT03M30.00S,2026-01-22T02:03:32.2Z,2,REGULAR,freethrow,1 of 2,[],1630700,,,1610612737,49,55,2026-01-22T02:03:32Z,3070000,False,,,0,,MISS D. Daniels Free Throw 1 of 2,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
313,PT03M30.00S,2026-01-22T02:03:32.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,49,55,2026-01-22T02:03:32Z,3080000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,312.0,,,,,,,,,,,,,,,,,
314,PT03M30.00S,2026-01-22T02:03:50.0Z,2,REGULAR,freethrow,2 of 2,[],1630700,,,1610612737,49,56,2026-01-22T02:03:50Z,3090000,False,,,0,,D. Daniels Free Throw 2 of 2 (3 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
315,PT03M14.00S,2026-01-22T02:04:08.5Z,2,REGULAR,3pt,Jump Shot,[],1631246,31.09395532194481,60.5392156862745,1610612763,49,56,2026-01-22T02:04:14Z,3100000,False,-53.0,240.0,1,left,MISS V. Williams Jr. 24' 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Center,24.55,Missed,,,,,,,,,,,,,,,,,,
316,PT03M08.00S,2026-01-22T02:04:14.5Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612763,49,56,2026-01-22T02:04:14Z,3110000,False,,,0,,J. Landale REBOUND (Off:3 Def:1),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,,,315.0,4.0,1.0,3.0,,,,,,,,,,,,,,
317,PT03M08.00S,2026-01-22T02:04:13.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,5.590000152587891,50.0,1610612763,49,56,2026-01-22T02:04:13Z,3120000,False,0.0,0.0,1,left,MISS J. Landale tip Layup,[1629111],1610612763.0,MEM,tip,,,Landale,J. Landale,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
318,PT03M07.00S,2026-01-22T02:04:14.1Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,49,56,2026-01-22T02:04:14Z,3130000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,,,317.0,3.0,2.0,1.0,,,,,,,,,,,,,,
319,PT03M03.00S,2026-01-22T02:04:22.2Z,2,REGULAR,foul,technical,['1freethrow'],1629638,,,1610612737,49,56,2026-01-22T02:04:42Z,3140000,False,,,0,,N. Alexander-Walker flopping technical FOUL (1 Tech),[1629638],1610612737.0,ATL,flopping,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,1627526.0,,,,,,0.0,1.0,,
320,PT03M03.00S,2026-01-22T02:04:46.9Z,2,REGULAR,freethrow,1 of 1,[],1642285,,,1610612737,50,56,2026-01-22T02:04:46Z,3150000,False,,,0,,C. Spencer technical Free Throw 1 of 1 (7 PTS),[1642285],1610612763.0,MEM,technical,,,Spencer,C. Spencer,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
321,PT03M03.00S,2026-01-22T02:04:47.8Z,2,REGULAR,substitution,out,[],1631246,,,1610612737,50,56,2026-01-22T02:05:05Z,3160000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT03M03.00S,2026-01-22T02:04:47.8Z,2,REGULAR,substitution,out,[],1642285,,,1610612737,50,56,2026-01-22T02:05:05Z,3170000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT03M03.00S,2026-01-22T02:04:47.8Z,2,REGULAR,substitution,out,[],1629111,,,1610612737,50,56,2026-01-22T02:05:05Z,3180000,False,,,0,,SUB out: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT03M03.00S,2026-01-22T02:04:47.8Z,2,REGULAR,substitution,in,[],1629630,,,1610612737,50,56,2026-01-22T02:05:05Z,3190000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT03M03.00S,2026-01-22T02:04:47.8Z,2,REGULAR,substitution,in,[],1642907,,,1610612737,50,56,2026-01-22T02:05:05Z,3200000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT03M03.00S,2026-01-22T02:04:47.8Z,2,REGULAR,substitution,in,[],1629723,,,1610612737,50,56,2026-01-22T02:05:05Z,3210000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT02M57.00S,2026-01-22T02:05:23.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642377,,,1610612737,50,56,2026-01-22T02:05:56Z,3220000,False,,,0,,J. Wells shooting personal FOUL (2 PF) (Okongwu 2 FT),"[1642377, 1630168]",1610612763.0,MEM,shooting,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203591.0,,,,,,2.0,0.0,Okongwu,1630168.0
329,PT02M57.00S,2026-01-22T02:05:58.3Z,2,REGULAR,freethrow,1 of 2,[],1630168,,,1610612737,50,56,2026-01-22T02:05:58Z,3240000,False,,,0,,MISS O. Okongwu Free Throw 1 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
330,PT02M57.00S,2026-01-22T02:05:58.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,50,56,2026-01-22T02:05:58Z,3250000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,,
331,PT02M57.00S,2026-01-22T02:06:14.9Z,2,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,50,57,2026-01-22T02:06:15Z,3260000,False,,,0,,O. Okongwu Free Throw 2 of 2 (9 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
332,PT02M36.00S,2026-01-22T02:06:36.5Z,2,REGULAR,3pt,Jump Shot,[],1642377,31.61957950065703,63.725490196078425,1610612763,50,57,2026-01-22T02:06:41Z,3270000,False,-69.0,245.0,1,left,MISS J. Wells 25' pullup 3PT,[1642377],1610612763.0,MEM,pullup,,,Wells,J. Wells,,,,,Above the Break 3,24+ Center,25.41,Missed,,,,,,,,,,,,,,,,,,
333,PT02M33.00S,2026-01-22T02:06:39.5Z,2,REGULAR,rebound,offensive,[],1642907,,,1610612763,50,57,2026-01-22T02:06:41Z,3280000,False,,,0,,C. Coward REBOUND (Off:1 Def:3),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Center,,,332.0,4.0,3.0,1.0,,,,,,,,,,,,,,
334,PT02M28.00S,2026-01-22T02:06:44.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629630,7.178055190538765,95.34313725490196,1610612763,50,57,2026-01-22T02:06:48Z,3290000,False,-227.0,15.0,1,left,MISS J. Morant 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Left Corner 3,24+ Left,22.72,Missed,,,,,,,,,,,,,,,,,,
335,PT02M25.00S,2026-01-22T02:06:47.7Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,50,57,2026-01-22T02:06:48Z,3300000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,,,334.0,4.0,3.0,1.0,,,,,,,,,,,,,,
336,PT02M17.00S,2026-01-22T02:06:56.3Z,2,REGULAR,3pt,Jump Shot,[],1630168,66.96780551905388,54.90196078431373,1610612737,50,57,2026-01-22T02:07:00Z,3310000,False,25.0,258.0,1,right,MISS O. Okongwu 25' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,25.92,Missed,,,,,,,,,,,,,,,,,,
337,PT02M15.00S,2026-01-22T02:06:58.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,50,57,2026-01-22T02:07:00Z,3320000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,336.0,,,,,,,,,,,,,,,,,
339,PT02M08.00S,2026-01-22T02:07:12.1Z,2,REGULAR,foul,personal,[],1630700,,,1610612763,50,57,2026-01-22T02:07:34Z,3340000,False,,,0,,D. Daniels personal FOUL (2 PF),"[1630700, 1628991]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627524.0,,,,,,2.0,0.0,Jackson Jr.,1628991.0
341,PT02M03.00S,2026-01-22T02:07:50.6Z,2,REGULAR,3pt,Jump Shot,[],1642907,31.750985545335087,54.166666666666664,1610612763,53,57,2026-01-22T02:07:55Z,3360000,False,-21.0,246.0,1,left,C. Coward 24' 3PT step back (6 PTS) (J. Morant 5 AST),"[1642907, 1629630]",1610612763.0,MEM,step back,,,Coward,C. Coward,,,,,Above the Break 3,24+ Center,24.69,Made,,,,,6.0,,,,,,,J. Morant,1629630.0,5.0,,,,
342,PT01M48.00S,2026-01-22T02:08:05.3Z,2,REGULAR,3pt,Jump Shot,[],203468,93.9060446780552,96.07843137254902,1610612737,53,57,2026-01-22T02:08:08Z,3370000,False,230.0,5.0,1,right,MISS C. McCollum 3PT,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
343,PT01M47.00S,2026-01-22T02:08:06.3Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,53,57,2026-01-22T02:08:08Z,3380000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Right Corner 3,24+ Right,,,342.0,1.0,1.0,0.0,,,,,,,,,,,,,,
344,PT01M41.00S,2026-01-22T02:08:13.0Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642907,7.30946123521682,45.588235294117645,1610612763,53,57,2026-01-22T04:19:47Z,3390000,False,22.0,16.0,1,left,MISS C. Coward running pullup Shot - blocked,"[1642907, 1629638]",1610612763.0,MEM,running pullup,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,Alexander-Walker,1629638.0,,,,,,,
345,PT01M41.00S,2026-01-22T02:08:13.0Z,2,REGULAR,block,,[],1629638,,,1610612763,53,57,2026-01-22T02:09:20Z,3400000,False,,,0,,N. Alexander-Walker BLOCK (1 BLK),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
346,PT01M37.00S,2026-01-22T02:08:17.0Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,53,57,2026-01-22T02:08:19Z,3410000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,344.0,5.0,4.0,1.0,,,,,,,,,,,,,,
347,PT01M27.00S,2026-01-22T02:08:26.7Z,2,REGULAR,3pt,Jump Shot,[],1630168,89.04402102496715,4.166666666666666,1610612737,53,60,2026-01-22T02:08:30Z,3420000,False,-229.0,50.0,1,right,O. Okongwu 3PT  (12 PTS) (D. Daniels 2 AST),"[1630168, 1630700]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,23.47,Made,,,,,12.0,,,,,,,D. Daniels,1630700.0,2.0,,,,
349,PT01M15.00S,2026-01-22T02:08:38.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629630,5.601182654402102,49.01960784313725,1610612763,55,60,2026-01-22T02:08:42Z,3440000,False,5.0,0.0,1,left,J. Morant driving DUNK (10 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,10.0,,,,,,,,,,,,,
350,PT01M09.00S,2026-01-22T02:08:48.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642377,,,1610612737,55,60,2026-01-22T02:09:05Z,3450000,False,,,0,,J. Wells personal FOUL (3 PF) (Alexander-Walker 2 FT),"[1642377, 1629638]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627526.0,,,,,,3.0,0.0,Alexander-Walker,1629638.0
352,PT01M09.00S,2026-01-22T02:09:13.7Z,2,REGULAR,freethrow,1 of 2,[],1629638,,,1610612737,55,61,2026-01-22T02:09:13Z,3470000,False,,,0,,N. Alexander-Walker Free Throw 1 of 2 (1 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
353,PT01M09.00S,2026-01-22T02:09:16.7Z,2,REGULAR,substitution,out,[],1642377,,,1610612737,55,61,2026-01-22T02:09:22Z,3480000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT01M09.00S,2026-01-22T02:09:16.7Z,2,REGULAR,substitution,in,[],1629111,,,1610612737,55,61,2026-01-22T02:09:22Z,3490000,False,,,0,,SUB in: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT01M09.00S,2026-01-22T02:09:40.5Z,2,REGULAR,freethrow,2 of 2,[],1629638,,,1610612737,55,62,2026-01-22T02:09:40Z,3500000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (2 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
356,PT01M00.00S,2026-01-22T02:09:52.8Z,2,REGULAR,3pt,Jump Shot,[],1628991,29.38567674113009,22.54901960784314,1610612763,55,62,2026-01-22T02:09:56Z,3510000,False,137.0,224.0,1,left,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,26.25,Missed,,,,,,,,,,,,,,,,,,
357,PT00M58.80S,2026-01-22T02:09:54.0Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,55,62,2026-01-22T02:09:56Z,3520000,False,,,0,,J. Johnson REBOUND (Off:1 Def:8),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,356.0,9.0,8.0,1.0,,,,,,,,,,,,,,
358,PT00M54.30S,2026-01-22T02:10:00.4Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1629638,74.72076215505913,74.01960784313727,1610612737,55,64,2026-01-22T02:24:41Z,3530000,False,120.0,185.0,1,right,N. Alexander-Walker 22' running pullup Jump Shot (4 PTS) (J. Johnson 6 AST),"[1629638, 1630552]",1610612737.0,ATL,running pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Right Center,22.06,Made,,,,,4.0,,,,,,,J. Johnson,1630552.0,6.0,,,,
360,PT00M45.00S,2026-01-22T02:10:12.3Z,2,REGULAR,turnover,out-of-bounds,[],1629723,,,1610612763,55,64,2026-01-22T02:10:30Z,3550000,False,,,0,,J. Konchar lost ball out-of-bounds TURNOVER (1 TO),[1629723],1610612763.0,MEM,lost ball,,,Konchar,J. Konchar,,,,,Mid-Range,16-24 Left,,,,,,,,1.0,,,1627526.0,,,,,,,,,
361,PT00M36.80S,2026-01-22T02:10:31.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630552,92.72339027595268,52.20588235294118,1610612737,55,66,2026-01-22T02:10:35Z,3560000,False,11.0,16.0,1,right,J. Johnson cutting Layup (16 PTS) (D. Daniels 3 AST),"[1630552, 1630700]",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,16.0,,,,,,,D. Daniels,1630700.0,3.0,,,,
363,PT00M30.70S,2026-01-22T02:10:48.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629638,,,1610612763,55,66,2026-01-22T02:11:02Z,3580000,False,,,0,,N. Alexander-Walker personal FOUL (1 PF) (Morant 2 FT),"[1629638, 1629630]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Center,,,,,,,,,,,203591.0,,,,,,1.0,1.0,Morant,1629630.0
365,PT00M30.70S,2026-01-22T02:11:16.9Z,2,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,56,66,2026-01-22T02:11:16Z,3600000,False,,,0,,J. Morant Free Throw 1 of 2 (11 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
366,PT00M30.70S,2026-01-22T02:11:22.0Z,2,REGULAR,substitution,out,[],1630168,,,1610612763,56,66,2026-01-22T02:11:27Z,3610000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT00M30.70S,2026-01-22T02:11:22.0Z,2,REGULAR,substitution,in,[],1631132,,,1610612763,56,66,2026-01-22T02:11:27Z,3620000,False,,,0,,SUB in: C. Koloko,[1631132],1610612737.0,ATL,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT00M30.70S,2026-01-22T02:11:42.3Z,2,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,57,66,2026-01-22T02:11:42Z,3630000,False,,,0,,J. Morant Free Throw 2 of 2 (12 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
369,PT00M11.10S,2026-01-22T02:12:03.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,90.3580814717477,53.18627450980392,1610612737,57,66,2026-01-22T02:12:08Z,3640000,False,16.0,38.0,1,right,MISS C. McCollum driving Layup,[203468],1610612737.0,ATL,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,4.13,Missed,,,,,,,,,,,,,,,,,,
