actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
175,PT09M15.00S,2024-04-11T00:18:10.2Z,2,REGULAR,rebound,defensive,[],201567,,,1610612748,29,37,2024-04-11T00:18:12Z,1730000,False,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Right Corner 3,24+ Right,,,174.0,3.0,3.0,0.0,,,,,,,,,,,,,,
176,PT09M05.00S,2024-04-11T00:18:20.7Z,2,REGULAR,turnover,lost ball,[],202710,,,1610612748,29,37,2024-04-11T00:18:27Z,1740000,False,,,0,,J. Butler lost ball TURNOVER (4 TO),"[202710, 202681]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,4.0,,,,,,Irving,202681.0
177,PT09M05.00S,2024-04-11T00:18:20.7Z,2,REGULAR,steal,,[],202681,,,1610612742,29,37,2024-04-11T00:18:23Z,1750000,False,,,0,,K. Irving STEAL (1 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
178,PT09M00.00S,2024-04-11T00:18:24.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202681,69.46452036793693,23.284313725490197,1610612742,29,40,2024-04-11T00:18:36Z,1760000,False,-134.0,235.0,1,right,K. Irving 26' 3PT running pullup (15 PTS),[202681],1610612742.0,DAL,running pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,26.99,Made,,,,,,,,,,15.0,,,,,,,,
179,PT08M49.00S,2024-04-11T00:18:36.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628997,10.200394218134035,38.48039215686275,1610612748,29,40,2024-04-11T00:18:47Z,1770000,False,58.0,43.0,1,left,MISS C. Martin 7' driving floating Shot - blocked,"[1628997, 1627884]",1610612748.0,MIA,driving floating,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,7.21,Missed,,,,,,,,,,,,,,,Jones Jr.,1627884.0,,
180,PT08M49.00S,2024-04-11T00:18:36.6Z,2,REGULAR,block,,[],1627884,,,1610612748,29,40,2024-04-11T00:18:38Z,1780000,False,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
181,PT08M44.00S,2024-04-11T00:18:41.6Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,29,40,2024-04-11T00:18:47Z,1790000,False,,,0,,D. Gafford REBOUND (Off:0 Def:2),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,179.0,2.0,2.0,0.0,,,,,,,,,,,,,,
182,PT08M44.00S,2024-04-11T00:18:46.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203501,93.03547963206307,54.741115196078425,1610612742,29,42,2024-04-11T00:19:24Z,1800000,False,24.0,13.0,1,right,T. Hardaway Jr. running DUNK (2 PTS) (J. Green 2 AST),"[203501, 1630182]",1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,2.7,Made,,,,,,,,,,2.0,,J. Green,1630182.0,2.0,,,,
184,PT08M44.00S,2024-04-11T00:18:52.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,29,42,2024-04-11T00:18:52Z,1820000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M44.00S,2024-04-11T00:20:01.9Z,2,REGULAR,substitution,out,[],201567,,,1610612748,29,42,2024-04-11T00:21:51Z,1830000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M44.00S,2024-04-11T00:20:01.9Z,2,REGULAR,substitution,out,[],201988,,,1610612748,29,42,2024-04-11T00:21:51Z,1840000,False,,,0,,SUB out: P. Mills,[201988],1610612748.0,MIA,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M44.00S,2024-04-11T00:20:01.9Z,2,REGULAR,substitution,out,[],1630182,,,1610612748,29,42,2024-04-11T00:21:51Z,1850000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M44.00S,2024-04-11T00:20:01.9Z,2,REGULAR,substitution,in,[],1629639,,,1610612748,29,42,2024-04-11T00:21:51Z,1860000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M44.00S,2024-04-11T00:20:01.9Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,29,42,2024-04-11T00:21:51Z,1870000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M44.00S,2024-04-11T00:20:01.9Z,2,REGULAR,substitution,in,[],1629029,,,1610612748,29,42,2024-04-11T00:21:51Z,1880000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M23.00S,2024-04-11T00:22:31.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628997,15.325229960578188,58.333333333333336,1610612748,31,42,2024-04-11T00:23:07Z,1890000,False,-42.0,92.0,1,left,C. Martin 10' turnaround fadeaway Jump Shot (7 PTS),[1628997],1610612748.0,MIA,turnaround fadeaway,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,10.06,Made,,,,,,,,,,7.0,,,,,,,,
192,PT08M08.00S,2024-04-11T00:22:52.2Z,2,REGULAR,3pt,Jump Shot,[],202681,74.72076215505913,12.009803921568627,1610612742,31,45,2024-04-11T00:22:58Z,1900000,False,-190.0,185.0,1,right,K. Irving 26' 3PT  (18 PTS) (L. Doncic 2 AST),"[202681, 1629029]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,26.53,Made,,,,,,,,,,18.0,,L. Doncic,1629029.0,2.0,,,,
194,PT07M44.00S,2024-04-11T00:23:15.7Z,2,REGULAR,3pt,Jump Shot,[],1628997,19.92444152431012,92.40196078431373,1610612748,34,45,2024-04-11T00:23:32Z,1920000,False,-212.0,135.0,1,left,C. Martin 25' 3PT  (10 PTS) (T. Herro 1 AST),"[1628997, 1629639]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,25.12,Made,,,,,,,,,,10.0,,T. Herro,1629639.0,1.0,,,,
196,PT07M19.00S,2024-04-11T00:23:41.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,82.47371879106439,61.274509803921575,1610612742,34,45,2024-04-11T00:23:48Z,1940000,False,56.0,112.0,1,right,MISS L. Doncic 12' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,12.56,Missed,,,,,,,,,,,,,,,,,,
197,PT07M16.00S,2024-04-11T00:23:44.7Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,34,45,2024-04-11T00:23:48Z,1950000,False,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,196.0,3.0,3.0,0.0,,,,,,,,,,,,,,
198,PT07M12.00S,2024-04-11T00:23:49.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628997,7.046649145860711,56.61764705882353,1610612748,34,45,2024-04-11T00:24:54Z,1960000,False,-33.0,14.0,1,left,MISS C. Martin running Layup,[1628997],1610612748.0,MIA,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,,,,,,,,,,,
199,PT07M10.00S,2024-04-11T00:23:51.1Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,34,45,2024-04-11T00:24:54Z,1970000,False,,,0,,D. Gafford REBOUND (Off:0 Def:3),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,198.0,3.0,3.0,0.0,,,,,,,,,,,,,,
200,PT07M06.00S,2024-04-11T00:23:54.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627884,91.01511169513797,50.245098039215684,1610612742,34,47,2024-04-11T00:24:06Z,1980000,False,1.0,32.0,1,right,D. Jones Jr. running alley-oop DUNK (4 PTS) (L. Doncic 3 AST),"[1627884, 1629029]",1610612742.0,DAL,running alley-oop,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,3.2,Made,,,,,,,,,,4.0,,L. Doncic,1629029.0,3.0,,,,
202,PT06M48.00S,2024-04-11T00:24:12.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,9.674770039421814,41.911764705882355,1610612748,36,47,2024-04-11T00:24:17Z,2000000,False,40.0,38.0,1,left,T. Herro driving Layup (8 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,5.57,Made,,,,,,,,,,8.0,,,,,,,,
203,PT06M33.00S,2024-04-11T00:24:30.0Z,2,REGULAR,foul,personal,['2freethrow'],1631170,,,1610612742,36,47,2024-04-11T00:24:49Z,2010000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (1 PF) (Doncic 2 FT),"[1631170, 1629029]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,202058.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,
205,PT06M33.00S,2024-04-11T00:25:06.4Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,36,48,2024-04-11T00:25:06Z,2030000,False,,,0,,L. Doncic Free Throw 1 of 2 (14 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,,,,,,14.0,,,,,,,,
206,PT06M33.00S,2024-04-11T00:25:07.0Z,2,REGULAR,substitution,out,[],1631170,,,1610612742,36,48,2024-04-11T00:25:37Z,2040000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M33.00S,2024-04-11T00:25:07.0Z,2,REGULAR,substitution,out,[],202710,,,1610612742,36,48,2024-04-11T00:25:37Z,2050000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M33.00S,2024-04-11T00:25:07.0Z,2,REGULAR,substitution,out,[],202681,,,1610612742,36,48,2024-04-11T00:25:37Z,2060000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M33.00S,2024-04-11T00:25:07.0Z,2,REGULAR,substitution,out,[],1627884,,,1610612742,36,48,2024-04-11T00:25:37Z,2070000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M33.00S,2024-04-11T00:25:07.0Z,2,REGULAR,substitution,in,[],1631107,,,1610612742,36,48,2024-04-11T00:25:37Z,2080000,False,,,0,,SUB in: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M33.00S,2024-04-11T00:25:07.0Z,2,REGULAR,substitution,in,[],1629312,,,1610612742,36,48,2024-04-11T00:25:37Z,2090000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M33.00S,2024-04-11T00:25:07.0Z,2,REGULAR,substitution,in,[],203957,,,1610612742,36,48,2024-04-11T00:25:37Z,2100000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M33.00S,2024-04-11T00:25:07.0Z,2,REGULAR,substitution,in,[],1629023,,,1610612742,36,48,2024-04-11T00:25:37Z,2110000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M33.00S,2024-04-11T00:25:39.2Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,36,49,2024-04-11T00:25:39Z,2120000,False,,,0,,L. Doncic Free Throw 2 of 2 (15 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,,,,,,15.0,,,,,,,,
215,PT06M17.00S,2024-04-11T00:25:57.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,12.828515111695138,55.63725490196079,1610612748,36,49,2024-04-11T00:26:29Z,2130000,False,-28.0,68.0,1,left,MISS B. Adebayo 7' driving floating Shot,[1628389],1610612748.0,MIA,driving floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,7.37,Missed,,,,,,,,,,,,,,,,,,
216,PT06M15.00S,2024-04-11T00:25:59.0Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,36,49,2024-04-11T00:26:29Z,2140000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,215.0,1.0,1.0,0.0,,,,,,,,,,,,,,
217,PT06M10.00S,2024-04-11T00:26:02.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629655,91.5407358738502,52.450980392156865,1610612742,36,51,2024-04-11T00:26:11Z,2150000,False,12.0,27.0,1,right,D. Gafford running DUNK (4 PTS) (L. Doncic 4 AST),"[1629655, 1629029]",1610612742.0,DAL,running,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.97,Made,,,,,,,,,,4.0,,L. Doncic,1629029.0,4.0,,,,
219,PT05M57.00S,2024-04-11T00:26:16.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,14.668199737187912,50.245098039215684,1610612748,38,51,2024-04-11T00:26:22Z,2170000,False,-1.0,85.0,1,left,T. Herro 8' driving floating Jump Shot (10 PTS) (C. Martin 4 AST),"[1629639, 1628997]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,8.54,Made,,,,,,,,,,10.0,,C. Martin,1628997.0,4.0,,,,
221,PT05M41.00S,2024-04-11T00:26:31.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629655,86.02168199737189,54.65686274509803,1610612742,38,53,2024-04-11T00:26:37Z,2190000,False,23.0,79.0,1,right,D. Gafford 8' turnaround Hook (6 PTS) (L. Doncic 5 AST),"[1629655, 1629029]",1610612742.0,DAL,turnaround,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,8.23,Made,,,,,,,,,,6.0,,L. Doncic,1629029.0,5.0,,,,
223,PT05M16.00S,2024-04-11T00:26:56.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,12.434296977660972,47.30392156862745,1610612748,38,53,2024-04-11T00:27:50Z,2210000,False,13.0,64.0,1,left,MISS B. Adebayo 6' driving floating Shot,[1628389],1610612748.0,MIA,driving floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,6.58,Missed,,,,,,,,,,,,,,,,,,
224,PT05M14.00S,2024-04-11T00:26:58.5Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,38,53,2024-04-11T00:27:01Z,2220000,False,,,0,,L. Doncic REBOUND (Off:1 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,223.0,5.0,4.0,1.0,,,,,,,,,,,,,,
225,PT04M57.00S,2024-04-11T00:27:15.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,91.01511169513797,47.05882352941176,1610612742,38,55,2024-04-11T00:27:20Z,2230000,False,-15.0,32.0,1,right,D. Gafford Layup (8 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,3.52,Made,,,,,,,,,,8.0,,,,,,,,
226,PT04M47.00S,2024-04-11T00:27:25.5Z,2,REGULAR,3pt,Jump Shot,[],1629639,32.670827858081466,57.59803921568627,1610612748,38,55,2024-04-11T00:27:30Z,2240000,False,-38.0,255.0,1,left,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,25.74,Missed,,,,,,,,,,,,,,,,,,
227,PT04M44.00S,2024-04-11T00:27:28.5Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,38,55,2024-04-11T00:27:30Z,2250000,False,,,0,,D. Gafford REBOUND (Off:0 Def:4),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Center,,,226.0,4.0,4.0,0.0,,,,,,,,,,,,,,
228,PT04M40.00S,2024-04-11T00:27:32.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203501,71.96123521681997,80.88235294117648,1610612742,38,58,2024-04-11T00:27:44Z,2260000,False,154.0,211.0,1,right,T. Hardaway Jr. 26' 3PT running pullup (5 PTS) (L. Doncic 6 AST),"[203501, 1629029]",1610612742.0,DAL,running pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,26.15,Made,,,,,,,,,,5.0,,L. Doncic,1629029.0,6.0,,,,
229,PT04M38.00S,2024-04-11T00:27:40.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,38,58,2024-04-11T00:27:40Z,2270000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT04M38.00S,2024-04-11T00:30:35.6Z,2,REGULAR,substitution,out,[],203957,,,1610612748,38,58,2024-04-11T00:31:02Z,2280000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT04M38.00S,2024-04-11T00:30:35.6Z,2,REGULAR,substitution,in,[],202681,,,1610612748,38,58,2024-04-11T00:31:02Z,2290000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT04M14.00S,2024-04-11T00:31:34.9Z,2,REGULAR,3pt,Jump Shot,[],1631107,29.38567674113009,77.69607843137256,1610612748,38,58,2024-04-11T00:31:43Z,2300000,False,-138.0,224.0,1,left,MISS N. Jovic 26' step back 3PT,[1631107],1610612748.0,MIA,step back,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Left Center,26.31,Missed,,,,,,,,,,,,,,,,,,
234,PT04M11.00S,2024-04-11T00:31:37.9Z,2,REGULAR,rebound,offensive,[],1629639,,,1610612748,38,58,2024-04-11T00:31:43Z,2310000,False,,,0,,T. Herro REBOUND (Off:1 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,233.0,4.0,3.0,1.0,,,,,,,,,,,,,,
235,PT04M09.00S,2024-04-11T00:31:43.8Z,2,REGULAR,foul,personal,[],1629023,,,1610612748,38,58,2024-04-11T00:32:17Z,2320000,False,,,0,,P. Washington personal FOUL (1 PF),"[1629023, 1628389]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,,,,,,,1627961.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,
237,PT03M57.00S,2024-04-11T00:32:15.1Z,2,REGULAR,turnover,lost ball,[],1628997,,,1610612748,38,58,2024-04-11T00:32:22Z,2340000,False,,,0,,C. Martin lost ball TURNOVER (1 TO),"[1628997, 202681]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,,,,Irving,202681.0
238,PT03M57.00S,2024-04-11T00:32:15.1Z,2,REGULAR,steal,,[],202681,,,1610612742,38,58,2024-04-11T00:32:17Z,2350000,False,,,0,,K. Irving STEAL (2 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
239,PT03M47.00S,2024-04-11T00:32:25.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629655,92.46057818659659,59.80392156862745,1610612742,38,60,2024-04-11T00:32:30Z,2360000,False,49.0,18.0,1,right,D. Gafford Layup (10 PTS) (P. Washington 1 AST),"[1629655, 1629023]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,5.23,Made,,,,,,,,,,10.0,,P. Washington,1629023.0,1.0,,,,
241,PT03M33.00S,2024-04-11T00:32:41.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,11.12023653088042,52.94117647058824,1610612748,38,60,2024-04-11T00:35:32Z,2380000,False,-15.0,52.0,1,left,MISS B. Adebayo floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.4,Missed,,,,,,,,,,,,,,,,,,
242,PT03M31.00S,2024-04-11T00:32:43.9Z,2,REGULAR,rebound,offensive,[],1629312,,,1610612748,38,60,2024-04-11T00:35:32Z,2390000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:0),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,241.0,1.0,0.0,1.0,,,,,,,,,,,,,,
243,PT03M30.00S,2024-04-11T00:32:44.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629312,6.783837056504599,44.36274509803921,1610612748,40,60,2024-04-11T00:35:37Z,2400000,False,28.0,11.0,1,left,H. Highsmith putback Layup (2 PTS),[1629312],1610612748.0,MIA,putback,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,3.04,Made,,,,,,,,,,2.0,,,,,,,,
244,PT03M02.00S,2024-04-11T00:33:09.3Z,2,REGULAR,3pt,Jump Shot,[],203501,93.51182654402102,4.901960784313726,1610612742,40,60,2024-04-11T00:33:14Z,2410000,False,-225.0,8.0,1,right,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,22.57,Missed,,,,,,,,,,,,,,,,,,
245,PT02M59.00S,2024-04-11T00:33:12.3Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612742,40,60,2024-04-11T00:33:14Z,2420000,False,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,244.0,2.0,1.0,1.0,,,,,,,,,,,,,,
246,PT02M56.00S,2024-04-11T00:33:17.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629029,90.14454664914587,62.032781862745104,1610612742,40,60,2024-04-11T00:37:51Z,2430000,False,60.0,40.0,1,right,MISS L. Doncic 7' fadeaway Shot,[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,7.23,Missed,,,,,,,,,,,,,,,,,,
247,PT02M53.00S,2024-04-11T00:33:20.9Z,2,REGULAR,rebound,defensive,[],1629312,,,1610612748,40,60,2024-04-11T00:37:51Z,2440000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,246.0,2.0,1.0,1.0,,,,,,,,,,,,,,
248,PT02M49.00S,2024-04-11T00:33:26.0Z,2,REGULAR,foul,personal,['2freethrow'],202681,,,1610612748,40,60,2024-04-11T00:33:36Z,2450000,False,,,0,,K. Irving shooting personal FOUL (2 PF) (Martin 2 FT),"[202681, 1628997]",1610612742.0,DAL,shooting,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,2.0,0.0,Martin,1628997.0,,,,,,,,,
250,PT02M49.00S,2024-04-11T00:33:55.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628997,,,1610612748,41,60,2024-04-11T00:33:55Z,2470000,False,,,0,,C. Martin Free Throw 1 of 2 (11 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,Made,,,,,,,,,,11.0,,,,,,,,
251,PT02M49.00S,2024-04-11T00:33:56.4Z,2,REGULAR,substitution,out,[],1629312,,,1610612748,41,60,2024-04-11T00:34:24Z,2480000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT02M49.00S,2024-04-11T00:33:56.4Z,2,REGULAR,substitution,out,[],203501,,,1610612748,41,60,2024-04-11T00:34:24Z,2490000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT02M49.00S,2024-04-11T00:33:56.4Z,2,REGULAR,substitution,out,[],1629655,,,1610612748,41,60,2024-04-11T00:34:24Z,2500000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT02M49.00S,2024-04-11T00:33:56.4Z,2,REGULAR,substitution,in,[],202710,,,1610612748,41,60,2024-04-11T00:34:24Z,2510000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT02M49.00S,2024-04-11T00:33:56.4Z,2,REGULAR,substitution,in,[],1628467,,,1610612748,41,60,2024-04-11T00:34:24Z,2520000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT02M49.00S,2024-04-11T00:33:56.4Z,2,REGULAR,substitution,in,[],1630182,,,1610612748,41,60,2024-04-11T00:34:24Z,2530000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
