actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
15,PT10M44.00S,2023-12-26T01:09:59.0Z,1,REGULAR,turnover,lost ball,[],1628389,,,1610612748,2,2,2023-12-26T01:10:03Z,150000,False,,,0,,B. Adebayo lost ball TURNOVER (2 TO),"[1628389, 1630178]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2.0,Maxey,1630178.0,,,,,,,
16,PT10M44.00S,2023-12-26T01:09:59.0Z,1,REGULAR,steal,,[],1630178,,,1610612755,2,2,2023-12-26T01:10:01Z,160000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
17,PT10M40.00S,2023-12-26T01:10:04.2Z,1,REGULAR,foul,personal,['2freethrow'],200768,,,1610612755,2,2,2023-12-26T01:10:14Z,170000,False,,,0,,K. Lowry shooting personal FOUL (1 PF) (Harris 2 FT),"[200768, 202699]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,201245.0,,,,1.0,0.0,Harris,202699.0,,,
19,PT10M40.00S,2023-12-26T01:10:27.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202699,,,1610612755,2,3,2023-12-26T01:10:27Z,190000,False,,,0,,T. Harris Free Throw 1 of 2 (1 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
20,PT10M40.00S,2023-12-26T01:10:43.3Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",202699,,,1610612755,2,4,2023-12-26T01:10:43Z,200000,False,,,0,,T. Harris Free Throw 2 of 2 (2 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
21,PT10M33.00S,2023-12-26T01:10:52.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,7.046649145860711,42.64705882352941,1610612748,2,4,2023-12-26T01:11:27Z,210000,False,37.0,14.0,1,left,MISS T. Herro cutting Layup - blocked,"[1629639, 1626162]",1610612748.0,MIA,cutting,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,3.93,Missed,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,,
22,PT10M33.00S,2023-12-26T01:10:52.6Z,1,REGULAR,block,,[],1626162,,,1610612748,2,4,2023-12-26T01:10:55Z,220000,False,,,0,,K. Oubre Jr. BLOCK (1 BLK),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M29.00S,2023-12-26T01:10:56.6Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,2,4,2023-12-26T01:10:58Z,230000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,
24,PT10M25.00S,2023-12-26T01:11:03.6Z,1,REGULAR,violation,kicked ball,[],1628389,,,1610612755,2,4,2023-12-26T01:11:14Z,240000,False,,,0,,B. Adebayo kicked ball VIOLATION,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,203592.0,,,,,,,,,,
25,PT10M18.00S,2023-12-26T01:11:26.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,86.28449408672799,51.9607843137255,1610612755,2,6,2023-12-26T01:11:31Z,250000,False,10.0,76.0,1,right,T. Harris 7' turnaround fadeaway Jump Shot (4 PTS),[202699],1610612755.0,PHI,turnaround fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,7.7,Made,,,,,,,4.0,,,,,,,,,,,
26,PT10M02.00S,2023-12-26T01:11:42.6Z,1,REGULAR,3pt,Jump Shot,[],1629639,32.802233902759525,62.99019607843137,1610612748,2,6,2023-12-26T01:11:47Z,260000,False,-65.0,256.0,1,left,MISS T. Herro 26' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,26.39,Missed,,,,,,,,,,,,,,,,,,
27,PT09M59.00S,2023-12-26T01:11:45.6Z,1,REGULAR,rebound,defensive,[],1630194,,,1610612755,2,6,2023-12-26T01:11:47Z,270000,False,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,
28,PT09M52.00S,2023-12-26T01:11:53.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,86.81011826544021,52.69607843137255,1610612755,2,8,2023-12-26T01:11:57Z,280000,False,13.0,71.0,1,right,T. Harris 7' pullup Jump Shot (6 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,7.28,Made,,,,,,,6.0,,,,,,,,,,,
29,PT09M39.00S,2023-12-26T01:12:05.0Z,1,REGULAR,3pt,Jump Shot,[],1629639,30.17411300919842,25.735294117647058,1610612748,5,8,2023-12-26T01:12:09Z,290000,False,121.0,231.0,1,left,T. Herro 26' 3PT  (3 PTS) (B. Adebayo 1 AST),"[1629639, 1628389]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,26.1,Made,,,,,,,3.0,,,,,,,,,B. Adebayo,1628389.0,1.0
31,PT09M26.00S,2023-12-26T01:12:18.4Z,1,REGULAR,3pt,Jump Shot,[],1630178,71.43561103810775,76.22549019607843,1610612755,5,8,2023-12-26T01:12:23Z,310000,False,131.0,216.0,1,right,MISS T. Maxey 25' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
32,PT09M22.00S,2023-12-26T01:12:22.4Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,5,8,2023-12-26T01:12:23Z,320000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,
33,PT09M13.00S,2023-12-26T01:12:31.4Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,5,8,2023-12-26T01:12:35Z,330000,False,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1629001]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1.0,Melton,1629001.0,,,,,,,
34,PT09M13.00S,2023-12-26T01:12:31.4Z,1,REGULAR,steal,,[],1629001,,,1610612755,5,8,2023-12-26T01:12:33Z,340000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
40,PT09M06.00S,2023-12-26T01:12:49.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629001,92.19776609724047,48.03921568627451,1610612755,5,10,2023-12-26T01:29:18Z,345000,False,-10.0,21.0,1,right,D. Melton driving Layup (2 PTS),[1629001],1610612755.0,PHI,driving,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,2.3,Made,,,,,,,2.0,,,,,,,,,,,
35,PT09M06.00S,2023-12-26T01:13:00.6Z,1,REGULAR,foul,personal,['1freethrow'],1628997,,,1610612755,5,10,2023-12-26T01:29:08Z,350000,False,,,0,,C. Martin shooting personal FOUL (1 PF) (Melton 1 FT),"[1628997, 1629001]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1146.0,,,,1.0,0.0,Melton,1629001.0,,,
39,PT09M06.00S,2023-12-26T01:13:07.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,5,10,2023-12-26T01:14:59Z,390000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT09M06.00S,2023-12-26T01:16:21.4Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629001,,,1610612755,5,11,2023-12-26T01:16:21Z,430000,False,,,0,,D. Melton Free Throw 1 of 1 (3 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
44,PT08M44.00S,2023-12-26T01:16:45.7Z,1,REGULAR,turnover,bad pass,[],1628997,,,1610612748,5,11,2023-12-26T01:16:51Z,440000,False,,,0,,C. Martin bad pass TURNOVER (1 TO),"[1628997, 1626162]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Oubre Jr.,1626162.0,,,,,,,
45,PT08M44.00S,2023-12-26T01:16:45.7Z,1,REGULAR,steal,,[],1626162,,,1610612755,5,11,2023-12-26T01:16:47Z,450000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M36.00S,2023-12-26T01:16:54.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630194,89.17542706964521,53.92156862745098,1610612755,5,13,2023-12-26T01:17:38Z,460000,False,20.0,49.0,1,right,P. Reed driving Hook (2 PTS) (K. Oubre Jr. 1 AST),"[1630194, 1626162]",1610612755.0,PHI,driving,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,5.31,Made,,,,,,,2.0,,,,,,,,,K. Oubre Jr.,1626162.0,1.0
48,PT08M22.00S,2023-12-26T01:17:09.2Z,1,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612748,5,13,2023-12-26T01:17:18Z,480000,False,,,0,,P. Reed shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1630194, 1628389]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,203592.0,,,,1.0,0.0,Adebayo,1628389.0,,,
50,PT08M22.00S,2023-12-26T01:17:39.2Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,5,13,2023-12-26T01:17:39Z,500000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
51,PT08M22.00S,2023-12-26T01:17:39.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,5,13,2023-12-26T01:17:39Z,510000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,
52,PT08M22.00S,2023-12-26T01:17:58.2Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,6,13,2023-12-26T01:17:58Z,520000,False,,,0,,B. Adebayo Free Throw 2 of 2 (3 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
53,PT08M02.00S,2023-12-26T01:18:22.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,91.67214191852825,49.26470588235294,1610612755,6,13,2023-12-26T01:20:26Z,522500,False,-4.0,26.0,1,right,MISS D. Melton driving Layup - blocked,"[1629001, 1628389]",1610612755.0,PHI,driving,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,2.61,Missed,Adebayo,1628389.0,,,,,,,,,,,,,,,,
54,PT08M02.00S,2023-12-26T01:18:22.4Z,1,REGULAR,block,,[],1628389,,,1610612755,6,13,2023-12-26T01:18:25Z,523750,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT08M01.00S,2023-12-26T01:18:23.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,6,13,2023-12-26T01:20:26Z,524375,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,53.0,,,,,,,,,,,,,,,
57,PT08M00.00S,2023-12-26T01:18:39.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202699,71.69842312746385,47.05882352941176,1610612755,6,13,2023-12-26T01:20:26Z,525000,False,-15.0,214.0,1,right,MISS T. Harris 21' Jump Shot,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Center,21.4,Missed,,,,,,,,,,,,,,,,,,
58,PT07M59.00S,2023-12-26T01:18:40.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,6,13,2023-12-26T01:18:50Z,527500,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,16-24 Center,,,,,57.0,,,,,,,,,,,,,,,
59,PT07M58.00S,2023-12-26T01:18:46.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612755,6,13,2023-12-26T01:18:58Z,590000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,203592.0,,,,,,,,,,
60,PT07M49.00S,2023-12-26T01:18:57.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629639,13.61695137976347,35.78431372549019,1610612748,6,13,2023-12-26T01:21:35Z,600000,False,71.0,75.0,1,left,MISS T. Herro 10' driving Layup - blocked,"[1629639, 1630178]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Right,10.37,Missed,Maxey,1630178.0,,,,,,,,,,,,,,,,
61,PT07M49.00S,2023-12-26T01:18:57.0Z,1,REGULAR,block,,[],1630178,,,1610612748,6,13,2023-12-26T01:18:59Z,610000,False,,,0,,T. Maxey BLOCK (1 BLK),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
62,PT07M46.00S,2023-12-26T01:19:00.0Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,6,13,2023-12-26T01:19:03Z,620000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Right,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,
63,PT07M37.00S,2023-12-26T01:19:09.6Z,1,REGULAR,3pt,Jump Shot,[],1630178,66.70499342969777,24.264705882352942,1610612755,6,13,2023-12-26T01:19:52Z,630000,False,-129.0,260.0,1,right,MISS T. Maxey 29' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,29.06,Missed,,,,,,,,,,,,,,,,,,
64,PT07M32.00S,2023-12-26T01:19:14.6Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,6,13,2023-12-26T01:19:14Z,640000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,
65,PT07M27.00S,2023-12-26T01:19:21.0Z,1,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612748,6,13,2023-12-26T01:19:31Z,650000,False,,,0,,P. Reed shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1630194, 1628389]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1146.0,,,,2.0,0.0,Adebayo,1628389.0,,,
67,PT07M27.00S,2023-12-26T01:19:49.5Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,7,13,2023-12-26T01:19:49Z,670000,False,,,0,,B. Adebayo Free Throw 1 of 2 (4 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
68,PT07M27.00S,2023-12-26T01:20:10.4Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,8,13,2023-12-26T01:20:10Z,680000,False,,,0,,B. Adebayo Free Throw 2 of 2 (5 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
69,PT07M15.00S,2023-12-26T01:20:25.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1626162,93.64323258869908,54.65686274509803,1610612755,8,15,2023-12-26T01:22:13Z,690000,False,23.0,7.0,1,right,K. Oubre Jr. driving Layup (4 PTS),[1626162],1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.44,Made,,,,,,,4.0,,,,,,,,,,,
70,PT07M15.00S,2023-12-26T01:20:32.0Z,1,REGULAR,violation,defensive goaltending,[],1628389,,,1610612755,8,15,2023-12-26T01:20:36Z,700000,False,,,0,,B. Adebayo defensive goaltending VIOLATION,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,201245.0,,,,,,,,,,
71,PT06M57.00S,2023-12-26T01:20:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,18.610381077529567,38.72549019607843,1610612748,8,15,2023-12-26T01:22:41Z,710000,False,56.0,122.0,1,left,MISS B. Adebayo 13' step back Shot,[1628389],1610612748.0,MIA,step back,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,13.48,Missed,,,,,,,,,,,,,,,,,,
72,PT06M54.00S,2023-12-26T01:20:57.6Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,8,15,2023-12-26T01:21:01Z,720000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,
73,PT06M33.00S,2023-12-26T01:21:17.8Z,1,REGULAR,3pt,Jump Shot,[],202699,96.13994743758212,94.36274509803921,1610612755,8,18,2023-12-26T01:23:21Z,730000,False,222.0,-16.0,1,right,T. Harris 3PT  (9 PTS) (T. Maxey 1 AST),"[202699, 1630178]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,22.24,Made,,,,,,,9.0,,,,,,,,,T. Maxey,1630178.0,1.0
75,PT06M24.00S,2023-12-26T01:21:28.4Z,1,REGULAR,foul,personal,[],1629001,,,1610612748,8,18,2023-12-26T01:21:40Z,750000,False,,,0,,D. Melton personal FOUL (1 PF),"[1629001, 1629639]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,201245.0,,,,1.0,0.0,Herro,1629639.0,,,
77,PT06M24.00S,2023-12-26T01:21:40.2Z,1,REGULAR,substitution,out,[],200768,,,1610612748,8,18,2023-12-26T01:21:53Z,770000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M24.00S,2023-12-26T01:21:40.2Z,1,REGULAR,substitution,out,[],202699,,,1610612748,8,18,2023-12-26T01:21:53Z,780000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M24.00S,2023-12-26T01:21:40.2Z,1,REGULAR,substitution,out,[],1630194,,,1610612748,8,18,2023-12-26T01:21:53Z,790000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M24.00S,2023-12-26T01:21:40.2Z,1,REGULAR,substitution,in,[],1629130,,,1610612748,8,18,2023-12-26T01:21:53Z,800000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M24.00S,2023-12-26T01:21:40.2Z,1,REGULAR,substitution,in,[],202694,,,1610612748,8,18,2023-12-26T01:21:53Z,810000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M24.00S,2023-12-26T01:21:40.2Z,1,REGULAR,substitution,in,[],1628964,,,1610612748,8,18,2023-12-26T01:21:53Z,820000,False,,,0,,SUB in: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M19.00S,2023-12-26T01:22:02.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,6.389618922470433,46.81372549019608,1610612748,10,18,2023-12-26T01:22:07Z,830000,False,16.0,8.0,1,left,J. Jaquez Jr. cutting Layup (2 PTS) (B. Adebayo 2 AST),"[1631170, 1628389]",1610612748.0,MIA,cutting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,2.0,,,,,,,,,B. Adebayo,1628389.0,2.0
85,PT06M04.00S,2023-12-26T01:22:16.8Z,1,REGULAR,3pt,Jump Shot,[],1629001,72.22404730617609,23.284313725490197,1610612755,10,18,2023-12-26T01:24:34Z,850000,False,-134.0,209.0,1,right,MISS D. Melton 24' pullup 3PT,[1629001],1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,24.77,Missed,,,,,,,,,,,,,,,,,,
