actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
255,PT05M17.00S,2024-02-01T01:25:45.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627734,90.22667542706965,45.09803921568628,1610612758,49,35,2024-02-01T01:25:57Z,2550000,False,-25.0,39.0,1,right,D. Sabonis running finger roll Layup (2 PTS),[1627734],1610612758.0,SAC,running finger roll,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,4.64,Made,2.0,,,,,,,,,,,,,,,,,
256,PT04M53.00S,2024-02-01T01:26:11.0Z,2,REGULAR,2pt,Jump Shot,[],1628997,16.63929040735874,27.205882352941174,1610612748,49,35,2024-02-01T01:28:27Z,2560000,False,114.0,104.0,1,left,MISS C. Martin 15' floating Shot,[1628997],1610612748.0,MIA,floating,,,Martin,C. Martin,,,,,Mid-Range,8-16 Right,15.42,Missed,,,,,,,,,,,,,,,,,,
257,PT04M51.00S,2024-02-01T01:26:13.0Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,49,35,2024-02-01T01:26:15Z,2570000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Right,,,,,,256.0,5.0,5.0,0.0,,,,,,,,,,,
258,PT04M43.00S,2024-02-01T01:26:22.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,91.40932982917214,41.17647058823529,1610612758,49,37,2024-02-01T01:26:28Z,2580000,False,-44.0,28.0,1,right,D. Sabonis Layup (4 PTS) (K. Murray 2 AST),"[1627734, 1631099]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,5.24,Made,4.0,,,,,,,K. Murray,1631099.0,2.0,,,,,,,,
260,PT04M43.00S,2024-02-01T01:26:25.2Z,2,REGULAR,foul,personal,['1freethrow'],202710,,,1610612758,49,37,2024-02-01T01:26:35Z,2600000,False,,,0,,J. Butler shooting personal FOUL (1 PF) (Sabonis 1 FT),"[202710, 1627734]",1610612748.0,MIA,shooting,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,2530.0,,,,,,,,,1.0,0.0,Sabonis,1627734.0,,,,
262,PT04M43.00S,2024-02-01T01:26:50.0Z,2,REGULAR,freethrow,1 of 1,[],1627734,,,1610612758,49,38,2024-02-01T01:26:50Z,2620000,False,,,0,,D. Sabonis Free Throw 1 of 1 (5 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
263,PT04M37.00S,2024-02-01T01:27:01.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612748,49,38,2024-02-01T01:27:06Z,2630000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M37.00S,2024-02-01T01:27:55.4Z,2,REGULAR,substitution,out,[],1628997,,,1610612748,49,38,2024-02-01T01:28:18Z,2640000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M37.00S,2024-02-01T01:27:55.4Z,2,REGULAR,substitution,in,[],1631170,,,1610612748,49,38,2024-02-01T01:28:18Z,2650000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M20.00S,2024-02-01T01:28:53.6Z,2,REGULAR,3pt,Jump Shot,[],1626196,12.565703022339028,2.450980392156863,1610612748,49,38,2024-02-01T01:28:58Z,2660000,False,238.0,66.0,1,left,MISS J. Richardson 24' 3PT,[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,Right Corner 3,24+ Right,24.66,Missed,,,,,,,,,,,,,,,,,,
267,PT04M17.00S,2024-02-01T01:28:56.6Z,2,REGULAR,rebound,defensive,[],1631099,,,1610612758,49,38,2024-02-01T01:28:58Z,2670000,False,,,0,,K. Murray REBOUND (Off:1 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,,,,266.0,3.0,2.0,1.0,,,,,,,,,,,
268,PT04M08.00S,2024-02-01T01:29:05.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,89.43823915900131,42.64705882352941,1610612758,49,38,2024-02-01T01:29:09Z,2680000,False,-37.0,47.0,1,right,MISS D. Sabonis Layup,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,5.95,Missed,,,,,,,,,,,,,,,,,,
269,PT04M06.00S,2024-02-01T01:29:07.8Z,2,REGULAR,rebound,defensive,[],1631170,,,1610612748,49,38,2024-02-01T01:29:09Z,2690000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:2),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,268.0,2.0,2.0,0.0,,,,,,,,,,,
270,PT03M54.00S,2024-02-01T01:29:19.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631170,13.091327201051248,44.85294117647059,1610612748,49,38,2024-02-01T01:29:24Z,2700000,False,26.0,71.0,1,left,MISS J. Jaquez Jr. 7' driving Hook,[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.51,Missed,,,,,,,,,,,,,,,,,,
271,PT03M52.00S,2024-02-01T01:29:21.8Z,2,REGULAR,rebound,defensive,[],1631099,,,1610612758,49,38,2024-02-01T01:29:24Z,2710000,False,,,0,,K. Murray REBOUND (Off:1 Def:3),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,270.0,4.0,3.0,1.0,,,,,,,,,,,
272,PT03M44.00S,2024-02-01T01:29:30.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,91.01511169513797,42.40196078431372,1610612758,49,40,2024-02-01T01:30:49Z,2720000,False,-38.0,32.0,1,right,D. Sabonis driving finger roll Layup (7 PTS),[1627734],1610612758.0,SAC,driving finger roll,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,4.97,Made,7.0,,,,,,,,,,,,,,,,,
273,PT03M21.00S,2024-02-01T01:29:52.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,11.12023653088042,56.127450980392155,1610612748,51,40,2024-02-01T01:29:59Z,2730000,False,-31.0,52.0,1,left,B. Adebayo 6' driving reverse Layup (6 PTS) (T. Rozier 3 AST),"[1628389, 1626179]",1610612748.0,MIA,driving reverse,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,6.03,Made,6.0,,,,,,,T. Rozier,1626179.0,3.0,,,,,,,,
275,PT03M14.00S,2024-02-01T01:30:00.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,90.62089356110381,56.61764705882353,1610612758,51,42,2024-02-01T01:31:49Z,2750000,False,33.0,36.0,1,right,K. Huerter driving Layup (11 PTS),[1628989],1610612758.0,SAC,driving,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,4.87,Made,11.0,,,,,,,,,,,,,,,,,
276,PT02M54.00S,2024-02-01T01:30:19.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,11.251642575558476,52.69607843137255,1610612748,53,42,2024-02-01T01:30:27Z,2760000,False,-13.0,53.0,1,left,B. Adebayo driving finger roll Layup (8 PTS) (T. Rozier 4 AST),"[1628389, 1626179]",1610612748.0,MIA,driving finger roll,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.5,Made,8.0,,,,,,,T. Rozier,1626179.0,4.0,,,,,,,,
278,PT02M42.00S,2024-02-01T01:30:31.5Z,2,REGULAR,3pt,Jump Shot,[],1631099,70.12155059132719,72.05882352941177,1610612758,53,45,2024-02-01T01:30:36Z,2780000,False,110.0,228.0,1,right,K. Murray 25' 3PT  (16 PTS) (D. Mitchell 1 AST),"[1631099, 1630558]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,25.36,Made,16.0,,,,,,,D. Mitchell,1630558.0,1.0,,,,,,,,
280,PT02M18.00S,2024-02-01T01:30:56.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,19.004599211563733,46.07843137254902,1610612748,55,45,2024-02-01T01:31:00Z,2800000,False,20.0,126.0,1,left,J. Richardson 12' driving floating Jump Shot (16 PTS) (J. Butler 3 AST),"[1626196, 202710]",1610612748.0,MIA,driving floating,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Center,12.76,Made,16.0,,,,,,,J. Butler,202710.0,3.0,,,,,,,,
282,PT02M10.00S,2024-02-01T01:31:03.3Z,2,REGULAR,2pt,Jump Shot,[],203084,84.44480946123521,21.323529411764707,1610612758,55,45,2024-02-01T01:31:08Z,2820000,False,-143.0,94.0,1,right,MISS H. Barnes 17' driving floating Shot,[203084],1610612758.0,SAC,driving floating,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Left,17.13,Missed,,,,,,,,,,,,,,,,,,
283,PT02M08.00S,2024-02-01T01:31:05.3Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612748,55,45,2024-02-01T01:31:08Z,2830000,False,,,0,,J. Richardson REBOUND (Off:0 Def:4),[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Left,,,,,,282.0,4.0,4.0,0.0,,,,,,,,,,,
284,PT02M04.00S,2024-02-01T01:31:10.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626196,12.171484888304862,43.627450980392155,1610612748,55,45,2024-02-01T01:33:42Z,2840000,False,32.0,62.0,1,left,MISS J. Richardson 6' running finger roll Layup,[1626196],1610612748.0,MIA,running finger roll,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,6.96,Missed,,,,,,,,,,,,,,,,,,
285,PT02M01.00S,2024-02-01T01:31:13.0Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,55,45,2024-02-01T01:31:15Z,2850000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,284.0,1.0,1.0,0.0,,,,,,,,,,,
286,PT01M58.00S,2024-02-01T01:31:16.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631099,89.96386333771353,55.63725490196079,1610612758,55,47,2024-02-01T01:35:05Z,2860000,False,28.0,42.0,1,right,K. Murray running alley-oop Layup (18 PTS) (D. Sabonis 5 AST),"[1631099, 1627734]",1610612758.0,SAC,running alley-oop,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,5.04,Made,18.0,,,,,,,D. Sabonis,1627734.0,5.0,,,,,,,,
288,PT01M41.00S,2024-02-01T01:31:34.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,9.149145860709593,44.11764705882353,1610612748,55,47,2024-02-01T01:33:52Z,2880000,False,29.0,34.0,1,left,MISS J. Jaquez Jr. cutting Layup - blocked,"[1631170, 1631099]",1610612748.0,MIA,cutting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.46,Missed,,,,,,,,,,,,,,,,,Murray,1631099.0
289,PT01M41.00S,2024-02-01T01:31:34.1Z,2,REGULAR,block,,[],1631099,,,1610612748,55,47,2024-02-01T01:31:37Z,2890000,False,,,0,,K. Murray BLOCK (2 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
290,PT01M40.00S,2024-02-01T01:31:35.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,55,47,2024-02-01T01:33:52Z,2900000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,288.0,,,,,,,,,,,,,,
292,PT01M40.00S,2024-02-01T01:31:42.7Z,2,REGULAR,substitution,out,[],1626196,,,1610612758,55,47,2024-02-01T01:31:58Z,2920000,False,,,0,,SUB out: J. Richardson,[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT01M40.00S,2024-02-01T01:31:42.7Z,2,REGULAR,substitution,out,[],1628389,,,1610612758,55,47,2024-02-01T01:31:58Z,2930000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M40.00S,2024-02-01T01:31:42.7Z,2,REGULAR,substitution,out,[],203084,,,1610612758,55,47,2024-02-01T01:31:58Z,2940000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M40.00S,2024-02-01T01:31:42.7Z,2,REGULAR,substitution,in,[],1629639,,,1610612758,55,47,2024-02-01T01:31:58Z,2950000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT01M40.00S,2024-02-01T01:31:42.7Z,2,REGULAR,substitution,in,[],201567,,,1610612758,55,47,2024-02-01T01:31:58Z,2960000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT01M40.00S,2024-02-01T01:31:42.7Z,2,REGULAR,substitution,in,[],1628368,,,1610612758,55,47,2024-02-01T01:31:58Z,2970000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT01M22.00S,2024-02-01T01:32:16.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,91.14651773981603,53.92156862745098,1610612758,55,49,2024-02-01T01:32:19Z,2990000,False,20.0,31.0,1,right,D. Sabonis driving DUNK (9 PTS),[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.64,Made,9.0,,,,,,,,,,,,,,,,,
299,PT01M05.00S,2024-02-01T01:32:34.6Z,2,REGULAR,3pt,Jump Shot,[],1629639,8.492115637319317,3.6764705882352944,1610612748,55,49,2024-02-01T01:32:40Z,3000000,False,232.0,27.0,1,left,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,23.32,Missed,,,,,,,,,,,,,,,,,,
300,PT01M03.00S,2024-02-01T01:32:36.6Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612758,55,49,2024-02-01T01:32:40Z,3010000,False,,,0,,K. Huerter REBOUND (Off:1 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Right Corner 3,24+ Right,,,,,,299.0,2.0,1.0,1.0,,,,,,,,,,,
301,PT01M02.00S,2024-02-01T01:32:40.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630558,89.96386333771353,55.63725490196079,1610612758,55,51,2024-02-01T01:32:46Z,3020000,False,28.0,42.0,1,right,D. Mitchell running Layup (2 PTS) (K. Huerter 2 AST),"[1630558, 1628989]",1610612758.0,SAC,running,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,5.04,Made,2.0,,,,,,,K. Huerter,1628989.0,2.0,,,,,,,,
303,PT01M02.00S,2024-02-01T01:32:44.6Z,2,REGULAR,foul,personal,['1freethrow'],1631170,,,1610612758,55,51,2024-02-01T01:33:04Z,3040000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (2 PF) (Mitchell 1 FT),"[1631170, 1630558]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,1627961.0,,,,,,,,,2.0,0.0,Mitchell,1630558.0,,,,
305,PT01M02.00S,2024-02-01T01:32:59.0Z,2,REGULAR,substitution,out,[],1631170,,,1610612758,55,51,2024-02-01T01:33:42Z,3060000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT01M02.00S,2024-02-01T01:32:59.0Z,2,REGULAR,substitution,in,[],1628997,,,1610612758,55,51,2024-02-01T01:33:42Z,3070000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M02.00S,2024-02-01T01:33:10.5Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1630558,,,1610612758,55,52,2024-02-01T01:33:10Z,3080000,False,,,0,,D. Mitchell Free Throw 1 of 1 (3 PTS),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
308,PT00M47.50S,2024-02-01T01:33:29.9Z,2,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612748,55,52,2024-02-01T01:33:37Z,3090000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Herro 2 FT),"[1630558, 1629639]",1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,203592.0,,,,,,,,,1.0,0.0,Herro,1629639.0,,,,
310,PT00M47.50S,2024-02-01T01:33:57.3Z,2,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,56,52,2024-02-01T01:33:57Z,3110000,False,,,0,,T. Herro Free Throw 1 of 2 (6 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
311,PT00M47.50S,2024-02-01T01:33:58.0Z,2,REGULAR,substitution,out,[],1630558,,,1610612748,56,52,2024-02-01T01:34:00Z,3120000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT00M47.50S,2024-02-01T01:33:58.0Z,2,REGULAR,substitution,in,[],203084,,,1610612748,56,52,2024-02-01T01:34:00Z,3130000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M47.50S,2024-02-01T01:34:13.6Z,2,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,57,52,2024-02-01T01:34:13Z,3140000,False,,,0,,T. Herro Free Throw 2 of 2 (7 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
314,PT00M34.10S,2024-02-01T01:34:30.8Z,2,REGULAR,3pt,Jump Shot,[],1631099,73.01248357424441,12.745098039215685,1610612758,57,55,2024-02-01T01:34:35Z,3150000,False,-186.0,201.0,1,right,K. Murray 27' 3PT  (21 PTS) (D. Fox 2 AST),"[1631099, 1628368]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,27.42,Made,21.0,,,,,,,D. Fox,1628368.0,2.0,,,,,,,,
316,PT00M23.00S,2024-02-01T01:34:47.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,11.777266754270697,51.71568627450981,1610612748,59,55,2024-02-01T01:34:56Z,3170000,False,-9.0,58.0,1,left,J. Butler Layup (11 PTS) (K. Love 3 AST),"[202710, 201567]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,5.88,Made,11.0,,,,,,,K. Love,201567.0,3.0,,,,,,,,
318,PT00M23.00S,2024-02-01T01:34:49.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628989,,,1610612748,59,55,2024-02-01T01:34:59Z,3190000,False,,,0,,K. Huerter shooting personal FOUL (3 PF) (Butler 1 FT),"[1628989, 202710]",1610612758.0,SAC,shooting,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,2530.0,,,,,,,,,3.0,0.0,Butler,202710.0,,,,
320,PT00M23.00S,2024-02-01T01:35:14.7Z,2,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,59,55,2024-02-01T01:35:14Z,3210000,False,,,0,,MISS J. Butler Free Throw 1 of 1,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
321,PT00M20.60S,2024-02-01T01:35:16.3Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,59,55,2024-02-01T01:35:16Z,3220000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,320.0,6.0,6.0,0.0,,,,,,,,,,,
322,PT00M02.30S,2024-02-01T01:35:36.9Z,2,REGULAR,3pt,Jump Shot,[],1628368,73.27529566360053,13.480392156862745,1610612758,59,55,2024-02-01T01:36:17Z,3230000,False,-183.0,199.0,1,right,MISS D. Fox 26' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,26.99,Missed,,,,,,,,,,,,,,,,,,
323,PT00M01.00S,2024-02-01T01:35:38.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,59,55,2024-02-01T01:36:17Z,3240000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,322.0,,,,,,,,,,,,,,
324,PT00M00.00S,2024-02-01T01:35:44.5Z,2,REGULAR,period,end,[],0,,,1610612758,59,55,2024-02-01T01:35:44Z,3250000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2024-02-01T01:50:24.8Z,3,REGULAR,substitution,out,['startperiod'],1628997,,,1610612758,59,55,2024-02-01T01:50:52Z,3260000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2024-02-01T01:50:24.8Z,3,REGULAR,substitution,out,['startperiod'],201567,,,1610612758,59,55,2024-02-01T01:50:52Z,3270000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2024-02-01T01:50:24.8Z,3,REGULAR,substitution,in,['startperiod'],1628389,,,1610612758,59,55,2024-02-01T01:50:52Z,3280000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2024-02-01T01:50:24.8Z,3,REGULAR,substitution,in,['startperiod'],1629312,,,1610612758,59,55,2024-02-01T01:50:52Z,3290000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2024-02-01T01:51:09.3Z,3,REGULAR,period,start,[],0,,,1610612758,59,55,2024-02-01T01:51:09Z,3300000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT11M44.00S,2024-02-01T01:51:23.7Z,3,REGULAR,2pt,Jump Shot,[],1628989,18.478975032851512,21.07843137254902,1610612758,59,55,2024-02-01T01:51:29Z,3310000,False,145.0,121.0,1,left,MISS K. Huerter 18' driving floating Shot,[1628989],1610612758.0,SAC,driving floating,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Right Center,18.87,Missed,,,,,,,,,,,,,,,,,,
331,PT11M42.00S,2024-02-01T01:51:25.7Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612748,59,55,2024-02-01T01:51:29Z,3320000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Right Center,,,,,,330.0,1.0,1.0,0.0,,,,,,,,,,,
332,PT11M31.00S,2024-02-01T01:51:37.5Z,3,REGULAR,3pt,Jump Shot,[],1629312,92.19776609724047,94.85294117647058,1610612748,59,55,2024-02-01T01:51:40Z,3330000,False,224.0,21.0,1,right,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,22.53,Missed,,,,,,,,,,,,,,,,,,
333,PT11M29.00S,2024-02-01T01:51:39.5Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,59,55,2024-02-01T01:51:40Z,3340000,False,,,0,,K. Murray REBOUND (Off:1 Def:4),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,,,,332.0,5.0,4.0,1.0,,,,,,,,,,,
334,PT11M13.00S,2024-02-01T01:51:55.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203084,10.068988173455978,43.38235294117647,1610612758,59,57,2024-02-01T01:52:03Z,3350000,False,33.0,42.0,1,left,H. Barnes driving Layup (2 PTS) (D. Sabonis 6 AST),"[203084, 1627734]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,5.36,Made,2.0,,,,,,,D. Sabonis,1627734.0,6.0,,,,,,,,
336,PT10M56.00S,2024-02-01T01:52:11.7Z,3,REGULAR,2pt,Jump Shot,[],1626179,76.42904073587385,42.8921568627451,1610612748,59,57,2024-02-01T01:52:15Z,3370000,False,-36.0,169.0,1,right,MISS T. Rozier 17' step back Shot,[1626179],1610612748.0,MIA,step back,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Center,17.28,Missed,,,,,,,,,,,,,,,,,,
337,PT10M54.00S,2024-02-01T01:52:13.7Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,59,57,2024-02-01T01:52:15Z,3380000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Center,,,,,,336.0,7.0,7.0,0.0,,,,,,,,,,,
338,PT10M49.00S,2024-02-01T01:52:19.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,32.670827858081466,65.19607843137256,1610612758,59,60,2024-02-01T01:52:25Z,3390000,False,-76.0,255.0,1,left,D. Fox 26' 3PT running pullup (8 PTS) (D. Sabonis 7 AST),"[1628368, 1627734]",1610612758.0,SAC,running pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,26.57,Made,8.0,,,,,,,D. Sabonis,1627734.0,7.0,,,,,,,,
