actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
531,PT06M28.00S,2024-04-13T02:05:22.7Z,4,REGULAR,turnover,out-of-bounds,[],203482,,,1610612761,110,87,2024-04-13T02:05:47Z,5160000,False,,,0,,K. Olynyk lost ball out-of-bounds TURNOVER (4 TO),[203482],1610612761.0,TOR,lost ball,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,1193.0,4.0,,,,,,,,,,,,,,,
532,PT06M28.00S,2024-04-13T02:05:38.1Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,110,87,2024-04-13T02:05:51Z,5170000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612761.0,TOR,,,,,,,,,,,,,,,1193.0,,,,,,,,,,,,,,,,
533,PT06M27.00S,2024-04-13T02:05:46.4Z,4,REGULAR,turnover,traveling,[],1629312,,,1610612748,110,87,2024-04-13T02:06:00Z,5180000,False,,,0,,H. Highsmith traveling TURNOVER (1 TO),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,,,,1193.0,1.0,,,,,,,,,,,,,,,
534,PT06M13.00S,2024-04-13T02:06:12.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630193,95.3515111695138,95.09803921568627,1610612761,110,90,2024-04-13T02:09:46Z,5190000,False,225.0,-9.0,1,right,I. Quickley 3PT pullup (15 PTS),[1630193],1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,22.57,Made,15.0,,,,,,,,,,,,,,,,,
535,PT05M56.00S,2024-04-13T02:06:29.4Z,4,REGULAR,3pt,Jump Shot,[],201567,30.699737187910642,71.32352941176471,1610612748,113,90,2024-04-13T02:06:33Z,5200000,False,-107.0,236.0,1,left,K. Love 25' 3PT  (14 PTS) (J. Jaquez Jr. 9 AST),"[201567, 1631170]",1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,25.9,Made,14.0,,,,,,,J. Jaquez Jr.,1631170.0,9.0,,,,,,,,
538,PT05M39.00S,2024-04-13T02:07:00.3Z,4,REGULAR,2pt,Jump Shot,[],203482,76.82325886990802,55.63725490196079,1610612761,113,90,2024-04-13T02:07:04Z,5230000,False,28.0,165.0,1,right,MISS K. Olynyk 16' Jump Shot,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Center,16.78,Missed,,,,,,,,,,,,,,,,,,
539,PT05M34.00S,2024-04-13T02:07:05.3Z,4,REGULAR,rebound,defensive,[],201567,,,1610612748,113,90,2024-04-13T02:07:04Z,5240000,False,,,0,,K. Love REBOUND (Off:1 Def:7),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Mid-Range,16-24 Center,,,,,,538.0,8.0,7.0,1.0,,,,,,,,,,,
540,PT05M19.00S,2024-04-13T02:07:19.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,7.178055190538765,49.01960784313725,1610612748,115,90,2024-04-13T02:07:24Z,5250000,False,5.0,15.0,1,left,D. Wright driving Layup (7 PTS) (K. Love 2 AST),"[1626153, 201567]",1610612748.0,MIA,driving,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,1.58,Made,7.0,,,,,,,K. Love,201567.0,2.0,,,,,,,,
542,PT05M10.00S,2024-04-13T02:07:28.3Z,4,REGULAR,3pt,Jump Shot,[],1629018,70.90998685939553,15.196078431372548,1610612761,115,93,2024-04-13T02:07:33Z,5270000,False,-174.0,221.0,1,right,G. Trent Jr. 28' 3PT  (7 PTS) (I. Quickley 5 AST),"[1629018, 1630193]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,28.12,Made,7.0,,,,,,,I. Quickley,1630193.0,5.0,,,,,,,,
545,PT04M54.00S,2024-04-13T02:07:55.7Z,4,REGULAR,3pt,Jump Shot,[],201567,33.98488830486202,57.107843137254896,1610612748,115,93,2024-04-13T02:08:00Z,5300000,False,-36.0,267.0,1,left,MISS K. Love 26' 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,26.93,Missed,,,,,,,,,,,,,,,,,,
546,PT04M51.00S,2024-04-13T02:07:58.7Z,4,REGULAR,rebound,defensive,[],1630193,,,1610612761,115,93,2024-04-13T02:08:00Z,5310000,False,,,0,,I. Quickley REBOUND (Off:0 Def:4),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,545.0,4.0,4.0,0.0,,,,,,,,,,,
547,PT04M44.00S,2024-04-13T02:08:06.3Z,4,REGULAR,3pt,Jump Shot,[],1629018,91.80354796320631,2.2058823529411766,1610612761,115,93,2024-04-13T02:08:16Z,5320000,False,-239.0,25.0,1,right,MISS G. Trent Jr. 24' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,24.03,Missed,,,,,,,,,,,,,,,,,,
548,PT04M40.00S,2024-04-13T02:08:10.3Z,4,REGULAR,rebound,defensive,[],202710,,,1610612748,115,93,2024-04-13T02:08:16Z,5330000,False,,,0,,J. Butler REBOUND (Off:1 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,,,,547.0,3.0,2.0,1.0,,,,,,,,,,,
549,PT04M34.00S,2024-04-13T02:08:15.7Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631170,6.1268068331143235,48.28431372549019,1610612748,115,93,2024-04-13T02:09:09Z,5340000,False,9.0,5.0,1,left,MISS J. Jaquez Jr. running reverse Layup,[1631170],1610612748.0,MIA,running reverse,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,1.0,Missed,,,,,,,,,,,,,,,,,,
550,PT04M34.00S,2024-04-13T02:08:15.7Z,4,REGULAR,rebound,defensive,[],203482,,,1610612761,115,93,2024-04-13T02:08:27Z,5350000,False,,,0,,K. Olynyk REBOUND (Off:3 Def:8),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,549.0,11.0,8.0,3.0,,,,,,,,,,,
551,PT04M31.00S,2024-04-13T02:08:23.3Z,4,REGULAR,foul,personal,[],201567,,,1610612761,115,93,2024-04-13T02:08:41Z,5360000,False,,,0,,K. Love personal FOUL (1 PF),"[201567, 203482]",1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Center,,,,1193.0,,,,,,,,,1.0,0.0,Olynyk,203482.0,,,,
553,PT04M31.00S,2024-04-13T02:08:35.9Z,4,REGULAR,substitution,out,[],202710,,,1610612761,115,93,2024-04-13T02:08:41Z,5380000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT04M31.00S,2024-04-13T02:08:35.9Z,4,REGULAR,substitution,in,[],1628997,,,1610612761,115,93,2024-04-13T02:08:41Z,5390000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT04M31.00S,2024-04-13T02:08:51.4Z,4,REGULAR,substitution,out,[],201567,,,1610612761,115,93,2024-04-13T02:08:56Z,5400000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT04M31.00S,2024-04-13T02:08:51.4Z,4,REGULAR,substitution,in,[],1631107,,,1610612761,115,93,2024-04-13T02:08:56Z,5410000,False,,,0,,SUB in: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT04M21.00S,2024-04-13T02:09:18.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629628,84.83902759526939,52.94117647058824,1610612761,115,95,2024-04-13T02:09:22Z,5420000,False,15.0,90.0,1,right,R. Barrett 9' turnaround Hook (35 PTS) (K. Olynyk 6 AST),"[1629628, 203482]",1610612761.0,TOR,turnaround,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,9.12,Made,35.0,,,,,,,K. Olynyk,203482.0,6.0,,,,,,,,
560,PT04M01.00S,2024-04-13T02:09:39.6Z,4,REGULAR,2pt,Jump Shot,[],1631170,15.588042049934298,74.75490196078431,1610612748,115,95,2024-04-13T02:11:33Z,5450000,False,-124.0,94.0,1,left,MISS J. Jaquez Jr. 15' step back Shot,[1631170],1610612748.0,MIA,step back,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,8-16 Left,15.54,Missed,,,,,,,,,,,,,,,,,,
561,PT03M57.00S,2024-04-13T02:09:42.5Z,4,REGULAR,rebound,offensive,[],1629312,,,1610612748,115,95,2024-04-13T02:09:42Z,5460000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:0),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,8-16 Left,,,,,,560.0,1.0,0.0,1.0,,,,,,,,,,,
562,PT03M54.00S,2024-04-13T02:09:47.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631170,7.835085413929041,57.84313725490197,1610612748,117,95,2024-04-13T02:12:07Z,5470000,False,-39.0,21.0,1,left,J. Jaquez Jr. driving Layup (15 PTS) (D. Wright 4 AST),"[1631170, 1626153]",1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,15.0,,,,,,,D. Wright,1626153.0,4.0,,,,,,,,
564,PT03M53.00S,2024-04-13T02:10:01.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,117,95,2024-04-13T02:10:01Z,5490000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT03M53.00S,2024-04-13T02:11:57.9Z,4,REGULAR,substitution,out,[],1641711,,,1610612761,117,95,2024-04-13T02:12:37Z,5500000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT03M53.00S,2024-04-13T02:11:57.9Z,4,REGULAR,substitution,out,[],1630193,,,1610612761,117,95,2024-04-13T02:12:37Z,5510000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT03M53.00S,2024-04-13T02:11:57.9Z,4,REGULAR,substitution,out,[],1629628,,,1610612761,117,95,2024-04-13T02:12:37Z,5520000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT03M53.00S,2024-04-13T02:11:57.9Z,4,REGULAR,substitution,out,[],1629018,,,1610612761,117,95,2024-04-13T02:12:37Z,5530000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT03M53.00S,2024-04-13T02:11:57.9Z,4,REGULAR,substitution,out,[],203482,,,1610612761,117,95,2024-04-13T02:12:37Z,5540000,False,,,0,,SUB out: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT03M53.00S,2024-04-13T02:11:57.9Z,4,REGULAR,substitution,in,[],1631241,,,1610612761,117,95,2024-04-13T02:12:37Z,5550000,False,,,0,,SUB in: J. Freeman-Liberty,[1631241],1610612761.0,TOR,,,,Freeman-Liberty,J. Freeman-Liberty,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT03M53.00S,2024-04-13T02:11:57.9Z,4,REGULAR,substitution,in,[],1629670,,,1610612761,117,95,2024-04-13T02:12:37Z,5560000,False,,,0,,SUB in: J. Nwora,[1629670],1610612761.0,TOR,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT03M53.00S,2024-04-13T02:11:57.9Z,4,REGULAR,substitution,in,[],1630534,,,1610612761,117,95,2024-04-13T02:12:37Z,5570000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT03M53.00S,2024-04-13T02:11:57.9Z,4,REGULAR,substitution,in,[],1642013,,,1610612761,117,95,2024-04-13T02:12:37Z,5580000,False,,,0,,SUB in: M. Williams,[1642013],1610612761.0,TOR,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT03M53.00S,2024-04-13T02:11:57.9Z,4,REGULAR,substitution,in,[],202066,,,1610612761,117,95,2024-04-13T02:12:37Z,5590000,False,,,0,,SUB in: G. Temple,[202066],1610612761.0,TOR,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT03M37.00S,2024-04-13T02:13:05.4Z,4,REGULAR,turnover,out-of-bounds,[],1631241,,,1610612761,117,95,2024-04-13T02:13:11Z,5600000,False,,,0,,J. Freeman-Liberty bad pass out-of-bounds TURNOVER (2 TO),[1631241],1610612761.0,TOR,bad pass,,,Freeman-Liberty,J. Freeman-Liberty,,,,,In The Paint (Non-RA),8-16 Center,,,,1193.0,2.0,,,,,,,,,,,,,,,
576,PT03M25.00S,2024-04-13T02:13:21.2Z,4,REGULAR,turnover,bad pass,[],1631107,,,1610612748,117,95,2024-04-13T02:13:25Z,5610000,False,,,0,,N. Jovic bad pass TURNOVER (1 TO),"[1631107, 1630534]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,,,,,1.0,,,,,,,,,,,,Agbaji,1630534.0,,
577,PT03M25.00S,2024-04-13T02:13:21.2Z,4,REGULAR,steal,,[],1630534,,,1610612761,117,95,2024-04-13T02:13:23Z,5620000,False,,,0,,O. Agbaji STEAL (1 STL),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
578,PT03M19.00S,2024-04-13T02:13:26.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202066,94.30026281208936,50.0,1610612761,117,97,2024-04-13T02:13:54Z,5630000,False,0.0,1.0,1,right,G. Temple running Layup (3 PTS),[202066],1610612761.0,TOR,running,,,Temple,G. Temple,,,,,Restricted Area,0-8 Center,0.11,Made,3.0,,,,,,,,,,,,,,,,,
579,PT03M04.00S,2024-04-13T02:13:41.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,5.338370565045992,47.30392156862745,1610612748,117,97,2024-04-13T02:13:47Z,5640000,False,13.0,-2.0,1,left,MISS J. Jaquez Jr. cutting Layup - blocked,"[1631170, 1630534]",1610612748.0,MIA,cutting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,1.37,Missed,,,,,,,,,,,,,,,,,Agbaji,1630534.0
580,PT03M04.00S,2024-04-13T02:13:41.4Z,4,REGULAR,block,,[],1630534,,,1610612748,117,97,2024-04-13T02:13:43Z,5650000,False,,,0,,O. Agbaji BLOCK (1 BLK),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
581,PT03M02.00S,2024-04-13T02:13:43.4Z,4,REGULAR,rebound,defensive,[],1631241,,,1610612761,117,97,2024-04-13T02:13:47Z,5660000,False,,,0,,J. Freeman-Liberty REBOUND (Off:0 Def:1),[1631241],1610612761.0,TOR,,,,Freeman-Liberty,J. Freeman-Liberty,,,,,Restricted Area,0-8 Center,,,,,,579.0,1.0,1.0,0.0,,,,,,,,,,,
582,PT02M57.00S,2024-04-13T02:13:48.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202066,93.64323258869908,48.03921568627451,1610612761,117,99,2024-04-13T02:13:54Z,5670000,False,-10.0,7.0,1,right,G. Temple running finger roll Layup (5 PTS),[202066],1610612761.0,TOR,running finger roll,,,Temple,G. Temple,,,,,Restricted Area,0-8 Center,1.22,Made,5.0,,,,,,,,,,,,,,,,,
583,PT02M44.00S,2024-04-13T02:14:02.6Z,4,REGULAR,3pt,Jump Shot,[],1631170,32.670827858081466,62.745098039215684,1610612748,120,99,2024-04-13T02:14:08Z,5680000,False,-64.0,255.0,1,left,J. Jaquez Jr. 26' 3PT  (18 PTS) (N. Jovic 2 AST),"[1631170, 1631107]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Center,26.24,Made,18.0,,,,,,,N. Jovic,1631107.0,2.0,,,,,,,,
585,PT02M17.00S,2024-04-13T02:14:32.2Z,4,REGULAR,3pt,Jump Shot,[],1630534,69.46452036793693,68.62745098039215,1610612761,120,99,2024-04-13T02:15:12Z,5700000,False,93.0,235.0,1,right,MISS O. Agbaji 25' 3PT,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,25.23,Missed,,,,,,,,,,,,,,,,,,
586,PT02M15.00S,2024-04-13T02:14:34.2Z,4,REGULAR,rebound,defensive,[],1631107,,,1610612748,120,99,2024-04-13T02:15:28Z,5710000,False,,,0,,N. Jovic REBOUND (Off:1 Def:4),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,,,,,,585.0,5.0,4.0,1.0,,,,,,,,,,,
587,PT02M00.00S,2024-04-13T02:14:46.8Z,4,REGULAR,3pt,Jump Shot,[],1631107,33.327858081471746,63.970588235294116,1610612748,123,99,2024-04-13T02:14:51Z,5720000,False,-70.0,261.0,1,left,N. Jovic 27' 3PT  (22 PTS) (D. Wright 5 AST),"[1631107, 1626153]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Center,27.0,Made,22.0,,,,,,,D. Wright,1626153.0,5.0,,,,,,,,
589,PT01M40.00S,2024-04-13T02:15:07.2Z,4,REGULAR,turnover,bad pass,[],1629670,,,1610612761,123,99,2024-04-13T02:15:11Z,5740000,False,,,0,,J. Nwora bad pass TURNOVER (1 TO),"[1629670, 1626153]",1610612761.0,TOR,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Center,,,,,1.0,,,,,,,,,,,,Wright,1626153.0,,
590,PT01M40.00S,2024-04-13T02:15:07.2Z,4,REGULAR,steal,,[],1626153,,,1610612748,123,99,2024-04-13T02:15:09Z,5750000,False,,,0,,D. Wright STEAL (2 STL),[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
591,PT01M36.00S,2024-04-13T02:15:11.8Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1626153,16.819973718791065,4.67984068627451,1610612748,123,99,2024-04-13T02:16:04Z,5760000,False,227.0,106.0,1,left,MISS D. Wright 25' running 3PT,[1626153],1610612748.0,MIA,running,,,Wright,D. Wright,,,,,Above the Break 3,24+ Right Center,25.0,Missed,,,,,,,,,,,,,,,,,,
592,PT01M34.00S,2024-04-13T02:15:13.8Z,4,REGULAR,rebound,defensive,[],202066,,,1610612761,123,99,2024-04-13T02:16:15Z,5770000,False,,,0,,G. Temple REBOUND (Off:1 Def:1),[202066],1610612761.0,TOR,,,,Temple,G. Temple,,,,,Above the Break 3,24+ Right Center,,,,,,591.0,2.0,1.0,1.0,,,,,,,,,,,
593,PT01M27.00S,2024-04-13T02:15:22.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630534,94.1688567674113,50.245098039215684,1610612761,123,101,2024-04-13T02:15:26Z,5780000,False,1.0,2.0,1,right,O. Agbaji cutting DUNK (7 PTS) (J. Freeman-Liberty 2 AST),"[1630534, 1631241]",1610612761.0,TOR,cutting,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,0.26,Made,7.0,,,,,,,J. Freeman-Liberty,1631241.0,2.0,,,,,,,,
595,PT01M10.00S,2024-04-13T02:15:41.2Z,4,REGULAR,3pt,Jump Shot,[],1631107,9.411957950065702,3.6764705882352944,1610612748,123,101,2024-04-13T02:15:46Z,5800000,False,232.0,36.0,1,left,MISS N. Jovic 3PT,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Right Corner 3,24+ Right,23.44,Missed,,,,,,,,,,,,,,,,,,
596,PT01M07.00S,2024-04-13T02:15:44.2Z,4,REGULAR,rebound,offensive,[],1628997,,,1610612748,123,101,2024-04-13T02:15:46Z,5810000,False,,,0,,C. Martin REBOUND (Off:1 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,,,,595.0,4.0,3.0,1.0,,,,,,,,,,,
597,PT01M04.00S,2024-04-13T02:15:50.3Z,4,REGULAR,foul,personal,['2freethrow'],1642013,,,1610612748,123,101,2024-04-13T02:16:13Z,5820000,False,,,0,,M. Williams shooting personal FOUL (3 PF) (Jaquez Jr. 2 FT),"[1642013, 1631170]",1610612761.0,TOR,shooting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,1155.0,,,,,,,,,3.0,0.0,Jaquez Jr.,1631170.0,,,,
599,PT01M04.00S,2024-04-13T02:16:15.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1631170,,,1610612748,124,101,2024-04-13T02:16:15Z,5840000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (19 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
600,PT01M04.00S,2024-04-13T02:16:16.6Z,4,REGULAR,substitution,out,[],1626153,,,1610612748,124,101,2024-04-13T02:16:35Z,5850000,False,,,0,,SUB out: D. Wright,[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT01M04.00S,2024-04-13T02:16:16.6Z,4,REGULAR,substitution,out,[],1631107,,,1610612748,124,101,2024-04-13T02:16:35Z,5860000,False,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT01M04.00S,2024-04-13T02:16:16.6Z,4,REGULAR,substitution,out,[],1628997,,,1610612748,124,101,2024-04-13T02:16:35Z,5870000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT01M04.00S,2024-04-13T02:16:16.6Z,4,REGULAR,substitution,out,[],1629312,,,1610612748,124,101,2024-04-13T02:16:35Z,5880000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT01M04.00S,2024-04-13T02:16:16.6Z,4,REGULAR,substitution,in,[],1631214,,,1610612748,124,101,2024-04-13T02:16:35Z,5890000,False,,,0,,SUB in: A. Williams,[1631214],1610612748.0,MIA,,,,Williams,A. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT01M04.00S,2024-04-13T02:16:16.6Z,4,REGULAR,substitution,in,[],1631288,,,1610612748,124,101,2024-04-13T02:16:35Z,5900000,False,,,0,,SUB in: J. Cain,[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT01M04.00S,2024-04-13T02:16:16.6Z,4,REGULAR,substitution,in,[],1631115,,,1610612748,124,101,2024-04-13T02:16:35Z,5910000,False,,,0,,SUB in: O. Robinson,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT01M04.00S,2024-04-13T02:16:16.6Z,4,REGULAR,substitution,in,[],1631306,,,1610612748,124,101,2024-04-13T02:16:35Z,5920000,False,,,0,,SUB in: C. Swider,[1631306],1610612748.0,MIA,,,,Swider,C. Swider,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT01M04.00S,2024-04-13T02:16:35.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1631170,,,1610612748,125,101,2024-04-13T02:16:35Z,5930000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (20 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
609,PT00M59.70S,2024-04-13T02:16:46.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631214,,,1610612761,125,101,2024-04-13T02:17:00Z,5940000,False,,,0,,A. Williams take personal FOUL (1 PF) (Freeman-Liberty 2 FT),"[1631214, 1631241]",1610612748.0,MIA,take,,,Williams,A. Williams,,,,,Above the Break 3,24+ Right Center,,,,201639.0,,,,,,,,,1.0,0.0,Freeman-Liberty,1631241.0,,,,
611,PT00M59.70S,2024-04-13T02:17:11.8Z,4,REGULAR,freethrow,1 of 2,[],1631241,,,1610612761,125,102,2024-04-13T02:17:11Z,5960000,False,,,0,,J. Freeman-Liberty Free Throw 1 of 2 (3 PTS),[1631241],1610612761.0,TOR,,,,Freeman-Liberty,J. Freeman-Liberty,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
612,PT00M59.70S,2024-04-13T02:17:13.3Z,4,REGULAR,substitution,out,[],1631170,,,1610612761,125,102,2024-04-13T02:17:16Z,5970000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT00M59.70S,2024-04-13T02:17:13.3Z,4,REGULAR,substitution,in,[],1626153,,,1610612761,125,102,2024-04-13T02:17:16Z,5980000,False,,,0,,SUB in: D. Wright,[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT00M59.70S,2024-04-13T02:17:27.3Z,4,REGULAR,freethrow,2 of 2,[],1631241,,,1610612761,125,103,2024-04-13T02:17:27Z,5990000,False,,,0,,J. Freeman-Liberty Free Throw 2 of 2 (4 PTS),[1631241],1610612761.0,TOR,,,,Freeman-Liberty,J. Freeman-Liberty,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
615,PT00M35.90S,2024-04-13T02:17:54.3Z,4,REGULAR,3pt,Jump Shot,[],1631214,29.517082785808146,73.77450980392157,1610612748,125,103,2024-04-13T02:17:59Z,6000000,False,-119.0,225.0,1,left,MISS A. Williams 25' 3PT,[1631214],1610612748.0,MIA,,,,Williams,A. Williams,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
