actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT10M48.00S,2024-03-30T00:13:04.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,92.19776609724047,57.59803921568627,1610612757,0,5,2024-03-30T00:13:19Z,150000,False,38.0,21.0,1,right,D. Ayton pullup bank Jump Shot (2 PTS) (K. Murray 1 AST),"[1629028, 1631200]",1610612757.0,POR,pullup bank,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,4.33,Made,,,,,,,,,,2.0,K. Murray,1631200.0,1.0,,,,,
17,PT10M33.00S,2024-03-30T00:13:19.7Z,1,REGULAR,2pt,Jump Shot,[],1628389,23.603810775295663,58.82352941176471,1610612748,2,5,2024-03-30T00:13:27Z,170000,False,-44.0,169.0,1,left,B. Adebayo 17' Jump Shot (2 PTS) (P. Mills 1 AST),"[1628389, 201988]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,17.5,Made,,,,,,,,,,2.0,P. Mills,201988.0,1.0,,,,,
19,PT10M19.00S,2024-03-30T00:13:33.3Z,1,REGULAR,3pt,Jump Shot,[],1631200,91.5407358738502,2.696078431372549,1610612757,2,5,2024-03-30T00:13:39Z,190000,False,-237.0,27.0,1,right,MISS K. Murray 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,23.8,Missed,,,,,,,,,,,,,,,,,,
20,PT10M18.00S,2024-03-30T00:13:34.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,2,5,2024-03-30T00:13:47Z,200000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Left Corner 3,24+ Left,,,,,19.0,,,,,,,,,,,,,,,
22,PT10M18.00S,2024-03-30T00:13:48.1Z,1,REGULAR,foul,personal,[],1631133,,,1610612748,2,5,2024-03-30T00:13:55Z,220000,False,,,0,,J. Walker loose ball personal FOUL (1 PF),"[1631133, 1626179]",1610612757.0,POR,loose ball,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1629178.0,1.0,0.0,Rozier,1626179.0
24,PT10M02.00S,2024-03-30T00:14:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201988,9.674770039421814,44.36274509803921,1610612748,4,5,2024-03-30T00:14:14Z,240000,False,28.0,38.0,1,left,P. Mills driving Layup (2 PTS) (B. Adebayo 1 AST),"[201988, 1628389]",1610612748.0,MIA,driving,,,Mills,P. Mills,,,,,In The Paint (Non-RA),0-8 Center,4.76,Made,,,,,,,,,,2.0,B. Adebayo,1628389.0,1.0,,,,,
26,PT09M40.00S,2024-03-30T00:14:31.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,92.59198423127464,46.568627450980394,1610612757,4,7,2024-03-30T00:14:36Z,260000,False,-17.0,17.0,1,right,D. Ayton driving DUNK (4 PTS) (K. Murray 2 AST),"[1629028, 1631200]",1610612757.0,POR,driving,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,,,,,,4.0,K. Murray,1631200.0,2.0,,,,,
28,PT09M25.00S,2024-03-30T00:14:47.2Z,1,REGULAR,turnover,bad pass,[],1628389,,,1610612748,4,7,2024-03-30T00:14:53Z,280000,False,,,0,,B. Adebayo bad pass TURNOVER (1 TO),"[1628389, 1641712]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,Rupert,1641712.0,,,,,,,,,
29,PT09M25.00S,2024-03-30T00:14:47.2Z,1,REGULAR,steal,,[],1641712,,,1610612757,4,7,2024-03-30T00:14:51Z,290000,False,,,0,,R. Rupert STEAL (1 STL),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
30,PT09M19.00S,2024-03-30T00:14:52.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641712,92.06636005256242,53.92156862745098,1610612757,4,9,2024-03-30T00:16:17Z,300000,False,20.0,22.0,1,right,R. Rupert running DUNK (2 PTS),[1641712],1610612757.0,POR,running,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,2.95,Made,,,,,,,,,,2.0,,,,,,,,
31,PT09M05.00S,2024-03-30T00:15:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,10.068988173455978,45.83333333333333,1610612748,6,9,2024-03-30T00:15:14Z,310000,False,21.0,42.0,1,left,J. Butler alley-oop Layup (2 PTS) (B. Adebayo 2 AST),"[202710, 1628389]",1610612748.0,MIA,alley-oop,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,4.7,Made,,,,,,,,,,2.0,B. Adebayo,1628389.0,2.0,,,,,
33,PT08M49.00S,2024-03-30T00:15:22.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,86.41590013140605,50.73529411764706,1610612757,6,9,2024-03-30T00:15:29Z,330000,False,4.0,75.0,1,right,MISS D. Ayton 7' turnaround Hook,[1629028],1610612757.0,POR,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,7.53,Missed,,,,,,,,,,,,,,,,,,
34,PT08M47.00S,2024-03-30T00:15:24.5Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,6,9,2024-03-30T00:15:29Z,340000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,
35,PT08M40.00S,2024-03-30T00:15:32.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,12.171484888304862,39.46078431372549,1610612748,8,9,2024-03-30T00:15:37Z,350000,False,53.0,62.0,1,left,B. Adebayo 8' driving floating bank Jump Shot (4 PTS),[1628389],1610612748.0,MIA,driving floating bank,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,8.13,Made,,,,,,,,,,4.0,,,,,,,,
36,PT08M22.00S,2024-03-30T00:15:49.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,92.06636005256242,44.36274509803921,1610612757,8,11,2024-03-30T00:15:54Z,360000,False,-28.0,22.0,1,right,D. Ayton alley-oop Layup (6 PTS) (S. Henderson 1 AST),"[1629028, 1630703]",1610612757.0,POR,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,3.58,Made,,,,,,,,,,6.0,S. Henderson,1630703.0,1.0,,,,,
38,PT08M02.00S,2024-03-30T00:16:11.7Z,1,REGULAR,foul,personal,['2freethrow'],1631133,,,1610612748,8,11,2024-03-30T00:16:23Z,380000,False,,,0,,J. Walker shooting personal FOUL (2 PF) (Butler 2 FT),"[1631133, 202710]",1610612757.0,POR,shooting,,,Walker,J. Walker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1629178.0,2.0,0.0,Butler,202710.0
40,PT08M02.00S,2024-03-30T00:16:40.9Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,9,11,2024-03-30T00:16:41Z,400000,False,,,0,,J. Butler Free Throw 1 of 2 (3 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
41,PT08M02.00S,2024-03-30T00:16:55.3Z,1,REGULAR,substitution,out,[],1631133,,,1610612748,9,11,2024-03-30T00:16:58Z,410000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M02.00S,2024-03-30T00:16:55.3Z,1,REGULAR,substitution,in,[],1630625,,,1610612748,9,11,2024-03-30T00:16:58Z,420000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M02.00S,2024-03-30T00:17:19.8Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,10,11,2024-03-30T00:17:19Z,430000,False,,,0,,J. Butler Free Throw 2 of 2 (4 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
44,PT07M44.00S,2024-03-30T00:17:38.0Z,1,REGULAR,turnover,lost ball,[],1631200,,,1610612757,10,11,2024-03-30T00:17:43Z,440000,False,,,0,,K. Murray lost ball TURNOVER (1 TO),"[1631200, 202710]",1610612757.0,POR,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,Butler,202710.0,,,,,,,,,
45,PT07M44.00S,2024-03-30T00:17:38.0Z,1,REGULAR,steal,,[],202710,,,1610612748,10,11,2024-03-30T00:17:40Z,450000,False,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
46,PT07M32.00S,2024-03-30T00:17:52.5Z,1,REGULAR,foul,personal,[],1641712,,,1610612748,10,11,2024-03-30T00:18:09Z,460000,False,,,0,,R. Rupert personal FOUL (1 PF),"[1641712, 1631107]",1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Jovic,1631107.0
48,PT07M25.00S,2024-03-30T00:18:17.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,29.517082785808146,20.098039215686274,1610612748,13,11,2024-03-30T00:18:49Z,480000,False,150.0,225.0,1,left,T. Rozier 27' 3PT  (3 PTS) (J. Butler 1 AST),"[1626179, 202710]",1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,27.01,Made,,,,,,,,,,3.0,J. Butler,202710.0,1.0,,,,,
50,PT07M08.00S,2024-03-30T00:18:34.1Z,1,REGULAR,3pt,Jump Shot,[],1631200,92.59198423127464,3.1862745098039214,1610612757,13,11,2024-03-30T00:18:37Z,500000,False,-234.0,17.0,1,right,MISS K. Murray 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,23.47,Missed,,,,,,,,,,,,,,,,,,
51,PT07M06.00S,2024-03-30T00:18:36.1Z,1,REGULAR,rebound,defensive,[],1631107,,,1610612748,13,11,2024-03-30T00:18:37Z,510000,False,,,0,,N. Jovic REBOUND (Off:0 Def:1),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Left Corner 3,24+ Left,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,
52,PT06M54.00S,2024-03-30T00:18:48.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,15.982260183968464,53.18627450980392,1610612748,15,11,2024-03-30T00:18:53Z,520000,False,-16.0,98.0,1,left,B. Adebayo 9' turnaround fadeaway Jump Shot (6 PTS),[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,9.9,Made,,,,,,,,,,6.0,,,,,,,,
53,PT06M40.00S,2024-03-30T00:19:02.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,80.76544021024968,57.35294117647059,1610612757,15,13,2024-03-30T00:19:09Z,530000,False,37.0,128.0,1,right,S. Henderson 13' pullup Jump Shot (2 PTS),[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,13.35,Made,,,,,,,,,,2.0,,,,,,,,
54,PT06M24.00S,2024-03-30T00:19:18.5Z,1,REGULAR,3pt,Jump Shot,[],1626179,25.18068331143233,85.29411764705883,1610612748,18,13,2024-03-30T00:19:22Z,540000,False,-176.0,184.0,1,left,T. Rozier 25' 3PT  (6 PTS) (B. Adebayo 3 AST),"[1626179, 1628389]",1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,25.51,Made,,,,,,,,,,6.0,B. Adebayo,1628389.0,3.0,,,,,
56,PT06M15.00S,2024-03-30T00:19:29.1Z,1,REGULAR,turnover,out-of-bounds,[],1630703,,,1610612757,18,13,2024-03-30T00:19:35Z,560000,False,,,0,,S. Henderson bad pass out-of-bounds TURNOVER (1 TO),[1630703],1610612757.0,POR,bad pass,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,,,,,,,1629178.0,,,,
57,PT06M15.00S,2024-03-30T00:19:34.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,18,13,2024-03-30T00:19:34Z,570000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT05M57.00S,2024-03-30T00:22:53.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202710,28.07161629434954,17.401960784313726,1610612748,18,13,2024-03-30T00:30:12Z,580000,False,163.0,211.0,1,left,MISS J. Butler 26' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,26.69,Missed,,,,,,,,,,,,,,,,,,
59,PT05M53.00S,2024-03-30T00:22:57.9Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,18,13,2024-03-30T00:23:00Z,590000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,
60,PT05M43.00S,2024-03-30T00:23:08.4Z,1,REGULAR,turnover,bad pass,[],1630625,,,1610612757,18,13,2024-03-30T00:23:11Z,600000,False,,,0,,D. Banton bad pass TURNOVER (1 TO),"[1630625, 201988]",1610612757.0,POR,,,,Banton,D. Banton,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,Mills,201988.0,,,,,,,,,
61,PT05M43.00S,2024-03-30T00:23:08.4Z,1,REGULAR,steal,,[],201988,,,1610612748,18,13,2024-03-30T00:23:10Z,610000,False,,,0,,P. Mills STEAL (1 STL),[201988],1610612748.0,MIA,,,,Mills,P. Mills,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
62,PT05M36.00S,2024-03-30T00:23:15.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628389,9.674770039421814,51.71568627450981,1610612748,20,13,2024-03-30T00:23:20Z,620000,False,-9.0,38.0,1,left,B. Adebayo running DUNK (8 PTS) (J. Butler 2 AST),"[1628389, 202710]",1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.94,Made,,,,,,,,,,8.0,J. Butler,202710.0,2.0,,,,,
64,PT05M18.00S,2024-03-30T00:23:32.3Z,1,REGULAR,2pt,Jump Shot,[],1630703,79.45137976346912,66.66666666666666,1610612757,20,13,2024-03-30T00:23:36Z,640000,False,83.0,141.0,1,right,MISS S. Henderson 16' pullup Shot,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Right Center,16.35,Missed,,,,,,,,,,,,,,,,,,
65,PT05M15.00S,2024-03-30T00:23:35.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,20,13,2024-03-30T00:23:36Z,650000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,
66,PT05M05.00S,2024-03-30T00:23:45.7Z,1,REGULAR,3pt,Jump Shot,[],1631107,10.988830486202366,95.34313725490196,1610612748,23,13,2024-03-30T00:23:48Z,660000,False,-227.0,51.0,1,left,N. Jovic 3PT  (3 PTS) (T. Rozier 1 AST),"[1631107, 1626179]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Left Corner 3,24+ Left,23.23,Made,,,,,,,,,,3.0,T. Rozier,1626179.0,1.0,,,,,
68,PT04M48.00S,2024-03-30T00:24:02.7Z,1,REGULAR,3pt,Jump Shot,[],1630625,66.17936925098554,47.794117647058826,1610612757,23,13,2024-03-30T00:24:06Z,680000,False,-11.0,265.0,1,right,MISS D. Banton 26' 3PT,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Center,26.56,Missed,,,,,,,,,,,,,,,,,,
69,PT04M45.00S,2024-03-30T00:24:05.7Z,1,REGULAR,rebound,offensive,[],1641712,,,1610612757,23,13,2024-03-30T00:24:06Z,690000,False,,,0,,R. Rupert REBOUND (Off:1 Def:0),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Center,,,,,68.0,1.0,0.0,1.0,,,,,,,,,,,,
70,PT04M33.00S,2024-03-30T00:24:17.2Z,1,REGULAR,turnover,lost ball,[],1629028,,,1610612757,23,13,2024-03-30T00:24:22Z,700000,False,,,0,,D. Ayton lost ball TURNOVER (1 TO),"[1629028, 1631107]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Jovic,1631107.0,,,,,,,,,
71,PT04M33.00S,2024-03-30T00:24:17.2Z,1,REGULAR,steal,,[],1631107,,,1610612748,23,13,2024-03-30T01:59:05Z,710000,False,,,0,,N. Jovic STEAL (1 STL),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
72,PT04M16.00S,2024-03-30T00:24:34.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631107,21.23850197109067,6.61764705882353,1610612748,23,13,2024-03-30T00:24:43Z,720000,False,217.0,147.0,1,left,MISS N. Jovic 26' 3PT,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
73,PT04M14.00S,2024-03-30T00:24:36.2Z,1,REGULAR,rebound,defensive,[],1630625,,,1610612757,23,13,2024-03-30T00:24:43Z,730000,False,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Right Center,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,
74,PT04M08.00S,2024-03-30T00:24:42.6Z,1,REGULAR,turnover,bad pass,[],1630625,,,1610612757,23,13,2024-03-30T00:24:47Z,740000,False,,,0,,D. Banton bad pass TURNOVER (2 TO),"[1630625, 1631107]",1610612757.0,POR,,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,Jovic,1631107.0,,,,,,,,,
75,PT04M08.00S,2024-03-30T00:24:42.6Z,1,REGULAR,steal,,[],1631107,,,1610612748,23,13,2024-03-30T00:24:44Z,750000,False,,,0,,N. Jovic STEAL (2 STL),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
76,PT04M04.00S,2024-03-30T00:24:47.4Z,1,REGULAR,foul,personal,['3freethrow'],1641712,,,1610612748,23,13,2024-03-30T00:25:05Z,760000,False,,,0,,R. Rupert shooting personal FOUL (2 PF) (Mills 3 FT),"[1641712, 201988]",1610612757.0,POR,shooting,,,Rupert,R. Rupert,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,1629178.0,2.0,0.0,Mills,201988.0
78,PT04M04.00S,2024-03-30T00:25:21.7Z,1,REGULAR,freethrow,1 of 3,"['fromturnover', 'fastbreak']",201988,,,1610612748,24,13,2024-03-30T00:25:21Z,780000,False,,,0,,P. Mills Free Throw 1 of 3 (3 PTS),[201988],1610612748.0,MIA,,,,Mills,P. Mills,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
79,PT04M04.00S,2024-03-30T00:25:34.3Z,1,REGULAR,freethrow,2 of 3,"['fastbreak', 'fromturnover']",201988,,,1610612748,25,13,2024-03-30T00:25:34Z,790000,False,,,0,,P. Mills Free Throw 2 of 3 (4 PTS),[201988],1610612748.0,MIA,,,,Mills,P. Mills,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
80,PT04M04.00S,2024-03-30T00:25:35.3Z,1,REGULAR,substitution,out,[],202710,,,1610612748,25,13,2024-03-30T00:25:46Z,800000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M04.00S,2024-03-30T00:25:35.3Z,1,REGULAR,substitution,out,[],1641712,,,1610612748,25,13,2024-03-30T00:25:46Z,810000,False,,,0,,SUB out: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M04.00S,2024-03-30T00:25:35.3Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,25,13,2024-03-30T00:25:46Z,820000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M04.00S,2024-03-30T00:25:35.3Z,1,REGULAR,substitution,in,[],1629680,,,1610612748,25,13,2024-03-30T00:25:46Z,830000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M04.00S,2024-03-30T00:25:53.6Z,1,REGULAR,freethrow,3 of 3,"['fastbreak', 'fromturnover']",201988,,,1610612748,26,13,2024-03-30T00:25:53Z,840000,False,,,0,,P. Mills Free Throw 3 of 3 (5 PTS),[201988],1610612748.0,MIA,,,,Mills,P. Mills,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
85,PT03M51.00S,2024-03-30T00:26:08.3Z,1,REGULAR,turnover,bad pass,[],1630703,,,1610612757,26,13,2024-03-30T00:26:13Z,850000,False,,,0,,S. Henderson bad pass TURNOVER (2 TO),"[1630703, 1628389]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2.0,Adebayo,1628389.0,,,,,,,,,
