actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
32,PT08M28.00S,2022-11-29T00:44:49.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627783,91.80354796320631,96.56862745098039,1610612761,6,9,2022-11-29T00:44:54Z,320000,False,233.0,25.0,1,right,MISS P. Siakam running 3PT,[1627783],1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
33,PT08M26.00S,2022-11-29T00:44:51.5Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,6,9,2022-11-29T00:44:58Z,330000,False,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,
34,PT08M16.00S,2022-11-29T00:45:02.3Z,1,REGULAR,3pt,Jump Shot,[],1629731,33.196452036793694,48.77450980392157,1610612739,6,9,2022-11-29T00:45:08Z,340000,False,6.0,260.0,1,left,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Center,25.96,Missed,,,,,,,,,,,,,,,,,,
35,PT08M12.00S,2022-11-29T00:45:06.3Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,6,9,2022-11-29T00:45:08Z,350000,False,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,34.0,3.0,3.0,0.0,,,,,,,,,,,,,
36,PT08M10.00S,2022-11-29T00:45:10.3Z,1,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612761,6,9,2022-11-29T00:45:18Z,360000,False,,,0,,D. Wade shooting personal FOUL (1 PF) (Siakam 2 FT),"[1629731, 1627783]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,203592.0,1.0,0.0,Siakam,1627783.0,,
38,PT08M10.00S,2022-11-29T00:45:45.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,7,9,2022-11-29T00:45:45Z,380000,False,,,0,,P. Siakam Free Throw 1 of 2 (5 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
39,PT08M10.00S,2022-11-29T00:46:02.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,8,9,2022-11-29T00:46:02Z,390000,False,,,0,,P. Siakam Free Throw 2 of 2 (6 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
40,PT07M59.00S,2022-11-29T00:46:15.2Z,1,REGULAR,3pt,Jump Shot,[],1630171,11.514454664914586,4.166666666666666,1610612739,8,9,2022-11-29T00:46:19Z,400000,False,229.0,56.0,1,left,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,23.59,Missed,,,,,,,,,,,,,,,,,,
41,PT07M55.00S,2022-11-29T00:46:19.2Z,1,REGULAR,rebound,defensive,[],1627823,,,1610612761,8,9,2022-11-29T00:46:19Z,410000,False,,,0,,J. Hernangomez REBOUND (Off:0 Def:1),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Right Corner 3,24+ Right,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,
42,PT07M40.00S,2022-11-29T00:46:36.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201152,93.38042049934296,50.0,1610612761,10,9,2022-11-29T00:46:41Z,420000,False,0.0,10.0,1,right,T. Young reverse Layup (4 PTS) (F. VanVleet 1 AST),"[201152, 1627832]",1610612761.0,TOR,reverse,,,Young,T. Young,,,,,Restricted Area,0-8 Center,0.97,Made,4.0,,,,,F. VanVleet,1627832.0,1.0,,,,,,,,,,
44,PT07M40.00S,2022-11-29T00:46:39.4Z,1,REGULAR,foul,personal,['1freethrow'],1630596,,,1610612761,10,9,2022-11-29T00:46:45Z,440000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Young 1 FT),"[1630596, 201152]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,200833.0,1.0,0.0,Young,201152.0,,
46,PT07M40.00S,2022-11-29T00:47:06.0Z,1,REGULAR,freethrow,1 of 1,[],201152,,,1610612761,11,9,2022-11-29T00:47:06Z,460000,False,,,0,,T. Young Free Throw 1 of 1 (5 PTS),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
47,PT07M16.00S,2022-11-29T00:47:33.4Z,1,REGULAR,2pt,Jump Shot,[],1630596,11.251642575558476,73.0392156862745,1610612739,11,9,2022-11-29T00:47:37Z,470000,False,-115.0,53.0,1,left,MISS E. Mobley 12' turnaround Shot,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,12.69,Missed,,,,,,,,,,,,,,,,,,
48,PT07M13.00S,2022-11-29T00:47:36.4Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,11,9,2022-11-29T00:47:37Z,480000,False,,,0,,P. Siakam REBOUND (Off:0 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,47.0,4.0,4.0,0.0,,,,,,,,,,,,,
49,PT07M00.00S,2022-11-29T00:47:48.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627823,89.70105124835742,51.9607843137255,1610612761,11,9,2022-11-29T00:49:18Z,490000,False,10.0,44.0,1,right,MISS J. Hernangomez cutting Layup,[1627823],1610612761.0,TOR,cutting,,,Hernangomez,J. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,4.54,Missed,,,,,,,,,,,,,,,,,,
50,PT06M58.00S,2022-11-29T00:47:50.4Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,11,9,2022-11-29T00:47:52Z,500000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,
51,PT06M51.00S,2022-11-29T00:47:58.2Z,1,REGULAR,3pt,Jump Shot,[],1629731,7.5722733245729295,97.05882352941177,1610612739,11,12,2022-11-29T00:48:03Z,510000,False,-235.0,19.0,1,left,D. Wade 3PT  (3 PTS) (D. Garland 3 AST),"[1629731, 1629636]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,23.6,Made,3.0,,,,,D. Garland,1629636.0,3.0,,,,,,,,,,
53,PT06M39.00S,2022-11-29T00:48:09.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,93.64323258869908,47.05882352941176,1610612761,11,12,2022-11-29T00:50:59Z,530000,False,-15.0,7.0,1,right,MISS F. VanVleet driving reverse Layup,[1627832],1610612761.0,TOR,driving reverse,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,,,,,,,,,,,
54,PT06M37.00S,2022-11-29T00:48:11.3Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,11,12,2022-11-29T00:48:14Z,540000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,
56,PT06M31.00S,2022-11-29T00:48:24.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,11,12,2022-11-29T00:48:24Z,560000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M31.00S,2022-11-29T00:48:25.2Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,11,12,2022-11-29T00:51:07Z,570000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M31.00S,2022-11-29T00:48:25.2Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,11,12,2022-11-29T00:51:07Z,580000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M31.00S,2022-11-29T00:48:25.2Z,1,REGULAR,substitution,in,[],201577,,,1610612739,11,12,2022-11-29T00:51:07Z,590000,False,,,0,,SUB in: R. Lopez,[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M31.00S,2022-11-29T00:48:25.2Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,11,12,2022-11-29T00:51:07Z,600000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M26.00S,2022-11-29T00:51:23.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.440867279894875,46.32352941176471,1610612739,11,12,2022-11-29T00:51:29Z,610000,False,18.0,17.0,1,left,MISS D. Mitchell driving finger roll Layup,[1628378],1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.53,Missed,,,,,,,,,,,,,,,,,,
62,PT06M23.00S,2022-11-29T00:51:26.7Z,1,REGULAR,rebound,offensive,[],201577,,,1610612739,11,12,2022-11-29T00:51:29Z,620000,False,,,0,,R. Lopez REBOUND (Off:1 Def:0),[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,Restricted Area,0-8 Center,,,,61.0,1.0,0.0,1.0,,,,,,,,,,,,,
63,PT06M22.00S,2022-11-29T00:51:27.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201577,8.492115637319317,50.73529411764706,1610612739,11,14,2022-11-29T00:51:32Z,630000,False,-4.0,27.0,1,left,R. Lopez turnaround Hook (2 PTS),[201577],1610612739.0,CLE,turnaround,,,Lopez,R. Lopez,,,,,Restricted Area,0-8 Center,2.75,Made,2.0,,,,,,,,,,,,,,,,,
64,PT06M02.00S,2022-11-29T00:51:47.1Z,1,REGULAR,3pt,Jump Shot,[],1628384,91.5407358738502,97.30392156862744,1610612761,11,14,2022-11-29T00:51:51Z,640000,False,237.0,27.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.8,Missed,,,,,,,,,,,,,,,,,,
65,PT05M59.00S,2022-11-29T00:51:50.1Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,11,14,2022-11-29T00:51:51Z,650000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Right Corner 3,24+ Right,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,
66,PT05M47.00S,2022-11-29T00:52:02.0Z,1,REGULAR,2pt,Jump Shot,[],1628378,20.05584756898817,83.33333333333334,1610612739,11,14,2022-11-29T00:52:06Z,660000,False,-167.0,136.0,1,left,MISS D. Mitchell 21' Jump Shot,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,21.51,Missed,,,,,,,,,,,,,,,,,,
67,PT05M45.00S,2022-11-29T00:52:04.3Z,1,REGULAR,rebound,offensive,[],1630171,,,1610612739,11,14,2022-11-29T00:52:04Z,670000,False,,,0,,I. Okoro REBOUND (Off:2 Def:0),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,16-24 Left Center,,,,66.0,2.0,0.0,2.0,,,,,,,,,,,,,
68,PT05M40.00S,2022-11-29T00:52:12.8Z,1,REGULAR,turnover,traveling,[],1630171,,,1610612739,11,14,2022-11-29T00:52:18Z,680000,False,,,0,,I. Okoro traveling TURNOVER (1 TO),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,,,200833.0,,,,,,
69,PT05M40.00S,2022-11-29T00:52:17.0Z,1,REGULAR,substitution,out,[],201152,,,1610612761,11,14,2022-11-29T00:52:23Z,690000,False,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M40.00S,2022-11-29T00:52:17.0Z,1,REGULAR,substitution,out,[],1627823,,,1610612761,11,14,2022-11-29T00:52:23Z,700000,False,,,0,,SUB out: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M40.00S,2022-11-29T00:52:17.0Z,1,REGULAR,substitution,in,[],1631132,,,1610612761,11,14,2022-11-29T00:52:23Z,710000,False,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M40.00S,2022-11-29T00:52:17.0Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,11,14,2022-11-29T00:52:23Z,720000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M23.00S,2022-11-29T00:52:47.7Z,1,REGULAR,foul,personal,['2freethrow'],201577,,,1610612761,11,14,2022-11-29T00:52:54Z,730000,False,,,0,,R. Lopez shooting personal FOUL (1 PF) (Koloko 2 FT),"[201577, 1631132]",1610612739.0,CLE,shooting,,,Lopez,R. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1146.0,1.0,0.0,Koloko,1631132.0,,
75,PT05M23.00S,2022-11-29T00:53:09.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631132,,,1610612761,12,14,2022-11-29T00:53:09Z,750000,False,,,0,,C. Koloko Free Throw 1 of 2 (1 PTS),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
76,PT05M23.00S,2022-11-29T00:53:23.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631132,,,1610612761,13,14,2022-11-29T00:53:23Z,760000,False,,,0,,C. Koloko Free Throw 2 of 2 (2 PTS),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
77,PT05M12.00S,2022-11-29T00:53:36.9Z,1,REGULAR,3pt,Jump Shot,[],1629731,24.26084099868594,13.480392156862745,1610612739,13,14,2022-11-29T00:53:41Z,770000,False,183.0,176.0,1,left,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,25.33,Missed,,,,,,,,,,,,,,,,,,
78,PT05M09.00S,2022-11-29T00:53:39.9Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,13,14,2022-11-29T00:53:41Z,780000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,,,
79,PT04M57.00S,2022-11-29T00:53:52.0Z,1,REGULAR,2pt,Jump Shot,[],1627783,87.07293035479631,25.98039215686275,1610612761,15,14,2022-11-29T00:53:58Z,790000,False,-120.0,69.0,1,right,P. Siakam 13' turnaround fadeaway Jump Shot (8 PTS),[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,13.85,Made,8.0,,,,,,,,,,,,,,,,,
80,PT04M37.00S,2022-11-29T00:54:12.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,17.0335085413929,43.872549019607845,1610612739,15,14,2022-11-29T00:54:19Z,800000,False,31.0,108.0,1,left,MISS C. LeVert 11' driving floating Shot,[1627747],1610612739.0,CLE,driving floating,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,11.19,Missed,,,,,,,,,,,,,,,,,,
81,PT04M34.00S,2022-11-29T00:54:15.0Z,1,REGULAR,rebound,offensive,[],1629731,,,1610612739,15,14,2022-11-29T00:54:15Z,810000,False,,,0,,D. Wade REBOUND (Off:1 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),8-16 Center,,,,80.0,3.0,2.0,1.0,,,,,,,,,,,,,
