actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
16,PT10M32.00S,2023-04-09T17:12:44.1Z,1,REGULAR,3pt,Jump Shot,[],1628975,95.22010512483574,96.56862745098039,1610612749,2,4,2023-04-09T17:12:48Z,160000,False,233.0,-8.0,1,right,MISS J. Carter 3PT,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Right Corner 3,24+ Right,23.29,Missed,,,,,,,,,,,,,,,,,,
17,PT10M29.00S,2023-04-09T17:12:47.1Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,2,4,2023-04-09T17:12:48Z,170000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,
18,PT10M21.00S,2023-04-09T17:12:54.7Z,1,REGULAR,2pt,Jump Shot,[],1627751,6.783837056504599,72.79411764705883,1610612761,4,4,2023-04-09T17:12:59Z,180000,False,-114.0,11.0,1,left,J. Poeltl 11' floating Jump Shot (2 PTS) (M. Flynn 1 AST),"[1627751, 1630201]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,11.46,Made,2.0,,,,,,,M. Flynn,1630201.0,1.0,,,,,,,,
20,PT10M08.00S,2023-04-09T17:13:07.2Z,1,REGULAR,3pt,Jump Shot,[],1626171,94.1688567674113,2.450980392156863,1610612749,4,7,2023-04-09T17:13:10Z,200000,False,-238.0,2.0,1,right,B. Portis 3PT  (5 PTS) (J. Carter 1 AST),"[1626171, 1628975]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,23.77,Made,5.0,,,,,,,J. Carter,1628975.0,1.0,,,,,,,,
22,PT09M50.00S,2023-04-09T17:13:25.6Z,1,REGULAR,2pt,Jump Shot,[],1630567,21.632720105124836,50.245098039215684,1610612761,4,7,2023-04-09T17:13:29Z,220000,False,-1.0,151.0,1,left,MISS S. Barnes 15' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Center,15.08,Missed,,,,,,,,,,,,,,,,,,
23,PT09M47.00S,2023-04-09T17:13:28.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,4,7,2023-04-09T17:13:29Z,230000,False,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Center,,,,,,22.0,3.0,3.0,0.0,,,,,,,,,,,
24,PT09M31.00S,2023-04-09T17:13:44.4Z,1,REGULAR,2pt,Jump Shot,[],203109,75.1149802890933,35.049019607843135,1610612749,4,7,2023-04-09T17:13:48Z,240000,False,-75.0,181.0,1,right,MISS J. Crowder 19' pullup Shot,[203109],1610612749.0,MIL,pullup,,,Crowder,J. Crowder,,,,,Mid-Range,16-24 Left Center,19.62,Missed,,,,,,,,,,,,,,,,,,
25,PT09M29.00S,2023-04-09T17:13:46.4Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,4,7,2023-04-09T17:13:48Z,250000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,
26,PT09M22.00S,2023-04-09T17:13:53.8Z,1,REGULAR,3pt,Jump Shot,[],1629018,25.04927726675427,12.990196078431374,1610612761,7,7,2023-04-09T17:13:59Z,260000,False,185.0,183.0,1,left,G. Trent Jr. 26' 3PT  (3 PTS) (S. Barnes 1 AST),"[1629018, 1630567]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,26.02,Made,3.0,,,,,,,S. Barnes,1630567.0,1.0,,,,,,,,
28,PT08M55.00S,2023-04-09T17:14:20.1Z,1,REGULAR,3pt,Jump Shot,[],1626171,94.03745072273325,98.2843137254902,1610612749,7,10,2023-04-09T17:14:24Z,280000,False,241.0,4.0,1,right,B. Portis 24' 3PT  (8 PTS) (M. Beauchamp 1 AST),"[1626171, 1630699]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,24.14,Made,8.0,,,,,,,M. Beauchamp,1630699.0,1.0,,,,,,,,
30,PT08M41.00S,2023-04-09T17:14:34.1Z,1,REGULAR,2pt,Jump Shot,[],1630567,11.514454664914586,72.30392156862744,1610612761,7,10,2023-04-09T17:14:40Z,300000,False,-112.0,56.0,1,left,MISS S. Barnes 12' fadeaway Shot,[1630567],1610612761.0,TOR,fadeaway,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,12.46,Missed,,,,,,,,,,,,,,,,,,
31,PT08M39.00S,2023-04-09T17:14:36.1Z,1,REGULAR,rebound,defensive,[],203109,,,1610612749,7,10,2023-04-09T17:14:40Z,310000,False,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Mid-Range,8-16 Left,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,
33,PT08M25.00S,2023-04-09T17:15:06.2Z,1,REGULAR,2pt,Jump Shot,[],1626171,92.85479632063075,75.73529411764706,1610612749,7,10,2023-04-09T17:15:11Z,330000,False,129.0,15.0,1,right,MISS B. Portis 12' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,12.95,Missed,,,,,,,,,,,,,,,,,,
34,PT08M21.00S,2023-04-09T17:15:10.2Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,7,10,2023-04-09T17:15:11Z,340000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,
35,PT08M15.00S,2023-04-09T17:15:15.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,19.793035479632064,45.34313725490196,1610612761,9,10,2023-04-09T17:15:20Z,350000,False,23.0,134.0,1,left,G. Trent Jr. 13' pullup Jump Shot (5 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.56,Made,5.0,,,,,,,,,,,,,,,,,
36,PT07M56.00S,2023-04-09T17:15:33.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,83.78777923784494,58.08823529411765,1610612749,9,12,2023-04-09T17:15:38Z,360000,False,40.0,100.0,1,right,B. Portis 10' floating Jump Shot (10 PTS),[1626171],1610612749.0,MIL,floating,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,10.78,Made,10.0,,,,,,,,,,,,,,,,,
37,PT07M39.00S,2023-04-09T17:15:52.2Z,1,REGULAR,3pt,Jump Shot,[],1629018,32.670827858081466,54.166666666666664,1610612761,12,12,2023-04-09T17:16:27Z,370000,False,-21.0,255.0,1,left,G. Trent Jr. 25' 3PT pullup (8 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,25.54,Made,8.0,,,,,,,,,,,,,,,,,
38,PT07M39.00S,2023-04-09T17:15:56.2Z,1,REGULAR,foul,personal,['1freethrow'],1630699,,,1610612761,12,12,2023-04-09T17:16:09Z,380000,False,,,0,,M. Beauchamp shooting personal FOUL (1 PF) (Trent Jr. 1 FT),"[1630699, 1629018]",1610612749.0,MIL,shooting,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Center,,,,1626302.0,,,,,,,,,1.0,0.0,Trent Jr.,1629018.0,,,,
40,PT07M39.00S,2023-04-09T17:16:03.5Z,1,REGULAR,substitution,out,[],1630699,,,1610612761,12,12,2023-04-09T17:16:27Z,400000,False,,,0,,SUB out: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT07M39.00S,2023-04-09T17:16:03.5Z,1,REGULAR,substitution,in,[],204060,,,1610612761,12,12,2023-04-09T17:16:27Z,410000,False,,,0,,SUB in: J. Ingles,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT07M39.00S,2023-04-09T17:16:24.4Z,1,REGULAR,freethrow,1 of 1,[],1629018,,,1610612761,13,12,2023-04-09T17:16:24Z,420000,False,,,0,,G. Trent Jr. Free Throw 1 of 1 (9 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
43,PT07M28.00S,2023-04-09T17:16:36.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203109,82.60512483574244,39.705882352941174,1610612749,13,12,2023-04-09T17:16:43Z,430000,False,-51.0,111.0,1,right,MISS J. Crowder 12' pullup Shot,[203109],1610612749.0,MIL,pullup,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),8-16 Center,12.24,Missed,,,,,,,,,,,,,,,,,,
44,PT07M23.00S,2023-04-09T17:16:41.7Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,13,12,2023-04-09T17:16:43Z,440000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,43.0,2.0,2.0,0.0,,,,,,,,,,,
45,PT07M16.00S,2023-04-09T17:16:49.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630201,18.478975032851512,40.68627450980392,1610612761,13,12,2023-04-09T17:17:33Z,450000,False,47.0,121.0,1,left,MISS M. Flynn 12' pullup Shot - blocked,"[1630201, 1628975]",1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),8-16 Center,12.98,Missed,,,,,,,,,,,,,,,Carter,1628975.0,,
46,PT07M16.00S,2023-04-09T17:16:49.2Z,1,REGULAR,block,,[],1628975,,,1610612761,13,12,2023-04-09T17:16:52Z,460000,False,,,0,,J. Carter BLOCK (1 BLK),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
47,PT07M16.00S,2023-04-09T17:16:49.2Z,1,REGULAR,rebound,defensive,[],1628975,,,1610612749,13,12,2023-04-09T17:17:09Z,470000,False,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Mid-Range,16-24 Right Center,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,
48,PT07M16.00S,2023-04-09T17:16:54.1Z,1,REGULAR,foul,personal,[],1630201,,,1610612749,13,12,2023-04-09T17:16:58Z,480000,False,,,0,,M. Flynn personal FOUL (1 PF),"[1630201, 1628975]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),8-16 Center,,,,101284.0,,,,,,,,,1.0,0.0,Carter,1628975.0,,,,
50,PT07M02.00S,2023-04-09T17:17:19.3Z,1,REGULAR,3pt,Jump Shot,[],1626171,66.04796320630749,63.23529411764706,1610612749,13,12,2023-04-09T17:17:25Z,500000,False,66.0,267.0,1,right,MISS B. Portis 27' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,27.47,Missed,,,,,,,,,,,,,,,,,,
51,PT07M00.00S,2023-04-09T17:17:22.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,13,12,2023-04-09T17:17:22Z,510000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,50.0,,,,,,,,,,,,,,
53,PT06M44.00S,2023-04-09T17:17:44.1Z,1,REGULAR,3pt,Jump Shot,[],1630567,31.09395532194481,67.15686274509804,1610612761,13,12,2023-04-09T17:17:49Z,530000,False,-86.0,240.0,1,left,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,,,,,,,,,,,,,,,,,
54,PT06M41.00S,2023-04-09T17:17:47.1Z,1,REGULAR,rebound,defensive,[],203086,,,1610612749,13,12,2023-04-09T17:17:49Z,540000,False,,,0,,M. Leonard REBOUND (Off:0 Def:1),[203086],1610612749.0,MIL,,,,Leonard,M. Leonard,,,,,Above the Break 3,24+ Left Center,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,
55,PT06M32.00S,2023-04-09T17:17:56.6Z,1,REGULAR,3pt,Jump Shot,[],203086,69.46452036793693,21.07843137254902,1610612749,13,15,2023-04-09T17:18:01Z,550000,False,-145.0,235.0,1,right,M. Leonard 27' 3PT  (3 PTS) (J. Ingles 1 AST),"[203086, 204060]",1610612749.0,MIL,,,,Leonard,M. Leonard,,,,,Above the Break 3,24+ Left Center,27.55,Made,3.0,,,,,,,J. Ingles,204060.0,1.0,,,,,,,,
57,PT06M14.00S,2023-04-09T17:18:14.1Z,1,REGULAR,3pt,Jump Shot,[],1629018,32.40801576872536,63.970588235294116,1610612761,16,15,2023-04-09T17:18:18Z,570000,False,-70.0,252.0,1,left,G. Trent Jr. 26' 3PT pullup (12 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,26.16,Made,12.0,,,,,,,,,,,,,,,,,
58,PT06M13.00S,2023-04-09T17:18:19.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,16,15,2023-04-09T17:18:19Z,580000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M13.00S,2023-04-09T17:18:21.8Z,1,REGULAR,substitution,out,[],203086,,,1610612749,16,15,2023-04-09T17:20:58Z,590000,False,,,0,,SUB out: M. Leonard,[203086],1610612749.0,MIL,,,,Leonard,M. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M13.00S,2023-04-09T17:18:21.8Z,1,REGULAR,substitution,out,[],203109,,,1610612749,16,15,2023-04-09T17:20:58Z,600000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M13.00S,2023-04-09T17:18:21.8Z,1,REGULAR,substitution,in,[],202083,,,1610612749,16,15,2023-04-09T17:20:58Z,610000,False,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M13.00S,2023-04-09T17:18:21.8Z,1,REGULAR,substitution,in,[],203648,,,1610612749,16,15,2023-04-09T17:20:58Z,620000,False,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M54.00S,2023-04-09T17:21:29.4Z,1,REGULAR,3pt,Jump Shot,[],204060,70.77858081471747,76.7156862745098,1610612749,16,15,2023-04-09T17:21:33Z,630000,False,134.0,222.0,1,right,MISS J. Ingles 25' step back 3PT,[204060],1610612749.0,MIL,step back,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
64,PT05M52.00S,2023-04-09T17:21:31.4Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,16,15,2023-04-09T17:21:33Z,640000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,,63.0,3.0,3.0,0.0,,,,,,,,,,,
65,PT05M39.00S,2023-04-09T17:21:43.0Z,1,REGULAR,2pt,Hook,[],1627751,8.623521681997373,32.1078431372549,1610612761,16,15,2023-04-09T17:21:47Z,650000,False,89.0,29.0,1,left,MISS J. Poeltl 9' turnaround Hook,[1627751],1610612761.0,TOR,turnaround,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,9.4,Missed,,,,,,,,,,,,,,,,,,
66,PT05M37.00S,2023-04-09T17:21:45.0Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,16,15,2023-04-09T17:21:47Z,660000,False,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,,,,,,65.0,4.0,4.0,0.0,,,,,,,,,,,
67,PT05M24.00S,2023-04-09T17:21:58.2Z,1,REGULAR,2pt,Jump Shot,[],1626171,92.06636005256242,17.647058823529413,1610612749,16,15,2023-04-09T17:22:03Z,670000,False,-162.0,22.0,1,right,MISS B. Portis 16' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left,16.33,Missed,,,,,,,,,,,,,,,,,,
68,PT05M21.00S,2023-04-09T17:22:01.2Z,1,REGULAR,rebound,defensive,[],1630201,,,1610612761,16,15,2023-04-09T17:22:03Z,680000,False,,,0,,M. Flynn REBOUND (Off:0 Def:1),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Mid-Range,16-24 Left,,,,,,67.0,1.0,1.0,0.0,,,,,,,,,,,
69,PT05M10.00S,2023-04-09T17:22:13.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,13.87976346911958,45.34313725490196,1610612761,18,15,2023-04-09T17:22:19Z,690000,False,23.0,78.0,1,left,J. Poeltl 8' driving Hook (4 PTS) (S. Barnes 2 AST),"[1627751, 1630567]",1610612761.0,TOR,driving,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,8.14,Made,4.0,,,,,,,S. Barnes,1630567.0,2.0,,,,,,,,
71,PT05M01.00S,2023-04-09T17:22:25.8Z,1,REGULAR,foul,offensive,[],1626171,,,1610612749,18,15,2023-04-09T17:22:53Z,710000,False,,,0,,B. Portis offensive FOUL (1 PF),"[1626171, 1630201]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Center,,,,101284.0,,,,,,,,,1.0,0.0,Flynn,1630201.0,,,,
73,PT05M01.00S,2023-04-09T17:22:25.8Z,1,REGULAR,turnover,offensive foul,[],1626171,,,1610612749,18,15,2023-04-09T17:22:25Z,730000,False,,,0,,B. Portis offensive foul TURNOVER (2 TO),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Center,,,,101284.0,2.0,,,,,,,,,,,,,,,
74,PT05M01.00S,2023-04-09T17:22:33.1Z,1,REGULAR,substitution,out,[],1630173,,,1610612761,18,15,2023-04-09T17:23:03Z,740000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M01.00S,2023-04-09T17:22:33.1Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,18,15,2023-04-09T17:23:03Z,750000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M01.00S,2023-04-09T17:22:33.1Z,1,REGULAR,substitution,out,[],1628975,,,1610612761,18,15,2023-04-09T17:23:03Z,760000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M01.00S,2023-04-09T17:22:33.1Z,1,REGULAR,substitution,out,[],1626171,,,1610612761,18,15,2023-04-09T17:23:03Z,770000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M01.00S,2023-04-09T17:22:33.1Z,1,REGULAR,substitution,in,[],1631132,,,1610612761,18,15,2023-04-09T17:23:03Z,780000,False,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M01.00S,2023-04-09T17:22:33.1Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,18,15,2023-04-09T17:23:03Z,790000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M01.00S,2023-04-09T17:22:33.1Z,1,REGULAR,substitution,in,[],201609,,,1610612761,18,15,2023-04-09T17:23:03Z,800000,False,,,0,,SUB in: G. Dragic,[201609],1610612749.0,MIL,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M01.00S,2023-04-09T17:22:33.1Z,1,REGULAR,substitution,in,[],1629623,,,1610612761,18,15,2023-04-09T17:23:03Z,810000,False,,,0,,SUB in: L. Wigginton,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M52.00S,2023-04-09T17:23:20.7Z,1,REGULAR,foul,personal,[],203648,,,1610612761,18,15,2023-04-09T17:23:39Z,820000,False,,,0,,T. Antetokounmpo personal FOUL (1 PF),"[203648, 1630201]",1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Right,,,,1179.0,,,,,,,,,1.0,0.0,Flynn,1630201.0,,,,
84,PT04M45.00S,2023-04-09T17:23:40.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630201,26.757555847568987,82.35294117647058,1610612761,21,15,2023-04-09T17:23:48Z,840000,False,-162.0,199.0,1,left,M. Flynn 25' 3PT pullup (3 PTS),[1630201],1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,25.65,Made,3.0,,,,,,,,,,,,,,,,,
