actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
420,PT04M44.00S,2023-02-09T02:03:26.8Z,3,REGULAR,substitution,out,[],1631103,,,1610612761,81,65,2023-02-09T02:03:31Z,4120000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M44.00S,2023-02-09T02:03:26.8Z,3,REGULAR,substitution,in,[],1631104,,,1610612761,81,65,2023-02-09T02:03:31Z,4130000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M44.00S,2023-02-09T02:03:44.1Z,3,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,82,65,2023-02-09T02:03:44Z,4140000,False,,,0,,F. VanVleet Free Throw 2 of 2 (16 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,,
423,PT04M30.00S,2023-02-09T02:03:55.7Z,3,REGULAR,3pt,Jump Shot,[],1629676,86.15308804204993,95.09803921568627,1610612759,82,68,2023-02-09T02:11:40Z,4150000,False,225.0,78.0,1,right,I. Roby 3PT step back (7 PTS) (B. Wesley 4 AST),"[1629676, 1631104]",1610612759.0,SAS,step back,,,Roby,I. Roby,,,,,Right Corner 3,24+ Right,23.85,Made,,,,,,,7.0,B. Wesley,1631104.0,4.0,,,,,,,,
426,PT04M12.00S,2023-02-09T02:04:12.1Z,3,REGULAR,2pt,Jump Shot,[],1627783,22.28975032851511,40.68627450980392,1610612761,84,68,2023-02-09T02:04:19Z,4180000,False,47.0,157.0,1,left,P. Siakam 16' fadeaway Jump Shot (29 PTS),[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,16.38,Made,,,,,,,29.0,,,,,,,,,,,
427,PT03M58.00S,2023-02-09T02:04:26.9Z,3,REGULAR,turnover,lost ball,[],1629676,,,1610612759,84,68,2023-02-09T02:04:31Z,4190000,False,,,0,,I. Roby lost ball TURNOVER (3 TO),"[1629676, 1627783]",1610612759.0,SAS,,,,Roby,I. Roby,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,3.0,Siakam,1627783.0,,,,
428,PT03M58.00S,2023-02-09T02:04:26.9Z,3,REGULAR,steal,,[],1627783,,,1610612761,84,68,2023-02-09T02:04:28Z,4200000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
429,PT03M52.00S,2023-02-09T02:04:32.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,23.73521681997372,89.95098039215686,1610612761,84,68,2023-02-09T02:04:44Z,4210000,False,-200.0,171.0,1,left,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,,
430,PT03M46.00S,2023-02-09T02:04:38.7Z,3,REGULAR,rebound,offensive,[],201152,,,1610612761,84,68,2023-02-09T02:04:38Z,4220000,False,,,0,,T. Young REBOUND (Off:1 Def:1),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,429.0,2.0,1.0,1.0,,,,,,,,,,,,,,
431,PT03M43.00S,2023-02-09T02:04:41.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629018,6.783837056504599,53.431372549019606,1610612761,84,68,2023-02-09T02:13:36Z,4230000,False,-17.0,11.0,1,left,MISS G. Trent Jr. cutting Layup,[1629018],1610612761.0,TOR,cutting,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,2.06,Missed,,,,,,,,,,,,,,,,,,
432,PT03M40.00S,2023-02-09T02:04:44.5Z,3,REGULAR,rebound,offensive,[],1628449,,,1610612761,84,68,2023-02-09T02:04:47Z,4240000,False,,,0,,C. Boucher REBOUND (Off:3 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,431.0,5.0,2.0,3.0,,,,,,,,,,,,,,
433,PT03M40.00S,2023-02-09T02:04:44.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628449,5.590000152587891,50.0,1610612761,86,68,2023-02-09T02:04:44Z,4250000,False,0.0,0.0,1,left,C. Boucher tip Layup (9 PTS),[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,9.0,,,,,,,,,,,
434,PT03M35.00S,2023-02-09T02:04:49.6Z,3,REGULAR,3pt,Jump Shot,[],1629676,72.09264126149803,78.92156862745098,1610612759,86,68,2023-02-09T02:13:56Z,4260000,False,145.0,210.0,1,right,MISS I. Roby 25' pullup 3PT,[1629676],1610612759.0,SAS,pullup,,,Roby,I. Roby,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
435,PT03M32.00S,2023-02-09T02:04:52.6Z,3,REGULAR,rebound,defensive,[],201152,,,1610612761,86,68,2023-02-09T02:04:57Z,4270000,False,,,0,,T. Young REBOUND (Off:1 Def:2),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,434.0,3.0,2.0,1.0,,,,,,,,,,,,,,
436,PT03M30.00S,2023-02-09T02:04:54.8Z,3,REGULAR,turnover,bad pass,[],201152,,,1610612761,86,68,2023-02-09T02:05:01Z,4280000,False,,,0,,T. Young bad pass TURNOVER (3 TO),"[201152, 1629676]",1610612761.0,TOR,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,3.0,Roby,1629676.0,,,,
437,PT03M30.00S,2023-02-09T02:04:54.8Z,3,REGULAR,steal,,[],1629676,,,1610612759,86,68,2023-02-09T02:04:57Z,4290000,False,,,0,,I. Roby STEAL (1 STL),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
438,PT03M21.00S,2023-02-09T02:05:03.7Z,3,REGULAR,turnover,bad pass,[],1631104,,,1610612759,86,68,2023-02-09T02:05:08Z,4300000,False,,,0,,B. Wesley bad pass TURNOVER (2 TO),"[1631104, 1627832]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,2.0,VanVleet,1627832.0,,,,
439,PT03M21.00S,2023-02-09T02:05:03.7Z,3,REGULAR,steal,,[],1627832,,,1610612761,86,68,2023-02-09T02:05:06Z,4310000,False,,,0,,F. VanVleet STEAL (3 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
440,PT03M15.00S,2023-02-09T02:05:09.8Z,3,REGULAR,turnover,bad pass,[],1627832,,,1610612761,86,68,2023-02-09T02:05:14Z,4320000,False,,,0,,F. VanVleet bad pass TURNOVER (3 TO),"[1627832, 1629676]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,3.0,Roby,1629676.0,,,,
441,PT03M15.00S,2023-02-09T02:05:09.8Z,3,REGULAR,steal,,[],1629676,,,1610612759,86,68,2023-02-09T02:05:12Z,4330000,False,,,0,,I. Roby STEAL (2 STL),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
442,PT03M10.00S,2023-02-09T02:05:15.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631104,94.30026281208936,50.49019607843137,1610612759,86,70,2023-02-09T02:05:20Z,4340000,False,2.0,1.0,1,right,B. Wesley running Layup (7 PTS) (I. Roby 1 AST),"[1631104, 1629676]",1610612759.0,SAS,running,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,0.27,Made,,,,,,,7.0,I. Roby,1629676.0,1.0,,,,,,,,
444,PT03M06.00S,2023-02-09T02:05:25.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,86,70,2023-02-09T02:05:25Z,4360000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M06.00S,2023-02-09T02:07:43.7Z,3,REGULAR,substitution,out,[],1629018,,,1610612761,86,70,2023-02-09T02:08:06Z,4370000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M06.00S,2023-02-09T02:07:43.7Z,3,REGULAR,substitution,out,[],1629640,,,1610612761,86,70,2023-02-09T02:08:06Z,4380000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M06.00S,2023-02-09T02:07:43.7Z,3,REGULAR,substitution,in,[],1630201,,,1610612761,86,70,2023-02-09T02:08:06Z,4390000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M06.00S,2023-02-09T02:07:43.7Z,3,REGULAR,substitution,in,[],1626169,,,1610612761,86,70,2023-02-09T02:08:06Z,4400000,False,,,0,,SUB in: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M52.00S,2023-02-09T02:08:31.2Z,3,REGULAR,3pt,Jump Shot,[],1627832,15.325229960578188,97.54901960784314,1610612761,86,70,2023-02-09T02:08:39Z,4410000,False,-238.0,92.0,1,left,MISS F. VanVleet 25' turnaround 3PT,[1627832],1610612761.0,TOR,turnaround,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left,25.47,Missed,,,,,,,,,,,,,,,,,,
452,PT02M48.00S,2023-02-09T02:08:35.2Z,3,REGULAR,rebound,defensive,[],1626169,,,1610612759,86,70,2023-02-09T02:08:39Z,4420000,False,,,0,,S. Johnson REBOUND (Off:0 Def:2),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Above the Break 3,24+ Left,,,451.0,2.0,2.0,0.0,,,,,,,,,,,,,,
453,PT02M46.00S,2023-02-09T02:08:39.2Z,3,REGULAR,foul,personal,[],1630201,,,1610612759,86,70,2023-02-09T02:08:46Z,4430000,False,,,0,,M. Flynn personal FOUL (1 PF),"[1630201, 1626169]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1628171.0,,,,1.0,0.0,Johnson,1626169.0
455,PT02M44.00S,2023-02-09T02:08:57.5Z,3,REGULAR,3pt,Jump Shot,[],203926,73.53810775295663,83.33333333333334,1610612759,86,70,2023-02-09T02:09:26Z,4450000,False,167.0,196.0,1,right,MISS D. McDermott 25' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
456,PT02M41.00S,2023-02-09T02:09:04.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,86,70,2023-02-09T02:09:04Z,4460000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,455.0,,,,,,,,,,,,,,,,,
458,PT02M17.00S,2023-02-09T02:09:34.0Z,3,REGULAR,turnover,traveling,[],201152,,,1610612761,86,70,2023-02-09T02:09:41Z,4480000,False,,,0,,T. Young traveling TURNOVER (4 TO),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200834.0,4.0,,,,,,
459,PT02M01.00S,2023-02-09T02:10:01.5Z,3,REGULAR,foul,personal,['2freethrow'],1630201,,,1610612759,86,70,2023-02-09T02:10:10Z,4490000,False,,,0,,M. Flynn shooting personal FOUL (2 PF) (Roby 2 FT),"[1630201, 1629676]",1610612761.0,TOR,shooting,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,203592.0,,,,2.0,0.0,Roby,1629676.0
461,PT02M01.00S,2023-02-09T02:10:24.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629676,,,1610612759,86,71,2023-02-09T02:13:25Z,4510000,False,,,0,,I. Roby Free Throw 1 of 2 (8 PTS),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
462,PT02M01.00S,2023-02-09T02:10:25.6Z,3,REGULAR,substitution,out,[],1627783,,,1610612759,86,71,2023-02-09T02:10:29Z,4520000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M01.00S,2023-02-09T02:10:25.6Z,3,REGULAR,substitution,in,[],1630567,,,1610612759,86,71,2023-02-09T02:10:29Z,4530000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M01.00S,2023-02-09T02:10:24.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629676,,,1610612759,86,71,2023-02-09T02:13:25Z,4540000,False,,,0,,MISS I. Roby Free Throw 2 of 2,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
466,PT01M56.00S,2023-02-09T02:10:29.6Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,86,71,2023-02-09T02:13:25Z,4550000,False,,,0,,S. Barnes REBOUND (Off:1 Def:7),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,465.0,8.0,7.0,1.0,,,,,,,,,,,,,,
467,PT01M44.00S,2023-02-09T02:11:03.9Z,3,REGULAR,3pt,Jump Shot,[],1628449,6.1268068331143235,2.696078431372549,1610612761,86,71,2023-02-09T02:11:10Z,4560000,False,237.0,5.0,1,left,MISS C. Boucher 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,23.66,Missed,,,,,,,,,,,,,,,,,,
468,PT01M39.00S,2023-02-09T02:11:08.9Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,86,71,2023-02-09T02:11:10Z,4570000,False,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Right Corner 3,24+ Right,,,467.0,2.0,2.0,0.0,,,,,,,,,,,,,,
469,PT01M35.00S,2023-02-09T02:11:16.3Z,3,REGULAR,turnover,bad pass,[],1626169,,,1610612759,86,71,2023-02-09T02:14:44Z,4580000,False,,,0,,S. Johnson bad pass TURNOVER (1 TO),"[1626169, 1628449]",1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Boucher,1628449.0,,,,
493,PT01M35.00S,2023-02-09T02:11:16.3Z,3,REGULAR,steal,,[],1628449,,,1610612761,86,71,2023-02-09T02:14:44Z,4585000,False,,,0,,C. Boucher STEAL (1 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
470,PT01M35.00S,2023-02-09T02:11:20.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203926,,,1610612761,86,71,2023-02-09T02:11:39Z,4590000,False,,,0,,D. McDermott personal FOUL (3 PF) (Boucher 2 FT),"[203926, 1628449]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,200834.0,,,,3.0,0.0,Boucher,1628449.0
472,PT01M35.00S,2023-02-09T02:11:44.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628449,,,1610612761,87,71,2023-02-09T02:11:44Z,4610000,False,,,0,,C. Boucher Free Throw 1 of 2 (10 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
473,PT01M35.00S,2023-02-09T02:11:55.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628449,,,1610612761,88,71,2023-02-09T02:11:55Z,4620000,False,,,0,,C. Boucher Free Throw 2 of 2 (11 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
474,PT01M26.00S,2023-02-09T02:12:07.3Z,3,REGULAR,3pt,Jump Shot,[],203926,76.42904073587385,10.53921568627451,1610612759,88,74,2023-02-09T02:12:12Z,4630000,False,-197.0,169.0,1,right,D. McDermott 25' 3PT  (10 PTS) (Z. Collins 2 AST),"[203926, 1628380]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,25.99,Made,,,,,,,10.0,Z. Collins,1628380.0,2.0,,,,,,,,
476,PT01M09.00S,2023-02-09T02:12:23.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,5.995400788436268,44.6078431372549,1610612761,88,74,2023-02-09T02:12:42Z,4650000,False,27.0,4.0,1,left,MISS C. Boucher driving Layup,[1628449],1610612761.0,TOR,driving,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,2.73,Missed,,,,,,,,,,,,,,,,,,
477,PT01M06.00S,2023-02-09T02:12:26.3Z,3,REGULAR,rebound,offensive,[],1628449,,,1610612761,88,74,2023-02-09T02:12:26Z,4660000,False,,,0,,C. Boucher REBOUND (Off:4 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,476.0,6.0,2.0,4.0,,,,,,,,,,,,,,
480,PT01M04.00S,2023-02-09T02:12:28.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,6.521024967148489,51.71568627450981,1610612761,88,74,2023-02-09T02:12:37Z,4690000,False,-9.0,9.0,1,left,MISS C. Boucher putback Layup,[1628449],1610612761.0,TOR,putback,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
481,PT01M02.00S,2023-02-09T02:12:30.8Z,3,REGULAR,rebound,defensive,[],203926,,,1610612759,88,74,2023-02-09T02:12:30Z,4700000,False,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,480.0,1.0,1.0,0.0,,,,,,,,,,,,,,
482,PT00M58.60S,2023-02-09T02:12:37.4Z,3,REGULAR,foul,personal,[],201152,,,1610612759,88,74,2023-02-09T02:12:48Z,4710000,False,,,0,,T. Young personal FOUL (1 PF),"[201152, 1631104]",1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,200834.0,,,,1.0,0.0,Wesley,1631104.0
484,PT00M52.30S,2023-02-09T02:13:04.9Z,3,REGULAR,2pt,Jump Shot,[],1631104,76.69185282522996,64.95098039215686,1610612759,88,74,2023-02-09T02:13:11Z,4730000,False,75.0,167.0,1,right,MISS B. Wesley 18' pullup Shot,[1631104],1610612759.0,SAS,pullup,,,Wesley,B. Wesley,,,,,Mid-Range,16-24 Right Center,18.26,Missed,,,,,,,,,,,,,,,,,,
485,PT00M48.30S,2023-02-09T02:13:08.9Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,88,74,2023-02-09T02:13:11Z,4740000,False,,,0,,C. Boucher REBOUND (Off:4 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,16-24 Right Center,,,484.0,7.0,3.0,4.0,,,,,,,,,,,,,,
486,PT00M33.90S,2023-02-09T02:13:23.3Z,3,REGULAR,2pt,Jump Shot,[],1627832,22.815374507227332,25.735294117647058,1610612761,88,74,2023-02-09T02:13:29Z,4750000,False,121.0,162.0,1,left,MISS F. VanVleet 20' pullup Shot,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right Center,20.24,Missed,,,,,,,,,,,,,,,,,,
487,PT00M30.90S,2023-02-09T02:13:26.3Z,3,REGULAR,rebound,defensive,[],1629676,,,1610612759,88,74,2023-02-09T02:13:29Z,4760000,False,,,0,,I. Roby REBOUND (Off:0 Def:2),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,Mid-Range,16-24 Right Center,,,486.0,2.0,2.0,0.0,,,,,,,,,,,,,,
488,PT00M09.30S,2023-02-09T02:13:52.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201152,,,1610612759,88,74,2023-02-09T02:14:05Z,4770000,False,,,0,,T. Young shooting personal FOUL (2 PF) (Johnson 2 FT),"[201152, 1626169]",1610612761.0,TOR,shooting,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200834.0,,,,2.0,0.0,Johnson,1626169.0
490,PT00M09.30S,2023-02-09T02:14:17.5Z,3,REGULAR,freethrow,1 of 2,[],1626169,,,1610612759,88,74,2023-02-09T02:14:17Z,4790000,False,,,0,,MISS S. Johnson Free Throw 1 of 2,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
491,PT00M09.30S,2023-02-09T02:14:17.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,88,74,2023-02-09T02:14:17Z,4800000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,,,
492,PT00M09.30S,2023-02-09T02:14:32.1Z,3,REGULAR,freethrow,2 of 2,[],1626169,,,1610612759,88,75,2023-02-09T02:14:32Z,4810000,False,,,0,,S. Johnson Free Throw 2 of 2 (1 PTS),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
494,PT00M01.10S,2023-02-09T02:14:43.4Z,3,REGULAR,3pt,Jump Shot,[],1630567,25.837713534822605,84.80392156862744,1610612761,88,75,2023-02-09T02:14:57Z,4820000,False,-174.0,190.0,1,left,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,25.79,Missed,,,,,,,,,,,,,,,,,,
495,PT00M00.10S,2023-02-09T02:14:44.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,88,75,2023-02-09T02:15:26Z,4830000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,494.0,,,,,,,,,,,,,,,,,
496,PT00M00.00S,2023-02-09T02:14:48.1Z,3,REGULAR,period,end,[],0,,,1610612761,88,75,2023-02-09T02:14:48Z,4840000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2023-02-09T02:16:02.6Z,4,REGULAR,substitution,out,['startperiod'],1630201,,,1610612761,88,75,2023-02-09T02:17:20Z,4850000,False,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2023-02-09T02:16:02.6Z,4,REGULAR,substitution,out,['startperiod'],1627832,,,1610612761,88,75,2023-02-09T02:17:20Z,4860000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2023-02-09T02:16:02.6Z,4,REGULAR,substitution,out,['startperiod'],1631104,,,1610612761,88,75,2023-02-09T02:17:20Z,4870000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2023-02-09T02:16:02.6Z,4,REGULAR,substitution,out,['startperiod'],1629676,,,1610612761,88,75,2023-02-09T02:17:20Z,4880000,False,,,0,,SUB out: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2023-02-09T02:16:02.6Z,4,REGULAR,substitution,out,['startperiod'],1628380,,,1610612761,88,75,2023-02-09T02:17:20Z,4890000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2023-02-09T02:16:02.6Z,4,REGULAR,substitution,out,['startperiod'],1626169,,,1610612761,88,75,2023-02-09T02:17:20Z,4900000,False,,,0,,SUB out: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2023-02-09T02:16:02.6Z,4,REGULAR,substitution,in,['startperiod'],1629018,,,1610612761,88,75,2023-02-09T02:17:20Z,4910000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2023-02-09T02:16:02.6Z,4,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,88,75,2023-02-09T02:17:20Z,4920000,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2023-02-09T02:16:02.6Z,4,REGULAR,substitution,in,['startperiod'],1629640,,,1610612761,88,75,2023-02-09T02:17:20Z,4930000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2023-02-09T02:16:02.6Z,4,REGULAR,substitution,in,['startperiod'],1627751,,,1610612761,88,75,2023-02-09T02:17:20Z,4940000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2023-02-09T02:16:02.6Z,4,REGULAR,substitution,in,['startperiod'],1631103,,,1610612761,88,75,2023-02-09T02:17:20Z,4950000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
