actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
428,PT02M03.00S,2022-11-17T02:15:44.8Z,3,REGULAR,substitution,in,[],1629130,,,1610612748,80,70,2022-11-17T02:16:22Z,4230000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT02M03.00S,2022-11-17T02:15:44.8Z,3,REGULAR,substitution,in,[],1628997,,,1610612748,80,70,2022-11-17T02:16:22Z,4240000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT01M56.00S,2022-11-17T02:16:38.9Z,3,REGULAR,turnover,traveling,[],203473,,,1610612748,80,70,2022-11-17T02:16:45Z,4250000,False,,,0,,D. Dedmon traveling TURNOVER (2 TO),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Mid-Range,8-16 Center,,,,,,,,,,,101284.0,2.0,,,,,,,,
431,PT01M45.00S,2022-11-17T02:17:06.3Z,3,REGULAR,foul,offensive,[],1628384,,,1610612761,80,70,2022-11-17T02:17:23Z,4260000,False,,,0,,O. Anunoby offensive FOUL (2 PF),"[1628384, 202710]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,202901.0,,2.0,0.0,,,,,Butler,202710.0
433,PT01M45.00S,2022-11-17T02:17:06.3Z,3,REGULAR,turnover,offensive foul,[],1628384,,,1610612761,80,70,2022-11-17T02:17:06Z,4280000,False,,,0,,O. Anunoby offensive foul TURNOVER (3 TO),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,202901.0,3.0,,,,,,,,
434,PT01M34.00S,2022-11-17T02:17:25.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629216,89.17542706964521,41.17647058823529,1610612748,80,72,2022-11-17T02:17:31Z,4290000,False,-44.0,49.0,1,right,G. Vincent 6' floating Jump Shot (7 PTS),[1629216],1610612748.0,MIA,floating,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,6.61,Made,,,,,7.0,,,,,,,,,,,,,
435,PT01M34.00S,2022-11-17T02:17:28.5Z,3,REGULAR,foul,personal,['1freethrow'],1631132,,,1610612748,80,72,2022-11-17T02:17:50Z,4300000,False,,,0,,C. Koloko shooting personal FOUL (2 PF) (Vincent 1 FT),"[1631132, 1629216]",1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,,2.0,0.0,,,,,Vincent,1629216.0
437,PT01M34.00S,2022-11-17T02:17:51.3Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1629216,,,1610612748,80,73,2022-11-17T02:17:51Z,4320000,False,,,0,,G. Vincent Free Throw 1 of 1 (8 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
438,PT01M18.00S,2022-11-17T02:18:16.1Z,3,REGULAR,2pt,Jump Shot,[],1627832,27.020367936925098,26.715686274509803,1610612761,82,73,2022-11-17T02:25:05Z,4330000,False,116.0,201.0,1,left,F. VanVleet 23' pullup Jump Shot (23 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right Center,23.27,Made,,,,,23.0,,,,,,,,,,,,,
439,PT01M03.00S,2022-11-17T02:18:26.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631132,,,1610612748,82,73,2022-11-17T02:18:54Z,4340000,False,,,0,,C. Koloko shooting personal FOUL (3 PF) (Dedmon 2 FT),"[1631132, 203473]",1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202901.0,,3.0,0.0,,,,,Dedmon,203473.0
441,PT01M03.00S,2022-11-17T02:18:55.0Z,3,REGULAR,freethrow,1 of 2,[],203473,,,1610612748,82,74,2022-11-17T02:19:18Z,4360000,False,,,0,,D. Dedmon Free Throw 1 of 2 (3 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
442,PT01M03.00S,2022-11-17T02:19:01.7Z,3,REGULAR,substitution,out,[],1628384,,,1610612748,82,74,2022-11-17T02:19:07Z,4370000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT01M03.00S,2022-11-17T02:19:01.7Z,3,REGULAR,substitution,in,[],1630567,,,1610612748,82,74,2022-11-17T02:19:07Z,4380000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT01M03.00S,2022-11-17T02:18:55.0Z,3,REGULAR,freethrow,2 of 2,[],203473,,,1610612748,82,74,2022-11-17T02:19:18Z,4390000,False,,,0,,MISS D. Dedmon Free Throw 2 of 2,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
445,PT01M00.00S,2022-11-17T02:18:58.0Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,82,74,2022-11-17T02:19:18Z,4400000,False,,,0,,C. Boucher REBOUND (Off:2 Def:5),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,444.0,7.0,5.0,2.0,,,,,,,,,,,,,,
446,PT00M45.20S,2022-11-17T02:19:34.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,8.360709592641262,50.49019607843137,1610612761,84,74,2022-11-17T02:19:38Z,4410000,False,-2.0,26.0,1,left,S. Barnes cutting DUNK (15 PTS) (F. VanVleet 7 AST),"[1630567, 1627832]",1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,15.0,F. VanVleet,1627832.0,7.0,,,,,,,,,,
448,PT00M36.40S,2022-11-17T02:19:45.8Z,3,REGULAR,3pt,Jump Shot,[],1629216,92.06636005256242,96.56862745098039,1610612748,84,77,2022-11-17T02:19:51Z,4430000,False,233.0,22.0,1,right,G. Vincent 3PT pullup (11 PTS),[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Right Corner 3,24+ Right,23.38,Made,,,,,11.0,,,,,,,,,,,,,
449,PT00M19.80S,2022-11-17T02:20:04.5Z,3,REGULAR,3pt,Jump Shot,[],1627823,21.76412614980289,94.85294117647058,1610612761,84,77,2022-11-17T02:20:09Z,4440000,False,-224.0,152.0,1,left,MISS J. Hernangomez 27' 3PT,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Above the Break 3,24+ Left Center,27.1,Missed,,,,,,,,,,,,,,,,,,
450,PT00M16.90S,2022-11-17T02:20:07.5Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,84,77,2022-11-17T02:20:07Z,4450000,False,,,0,,C. Martin REBOUND (Off:2 Def:4),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,449.0,6.0,4.0,2.0,,,,,,,,,,,,,,
451,PT00M04.80S,2022-11-17T02:20:20.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203473,88.64980289093299,54.41176470588235,1610612748,84,79,2022-11-17T02:20:24Z,4460000,False,22.0,54.0,1,right,D. Dedmon turnaround Hook (5 PTS),[203473],1610612748.0,MIA,turnaround,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),0-8 Center,5.85,Made,,,,,5.0,,,,,,,,,,,,,
452,PT00M00.20S,2022-11-17T02:20:28.5Z,3,REGULAR,3pt,Jump Shot,[],1627832,41.606438896189225,55.63725490196079,1610612761,84,79,2022-11-17T02:20:39Z,4470000,False,-28.0,339.0,1,left,MISS F. VanVleet 33' turnaround bank 3PT,[1627832],1610612761.0,TOR,turnaround bank,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,33.98,Missed,,,,,,,,,,,,,,,,,,
453,PT00M00.20S,2022-11-17T02:20:28.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,84,79,2022-11-17T02:20:39Z,4480000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,452.0,,,,,,,,,,,,,,,,,
454,PT00M00.00S,2022-11-17T02:20:37.1Z,3,REGULAR,period,end,[],0,,,1610612761,84,79,2022-11-17T02:20:37Z,4490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2022-11-17T02:20:51.6Z,4,REGULAR,substitution,out,['startperiod'],1627832,,,1610612761,84,79,2022-11-17T02:22:49Z,4500000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2022-11-17T02:20:51.6Z,4,REGULAR,substitution,out,['startperiod'],1631132,,,1610612761,84,79,2022-11-17T02:22:49Z,4520000,False,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2022-11-17T02:20:51.6Z,4,REGULAR,substitution,out,['startperiod'],202710,,,1610612761,84,79,2022-11-17T02:22:49Z,4530000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2022-11-17T02:20:51.6Z,4,REGULAR,substitution,in,['startperiod'],203920,,,1610612761,84,79,2022-11-17T02:22:49Z,4540000,False,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2022-11-17T02:20:51.6Z,4,REGULAR,substitution,in,['startperiod'],1628384,,,1610612761,84,79,2022-11-17T02:22:49Z,4560000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT12M00.00S,2022-11-17T02:20:51.6Z,4,REGULAR,substitution,in,['startperiod'],200768,,,1610612761,84,79,2022-11-17T02:22:49Z,4570000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2022-11-17T02:23:09.7Z,4,REGULAR,period,start,[],0,,,1610612761,84,79,2022-11-17T02:23:09Z,4580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT11M38.00S,2022-11-17T02:23:31.1Z,4,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612761,84,79,2022-11-17T02:24:02Z,4590000,False,,,0,,D. Robinson shooting personal FOUL (2 PF) (Boucher 2 FT),"[1629130, 1628449]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,101284.0,,2.0,0.0,,,,,Boucher,1628449.0
466,PT11M38.00S,2022-11-17T02:24:03.2Z,4,REGULAR,freethrow,1 of 2,[],1628449,,,1610612761,85,79,2022-11-17T02:24:03Z,4610000,False,,,0,,C. Boucher Free Throw 1 of 2 (5 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
467,PT11M38.00S,2022-11-17T02:24:12.7Z,4,REGULAR,freethrow,2 of 2,[],1628449,,,1610612761,86,79,2022-11-17T02:24:12Z,4620000,False,,,0,,C. Boucher Free Throw 2 of 2 (6 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
468,PT11M24.00S,2022-11-17T02:24:28.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203473,92.9862023653088,50.98039215686274,1610612748,86,81,2022-11-17T02:24:32Z,4630000,False,5.0,13.0,1,right,D. Dedmon alley-oop DUNK (7 PTS) (G. Vincent 4 AST),"[203473, 1629216]",1610612748.0,MIA,alley-oop,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,7.0,G. Vincent,1629216.0,4.0,,,,,,,,,,
470,PT11M11.00S,2022-11-17T02:24:44.0Z,4,REGULAR,turnover,traveling,[],1627823,,,1610612761,86,81,2022-11-17T02:24:50Z,4650000,False,,,0,,J. Hernangomez traveling TURNOVER (1 TO),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,1.0,,,,,,,,
471,PT10M49.00S,2022-11-17T02:25:19.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,63.41984231274639,60.049019607843135,1610612748,86,84,2022-11-17T02:25:23Z,4660000,False,50.0,291.0,1,right,G. Vincent 29' 3PT  (14 PTS) (C. Martin 3 AST),"[1629216, 1628997]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,29.57,Made,,,,,14.0,C. Martin,1628997.0,3.0,,,,,,,,,,
473,PT10M30.00S,2022-11-17T02:25:37.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,8.886333771353483,59.31372549019608,1610612761,88,84,2022-11-17T02:25:42Z,4680000,False,-47.0,31.0,1,left,S. Barnes driving Layup (17 PTS) (C. Boucher 1 AST),"[1630567, 1628449]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,5.6,Made,,,,,17.0,C. Boucher,1628449.0,1.0,,,,,,,,,,
475,PT10M18.00S,2022-11-17T02:25:50.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203473,93.24901445466492,54.166666666666664,1610612748,88,86,2022-11-17T02:25:54Z,4700000,False,21.0,11.0,1,right,D. Dedmon driving finger roll Layup (9 PTS),[203473],1610612748.0,MIA,driving finger roll,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,2.35,Made,,,,,9.0,,,,,,,,,,,,,
476,PT10M01.00S,2022-11-17T02:26:05.6Z,4,REGULAR,3pt,Jump Shot,[],1628449,6.783837056504599,4.166666666666666,1610612761,88,86,2022-11-17T02:26:13Z,4710000,False,229.0,11.0,1,left,MISS C. Boucher 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
477,PT09M59.00S,2022-11-17T02:26:07.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,88,86,2022-11-17T02:26:13Z,4720000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Right Corner 3,24+ Right,,,476.0,,,,,,,,,,,,,,,,,
479,PT09M50.00S,2022-11-17T02:26:24.6Z,4,REGULAR,3pt,Jump Shot,[],1629216,70.64717477003943,21.07843137254902,1610612748,88,86,2022-11-17T02:26:40Z,4740000,False,-145.0,223.0,1,right,MISS G. Vincent 26' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,26.61,Missed,,,,,,,,,,,,,,,,,,
480,PT09M46.00S,2022-11-17T02:26:28.6Z,4,REGULAR,rebound,defensive,[],1627823,,,1610612761,88,86,2022-11-17T02:26:40Z,4750000,False,,,0,,J. Hernangomez REBOUND (Off:0 Def:4),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Above the Break 3,24+ Left Center,,,479.0,4.0,4.0,0.0,,,,,,,,,,,,,,
481,PT09M36.00S,2022-11-17T02:26:38.2Z,4,REGULAR,2pt,Jump Shot,[],1628384,22.946780551905388,69.6078431372549,1610612761,90,86,2022-11-17T02:26:43Z,4760000,False,-98.0,163.0,1,left,O. Anunoby 19' step back Jump Shot (25 PTS),[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,19.04,Made,,,,,25.0,,,,,,,,,,,,,
482,PT09M09.00S,2022-11-17T02:27:08.1Z,4,REGULAR,turnover,out-of-bounds,[],1628997,,,1610612748,90,86,2022-11-17T02:27:14Z,4770000,False,,,0,,C. Martin step out-of-bounds TURNOVER (1 TO),[1628997],1610612748.0,MIA,step,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,,,,,,,,,101284.0,1.0,,,,,,,,
483,PT08M52.00S,2022-11-17T02:27:50.8Z,4,REGULAR,foul,personal,[],203473,,,1610612761,90,86,2022-11-17T02:28:06Z,4780000,False,,,0,,D. Dedmon personal FOUL (2 PF),"[203473, 1628384]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1193.0,,2.0,1.0,,,,,Anunoby,1628384.0
485,PT08M52.00S,2022-11-17T02:28:33.8Z,4,REGULAR,substitution,out,[],1627823,,,1610612761,90,86,2022-11-17T02:28:51Z,4800000,False,,,0,,SUB out: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT08M52.00S,2022-11-17T02:28:33.8Z,4,REGULAR,substitution,out,[],203920,,,1610612761,90,86,2022-11-17T02:28:51Z,4810000,False,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT08M52.00S,2022-11-17T02:28:33.8Z,4,REGULAR,substitution,out,[],203473,,,1610612761,90,86,2022-11-17T02:28:51Z,4820000,False,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT08M52.00S,2022-11-17T02:28:33.8Z,4,REGULAR,substitution,in,[],201152,,,1610612761,90,86,2022-11-17T02:28:51Z,4830000,False,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT08M52.00S,2022-11-17T02:28:33.8Z,4,REGULAR,substitution,in,[],1627832,,,1610612761,90,86,2022-11-17T02:28:51Z,4840000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT08M52.00S,2022-11-17T02:28:33.8Z,4,REGULAR,substitution,in,[],1631107,,,1610612761,90,86,2022-11-17T02:28:51Z,4850000,False,,,0,,SUB in: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT08M39.00S,2022-11-17T02:29:22.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630567,8.09789750328515,45.09803921568628,1610612761,90,86,2022-11-17T02:29:28Z,4870000,False,25.0,24.0,1,left,MISS S. Barnes reverse Layup,[1630567],1610612761.0,TOR,reverse,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,3.4,Missed,,,,,,,,,,,,,,,,,,
493,PT08M37.00S,2022-11-17T02:29:24.8Z,4,REGULAR,rebound,offensive,[],201152,,,1610612761,90,86,2022-11-17T02:29:28Z,4880000,False,,,0,,T. Young REBOUND (Off:3 Def:3),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,492.0,6.0,3.0,3.0,,,,,,,,,,,,,,
494,PT08M35.00S,2022-11-17T02:29:26.4Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",201152,10.988830486202366,49.754901960784316,1610612761,92,86,2022-11-17T02:29:57Z,4890000,False,1.0,51.0,1,left,T. Young turnaround Hook (10 PTS),[201152],1610612761.0,TOR,turnaround,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,5.08,Made,,,,,10.0,,,,,,,,,,,,,
495,PT08M20.00S,2022-11-17T02:29:44.4Z,4,REGULAR,foul,offensive,[],1628997,,,1610612748,92,86,2022-11-17T02:29:52Z,4900000,False,,,0,,C. Martin off-the-ball offensive FOUL (3 PF),"[1628997, 1627832]",1610612748.0,MIA,off-the-ball,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,101284.0,,3.0,0.0,,,,,VanVleet,1627832.0
497,PT08M20.00S,2022-11-17T02:29:44.4Z,4,REGULAR,turnover,offensive foul,[],1628997,,,1610612748,92,86,2022-11-17T02:29:44Z,4920000,False,,,0,,C. Martin offensive foul TURNOVER (2 TO),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,101284.0,2.0,,,,,,,,
498,PT08M10.00S,2022-11-17T02:30:08.3Z,4,REGULAR,foul,personal,[],1629216,,,1610612761,92,86,2022-11-17T02:30:27Z,4930000,False,,,0,,G. Vincent personal FOUL (2 PF),"[1629216, 201152]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1193.0,,2.0,0.0,,,,,Young,201152.0
501,PT08M08.00S,2022-11-17T02:30:36.7Z,4,REGULAR,foul,personal,['2freethrow'],1631107,,,1610612761,92,86,2022-11-17T02:31:02Z,4960000,False,,,0,,N. Jovic shooting personal FOUL (1 PF) (Boucher 2 FT),"[1631107, 1628449]",1610612748.0,MIA,shooting,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,,1.0,0.0,,,,,Boucher,1628449.0
503,PT08M08.00S,2022-11-17T02:31:03.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628449,,,1610612761,93,86,2022-11-17T02:31:03Z,4980000,False,,,0,,C. Boucher Free Throw 1 of 2 (7 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
504,PT08M08.00S,2022-11-17T02:31:15.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628449,,,1610612761,94,86,2022-11-17T02:31:15Z,4990000,False,,,0,,C. Boucher Free Throw 2 of 2 (8 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
505,PT07M50.00S,2022-11-17T02:31:36.1Z,4,REGULAR,3pt,Jump Shot,[],1629216,71.17279894875165,77.20588235294117,1610612748,94,86,2022-11-17T02:31:44Z,5000000,False,136.0,218.0,1,right,MISS G. Vincent 25' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
506,PT07M48.00S,2022-11-17T02:31:38.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612761,94,86,2022-11-17T02:31:44Z,5010000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,505.0,,,,,,,,,,,,,,,,,
507,PT07M48.00S,2022-11-17T02:31:42.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612761,94,86,2022-11-17T02:32:07Z,5020000,False,,,0,,K. Lowry loose ball personal FOUL (4 PF) (Anunoby 2 FT),"[200768, 1628384]",1610612748.0,MIA,loose ball,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101284.0,,4.0,0.0,,,,,Anunoby,1628384.0
509,PT07M48.00S,2022-11-17T02:32:14.6Z,4,REGULAR,freethrow,1 of 2,[],1628384,,,1610612761,95,86,2022-11-17T02:32:14Z,5040000,False,,,0,,O. Anunoby Free Throw 1 of 2 (26 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,26.0,,,,,,,,,,,,,
511,PT07M48.00S,2022-11-17T02:32:17.3Z,4,REGULAR,substitution,in,[],202710,,,1610612761,95,86,2022-11-17T02:32:24Z,5060000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT07M48.00S,2022-11-17T02:32:17.3Z,4,REGULAR,substitution,out,[],1631107,,,1610612761,95,86,2022-11-17T02:32:35Z,5070000,False,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT07M48.00S,2022-11-17T02:32:40.5Z,4,REGULAR,freethrow,2 of 2,[],1628384,,,1610612761,96,86,2022-11-17T02:32:40Z,5080000,False,,,0,,O. Anunoby Free Throw 2 of 2 (27 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,27.0,,,,,,,,,,,,,
514,PT07M31.00S,2022-11-17T02:33:01.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],200768,91.5407358738502,59.80392156862745,1610612748,96,88,2022-11-17T02:33:06Z,5090000,False,49.0,27.0,1,right,K. Lowry driving bank Hook (14 PTS),[200768],1610612748.0,MIA,driving bank,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,5.59,Made,,,,,14.0,,,,,,,,,,,,,
515,PT07M12.00S,2022-11-17T02:33:20.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,15.982260183968464,46.81372549019608,1610612761,96,88,2022-11-17T02:33:26Z,5100000,False,16.0,98.0,1,left,MISS O. Anunoby 9' driving floating Shot,[1628384],1610612761.0,TOR,driving floating,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,9.9,Missed,,,,,,,,,,,,,,,,,,
516,PT07M11.00S,2022-11-17T02:33:21.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,96,88,2022-11-17T02:33:26Z,5110000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,515.0,,,,,,,,,,,,,,,,,
518,PT07M11.00S,2022-11-17T02:33:26.5Z,4,REGULAR,substitution,out,[],1629130,,,1610612748,96,88,2022-11-17T02:33:32Z,5130000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT07M11.00S,2022-11-17T02:33:26.5Z,4,REGULAR,substitution,in,[],1629622,,,1610612748,96,88,2022-11-17T02:33:32Z,5140000,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
