actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
350,PT10M24.00S,2022-11-07T00:20:40.5Z,3,REGULAR,rebound,defensive,[],1631132,,,1610612761,59,52,2022-11-07T00:20:40Z,3450000,,,0,,C. Koloko REBOUND (Off:2 Def:4),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,349.0,6.0,4.0,2.0,,,,,
351,PT10M23.00S,2022-11-07T00:20:44.5Z,3,REGULAR,foul,personal,[],1630172,,,1610612761,59,52,2022-11-07T00:20:50Z,3460000,,,0,,P. Williams personal FOUL (3 PF),"[1630172, 1630567]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2530.0,3.0,0.0,Barnes,1630567.0
353,PT10M20.00S,2022-11-07T00:21:06.2Z,3,REGULAR,foul,personal,[],1630245,,,1610612761,59,52,2022-11-07T00:21:31Z,3480000,,,0,,A. Dosunmu personal FOUL (2 PF),"[1630245, 1627832]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1628171.0,2.0,0.0,VanVleet,1627832.0
355,PT10M06.00S,2022-11-07T00:21:37.8Z,3,REGULAR,turnover,bad pass,[],1631132,,,1610612761,59,52,2022-11-07T00:21:42Z,3500000,,,0,,C. Koloko bad pass TURNOVER (1 TO),"[1631132, 1627936]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Mid-Range,8-16 Right,,,,,,,1.0,Caruso,1627936.0,,,,,,,,,,,
356,PT10M06.00S,2022-11-07T00:21:37.8Z,3,REGULAR,steal,,[],1627936,,,1610612741,59,52,2022-11-07T00:23:42Z,3510000,,,0,,A. Caruso STEAL (2 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
357,PT10M02.00S,2022-11-07T00:21:41.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627936,6.915243101182654,47.30392156862745,1610612741,59,52,2022-11-07T00:21:49Z,3520000,13.0,13.0,1,left,MISS A. Caruso running finger roll Layup,[1627936],1610612741.0,CHI,running finger roll,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
358,PT10M00.00S,2022-11-07T00:21:43.6Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,59,52,2022-11-07T00:21:49Z,3530000,,,0,,F. VanVleet REBOUND (Off:0 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,357.0,3.0,3.0,0.0,,,,,
359,PT09M57.00S,2022-11-07T00:21:46.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,77.61169513797634,10.049019607843137,1610612761,59,52,2022-11-07T00:21:54Z,3540000,-200.0,158.0,1,right,MISS G. Trent Jr. 25' running pullup 3PT,[1629018],1610612761.0,TOR,running pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,,,,,,,,,,,,,,,,,
360,PT09M54.00S,2022-11-07T00:21:49.3Z,3,REGULAR,rebound,offensive,[],1629018,,,1610612761,59,52,2022-11-07T00:21:49Z,3550000,,,0,,G. Trent Jr. REBOUND (Off:1 Def:2),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,359.0,3.0,2.0,1.0,,,,,
361,PT09M54.00S,2022-11-07T00:21:50.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629018,87.46714848883047,49.26470588235294,1610612761,61,52,2022-11-07T00:21:58Z,3560000,-4.0,65.0,1,right,G. Trent Jr. 6' driving floating Jump Shot (8 PTS),[1629018],1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.54,Made,8.0,,,,,,,,,,,,,,,,,
362,PT09M54.00S,2022-11-07T00:21:54.8Z,3,REGULAR,foul,personal,['1freethrow'],1630172,,,1610612761,61,52,2022-11-07T00:22:04Z,3570000,,,0,,P. Williams shooting personal FOUL (4 PF) (Trent Jr. 1 FT),"[1630172, 1629018]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1204.0,4.0,0.0,Trent Jr.,1629018.0
364,PT09M54.00S,2022-11-07T00:22:19.2Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1629018,,,1610612761,62,52,2022-11-07T00:22:19Z,3590000,,,0,,G. Trent Jr. Free Throw 1 of 1 (9 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
365,PT09M46.00S,2022-11-07T00:22:29.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,8.360709592641262,49.01960784313725,1610612741,62,54,2022-11-07T00:22:36Z,3600000,5.0,26.0,1,left,A. Dosunmu driving finger roll Layup (5 PTS),[1630245],1610612741.0,CHI,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,2.66,Made,5.0,,,,,,,,,,,,,,,,,
366,PT09M29.00S,2022-11-07T00:22:46.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,91.67214191852825,47.549019607843135,1610612761,62,54,2022-11-07T00:22:54Z,3610000,-12.0,26.0,1,right,MISS O. Anunoby driving reverse Layup,[1628384],1610612761.0,TOR,driving reverse,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
367,PT09M27.00S,2022-11-07T00:22:48.0Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,62,54,2022-11-07T00:22:48Z,3620000,,,0,,N. Vucevic REBOUND (Off:2 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,366.0,8.0,6.0,2.0,,,,,
368,PT09M23.00S,2022-11-07T00:22:53.8Z,3,REGULAR,foul,personal,['2freethrow'],1631132,,,1610612741,62,54,2022-11-07T00:23:01Z,3630000,,,0,,C. Koloko shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1631132, 201942]",1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,2530.0,2.0,0.0,DeRozan,201942.0
370,PT09M23.00S,2022-11-07T00:23:26.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],201942,,,1610612741,62,55,2022-11-07T00:23:26Z,3650000,,,0,,D. DeRozan Free Throw 1 of 2 (7 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
371,PT09M23.00S,2022-11-07T00:23:27.7Z,3,REGULAR,substitution,out,[],1630172,,,1610612741,62,55,2022-11-07T00:23:31Z,3660000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT09M23.00S,2022-11-07T00:23:27.7Z,3,REGULAR,substitution,in,[],1629750,,,1610612741,62,55,2022-11-07T00:23:31Z,3670000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT09M23.00S,2022-11-07T00:23:44.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],201942,,,1610612741,62,56,2022-11-07T00:23:44Z,3680000,,,0,,D. DeRozan Free Throw 2 of 2 (8 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
374,PT09M08.00S,2022-11-07T00:24:03.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629018,92.46057818659659,49.26470588235294,1610612761,64,56,2022-11-07T00:24:08Z,3690000,-4.0,18.0,1,right,G. Trent Jr. driving DUNK (11 PTS) (F. VanVleet 7 AST),"[1629018, 1627832]",1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,1.88,Made,11.0,F. VanVleet,1627832.0,7.0,,,,,,,,,,,,,,
376,PT08M54.00S,2022-11-07T00:24:17.0Z,3,REGULAR,3pt,Jump Shot,[],1630245,7.30946123521682,96.07843137254902,1610612741,64,56,2022-11-07T00:24:22Z,3710000,-230.0,16.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,23.1,Missed,,,,,,,,,,,,,,,,,,
377,PT08M51.00S,2022-11-07T00:24:20.0Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,64,56,2022-11-07T00:24:22Z,3720000,,,0,,S. Barnes REBOUND (Off:1 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,376.0,5.0,4.0,1.0,,,,,
378,PT08M47.00S,2022-11-07T00:24:23.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628384,94.1688567674113,95.09803921568627,1610612761,64,56,2022-11-07T00:24:40Z,3730000,225.0,2.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,,
379,PT08M45.00S,2022-11-07T00:24:34.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,64,56,2022-11-07T00:24:34Z,3740000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,378.0,,,,,,,,
380,PT08M45.00S,2022-11-07T00:24:36.0Z,3,REGULAR,foul,personal,[],1630245,,,1610612761,64,56,2022-11-07T00:25:09Z,3750000,,,0,,A. Dosunmu loose ball personal FOUL (3 PF),"[1630245, 1627832]",1610612741.0,CHI,loose ball,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1204.0,3.0,0.0,VanVleet,1627832.0
382,PT08M39.00S,2022-11-07T00:24:56.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628384,91.80354796320631,49.50980392156863,1610612761,66,56,2022-11-07T00:25:05Z,3770000,-2.0,25.0,1,right,O. Anunoby finger roll Layup (11 PTS),[1628384],1610612761.0,TOR,finger roll,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.46,Made,11.0,,,,,,,,,,,,,,,,,
383,PT08M22.00S,2022-11-07T00:25:14.0Z,3,REGULAR,3pt,Jump Shot,[],1630245,22.421156373193167,8.823529411764707,1610612741,66,59,2022-11-07T00:25:19Z,3780000,206.0,158.0,1,left,A. Dosunmu 25' 3PT  (8 PTS) (A. Caruso 7 AST),"[1630245, 1627936]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,25.97,Made,8.0,A. Caruso,1627936.0,7.0,,,,,,,,,,,,,,
385,PT08M11.00S,2022-11-07T00:25:26.3Z,3,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,66,59,2022-11-07T00:25:35Z,3800000,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (2 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2.0,,,,,,,,,1204.0,,,,
386,PT07M53.00S,2022-11-07T00:25:53.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202696,33.590670170827856,45.588235294117645,1610612741,66,62,2022-11-07T00:25:59Z,3810000,22.0,263.0,1,left,N. Vucevic 26' 3PT  (16 PTS) (D. DeRozan 1 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,26.42,Made,16.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
388,PT07M38.00S,2022-11-07T00:26:08.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628384,86.94152431011827,48.77450980392157,1610612761,66,62,2022-11-07T00:26:17Z,3830000,-6.0,70.0,1,right,MISS O. Anunoby 7' driving Hook,[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,7.05,Missed,,,,,,,,,,,,,,,,,,
389,PT07M34.00S,2022-11-07T00:26:12.6Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612761,66,62,2022-11-07T00:26:17Z,3840000,,,0,,O. Anunoby REBOUND (Off:2 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,388.0,4.0,2.0,2.0,,,,,
390,PT07M33.00S,2022-11-07T00:26:14.0Z,3,REGULAR,turnover,lost ball,[],1628384,,,1610612761,66,62,2022-11-07T00:26:20Z,3850000,,,0,,O. Anunoby lost ball TURNOVER (1 TO),"[1628384, 201942]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,,,1.0,DeRozan,201942.0,,,,,,,,,,,
391,PT07M33.00S,2022-11-07T00:26:14.0Z,3,REGULAR,steal,,[],201942,,,1610612741,66,62,2022-11-07T00:26:16Z,3860000,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
392,PT07M28.00S,2022-11-07T00:26:18.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630245,17.16491458607096,3.6764705882352944,1610612741,66,65,2022-11-07T00:26:28Z,3870000,232.0,109.0,1,left,A. Dosunmu 25' 3PT running (11 PTS) (D. DeRozan 2 AST),"[1630245, 201942]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,25.59,Made,11.0,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,,
394,PT07M11.00S,2022-11-07T00:26:34.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,93.24901445466492,59.31372549019608,1610612761,68,65,2022-11-07T00:26:41Z,3890000,47.0,11.0,1,right,S. Barnes Layup (13 PTS) (F. VanVleet 8 AST),"[1630567, 1627832]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,4.79,Made,13.0,F. VanVleet,1627832.0,8.0,,,,,,,,,,,,,,
396,PT06M59.00S,2022-11-07T00:26:46.9Z,3,REGULAR,3pt,Jump Shot,[],1630245,27.94021024967148,81.61764705882352,1610612741,68,65,2022-11-07T00:26:52Z,3910000,-158.0,210.0,1,left,MISS A. Dosunmu 26' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,26.29,Missed,,,,,,,,,,,,,,,,,,
397,PT06M56.00S,2022-11-07T00:26:50.0Z,3,REGULAR,rebound,offensive,[],1627936,,,1610612741,68,65,2022-11-07T00:26:50Z,3920000,,,0,,A. Caruso REBOUND (Off:2 Def:6),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,396.0,8.0,6.0,2.0,,,,,
399,PT06M56.00S,2022-11-07T00:26:57.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,68,65,2022-11-07T00:26:57Z,3940000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M56.00S,2022-11-07T00:28:49.4Z,3,REGULAR,substitution,out,[],1630567,,,1610612741,68,65,2022-11-07T00:29:35Z,3950000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M56.00S,2022-11-07T00:28:49.4Z,3,REGULAR,substitution,out,[],1629018,,,1610612741,68,65,2022-11-07T00:29:35Z,3960000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT06M56.00S,2022-11-07T00:28:49.4Z,3,REGULAR,substitution,in,[],203490,,,1610612741,68,65,2022-11-07T00:29:35Z,3970000,,,0,,SUB in: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M56.00S,2022-11-07T00:28:49.4Z,3,REGULAR,substitution,in,[],1628449,,,1610612741,68,65,2022-11-07T00:29:35Z,3980000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M46.00S,2022-11-07T00:30:04.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627936,25.443495400788436,14.460784313725492,1610612741,68,65,2022-11-07T00:30:11Z,3990000,178.0,187.0,1,left,MISS A. Caruso 25' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,25.77,Missed,,,,,,,,,,,,,,,,,,
405,PT06M44.00S,2022-11-07T00:30:06.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,68,65,2022-11-07T00:30:11Z,4000000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,404.0,,,,,,,,
407,PT06M28.00S,2022-11-07T00:30:28.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,91.27792378449409,60.29411764705882,1610612761,70,65,2022-11-07T00:30:38Z,4020000,51.0,29.0,1,right,C. Boucher cutting Layup (4 PTS) (C. Koloko 2 AST),"[1628449, 1631132]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,5.94,Made,4.0,C. Koloko,1631132.0,2.0,,,,,,,,,,,,,,
409,PT06M18.00S,2022-11-07T00:30:38.1Z,3,REGULAR,3pt,Jump Shot,[],1630245,6.521024967148489,4.411764705882353,1610612741,70,65,2022-11-07T00:30:45Z,4040000,228.0,9.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,22.81,Missed,,,,,,,,,,,,,,,,,,
410,PT06M13.00S,2022-11-07T00:30:43.1Z,3,REGULAR,rebound,offensive,[],1627936,,,1610612741,70,65,2022-11-07T00:30:45Z,4050000,,,0,,A. Caruso REBOUND (Off:3 Def:6),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,409.0,9.0,6.0,3.0,,,,,
411,PT06M13.00S,2022-11-07T00:30:43.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627936,5.590000152587891,50.0,1610612741,70,65,2022-11-07T00:30:43Z,4060000,0.0,0.0,1,left,MISS A. Caruso tip Layup,[1627936],1610612741.0,CHI,tip,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
412,PT06M12.00S,2022-11-07T00:30:44.5Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,70,65,2022-11-07T00:30:44Z,4070000,,,0,,N. Vucevic REBOUND (Off:3 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,411.0,9.0,6.0,3.0,,,,,
413,PT06M12.00S,2022-11-07T00:30:44.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,5.590000152587891,50.0,1610612741,70,67,2022-11-07T00:30:44Z,4080000,0.0,0.0,1,left,N. Vucevic tip Layup (18 PTS),[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,0.0,Made,18.0,,,,,,,,,,,,,,,,,
414,PT06M02.00S,2022-11-07T00:30:54.4Z,3,REGULAR,3pt,Jump Shot,[],1628449,93.24901445466492,97.05882352941177,1610612761,70,67,2022-11-07T00:31:05Z,4090000,235.0,11.0,1,right,MISS C. Boucher 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,,
415,PT06M00.00S,2022-11-07T00:30:56.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,70,67,2022-11-07T00:31:05Z,4100000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,414.0,,,,,,,,
417,PT06M00.00S,2022-11-07T00:31:04.5Z,3,REGULAR,substitution,out,[],1627936,,,1610612741,70,67,2022-11-07T00:31:14Z,4120000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M00.00S,2022-11-07T00:31:04.5Z,3,REGULAR,substitution,in,[],1631207,,,1610612741,70,67,2022-11-07T00:31:14Z,4130000,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M49.00S,2022-11-07T00:31:37.3Z,3,REGULAR,turnover,out-of-bounds,[],1631207,,,1610612741,70,67,2022-11-07T00:31:48Z,4140000,,,0,,D. Terry step out-of-bounds TURNOVER (1 TO),[1631207],1610612741.0,CHI,step,,,Terry,D. Terry,,,,,Right Corner 3,24+ Right,,,,,,,1.0,,,,,,,,,1628171.0,,,,
420,PT05M38.00S,2022-11-07T00:31:53.6Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",201942,,,1610612761,70,67,2022-11-07T00:32:06Z,4150000,,,0,,D. DeRozan shooting personal FOUL (2 PF) (VanVleet 3 FT),"[201942, 1627832]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1204.0,2.0,0.0,VanVleet,1627832.0
422,PT05M38.00S,2022-11-07T00:32:08.0Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",201942,,,1610612761,70,67,2022-11-07T00:32:13Z,4170000,,,0,,D. DeRozan technical FOUL (1 Tech),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,1204.0,2.0,1.0,,
423,PT05M38.00S,2022-11-07T00:32:25.6Z,3,REGULAR,freethrow,1 of 1,[],1627832,,,1610612761,71,67,2022-11-07T00:32:25Z,4180000,,,0,,F. VanVleet technical Free Throw 1 of 1 (18 PTS),[1627832],1610612761.0,TOR,technical,,,VanVleet,F. VanVleet,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
424,PT05M38.00S,2022-11-07T00:32:48.0Z,3,REGULAR,freethrow,1 of 3,['fromturnover'],1627832,,,1610612761,72,67,2022-11-07T00:32:48Z,4190000,,,0,,F. VanVleet Free Throw 1 of 3 (19 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
425,PT05M38.00S,2022-11-07T00:33:01.1Z,3,REGULAR,freethrow,2 of 3,['fromturnover'],1627832,,,1610612761,73,67,2022-11-07T00:33:01Z,4200000,,,0,,F. VanVleet Free Throw 2 of 3 (20 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
426,PT05M38.00S,2022-11-07T00:33:14.8Z,3,REGULAR,freethrow,3 of 3,['fromturnover'],1627832,,,1610612761,74,67,2022-11-07T00:33:14Z,4210000,,,0,,F. VanVleet Free Throw 3 of 3 (21 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
428,PT05M24.00S,2022-11-07T00:33:53.2Z,3,REGULAR,foul,personal,[],203490,,,1610612741,74,67,2022-11-07T00:34:27Z,4230000,,,0,,O. Porter Jr. personal FOUL (1 PF),"[203490, 202696]",1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Vucevic,202696.0
430,PT05M19.00S,2022-11-07T00:34:18.2Z,3,REGULAR,foul,personal,[],1628384,,,1610612741,74,67,2022-11-07T00:34:21Z,4250000,,,0,,O. Anunoby personal FOUL (3 PF),"[1628384, 201942]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1204.0,3.0,0.0,DeRozan,201942.0
432,PT05M15.00S,2022-11-07T00:34:42.9Z,3,REGULAR,3pt,Jump Shot,[],202696,31.225361366622867,74.26470588235294,1610612741,74,67,2022-11-07T00:34:47Z,4270000,-121.0,241.0,1,left,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,26.98,Missed,,,,,,,,,,,,,,,,,,
433,PT05M12.00S,2022-11-07T00:34:45.9Z,3,REGULAR,rebound,defensive,[],1631132,,,1610612761,74,67,2022-11-07T00:34:47Z,4280000,,,0,,C. Koloko REBOUND (Off:2 Def:5),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,432.0,7.0,5.0,2.0,,,,,
434,PT05M02.00S,2022-11-07T00:34:55.3Z,3,REGULAR,3pt,Jump Shot,[],203490,67.23061760840999,25.245098039215684,1610612761,74,67,2022-11-07T00:35:00Z,4290000,-124.0,256.0,1,right,MISS O. Porter Jr. 28' 3PT,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Above the Break 3,24+ Left Center,28.39,Missed,,,,,,,,,,,,,,,,,,
435,PT04M59.00S,2022-11-07T00:34:58.3Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,74,67,2022-11-07T00:35:00Z,4300000,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,434.0,2.0,2.0,0.0,,,,,
