actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
431,PT05M27.00S,2022-11-01T01:06:44.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630168,,,1610612761,80,76,2022-11-01T01:07:42Z,4250000,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Siakam 2 FT),"[1630168, 1627783]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,101283.0,2.0,0.0,Siakam,1627783.0,,,,,
433,PT05M27.00S,2022-11-01T01:07:17.1Z,3,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,81,76,2022-11-01T01:07:17Z,4270000,,,0,,P. Siakam Free Throw 1 of 2 (19 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
434,PT05M27.00S,2022-11-01T01:07:33.6Z,3,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,82,76,2022-11-01T01:07:33Z,4280000,,,0,,P. Siakam Free Throw 2 of 2 (20 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
435,PT05M08.00S,2022-11-01T01:07:54.5Z,3,REGULAR,3pt,Jump Shot,[],1628381,74.58935611038108,87.99019607843137,1610612737,82,76,2022-11-01T01:07:58Z,4290000,190.0,186.0,1,right,MISS J. Collins 26' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,26.62,Missed,,,,,,,,,,,,,,,,,,
436,PT05M04.00S,2022-11-01T01:07:58.5Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,82,76,2022-11-01T01:08:03Z,4300000,,,0,,O. Anunoby REBOUND (Off:1 Def:5),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,435.0,6.0,5.0,1.0,,,,,,,,,,,,,,
438,PT04M52.00S,2022-11-01T01:08:26.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,14.931011826544022,40.68627450980392,1610612761,82,76,2022-11-01T01:08:30Z,4320000,47.0,88.0,1,left,MISS P. Siakam 9' Hook,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,9.95,Missed,,,,,,,,,,,,,,,,,,
439,PT04M50.00S,2022-11-01T01:08:28.3Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,82,76,2022-11-01T01:08:30Z,4330000,,,0,,O. Okongwu REBOUND (Off:1 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,438.0,5.0,4.0,1.0,,,,,,,,,,,,,,
440,PT04M43.00S,2022-11-01T01:08:35.5Z,3,REGULAR,3pt,Jump Shot,[],1629027,68.41327201051249,16.666666666666664,1610612737,82,76,2022-11-01T01:08:40Z,4340000,-167.0,244.0,1,right,MISS T. Young 29' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,29.58,Missed,,,,,,,,,,,,,,,,,,
441,PT04M39.00S,2022-11-01T01:08:39.5Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,82,76,2022-11-01T01:08:40Z,4350000,,,0,,S. Barnes REBOUND (Off:0 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,440.0,4.0,4.0,0.0,,,,,,,,,,,,,,
442,PT04M38.00S,2022-11-01T01:08:44.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203200,,,1610612761,82,76,2022-11-01T01:09:00Z,4360000,,,0,,J. Holiday personal FOUL (1 PF) (Siakam 2 FT),"[203200, 1627783]",1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1628485.0,1.0,0.0,Siakam,1627783.0,,,,,
444,PT04M38.00S,2022-11-01T01:09:21.9Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,83,76,2022-11-01T01:09:21Z,4380000,,,0,,P. Siakam Free Throw 1 of 2 (21 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
445,PT04M38.00S,2022-11-01T01:09:22.7Z,3,REGULAR,substitution,out,[],1628384,,,1610612761,83,76,2022-11-01T01:09:29Z,4390000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M38.00S,2022-11-01T01:09:22.7Z,3,REGULAR,substitution,out,[],1627749,,,1610612761,83,76,2022-11-01T01:09:29Z,4400000,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M38.00S,2022-11-01T01:09:22.7Z,3,REGULAR,substitution,in,[],1629018,,,1610612761,83,76,2022-11-01T01:09:29Z,4410000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M38.00S,2022-11-01T01:09:22.7Z,3,REGULAR,substitution,in,[],1631100,,,1610612761,83,76,2022-11-01T01:09:29Z,4420000,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M38.00S,2022-11-01T01:09:45.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,84,76,2022-11-01T01:09:45Z,4430000,,,0,,P. Siakam Free Throw 2 of 2 (22 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
450,PT04M24.00S,2022-11-01T01:10:01.7Z,3,REGULAR,3pt,Jump Shot,[],203200,90.3580814717477,96.81372549019608,1610612737,84,76,2022-11-01T01:10:05Z,4440000,234.0,38.0,1,right,MISS J. Holiday 3PT,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,23.72,Missed,,,,,,,,,,,,,,,,,,
451,PT04M21.00S,2022-11-01T01:10:04.7Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,84,76,2022-11-01T01:10:05Z,4450000,,,0,,P. Siakam REBOUND (Off:2 Def:7),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,450.0,9.0,7.0,2.0,,,,,,,,,,,,,,
452,PT04M01.00S,2022-11-01T01:10:25.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,18.2161629434954,45.588235294117645,1610612761,84,76,2022-11-01T01:10:32Z,4460000,22.0,119.0,1,left,MISS P. Siakam 12' turnaround fadeaway Shot,[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,12.07,Missed,,,,,,,,,,,,,,,,,,
453,PT04M01.00S,2022-11-01T01:10:25.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,84,76,2022-11-01T01:10:32Z,4470000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,452.0,,,,,,,,,,,,,,,,,
454,PT04M01.00S,2022-11-01T01:10:31.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203200,,,1610612761,84,76,2022-11-01T01:10:46Z,4480000,,,0,,J. Holiday loose ball personal FOUL (2 PF) (Boucher 2 FT),"[203200, 1628449]",1610612737.0,ATL,loose ball,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101283.0,2.0,0.0,Boucher,1628449.0,,,,,
456,PT04M01.00S,2022-11-01T01:10:49.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628449,,,1610612761,85,76,2022-11-01T01:10:49Z,4500000,,,0,,C. Boucher Free Throw 1 of 2 (8 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
457,PT04M01.00S,2022-11-01T01:11:01.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628449,,,1610612761,86,76,2022-11-01T01:11:01Z,4510000,,,0,,C. Boucher Free Throw 2 of 2 (9 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
458,PT03M52.00S,2022-11-01T01:11:11.8Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,86,76,2022-11-01T01:11:17Z,4520000,,,0,,T. Young bad pass TURNOVER (7 TO),"[1629027, 203920]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,7.0,,,Birch,203920.0
459,PT03M52.00S,2022-11-01T01:11:11.8Z,3,REGULAR,steal,,[],203920,,,1610612761,86,76,2022-11-01T01:11:14Z,4530000,,,0,,K. Birch STEAL (2 STL),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
460,PT03M45.00S,2022-11-01T01:11:18.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629018,30.305519053876477,24.019607843137255,1610612761,86,76,2022-11-01T01:11:24Z,4540000,130.0,232.0,1,left,MISS G. Trent Jr. 26' running pullup 3PT,[1629018],1610612761.0,TOR,running pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,26.62,Missed,,,,,,,,,,,,,,,,,,
461,PT03M42.00S,2022-11-01T01:11:21.0Z,3,REGULAR,rebound,defensive,[],1631100,,,1610612737,86,76,2022-11-01T01:11:24Z,4550000,,,0,,A. Griffin REBOUND (Off:0 Def:1),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,,,460.0,1.0,1.0,0.0,,,,,,,,,,,,,,
462,PT03M31.00S,2022-11-01T01:11:32.3Z,3,REGULAR,2pt,Jump Shot,[],1629027,83.78777923784494,14.215686274509803,1610612737,86,76,2022-11-01T01:11:41Z,4560000,-179.0,100.0,1,right,MISS T. Young 20' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Left,20.49,Missed,,,,,,,,,,,,,,,,,,
463,PT03M30.00S,2022-11-01T01:11:33.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,86,76,2022-11-01T01:11:41Z,4570000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Left,,,462.0,,,,,,,,,,,,,,,,,
465,PT03M30.00S,2022-11-01T01:11:46.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,86,76,2022-11-01T01:11:46Z,4590000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M30.00S,2022-11-01T01:13:33.8Z,3,REGULAR,substitution,out,[],1630168,,,1610612737,86,76,2022-11-01T01:14:00Z,4600000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M30.00S,2022-11-01T01:13:33.8Z,3,REGULAR,substitution,out,[],1628381,,,1610612737,86,76,2022-11-01T01:14:00Z,4610000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M30.00S,2022-11-01T01:13:33.8Z,3,REGULAR,substitution,in,[],203991,,,1610612737,86,76,2022-11-01T01:14:00Z,4620000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M30.00S,2022-11-01T01:13:33.8Z,3,REGULAR,substitution,in,[],1630552,,,1610612737,86,76,2022-11-01T01:14:00Z,4630000,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M24.00S,2022-11-01T01:14:37.3Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,86,76,2022-11-01T01:14:41Z,4640000,,,0,,T. Young bad pass TURNOVER (8 TO),"[1629027, 1628449]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,8.0,,,Boucher,1628449.0
471,PT03M24.00S,2022-11-01T01:14:37.3Z,3,REGULAR,steal,,[],1628449,,,1610612761,86,76,2022-11-01T01:14:39Z,4650000,,,0,,C. Boucher STEAL (2 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
472,PT03M07.00S,2022-11-01T01:14:54.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628449,19.136005256241788,6.61764705882353,1610612761,86,76,2022-11-01T01:15:00Z,4660000,217.0,127.0,1,left,MISS C. Boucher 25' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Right Center,25.15,Missed,,,,,,,,,,,,,,,,,,
473,PT03M06.00S,2022-11-01T01:14:55.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,86,76,2022-11-01T01:15:28Z,4670000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,472.0,,,,,,,,,,,,,,,,,
475,PT02M55.00S,2022-11-01T01:15:28.5Z,3,REGULAR,3pt,Jump Shot,[],203200,94.03745072273325,2.2058823529411766,1610612737,86,76,2022-11-01T01:15:33Z,4690000,-239.0,4.0,1,right,MISS J. Holiday 3PT,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,23.9,Missed,,,,,,,,,,,,,,,,,,
476,PT02M51.00S,2022-11-01T01:15:32.5Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,86,76,2022-11-01T01:15:33Z,4700000,,,0,,P. Siakam REBOUND (Off:2 Def:8),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Left Corner 3,24+ Left,,,475.0,10.0,8.0,2.0,,,,,,,,,,,,,,
477,PT02M45.00S,2022-11-01T01:15:39.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631100,,,1610612761,86,76,2022-11-01T01:15:53Z,4710000,,,0,,A. Griffin shooting personal FOUL (1 PF) (Siakam 2 FT),"[1631100, 1627783]",1610612737.0,ATL,shooting,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2003.0,1.0,0.0,Siakam,1627783.0,,,,,
479,PT02M45.00S,2022-11-01T01:16:09.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,87,76,2022-11-01T01:16:09Z,4730000,,,0,,P. Siakam Free Throw 1 of 2 (23 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
480,PT02M45.00S,2022-11-01T01:16:28.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,88,76,2022-11-01T01:16:28Z,4740000,,,0,,P. Siakam Free Throw 2 of 2 (24 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,24.0,,,,,,,,,,,,,
481,PT02M40.00S,2022-11-01T01:16:37.6Z,3,REGULAR,foul,offensive,['inpenalty'],203991,,,1610612737,88,76,2022-11-01T01:16:44Z,4750000,,,0,,C. Capela off-the-ball offensive FOUL (2 PF),"[203991, 1630567]",1610612737.0,ATL,off-the-ball,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,,,,,,,,101283.0,2.0,0.0,Barnes,1630567.0,,,,,
483,PT02M40.00S,2022-11-01T01:16:37.6Z,3,REGULAR,turnover,offensive foul,[],203991,,,1610612737,88,76,2022-11-01T01:16:37Z,4770000,,,0,,C. Capela offensive foul TURNOVER (1 TO),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,,,,,,,,101283.0,,,,,1.0,,,,
484,PT02M40.00S,2022-11-01T01:16:47.7Z,3,REGULAR,substitution,out,[],203920,,,1610612761,88,76,2022-11-01T01:16:57Z,4780000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT02M40.00S,2022-11-01T01:16:47.7Z,3,REGULAR,substitution,out,[],1627783,,,1610612761,88,76,2022-11-01T01:16:57Z,4790000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT02M40.00S,2022-11-01T01:16:47.7Z,3,REGULAR,substitution,in,[],1628384,,,1610612761,88,76,2022-11-01T01:16:57Z,4800000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT02M40.00S,2022-11-01T01:16:47.7Z,3,REGULAR,substitution,in,[],1630173,,,1610612761,88,76,2022-11-01T01:16:57Z,4810000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT02M32.00S,2022-11-01T01:17:09.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629018,24.917871222076215,32.1078431372549,1610612761,88,76,2022-11-01T01:17:15Z,4820000,89.0,182.0,1,left,MISS G. Trent Jr. 20' step back Shot,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right Center,20.25,Missed,,,,,,,,,,,,,,,,,,
489,PT02M28.00S,2022-11-01T01:17:12.3Z,3,REGULAR,rebound,offensive,[],1629018,,,1610612761,88,76,2022-11-01T01:17:12Z,4830000,,,0,,G. Trent Jr. REBOUND (Off:1 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right Center,,,488.0,2.0,1.0,1.0,,,,,,,,,,,,,,
490,PT02M27.00S,2022-11-01T01:17:14.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628384,19.66162943495401,6.61764705882353,1610612761,88,76,2022-11-01T01:17:19Z,4840000,217.0,132.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,25.41,Missed,,,,,,,,,,,,,,,,,,
491,PT02M24.00S,2022-11-01T01:17:17.2Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,88,76,2022-11-01T01:17:19Z,4850000,,,0,,J. Johnson REBOUND (Off:1 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,490.0,4.0,3.0,1.0,,,,,,,,,,,,,,
492,PT02M13.00S,2022-11-01T01:17:28.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,83.78777923784494,39.950980392156865,1610612737,88,76,2022-11-01T01:18:21Z,4860000,-50.0,100.0,1,right,MISS T. Young 11' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,11.18,Missed,,,,,,,,,,,,,,,,,,
493,PT02M09.00S,2022-11-01T01:17:32.5Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,88,76,2022-11-01T01:17:33Z,4870000,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,492.0,2.0,2.0,0.0,,,,,,,,,,,,,,
494,PT01M50.00S,2022-11-01T01:17:51.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,18.74178712220762,57.107843137254896,1610612761,88,76,2022-11-01T01:17:57Z,4880000,-36.0,124.0,1,left,MISS S. Barnes 12' turnaround fadeaway Shot,[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,12.87,Missed,,,,,,,,,,,,,,,,,,
495,PT01M46.00S,2022-11-01T01:17:55.1Z,3,REGULAR,rebound,defensive,[],1631100,,,1610612737,88,76,2022-11-01T01:17:57Z,4890000,,,0,,A. Griffin REBOUND (Off:0 Def:2),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),8-16 Center,,,494.0,2.0,2.0,0.0,,,,,,,,,,,,,,
496,PT01M35.00S,2022-11-01T01:18:05.4Z,3,REGULAR,3pt,Jump Shot,[],1631100,71.04139290407359,19.11764705882353,1610612737,88,76,2022-11-01T01:18:12Z,4900000,-154.0,220.0,1,right,MISS A. Griffin 26' step back 3PT,[1631100],1610612737.0,ATL,step back,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Left Center,26.85,Missed,,,,,,,,,,,,,,,,,,
497,PT01M34.00S,2022-11-01T01:18:06.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,88,76,2022-11-01T01:18:12Z,4910000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,496.0,,,,,,,,,,,,,,,,,
499,PT01M19.00S,2022-11-01T01:18:35.1Z,3,REGULAR,3pt,Jump Shot,[],1628384,6.915243101182654,96.32352941176471,1610612761,91,76,2022-11-01T01:18:38Z,4930000,-232.0,13.0,1,left,O. Anunoby 3PT  (14 PTS) (S. Barnes 7 AST),"[1628384, 1630567]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.19,Made,,,,,14.0,S. Barnes,1630567.0,7.0,,,,,,,,,,
501,PT00M55.20S,2022-11-01T01:18:59.6Z,3,REGULAR,2pt,Jump Shot,[],1630552,79.58278580814718,22.30392156862745,1610612737,91,76,2022-11-01T01:19:05Z,4950000,-138.0,139.0,1,right,MISS J. Johnson 19' pullup Shot,[1630552],1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Left Center,19.65,Missed,,,,,,,,,,,,,,,,,,
502,PT00M51.60S,2022-11-01T01:19:03.2Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,91,76,2022-11-01T01:19:05Z,4960000,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Left Center,,,501.0,3.0,3.0,0.0,,,,,,,,,,,,,,
503,PT00M43.30S,2022-11-01T01:19:12.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630552,,,1610612761,91,76,2022-11-01T01:19:29Z,4970000,,,0,,J. Johnson shooting personal FOUL (3 PF) (Trent Jr. 2 FT),"[1630552, 1629018]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2003.0,3.0,0.0,Trent Jr.,1629018.0,,,,,
505,PT00M43.30S,2022-11-01T01:19:34.2Z,3,REGULAR,freethrow,1 of 2,[],1629018,,,1610612761,92,76,2022-11-01T01:19:34Z,4990000,,,0,,G. Trent Jr. Free Throw 1 of 2 (12 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
506,PT00M43.30S,2022-11-01T01:19:46.1Z,3,REGULAR,freethrow,2 of 2,[],1629018,,,1610612761,93,76,2022-11-01T01:19:46Z,5000000,,,0,,G. Trent Jr. Free Throw 2 of 2 (13 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
507,PT00M31.00S,2022-11-01T01:20:01.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203991,93.38042049934296,48.03921568627451,1610612737,93,78,2022-11-01T01:20:36Z,5010000,-10.0,10.0,1,right,C. Capela cutting Layup (9 PTS) (T. Young 10 AST),"[203991, 1629027]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,9.0,T. Young,1629027.0,10.0,,,,,,,,,,
509,PT00M24.00S,2022-11-01T01:20:09.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,19.66162943495401,54.90196078431373,1610612761,93,78,2022-11-01T01:21:13Z,5030000,-25.0,132.0,1,left,MISS G. Trent Jr. 13' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.45,Missed,,,,,,,,,,,,,,,,,,
510,PT00M20.90S,2022-11-01T01:20:13.0Z,3,REGULAR,rebound,offensive,[],1628449,,,1610612761,93,78,2022-11-01T01:21:13Z,5040000,,,0,,C. Boucher REBOUND (Off:1 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),8-16 Center,,,509.0,2.0,1.0,1.0,,,,,,,,,,,,,,
511,PT00M12.80S,2022-11-01T01:20:21.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,23.603810775295663,92.40196078431373,1610612761,93,78,2022-11-01T01:20:26Z,5050000,-212.0,169.0,1,left,MISS G. Trent Jr. 27' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,27.14,Missed,,,,,,,,,,,,,,,,,,
512,PT00M10.90S,2022-11-01T01:20:24.9Z,3,REGULAR,rebound,offensive,[],1628449,,,1610612761,93,78,2022-11-01T01:20:24Z,5060000,,,0,,C. Boucher REBOUND (Off:2 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,511.0,3.0,1.0,2.0,,,,,,,,,,,,,,
513,PT00M10.90S,2022-11-01T01:20:24.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,5.590000152587891,50.0,1610612761,95,78,2022-11-01T01:20:24Z,5070000,0.0,0.0,1,left,C. Boucher tip Layup (11 PTS),[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,11.0,,,,,,,,,,,,,
