actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
249,PT05M23.00S,2023-03-18T23:51:24.3Z,2,REGULAR,rebound,defensive,[],201144,,,1610612750,51,45,2023-03-18T23:51:28Z,2430000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Right,,,248.0,1.0,1.0,0.0,,,,,,,,,,,,,,
250,PT05M18.00S,2023-03-18T23:51:29.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629162,8.09789750328515,48.28431372549019,1610612750,51,47,2023-03-18T23:53:48Z,2440000,False,9.0,24.0,1,left,J. McLaughlin running Layup (8 PTS) (M. Conley 1 AST),"[1629162, 201144]",1610612750.0,MIN,running,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,2.51,Made,,,,,,,8.0,,,,,M. Conley,201144.0,1.0,,,,
252,PT05M02.00S,2023-03-18T23:51:45.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,92.50985545335085,61.05238970588235,1610612761,51,47,2023-03-18T23:51:53Z,2460000,False,55.0,18.0,1,right,MISS J. Poeltl Hook - blocked,"[1627751, 203497]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,5.81,Missed,,,,,,,,,,,,,,,,,Gobert,203497.0
253,PT05M02.00S,2023-03-18T23:51:45.2Z,2,REGULAR,block,,[],203497,,,1610612761,51,47,2023-03-18T23:51:47Z,2470000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
254,PT05M00.00S,2023-03-18T23:51:47.2Z,2,REGULAR,rebound,defensive,[],201144,,,1610612750,51,47,2023-03-18T23:51:53Z,2480000,False,,,0,,M. Conley REBOUND (Off:0 Def:2),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,252.0,2.0,2.0,0.0,,,,,,,,,,,,,,
255,PT04M51.00S,2023-03-18T23:51:57.6Z,2,REGULAR,3pt,Jump Shot,[],201144,31.750985545335087,37.7719056372549,1610612750,51,47,2023-03-18T23:52:03Z,2490000,False,61.0,246.0,1,left,MISS M. Conley 25' 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,25.35,Missed,,,,,,,,,,,,,,,,,,
256,PT04M47.00S,2023-03-18T23:52:01.6Z,2,REGULAR,rebound,defensive,[],1629018,,,1610612761,51,47,2023-03-18T23:52:03Z,2500000,False,,,0,,G. Trent Jr. REBOUND (Off:1 Def:2),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,255.0,3.0,2.0,1.0,,,,,,,,,,,,,,
257,PT04M41.00S,2023-03-18T23:52:07.0Z,2,REGULAR,3pt,Jump Shot,[],1629018,69.20170827858082,67.64705882352942,1610612761,51,47,2023-03-18T23:52:12Z,2510000,False,88.0,237.0,1,right,MISS G. Trent Jr. 25' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,25.29,Missed,,,,,,,,,,,,,,,,,,
258,PT04M39.00S,2023-03-18T23:52:09.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,51,47,2023-03-18T23:52:12Z,2520000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,257.0,,,,,,,,,,,,,,,,,
260,PT04M27.00S,2023-03-18T23:52:30.1Z,2,REGULAR,turnover,bad pass,[],1627752,,,1610612750,51,47,2023-03-18T23:52:34Z,2540000,False,,,0,,T. Prince bad pass TURNOVER (2 TO),"[1627752, 1628384]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,,,,,,,,,Anunoby,1628384.0,,
261,PT04M27.00S,2023-03-18T23:52:30.1Z,2,REGULAR,steal,,[],1628384,,,1610612761,51,47,2023-03-18T23:52:32Z,2550000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
262,PT04M20.00S,2023-03-18T23:52:37.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,92.85479632063075,48.28431372549019,1610612761,51,47,2023-03-18T23:52:44Z,2560000,False,-9.0,15.0,1,right,MISS S. Barnes running reverse Layup,[1630567],1610612761.0,TOR,running reverse,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.7,Missed,,,,,,,,,,,,,,,,,,
263,PT04M17.00S,2023-03-18T23:52:40.0Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,51,47,2023-03-18T23:52:44Z,2570000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,262.0,2.0,2.0,0.0,,,,,,,,,,,,,,
264,PT04M09.00S,2023-03-18T23:52:47.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,8.360709592641262,46.32352941176471,1610612750,51,47,2023-03-18T23:52:53Z,2580000,False,18.0,26.0,1,left,MISS J. McDaniels driving finger roll Layup,[1630183],1610612750.0,MIN,driving finger roll,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,3.19,Missed,,,,,,,,,,,,,,,,,,
265,PT04M05.00S,2023-03-18T23:52:51.5Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,51,47,2023-03-18T23:52:53Z,2590000,False,,,0,,R. Gobert REBOUND (Off:4 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,264.0,8.0,4.0,4.0,,,,,,,,,,,,,,
266,PT04M05.00S,2023-03-18T23:52:51.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203497,5.590000152587891,50.0,1610612750,51,47,2023-03-18T23:52:56Z,2600000,False,0.0,0.0,1,left,MISS R. Gobert tip Layup,[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
267,PT04M05.00S,2023-03-18T23:52:51.0Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,51,47,2023-03-18T23:52:56Z,2610000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,266.0,4.0,2.0,2.0,,,,,,,,,,,,,,
268,PT03M58.00S,2023-03-18T23:52:58.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,81.553876478318,60.29411764705882,1610612761,53,47,2023-03-18T23:53:03Z,2620000,False,51.0,121.0,1,right,F. VanVleet 13' pullup Jump Shot (17 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,13.14,Made,,,,,,,17.0,,,,,,,,,,,
269,PT03M57.00S,2023-03-18T23:53:05.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,53,47,2023-03-18T23:53:05Z,2630000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M40.00S,2023-03-18T23:56:10.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201144,9.280551905387648,46.81372549019608,1610612750,53,49,2023-03-18T23:56:14Z,2640000,False,16.0,35.0,1,left,M. Conley driving finger roll Layup (2 PTS) (J. McLaughlin 7 AST),"[201144, 1629162]",1610612750.0,MIN,driving finger roll,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,3.82,Made,,,,,,,2.0,,,,,J. McLaughlin,1629162.0,7.0,,,,
272,PT03M20.00S,2023-03-18T23:56:30.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,90.67017082785807,44.653799019607845,1610612761,53,49,2023-03-18T23:56:37Z,2660000,False,-27.0,35.0,1,right,MISS F. VanVleet driving floating bank Shot,[1627832],1610612761.0,TOR,driving floating bank,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,4.42,Missed,,,,,,,,,,,,,,,,,,
273,PT03M17.00S,2023-03-18T23:56:33.6Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,53,49,2023-03-18T23:56:37Z,2670000,False,,,0,,R. Gobert REBOUND (Off:4 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,272.0,9.0,5.0,4.0,,,,,,,,,,,,,,
274,PT03M13.00S,2023-03-18T23:56:37.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203497,8.623521681997373,50.98039215686274,1610612750,53,49,2023-03-18T23:56:46Z,2680000,False,-5.0,29.0,1,left,MISS R. Gobert running finger roll Layup,[203497],1610612750.0,MIN,running finger roll,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,,,,,,,,,,,
275,PT03M11.00S,2023-03-18T23:56:39.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,53,49,2023-03-18T23:56:46Z,2690000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,274.0,,,,,,,,,,,,,,,,,
279,PT03M07.00S,2023-03-18T23:56:59.1Z,2,REGULAR,substitution,in,[],1627783,,,1610612761,53,49,2023-03-18T23:57:03Z,2730000,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M07.00S,2023-03-18T23:56:59.1Z,2,REGULAR,substitution,out,[],1629018,,,1610612761,53,49,2023-03-18T23:57:08Z,2740000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M59.00S,2023-03-18T23:57:21.9Z,2,REGULAR,3pt,Jump Shot,[],1627832,93.24901445466492,96.07843137254902,1610612761,56,49,2023-03-18T23:57:27Z,2750000,False,230.0,11.0,1,right,F. VanVleet 3PT  (20 PTS) (O. Anunoby 1 AST),"[1627832, 1628384]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,23.07,Made,,,,,,,20.0,,,,,O. Anunoby,1628384.0,1.0,,,,
283,PT02M44.00S,2023-03-18T23:57:36.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,8.754927726675426,47.30392156862745,1610612750,56,49,2023-03-18T23:57:42Z,2770000,False,13.0,30.0,1,left,MISS J. McLaughlin driving reverse Layup,[1629162],1610612750.0,MIN,driving reverse,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,,,,,,,,,
284,PT02M42.00S,2023-03-18T23:57:38.8Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,56,49,2023-03-18T23:57:42Z,2780000,False,,,0,,P. Siakam REBOUND (Off:2 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,283.0,6.0,4.0,2.0,,,,,,,,,,,,,,
285,PT02M36.00S,2023-03-18T23:57:43.3Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628384,92.85479632063075,51.225490196078425,1610612761,58,49,2023-03-18T23:58:44Z,2790000,False,6.0,15.0,1,right,O. Anunoby running DUNK (9 PTS) (P. Siakam 3 AST),"[1628384, 1627783]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,9.0,,,,,P. Siakam,1627783.0,3.0,,,,
287,PT02M36.00S,2023-03-18T23:57:47.4Z,2,REGULAR,foul,personal,['1freethrow'],1630183,,,1610612761,58,49,2023-03-18T23:57:56Z,2810000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Anunoby 1 FT),"[1630183, 1628384]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,2530.0,,,1.0,0.0,Anunoby,1628384.0,,,,,,,
289,PT02M36.00S,2023-03-18T23:57:58.3Z,2,REGULAR,substitution,out,[],1629162,,,1610612761,58,49,2023-03-18T23:58:04Z,2830000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M36.00S,2023-03-18T23:57:58.3Z,2,REGULAR,substitution,in,[],203937,,,1610612761,58,49,2023-03-18T23:58:04Z,2840000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M36.00S,2023-03-18T23:58:16.0Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1628384,,,1610612761,59,49,2023-03-18T23:58:16Z,2850000,False,,,0,,O. Anunoby Free Throw 1 of 1 (10 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
292,PT02M25.00S,2023-03-18T23:58:33.4Z,2,REGULAR,turnover,traveling,[],203497,,,1610612750,59,49,2023-03-18T23:58:49Z,2860000,False,,,0,,R. Gobert traveling TURNOVER (1 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,,,,,,,2530.0,1.0,,,,,,,,,,,,
293,PT02M15.00S,2023-03-18T23:59:03.4Z,2,REGULAR,turnover,out-of-bounds,[],1627751,,,1610612761,59,49,2023-03-19T00:00:18Z,2870000,False,,,0,,J. Poeltl bad pass out-of-bounds TURNOVER (1 TO),[1627751],1610612761.0,TOR,bad pass,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1.0,,,,,,,,,,,,
294,PT01M59.00S,2023-03-18T23:59:29.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203497,7.5722733245729295,48.77450980392157,1610612750,59,51,2023-03-18T23:59:36Z,2880000,False,6.0,19.0,1,left,R. Gobert alley-oop DUNK (10 PTS) (J. McDaniels 1 AST),"[203497, 1630183]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,,,10.0,,,,,J. McDaniels,1630183.0,1.0,,,,
296,PT01M49.00S,2023-03-18T23:59:42.4Z,2,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612761,59,51,2023-03-18T23:59:57Z,2900000,False,,,0,,F. VanVleet step out-of-bounds TURNOVER (1 TO),[1627832],1610612761.0,TOR,step,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1155.0,1.0,,,,,,,,,,,,
297,PT01M34.00S,2023-03-19T00:00:07.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201144,5.732588699080158,18.137254901960784,1610612750,59,53,2023-03-19T00:00:22Z,2910000,False,159.0,1.0,1,left,M. Conley 15' pullup Jump Shot (4 PTS),[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Mid-Range,8-16 Right,15.93,Made,,,,,,,4.0,,,,,,,,,,,
298,PT01M09.00S,2023-03-19T00:00:33.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612761,59,53,2023-03-19T00:00:46Z,2920000,False,,,0,,J. McDaniels shooting personal FOUL (2 PF) (VanVleet 2 FT),"[1630183, 1627832]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1155.0,,,2.0,0.0,VanVleet,1627832.0,,,,,,,
300,PT01M09.00S,2023-03-19T00:01:00.1Z,2,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,60,53,2023-03-19T00:01:00Z,2940000,False,,,0,,F. VanVleet Free Throw 1 of 2 (21 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,21.0,,,,,,,,,,,
301,PT01M09.00S,2023-03-19T00:01:16.4Z,2,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,61,53,2023-03-19T00:01:16Z,2950000,False,,,0,,F. VanVleet Free Throw 2 of 2 (22 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,,
302,PT00M50.00S,2023-03-19T00:01:38.5Z,2,REGULAR,3pt,Jump Shot,[],1630183,8.360709592641262,94.85294117647058,1610612750,61,56,2023-03-19T00:01:43Z,2960000,False,-224.0,26.0,1,left,J. McDaniels 3PT step back (10 PTS) (M. Conley 2 AST),"[1630183, 201144]",1610612750.0,MIN,step back,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,22.58,Made,,,,,,,10.0,,,,,M. Conley,201144.0,2.0,,,,
304,PT00M31.90S,2023-03-19T00:02:00.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,89.11383048620236,48.184742647058826,1610612761,63,56,2023-03-19T00:02:16Z,2980000,False,-9.0,50.0,1,right,P. Siakam driving finger roll Layup (13 PTS),[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,,,,,,,13.0,,,,,,,,,,,
305,PT00M08.10S,2023-03-19T00:02:29.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201144,8.886333771353483,53.92156862745098,1610612750,63,58,2023-03-19T00:02:35Z,2990000,False,-20.0,31.0,1,left,M. Conley driving finger roll Layup (6 PTS),[201144],1610612750.0,MIN,driving finger roll,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,3.67,Made,,,,,,,6.0,,,,,,,,,,,
306,PT00M00.00S,2023-03-19T00:02:42.1Z,2,REGULAR,3pt,Jump Shot,[],1628384,82.80634034165571,94.63082107843137,1610612761,66,58,2023-03-19T00:03:37Z,3000000,False,223.0,109.0,1,right,O. Anunoby 24' 3PT  (13 PTS) (S. Barnes 2 AST),"[1628384, 1630567]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,24.84,Made,,,,,,,13.0,,,,,S. Barnes,1630567.0,2.0,,,,
309,PT00M00.00S,2023-03-19T00:03:05.8Z,2,REGULAR,period,end,[],0,,,1610612750,66,58,2023-03-19T00:03:05Z,3030000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2023-03-19T00:18:05.9Z,3,REGULAR,period,start,[],0,,,1610612750,66,58,2023-03-19T00:18:05Z,3040000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT11M39.00S,2023-03-19T00:18:26.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,86.28449408672799,50.49019607843137,1610612750,66,58,2023-03-19T00:18:31Z,3050000,False,2.0,76.0,1,right,MISS J. McDaniels 7' driving floating Shot,[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,7.64,Missed,,,,,,,,,,,,,,,,,,
313,PT11M36.00S,2023-03-19T00:18:29.0Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,66,58,2023-03-19T00:18:31Z,3070000,False,,,0,,P. Siakam REBOUND (Off:2 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,311.0,7.0,5.0,2.0,,,,,,,,,,,,,,
314,PT11M33.00S,2023-03-19T00:18:32.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,28.33442838370565,21.568627450980394,1610612761,66,58,2023-03-19T00:18:39Z,3080000,False,142.0,214.0,1,left,MISS F. VanVleet 25' running 3PT,[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
315,PT11M30.00S,2023-03-19T00:18:35.2Z,3,REGULAR,rebound,defensive,[],203937,,,1610612750,66,58,2023-03-19T00:18:39Z,3090000,False,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,314.0,3.0,3.0,0.0,,,,,,,,,,,,,,
316,PT11M26.00S,2023-03-19T00:18:39.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203937,93.51182654402102,47.549019607843135,1610612750,66,58,2023-03-19T00:18:44Z,3100000,False,-12.0,8.0,1,right,MISS K. Anderson running Layup,[203937],1610612750.0,MIN,running,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,1.5,Missed,,,,,,,,,,,,,,,,,,
317,PT11M23.00S,2023-03-19T00:18:42.3Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,66,58,2023-03-19T00:18:44Z,3110000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,316.0,5.0,3.0,2.0,,,,,,,,,,,,,,
318,PT11M21.00S,2023-03-19T00:18:47.1Z,3,REGULAR,foul,personal,[],201144,,,1610612761,66,58,2023-03-19T00:19:00Z,3120000,False,,,0,,M. Conley personal FOUL (1 PF),"[201144, 1628384]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1155.0,,,1.0,0.0,Anunoby,1628384.0,,,,,,,
320,PT11M09.00S,2023-03-19T00:19:17.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,12.302890932982917,63.970588235294116,1610612761,66,58,2023-03-19T00:19:24Z,3140000,False,-70.0,63.0,1,left,MISS P. Siakam 9' turnaround fadeaway Shot,[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Left,9.42,Missed,,,,,,,,,,,,,,,,,,
321,PT11M09.00S,2023-03-19T00:19:17.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,66,58,2023-03-19T00:19:24Z,3150000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,320.0,,,,,,,,,,,,,,,,,
322,PT11M09.00S,2023-03-19T00:19:23.4Z,3,REGULAR,foul,personal,[],203497,,,1610612761,66,58,2023-03-19T00:19:44Z,3160000,False,,,0,,R. Gobert loose ball personal FOUL (1 PF),"[203497, 1627751]",1610612750.0,MIN,loose ball,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1198.0,,,1.0,0.0,Poeltl,1627751.0,,,,,,,
324,PT10M56.00S,2023-03-19T00:19:57.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630567,18.74178712220762,56.61764705882353,1610612761,66,58,2023-03-19T00:20:02Z,3180000,False,-33.0,124.0,1,left,MISS S. Barnes 12' step back Shot,[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,12.81,Missed,,,,,,,,,,,,,,,,,,
325,PT10M54.00S,2023-03-19T00:19:59.1Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612761,66,58,2023-03-19T00:20:02Z,3190000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,324.0,6.0,3.0,3.0,,,,,,,,,,,,,,
326,PT10M52.00S,2023-03-19T00:20:01.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627783,30.56833114323259,27.696078431372552,1610612761,66,58,2023-03-19T00:20:30Z,3200000,False,112.0,235.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
327,PT10M51.00S,2023-03-19T00:20:02.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612750,66,58,2023-03-19T00:20:30Z,3210000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,326.0,,,,,,,,,,,,,,,,,
328,PT10M51.00S,2023-03-19T00:20:09.1Z,3,REGULAR,foul,personal,[],1627751,,,1610612750,66,58,2023-03-19T00:20:15Z,3220000,False,,,0,,J. Poeltl loose ball personal FOUL (3 PF),"[1627751, 203497]",1610612761.0,TOR,loose ball,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1155.0,,,3.0,0.0,Gobert,203497.0,,,,,,,
330,PT10M27.00S,2023-03-19T00:20:42.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,86.81011826544021,39.21568627450981,1610612750,66,58,2023-03-19T00:20:51Z,3240000,False,-54.0,71.0,1,right,MISS K. Anderson 8' driving floating Shot,[203937],1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Left,8.95,Missed,,,,,,,,,,,,,,,,,,
331,PT10M24.00S,2023-03-19T00:20:45.4Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,66,58,2023-03-19T00:20:51Z,3250000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:4),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Left,,,330.0,7.0,4.0,3.0,,,,,,,,,,,,,,
332,PT10M15.00S,2023-03-19T00:20:53.7Z,3,REGULAR,2pt,Jump Shot,[],1630567,24.78646517739816,34.80392156862745,1610612761,68,58,2023-03-19T00:20:59Z,3260000,False,76.0,180.0,1,left,S. Barnes 19' pullup Jump Shot (4 PTS),[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,19.58,Made,,,,,,,4.0,,,,,,,,,,,
333,PT10M01.00S,2023-03-19T00:21:07.4Z,3,REGULAR,2pt,Jump Shot,[],201144,93.38042049934296,79.90196078431373,1610612750,68,60,2023-03-19T00:21:12Z,3270000,False,150.0,10.0,1,right,M. Conley 14' step back Jump Shot (8 PTS),[201144],1610612750.0,MIN,step back,,,Conley,M. Conley,,,,,Mid-Range,8-16 Right,14.98,Made,,,,,,,8.0,,,,,,,,,,,
