actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
504,PT09M07.00S,2023-01-11T02:22:06.2Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,104,99,2023-01-11T02:22:09Z,5020000,False,,,0,,C. Boucher REBOUND (Off:2 Def:5),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,503.0,7.0,5.0,2.0,,,,,,,,,,,,,,
505,PT08M54.00S,2023-01-11T02:22:19.7Z,4,REGULAR,3pt,Jump Shot,[],1628449,30.699737187910642,26.225490196078432,1610612761,107,99,2023-01-11T02:22:25Z,5030000,False,119.0,236.0,1,left,C. Boucher 26' 3PT  (12 PTS) (G. Trent Jr. 1 AST),"[1628449, 1629018]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Right Center,26.43,Made,,,,,,12.0,G. Trent Jr.,1629018.0,1.0,,,,,,,,,
507,PT08M53.00S,2023-01-11T02:22:25.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,107,99,2023-01-11T02:22:25Z,5050000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT08M53.00S,2023-01-11T02:23:11.3Z,4,REGULAR,substitution,out,[],1631132,,,1610612766,107,99,2023-01-11T02:24:59Z,5060000,False,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT08M53.00S,2023-01-11T02:23:11.3Z,4,REGULAR,substitution,out,[],1631109,,,1610612766,107,99,2023-01-11T02:24:59Z,5080000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT08M53.00S,2023-01-11T02:23:11.3Z,4,REGULAR,substitution,out,[],1628998,,,1610612766,107,99,2023-01-11T02:24:59Z,5090000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT08M53.00S,2023-01-11T02:23:11.3Z,4,REGULAR,substitution,in,[],1628384,,,1610612766,107,99,2023-01-11T02:24:59Z,5100000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT08M53.00S,2023-01-11T02:23:11.3Z,4,REGULAR,substitution,in,[],1628372,,,1610612766,107,99,2023-01-11T02:24:59Z,5120000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT08M53.00S,2023-01-11T02:23:11.3Z,4,REGULAR,substitution,in,[],203486,,,1610612766,107,99,2023-01-11T02:24:59Z,5130000,False,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT08M39.00S,2023-01-11T02:25:32.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,92.85479632063075,48.529411764705884,1610612766,107,101,2023-01-11T02:25:36Z,5140000,False,-7.0,15.0,1,right,M. Plumlee cutting DUNK (16 PTS) (P. Washington 1 AST),"[203486, 1629023]",1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,,16.0,P. Washington,1629023.0,1.0,,,,,,,,,
518,PT08M39.00S,2023-01-11T02:25:39.3Z,4,REGULAR,foul,personal,['1freethrow'],1630173,,,1610612766,107,101,2023-01-11T02:25:44Z,5160000,False,,,0,,P. Achiuwa shooting personal FOUL (2 PF) (Plumlee 1 FT),"[1630173, 203486]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,,,,,2.0,0.0,Plumlee,203486.0,,,,,
520,PT08M39.00S,2023-01-11T02:26:02.7Z,4,REGULAR,freethrow,1 of 1,[],203486,,,1610612766,107,102,2023-01-11T02:26:02Z,5180000,False,,,0,,M. Plumlee Free Throw 1 of 1 (17 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Made,,,,,,17.0,,,,,,,,,,,,
521,PT08M28.00S,2023-01-11T02:26:17.7Z,4,REGULAR,foul,offensive,[],1629018,,,1610612761,107,102,2023-01-11T02:26:27Z,5190000,False,,,0,,G. Trent Jr. offensive FOUL (3 PF),"[1629018, 1630163]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,,,,,1628482.0,,,,,3.0,0.0,Ball,1630163.0,,,,,
523,PT08M28.00S,2023-01-11T02:26:17.7Z,4,REGULAR,turnover,offensive foul,[],1629018,,,1610612761,107,102,2023-01-11T02:26:17Z,5210000,False,,,0,,G. Trent Jr. offensive foul TURNOVER (1 TO),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,,,,,1628482.0,,,,,,,,,1.0,,,,
525,PT08M18.00S,2023-01-11T02:27:30.5Z,4,REGULAR,turnover,lost ball,[],1629023,,,1610612766,107,102,2023-01-11T02:27:36Z,5230000,False,,,0,,P. Washington lost ball TURNOVER (2 TO),"[1629023, 1629018]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,Trent Jr.,1629018.0,,
526,PT08M18.00S,2023-01-11T02:27:30.5Z,4,REGULAR,steal,,[],1629018,,,1610612761,107,102,2023-01-11T02:27:32Z,5240000,False,,,0,,G. Trent Jr. STEAL (2 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
527,PT08M11.00S,2023-01-11T02:27:36.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630173,26.888961892247043,16.176470588235293,1610612761,107,102,2023-01-11T02:27:41Z,5250000,False,169.0,200.0,1,left,MISS P. Achiuwa 26' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
528,PT08M08.00S,2023-01-11T02:27:39.7Z,4,REGULAR,rebound,defensive,[],203486,,,1610612766,107,102,2023-01-11T02:27:41Z,5260000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:5),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,527.0,6.0,5.0,1.0,,,,,,,,,,,,,,
529,PT07M57.00S,2023-01-11T02:27:51.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,94.03745072273325,49.50980392156863,1610612766,107,104,2023-01-11T02:27:56Z,5270000,False,-2.0,4.0,1,right,M. Plumlee reverse DUNK (19 PTS) (L. Ball 12 AST),"[203486, 1630163]",1610612766.0,CHA,reverse,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.43,Made,,,,,,19.0,L. Ball,1630163.0,12.0,,,,,,,,,
531,PT07M36.00S,2023-01-11T02:28:11.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,6.258212877792378,53.67647058823529,1610612761,107,104,2023-01-11T02:28:16Z,5290000,False,-18.0,6.0,1,left,MISS O. Anunoby driving finger roll Layup - blocked,"[1628384, 1629667]",1610612761.0,TOR,driving finger roll,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,,,,,,,McDaniels,1629667.0
532,PT07M36.00S,2023-01-11T02:28:11.5Z,4,REGULAR,block,,[],1629667,,,1610612761,107,104,2023-01-11T02:28:13Z,5300000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
533,PT07M33.00S,2023-01-11T02:28:14.5Z,4,REGULAR,rebound,offensive,[],1628384,,,1610612761,107,104,2023-01-11T02:28:16Z,5310000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,531.0,3.0,1.0,2.0,,,,,,,,,,,,,,
534,PT07M33.00S,2023-01-11T02:28:17.4Z,4,REGULAR,foul,personal,['2freethrow'],1629667,,,1610612761,107,104,2023-01-11T02:28:26Z,5320000,False,,,0,,J. McDaniels shooting personal FOUL (4 PF) (Flynn 2 FT),"[1629667, 1630201]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2003.0,,,,,4.0,0.0,Flynn,1630201.0,,,,,
536,PT07M33.00S,2023-01-11T02:28:45.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630201,,,1610612761,107,104,2023-01-11T02:28:45Z,5340000,False,,,0,,MISS M. Flynn Free Throw 1 of 2,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
537,PT07M33.00S,2023-01-11T02:28:45.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,107,104,2023-01-11T02:28:45Z,5350000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,536.0,,,,,,,,,,,,,,,,,
538,PT07M33.00S,2023-01-11T02:28:46.3Z,4,REGULAR,substitution,out,[],1629018,,,1610612761,107,104,2023-01-11T02:28:54Z,5360000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT07M33.00S,2023-01-11T02:28:46.3Z,4,REGULAR,substitution,out,[],1629667,,,1610612761,107,104,2023-01-11T02:28:54Z,5370000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT07M33.00S,2023-01-11T02:28:46.3Z,4,REGULAR,substitution,in,[],1627832,,,1610612761,107,104,2023-01-11T02:28:54Z,5380000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT07M33.00S,2023-01-11T02:28:46.3Z,4,REGULAR,substitution,in,[],1626179,,,1610612761,107,104,2023-01-11T02:28:54Z,5390000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT07M33.00S,2023-01-11T02:29:05.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630201,,,1610612761,108,104,2023-01-11T02:29:05Z,5400000,False,,,0,,M. Flynn Free Throw 2 of 2 (4 PTS),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,Made,,,,,,4.0,,,,,,,,,,,,
543,PT07M22.00S,2023-01-11T02:29:21.2Z,4,REGULAR,foul,personal,[],1630201,,,1610612766,108,104,2023-01-11T02:29:36Z,5410000,False,,,0,,M. Flynn personal FOUL (2 PF),"[1630201, 1628372]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Right Corner 3,24+ Right,,,,,,,2003.0,,,,,2.0,0.0,Smith Jr.,1628372.0,,,,,
545,PT07M22.00S,2023-01-11T02:29:26.3Z,4,REGULAR,substitution,out,[],1630173,,,1610612766,108,104,2023-01-11T02:29:43Z,5430000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT07M22.00S,2023-01-11T02:29:26.3Z,4,REGULAR,substitution,out,[],1628449,,,1610612766,108,104,2023-01-11T02:29:43Z,5440000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT07M22.00S,2023-01-11T02:29:26.3Z,4,REGULAR,substitution,in,[],1630567,,,1610612766,108,104,2023-01-11T02:29:43Z,5450000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT07M22.00S,2023-01-11T02:29:26.3Z,4,REGULAR,substitution,in,[],1627783,,,1610612766,108,104,2023-01-11T02:29:43Z,5460000,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT07M15.00S,2023-01-11T02:29:53.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203486,91.93495400788436,55.14705882352941,1610612766,108,104,2023-01-11T02:29:57Z,5470000,False,26.0,23.0,1,right,MISS M. Plumlee bank Hook,[203486],1610612766.0,CHA,bank,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,3.47,Missed,,,,,,,,,,,,,,,,,,
550,PT07M14.00S,2023-01-11T02:29:54.2Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612761,108,104,2023-01-11T02:29:57Z,5480000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:6),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,549.0,7.0,6.0,1.0,,,,,,,,,,,,,,
551,PT07M10.00S,2023-01-11T02:29:58.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630201,6.652431011826544,43.872549019607845,1610612761,108,104,2023-01-11T02:30:04Z,5490000,False,31.0,10.0,1,left,MISS M. Flynn running Layup - blocked,"[1630201, 1629023]",1610612761.0,TOR,running,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,3.22,Missed,,,,,,,,,,,,,,,,,Washington,1629023.0
552,PT07M10.00S,2023-01-11T02:29:58.2Z,4,REGULAR,block,,[],1629023,,,1610612761,108,104,2023-01-11T02:30:00Z,5500000,False,,,0,,P. Washington BLOCK (2 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
553,PT07M08.00S,2023-01-11T02:30:00.2Z,4,REGULAR,rebound,defensive,[],1628372,,,1610612766,108,104,2023-01-11T02:30:04Z,5510000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:2),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,551.0,2.0,2.0,0.0,,,,,,,,,,,,,,
554,PT07M05.00S,2023-01-11T02:30:04.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,71.30420499342969,11.029411764705882,1610612766,108,107,2023-01-11T02:30:09Z,5520000,False,-195.0,217.0,1,right,L. Ball 29' 3PT running (20 PTS) (D. Smith Jr. 6 AST),"[1630163, 1628372]",1610612766.0,CHA,running,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,29.18,Made,,,,,,20.0,D. Smith Jr.,1628372.0,6.0,,,,,,,,,
556,PT06M44.00S,2023-01-11T02:30:24.4Z,4,REGULAR,3pt,Jump Shot,[],1630201,10.463206307490145,96.32352941176471,1610612761,108,107,2023-01-11T02:30:30Z,5540000,False,-232.0,46.0,1,left,MISS M. Flynn step back 3PT,[1630201],1610612761.0,TOR,step back,,,Flynn,M. Flynn,,,,,Left Corner 3,24+ Left,23.61,Missed,,,,,,,,,,,,,,,,,,
557,PT06M41.00S,2023-01-11T02:30:27.4Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612766,108,107,2023-01-11T02:30:30Z,5550000,False,,,0,,T. Rozier REBOUND (Off:1 Def:4),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,,,556.0,5.0,4.0,1.0,,,,,,,,,,,,,,
558,PT06M25.00S,2023-01-11T02:30:43.6Z,4,REGULAR,3pt,Jump Shot,[],1628372,93.11760840998686,96.56862745098039,1610612766,108,107,2023-01-11T02:30:50Z,5560000,False,233.0,12.0,1,right,MISS D. Smith Jr. 3PT,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Right Corner 3,24+ Right,23.31,Missed,,,,,,,,,,,,,,,,,,
559,PT06M22.00S,2023-01-11T02:30:46.6Z,4,REGULAR,rebound,offensive,[],203486,,,1610612766,108,107,2023-01-11T02:30:50Z,5570000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:5),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Right Corner 3,24+ Right,,,558.0,7.0,5.0,2.0,,,,,,,,,,,,,,
560,PT06M19.00S,2023-01-11T02:30:49.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,80.6340341655716,4.901960784313726,1610612766,108,107,2023-01-11T02:30:54Z,5580000,False,-225.0,130.0,1,right,MISS T. Rozier 26' step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,26.0,Missed,,,,,,,,,,,,,,,,,,
561,PT06M16.00S,2023-01-11T02:30:52.3Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,108,107,2023-01-11T02:30:54Z,5590000,False,,,0,,P. Siakam REBOUND (Off:2 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,560.0,6.0,4.0,2.0,,,,,,,,,,,,,,
562,PT06M00.00S,2023-01-11T02:31:07.8Z,4,REGULAR,3pt,Jump Shot,[],1628384,10.068988173455978,2.941176470588235,1610612761,111,107,2023-01-11T02:31:12Z,5600000,False,235.0,42.0,1,left,O. Anunoby 3PT  (17 PTS) (F. VanVleet 7 AST),"[1628384, 1627832]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.9,Made,,,,,,17.0,F. VanVleet,1627832.0,7.0,,,,,,,,,
564,PT05M30.00S,2023-01-11T02:31:37.8Z,4,REGULAR,3pt,Jump Shot,[],1630163,75.1149802890933,85.5392156862745,1610612766,111,107,2023-01-11T02:31:42Z,5620000,False,178.0,181.0,1,right,MISS L. Ball 25' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
565,PT05M28.00S,2023-01-11T02:31:40.5Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,111,107,2023-01-11T02:31:40Z,5630000,False,,,0,,P. Siakam REBOUND (Off:2 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,564.0,7.0,5.0,2.0,,,,,,,,,,,,,,
566,PT05M20.00S,2023-01-11T02:31:48.1Z,4,REGULAR,3pt,Jump Shot,[],1628384,8.623521681997373,2.696078431372549,1610612761,114,107,2023-01-11T02:31:53Z,5640000,False,237.0,29.0,1,left,O. Anunoby 3PT  (20 PTS) (P. Siakam 6 AST),"[1628384, 1627783]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.82,Made,,,,,,20.0,P. Siakam,1627783.0,6.0,,,,,,,,,
568,PT05M00.00S,2023-01-11T02:32:07.8Z,4,REGULAR,3pt,Jump Shot,[],1629023,67.49342969776609,50.0,1610612766,114,107,2023-01-11T02:32:13Z,5660000,False,0.0,253.0,1,right,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,25.31,Missed,,,,,,,,,,,,,,,,,,
569,PT04M56.00S,2023-01-11T02:32:11.8Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,114,107,2023-01-11T02:32:13Z,5670000,False,,,0,,S. Barnes REBOUND (Off:2 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,568.0,4.0,2.0,2.0,,,,,,,,,,,,,,
570,PT04M40.00S,2023-01-11T02:32:31.5Z,4,REGULAR,foul,personal,[],1629023,,,1610612761,114,107,2023-01-11T02:32:45Z,5680000,False,,,0,,P. Washington personal FOUL (3 PF),"[1629023, 1627783]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,,,,,,,2003.0,,,,,3.0,0.0,Siakam,1627783.0,,,,,
572,PT04M40.00S,2023-01-11T02:32:42.1Z,4,REGULAR,substitution,out,[],1630201,,,1610612761,114,107,2023-01-11T02:32:45Z,5700000,False,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M40.00S,2023-01-11T02:32:42.1Z,4,REGULAR,substitution,in,[],1629018,,,1610612761,114,107,2023-01-11T02:32:45Z,5710000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT04M32.00S,2023-01-11T02:33:04.9Z,4,REGULAR,3pt,Jump Shot,[],1627832,33.459264126149804,64.95098039215686,1610612761,117,107,2023-01-11T02:33:09Z,5720000,False,-75.0,262.0,1,left,F. VanVleet 27' 3PT pullup (8 PTS) (P. Siakam 7 AST),"[1627832, 1627783]",1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,27.25,Made,,,,,,8.0,P. Siakam,1627783.0,7.0,,,,,,,,,
576,PT04M31.00S,2023-01-11T02:33:11.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,117,107,2023-01-11T02:33:11Z,5740000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT04M31.00S,2023-01-11T02:33:51.5Z,4,REGULAR,substitution,out,[],1628372,,,1610612766,117,107,2023-01-11T02:35:38Z,5750000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT04M31.00S,2023-01-11T02:33:51.5Z,4,REGULAR,substitution,out,[],1629023,,,1610612766,117,107,2023-01-11T02:35:38Z,5760000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT04M31.00S,2023-01-11T02:33:51.5Z,4,REGULAR,substitution,in,[],1628998,,,1610612766,117,107,2023-01-11T02:35:38Z,5770000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT04M31.00S,2023-01-11T02:33:51.5Z,4,REGULAR,substitution,in,[],1629667,,,1610612766,117,107,2023-01-11T02:35:38Z,5780000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT04M18.00S,2023-01-11T02:36:18.8Z,4,REGULAR,turnover,bad pass,[],1630163,,,1610612766,117,107,2023-01-11T02:36:23Z,5790000,False,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1630163, 1630567]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,2.0,Barnes,1630567.0,,
582,PT04M18.00S,2023-01-11T02:36:18.8Z,4,REGULAR,steal,,[],1630567,,,1610612761,117,107,2023-01-11T02:36:20Z,5800000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
583,PT04M09.00S,2023-01-11T02:36:27.8Z,4,REGULAR,turnover,bad pass,[],1627832,,,1610612761,117,107,2023-01-11T02:36:31Z,5810000,False,,,0,,F. VanVleet bad pass TURNOVER (3 TO),"[1627832, 1628998]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,3.0,Martin,1628998.0,,
584,PT04M09.00S,2023-01-11T02:36:27.8Z,4,REGULAR,steal,,[],1628998,,,1610612766,117,107,2023-01-11T02:36:29Z,5820000,False,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
585,PT04M03.00S,2023-01-11T02:36:33.9Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630163,84.70762155059133,48.529411764705884,1610612766,117,107,2023-01-11T02:37:00Z,5830000,False,-7.0,91.0,1,right,MISS L. Ball 9' running Shot,[1630163],1610612766.0,CHA,running,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,9.15,Missed,,,,,,,,,,,,,,,,,,
586,PT04M00.00S,2023-01-11T02:36:36.9Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,117,107,2023-01-11T02:37:00Z,5840000,False,,,0,,S. Barnes REBOUND (Off:2 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,585.0,5.0,3.0,2.0,,,,,,,,,,,,,,
587,PT03M53.00S,2023-01-11T02:36:43.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,5.732588699080158,49.01960784313725,1610612761,119,107,2023-01-11T02:36:51Z,5850000,False,5.0,1.0,1,left,P. Siakam running Layup (26 PTS) (F. VanVleet 8 AST),"[1627783, 1627832]",1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,26.0,F. VanVleet,1627832.0,8.0,,,,,,,,,
589,PT03M36.00S,2023-01-11T02:36:59.7Z,4,REGULAR,3pt,Jump Shot,[],1626179,79.58278580814718,9.558823529411764,1610612766,119,107,2023-01-11T02:37:04Z,5870000,False,-202.0,139.0,1,right,MISS T. Rozier 24' step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,24.56,Missed,,,,,,,,,,,,,,,,,,
590,PT03M34.00S,2023-01-11T02:37:01.7Z,4,REGULAR,rebound,defensive,[],1629018,,,1610612761,119,107,2023-01-11T02:37:04Z,5880000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,589.0,1.0,1.0,0.0,,,,,,,,,,,,,,
