actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
427,PT03M04.00S,2022-10-29T01:12:30.2Z,3,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,65,73,2022-10-29T01:12:58Z,4250000,,,0,,MISS F. VanVleet Free Throw 2 of 2,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
428,PT03M00.00S,2022-10-29T01:12:34.2Z,3,REGULAR,rebound,defensive,[],1627777,,,1610612755,65,73,2022-10-29T01:12:58Z,4260000,,,0,,G. Niang REBOUND (Off:0 Def:4),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,427.0,4.0,4.0,0.0,,,,,,,
429,PT02M49.00S,2022-10-29T01:13:08.5Z,3,REGULAR,3pt,Jump Shot,[],1627777,65.91655716162943,42.64705882352941,1610612755,65,73,2022-10-29T01:13:12Z,4270000,-37.0,268.0,1,right,MISS G. Niang 27' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,,,,27.04,Missed,,,,,,,,,,,,,,,
430,PT02M48.00S,2022-10-29T01:13:09.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,65,73,2022-10-29T01:13:12Z,4280000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,429.0,,,,,,,,,,
432,PT02M48.00S,2022-10-29T01:13:14.5Z,3,REGULAR,substitution,out,[],1629001,,,1610612761,65,73,2022-10-29T01:13:23Z,4300000,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M48.00S,2022-10-29T01:13:14.5Z,3,REGULAR,substitution,in,[],1629003,,,1610612761,65,73,2022-10-29T01:13:23Z,4310000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M35.00S,2022-10-29T01:13:38.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,18.084756898817346,51.470588235294116,1610612761,67,73,2022-10-29T01:13:43Z,4320000,-7.0,117.0,1,left,P. Siakam 11' turnaround Hook (26 PTS),[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,11.77,Made,26.0,,,,,,,,,,,,,,
435,PT02M19.00S,2022-10-29T01:13:53.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,93.51182654402102,43.872549019607845,1610612755,67,73,2022-10-29T01:13:58Z,4330000,-31.0,8.0,1,right,MISS S. Milton cutting Layup - blocked,"[1629003, 1630173]",1610612755.0,PHI,cutting,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,3.18,Missed,,,,,,,,,,,,,,Achiuwa,1630173.0
436,PT02M19.00S,2022-10-29T01:13:53.5Z,3,REGULAR,block,,[],1630173,,,1610612755,67,73,2022-10-29T01:13:56Z,4340000,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
437,PT02M16.00S,2022-10-29T01:13:56.5Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,67,73,2022-10-29T01:13:58Z,4350000,,,0,,P. Achiuwa REBOUND (Off:2 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,435.0,3.0,1.0,2.0,,,,,,,
649,PT02M10.00S,2022-10-29T01:13:58.8Z,3,REGULAR,2pt,Layup,['fastbreak'],1629018,4.418528252299605,25.49019607843137,1610612761,67,73,2022-10-29T01:52:57Z,4355000,123.0,-11.0,1,left,MISS G. Trent Jr. 12' running Layup - blocked,"[1629018, 1627777]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Right,,,,12.3,Missed,,,,,,,,,,,,,,Niang,1627777.0
650,PT02M10.00S,2022-10-29T01:13:58.8Z,3,REGULAR,block,,[],1627777,,,1610612761,67,73,2022-10-29T01:52:57Z,4357500,,,0,,G. Niang BLOCK (1 BLK),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
651,PT02M09.00S,2022-10-29T01:13:59.8Z,3,REGULAR,rebound,offensive,[],1629018,,,1610612761,67,73,2022-10-29T01:52:57Z,4358750,,,0,,G. Trent Jr. REBOUND (Off:1 Def:2),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,649.0,3.0,2.0,1.0,,,,,,,
438,PT02M09.00S,2022-10-29T01:14:04.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628449,6.389618922470433,3.9215686274509802,1610612761,67,73,2022-10-29T01:52:57Z,4360000,230.0,8.0,1,left,MISS C. Boucher 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,,,,23.05,Missed,,,,,,,,,,,,,,,
439,PT02M04.00S,2022-10-29T01:14:08.6Z,3,REGULAR,rebound,offensive,[],1627832,,,1610612761,67,73,2022-10-29T01:14:08Z,4370000,,,0,,F. VanVleet REBOUND (Off:1 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,,,,,,,,,,438.0,3.0,2.0,1.0,,,,,,,
440,PT01M59.00S,2022-10-29T01:14:14.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627783,10.068988173455978,49.26470588235294,1610612761,67,73,2022-10-29T01:14:20Z,4380000,4.0,42.0,1,left,MISS P. Siakam fadeaway Shot,[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,4.23,Missed,,,,,,,,,,,,,,,
441,PT01M57.00S,2022-10-29T01:14:16.6Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,67,73,2022-10-29T01:14:20Z,4390000,,,0,,T. Maxey REBOUND (Off:0 Def:4),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,440.0,4.0,4.0,0.0,,,,,,,
442,PT01M54.00S,2022-10-29T01:14:20.3Z,3,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612755,67,73,2022-10-29T01:14:28Z,4400000,,,0,,F. VanVleet shooting personal FOUL (3 PF) (Maxey 2 FT),"[1627832, 1630178]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2715.0,3.0,0.0,Maxey,1630178.0,,
444,PT01M54.00S,2022-10-29T01:14:44.6Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630178,,,1610612755,67,74,2022-10-29T01:14:44Z,4420000,,,0,,T. Maxey Free Throw 1 of 2 (28 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Made,28.0,,,,,,,,,,,,,,
445,PT01M54.00S,2022-10-29T01:14:45.5Z,3,REGULAR,substitution,out,[],1627832,,,1610612755,67,74,2022-10-29T01:15:02Z,4430000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT01M54.00S,2022-10-29T01:14:45.5Z,3,REGULAR,substitution,out,[],1627863,,,1610612755,67,74,2022-10-29T01:15:02Z,4440000,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT01M54.00S,2022-10-29T01:14:45.5Z,3,REGULAR,substitution,in,[],1630625,,,1610612755,67,74,2022-10-29T01:15:02Z,4450000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT01M54.00S,2022-10-29T01:14:45.5Z,3,REGULAR,substitution,in,[],1626149,,,1610612755,67,74,2022-10-29T01:15:02Z,4460000,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT01M54.00S,2022-10-29T01:15:12.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630178,,,1610612755,67,75,2022-10-29T01:15:12Z,4470000,,,0,,T. Maxey Free Throw 2 of 2 (29 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Made,29.0,,,,,,,,,,,,,,
450,PT01M30.00S,2022-10-29T01:15:39.4Z,3,REGULAR,2pt,Jump Shot,[],1627783,24.52365308804205,46.81372549019608,1610612761,67,75,2022-10-29T01:15:44Z,4480000,16.0,178.0,1,left,MISS P. Siakam 17' Jump Shot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,,,,17.87,Missed,,,,,,,,,,,,,,,
451,PT01M27.00S,2022-10-29T01:15:42.4Z,3,REGULAR,rebound,defensive,[],1627777,,,1610612755,67,75,2022-10-29T01:15:44Z,4490000,,,0,,G. Niang REBOUND (Off:0 Def:5),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Mid-Range,16-24 Center,,,,,,,,,,450.0,5.0,5.0,0.0,,,,,,,
452,PT01M19.00S,2022-10-29T01:15:49.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,82.21090670170827,48.28431372549019,1610612755,67,77,2022-10-29T01:15:56Z,4500000,-9.0,115.0,1,right,T. Maxey 11' driving floating Jump Shot (31 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,11.5,Made,31.0,,,,,,,,,,,,,,
453,PT01M00.00S,2022-10-29T01:16:11.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,8.09789750328515,53.431372549019606,1610612761,67,77,2022-10-29T01:16:19Z,4510000,-17.0,24.0,1,left,MISS D. Banton Layup - blocked,"[1630625, 1629680]",1610612761.0,TOR,,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,2.92,Missed,,,,,,,,,,,,,,Thybulle,1629680.0
454,PT01M00.00S,2022-10-29T01:16:11.3Z,3,REGULAR,block,,[],1629680,,,1610612761,67,77,2022-10-29T01:16:17Z,4520000,,,0,,M. Thybulle BLOCK (2 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
455,PT01M00.00S,2022-10-29T01:16:11.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,67,77,2022-10-29T01:16:19Z,4530000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,453.0,,,,,,,,,,
457,PT00M56.50S,2022-10-29T01:16:34.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630173,28.33442838370565,20.34313725490196,1610612761,67,77,2022-10-29T01:16:40Z,4550000,148.0,214.0,1,left,MISS P. Achiuwa 26' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,,26.02,Missed,,,,,,,,,,,,,,,
458,PT00M53.80S,2022-10-29T01:16:36.7Z,3,REGULAR,rebound,defensive,[],1629680,,,1610612755,67,77,2022-10-29T01:16:40Z,4560000,,,0,,M. Thybulle REBOUND (Off:0 Def:2),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,457.0,2.0,2.0,0.0,,,,,,,
459,PT00M42.30S,2022-10-29T01:16:48.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,81.42247043363994,38.970588235294116,1610612755,67,77,2022-10-29T01:16:53Z,4570000,-55.0,122.0,1,right,MISS T. Maxey 13' fadeaway Shot,[1630178],1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,13.4,Missed,,,,,,,,,,,,,,,
460,PT00M39.90S,2022-10-29T01:16:51.0Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,67,77,2022-10-29T01:16:53Z,4580000,,,0,,P. Siakam REBOUND (Off:1 Def:7),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,459.0,8.0,7.0,1.0,,,,,,,
461,PT00M34.90S,2022-10-29T01:16:56.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628449,27.020367936925098,84.80392156862744,1610612761,70,77,2022-10-29T01:17:01Z,4590000,-174.0,201.0,1,left,C. Boucher 26' 3PT running (3 PTS) (P. Siakam 4 AST),"[1628449, 1627783]",1610612761.0,TOR,running,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,,26.62,Made,3.0,P. Siakam,1627783.0,4.0,,,,,,,,,,,
463,PT00M18.60S,2022-10-29T01:17:16.5Z,3,REGULAR,2pt,Jump Shot,[],1629003,92.46057818659659,79.90196078431373,1610612755,70,79,2022-10-29T01:17:20Z,4610000,150.0,18.0,1,right,S. Milton 15' driving floating Jump Shot (2 PTS) (M. Thybulle 2 AST),"[1629003, 1629680]",1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,Mid-Range,8-16 Right,,,,15.06,Made,2.0,M. Thybulle,1629680.0,2.0,,,,,,,,,,,
465,PT00M05.80S,2022-10-29T01:17:32.5Z,3,REGULAR,3pt,Jump Shot,[],1629018,21.50131406044678,92.64705882352942,1610612761,70,79,2022-10-29T01:17:37Z,4630000,-213.0,150.0,1,left,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,26.05,Missed,,,,,,,,,,,,,,,
466,PT00M02.80S,2022-10-29T01:17:35.5Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,70,79,2022-10-29T01:17:35Z,4640000,,,0,,T. Maxey REBOUND (Off:0 Def:5),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,465.0,5.0,5.0,0.0,,,,,,,
467,PT00M00.00S,2022-10-29T01:17:39.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626149,85.10183968462549,44.85294117647059,1610612755,70,81,2022-10-29T01:17:56Z,4650000,-26.0,88.0,1,right,M. Harrell 9' floating Jump Shot (4 PTS) (M. Thybulle 3 AST),"[1626149, 1629680]",1610612755.0,PHI,floating,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),8-16 Center,,,,9.12,Made,4.0,M. Thybulle,1629680.0,3.0,,,,,,,,,,,
470,PT00M00.00S,2022-10-29T01:18:57.4Z,3,REGULAR,period,end,[],0,,,1610612761,70,81,2022-10-29T01:18:57Z,4680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2022-10-29T01:19:30.6Z,4,REGULAR,substitution,out,['startperiod'],1627783,,,1610612761,70,81,2022-10-29T01:20:13Z,4690000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2022-10-29T01:19:30.6Z,4,REGULAR,substitution,out,['startperiod'],1630625,,,1610612761,70,81,2022-10-29T01:20:13Z,4700000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2022-10-29T01:19:30.6Z,4,REGULAR,substitution,in,['startperiod'],1628384,,,1610612761,70,81,2022-10-29T01:20:13Z,4710000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2022-10-29T01:19:30.6Z,4,REGULAR,substitution,in,['startperiod'],1627832,,,1610612761,70,81,2022-10-29T01:20:13Z,4720000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2022-10-29T01:20:18.9Z,4,REGULAR,period,start,[],0,,,1610612761,70,81,2022-10-29T01:20:18Z,4730000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT11M45.00S,2022-10-29T01:20:33.9Z,4,REGULAR,3pt,Jump Shot,[],1627832,28.203022339027594,12.5,1610612761,70,81,2022-10-29T01:20:38Z,4740000,188.0,213.0,1,left,MISS F. VanVleet 28' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,28.35,Missed,,,,,,,,,,,,,,,
477,PT11M41.00S,2022-10-29T01:20:37.9Z,4,REGULAR,rebound,defensive,[],1626149,,,1610612755,70,81,2022-10-29T01:20:38Z,4750000,,,0,,M. Harrell REBOUND (Off:0 Def:1),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,476.0,1.0,1.0,0.0,,,,,,,
478,PT11M26.00S,2022-10-29T01:20:52.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,91.93495400788436,56.61764705882353,1610612755,70,83,2022-10-29T01:20:56Z,4760000,33.0,23.0,1,right,G. Niang driving finger roll Layup (5 PTS),[1627777],1610612755.0,PHI,driving finger roll,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,4.05,Made,5.0,,,,,,,,,,,,,,
479,PT11M00.00S,2022-10-29T01:21:17.8Z,4,REGULAR,3pt,Jump Shot,[],1630173,7.835085413929041,98.2843137254902,1610612761,70,83,2022-10-29T01:21:24Z,4770000,-241.0,21.0,1,left,MISS P. Achiuwa 24' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,24.23,Missed,,,,,,,,,,,,,,,
480,PT10M59.00S,2022-10-29T01:21:18.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,70,83,2022-10-29T01:21:24Z,4780000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,479.0,,,,,,,,,,
481,PT10M59.00S,2022-10-29T01:21:24.4Z,4,REGULAR,foul,personal,[],1627777,,,1610612761,70,83,2022-10-29T01:21:53Z,4790000,,,0,,G. Niang loose ball personal FOUL (4 PF),"[1627777, 1628449]",1610612755.0,PHI,loose ball,,,Niang,G. Niang,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1629183.0,4.0,0.0,Boucher,1628449.0,,
486,PT10M48.00S,2022-10-29T01:21:51.0Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1629018,22.28975032851511,46.32352941176471,1610612761,72,83,2022-10-29T01:21:57Z,4810000,18.0,157.0,1,left,G. Trent Jr. 15' turnaround Jump Shot (10 PTS) (F. VanVleet 5 AST),"[1629018, 1627832]",1610612761.0,TOR,turnaround,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Center,,,,15.81,Made,10.0,F. VanVleet,1627832.0,5.0,,,,,,,,,,,
488,PT10M27.00S,2022-10-29T01:22:12.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,83.919185282523,50.245098039215684,1610612755,72,85,2022-10-29T01:22:15Z,4830000,1.0,99.0,1,right,T. Maxey 9' driving floating Jump Shot (33 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,9.87,Made,33.0,,,,,,,,,,,,,,
489,PT10M10.00S,2022-10-29T01:22:28.5Z,4,REGULAR,3pt,Jump Shot,[],1629018,15.193823915900131,95.83333333333334,1610612761,72,85,2022-10-29T01:22:35Z,4840000,-229.0,90.0,1,left,MISS G. Trent Jr. 24' step back 3PT,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left,,,,24.63,Missed,,,,,,,,,,,,,,,
490,PT10M07.00S,2022-10-29T01:22:31.5Z,4,REGULAR,rebound,offensive,[],1628384,,,1610612761,72,85,2022-10-29T01:22:35Z,4850000,,,0,,O. Anunoby REBOUND (Off:3 Def:6),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left,,,,,,,,,,489.0,9.0,6.0,3.0,,,,,,,
491,PT10M05.00S,2022-10-29T01:22:33.8Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628384,6.915243101182654,41.42156862745098,1610612761,72,85,2022-10-29T01:22:37Z,4860000,43.0,13.0,1,left,MISS O. Anunoby Hook,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,4.47,Missed,,,,,,,,,,,,,,,
492,PT10M05.00S,2022-10-29T01:22:33.8Z,4,REGULAR,rebound,defensive,[],1630178,,,1610612755,72,85,2022-10-29T01:22:37Z,4870000,,,0,,T. Maxey REBOUND (Off:0 Def:6),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,491.0,6.0,6.0,0.0,,,,,,,
493,PT10M01.00S,2022-10-29T01:22:38.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629003,92.85479632063075,49.50980392156863,1610612755,72,85,2022-10-29T01:22:44Z,4880000,-2.0,15.0,1,right,MISS S. Milton running Layup - blocked,"[1629003, 1628449]",1610612755.0,PHI,running,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,1.49,Missed,,,,,,,,,,,,,,Boucher,1628449.0
494,PT10M01.00S,2022-10-29T01:22:38.0Z,4,REGULAR,block,,[],1628449,,,1610612755,72,85,2022-10-29T01:22:40Z,4890000,,,0,,C. Boucher BLOCK (3 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
495,PT09M58.00S,2022-10-29T01:22:41.0Z,4,REGULAR,rebound,offensive,[],1629680,,,1610612755,72,85,2022-10-29T01:22:44Z,4900000,,,0,,M. Thybulle REBOUND (Off:1 Def:2),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,,,,,,493.0,3.0,2.0,1.0,,,,,,,
496,PT09M55.00S,2022-10-29T01:22:45.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,93.38042049934296,45.83333333333333,1610612755,72,87,2022-10-29T01:22:59Z,4910000,-21.0,10.0,1,right,M. Harrell driving Layup (6 PTS),[1626149],1610612755.0,PHI,driving,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,2.3,Made,6.0,,,,,,,,,,,,,,
497,PT09M55.00S,2022-10-29T01:22:50.9Z,4,REGULAR,foul,personal,['1freethrow'],1628449,,,1610612755,72,87,2022-10-29T01:22:56Z,4920000,,,0,,C. Boucher shooting personal FOUL (1 PF) (Harrell 1 FT),"[1628449, 1626149]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1629183.0,1.0,0.0,Harrell,1626149.0,,
499,PT09M55.00S,2022-10-29T01:22:59.8Z,4,REGULAR,substitution,out,[],1630173,,,1610612755,72,87,2022-10-29T01:23:43Z,4940000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT09M55.00S,2022-10-29T01:22:59.8Z,4,REGULAR,substitution,in,[],1631132,,,1610612755,72,87,2022-10-29T01:23:43Z,4950000,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT09M55.00S,2022-10-29T01:23:27.2Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1626149,,,1610612755,72,88,2022-10-29T01:23:27Z,4960000,,,0,,M. Harrell Free Throw 1 of 1 (7 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
502,PT09M42.00S,2022-10-29T01:23:41.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628449,17.296320630749015,54.166666666666664,1610612761,72,88,2022-10-29T01:23:46Z,4970000,-21.0,110.0,1,left,MISS C. Boucher 11' fadeaway Shot,[1628449],1610612761.0,TOR,fadeaway,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),8-16 Center,,,,11.2,Missed,,,,,,,,,,,,,,,
503,PT09M40.00S,2022-10-29T01:23:43.5Z,4,REGULAR,rebound,defensive,[],1626149,,,1610612755,72,88,2022-10-29T01:23:46Z,4980000,,,0,,M. Harrell REBOUND (Off:0 Def:2),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,502.0,2.0,2.0,0.0,,,,,,,
504,PT09M26.00S,2022-10-29T01:23:57.7Z,4,REGULAR,turnover,lost ball,[],1627777,,,1610612755,72,88,2022-10-29T01:24:05Z,4990000,,,0,,G. Niang lost ball TURNOVER (2 TO),"[1627777, 1628449]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,2.0,Boucher,1628449.0,,,,,,,,,,,,,,,,,
505,PT09M26.00S,2022-10-29T01:23:57.7Z,4,REGULAR,steal,,[],1628449,,,1610612761,72,88,2022-10-29T01:24:00Z,5000000,,,0,,C. Boucher STEAL (1 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
506,PT09M21.00S,2022-10-29T01:24:02.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629018,7.046649145860711,47.30392156862745,1610612761,74,88,2022-10-29T01:24:09Z,5010000,13.0,14.0,1,left,G. Trent Jr. running Layup (12 PTS) (C. Boucher 1 AST),"[1629018, 1628449]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,,1.92,Made,12.0,C. Boucher,1628449.0,1.0,,,,,,,,,,,
