actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
17,PT10M56.00S,2023-01-15T00:42:10.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630168,8.492115637319317,40.931372549019606,1610612737,0,0,2023-01-15T00:42:16Z,170000,False,45.0,27.0,1,left,MISS O. Okongwu cutting Layup - blocked,"[1630168, 1629018]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,,,,,,,,Trent Jr.,1629018.0,,,,,,,,
18,PT10M56.00S,2023-01-15T00:42:10.0Z,1,REGULAR,block,,[],1629018,,,1610612737,0,0,2023-01-15T00:42:13Z,180000,False,,,0,,G. Trent Jr. BLOCK (1 BLK),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M56.00S,2023-01-15T00:42:10.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,0,0,2023-01-15T00:42:16Z,190000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,17.0,,,,,,,,,,,,,,,,,
21,PT10M45.00S,2023-01-15T00:42:26.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,84.83902759526939,38.48039215686275,1610612761,0,0,2023-01-15T00:42:38Z,210000,False,-58.0,90.0,1,right,MISS G. Trent Jr. 10' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Left,10.69,Missed,,,,,,,,,,,,,,,,,,
22,PT10M43.00S,2023-01-15T00:42:28.5Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,0,0,2023-01-15T00:42:38Z,220000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Left,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M43.00S,2023-01-15T00:42:32.5Z,1,REGULAR,foul,personal,[],1629018,,,1610612737,0,0,2023-01-15T00:42:42Z,230000,False,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 1629027]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,1627962.0,,,1.0,0.0,Young,1629027.0,,,,
25,PT10M28.00S,2023-01-15T00:42:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,10.85742444152431,40.44117647058824,1610612737,0,2,2023-01-15T00:42:58Z,250000,False,48.0,50.0,1,left,D. Murray 6' driving floating bank Jump Shot (2 PTS),[1627749],1610612737.0,ATL,driving floating bank,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,6.89,Made,,,,,,,,,,,,,,,2.0,,,
26,PT10M09.00S,2023-01-15T00:43:13.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627832,89.43823915900131,50.0,1610612761,0,2,2023-01-15T00:43:17Z,260000,False,0.0,47.0,1,right,MISS F. VanVleet driving Hook,[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,,,,,,,,,,,,,,,,,,
27,PT10M07.00S,2023-01-15T00:43:15.6Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,0,2,2023-01-15T00:43:17Z,270000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT10M02.00S,2023-01-15T00:43:20.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628381,30.17411300919842,73.2843137254902,1610612737,0,2,2023-01-15T00:43:26Z,280000,False,-116.0,231.0,1,left,MISS J. Collins 25' running 3PT,[1628381],1610612737.0,ATL,running,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,25.88,Missed,,,,,,,,,,,,,,,,,,
29,PT09M59.00S,2023-01-15T00:43:23.1Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,0,2,2023-01-15T00:43:26Z,290000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M57.00S,2023-01-15T00:43:26.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,89.56964520367937,40.44117647058824,1610612761,0,2,2023-01-15T00:43:35Z,300000,False,-48.0,46.0,1,right,MISS F. VanVleet 6' running Layup - blocked,"[1627832, 1629027]",1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,6.6,Missed,,,,,,,,,Young,1629027.0,,,,,,,,
31,PT09M57.00S,2023-01-15T00:43:26.8Z,1,REGULAR,block,,[],1629027,,,1610612761,0,2,2023-01-15T00:45:16Z,310000,False,,,0,,T. Young BLOCK (1 BLK),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M57.00S,2023-01-15T00:43:26.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,0,2,2023-01-15T00:43:35Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,30.0,,,,,,,,,,,,,,,,,
34,PT09M55.00S,2023-01-15T00:43:46.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630567,93.9060446780552,50.0,1610612761,2,2,2023-01-15T00:43:49Z,340000,False,0.0,5.0,1,right,S. Barnes cutting DUNK (2 PTS) (F. VanVleet 1 AST),"[1630567, 1627832]",1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.48,Made,,,,,,,,,,,,,,,2.0,F. VanVleet,1627832.0,1.0
36,PT09M30.00S,2023-01-15T00:44:09.6Z,1,REGULAR,3pt,Jump Shot,[],1629631,5.995400788436268,2.696078431372549,1610612737,2,5,2023-01-15T00:44:13Z,360000,False,237.0,4.0,1,left,D. Hunter 3PT  (3 PTS) (J. Collins 1 AST),"[1629631, 1628381]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,23.65,Made,,,,,,,,,,,,,,,3.0,J. Collins,1628381.0,1.0
38,PT09M12.00S,2023-01-15T00:44:27.5Z,1,REGULAR,3pt,Jump Shot,[],1628384,74.45795006570303,13.725490196078432,1610612761,2,5,2023-01-15T00:44:31Z,380000,False,-181.0,188.0,1,right,MISS O. Anunoby 26' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,26.1,Missed,,,,,,,,,,,,,,,,,,
39,PT09M09.00S,2023-01-15T00:44:30.5Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,2,5,2023-01-15T00:44:31Z,390000,False,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,
40,PT08M57.00S,2023-01-15T00:44:44.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,5.995400788436268,51.470588235294116,1610612737,2,7,2023-01-15T00:44:47Z,400000,False,-7.0,4.0,1,left,O. Okongwu cutting DUNK (2 PTS) (T. Young 1 AST),"[1630168, 1629027]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.84,Made,,,,,,,,,,,,,,,2.0,T. Young,1629027.0,1.0
42,PT08M35.00S,2023-01-15T00:45:04.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,79.97700394218134,39.705882352941174,1610612761,2,7,2023-01-15T00:45:08Z,420000,False,-51.0,136.0,1,right,MISS P. Siakam 14' step back Shot,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,14.51,Missed,,,,,,,,,,,,,,,,,,
43,PT08M33.00S,2023-01-15T00:45:06.5Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,2,7,2023-01-15T00:45:08Z,430000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,
44,PT08M29.00S,2023-01-15T00:45:11.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628381,7.440867279894875,49.01960784313725,1610612737,2,9,2023-01-15T00:49:49Z,440000,False,5.0,17.0,1,left,J. Collins running Layup (2 PTS),[1628381],1610612737.0,ATL,running,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,1.81,Made,,,,,,,,,,,,,,,2.0,,,
46,PT08M10.00S,2023-01-15T00:45:29.7Z,1,REGULAR,3pt,Jump Shot,[],1627832,68.80749014454665,15.196078431372548,1610612761,2,9,2023-01-15T00:45:34Z,460000,False,-174.0,241.0,1,right,MISS F. VanVleet 29' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,29.7,Missed,,,,,,,,,,,,,,,,,,
47,PT08M07.00S,2023-01-15T00:45:32.7Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,2,9,2023-01-15T00:45:34Z,470000,False,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,46.0,3.0,3.0,0.0,,,,,,,,,,,,,,
48,PT08M01.00S,2023-01-15T00:45:41.8Z,1,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612737,2,9,2023-01-15T00:45:51Z,480000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Murray 2 FT),"[1628384, 1627749]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,2882.0,,,1.0,0.0,Murray,1627749.0,,,,
50,PT08M01.00S,2023-01-15T00:46:04.0Z,1,REGULAR,freethrow,1 of 2,[],1627749,,,1610612737,2,10,2023-01-15T00:46:21Z,500000,False,,,0,,D. Murray Free Throw 1 of 2 (3 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
51,PT08M01.00S,2023-01-15T00:46:04.0Z,1,REGULAR,freethrow,2 of 2,[],1627749,,,1610612737,2,10,2023-01-15T00:46:21Z,510000,False,,,0,,MISS D. Murray Free Throw 2 of 2,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
52,PT07M59.00S,2023-01-15T00:46:06.0Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,2,10,2023-01-15T00:46:21Z,520000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT07M49.00S,2023-01-15T00:46:28.9Z,1,REGULAR,3pt,Jump Shot,[],1629018,74.98357424441524,86.02941176470588,1610612761,2,10,2023-01-15T00:46:33Z,530000,False,180.0,183.0,1,right,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
54,PT07M46.00S,2023-01-15T00:46:31.9Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,2,10,2023-01-15T00:46:33Z,540000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
55,PT07M30.00S,2023-01-15T00:46:47.4Z,1,REGULAR,2pt,Jump Shot,[],1629631,4.812746386333772,21.323529411764707,1610612737,2,10,2023-01-15T00:46:51Z,550000,False,143.0,-7.0,1,left,MISS D. Hunter 14' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,14.36,Missed,,,,,,,,,,,,,,,,,,
56,PT07M27.00S,2023-01-15T00:46:50.4Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,2,10,2023-01-15T00:46:51Z,560000,False,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,,55.0,2.0,1.0,1.0,,,,,,,,,,,,,,
57,PT07M23.00S,2023-01-15T00:46:54.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,71.17279894875165,14.460784313725492,1610612761,2,10,2023-01-15T00:47:06Z,570000,False,-178.0,218.0,1,right,MISS F. VanVleet 28' running 3PT,[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,28.16,Missed,,,,,,,,,,,,,,,,,,
58,PT07M19.00S,2023-01-15T00:46:58.7Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612761,2,10,2023-01-15T01:00:35Z,580000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,57.0,1.0,0.0,1.0,,,,,,,,,,,,,,
59,PT07M18.00S,2023-01-15T00:47:06.7Z,1,REGULAR,turnover,traveling,[],1627832,,,1610612761,2,10,2023-01-15T00:47:13Z,590000,False,,,0,,F. VanVleet traveling TURNOVER (1 TO),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,1627962.0,,,,,,,,,,
60,PT07M10.00S,2023-01-15T00:47:18.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627749,21.76412614980289,49.01960784313725,1610612737,2,12,2023-01-15T00:47:23Z,600000,False,5.0,152.0,1,left,D. Murray 15' step back Jump Shot (5 PTS),[1627749],1610612737.0,ATL,step back,,,Murray,D. Murray,,,,,Mid-Range,8-16 Center,15.22,Made,,,,,,,,,,,,,,,5.0,,,
61,PT07M09.00S,2023-01-15T00:47:22.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,2,12,2023-01-15T00:47:22Z,610000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M09.00S,2023-01-15T00:47:23.6Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,2,12,2023-01-15T00:50:05Z,620000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M09.00S,2023-01-15T00:47:23.6Z,1,REGULAR,substitution,out,[],1629018,,,1610612761,2,12,2023-01-15T00:50:05Z,630000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M09.00S,2023-01-15T00:47:23.6Z,1,REGULAR,substitution,in,[],1627823,,,1610612761,2,12,2023-01-15T00:50:05Z,640000,False,,,0,,SUB in: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M09.00S,2023-01-15T00:47:23.6Z,1,REGULAR,substitution,in,[],1631132,,,1610612761,2,12,2023-01-15T00:50:05Z,650000,False,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M57.00S,2023-01-15T00:50:34.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,85.23324572930355,47.30392156862745,1610612761,2,12,2023-01-15T00:50:39Z,660000,False,-13.0,86.0,1,right,MISS P. Siakam 8' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,8.73,Missed,,,,,,,,,,,,,,,,,,
67,PT06M55.00S,2023-01-15T00:50:36.8Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,2,12,2023-01-15T00:50:39Z,670000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,66.0,3.0,3.0,0.0,,,,,,,,,,,,,,
68,PT06M46.00S,2023-01-15T00:50:45.1Z,1,REGULAR,3pt,Jump Shot,[],1627749,6.389618922470433,96.56862745098039,1610612737,2,15,2023-01-15T00:50:49Z,680000,False,-233.0,8.0,1,left,D. Murray 3PT  (8 PTS) (T. Young 2 AST),"[1627749, 1629027]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,23.29,Made,,,,,,,,,,,,,,,8.0,T. Young,1629027.0,2.0
70,PT06M33.00S,2023-01-15T00:51:03.0Z,1,REGULAR,foul,personal,[],1630168,,,1610612761,2,15,2023-01-15T00:51:08Z,700000,False,,,0,,O. Okongwu personal FOUL (1 PF),"[1630168, 1628384]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Center,,,,,,,,,,2882.0,,,1.0,0.0,Anunoby,1628384.0,,,,
72,PT06M26.00S,2023-01-15T00:51:21.0Z,1,REGULAR,2pt,Jump Shot,[],1627832,84.57621550591328,21.07843137254902,1610612761,2,15,2023-01-15T00:51:26Z,720000,False,-145.0,92.0,1,right,MISS F. VanVleet 17' pullup Shot,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left,17.17,Missed,,,,,,,,,,,,,,,,,,
73,PT06M22.00S,2023-01-15T00:51:25.0Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,2,15,2023-01-15T00:51:26Z,730000,False,,,0,,D. Murray REBOUND (Off:0 Def:4),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left,,,72.0,4.0,4.0,0.0,,,,,,,,,,,,,,
74,PT06M20.00S,2023-01-15T00:51:27.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629027,30.436925098554536,76.9607843137255,1610612737,2,18,2023-01-15T00:51:32Z,740000,False,-135.0,234.0,1,left,T. Young 26' 3PT running (3 PTS) (D. Murray 1 AST),"[1629027, 1627749]",1610612737.0,ATL,running,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,26.97,Made,,,,,,,,,,,,,,,3.0,D. Murray,1627749.0,1.0
76,PT06M10.00S,2023-01-15T00:51:40.3Z,1,REGULAR,foul,personal,['2freethrow'],1627749,,,1610612761,2,18,2023-01-15T00:51:48Z,760000,False,,,0,,D. Murray shooting personal FOUL (1 PF) (Siakam 2 FT),"[1627749, 1627783]",1610612737.0,ATL,shooting,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1626300.0,,,1.0,0.0,Siakam,1627783.0,,,,
78,PT06M10.00S,2023-01-15T00:52:04.5Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,3,18,2023-01-15T00:52:23Z,780000,False,,,0,,P. Siakam Free Throw 1 of 2 (1 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
79,PT06M10.00S,2023-01-15T00:52:04.5Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,3,18,2023-01-15T00:52:23Z,790000,False,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
80,PT06M08.00S,2023-01-15T00:52:06.5Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,3,18,2023-01-15T00:52:23Z,800000,False,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,79.0,2.0,2.0,0.0,,,,,,,,,,,,,,
81,PT05M58.00S,2023-01-15T00:52:31.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,6.389618922470433,48.529411764705884,1610612737,3,20,2023-01-15T00:52:35Z,810000,False,7.0,8.0,1,left,J. Collins alley-oop DUNK (4 PTS) (T. Young 3 AST),"[1628381, 1629027]",1610612737.0,ATL,alley-oop,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,1.06,Made,,,,,,,,,,,,,,,4.0,T. Young,1629027.0,3.0
83,PT05M39.00S,2023-01-15T00:52:50.0Z,1,REGULAR,3pt,Jump Shot,[],1628384,94.43166885676742,2.450980392156863,1610612761,6,20,2023-01-15T00:52:53Z,830000,False,-238.0,0.0,1,right,O. Anunoby 3PT  (3 PTS) (P. Siakam 1 AST),"[1628384, 1627783]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.77,Made,,,,,,,,,,,,,,,3.0,P. Siakam,1627783.0,1.0
85,PT05M26.00S,2023-01-15T00:53:06.0Z,1,REGULAR,foul,personal,['2freethrow'],1627823,,,1610612737,6,20,2023-01-15T00:53:36Z,850000,False,,,0,,J. Hernangomez shooting personal FOUL (1 PF) (Young 2 FT),"[1627823, 1629027]",1610612761.0,TOR,shooting,,,Hernangomez,J. Hernangomez,,,,,Mid-Range,8-16 Left,,,,,,,,,,1626300.0,,,1.0,0.0,Young,1629027.0,,,,
