actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
19,PT10M36.00S,2022-12-24T03:21:57.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,85.49605781865965,42.64705882352941,1610612763,0,2,2022-12-24T03:23:40Z,190000,False,-37.0,84.0,1,right,MISS J. Morant 9' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,9.15,Missed,,,,,,,,,,,,,,,,,,
20,PT10M33.00S,2022-12-24T03:22:00.5Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,0,2,2022-12-24T03:22:00Z,200000,False,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Center,,,19.0,2.0,1.0,1.0,,,,,,,,,,,,,,
21,PT10M32.00S,2022-12-24T03:22:02.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,93.24901445466492,49.01960784313725,1610612763,0,2,2022-12-24T03:22:15Z,210000,False,-5.0,11.0,1,right,MISS S. Adams putback Layup,[203500],1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,1.2,Missed,,,,,,,,,,,,,,,,,,
22,PT10M29.00S,2022-12-24T03:22:05.4Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,0,2,2022-12-24T03:22:15Z,220000,False,,,0,,S. Adams REBOUND (Off:2 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,21.0,3.0,1.0,2.0,,,,,,,,,,,,,,
23,PT10M28.00S,2022-12-24T03:22:05.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,93.11760840998686,50.73529411764706,1610612763,0,4,2022-12-24T03:23:25Z,230000,False,4.0,12.0,1,right,S. Adams putback Layup (2 PTS),[203500],1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,,,2.0,,,,,,,,,,,
24,PT10M14.00S,2022-12-24T03:22:20.1Z,1,REGULAR,turnover,bad pass,[],1628969,,,1610612756,0,4,2022-12-24T03:22:27Z,240000,False,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628969, 203500]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,1.0,Adams,203500.0,,,,,,,,
25,PT10M14.00S,2022-12-24T03:22:20.1Z,1,REGULAR,steal,,[],203500,,,1610612763,0,4,2022-12-24T03:22:23Z,250000,False,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT10M03.00S,2022-12-24T03:22:31.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628991,84.83902759526939,47.30392156862745,1610612763,0,6,2022-12-24T03:22:36Z,260000,False,-13.0,90.0,1,right,J. Jackson Jr. 9' driving Hook (2 PTS) (D. Brooks 1 AST),"[1628991, 1628415]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.1,Made,,,,,,,2.0,,,,D. Brooks,1628415.0,1.0,,,,,
27,PT09M43.00S,2022-12-24T03:22:51.3Z,1,REGULAR,turnover,bad pass,[],101108,,,1610612756,0,6,2022-12-24T03:22:54Z,270000,False,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 1628415]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1.0,Brooks,1628415.0,,,,,,,,
28,PT09M43.00S,2022-12-24T03:22:51.3Z,1,REGULAR,steal,,[],1628415,,,1610612763,0,6,2022-12-24T03:30:49Z,280000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M40.00S,2022-12-24T03:23:11.4Z,1,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612763,0,6,2022-12-24T03:24:38Z,330000,False,,,0,,T. Craig shooting personal FOUL (1 PF) (Bane 2 FT),"[1628470, 1630217]",1610612756.0,PHX,shooting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Bane,1630217.0
35,PT09M40.00S,2022-12-24T03:23:24.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630217,,,1610612763,0,7,2022-12-24T03:23:24Z,350000,False,,,0,,D. Bane Free Throw 1 of 2 (1 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
37,PT09M40.00S,2022-12-24T03:23:39.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630217,,,1610612763,0,8,2022-12-24T03:23:39Z,360000,False,,,0,,D. Bane Free Throw 2 of 2 (2 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
39,PT09M21.00S,2022-12-24T03:24:16.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,17.16491458607096,36.76470588235294,1610612756,2,8,2022-12-24T03:24:27Z,380000,False,66.0,109.0,1,left,C. Paul 12' step back Jump Shot (2 PTS),[101108],1610612756.0,PHX,step back,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Right,12.74,Made,,,,,,,2.0,,,,,,,,,,,
40,PT09M11.00S,2022-12-24T03:24:27.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,92.85479632063075,49.754901960784316,1610612763,2,10,2022-12-24T03:24:32Z,390000,False,-1.0,15.0,1,right,J. Jackson Jr. Layup (4 PTS) (J. Morant 1 AST),"[1628991, 1629630]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,4.0,,,,J. Morant,1629630.0,1.0,,,,,
42,PT08M56.00S,2022-12-24T03:24:43.0Z,1,REGULAR,foul,personal,[],1628415,,,1610612756,2,10,2022-12-24T03:24:51Z,410000,False,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 101108]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Paul,101108.0
44,PT08M48.00S,2022-12-24T03:25:08.7Z,1,REGULAR,2pt,Jump Shot,[],1628470,6.652431011826544,69.6078431372549,1610612756,2,10,2022-12-24T03:25:14Z,430000,False,-98.0,10.0,1,left,MISS T. Craig 9' pullup Shot,[1628470],1610612756.0,PHX,pullup,,,Craig,T. Craig,,,,,Mid-Range,8-16 Left,9.85,Missed,,,,,,,,,,,,,,,,,,
45,PT08M45.00S,2022-12-24T03:25:11.7Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,2,10,2022-12-24T03:25:14Z,440000,False,,,0,,S. Adams REBOUND (Off:2 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Mid-Range,8-16 Left,,,44.0,4.0,2.0,2.0,,,,,,,,,,,,,,
46,PT08M36.00S,2022-12-24T03:25:20.9Z,1,REGULAR,3pt,Jump Shot,[],1628415,80.6340341655716,93.62745098039215,1610612763,2,13,2022-12-24T03:25:25Z,450000,False,218.0,130.0,1,right,D. Brooks 25' 3PT  (3 PTS) (J. Morant 2 AST),"[1628415, 1629630]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,25.36,Made,,,,,,,3.0,,,,J. Morant,1629630.0,2.0,,,,,
48,PT08M14.00S,2022-12-24T03:25:43.0Z,1,REGULAR,2pt,Jump Shot,[],101108,4.681340341655716,88.23529411764706,1610612756,4,13,2022-12-24T03:25:48Z,470000,False,-191.0,-8.0,1,left,C. Paul 19' step back Jump Shot (4 PTS),[101108],1610612756.0,PHX,step back,,,Paul,C. Paul,,,,,Mid-Range,16-24 Left,19.14,Made,,,,,,,4.0,,,,,,,,,,,
49,PT07M50.00S,2022-12-24T03:26:06.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630217,86.33377135348226,48.20006127450981,1610612763,4,13,2022-12-24T03:29:42Z,480000,False,-9.0,76.0,1,right,MISS D. Bane 7' driving Hook,[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,7.65,Missed,,,,,,,,,,,,,,,,,,
50,PT07M48.00S,2022-12-24T03:26:08.5Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,4,13,2022-12-24T03:26:14Z,490000,False,,,0,,S. Adams REBOUND (Off:3 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Center,,,49.0,5.0,2.0,3.0,,,,,,,,,,,,,,
51,PT07M42.00S,2022-12-24T03:26:14.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629630,64.60249671484888,58.08823529411765,1610612763,4,13,2022-12-24T03:26:19Z,500000,False,40.0,280.0,1,right,MISS J. Morant 28' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,28.31,Missed,,,,,,,,,,,,,,,,,,
52,PT07M41.00S,2022-12-24T03:26:15.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,4,13,2022-12-24T03:26:19Z,510000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,51.0,,,,,,,,,,,,,,,,,
54,PT07M35.00S,2022-12-24T03:26:54.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,90.22667542706965,3.6764705882352944,1610612763,4,13,2022-12-24T03:27:00Z,530000,False,-232.0,39.0,1,right,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,23.49,Missed,,,,,,,,,,,,,,,,,,
55,PT07M30.00S,2022-12-24T03:26:59.1Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612756,4,13,2022-12-24T03:27:00Z,540000,False,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Left Corner 3,24+ Left,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT07M24.00S,2022-12-24T03:27:05.4Z,1,REGULAR,2pt,Jump Shot,[],101108,17.296320630749015,28.186274509803923,1610612756,4,13,2022-12-24T03:27:12Z,550000,False,109.0,110.0,1,left,MISS C. Paul 15' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Mid-Range,8-16 Right,15.5,Missed,,,,,,,,,,,,,,,,,,
57,PT07M19.00S,2022-12-24T03:27:10.4Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,4,13,2022-12-24T03:27:12Z,560000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Right,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,,,
58,PT07M14.00S,2022-12-24T03:27:15.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,82.34231274638634,58.57843137254902,1610612763,4,15,2022-12-24T03:31:04Z,570000,False,43.0,113.0,1,right,D. Brooks 12' driving floating Jump Shot (5 PTS) (J. Morant 3 AST),"[1628415, 1629630]",1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,12.13,Made,,,,,,,5.0,,,,J. Morant,1629630.0,3.0,,,,,
60,PT07M14.00S,2022-12-24T03:27:20.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,4,15,2022-12-24T03:27:20Z,590000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M14.00S,2022-12-24T03:30:00.8Z,1,REGULAR,substitution,out,[],1628470,,,1610612756,4,15,2022-12-24T03:30:40Z,600000,False,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M14.00S,2022-12-24T03:30:00.8Z,1,REGULAR,substitution,out,[],1630217,,,1610612756,4,15,2022-12-24T03:30:40Z,610000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M14.00S,2022-12-24T03:30:00.8Z,1,REGULAR,substitution,in,[],203967,,,1610612756,4,15,2022-12-24T03:30:40Z,620000,False,,,0,,SUB in: D. Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M14.00S,2022-12-24T03:30:00.8Z,1,REGULAR,substitution,in,[],1629723,,,1610612756,4,15,2022-12-24T03:30:40Z,630000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M57.00S,2022-12-24T03:31:00.5Z,1,REGULAR,2pt,Jump Shot,[],1629028,6.258212877792378,70.83333333333334,1610612756,6,15,2022-12-24T03:33:47Z,640000,False,-104.0,6.0,1,left,D. Ayton 10' turnaround Jump Shot (2 PTS) (L. Shamet 1 AST),"[1629028, 1629013]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,10.44,Made,,,,,,,2.0,,,,L. Shamet,1629013.0,1.0,,,,,
66,PT06M46.00S,2022-12-24T03:31:11.2Z,1,REGULAR,2pt,Jump Shot,[],1629630,89.43823915900131,67.40196078431373,1610612763,6,17,2022-12-24T03:31:34Z,650000,False,87.0,47.0,1,right,J. Morant 9' driving floating Jump Shot (4 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,Mid-Range,8-16 Right,9.88,Made,,,,,,,4.0,,,,,,,,,,,
67,PT06M37.00S,2022-12-24T03:31:20.3Z,1,REGULAR,2pt,Jump Shot,[],1629013,23.47240473061761,61.51960784313726,1610612756,6,17,2022-12-24T03:31:25Z,660000,False,-58.0,168.0,1,left,MISS L. Shamet 17' pullup Shot,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,Mid-Range,16-24 Left Center,17.77,Missed,,,,,,,,,,,,,,,,,,
68,PT06M33.00S,2022-12-24T03:31:24.3Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,6,17,2022-12-24T03:31:25Z,670000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Left Center,,,67.0,3.0,3.0,0.0,,,,,,,,,,,,,,
69,PT06M16.00S,2022-12-24T03:31:41.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,83.78777923784494,47.30392156862745,1610612763,6,17,2022-12-24T03:34:25Z,680000,False,-13.0,100.0,1,right,MISS J. Jackson Jr. 10' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.08,Missed,,,,,,,,,,,,,,,,,,
70,PT06M10.00S,2022-12-24T03:31:47.5Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,6,17,2022-12-24T03:31:51Z,690000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,69.0,4.0,3.0,1.0,,,,,,,,,,,,,,
71,PT06M10.00S,2022-12-24T03:31:46.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,94.40999984741211,50.0,1610612763,6,19,2022-12-24T03:31:46Z,700000,False,0.0,0.0,1,right,J. Jackson Jr. tip Layup (6 PTS),[1628991],1610612763.0,MEM,tip,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,6.0,,,,,,,,,,,
72,PT05M57.00S,2022-12-24T03:31:59.4Z,1,REGULAR,3pt,Jump Shot,[],1629013,31.750985545335087,45.09803921568628,1610612756,6,19,2022-12-24T03:32:05Z,710000,False,25.0,246.0,1,left,MISS L. Shamet 24' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,24.72,Missed,,,,,,,,,,,,,,,,,,
73,PT05M54.00S,2022-12-24T03:32:02.4Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,6,19,2022-12-24T03:32:05Z,720000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,72.0,5.0,4.0,1.0,,,,,,,,,,,,,,
74,PT05M42.00S,2022-12-24T03:32:14.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,85.89027595269383,53.18627450980392,1610612763,6,21,2022-12-24T03:32:19Z,730000,False,16.0,80.0,1,right,J. Morant 8' driving floating Jump Shot (6 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,8.17,Made,,,,,,,6.0,,,,,,,,,,,
75,PT05M32.00S,2022-12-24T03:32:24.8Z,1,REGULAR,3pt,Jump Shot,[],203967,28.465834428383708,24.264705882352942,1610612756,6,21,2022-12-24T03:32:29Z,740000,False,129.0,215.0,1,left,MISS D. Saric 25' 3PT,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,,,,,,,,,,,,,,,,,
76,PT05M30.00S,2022-12-24T03:32:26.8Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,6,21,2022-12-24T03:32:29Z,750000,False,,,0,,S. Adams REBOUND (Off:3 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Right Center,,,75.0,6.0,3.0,3.0,,,,,,,,,,,,,,
77,PT05M20.00S,2022-12-24T03:32:37.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,87.07293035479631,55.88235294117647,1610612763,6,21,2022-12-24T03:35:51Z,760000,False,29.0,69.0,1,right,MISS J. Morant 7' floating Shot,[1629630],1610612763.0,MEM,floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,7.5,Missed,,,,,,,,,,,,,,,,,,
78,PT05M16.00S,2022-12-24T03:32:41.1Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,6,21,2022-12-24T03:35:51Z,770000,False,,,0,,S. Adams REBOUND (Off:4 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,77.0,7.0,3.0,4.0,,,,,,,,,,,,,,
79,PT05M16.00S,2022-12-24T03:32:40.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203500,94.40999984741211,50.0,1610612763,6,23,2022-12-24T03:32:40Z,780000,False,0.0,0.0,1,right,S. Adams tip DUNK (4 PTS),[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,4.0,,,,,,,,,,,
80,PT05M08.00S,2022-12-24T03:32:49.2Z,1,REGULAR,2pt,Jump Shot,[],101108,21.76412614980289,56.372549019607845,1610612756,8,23,2022-12-24T03:32:53Z,790000,False,-32.0,152.0,1,left,C. Paul 15' pullup Jump Shot (6 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Mid-Range,8-16 Center,15.54,Made,,,,,,,6.0,,,,,,,,,,,
81,PT04M50.00S,2022-12-24T03:33:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,86.72798948751642,54.83685661764706,1610612763,8,25,2022-12-24T03:37:04Z,800000,False,24.0,72.0,1,right,D. Brooks 7' driving finger roll Layup (7 PTS),[1628415],1610612763.0,MEM,driving finger roll,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,7.62,Made,,,,,,,7.0,,,,,,,,,,,
