actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
174,PT11M43.00S,2022-11-02T02:38:35.0Z,2,REGULAR,rebound,offensive,[],1628470,,,1610612756,24,20,2022-11-02T02:38:35Z,1740000,,,0,,T. Craig REBOUND (Off:1 Def:2),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Left Corner 3,24+ Left,,,173.0,3.0,2.0,1.0,,,,,,,,,,,,,,
175,PT11M35.00S,2022-11-02T02:38:43.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629013,83.919185282523,66.66666666666666,1610612756,24,20,2022-11-02T02:38:48Z,1750000,83.0,99.0,1,right,MISS L. Shamet 12' pullup Shot,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,Mid-Range,8-16 Right,12.92,Missed,,,,,,,,,,,,,,,,,,
176,PT11M31.00S,2022-11-02T02:38:47.3Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,24,20,2022-11-02T02:38:48Z,1760000,,,0,,R. Gobert REBOUND (Off:1 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Right,,,175.0,5.0,4.0,1.0,,,,,,,,,,,,,,
177,PT11M26.00S,2022-11-02T02:38:52.9Z,2,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612750,24,20,2022-11-02T02:39:12Z,1770000,,,0,,T. Craig shooting personal FOUL (1 PF) (Prince 2 FT),"[1628470, 1627752]",1610612756.0,PHX,shooting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,1628951.0,1.0,0.0,Prince,1627752.0,,,,,,,,,
179,PT11M26.00S,2022-11-02T02:39:21.1Z,2,REGULAR,freethrow,1 of 2,[],1627752,,,1610612750,24,21,2022-11-02T02:39:21Z,1790000,,,0,,T. Prince Free Throw 1 of 2 (1 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
180,PT11M26.00S,2022-11-02T02:39:32.8Z,2,REGULAR,freethrow,2 of 2,[],1627752,,,1610612750,24,22,2022-11-02T02:39:32Z,1800000,,,0,,T. Prince Free Throw 2 of 2 (2 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
181,PT11M15.00S,2022-11-02T02:39:47.9Z,2,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612756,24,22,2022-11-02T02:40:04Z,1810000,,,0,,T. Prince shooting personal FOUL (3 PF) (Shamet 2 FT),"[1627752, 1629013]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2882.0,3.0,0.0,Shamet,1629013.0,,,,,,,,,
183,PT11M15.00S,2022-11-02T02:40:16.1Z,2,REGULAR,freethrow,1 of 2,[],1629013,,,1610612756,25,22,2022-11-02T02:40:16Z,1830000,,,0,,L. Shamet Free Throw 1 of 2 (1 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
184,PT11M15.00S,2022-11-02T02:40:16.9Z,2,REGULAR,substitution,out,[],1627752,,,1610612756,25,22,2022-11-02T02:40:20Z,1840000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M15.00S,2022-11-02T02:40:16.9Z,2,REGULAR,substitution,in,[],1629675,,,1610612756,25,22,2022-11-02T02:40:20Z,1850000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M15.00S,2022-11-02T02:40:37.2Z,2,REGULAR,freethrow,2 of 2,[],1629013,,,1610612756,26,22,2022-11-02T02:40:37Z,1860000,,,0,,L. Shamet Free Throw 2 of 2 (2 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
187,PT10M53.00S,2022-11-02T02:41:00.7Z,2,REGULAR,2pt,Jump Shot,[],1629669,21.369908015768726,58.08823529411765,1610612750,26,22,2022-11-02T02:41:27Z,1870000,-40.0,148.0,1,left,MISS J. Nowell 15' pullup Shot,[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,Mid-Range,8-16 Center,15.38,Missed,,,,,,,,,,,,,,,,,,
188,PT10M49.00S,2022-11-02T02:41:04.7Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612756,26,22,2022-11-02T02:41:37Z,1880000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,Mid-Range,8-16 Center,,,187.0,1.0,1.0,0.0,,,,,,,,,,,,,,
189,PT10M37.00S,2022-11-02T02:41:16.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,88.51839684625493,57.59803921568627,1610612756,28,22,2022-11-02T02:41:21Z,1890000,38.0,55.0,1,right,C. Payne 6' driving floating Jump Shot (5 PTS),[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,6.72,Made,,,,,,,,,,5.0,,,,,,,,
190,PT10M24.00S,2022-11-02T02:41:31.5Z,2,REGULAR,foul,personal,[],1628470,,,1610612750,28,22,2022-11-02T02:41:46Z,1900000,,,0,,T. Craig personal FOUL (2 PF),"[1628470, 203497]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202027.0,2.0,0.0,Gobert,203497.0,,,,,,,,,
192,PT10M24.00S,2022-11-02T02:41:41.1Z,2,REGULAR,substitution,out,[],1628470,,,1610612750,28,22,2022-11-02T02:41:45Z,1920000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M24.00S,2022-11-02T02:41:41.1Z,2,REGULAR,substitution,in,[],203967,,,1610612750,28,22,2022-11-02T02:41:45Z,1930000,,,0,,SUB in: D. Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M20.00S,2022-11-02T02:42:03.6Z,2,REGULAR,2pt,Jump Shot,[],1626156,18.74178712220762,68.87254901960785,1610612750,28,22,2022-11-02T02:42:08Z,1940000,-94.0,124.0,1,left,MISS D. Russell 15' pullup Shot,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Mid-Range,8-16 Left,15.56,Missed,,,,,,,,,,,,,,,,,,
195,PT10M17.00S,2022-11-02T02:42:06.6Z,2,REGULAR,rebound,defensive,[],203967,,,1610612756,28,22,2022-11-02T02:42:08Z,1950000,,,0,,D. Saric REBOUND (Off:0 Def:1),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,Mid-Range,8-16 Left,,,194.0,1.0,1.0,0.0,,,,,,,,,,,,,,
196,PT10M09.00S,2022-11-02T02:42:17.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627814,86.81011826544021,49.26470588235294,1610612756,28,22,2022-11-02T02:43:17Z,1960000,-4.0,71.0,1,right,MISS D. Lee 7' driving floating Shot,[1627814],1610612756.0,PHX,driving floating,,,Lee,D. Lee,,,,,In The Paint (Non-RA),0-8 Center,7.16,Missed,,,,,,,,,,,,,,,,,,
197,PT10M08.00S,2022-11-02T02:42:18.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,28,22,2022-11-02T02:43:17Z,1970000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,196.0,,,,,,,,,,,,,,,,,
199,PT09M56.00S,2022-11-02T02:42:33.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629162,5.206964520367937,52.20588235294118,1610612750,28,24,2022-11-02T02:42:43Z,1990000,-11.0,-4.0,1,left,J. McLaughlin cutting Layup (2 PTS) (D. Russell 2 AST),"[1629162, 1626156]",1610612750.0,MIN,cutting,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,,,,,,2.0,,,,,,D. Russell,1626156.0,2.0
201,PT09M47.00S,2022-11-02T02:42:43.2Z,2,REGULAR,3pt,Jump Shot,[],1629111,71.17279894875165,78.67647058823529,1610612756,28,24,2022-11-02T02:42:52Z,2010000,143.0,218.0,1,right,MISS J. Landale 26' 3PT,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,26.14,Missed,,,,,,,,,,,,,,,,,,
202,PT09M44.00S,2022-11-02T02:42:46.2Z,2,REGULAR,rebound,offensive,[],203967,,,1610612756,28,24,2022-11-02T02:42:46Z,2020000,,,0,,D. Saric REBOUND (Off:1 Def:1),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Right Center,,,201.0,2.0,1.0,1.0,,,,,,,,,,,,,,
203,PT09M42.00S,2022-11-02T02:42:48.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626166,66.70499342969777,38.48039215686275,1610612756,31,24,2022-11-02T02:42:55Z,2030000,-58.0,260.0,1,right,C. Payne 26' 3PT  (8 PTS) (D. Saric 1 AST),"[1626166, 203967]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,26.68,Made,,,,,,,,,,8.0,,,,,,D. Saric,203967.0,1.0
205,PT09M30.00S,2022-11-02T02:43:00.6Z,2,REGULAR,turnover,lost ball,[],203497,,,1610612750,31,24,2022-11-02T02:43:05Z,2050000,,,0,,R. Gobert lost ball TURNOVER (1 TO),"[203497, 203967]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Saric,203967.0,,,
206,PT09M30.00S,2022-11-02T02:43:00.6Z,2,REGULAR,steal,,[],203967,,,1610612756,31,24,2022-11-02T02:43:02Z,2060000,,,0,,D. Saric STEAL (1 STL),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
207,PT09M26.00S,2022-11-02T02:43:04.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626166,65.1281208935611,48.28431372549019,1610612756,31,24,2022-11-02T02:46:53Z,2070000,-9.0,275.0,1,right,MISS C. Payne 27' pullup 3PT,[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,27.54,Missed,,,,,,,,,,,,,,,,,,
208,PT09M24.00S,2022-11-02T02:43:06.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,31,24,2022-11-02T02:43:15Z,2080000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Center,,,207.0,,,,,,,,,,,,,,,,,
209,PT09M24.00S,2022-11-02T02:43:10.8Z,2,REGULAR,foul,personal,[],1629111,,,1610612750,31,24,2022-11-02T02:43:21Z,2090000,,,0,,J. Landale loose ball personal FOUL (2 PF),"[1629111, 1629669]",1610612756.0,PHX,loose ball,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,,202027.0,2.0,0.0,Nowell,1629669.0,,,,,,,,,
211,PT09M08.00S,2022-11-02T02:43:43.5Z,2,REGULAR,3pt,Jump Shot,[],1629162,22.815374507227332,89.2156862745098,1610612750,31,24,2022-11-02T02:43:48Z,2110000,-196.0,162.0,1,left,MISS J. McLaughlin 25' 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Left Center,25.44,Missed,,,,,,,,,,,,,,,,,,
212,PT09M05.00S,2022-11-02T02:43:46.5Z,2,REGULAR,rebound,defensive,[],1629111,,,1610612756,31,24,2022-11-02T02:43:48Z,2120000,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,,,211.0,1.0,1.0,0.0,,,,,,,,,,,,,,
213,PT08M58.00S,2022-11-02T02:43:56.2Z,2,REGULAR,turnover,traveling,[],1627814,,,1610612756,31,24,2022-11-02T02:44:02Z,2130000,,,0,,D. Lee traveling TURNOVER (1 TO),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2882.0,,,,,,,,1.0,,,,,
214,PT08M58.00S,2022-11-02T02:44:10.5Z,2,REGULAR,substitution,out,[],1629162,,,1610612750,31,24,2022-11-02T02:44:13Z,2140000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M58.00S,2022-11-02T02:44:10.5Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,31,24,2022-11-02T02:44:13Z,2150000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M48.00S,2022-11-02T02:44:26.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629675,31.35676741130092,67.64705882352942,1610612750,31,27,2022-11-02T02:44:30Z,2160000,-88.0,242.0,1,left,N. Reid 25' 3PT  (3 PTS) (D. Russell 3 AST),"[1629675, 1626156]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,25.79,Made,,,,,,,,,,3.0,,,,,,D. Russell,1626156.0,3.0
218,PT08M34.00S,2022-11-02T02:44:43.1Z,2,REGULAR,foul,personal,[],1626156,,,1610612756,31,27,2022-11-02T02:44:51Z,2180000,,,0,,D. Russell personal FOUL (1 PF),"[1626156, 1629013]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Right Center,,,,,,,1628951.0,1.0,0.0,Shamet,1629013.0,,,,,,,,,
220,PT08M22.00S,2022-11-02T02:45:12.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629111,90.48948751642575,48.77450980392157,1610612756,33,27,2022-11-02T02:49:18Z,2200000,-6.0,37.0,1,right,J. Landale turnaround Hook (4 PTS) (C. Payne 1 AST),"[1629111, 1626166]",1610612756.0,PHX,turnaround,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,3.74,Made,,,,,,,,,,4.0,,,,,,C. Payne,1626166.0,1.0
222,PT08M11.00S,2022-11-02T02:45:23.5Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,33,27,2022-11-02T02:45:28Z,2220000,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 1626166]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Payne,1626166.0,,,
223,PT08M11.00S,2022-11-02T02:45:23.5Z,2,REGULAR,steal,,[],1626166,,,1610612756,33,27,2022-11-02T02:45:25Z,2230000,,,0,,C. Payne STEAL (1 STL),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
224,PT08M00.00S,2022-11-02T02:45:34.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629111,66.5735873850197,64.95098039215686,1610612756,33,27,2022-11-02T02:45:40Z,2240000,75.0,262.0,1,right,MISS J. Landale 27' 3PT,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,27.22,Missed,,,,,,,,,,,,,,,,,,
225,PT07M59.00S,2022-11-02T02:45:35.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,33,27,2022-11-02T02:45:40Z,2250000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Center,,,224.0,,,,,,,,,,,,,,,,,
226,PT07M59.00S,2022-11-02T02:45:39.8Z,2,REGULAR,foul,personal,[],1626156,,,1610612756,33,27,2022-11-02T02:45:51Z,2260000,,,0,,D. Russell loose ball personal FOUL (2 PF),"[1626156, 203967]",1610612750.0,MIN,loose ball,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,2.0,0.0,Saric,203967.0,,,,,,,,,
228,PT07M59.00S,2022-11-02T02:45:50.1Z,2,REGULAR,substitution,out,[],1626166,,,1610612756,33,27,2022-11-02T02:45:52Z,2280000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M59.00S,2022-11-02T02:45:50.1Z,2,REGULAR,substitution,in,[],1628969,,,1610612756,33,27,2022-11-02T02:45:52Z,2290000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M59.00S,2022-11-02T02:46:07.9Z,2,REGULAR,substitution,out,[],1629013,,,1610612756,33,27,2022-11-02T02:46:13Z,2300000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M59.00S,2022-11-02T02:46:07.9Z,2,REGULAR,substitution,in,[],101108,,,1610612756,33,27,2022-11-02T02:46:13Z,2310000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M59.00S,2022-11-02T02:46:13.7Z,2,REGULAR,substitution,out,[],1629669,,,1610612756,33,27,2022-11-02T02:46:24Z,2320000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M59.00S,2022-11-02T02:46:13.7Z,2,REGULAR,substitution,in,[],1630183,,,1610612756,33,27,2022-11-02T02:46:24Z,2330000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M50.00S,2022-11-02T02:46:38.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627814,66.04796320630749,60.29411764705882,1610612756,33,27,2022-11-02T02:46:43Z,2340000,51.0,267.0,1,right,MISS D. Lee 27' 3PT,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Above the Break 3,24+ Center,27.15,Missed,,,,,,,,,,,,,,,,,,
235,PT07M46.00S,2022-11-02T02:46:42.4Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612750,33,27,2022-11-02T02:46:43Z,2350000,,,0,,D. Russell REBOUND (Off:0 Def:3),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,234.0,3.0,3.0,0.0,,,,,,,,,,,,,,
236,PT07M40.00S,2022-11-02T02:46:48.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,7.046649145860711,56.372549019607845,1610612750,33,29,2022-11-02T02:46:57Z,2360000,-32.0,14.0,1,left,N. Reid Layup (5 PTS) (D. Russell 4 AST),"[1629675, 1626156]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,3.47,Made,,,,,,,,,,5.0,,,,,,D. Russell,1626156.0,4.0
238,PT07M22.00S,2022-11-02T02:47:05.8Z,2,REGULAR,3pt,Jump Shot,[],203967,74.06373193166885,85.29411764705883,1610612756,36,29,2022-11-02T02:47:10Z,2380000,176.0,191.0,1,right,D. Saric 26' 3PT  (3 PTS) (J. Landale 1 AST),"[203967, 1629111]",1610612756.0,PHX,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Right Center,26.03,Made,,,,,,,,,,3.0,,,,,,J. Landale,1629111.0,1.0
240,PT07M08.00S,2022-11-02T02:47:19.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,8.492115637319317,57.107843137254896,1610612750,36,29,2022-11-02T02:51:29Z,2400000,-36.0,27.0,1,left,MISS D. Russell driving Layup,[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,4.48,Missed,,,,,,,,,,,,,,,,,,
241,PT07M08.00S,2022-11-02T02:47:19.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,36,29,2022-11-02T02:47:35Z,2410000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,240.0,,,,,,,,,,,,,,,,,
242,PT07M08.00S,2022-11-02T02:47:29.8Z,2,REGULAR,foul,personal,[],1626156,,,1610612756,36,29,2022-11-02T02:47:41Z,2420000,,,0,,D. Russell loose ball personal FOUL (3 PF),"[1626156, 203967]",1610612750.0,MIN,loose ball,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,1628951.0,3.0,0.0,Saric,203967.0,,,,,,,,,
244,PT07M08.00S,2022-11-02T02:47:37.3Z,2,REGULAR,substitution,out,[],1629111,,,1610612756,36,29,2022-11-02T02:47:40Z,2440000,,,0,,SUB out: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M08.00S,2022-11-02T02:47:37.3Z,2,REGULAR,substitution,in,[],1629661,,,1610612756,36,29,2022-11-02T02:47:40Z,2450000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M08.00S,2022-11-02T02:47:41.2Z,2,REGULAR,substitution,out,[],1626156,,,1610612756,36,29,2022-11-02T02:47:46Z,2460000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M08.00S,2022-11-02T02:47:41.2Z,2,REGULAR,substitution,in,[],1629162,,,1610612756,36,29,2022-11-02T02:47:46Z,2470000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M01.00S,2022-11-02T02:48:01.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612756,36,29,2022-11-02T02:48:09Z,2480000,,,0,,J. McDaniels personal FOUL (2 PF) (Paul 2 FT),"[1630183, 101108]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,1628951.0,2.0,0.0,Paul,101108.0,,,,,,,,,
250,PT07M01.00S,2022-11-02T02:48:27.2Z,2,REGULAR,freethrow,1 of 2,[],101108,,,1610612756,37,29,2022-11-02T02:48:27Z,2500000,,,0,,C. Paul Free Throw 1 of 2 (3 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
251,PT07M01.00S,2022-11-02T02:48:41.5Z,2,REGULAR,freethrow,2 of 2,[],101108,,,1610612756,38,29,2022-11-02T02:48:41Z,2510000,,,0,,C. Paul Free Throw 2 of 2 (4 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
252,PT06M45.00S,2022-11-02T02:49:01.4Z,2,REGULAR,foul,personal,['2freethrow'],203967,,,1610612750,38,29,2022-11-02T02:52:30Z,2520000,,,0,,D. Saric shooting personal FOUL (1 PF) (Reid 2 FT),"[203967, 1629675]",1610612756.0,PHX,shooting,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,,,,,,,1628951.0,1.0,0.0,Reid,1629675.0,,,,,,,,,
254,PT06M45.00S,2022-11-02T02:49:19.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,38,29,2022-11-02T02:49:19Z,2540000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M45.00S,2022-11-02T02:52:14.6Z,2,REGULAR,substitution,out,[],203497,,,1610612750,38,29,2022-11-02T02:52:28Z,2550000,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M45.00S,2022-11-02T02:52:14.6Z,2,REGULAR,substitution,in,[],1626157,,,1610612750,38,29,2022-11-02T02:52:28Z,2560000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M45.00S,2022-11-02T02:52:40.5Z,2,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,38,30,2022-11-02T02:52:40Z,2570000,,,0,,N. Reid Free Throw 1 of 2 (6 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
258,PT06M45.00S,2022-11-02T02:52:53.8Z,2,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,38,31,2022-11-02T02:52:53Z,2580000,,,0,,N. Reid Free Throw 2 of 2 (7 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
259,PT06M22.00S,2022-11-02T02:53:20.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,93.24901445466492,52.450980392156865,1610612756,40,31,2022-11-02T02:53:27Z,2590000,12.0,11.0,1,right,M. Bridges driving reverse Layup (2 PTS) (C. Johnson 1 AST),"[1628969, 1629661]",1610612756.0,PHX,driving reverse,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,,,,,,2.0,,,,,,C. Johnson,1629661.0,1.0
261,PT06M09.00S,2022-11-02T02:53:34.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.30946123521682,55.14705882352941,1610612750,40,31,2022-11-02T02:53:44Z,2610000,-26.0,16.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,,
263,PT06M09.00S,2022-11-02T02:53:34.3Z,2,REGULAR,rebound,defensive,[],203967,,,1610612756,40,31,2022-11-02T02:53:44Z,2615000,,,0,,D. Saric REBOUND (Off:1 Def:2),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,,,261.0,3.0,2.0,1.0,,,,,,,,,,,,,,
262,PT06M01.00S,2022-11-02T02:53:43.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,92.06636005256242,50.73529411764706,1610612756,42,31,2022-11-02T03:04:10Z,2620000,4.0,22.0,1,right,C. Johnson driving Layup (10 PTS) (D. Lee 1 AST),"[1629661, 1627814]",1610612756.0,PHX,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,,,,,,10.0,,,,,,D. Lee,1627814.0,1.0
