actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
161,PT12M00.00S,2022-11-23T03:31:43.1Z,2,REGULAR,substitution,in,['startperiod'],201976,,,1610612747,26,22,2022-11-23T03:32:14Z,1610000,False,,,0,,SUB in: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-11-23T03:32:27.1Z,2,REGULAR,period,start,[],0,,,1610612747,26,22,2022-11-23T03:32:27Z,1620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M38.00S,2022-11-23T03:32:47.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629134,91.80354796320631,54.41176470588235,1610612747,26,22,2022-11-23T03:33:05Z,1630000,False,22.0,25.0,1,right,MISS K. Nunn Layup - blocked,"[1629134, 202687]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,Biyombo,202687.0,,,,
164,PT11M38.00S,2022-11-23T03:32:47.8Z,2,REGULAR,block,,[],202687,,,1610612747,26,22,2022-11-23T03:32:50Z,1640000,False,,,0,,B. Biyombo BLOCK (2 BLK),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
165,PT11M36.00S,2022-11-23T03:32:49.8Z,2,REGULAR,rebound,defensive,[],1629006,,,1610612756,26,22,2022-11-23T03:33:05Z,1650000,False,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,
166,PT11M33.00S,2022-11-23T03:32:52.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,8.09789750328515,45.588235294117645,1610612756,26,22,2022-11-23T03:33:19Z,1660000,False,22.0,24.0,1,left,MISS J. Okogie Layup,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
167,PT11M30.00S,2022-11-23T03:32:55.7Z,2,REGULAR,rebound,defensive,[],201976,,,1610612747,26,22,2022-11-23T03:33:19Z,1670000,False,,,0,,P. Beverley REBOUND (Off:0 Def:6),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,166.0,6.0,6.0,0.0,,,,,,,,,,,,,,
168,PT11M25.00S,2022-11-23T03:33:01.9Z,2,REGULAR,turnover,bad pass,[],1629134,,,1610612747,26,22,2022-11-23T03:33:22Z,1680000,False,,,0,,K. Nunn bad pass TURNOVER (1 TO),"[1629134, 202687]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,Biyombo,202687.0,,,,,,
169,PT11M25.00S,2022-11-23T03:33:01.9Z,2,REGULAR,steal,,[],202687,,,1610612756,26,22,2022-11-23T03:33:04Z,1690000,False,,,0,,B. Biyombo STEAL (1 STL),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
170,PT11M13.00S,2022-11-23T03:33:13.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627814,31.35676741130092,39.21568627450981,1610612756,29,22,2022-11-23T03:33:24Z,1700000,False,54.0,242.0,1,left,D. Lee 24' 3PT  (3 PTS) (C. Payne 1 AST),"[1627814, 1626166]",1610612756.0,PHX,,,,Lee,D. Lee,,,,,Above the Break 3,24+ Center,24.82,Made,,,,,,,3.0,C. Payne,1626166.0,1.0,,,,,,,,
172,PT10M56.00S,2022-11-23T03:33:30.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,92.9862023653088,50.49019607843137,1610612747,29,24,2022-11-23T03:33:36Z,1720000,False,2.0,13.0,1,right,T. Bryant cutting Layup (2 PTS) (K. Nunn 1 AST),"[1628418, 1629134]",1610612747.0,LAL,cutting,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,2.0,K. Nunn,1629134.0,1.0,,,,,,,,
174,PT10M50.00S,2022-11-23T03:33:37.2Z,2,REGULAR,turnover,out-of-bounds,[],1626166,,,1610612756,29,24,2022-11-23T03:33:46Z,1740000,False,,,0,,C. Payne bad pass out-of-bounds TURNOVER (3 TO),[1626166],1610612756.0,PHX,bad pass,,,Payne,C. Payne,,,,,Mid-Range,16-24 Left Center,,,,,,,1830.0,3.0,,,,,,,,,,,,
175,PT10M29.00S,2022-11-23T03:34:05.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628418,74.85216819973719,46.32352941176471,1610612747,29,26,2022-11-23T03:34:14Z,1750000,False,-18.0,184.0,1,right,T. Bryant 18' Jump Shot (4 PTS) (K. Nunn 2 AST),"[1628418, 1629134]",1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Mid-Range,16-24 Center,18.48,Made,,,,,,,4.0,K. Nunn,1629134.0,2.0,,,,,,,,
177,PT10M11.00S,2022-11-23T03:34:23.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,10.33180026281209,35.049019607843135,1610612756,29,26,2022-11-23T03:34:30Z,1770000,False,75.0,45.0,1,left,MISS M. Bridges 8' pullup Shot,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Right,8.71,Missed,,,,,,,,,,,,,,,,,,
179,PT10M08.00S,2022-11-23T03:34:26.8Z,2,REGULAR,rebound,offensive,[],1629006,,,1610612756,29,26,2022-11-23T03:34:26Z,1790000,False,,,0,,J. Okogie REBOUND (Off:1 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),8-16 Right,,,177.0,2.0,1.0,1.0,,,,,,,,,,,,,,
180,PT10M04.00S,2022-11-23T03:34:30.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1626166,9.149145860709593,66.42156862745098,1610612756,29,26,2022-11-23T03:34:35Z,1800000,False,-82.0,34.0,1,left,MISS C. Payne 8' driving floating Shot,[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,Mid-Range,8-16 Left,8.87,Missed,,,,,,,,,,,,,,,,,,
181,PT10M02.00S,2022-11-23T03:34:32.5Z,2,REGULAR,rebound,defensive,[],201976,,,1610612747,29,26,2022-11-23T03:34:32Z,1810000,False,,,0,,P. Beverley REBOUND (Off:0 Def:7),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Mid-Range,8-16 Left,,,180.0,7.0,7.0,0.0,,,,,,,,,,,,,,
182,PT09M57.00S,2022-11-23T03:34:37.2Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1628418,79.58278580814718,41.66666666666667,1610612747,29,28,2022-11-23T03:34:49Z,1820000,False,-42.0,139.0,1,right,T. Bryant 14' pullup Jump Shot (6 PTS) (P. Beverley 2 AST),"[1628418, 201976]",1610612747.0,LAL,pullup,,,Bryant,T. Bryant,,,,,Mid-Range,8-16 Center,14.55,Made,,,,,,,6.0,P. Beverley,201976.0,2.0,,,,,,,,
184,PT09M39.00S,2022-11-23T03:34:55.3Z,2,REGULAR,3pt,Jump Shot,[],1628969,18.610381077529567,93.62745098039215,1610612756,32,28,2022-11-23T03:35:03Z,1840000,False,-218.0,122.0,1,left,M. Bridges 25' 3PT  (11 PTS) (C. Payne 2 AST),"[1628969, 1626166]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.01,Made,,,,,,,11.0,C. Payne,1626166.0,2.0,,,,,,,,
186,PT09M13.00S,2022-11-23T03:35:21.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,89.83245729303549,50.245098039215684,1610612747,32,30,2022-11-23T03:35:25Z,1860000,False,1.0,43.0,1,right,T. Bryant driving Layup (8 PTS),[1628418],1610612747.0,LAL,driving,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,4.31,Made,,,,,,,8.0,,,,,,,,,,,
188,PT09M02.00S,2022-11-23T03:35:31.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,11.777266754270697,60.29411764705882,1610612756,34,30,2022-11-23T03:35:37Z,1880000,False,-51.0,58.0,1,left,C. Payne 7' driving floating Jump Shot (5 PTS),[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,7.77,Made,,,,,,,5.0,,,,,,,,,,,
189,PT08M41.00S,2022-11-23T03:35:53.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,87.46714848883047,54.90196078431373,1610612747,34,30,2022-11-23T03:35:57Z,1890000,False,25.0,65.0,1,right,MISS D. Schroder 6' driving floating Shot,[203471],1610612747.0,LAL,driving floating,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,6.97,Missed,,,,,,,,,,,,,,,,,,
190,PT08M39.00S,2022-11-23T03:35:55.4Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,34,30,2022-11-23T03:35:57Z,1900000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,189.0,1.0,1.0,0.0,,,,,,,,,,,,,,
191,PT08M31.00S,2022-11-23T03:36:03.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,6.258212877792378,52.94117647058824,1610612756,34,30,2022-11-23T03:36:17Z,1910000,False,-15.0,6.0,1,left,MISS M. Bridges driving Layup - blocked,"[1628969, 1628418]",1610612756.0,PHX,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.6,Missed,,,,,,,,,,,,,Bryant,1628418.0,,,,
194,PT08M31.00S,2022-11-23T03:36:03.5Z,2,REGULAR,block,,[],1628418,,,1610612756,34,30,2022-11-23T03:36:17Z,1915000,False,,,0,,T. Bryant BLOCK (1 BLK),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
192,PT08M29.00S,2022-11-23T03:36:05.5Z,2,REGULAR,rebound,defensive,[],201976,,,1610612747,34,30,2022-11-23T03:36:17Z,1920000,False,,,0,,P. Beverley REBOUND (Off:0 Def:8),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,191.0,8.0,8.0,0.0,,,,,,,,,,,,,,
193,PT08M17.00S,2022-11-23T03:36:16.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629117,93.77463863337714,49.50980392156863,1610612747,34,30,2022-11-23T03:36:28Z,1930000,False,-2.0,6.0,1,right,MISS W. Gabriel driving Layup,[1629117],1610612747.0,LAL,driving,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,0.65,Missed,,,,,,,,,,,,,,,,,,
195,PT08M17.00S,2022-11-23T03:36:16.8Z,2,REGULAR,rebound,offensive,[],1629117,,,1610612747,34,30,2022-11-23T03:36:28Z,1940000,False,,,0,,W. Gabriel REBOUND (Off:1 Def:0),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,,,193.0,1.0,0.0,1.0,,,,,,,,,,,,,,
196,PT08M17.00S,2022-11-23T03:36:19.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629117,94.40999984741211,50.0,1610612747,34,30,2022-11-23T03:36:19Z,1950000,False,0.0,0.0,1,right,MISS W. Gabriel tip Layup,[1629117],1610612747.0,LAL,tip,,,Gabriel,W. Gabriel,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
197,PT08M17.00S,2022-11-23T03:36:20.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,34,30,2022-11-23T03:36:20Z,1960000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,8-16 Left,,,196.0,,,,,,,,,,,,,,,,,
199,PT08M17.00S,2022-11-23T03:36:23.8Z,2,REGULAR,substitution,out,[],1629006,,,1610612747,34,30,2022-11-23T03:36:31Z,1980000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M17.00S,2022-11-23T03:36:23.8Z,2,REGULAR,substitution,in,[],1630688,,,1610612747,34,30,2022-11-23T03:36:31Z,1990000,False,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M10.00S,2022-11-23T03:36:46.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629134,91.93495400788436,47.794117647058826,1610612747,34,32,2022-11-23T03:36:53Z,2000000,False,-11.0,23.0,1,right,K. Nunn driving Layup (4 PTS),[1629134],1610612747.0,LAL,driving,,,Nunn,K. Nunn,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,,,4.0,,,,,,,,,,,
202,PT07M56.00S,2022-11-23T03:37:00.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,4.812746386333772,51.71568627450981,1610612756,36,32,2022-11-23T03:37:08Z,2010000,False,-9.0,-7.0,1,left,C. Payne driving Layup (7 PTS),[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,7.0,,,,,,,,,,,
203,PT07M41.00S,2022-11-23T03:37:15.3Z,2,REGULAR,turnover,bad pass,[],1629134,,,1610612747,36,32,2022-11-23T03:37:22Z,2020000,False,,,0,,K. Nunn bad pass TURNOVER (2 TO),"[1629134, 1628969]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,,,,,Bridges,1628969.0,,,,,,
204,PT07M41.00S,2022-11-23T03:37:15.3Z,2,REGULAR,steal,,[],1628969,,,1610612756,36,32,2022-11-23T03:37:22Z,2030000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
205,PT07M35.00S,2022-11-23T03:37:21.2Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628969,3.1044678055190538,95.83333333333334,1610612756,36,32,2022-11-23T03:37:28Z,2040000,False,-229.0,-23.0,1,left,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
206,PT07M32.00S,2022-11-23T03:37:24.2Z,2,REGULAR,rebound,defensive,[],1629117,,,1610612747,36,32,2022-11-23T03:37:26Z,2050000,False,,,0,,W. Gabriel REBOUND (Off:1 Def:1),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Left Corner 3,24+ Left,,,205.0,2.0,1.0,1.0,,,,,,,,,,,,,,
207,PT07M25.00S,2022-11-23T03:37:31.3Z,2,REGULAR,3pt,Jump Shot,[],1629117,89.96386333771353,4.411764705882353,1610612747,36,32,2022-11-23T03:37:35Z,2060000,False,-228.0,42.0,1,right,MISS W. Gabriel 3PT,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
208,PT07M23.00S,2022-11-23T03:37:33.3Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,36,32,2022-11-23T03:37:35Z,2070000,False,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,207.0,4.0,4.0,0.0,,,,,,,,,,,,,,
209,PT07M12.00S,2022-11-23T03:37:45.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202687,13.485545335085414,40.19607843137255,1610612756,36,32,2022-11-23T03:37:57Z,2080000,False,49.0,74.0,1,left,MISS B. Biyombo 8' floating Shot,[202687],1610612756.0,PHX,floating,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),8-16 Right,8.9,Missed,,,,,,,,,,,,,,,,,,
210,PT07M07.00S,2022-11-23T03:37:50.6Z,2,REGULAR,rebound,offensive,[],1630688,,,1610612756,36,32,2022-11-23T03:37:57Z,2090000,False,,,0,,I. Wainright REBOUND (Off:1 Def:0),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,In The Paint (Non-RA),8-16 Right,,,209.0,1.0,0.0,1.0,,,,,,,,,,,,,,
211,PT07M05.00S,2022-11-23T03:37:51.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627814,6.783837056504599,96.81372549019608,1610612756,39,32,2022-11-23T03:38:00Z,2100000,False,-234.0,11.0,1,left,D. Lee 3PT  (6 PTS) (I. Wainright 1 AST),"[1627814, 1630688]",1610612756.0,PHX,,,,Lee,D. Lee,,,,,Left Corner 3,24+ Left,23.44,Made,,,,,,,6.0,I. Wainright,1630688.0,1.0,,,,,,,,
213,PT07M05.00S,2022-11-23T03:38:06.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,39,32,2022-11-23T03:38:06Z,2120000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M05.00S,2022-11-23T03:40:24.2Z,2,REGULAR,substitution,out,[],202687,,,1610612747,39,32,2022-11-23T03:41:10Z,2130000,False,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M05.00S,2022-11-23T03:40:24.2Z,2,REGULAR,substitution,out,[],1629134,,,1610612747,39,32,2022-11-23T03:41:10Z,2140000,False,,,0,,SUB out: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M05.00S,2022-11-23T03:40:24.2Z,2,REGULAR,substitution,out,[],201976,,,1610612747,39,32,2022-11-23T03:41:10Z,2150000,False,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M05.00S,2022-11-23T03:40:24.2Z,2,REGULAR,substitution,in,[],1629028,,,1610612747,39,32,2022-11-23T03:41:10Z,2160000,False,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M05.00S,2022-11-23T03:40:24.2Z,2,REGULAR,substitution,in,[],1630559,,,1610612747,39,32,2022-11-23T03:41:10Z,2170000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M05.00S,2022-11-23T03:40:24.2Z,2,REGULAR,substitution,in,[],1629022,,,1610612747,39,32,2022-11-23T03:41:10Z,2180000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M45.00S,2022-11-23T03:41:41.5Z,2,REGULAR,turnover,backcourt,[],1628418,,,1610612747,39,32,2022-11-23T03:41:50Z,2190000,False,,,0,,T. Bryant backcourt TURNOVER (1 TO),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Center,,,,,,,1179.0,1.0,,,,,,,,,,,,
221,PT06M33.00S,2022-11-23T03:42:10.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627814,25.837713534822605,17.647058823529413,1610612756,39,32,2022-11-23T03:42:18Z,2200000,False,162.0,190.0,1,left,MISS D. Lee 24' 3PT,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Above the Break 3,24+ Right Center,24.99,Missed,,,,,,,,,,,,,,,,,,
222,PT06M31.00S,2022-11-23T03:42:12.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,39,32,2022-11-23T03:42:18Z,2210000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,221.0,,,,,,,,,,,,,,,,,
223,PT06M31.00S,2022-11-23T03:42:15.4Z,2,REGULAR,foul,personal,[],1629117,,,1610612756,39,32,2022-11-23T03:42:28Z,2220000,False,,,0,,W. Gabriel loose ball personal FOUL (1 PF),"[1629117, 1630688]",1610612747.0,LAL,loose ball,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,,,,,,,1179.0,,,,,,,,,,1.0,0.0,Wainright,1630688.0
225,PT06M31.00S,2022-11-23T03:42:26.7Z,2,REGULAR,substitution,out,[],203471,,,1610612756,39,32,2022-11-23T03:42:35Z,2240000,False,,,0,,SUB out: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M31.00S,2022-11-23T03:42:26.7Z,2,REGULAR,substitution,in,[],201566,,,1610612756,39,32,2022-11-23T03:42:35Z,2250000,False,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M26.00S,2022-11-23T03:42:37.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626166,20.318659658344284,35.049019607843135,1610612756,39,32,2022-11-23T04:05:26Z,2260000,False,75.0,138.0,1,left,MISS C. Payne 15' pullup Shot,[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,15.74,Missed,,,,,,,,,,,,,,,,,,
228,PT06M24.00S,2022-11-23T03:42:39.8Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612747,39,32,2022-11-23T03:42:42Z,2270000,False,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),8-16 Center,,,227.0,1.0,1.0,0.0,,,,,,,,,,,,,,
229,PT06M14.00S,2022-11-23T03:42:50.6Z,2,REGULAR,2pt,Jump Shot,[],1628418,94.56307490144546,70.09803921568627,1610612747,39,32,2022-11-23T03:42:56Z,2280000,False,100.0,-1.0,1,right,MISS T. Bryant 10' Jump Shot,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Mid-Range,8-16 Right,10.05,Missed,,,,,,,,,,,,,,,,,,
230,PT06M11.00S,2022-11-23T03:42:53.6Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,39,32,2022-11-23T03:42:56Z,2290000,False,,,0,,D. Ayton REBOUND (Off:0 Def:5),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,,,229.0,5.0,5.0,0.0,,,,,,,,,,,,,,
231,PT06M03.00S,2022-11-23T03:43:00.5Z,2,REGULAR,3pt,Jump Shot,[],1630688,15.588042049934298,4.6568627450980395,1610612756,42,32,2022-11-23T03:43:04Z,2300000,False,227.0,94.0,1,left,I. Wainright 24' 3PT  (3 PTS) (C. Payne 3 AST),"[1630688, 1626166]",1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,Above the Break 3,24+ Right,24.54,Made,,,,,,,3.0,C. Payne,1626166.0,3.0,,,,,,,,
233,PT05M49.00S,2022-11-23T03:43:14.5Z,2,REGULAR,3pt,Jump Shot,[],201566,73.40670170827858,20.098039215686274,1610612747,42,35,2022-11-23T03:43:18Z,2320000,False,-150.0,197.0,1,right,R. Westbrook 24' 3PT pullup (7 PTS),[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,24.77,Made,,,,,,,7.0,,,,,,,,,,,
234,PT05M37.00S,2022-11-23T03:43:26.7Z,2,REGULAR,2pt,Jump Shot,[],1628969,12.565703022339028,69.11764705882352,1610612756,44,35,2022-11-23T04:06:13Z,2330000,False,-96.0,66.0,1,left,M. Bridges 11' fadeaway Jump Shot (13 PTS),[1628969],1610612756.0,PHX,fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,11.59,Made,,,,,,,13.0,,,,,,,,,,,
235,PT05M23.00S,2022-11-23T03:43:41.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,79.97700394218134,45.09803921568628,1610612747,44,37,2022-11-23T04:06:47Z,2340000,False,-25.0,136.0,1,right,A. Reaves 13' pullup Jump Shot (5 PTS),[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,13.79,Made,,,,,,,5.0,,,,,,,,,,,
236,PT05M11.00S,2022-11-23T03:43:56.1Z,2,REGULAR,foul,offensive,[],1626166,,,1610612756,44,37,2022-11-23T03:44:03Z,2350000,False,,,0,,C. Payne offensive FOUL (2 PF),"[1626166, 1630559]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,Mid-Range,8-16 Right,,,,,,,1830.0,,,,,,,,,,2.0,0.0,Reaves,1630559.0
238,PT05M11.00S,2022-11-23T03:43:56.1Z,2,REGULAR,turnover,offensive foul,[],1626166,,,1610612756,44,37,2022-11-23T03:43:56Z,2370000,False,,,0,,C. Payne offensive foul TURNOVER (4 TO),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,Mid-Range,8-16 Right,,,,,,,1830.0,4.0,,,,,,,,,,,,
239,PT05M11.00S,2022-11-23T03:44:00.7Z,2,REGULAR,substitution,out,[],1627814,,,1610612747,44,37,2022-11-23T03:44:20Z,2380000,False,,,0,,SUB out: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M11.00S,2022-11-23T03:44:00.7Z,2,REGULAR,substitution,out,[],1630688,,,1610612747,44,37,2022-11-23T03:44:20Z,2390000,False,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M11.00S,2022-11-23T03:44:00.7Z,2,REGULAR,substitution,out,[],1626166,,,1610612747,44,37,2022-11-23T03:44:20Z,2400000,False,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M11.00S,2022-11-23T03:44:00.7Z,2,REGULAR,substitution,out,[],1628418,,,1610612747,44,37,2022-11-23T03:44:20Z,2410000,False,,,0,,SUB out: T. Bryant,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
