actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M23.00S,2023-04-05T02:12:52.8Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612756,5,4,2023-04-05T02:12:57Z,180000,False,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1628984]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,Graham,1628984.0,,
19,PT10M23.00S,2023-04-05T02:12:52.8Z,1,REGULAR,steal,,[],1628984,,,1610612759,5,4,2023-04-05T02:12:54Z,190000,False,,,0,,D. Graham STEAL (1 STL),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
20,PT10M21.00S,2023-04-05T02:12:56.7Z,1,REGULAR,foul,personal,['2freethrow'],1629006,,,1610612759,5,4,2023-04-05T02:13:03Z,200000,False,,,0,,J. Okogie shooting personal FOUL (1 PF) (Graham 2 FT),"[1629006, 1628984]",1610612756.0,PHX,shooting,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,1626302.0,1.0,0.0,Graham,1628984.0,,,,,,,,,,,,,,,
22,PT10M21.00S,2023-04-05T02:13:23.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628984,,,1610612759,5,4,2023-04-05T02:13:23Z,220000,False,,,0,,MISS D. Graham Free Throw 1 of 2,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
23,PT10M21.00S,2023-04-05T02:13:23.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,5,4,2023-04-05T02:13:23Z,230000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,
24,PT10M21.00S,2023-04-05T02:13:44.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628984,,,1610612759,5,5,2023-04-05T02:13:44Z,240000,False,,,0,,D. Graham Free Throw 2 of 2 (1 PTS),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
25,PT10M09.00S,2023-04-05T02:13:56.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,84.57621550591328,49.50980392156863,1610612756,7,5,2023-04-05T02:14:02Z,250000,False,-2.0,92.0,1,right,D. Booker 9' driving floating Jump Shot (2 PTS) (C. Paul 1 AST),"[1626164, 101108]",1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,9.25,C. Paul,101108.0,1.0,,,,,,,,,
27,PT10M02.00S,2023-04-05T02:14:03.6Z,1,REGULAR,3pt,Jump Shot,[],1628984,33.590670170827856,20.34313725490196,1610612759,7,5,2023-04-05T02:14:07Z,270000,False,148.0,263.0,1,left,MISS D. Graham 30' 3PT,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,30.22,,,,,,,,,,,,
28,PT09M59.00S,2023-04-05T02:14:06.6Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,7,5,2023-04-05T02:14:07Z,280000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,
31,PT09M55.00S,2023-04-05T02:14:15.1Z,1,REGULAR,foul,personal,['2freethrow'],1628966,,,1610612756,7,5,2023-04-05T02:14:27Z,310000,False,,,0,,K. Bates-Diop shooting personal FOUL (1 PF) (Durant 2 FT),"[1628966, 201142]",1610612759.0,SAS,shooting,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,1626302.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
33,PT09M55.00S,2023-04-05T02:14:50.0Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,8,5,2023-04-05T02:17:02Z,330000,False,,,0,,K. Durant Free Throw 1 of 2 (4 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
34,PT09M55.00S,2023-04-05T02:14:50.0Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,8,5,2023-04-05T02:17:02Z,340000,False,,,0,,MISS K. Durant Free Throw 2 of 2,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
35,PT09M53.00S,2023-04-05T02:14:52.0Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612759,8,5,2023-04-05T02:15:08Z,350000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:1),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,34.0,2.0,1.0,1.0,,,,,
36,PT09M42.00S,2023-04-05T02:15:18.0Z,1,REGULAR,turnover,bad pass,[],1630572,,,1610612759,8,5,2023-04-05T02:15:23Z,360000,False,,,0,,S. Mamukelashvili bad pass TURNOVER (1 TO),"[1630572, 1626164]",1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Booker,1626164.0,,
37,PT09M42.00S,2023-04-05T02:15:18.0Z,1,REGULAR,steal,,[],1626164,,,1610612756,8,5,2023-04-05T02:15:20Z,370000,False,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
38,PT09M38.00S,2023-04-05T02:15:22.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626164,93.77463863337714,43.627450980392155,1610612756,10,5,2023-04-05T02:17:34Z,380000,False,-32.0,6.0,1,right,D. Booker running finger roll Layup (4 PTS),[1626164],1610612756.0,PHX,running finger roll,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,3.25,,,,,,,,,,,,
39,PT09M38.00S,2023-04-05T02:15:28.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,10,5,2023-04-05T02:15:28Z,390000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT09M22.00S,2023-04-05T02:18:38.3Z,1,REGULAR,foul,personal,[],201142,,,1610612759,10,5,2023-04-05T02:19:01Z,410000,False,,,0,,K. Durant personal FOUL (1 PF),"[201142, 1630572]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,1830.0,1.0,0.0,Mamukelashvili,1630572.0,,,,,,,,,,,,,,,
43,PT09M14.00S,2023-04-05T02:18:57.6Z,1,REGULAR,3pt,Jump Shot,[],1630572,29.517082785808146,72.30392156862744,1610612759,10,5,2023-04-05T02:19:13Z,430000,False,-112.0,225.0,1,left,MISS S. Mamukelashvili 25' 3PT,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.11,,,,,,,,,,,,
44,PT09M10.00S,2023-04-05T02:19:01.0Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,10,5,2023-04-05T02:19:01Z,440000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,
45,PT08M52.00S,2023-04-05T02:19:19.6Z,1,REGULAR,3pt,Jump Shot,[],101108,65.52233902759527,52.20588235294118,1610612756,13,5,2023-04-05T02:19:23Z,450000,False,11.0,272.0,1,right,C. Paul 27' 3PT  (3 PTS) (D. Booker 2 AST),"[101108, 1626164]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,27.18,D. Booker,1626164.0,2.0,,,,,,,,,
47,PT08M29.00S,2023-04-05T02:19:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,7.966491458607096,59.80392156862745,1610612759,13,5,2023-04-05T02:19:47Z,470000,False,-49.0,22.0,1,left,MISS T. Jones driving Layup,[1630200],1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.39,,,,,,,,,,,,
48,PT08M25.00S,2023-04-05T02:19:45.5Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,13,5,2023-04-05T02:19:47Z,480000,False,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,47.0,2.0,2.0,0.0,,,,,
49,PT08M20.00S,2023-04-05T02:19:51.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629028,89.17542706964521,47.05882352941176,1610612756,15,5,2023-04-05T02:21:07Z,490000,False,-15.0,49.0,1,right,D. Ayton running DUNK (4 PTS) (K. Durant 1 AST),"[1629028, 201142]",1610612756.0,PHX,running,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,5.14,K. Durant,201142.0,1.0,,,,,,,,,
51,PT08M11.00S,2023-04-05T02:20:00.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,7.178055190538765,57.35294117647059,1610612759,15,7,2023-04-05T02:21:33Z,510000,False,-37.0,15.0,1,left,M. Branham cutting Layup (4 PTS) (T. Jones 1 AST),"[1631103, 1630200]",1610612759.0,SAS,cutting,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,3.97,T. Jones,1630200.0,1.0,,,,,,,,,
53,PT07M56.00S,2023-04-05T02:20:17.6Z,1,REGULAR,foul,personal,['2freethrow'],1630572,,,1610612756,15,7,2023-04-05T02:20:23Z,530000,False,,,0,,S. Mamukelashvili shooting personal FOUL (1 PF) (Booker 2 FT),"[1630572, 1626164]",1610612759.0,SAS,shooting,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,1830.0,1.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,
55,PT07M56.00S,2023-04-05T02:20:44.4Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,16,7,2023-04-05T02:20:44Z,550000,False,,,0,,D. Booker Free Throw 1 of 2 (5 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
56,PT07M56.00S,2023-04-05T02:20:45.1Z,1,REGULAR,substitution,out,[],1628966,,,1610612756,16,7,2023-04-05T02:20:56Z,560000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M56.00S,2023-04-05T02:20:45.1Z,1,REGULAR,substitution,out,[],1628984,,,1610612756,16,7,2023-04-05T02:20:56Z,570000,False,,,0,,SUB out: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M56.00S,2023-04-05T02:20:45.1Z,1,REGULAR,substitution,in,[],1630577,,,1610612756,16,7,2023-04-05T02:20:56Z,580000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M56.00S,2023-04-05T02:20:45.1Z,1,REGULAR,substitution,in,[],1631230,,,1610612756,16,7,2023-04-05T02:20:56Z,590000,False,,,0,,SUB in: D. Barlow,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M56.00S,2023-04-05T02:21:05.3Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,17,7,2023-04-05T02:21:05Z,600000,False,,,0,,D. Booker Free Throw 2 of 2 (6 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
61,PT07M42.00S,2023-04-05T02:21:21.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,10.463206307490145,43.872549019607845,1610612759,17,7,2023-04-05T02:21:28Z,610000,False,31.0,46.0,1,left,MISS M. Branham driving finger roll Layup,[1631103],1610612759.0,SAS,driving finger roll,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.52,,,,,,,,,,,,
62,PT07M41.00S,2023-04-05T02:21:22.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,17,7,2023-04-05T02:21:28Z,620000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,61.0,,,,,,,,
63,PT07M41.00S,2023-04-05T02:21:25.6Z,1,REGULAR,foul,personal,[],1626164,,,1610612759,17,7,2023-04-05T02:21:36Z,630000,False,,,0,,D. Booker loose ball personal FOUL (1 PF),"[1626164, 1631230]",1610612756.0,PHX,loose ball,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,1626302.0,1.0,0.0,Barlow,1631230.0,,,,,,,,,,,,,,,
65,PT07M34.00S,2023-04-05T02:21:49.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630200,15.456636005256241,38.48039215686275,1610612759,17,9,2023-04-05T02:21:54Z,650000,False,58.0,93.0,1,left,T. Jones 10' driving floating Jump Shot (2 PTS),[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,2.0,10.92,,,,,,,,,,,,
66,PT07M18.00S,2023-04-05T02:22:05.6Z,1,REGULAR,3pt,Jump Shot,[],201142,70.51576872536137,20.098039215686274,1610612756,17,9,2023-04-05T02:22:10Z,660000,False,-150.0,225.0,1,right,MISS K. Durant 26' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.99,,,,,,,,,,,,
67,PT07M15.00S,2023-04-05T02:22:08.6Z,1,REGULAR,rebound,offensive,[],1629006,,,1610612756,17,9,2023-04-05T02:22:10Z,670000,False,,,0,,J. Okogie REBOUND (Off:1 Def:0),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,66.0,1.0,0.0,1.0,,,,,
68,PT07M13.00S,2023-04-05T02:22:10.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],101108,66.96780551905388,40.931372549019606,1610612756,20,9,2023-04-05T02:22:14Z,680000,False,-45.0,258.0,1,right,C. Paul 26' 3PT  (6 PTS) (J. Okogie 1 AST),"[101108, 1629006]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,,,,,,Made,6.0,26.19,J. Okogie,1629006.0,1.0,,,,,,,,,
70,PT07M02.00S,2023-04-05T02:22:21.7Z,1,REGULAR,3pt,Jump Shot,[],1630577,31.61957950065703,35.78431372549019,1610612759,20,12,2023-04-05T02:22:26Z,700000,False,71.0,245.0,1,left,J. Champagnie 25' 3PT  (3 PTS) (T. Jones 2 AST),"[1630577, 1630200]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,25.48,T. Jones,1630200.0,2.0,,,,,,,,,
72,PT06M48.00S,2023-04-05T02:22:35.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,90.22667542706965,48.28431372549019,1610612756,20,12,2023-04-05T02:22:40Z,720000,False,-9.0,39.0,1,right,MISS D. Ayton cutting Layup - blocked,"[1629028, 1631230]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,Missed,,4.03,,,,,,,,,,,Barlow,1631230.0
73,PT06M48.00S,2023-04-05T02:22:35.8Z,1,REGULAR,block,,[],1631230,,,1610612756,20,12,2023-04-05T02:22:38Z,730000,False,,,0,,D. Barlow BLOCK (1 BLK),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
74,PT06M44.00S,2023-04-05T02:22:39.8Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,20,12,2023-04-05T02:22:40Z,740000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,72.0,1.0,1.0,0.0,,,,,
75,PT06M42.00S,2023-04-05T02:22:41.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631103,6.521024967148489,49.01960784313725,1610612759,20,14,2023-04-05T02:25:04Z,750000,False,5.0,9.0,1,left,M. Branham running Layup (6 PTS) (T. Jones 3 AST),"[1631103, 1630200]",1610612759.0,SAS,running,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,1.01,T. Jones,1630200.0,3.0,,,,,,,,,
77,PT06M28.00S,2023-04-05T02:22:55.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,80.76544021024968,39.46078431372549,1610612756,22,14,2023-04-05T02:26:43Z,770000,False,-53.0,128.0,1,right,K. Durant 13' pullup Jump Shot (6 PTS) (D. Booker 3 AST),"[201142, 1626164]",1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,6.0,13.87,D. Booker,1626164.0,3.0,,,,,,,,,
79,PT06M16.00S,2023-04-05T02:23:08.4Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612759,22,14,2023-04-05T02:23:12Z,790000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 101108]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1.0,Paul,101108.0,,
80,PT06M16.00S,2023-04-05T02:23:08.4Z,1,REGULAR,steal,,[],101108,,,1610612756,22,14,2023-04-05T02:44:43Z,800000,False,,,0,,C. Paul STEAL (1 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
81,PT06M07.00S,2023-04-05T02:23:16.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626164,85.3646517739816,47.30392156862745,1610612756,22,14,2023-04-05T02:27:43Z,810000,False,-13.0,85.0,1,right,MISS D. Booker 8' driving floating Shot,[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,8.62,,,,,,,,,,,,
82,PT06M05.00S,2023-04-05T02:23:18.5Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,22,14,2023-04-05T02:23:18Z,820000,False,,,0,,D. Ayton REBOUND (Off:1 Def:0),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,81.0,1.0,0.0,1.0,,,,,
83,PT06M04.00S,2023-04-05T02:23:19.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629028,92.06636005256242,49.26470588235294,1610612756,24,14,2023-04-05T02:27:53Z,830000,False,-4.0,22.0,1,right,D. Ayton turnaround Hook (6 PTS),[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,2.24,,,,,,,,,,,,
84,PT05M49.00S,2023-04-05T02:23:36.4Z,1,REGULAR,turnover,out-of-bounds,[],1630572,,,1610612759,24,14,2023-04-05T02:23:45Z,840000,False,,,0,,S. Mamukelashvili bad pass out-of-bounds TURNOVER (2 TO),[1630572],1610612759.0,SAS,bad pass,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,1830.0,,,,,,,,,,,,,,,2.0,,,,
85,PT05M44.00S,2023-04-05T02:23:44.2Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,24,14,2023-04-05T02:45:03Z,850000,False,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 1631103]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Branham,1631103.0,,
86,PT05M44.00S,2023-04-05T02:23:44.2Z,1,REGULAR,steal,,[],1631103,,,1610612759,24,14,2023-04-05T02:23:47Z,860000,False,,,0,,M. Branham STEAL (1 STL),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
87,PT05M37.00S,2023-04-05T02:23:50.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630200,9.017739816031538,57.35294117647059,1610612759,24,14,2023-04-05T02:28:50Z,870000,False,-37.0,32.0,1,left,MISS T. Jones running Layup,[1630200],1610612759.0,SAS,running,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,4.9,,,,,,,,,,,,
88,PT05M34.00S,2023-04-05T02:23:54.0Z,1,REGULAR,rebound,offensive,[],1631230,,,1610612759,24,14,2023-04-05T02:23:54Z,880000,False,,,0,,D. Barlow REBOUND (Off:1 Def:0),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,87.0,1.0,0.0,1.0,,,,,
