actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M45.00S,2022-12-03T02:11:55.7Z,1,REGULAR,2pt,Jump Shot,[],1626164,86.67871222076215,23.03921568627451,1610612756,5,2,2022-12-03T02:11:59Z,170000,False,-135.0,73.0,1,right,D. Booker 15' pullup Jump Shot (2 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,15.32,Made,2.0,,,,,,,,,,,,,,,,,
18,PT10M30.00S,2022-12-03T02:12:10.3Z,1,REGULAR,2pt,Jump Shot,[],1630224,13.485545335085414,20.098039215686274,1610612745,5,2,2022-12-03T02:12:15Z,180000,False,150.0,74.0,1,left,MISS J. Green 16' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Right,16.69,Missed,,,,,,,,,,,,,,,,,,
19,PT10M28.00S,2022-12-03T02:12:12.3Z,1,REGULAR,rebound,defensive,[],203967,,,1610612756,5,2,2022-12-03T02:12:15Z,190000,False,,,0,,D. Saric REBOUND (Off:0 Def:1),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,Mid-Range,16-24 Right,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
20,PT10M23.00S,2022-12-03T02:12:17.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,68.9388961892247,18.872549019607842,1610612756,8,2,2022-12-03T02:14:42Z,200000,False,-156.0,239.0,1,right,D. Booker 28' 3PT running pullup (5 PTS),[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,28.56,Made,5.0,,,,,,,,,,,,,,,,,
21,PT09M54.00S,2022-12-03T02:12:46.1Z,1,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,8,2,2022-12-03T02:12:54Z,210000,False,,,0,,A. Sengun bad pass out-of-bounds TURNOVER (1 TO),[1630578],1610612745.0,HOU,bad pass,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,,,2005.0,,,,,,
22,PT09M41.00S,2022-12-03T02:13:08.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628969,92.06636005256242,47.794117647058826,1610612756,10,2,2022-12-03T02:13:13Z,220000,False,-11.0,22.0,1,right,M. Bridges driving finger roll Layup (5 PTS) (D. Booker 1 AST),"[1628969, 1626164]",1610612756.0,PHX,driving finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.47,Made,5.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
23,PT09M29.00S,2022-12-03T02:13:19.7Z,1,REGULAR,turnover,bad pass,[],1629645,,,1610612745,10,2,2022-12-03T02:30:39Z,230000,False,,,0,,K. Porter Jr. bad pass TURNOVER (1 TO),"[1629645, 1626166]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Payne,1626166.0,,,,,,,
24,PT09M29.00S,2022-12-03T02:13:19.7Z,1,REGULAR,steal,,[],1626166,,,1610612756,10,2,2022-12-03T02:13:21Z,240000,False,,,0,,C. Payne STEAL (1 STL),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT09M25.00S,2022-12-03T02:13:23.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626164,94.1688567674113,50.73529411764706,1610612756,12,2,2022-12-03T02:13:32Z,250000,False,4.0,2.0,1,right,D. Booker running Layup (7 PTS) (C. Payne 2 AST),"[1626164, 1626166]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,0.44,Made,7.0,C. Payne,1626166.0,2.0,,,,,,,,,,,,,,
27,PT09M25.00S,2022-12-03T02:13:27.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,12,2,2022-12-03T02:13:27Z,270000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M11.00S,2022-12-03T02:16:27.4Z,1,REGULAR,3pt,Jump Shot,[],1629645,26.888961892247043,17.15686274509804,1610612745,12,2,2022-12-03T02:16:35Z,280000,False,164.0,200.0,1,left,MISS K. Porter Jr. 25' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.9,Missed,,,,,,,,,,,,,,,,,,
29,PT09M09.00S,2022-12-03T02:16:29.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,12,2,2022-12-03T02:16:35Z,290000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,28.0,,,,,,,,,,,,,
32,PT09M02.00S,2022-12-03T02:16:48.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630224,9.280551905387648,60.29411764705882,1610612745,12,2,2022-12-03T02:16:53Z,310000,False,-51.0,35.0,1,left,MISS J. Green 6' driving Layup - blocked,"[1630224, 203967]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,6.21,Missed,,,,,,,,,,,,,Saric,203967.0,,,,
33,PT09M02.00S,2022-12-03T02:16:48.5Z,1,REGULAR,block,,[],203967,,,1610612745,12,2,2022-12-03T02:16:50Z,320000,False,,,0,,D. Saric BLOCK (1 BLK),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
34,PT08M59.00S,2022-12-03T02:16:51.5Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,12,2,2022-12-03T02:16:53Z,330000,False,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,32.0,1.0,0.0,1.0,,,,,,,,,,
35,PT08M58.00S,2022-12-03T02:16:51.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,7.5722733245729295,51.470588235294116,1610612745,12,4,2022-12-03T02:16:56Z,340000,False,-7.0,19.0,1,left,A. Sengun putback Layup (2 PTS),[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.01,Made,2.0,,,,,,,,,,,,,,,,,
36,PT08M40.00S,2022-12-03T02:17:09.6Z,1,REGULAR,3pt,Jump Shot,[],203967,73.80091984231275,12.990196078431374,1610612756,12,4,2022-12-03T02:17:14Z,350000,False,-185.0,194.0,1,right,MISS D. Saric 26' 3PT,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Left Center,26.79,Missed,,,,,,,,,,,,,,,,,,
37,PT08M37.00S,2022-12-03T02:17:12.6Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,12,4,2022-12-03T02:17:14Z,360000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,
38,PT08M31.00S,2022-12-03T02:17:18.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631095,31.225361366622867,31.372549019607842,1610612745,12,7,2022-12-03T02:19:20Z,370000,False,93.0,241.0,1,left,J. Smith Jr. 25' 3PT running pullup (3 PTS),[1631095],1610612745.0,HOU,running pullup,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.84,Made,3.0,,,,,,,,,,,,,,,,,
39,PT08M17.00S,2022-12-03T02:17:32.1Z,1,REGULAR,3pt,Jump Shot,[],1628969,93.24901445466492,96.07843137254902,1610612756,15,7,2022-12-03T02:17:36Z,380000,False,230.0,11.0,1,right,M. Bridges 3PT  (8 PTS) (D. Booker 2 AST),"[1628969, 1626164]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.07,Made,8.0,D. Booker,1626164.0,2.0,,,,,,,,,,,,,,
41,PT07M54.00S,2022-12-03T02:17:56.7Z,1,REGULAR,3pt,Jump Shot,[],1630224,26.363337713534822,14.705882352941178,1610612745,15,7,2022-12-03T02:18:01Z,400000,False,176.0,195.0,1,left,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.32,Missed,,,,,,,,,,,,,,,,,,
42,PT07M51.00S,2022-12-03T02:17:59.7Z,1,REGULAR,rebound,offensive,[],1629645,,,1610612745,15,7,2022-12-03T02:18:01Z,410000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:0),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,41.0,1.0,0.0,1.0,,,,,,,,,,
43,PT07M41.00S,2022-12-03T02:18:09.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630578,10.726018396846255,50.0,1610612745,15,9,2022-12-03T02:20:56Z,420000,False,0.0,48.0,1,left,A. Sengun driving Hook (4 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,4.83,Made,4.0,,,,,,,,,,,,,,,,,
44,PT07M25.00S,2022-12-03T02:18:24.8Z,1,REGULAR,3pt,Jump Shot,[],1628969,66.96780551905388,62.5,1610612756,15,9,2022-12-03T02:18:29Z,430000,False,62.0,258.0,1,right,MISS M. Bridges 26' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,26.55,Missed,,,,,,,,,,,,,,,,,,
45,PT07M22.00S,2022-12-03T02:18:27.8Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,15,9,2022-12-03T02:18:29Z,440000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,,,,,44.0,2.0,1.0,1.0,,,,,,,,,,
46,PT07M14.00S,2022-12-03T02:18:37.6Z,1,REGULAR,turnover,out-of-bounds,[],1630224,,,1610612745,15,9,2022-12-03T02:18:43Z,450000,False,,,0,,J. Green bad pass out-of-bounds TURNOVER (1 TO),[1630224],1610612745.0,HOU,bad pass,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,,,2005.0,,,,,,
47,PT07M04.00S,2022-12-03T02:18:57.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,85.3646517739816,26.96078431372549,1610612756,17,9,2022-12-03T02:19:02Z,460000,False,-115.0,85.0,1,right,D. Booker 14' step back Jump Shot (9 PTS),[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,14.32,Made,9.0,,,,,,,,,,,,,,,,,
48,PT06M54.00S,2022-12-03T02:19:09.5Z,1,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612745,17,9,2022-12-03T02:19:33Z,470000,False,,,0,,D. Ayton shooting personal FOUL (1 PF) (Green 2 FT),"[1629028, 1630224]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2005.0,,,1.0,0.0,Green,1630224.0
50,PT06M54.00S,2022-12-03T02:19:34.0Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,17,10,2022-12-03T02:19:34Z,490000,False,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
51,PT06M54.00S,2022-12-03T02:19:46.1Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,17,11,2022-12-03T02:19:46Z,500000,False,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
52,PT06M41.00S,2022-12-03T02:20:01.0Z,1,REGULAR,3pt,Jump Shot,[],1628969,93.24901445466492,95.83333333333334,1610612756,17,11,2022-12-03T02:20:04Z,510000,False,229.0,11.0,1,right,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
53,PT06M40.00S,2022-12-03T02:20:02.0Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,17,11,2022-12-03T02:20:04Z,520000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,,,,52.0,2.0,2.0,0.0,,,,,,,,,,
54,PT06M35.00S,2022-12-03T02:20:08.0Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1631095,18.2161629434954,21.813725490196077,1610612745,17,11,2022-12-03T02:22:25Z,530000,False,141.0,119.0,1,left,MISS J. Smith Jr. 18' running pullup Shot,[1631095],1610612745.0,HOU,running pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right Center,18.42,Missed,,,,,,,,,,,,,,,,,,
55,PT06M32.00S,2022-12-03T02:20:11.0Z,1,REGULAR,rebound,defensive,[],203967,,,1610612756,17,11,2022-12-03T02:20:12Z,540000,False,,,0,,D. Saric REBOUND (Off:0 Def:2),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,Mid-Range,16-24 Right Center,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,
56,PT06M22.00S,2022-12-03T02:20:20.0Z,1,REGULAR,turnover,bad pass,[],203967,,,1610612756,17,11,2022-12-03T02:20:24Z,550000,False,,,0,,D. Saric bad pass TURNOVER (1 TO),"[203967, 1631095]",1610612756.0,PHX,,,,Saric,D. Saric,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Smith Jr.,1631095.0,,,,,,,
57,PT06M22.00S,2022-12-03T02:20:20.0Z,1,REGULAR,steal,,[],1631095,,,1610612745,17,11,2022-12-03T02:20:21Z,560000,False,,,0,,J. Smith Jr. STEAL (1 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT06M19.00S,2022-12-03T02:20:24.5Z,1,REGULAR,turnover,out-of-bounds,[],1629645,,,1610612745,17,11,2022-12-03T02:20:31Z,570000,False,,,0,,K. Porter Jr. bad pass out-of-bounds TURNOVER (2 TO),[1629645],1610612745.0,HOU,bad pass,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2.0,,,1148.0,,,,,,
59,PT06M06.00S,2022-12-03T02:20:45.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628969,77.61169513797634,6.127450980392156,1610612756,17,11,2022-12-03T02:20:48Z,580000,False,-219.0,158.0,1,right,MISS M. Bridges 27' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,27.04,Missed,,,,,,,,,,,,,,,,,,
60,PT06M04.00S,2022-12-03T02:20:47.1Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,17,11,2022-12-03T02:20:48Z,590000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,
61,PT05M44.00S,2022-12-03T02:21:09.4Z,1,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612745,17,11,2022-12-03T02:21:16Z,600000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1628969, 1629645]",1610612756.0,PHX,shooting,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1628482.0,,,1.0,0.0,Porter Jr.,1629645.0
63,PT05M44.00S,2022-12-03T02:21:37.5Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,17,12,2022-12-03T02:21:37Z,620000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (1 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
64,PT05M44.00S,2022-12-03T02:21:38.2Z,1,REGULAR,substitution,out,[],201569,,,1610612745,17,12,2022-12-03T02:21:42Z,630000,False,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M44.00S,2022-12-03T02:21:38.2Z,1,REGULAR,substitution,in,[],1630231,,,1610612745,17,12,2022-12-03T02:21:42Z,640000,False,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M44.00S,2022-12-03T02:21:55.9Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,17,13,2022-12-03T02:21:55Z,650000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (2 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
67,PT05M35.00S,2022-12-03T02:22:08.7Z,1,REGULAR,foul,personal,['2freethrow'],1629645,,,1610612756,17,13,2022-12-03T02:22:12Z,660000,False,,,0,,K. Porter Jr. shooting personal FOUL (1 PF) (Booker 2 FT),"[1629645, 1626164]",1610612745.0,HOU,shooting,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1148.0,,,1.0,0.0,Booker,1626164.0
69,PT05M35.00S,2022-12-03T02:22:35.6Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,18,13,2022-12-03T02:22:35Z,680000,False,,,0,,D. Booker Free Throw 1 of 2 (10 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
70,PT05M35.00S,2022-12-03T02:22:50.2Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,19,13,2022-12-03T02:22:50Z,690000,False,,,0,,D. Booker Free Throw 2 of 2 (11 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
71,PT05M18.00S,2022-12-03T02:23:11.1Z,1,REGULAR,foul,personal,[],1626166,,,1610612745,19,13,2022-12-03T02:23:20Z,700000,False,,,0,,C. Payne personal FOUL (1 PF),"[1626166, 1631095]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1148.0,,,1.0,0.0,Smith Jr.,1631095.0
73,PT05M07.00S,2022-12-03T02:23:37.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630231,7.966491458607096,52.20588235294118,1610612745,19,13,2022-12-03T02:23:53Z,720000,False,-11.0,22.0,1,left,MISS K. Martin Jr. driving Hook,[1630231],1610612745.0,HOU,driving,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,2.5,Missed,,,,,,,,,,,,,,,,,,
74,PT05M04.00S,2022-12-03T02:23:40.5Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,19,13,2022-12-03T02:23:43Z,730000,False,,,0,,A. Sengun REBOUND (Off:2 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,73.0,3.0,1.0,2.0,,,,,,,,,,
75,PT05M04.00S,2022-12-03T02:23:40.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630578,5.590000152587891,50.0,1610612745,19,15,2022-12-03T02:23:40Z,740000,False,0.0,0.0,1,left,A. Sengun tip DUNK (6 PTS),[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,0.0,Made,6.0,,,,,,,,,,,,,,,,,
76,PT04M48.00S,2022-12-03T02:23:56.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,88.78120893561103,55.14705882352941,1610612756,19,15,2022-12-03T02:24:05Z,750000,False,26.0,53.0,1,right,MISS D. Ayton turnaround Shot - blocked,"[1629028, 1631095]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,5.89,Missed,,,,,,,,,,,,,Smith Jr.,1631095.0,,,,
77,PT04M48.00S,2022-12-03T02:23:56.4Z,1,REGULAR,block,,[],1631095,,,1610612756,19,15,2022-12-03T02:23:59Z,760000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
78,PT04M45.00S,2022-12-03T02:23:59.4Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,19,15,2022-12-03T02:24:05Z,770000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,76.0,3.0,3.0,0.0,,,,,,,,,,
79,PT04M34.00S,2022-12-03T02:24:09.9Z,1,REGULAR,2pt,Jump Shot,[],1631095,5.995400788436268,20.588235294117645,1610612745,19,17,2022-12-03T02:25:57Z,780000,False,147.0,4.0,1,left,J. Smith Jr. 14' fadeaway Jump Shot (5 PTS) (A. Sengun 1 AST),"[1631095, 1630578]",1610612745.0,HOU,fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Right,14.72,Made,5.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
