actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
439,PT00M34.50S,2023-04-07T03:41:04.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1626164,,,1610612756,86,84,2023-04-07T03:41:04Z,4290000,False,,,0,,D. Booker Free Throw 1 of 2 (12 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,,,,,12.0,,,,,,,
440,PT00M34.50S,2023-04-07T03:41:18.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1626164,,,1610612756,87,84,2023-04-07T03:41:18Z,4300000,False,,,0,,D. Booker Free Throw 2 of 2 (13 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,,,,,13.0,,,,,,,
441,PT00M18.60S,2023-04-07T03:41:37.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202397,93.38042049934296,50.73529411764706,1610612743,87,86,2023-04-07T03:41:43Z,4310000,False,4.0,10.0,1,right,I. Smith driving finger roll Layup (9 PTS),[202397],1610612743.0,DEN,driving finger roll,,,Smith,I. Smith,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,,,,9.0,,,,,,,
443,PT00M00.60S,2023-04-07T03:42:02.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630192,,,1610612756,87,86,2023-04-07T03:42:14Z,4330000,False,,,0,,Z. Nnaji shooting personal FOUL (2 PF) (Biyombo 2 FT),"[1630192, 202687]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,1626300.0,,,,,2.0,0.0,Biyombo,202687.0,,,,,,,,
445,PT00M00.60S,2023-04-07T03:42:27.8Z,3,REGULAR,freethrow,1 of 2,[],202687,,,1610612756,88,86,2023-04-07T03:42:27Z,4350000,False,,,0,,B. Biyombo Free Throw 1 of 2 (3 PTS),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
446,PT00M00.60S,2023-04-07T03:42:46.8Z,3,REGULAR,freethrow,2 of 2,[],202687,,,1610612756,89,86,2023-04-07T03:42:46Z,4360000,False,,,0,,B. Biyombo Free Throw 2 of 2 (4 PTS),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,Made,,,,,,,,,,,4.0,,,,,,,
447,PT00M00.00S,2023-04-07T03:42:54.7Z,3,REGULAR,period,end,[],0,,,1610612743,89,86,2023-04-07T03:42:54Z,4370000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT12M00.00S,2023-04-07T03:44:26.8Z,4,REGULAR,substitution,out,['startperiod'],1629013,,,1610612743,89,86,2023-04-07T03:46:19Z,4380000,False,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT12M00.00S,2023-04-07T03:44:26.8Z,4,REGULAR,substitution,out,['startperiod'],1631128,,,1610612743,89,86,2023-04-07T03:46:19Z,4390000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT12M00.00S,2023-04-07T03:44:26.8Z,4,REGULAR,substitution,in,['startperiod'],201142,,,1610612743,89,86,2023-04-07T03:46:19Z,4400000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT12M00.00S,2023-04-07T03:44:26.8Z,4,REGULAR,substitution,in,['startperiod'],1628971,,,1610612743,89,86,2023-04-07T03:46:19Z,4410000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT12M00.00S,2023-04-07T03:44:26.8Z,4,REGULAR,substitution,out,['startperiod'],1626164,,,1610612743,89,86,2023-04-07T03:48:25Z,4415000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2023-04-07T03:44:26.8Z,4,REGULAR,substitution,in,['startperiod'],101108,,,1610612743,89,86,2023-04-07T03:48:25Z,4417500,False,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT12M00.00S,2023-04-07T03:46:33.4Z,4,REGULAR,period,start,[],0,,,1610612743,89,86,2023-04-07T03:46:33Z,4420000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT11M46.00S,2023-04-07T03:46:46.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,80.23981603153744,63.970588235294116,1610612743,89,88,2023-04-07T03:47:27Z,4430000,False,70.0,133.0,1,right,I. Smith 15' pullup Jump Shot (11 PTS),[202397],1610612743.0,DEN,pullup,,,Smith,I. Smith,,,,,In The Paint (Non-RA),8-16 Center,15.04,Made,,,,,,,,,,,11.0,,,,,,,
454,PT11M23.00S,2023-04-07T03:47:09.4Z,4,REGULAR,2pt,Jump Shot,[],201142,2.1846254927726676,74.50980392156863,1610612756,89,88,2023-04-07T03:47:14Z,4440000,False,-123.0,-32.0,1,left,MISS K. Durant 12' fadeaway Shot,[201142],1610612756.0,PHX,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,12.66,Missed,,,,,,,,,,,,,,,,,,
455,PT11M19.00S,2023-04-07T03:47:13.4Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612743,89,88,2023-04-07T03:47:14Z,4450000,False,,,0,,B. Brown REBOUND (Off:2 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,8-16 Left,,,454.0,,,4.0,2.0,2.0,,,,,,,,,,,,
456,PT11M01.00S,2023-04-07T03:47:31.0Z,4,REGULAR,3pt,Jump Shot,[],201145,76.16622864651774,89.4607843137255,1610612743,89,91,2023-04-07T03:48:36Z,4460000,False,197.0,172.0,1,right,J. Green 26' 3PT pullup (14 PTS),[201145],1610612743.0,DEN,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.14,Made,,,,,,,,,,,14.0,,,,,,,
459,PT10M32.00S,2023-04-07T03:48:00.4Z,4,REGULAR,2pt,Jump Shot,[],101108,25.18068331143233,42.64705882352941,1610612756,91,91,2023-04-07T03:48:17Z,4490000,False,37.0,184.0,1,left,C. Paul 18' pullup Jump Shot (17 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Mid-Range,16-24 Center,18.78,Made,,,,,,,,,,,17.0,,,,,,,
460,PT10M16.00S,2023-04-07T03:48:16.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,94.69448094612353,48.03921568627451,1610612743,91,93,2023-04-07T03:49:10Z,4500000,False,-10.0,-3.0,1,right,Z. Nnaji cutting Layup (4 PTS) (I. Smith 4 AST),"[1630192, 202397]",1610612743.0,DEN,cutting,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,,,,,4.0,,,I. Smith,202397.0,4.0,,
464,PT09M59.00S,2023-04-07T03:48:34.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628470,11.038107752956634,51.838235294117645,1610612756,93,93,2023-04-07T03:51:21Z,4520000,False,-9.0,51.0,1,left,T. Craig fadeaway Jump Shot (9 PTS) (K. Durant 4 AST),"[1628470, 201142]",1610612756.0,PHX,fadeaway,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,5.21,Made,,,,,,,,,,,9.0,,,K. Durant,201142.0,4.0,,
466,PT09M42.00S,2023-04-07T03:48:49.6Z,4,REGULAR,3pt,Jump Shot,[],201145,82.34231274638634,4.411764705882353,1610612743,93,93,2023-04-07T03:48:54Z,4540000,False,-228.0,113.0,1,right,MISS J. Green 25' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
467,PT09M38.00S,2023-04-07T03:48:53.6Z,4,REGULAR,rebound,defensive,[],203082,,,1610612756,93,93,2023-04-07T03:48:54Z,4550000,False,,,0,,T. Ross REBOUND (Off:0 Def:3),[203082],1610612756.0,PHX,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Left Center,,,466.0,,,3.0,3.0,0.0,,,,,,,,,,,,
468,PT09M29.00S,2023-04-07T03:49:03.1Z,4,REGULAR,3pt,Jump Shot,[],101108,16.113666228646515,95.83333333333334,1610612756,93,93,2023-04-07T03:52:17Z,4560000,False,-229.0,99.0,1,left,MISS C. Paul 24' pullup 3PT,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,24.97,Missed,,,,,,,,,,,,,,,,,,
469,PT09M25.00S,2023-04-07T03:49:07.1Z,4,REGULAR,rebound,defensive,[],1628427,,,1610612743,93,93,2023-04-07T03:49:08Z,4570000,False,,,0,,V. Cancar REBOUND (Off:0 Def:2),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Above the Break 3,24+ Left Center,,,468.0,,,2.0,2.0,0.0,,,,,,,,,,,,
470,PT09M20.00S,2023-04-07T03:49:15.6Z,4,REGULAR,foul,offensive,[],1630192,,,1610612743,93,93,2023-04-07T03:49:25Z,4580000,False,,,0,,Z. Nnaji offensive FOUL (3 PF),"[1630192, 203082]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Mid-Range,16-24 Center,,,,202041.0,,,,,3.0,0.0,Ross,203082.0,,,,,,,,
472,PT09M20.00S,2023-04-07T03:49:15.6Z,4,REGULAR,turnover,offensive foul,[],1630192,,,1610612743,93,93,2023-04-07T03:49:15Z,4600000,False,,,0,,Z. Nnaji offensive foul TURNOVER (2 TO),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Mid-Range,16-24 Center,,,,202041.0,2.0,,,,,,,,,,,,,,,
473,PT09M08.00S,2023-04-07T03:49:48.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203082,4.944152431011826,96.56862745098039,1610612756,93,93,2023-04-07T03:54:48Z,4610000,False,-233.0,-6.0,1,left,MISS T. Ross turnaround fadeaway 3PT - blocked,"[203082, 1628427]",1610612756.0,PHX,turnaround fadeaway,,,Ross,T. Ross,,,,,Left Corner 3,24+ Left,23.29,Missed,,,,,,,,,,,,,,,,,Cancar,1628427.0
475,PT09M08.00S,2023-04-07T03:49:48.3Z,4,REGULAR,block,,[],1628427,,,1610612756,93,93,2023-04-07T03:49:58Z,4615000,False,,,0,,V. Cancar BLOCK (2 BLK),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
474,PT09M03.00S,2023-04-07T03:49:53.3Z,4,REGULAR,rebound,defensive,[],1628427,,,1610612743,93,93,2023-04-07T03:49:58Z,4620000,False,,,0,,V. Cancar REBOUND (Off:0 Def:3),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Left Corner 3,24+ Left,,,473.0,,,3.0,3.0,0.0,,,,,,,,,,,,
477,PT09M01.00S,2023-04-07T03:50:05.8Z,4,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",1628971,93.03547963206307,58.14950980392157,1610612743,93,95,2023-04-07T03:55:43Z,4640000,False,41.0,13.0,1,right,B. Brown driving bank Hook (22 PTS),[1628971],1610612743.0,DEN,driving bank,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,4.27,Made,,,,,,,,,,,22.0,,,,,,,
478,PT09M01.00S,2023-04-07T03:50:09.2Z,4,REGULAR,foul,personal,['1freethrow'],202687,,,1610612743,93,95,2023-04-07T03:50:15Z,4650000,False,,,0,,B. Biyombo shooting personal FOUL (1 PF) (Brown 1 FT),"[202687, 1628971]",1610612756.0,PHX,shooting,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,203591.0,,,,,1.0,0.0,Brown,1628971.0,,,,,,,,
480,PT09M01.00S,2023-04-07T03:50:21.2Z,4,REGULAR,freethrow,1 of 1,[],1628971,,,1610612743,93,96,2023-04-07T03:50:21Z,4670000,False,,,0,,B. Brown Free Throw 1 of 1 (23 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Made,,,,,,,,,,,23.0,,,,,,,
481,PT08M46.00S,2023-04-07T03:50:38.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202687,6.389618922470433,48.77450980392157,1610612756,93,96,2023-04-07T03:50:42Z,4680000,False,6.0,8.0,1,left,MISS B. Biyombo Hook,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,0.97,Missed,,,,,,,,,,,,,,,,,,
482,PT08M44.00S,2023-04-07T03:50:39.9Z,4,REGULAR,rebound,offensive,[],202687,,,1610612756,93,96,2023-04-07T03:50:39Z,4690000,False,,,0,,B. Biyombo REBOUND (Off:2 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,481.0,,,3.0,1.0,2.0,,,,,,,,,,,,
483,PT08M43.00S,2023-04-07T03:50:40.9Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202687,11.432325886990796,41.64368872549019,1610612756,93,96,2023-04-07T03:57:13Z,4700000,False,42.0,55.0,1,left,MISS B. Biyombo 6' bank Hook,[202687],1610612756.0,PHX,bank,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,6.91,Missed,,,,,,,,,,,,,,,,,,
484,PT08M43.00S,2023-04-07T03:50:40.9Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,93,96,2023-04-07T03:50:45Z,4710000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Mid-Range,16-24 Right Center,,,483.0,,,1.0,1.0,0.0,,,,,,,,,,,,
485,PT08M34.00S,2023-04-07T03:50:50.8Z,4,REGULAR,3pt,Jump Shot,[],1630192,71.96123521681997,17.647058823529413,1610612743,93,99,2023-04-07T03:50:55Z,4720000,False,-162.0,211.0,1,right,Z. Nnaji 26' 3PT  (7 PTS) (I. Smith 5 AST),"[1630192, 202397]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Left Center,26.6,Made,,,,,,,,,,,7.0,,,I. Smith,202397.0,5.0,,
487,PT08M19.00S,2023-04-07T03:51:07.6Z,4,REGULAR,foul,personal,['2freethrow'],1630192,,,1610612756,93,99,2023-04-07T03:51:13Z,4740000,False,,,0,,Z. Nnaji shooting personal FOUL (4 PF) (Durant 2 FT),"[1630192, 201142]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,203591.0,,,,,4.0,0.0,Durant,201142.0,,,,,,,,
489,PT08M19.00S,2023-04-07T03:51:37.7Z,4,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,94,99,2023-04-07T03:51:37Z,4760000,False,,,0,,K. Durant Free Throw 1 of 2 (18 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,,,,,,,,,,,18.0,,,,,,,
490,PT08M19.00S,2023-04-07T03:51:39.1Z,4,REGULAR,substitution,out,[],202687,,,1610612756,94,99,2023-04-07T03:51:41Z,4770000,False,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT08M19.00S,2023-04-07T03:51:39.1Z,4,REGULAR,substitution,in,[],1629028,,,1610612756,94,99,2023-04-07T03:51:41Z,4780000,False,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT08M19.00S,2023-04-07T03:51:59.2Z,4,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,95,99,2023-04-07T03:51:59Z,4790000,False,,,0,,K. Durant Free Throw 2 of 2 (19 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,,,,,,,,,,,19.0,,,,,,,
493,PT08M02.00S,2023-04-07T03:52:19.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202397,94.03745072273325,51.225490196078425,1610612743,95,99,2023-04-07T03:59:18Z,4800000,False,6.0,4.0,1,right,MISS I. Smith driving Layup,[202397],1610612743.0,DEN,driving,,,Smith,I. Smith,,,,,Restricted Area,0-8 Center,0.7,Missed,,,,,,,,,,,,,,,,,,
494,PT07M58.00S,2023-04-07T03:52:23.3Z,4,REGULAR,rebound,defensive,[],101108,,,1610612756,95,99,2023-04-07T03:52:23Z,4810000,False,,,0,,C. Paul REBOUND (Off:0 Def:5),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,493.0,,,5.0,5.0,0.0,,,,,,,,,,,,
495,PT07M57.00S,2023-04-07T03:52:23.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201142,25.443495400788436,9.313725490196079,1610612756,98,99,2023-04-07T03:52:29Z,4820000,False,203.0,187.0,1,left,K. Durant 27' 3PT running pullup (22 PTS) (C. Paul 1 AST),"[201142, 101108]",1610612756.0,PHX,running pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,27.61,Made,,,,,,,,,,,22.0,,,C. Paul,101108.0,1.0,,
496,PT07M30.00S,2023-04-07T03:52:51.6Z,4,REGULAR,2pt,Jump Shot,[],202397,77.34888304862024,69.6078431372549,1610612743,98,99,2023-04-07T04:00:12Z,4830000,False,98.0,160.0,1,right,MISS I. Smith 18' pullup Shot,[202397],1610612743.0,DEN,pullup,,,Smith,I. Smith,,,,,Mid-Range,16-24 Right Center,18.8,Missed,,,,,,,,,,,,,,,,,,
497,PT07M30.00S,2023-04-07T03:52:51.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,98,99,2023-04-07T03:54:02Z,4840000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,16-24 Right Center,,,496.0,,,,,,,,,,,,,,,,,
498,PT07M30.00S,2023-04-07T03:52:57.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612743,98,99,2023-04-07T03:53:18Z,4850000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
499,PT07M30.00S,2023-04-07T03:53:01.2Z,4,REGULAR,substitution,out,[],203082,,,1610612756,98,99,2023-04-07T03:53:04Z,4860000,False,,,0,,SUB out: T. Ross,[203082],1610612756.0,PHX,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT07M30.00S,2023-04-07T03:53:01.2Z,4,REGULAR,substitution,in,[],1626164,,,1610612756,98,99,2023-04-07T03:53:04Z,4870000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT07M22.00S,2023-04-07T03:53:18.3Z,4,REGULAR,foul,offensive,[],1629028,,,1610612756,98,99,2023-04-07T03:53:32Z,4880000,False,,,0,,D. Ayton offensive FOUL (3 PF),"[1629028, 201145]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,202041.0,,,,,3.0,0.0,Green,201145.0,,,,,,,,
503,PT07M22.00S,2023-04-07T03:53:18.3Z,4,REGULAR,turnover,offensive foul,[],1629028,,,1610612756,98,99,2023-04-07T03:53:18Z,4900000,False,,,0,,D. Ayton offensive foul TURNOVER (1 TO),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,202041.0,1.0,,,,,,,,,,,,,,,
505,PT07M09.00S,2023-04-07T03:53:46.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628427,70.64717477003943,21.323529411764707,1610612743,98,99,2023-04-07T03:54:05Z,4910000,False,-143.0,223.0,1,right,MISS V. Cancar 26' 3PT,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Above the Break 3,24+ Left Center,26.55,Missed,,,,,,,,,,,,,,,,,,
506,PT07M05.00S,2023-04-07T03:53:50.8Z,4,REGULAR,rebound,offensive,[],1630192,,,1610612743,98,99,2023-04-07T03:54:05Z,4920000,False,,,0,,Z. Nnaji REBOUND (Off:1 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Left Center,,,505.0,,,2.0,1.0,1.0,,,,,,,,,,,,
507,PT07M00.00S,2023-04-07T03:53:57.1Z,4,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612743,98,99,2023-04-07T03:54:04Z,4930000,False,,,0,,D. Booker shooting personal FOUL (3 PF) (Brown 2 FT),"[1626164, 1628971]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,1626300.0,,,,,3.0,0.0,Brown,1628971.0,,,,,,,,
509,PT07M00.00S,2023-04-07T03:54:24.9Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628971,,,1610612743,98,100,2023-04-07T03:54:24Z,4950000,False,,,0,,B. Brown Free Throw 1 of 2 (24 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Made,,,,,,,,,,,24.0,,,,,,,
510,PT07M00.00S,2023-04-07T03:54:26.0Z,4,REGULAR,substitution,out,[],1630192,,,1610612743,98,100,2023-04-07T03:54:33Z,4960000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT07M00.00S,2023-04-07T03:54:26.0Z,4,REGULAR,substitution,in,[],201599,,,1610612743,98,100,2023-04-07T03:54:33Z,4970000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT07M00.00S,2023-04-07T03:54:49.1Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628971,,,1610612743,98,101,2023-04-07T03:54:49Z,4980000,False,,,0,,B. Brown Free Throw 2 of 2 (25 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Made,,,,,,,,,,,25.0,,,,,,,
513,PT06M43.00S,2023-04-07T03:55:08.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,20.318659658344284,60.78431372549019,1610612756,100,101,2023-04-07T03:55:14Z,4990000,False,-54.0,138.0,1,left,K. Durant 14' pullup Jump Shot (24 PTS),[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,14.86,Made,,,,,,,,,,,24.0,,,,,,,
514,PT06M30.00S,2023-04-07T03:55:20.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,94.1688567674113,49.26470588235294,1610612743,100,103,2023-04-07T04:02:36Z,5000000,False,-4.0,2.0,1,right,D. Jordan alley-oop DUNK (12 PTS) (I. Smith 6 AST),"[201599, 202397]",1610612743.0,DEN,alley-oop,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,0.44,Made,,,,,,,,,,,12.0,,,I. Smith,202397.0,6.0,,
516,PT06M12.00S,2023-04-07T03:55:39.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,4.944152431011826,50.0,1610612756,102,103,2023-04-07T03:56:20Z,5020000,False,0.0,-6.0,1,left,T. Craig cutting Layup (11 PTS) (D. Booker 8 AST),"[1628470, 1626164]",1610612756.0,PHX,cutting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,0.6,Made,,,,,,,,,,,11.0,,,D. Booker,1626164.0,8.0,,
518,PT06M12.00S,2023-04-07T03:55:45.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,102,103,2023-04-07T03:55:45Z,5040000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT06M12.00S,2023-04-07T03:58:02.8Z,4,REGULAR,substitution,out,[],202397,,,1610612743,102,103,2023-04-07T03:58:50Z,5050000,False,,,0,,SUB out: I. Smith,[202397],1610612743.0,DEN,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT06M12.00S,2023-04-07T03:58:02.8Z,4,REGULAR,substitution,out,[],1628427,,,1610612743,102,103,2023-04-07T03:58:50Z,5060000,False,,,0,,SUB out: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT06M12.00S,2023-04-07T03:58:02.8Z,4,REGULAR,substitution,out,[],201145,,,1610612743,102,103,2023-04-07T03:58:50Z,5070000,False,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT06M12.00S,2023-04-07T03:58:02.8Z,4,REGULAR,substitution,in,[],1631212,,,1610612743,102,103,2023-04-07T03:58:50Z,5080000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT06M12.00S,2023-04-07T03:58:02.8Z,4,REGULAR,substitution,in,[],1631128,,,1610612743,102,103,2023-04-07T03:58:50Z,5090000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT06M12.00S,2023-04-07T03:58:02.8Z,4,REGULAR,substitution,in,[],202704,,,1610612743,102,103,2023-04-07T03:58:50Z,5100000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT05M58.00S,2023-04-07T03:59:22.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,79.71419185282524,45.83333333333333,1610612743,102,103,2023-04-07T03:59:27Z,5110000,False,-21.0,138.0,1,right,MISS B. Brown 13' pullup Shot,[1628971],1610612743.0,DEN,pullup,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,13.98,Missed,,,,,,,,,,,,,,,,,,
526,PT05M55.00S,2023-04-07T03:59:25.1Z,4,REGULAR,rebound,defensive,[],201142,,,1610612756,102,103,2023-04-07T03:59:27Z,5120000,False,,,0,,K. Durant REBOUND (Off:0 Def:6),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,525.0,,,6.0,6.0,0.0,,,,,,,,,,,,
