actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
27,PT09M28.00S,2022-11-06T02:14:18.9Z,1,REGULAR,block,,[],1628470,,,1610612757,7,8,2022-11-06T02:14:21Z,270000,,,0,,T. Craig BLOCK (1 BLK),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M28.00S,2022-11-06T02:14:18.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,7,8,2022-11-06T02:14:36Z,280000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,26.0,,,,,,,,,,,,,,,,,
31,PT09M19.00S,2022-11-06T02:15:29.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626159,17.739816031537444,38.70251225490197,1610612757,7,8,2022-11-06T02:17:13Z,310000,56.0,114.0,1,left,MISS J. Winslow 12' driving floating Shot,[1626159],1610612757.0,POR,driving floating,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),8-16 Center,12.75,Missed,,,,,,,,,,,,,,,,,,
32,PT09M17.00S,2022-11-06T02:15:31.1Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,7,8,2022-11-06T02:15:37Z,320000,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,In The Paint (Non-RA),8-16 Right,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT09M12.00S,2022-11-06T02:15:38.0Z,1,REGULAR,foul,personal,[],1628404,,,1610612756,7,8,2022-11-06T02:15:45Z,330000,,,0,,J. Hart personal FOUL (1 PF),"[1628404, 1626164]",1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,,,1627541.0,1.0,0.0,Booker,1626164.0,,,,,,,,
35,PT09M03.00S,2022-11-06T02:16:01.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,92.59198423127464,50.49019607843137,1610612756,9,8,2022-11-06T02:16:06Z,350000,2.0,17.0,1,right,D. Ayton cutting DUNK (4 PTS) (T. Craig 1 AST),"[1629028, 1628470]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,4.0,,,,,,,,,T. Craig,1628470.0,1.0,,
37,PT08M46.00S,2022-11-06T02:16:18.9Z,1,REGULAR,2pt,Jump Shot,[],203924,20.05584756898817,24.509803921568626,1610612757,9,8,2022-11-06T02:16:24Z,370000,127.0,136.0,1,left,MISS J. Grant 18' pullup Shot,[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right Center,18.64,Missed,,,,,,,,,,,,,,,,,,
38,PT08M43.00S,2022-11-06T02:16:21.9Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,9,8,2022-11-06T02:16:24Z,380000,,,0,,T. Craig REBOUND (Off:0 Def:2),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Mid-Range,16-24 Right Center,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,
39,PT08M36.00S,2022-11-06T02:16:29.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,84.1819973718791,59.55882352941176,1610612756,9,8,2022-11-06T02:16:35Z,390000,48.0,96.0,1,right,MISS D. Ayton 10' floating Shot,[1629028],1610612756.0,PHX,floating,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,10.74,Missed,,,,,,,,,,,,,,,,,,
40,PT08M35.00S,2022-11-06T02:16:30.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,9,8,2022-11-06T02:16:35Z,400000,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M22.00S,2022-11-06T02:16:43.5Z,1,REGULAR,3pt,Jump Shot,[],203994,23.47240473061761,13.23529411764706,1610612757,9,8,2022-11-06T02:16:49Z,410000,184.0,168.0,1,left,MISS J. Nurkic 24' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Right Center,24.91,Missed,,,,,,,,,,,,,,,,,,
42,PT08M18.00S,2022-11-06T02:16:47.5Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,9,8,2022-11-06T02:16:49Z,420000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
43,PT08M11.00S,2022-11-06T02:16:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,92.85479632063075,55.14705882352941,1610612756,9,8,2022-11-06T02:16:59Z,430000,26.0,15.0,1,right,MISS D. Booker driving Layup,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,,,,,
44,PT08M09.00S,2022-11-06T02:16:56.2Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,9,8,2022-11-06T02:16:59Z,440000,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT08M05.00S,2022-11-06T02:17:00.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631101,5.601182654402102,50.0,1610612757,9,10,2022-11-06T02:18:53Z,450000,0.0,0.0,1,left,S. Sharpe running alley-oop DUNK (6 PTS) (J. Hart 2 AST),"[1631101, 1628404]",1610612757.0,POR,running alley-oop,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,0.02,Made,,,,,6.0,,,,,,,,,J. Hart,1628404.0,2.0,,
47,PT07M54.00S,2022-11-06T02:17:13.6Z,1,REGULAR,foul,personal,[],1626159,,,1610612756,9,10,2022-11-06T02:17:24Z,470000,,,0,,J. Winslow personal FOUL (1 PF),"[1626159, 1628969]",1610612757.0,POR,,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1628172.0,1.0,0.0,Bridges,1628969.0,,,,,,,,
49,PT07M48.00S,2022-11-06T02:17:38.7Z,1,REGULAR,3pt,Jump Shot,[],1628470,94.03745072273325,2.450980392156863,1610612756,9,10,2022-11-06T02:17:48Z,490000,-238.0,4.0,1,right,MISS T. Craig 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Left Corner 3,24+ Left,23.77,Missed,,,,,,,,,,,,,,,,,,
50,PT07M42.00S,2022-11-06T02:17:44.7Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,9,10,2022-11-06T02:18:40Z,500000,,,0,,D. Ayton REBOUND (Off:1 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Left Corner 3,24+ Left,,,49.0,2.0,1.0,1.0,,,,,,,,,,,,,,
51,PT07M41.00S,2022-11-06T02:17:46.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,92.72339027595268,45.588235294117645,1610612756,11,10,2022-11-06T02:19:48Z,510000,-22.0,16.0,1,right,D. Ayton putback Layup (6 PTS),[1629028],1610612756.0,PHX,putback,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.72,Made,,,,,6.0,,,,,,,,,,,,,
53,PT07M21.00S,2022-11-06T02:18:05.7Z,1,REGULAR,2pt,Jump Shot,[],203994,8.623521681997373,23.52941176470588,1610612757,11,12,2022-11-06T02:18:24Z,530000,132.0,29.0,1,left,J. Nurkic 13' bank Jump Shot (4 PTS),[203994],1610612757.0,POR,bank,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Right,13.55,Made,,,,,4.0,,,,,,,,,,,,,
55,PT06M56.00S,2022-11-06T02:18:30.5Z,1,REGULAR,3pt,Jump Shot,[],1626164,94.30026281208936,96.07843137254902,1610612756,14,12,2022-11-06T02:18:35Z,550000,230.0,1.0,1,right,D. Booker 3PT  (3 PTS) (T. Craig 2 AST),"[1626164, 1628470]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Right Corner 3,24+ Right,23.04,Made,,,,,3.0,,,,,,,,,T. Craig,1628470.0,2.0,,
57,PT06M29.00S,2022-11-06T02:18:57.2Z,1,REGULAR,2pt,Jump Shot,[],203994,13.354139290407357,17.401960784313726,1610612757,14,14,2022-11-06T02:19:02Z,570000,163.0,73.0,1,left,J. Nurkic 17' step back Jump Shot (6 PTS) (J. Hart 3 AST),"[203994, 1628404]",1610612757.0,POR,step back,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Right,17.86,Made,,,,,6.0,,,,,,,,,J. Hart,1628404.0,3.0,,
59,PT06M16.00S,2022-11-06T02:19:10.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628470,93.11760840998686,50.98039215686274,1610612756,16,14,2022-11-06T02:19:15Z,590000,5.0,12.0,1,right,T. Craig cutting DUNK (5 PTS) (C. Paul 1 AST),"[1628470, 101108]",1610612756.0,PHX,cutting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,1.31,Made,,,,,5.0,,,,,,,,,C. Paul,101108.0,1.0,,
61,PT06M02.00S,2022-11-06T02:19:27.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626159,12.828515111695138,54.90196078431373,1610612757,16,14,2022-11-06T02:22:33Z,610000,-25.0,68.0,1,left,MISS J. Winslow 7' driving floating Shot,[1626159],1610612757.0,POR,driving floating,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),0-8 Center,7.24,Missed,,,,,,,,,,,,,,,,,,
62,PT06M00.00S,2022-11-06T02:19:29.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,16,14,2022-11-06T02:23:17Z,620000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,61.0,,,,,,,,,,,,,,,,,
64,PT06M00.00S,2022-11-06T02:19:38.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,16,14,2022-11-06T02:19:38Z,640000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M00.00S,2022-11-06T02:20:39.0Z,1,REGULAR,substitution,out,[],1626159,,,1610612757,16,14,2022-11-06T02:22:17Z,650000,,,0,,SUB out: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M00.00S,2022-11-06T02:20:39.0Z,1,REGULAR,substitution,in,[],1630553,,,1610612757,16,14,2022-11-06T02:22:17Z,660000,,,0,,SUB in: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M51.00S,2022-11-06T02:22:44.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203994,14.14257555847569,59.068627450980394,1610612757,16,14,2022-11-06T02:22:53Z,670000,-45.0,80.0,1,left,MISS J. Nurkic 9' Hook,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,9.23,Missed,,,,,,,,,,,,,,,,,,
68,PT05M48.00S,2022-11-06T02:22:47.8Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,16,14,2022-11-06T02:22:53Z,680000,,,0,,D. Ayton REBOUND (Off:1 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,67.0,3.0,2.0,1.0,,,,,,,,,,,,,,
69,PT05M28.00S,2022-11-06T02:23:06.5Z,1,REGULAR,3pt,Jump Shot,[],1628470,94.30026281208936,95.58823529411765,1610612756,16,14,2022-11-06T02:23:10Z,690000,228.0,1.0,1,right,MISS T. Craig 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,,
70,PT05M27.00S,2022-11-06T02:23:07.5Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,16,14,2022-11-06T02:23:10Z,700000,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT05M14.00S,2022-11-06T02:23:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,9.411957950065702,57.107843137254896,1610612757,16,14,2022-11-06T02:23:30Z,710000,-36.0,36.0,1,left,MISS S. Sharpe driving reverse Layup,[1631101],1610612757.0,POR,driving reverse,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,5.06,Missed,,,,,,,,,,,,,,,,,,
72,PT05M14.00S,2022-11-06T02:23:23.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,16,14,2022-11-06T02:23:23Z,720000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,71.0,,,,,,,,,,,,,,,,,
74,PT05M14.00S,2022-11-06T02:23:27.4Z,1,REGULAR,substitution,out,[],1631101,,,1610612756,16,14,2022-11-06T02:23:34Z,740000,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M14.00S,2022-11-06T02:23:27.4Z,1,REGULAR,substitution,out,[],203994,,,1610612756,16,14,2022-11-06T02:23:34Z,750000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M14.00S,2022-11-06T02:23:27.4Z,1,REGULAR,substitution,in,[],1629234,,,1610612756,16,14,2022-11-06T02:23:34Z,760000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M14.00S,2022-11-06T02:23:27.4Z,1,REGULAR,substitution,in,[],1629642,,,1610612756,16,14,2022-11-06T02:23:34Z,770000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M07.00S,2022-11-06T02:23:46.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,90.09526938239159,45.34313725490196,1610612756,18,14,2022-11-06T02:23:59Z,780000,-23.0,41.0,1,right,D. Booker driving Layup (5 PTS) (M. Bridges 2 AST),"[1626164, 1628969]",1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,4.68,Made,,,,,5.0,,,,,,,,,M. Bridges,1628969.0,2.0,,
80,PT05M03.00S,2022-11-06T02:23:53.5Z,1,REGULAR,foul,personal,[],101108,,,1610612757,18,14,2022-11-06T02:23:56Z,800000,,,0,,C. Paul personal FOUL (1 PF),"[101108, 1629642]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,1.0,0.0,Little,1629642.0,,,,,,,,
82,PT04M52.00S,2022-11-06T02:24:43.8Z,1,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612757,18,14,2022-11-06T02:24:51Z,820000,,,0,,D. Ayton shooting personal FOUL (2 PF) (Little 2 FT),"[1629028, 1629642]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,1628172.0,2.0,0.0,Little,1629642.0,,,,,,,,
84,PT04M52.00S,2022-11-06T02:25:08.1Z,1,REGULAR,freethrow,1 of 2,[],1629642,,,1610612757,18,15,2022-11-06T02:25:08Z,840000,,,0,,N. Little Free Throw 1 of 2 (1 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
85,PT04M52.00S,2022-11-06T02:25:08.8Z,1,REGULAR,substitution,out,[],1629028,,,1610612757,18,15,2022-11-06T02:25:11Z,850000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M52.00S,2022-11-06T02:25:08.8Z,1,REGULAR,substitution,in,[],1629111,,,1610612757,18,15,2022-11-06T02:25:11Z,860000,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M52.00S,2022-11-06T02:25:25.6Z,1,REGULAR,freethrow,2 of 2,[],1629642,,,1610612757,18,16,2022-11-06T02:25:25Z,870000,,,0,,N. Little Free Throw 2 of 2 (2 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
88,PT04M44.00S,2022-11-06T02:25:38.9Z,1,REGULAR,3pt,Jump Shot,[],101108,75.90341655716163,9.803921568627452,1610612756,21,16,2022-11-06T02:25:52Z,880000,-201.0,174.0,1,right,C. Paul 26' 3PT  (5 PTS) (D. Booker 1 AST),"[101108, 1626164]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,26.59,Made,,,,,5.0,,,,,,,,,D. Booker,1626164.0,1.0,,
90,PT04M27.00S,2022-11-06T02:25:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,10.33180026281209,64.2156862745098,1610612757,21,16,2022-11-06T02:26:05Z,900000,-71.0,45.0,1,left,MISS N. Little 8' cutting Layup - blocked,"[1629642, 1626164]",1610612757.0,POR,cutting,,,Little,N. Little,,,,,In The Paint (Non-RA),8-16 Left,8.39,Missed,,,,,,,,,,,,,,,,,Booker,1626164.0
91,PT04M27.00S,2022-11-06T02:25:56.8Z,1,REGULAR,block,,[],1626164,,,1610612757,21,16,2022-11-06T02:25:58Z,910000,,,0,,D. Booker BLOCK (1 BLK),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
92,PT04M27.00S,2022-11-06T02:25:56.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,21,16,2022-11-06T02:26:05Z,920000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,90.0,,,,,,,,,,,,,,,,,
