actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
440,PT05M39.00S,2022-10-20T03:44:07.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629028,5.338370565045992,53.18627450980392,1610612756,64,70,2022-10-20T03:44:17Z,4290000,-16.0,-2.0,1,left,D. Ayton bank Jump Shot (8 PTS) (C. Paul 8 AST),"[1629028, 101108]",1610612756.0,PHX,bank,,,Ayton,D. Ayton,,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,8.0,,,,,,,,C. Paul,101108.0,8.0,,
442,PT05M32.00S,2022-10-20T03:44:16.2Z,3,REGULAR,foul,personal,['2freethrow'],101108,,,1610612742,64,70,2022-10-20T03:44:27Z,4310000,,,0,,C. Paul shooting personal FOUL (3 PF) (Hardaway Jr. 2 FT),"[101108, 203501]",1610612756.0,PHX,shooting,,,Paul,C. Paul,,,,,204058.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,3.0,0.0,Hardaway Jr.,203501.0,,,,,
444,PT05M32.00S,2022-10-20T03:44:40.4Z,3,REGULAR,freethrow,1 of 2,[],203501,,,1610612742,64,71,2022-10-20T03:44:40Z,4330000,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (6 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
445,PT05M32.00S,2022-10-20T03:44:43.1Z,3,REGULAR,substitution,out,[],1627827,,,1610612742,64,71,2022-10-20T03:44:51Z,4340000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M32.00S,2022-10-20T03:44:43.1Z,3,REGULAR,substitution,in,[],1626174,,,1610612742,64,71,2022-10-20T03:44:51Z,4350000,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT05M32.00S,2022-10-20T03:45:02.4Z,3,REGULAR,freethrow,2 of 2,[],203501,,,1610612742,64,72,2022-10-20T03:45:02Z,4360000,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (7 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
448,PT05M16.00S,2022-10-20T03:45:18.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628969,5.601182654402102,50.98039215686274,1610612756,64,72,2022-10-20T03:45:23Z,4370000,-5.0,0.0,1,left,MISS M. Bridges cutting DUNK - blocked,"[1628969, 1626174]",1610612756.0,PHX,cutting,,,Bridges,M. Bridges,,,,,,Restricted Area,0-8 Center,0.49,Missed,,,,,,,,,,,,,,,,Wood,1626174.0
449,PT05M16.00S,2022-10-20T03:45:18.9Z,3,REGULAR,block,,[],1626174,,,1610612756,64,72,2022-10-20T03:45:21Z,4380000,,,0,,C. Wood BLOCK (1 BLK),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
450,PT05M13.00S,2022-10-20T03:45:21.9Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,64,72,2022-10-20T03:45:49Z,4390000,,,0,,L. Doncic REBOUND (Off:0 Def:7),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Restricted Area,0-8 Center,,,448.0,7.0,7.0,0.0,,,,,,,,,,,,,
451,PT05M04.00S,2022-10-20T03:45:34.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629661,,,1610612742,64,72,2022-10-20T03:45:46Z,4400000,,,0,,C. Johnson personal FOUL (2 PF) (Doncic 2 FT),"[1629661, 1629029]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,2715.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2.0,0.0,Doncic,1629029.0,,,,,
453,PT05M04.00S,2022-10-20T03:46:10.2Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,64,73,2022-10-20T03:46:10Z,4420000,,,0,,L. Doncic Free Throw 1 of 2 (26 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,26.0,,,,,,,,,,,,
454,PT05M04.00S,2022-10-20T03:46:33.0Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,64,74,2022-10-20T03:46:33Z,4430000,,,0,,L. Doncic Free Throw 2 of 2 (27 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,27.0,,,,,,,,,,,,
455,PT04M53.00S,2022-10-20T03:46:46.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,4.944152431011826,52.69607843137255,1610612756,66,74,2022-10-20T03:46:50Z,4440000,-13.0,-6.0,1,left,D. Ayton alley-oop Layup (10 PTS) (C. Paul 9 AST),"[1629028, 101108]",1610612756.0,PHX,alley-oop,,,Ayton,D. Ayton,,,,,,Restricted Area,0-8 Center,1.48,Made,,,,,10.0,,,,,,,,C. Paul,101108.0,9.0,,
457,PT04M53.00S,2022-10-20T03:46:49.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203493,,,1610612756,66,74,2022-10-20T03:46:58Z,4460000,,,0,,R. Bullock shooting personal FOUL (3 PF) (Ayton 1 FT),"[203493, 1629028]",1610612742.0,DAL,shooting,,,Bullock,R. Bullock,,,,,2715.0,Restricted Area,0-8 Center,,,,,,,,,,,3.0,0.0,Ayton,1629028.0,,,,,
459,PT04M53.00S,2022-10-20T03:47:14.1Z,3,REGULAR,freethrow,1 of 1,[],1629028,,,1610612756,66,74,2022-10-20T03:47:17Z,4480000,,,0,,MISS D. Ayton Free Throw 1 of 1,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
460,PT04M50.00S,2022-10-20T03:47:17.1Z,3,REGULAR,rebound,offensive,[],1628969,,,1610612756,66,74,2022-10-20T03:47:17Z,4490000,,,0,,M. Bridges REBOUND (Off:2 Def:7),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,459.0,9.0,7.0,2.0,,,,,,,,,,,,,
461,PT04M45.00S,2022-10-20T03:47:20.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629028,16.113666228646515,38.72549019607843,1610612756,66,74,2022-10-20T03:47:24Z,4500000,56.0,99.0,1,left,MISS D. Ayton 11' turnaround Shot,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,,In The Paint (Non-RA),8-16 Center,11.39,Missed,,,,,,,,,,,,,,,,,
462,PT04M42.00S,2022-10-20T03:47:23.0Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,66,74,2022-10-20T03:47:24Z,4510000,,,0,,L. Doncic REBOUND (Off:0 Def:8),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,In The Paint (Non-RA),8-16 Center,,,461.0,8.0,8.0,0.0,,,,,,,,,,,,,
468,PT04M37.00S,2022-10-20T03:47:40.0Z,3,REGULAR,turnover,palming,[],1629029,,,1610612742,66,74,2022-10-20T03:48:31Z,4535000,,,0,,L. Doncic palming TURNOVER (3 TO),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,1204.0,Mid-Range,8-16 Left,,,,,,,,3.0,,,,,,,,,,,
467,PT04M29.00S,2022-10-20T03:48:00.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],101108,12.697109067017081,81.12745098039215,1610612756,66,74,2022-10-20T03:51:27Z,4560000,-156.0,67.0,1,left,MISS C. Paul 16' Jump Shot,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Mid-Range,16-24 Left,16.94,Missed,,,,,,,,,,,,,,,,,
469,PT04M26.00S,2022-10-20T03:48:03.1Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612742,66,74,2022-10-20T03:53:04Z,4570000,,,0,,C. Wood REBOUND (Off:0 Def:5),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,Mid-Range,16-24 Left,,,467.0,5.0,5.0,0.0,,,,,,,,,,,,,
470,PT04M08.00S,2022-10-20T03:48:11.7Z,3,REGULAR,turnover,out-of-bounds,[],1626174,,,1610612742,66,74,2022-10-20T03:48:18Z,4580000,,,0,,C. Wood bad pass out-of-bounds TURNOVER (1 TO),[1626174],1610612742.0,DAL,bad pass,,,Wood,C. Wood,,,,,204058.0,In The Paint (Non-RA),8-16 Left,,,,,,,,1.0,,,,,,,,,,,
471,PT03M54.00S,2022-10-20T03:48:33.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626164,16.507884362680684,52.94117647058824,1610612756,68,74,2022-10-20T03:48:37Z,4590000,-15.0,103.0,1,left,D. Booker 10' pullup Jump Shot (19 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,In The Paint (Non-RA),8-16 Center,10.37,Made,,,,,19.0,,,,,,,,,,,,
472,PT03M43.00S,2022-10-20T03:48:45.0Z,3,REGULAR,3pt,Jump Shot,[],203493,72.48685939553219,16.911764705882355,1610612742,68,77,2022-10-20T03:48:48Z,4600000,-165.0,206.0,1,right,R. Bullock 26' 3PT  (10 PTS) (L. Doncic 4 AST),"[203493, 1629029]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,Above the Break 3,24+ Left Center,26.43,Made,,,,,10.0,,,,,,,,L. Doncic,1629029.0,4.0,,
474,PT03M35.00S,2022-10-20T03:48:56.0Z,3,REGULAR,foul,offensive,['inpenalty'],1626164,,,1610612756,68,77,2022-10-20T03:49:05Z,4620000,,,0,,D. Booker offensive FOUL (2 PF),"[1626164, 203501]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,2715.0,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Hardaway Jr.,203501.0,,,,,
476,PT03M35.00S,2022-10-20T03:48:56.0Z,3,REGULAR,turnover,offensive foul,[],1626164,,,1610612756,68,77,2022-10-20T03:48:56Z,4640000,,,0,,D. Booker offensive foul TURNOVER (2 TO),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,2715.0,Restricted Area,0-8 Center,,,,,,,,2.0,,,,,,,,,,,
477,PT03M35.00S,2022-10-20T03:49:04.9Z,3,REGULAR,substitution,out,[],101108,,,1610612742,68,77,2022-10-20T03:49:37Z,4650000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT03M35.00S,2022-10-20T03:49:04.9Z,3,REGULAR,substitution,out,[],1629028,,,1610612742,68,77,2022-10-20T03:49:37Z,4660000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT03M35.00S,2022-10-20T03:49:04.9Z,3,REGULAR,substitution,out,[],1629661,,,1610612742,68,77,2022-10-20T03:49:37Z,4670000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT03M35.00S,2022-10-20T03:49:04.9Z,3,REGULAR,substitution,in,[],1629111,,,1610612742,68,77,2022-10-20T03:49:37Z,4680000,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT03M35.00S,2022-10-20T03:49:04.9Z,3,REGULAR,substitution,in,[],1628470,,,1610612742,68,77,2022-10-20T03:49:37Z,4690000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT03M35.00S,2022-10-20T03:49:04.9Z,3,REGULAR,substitution,in,[],1626166,,,1610612742,68,77,2022-10-20T03:49:37Z,4700000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT03M23.00S,2022-10-20T03:49:47.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,74.98357424441524,13.480392156862745,1610612742,68,77,2022-10-20T03:49:52Z,4710000,-183.0,183.0,1,right,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,
484,PT03M19.00S,2022-10-20T03:49:51.3Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,68,77,2022-10-20T03:49:52Z,4720000,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Above the Break 3,24+ Left Center,,,483.0,2.0,2.0,0.0,,,,,,,,,,,,,
485,PT03M15.00S,2022-10-20T03:49:55.4Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1626164,20.45006570302234,54.90196078431373,1610612756,70,77,2022-10-20T03:50:02Z,4730000,-25.0,140.0,1,left,D. Booker 14' running pullup Jump Shot (21 PTS),[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,,Mid-Range,8-16 Center,14.18,Made,,,,,21.0,,,,,,,,,,,,
486,PT03M01.00S,2022-10-20T03:50:13.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626166,,,1610612742,70,77,2022-10-20T03:50:25Z,4740000,,,0,,C. Payne personal FOUL (1 PF) (Wood 2 FT),"[1626166, 1626174]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,2715.0,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,0.0,Wood,1626174.0,,,,,
488,PT03M01.00S,2022-10-20T03:50:39.2Z,3,REGULAR,freethrow,1 of 2,[],1626174,,,1610612742,70,77,2022-10-20T03:50:59Z,4760000,,,0,,MISS C. Wood Free Throw 1 of 2,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
489,PT03M01.00S,2022-10-20T03:50:39.2Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,70,77,2022-10-20T03:50:59Z,4770000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,488.0,,,,,,,,,,,,,,,,
490,PT03M01.00S,2022-10-20T03:50:39.2Z,3,REGULAR,freethrow,2 of 2,[],1626174,,,1610612742,70,77,2022-10-20T03:50:59Z,4780000,,,0,,MISS C. Wood Free Throw 2 of 2,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
491,PT03M00.00S,2022-10-20T03:50:40.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,70,77,2022-10-20T03:51:08Z,4790000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,,
492,PT03M00.00S,2022-10-20T03:51:02.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628467,,,1610612756,70,77,2022-10-20T03:51:28Z,4800000,,,0,,M. Kleber loose ball personal FOUL (2 PF) (Landale 2 FT),"[1628467, 1629111]",1610612742.0,DAL,loose ball,,,Kleber,M. Kleber,,,,,1204.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2.0,0.0,Landale,1629111.0,,,,,
494,PT03M00.00S,2022-10-20T03:51:35.0Z,3,REGULAR,freethrow,1 of 2,[],1629111,,,1610612756,71,77,2022-10-20T03:51:35Z,4820000,,,0,,J. Landale Free Throw 1 of 2 (6 PTS),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
495,PT03M00.00S,2022-10-20T03:51:35.8Z,3,REGULAR,substitution,out,[],203501,,,1610612756,71,77,2022-10-20T03:51:47Z,4830000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT03M00.00S,2022-10-20T03:51:35.8Z,3,REGULAR,substitution,out,[],203493,,,1610612756,71,77,2022-10-20T03:51:47Z,4840000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT03M00.00S,2022-10-20T03:51:35.8Z,3,REGULAR,substitution,in,[],1627827,,,1610612756,71,77,2022-10-20T03:51:47Z,4850000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT03M00.00S,2022-10-20T03:51:35.8Z,3,REGULAR,substitution,in,[],1630182,,,1610612756,71,77,2022-10-20T03:51:47Z,4860000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT03M00.00S,2022-10-20T03:51:48.5Z,3,REGULAR,freethrow,2 of 2,[],1629111,,,1610612756,72,77,2022-10-20T03:51:48Z,4870000,,,0,,J. Landale Free Throw 2 of 2 (7 PTS),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
500,PT02M40.00S,2022-10-20T03:52:09.8Z,3,REGULAR,turnover,out-of-bounds,[],1630182,,,1610612742,72,77,2022-10-20T03:52:15Z,4880000,,,0,,J. Green bad pass out-of-bounds TURNOVER (1 TO),[1630182],1610612742.0,DAL,bad pass,,,Green,J. Green,,,,,1204.0,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,,,
501,PT02M40.00S,2022-10-20T03:52:23.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,72,77,2022-10-20T03:52:23Z,4890000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT02M40.00S,2022-10-20T03:55:02.9Z,3,REGULAR,substitution,out,[],1629111,,,1610612756,72,77,2022-10-20T03:55:16Z,4900000,,,0,,SUB out: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT02M40.00S,2022-10-20T03:55:02.9Z,3,REGULAR,substitution,in,[],1629028,,,1610612756,72,77,2022-10-20T03:55:16Z,4910000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT02M22.00S,2022-10-20T03:56:04.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627827,,,1610612756,72,77,2022-10-20T03:56:23Z,4920000,,,0,,D. Finney-Smith personal FOUL (2 PF) (Ayton 2 FT),"[1627827, 1629028]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,204058.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,1.0,Ayton,1629028.0,,,,,
506,PT02M22.00S,2022-10-20T03:56:28.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629028,,,1610612756,73,77,2022-10-20T03:56:28Z,4940000,,,0,,D. Ayton Free Throw 1 of 2 (11 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
507,PT02M22.00S,2022-10-20T03:56:29.2Z,3,REGULAR,substitution,out,[],1628969,,,1610612756,73,77,2022-10-20T03:56:34Z,4950000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT02M22.00S,2022-10-20T03:56:29.2Z,3,REGULAR,substitution,in,[],1627814,,,1610612756,73,77,2022-10-20T03:56:34Z,4960000,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT02M22.00S,2022-10-20T03:56:45.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629028,,,1610612756,74,77,2022-10-20T03:56:45Z,4970000,,,0,,D. Ayton Free Throw 2 of 2 (12 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,
510,PT01M59.00S,2022-10-20T03:57:10.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,90.88370565045992,52.69607843137255,1610612742,74,77,2022-10-20T03:57:13Z,4980000,13.0,33.0,1,right,MISS L. Doncic driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,,,,,,,,,,
511,PT01M57.00S,2022-10-20T03:57:12.6Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,74,77,2022-10-20T03:57:13Z,4990000,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Restricted Area,0-8 Center,,,510.0,3.0,3.0,0.0,,,,,,,,,,,,,
512,PT01M48.00S,2022-10-20T03:57:21.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,11.383048620236531,37.254901960784316,1610612756,74,77,2022-10-20T03:57:25Z,5000000,64.0,55.0,1,left,MISS C. Payne 8' driving floating Shot,[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,,In The Paint (Non-RA),8-16 Right,8.38,Missed,,,,,,,,,,,,,,,,,
513,PT01M44.00S,2022-10-20T03:57:25.0Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,74,77,2022-10-20T03:57:25Z,5010000,,,0,,L. Doncic REBOUND (Off:0 Def:9),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,In The Paint (Non-RA),8-16 Right,,,512.0,9.0,9.0,0.0,,,,,,,,,,,,,
514,PT01M35.00S,2022-10-20T03:57:34.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,92.46057818659659,52.94117647058824,1610612742,74,77,2022-10-20T03:57:42Z,5020000,15.0,18.0,1,right,MISS C. Wood reverse Layup,[1626174],1610612742.0,DAL,reverse,,,Wood,C. Wood,,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,
515,PT01M34.00S,2022-10-20T03:57:35.2Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,74,77,2022-10-20T03:57:38Z,5030000,,,0,,D. Ayton REBOUND (Off:1 Def:5),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Restricted Area,0-8 Center,,,514.0,6.0,5.0,1.0,,,,,,,,,,,,,
516,PT01M25.00S,2022-10-20T03:57:44.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,20.18725361366623,44.85294117647059,1610612756,76,77,2022-10-20T03:57:48Z,5040000,26.0,137.0,1,left,C. Payne 13' pullup Jump Shot (2 PTS),[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,,In The Paint (Non-RA),8-16 Center,13.97,Made,,,,,2.0,,,,,,,,,,,,
517,PT01M04.00S,2022-10-20T03:58:04.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,85.62746386333771,50.0,1610612742,76,79,2022-10-20T03:58:07Z,5050000,0.0,83.0,1,right,C. Wood 8' turnaround Jump Shot (11 PTS) (L. Doncic 5 AST),"[1626174, 1629029]",1610612742.0,DAL,turnaround,,,Wood,C. Wood,,,,,,In The Paint (Non-RA),8-16 Center,8.26,Made,,,,,11.0,,,,,,,,L. Doncic,1629029.0,5.0,,
519,PT00M39.80S,2022-10-20T03:58:32.7Z,3,REGULAR,turnover,out-of-bounds,[],1626166,,,1610612756,76,79,2022-10-20T03:58:45Z,5070000,,,0,,C. Payne step out-of-bounds TURNOVER (2 TO),[1626166],1610612756.0,PHX,step,,,Payne,C. Payne,,,,,1204.0,Right Corner 3,24+ Right,,,,,,,,2.0,,,,,,,,,,,
520,PT00M23.60S,2022-10-20T03:59:03.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629029,92.59198423127464,51.71568627450981,1610612742,76,79,2022-10-20T04:03:10Z,5080000,9.0,17.0,1,right,MISS L. Doncic driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,
521,PT00M22.30S,2022-10-20T03:59:05.0Z,3,REGULAR,rebound,offensive,[],1626174,,,1610612742,76,79,2022-10-20T03:59:05Z,5090000,,,0,,C. Wood REBOUND (Off:1 Def:5),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,Restricted Area,0-8 Center,,,520.0,6.0,5.0,1.0,,,,,,,,,,,,,
522,PT00M22.10S,2022-10-20T03:59:06.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626174,92.46057818659659,50.98039215686274,1610612742,76,81,2022-10-20T03:59:11Z,5100000,5.0,18.0,1,right,C. Wood putback Layup (13 PTS),[1626174],1610612742.0,DAL,putback,,,Wood,C. Wood,,,,,,Restricted Area,0-8 Center,1.9,Made,,,,,13.0,,,,,,,,,,,,
523,PT00M04.40S,2022-10-20T03:59:25.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,11.251642575558476,58.82352941176471,1610612756,76,81,2022-10-20T03:59:31Z,5110000,-44.0,53.0,1,left,MISS D. Booker 6' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,In The Paint (Non-RA),0-8 Center,6.92,Missed,,,,,,,,,,,,,,,,,
524,PT00M02.20S,2022-10-20T03:59:27.9Z,3,REGULAR,rebound,offensive,[],1626164,,,1610612756,76,81,2022-10-20T04:01:00Z,5120000,,,0,,D. Booker REBOUND (Off:1 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,In The Paint (Non-RA),0-8 Center,,,523.0,4.0,3.0,1.0,,,,,,,,,,,,,
525,PT00M01.70S,2022-10-20T03:59:31.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1626164,18.74178712220762,74.26470588235294,1610612756,76,81,2022-10-20T04:00:31Z,5130000,-121.0,124.0,1,left,MISS D. Booker 17' Jump Shot - blocked,"[1626164, 1630182]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Mid-Range,16-24 Left Center,17.32,Missed,,,,,,,,,,,,,,,,Green,1630182.0
527,PT00M01.70S,2022-10-20T03:59:31.5Z,3,REGULAR,block,,[],1630182,,,1610612756,76,81,2022-10-20T04:00:15Z,5135000,,,0,,J. Green BLOCK (1 BLK),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,
