actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
19,PT10M25.00S,2024-10-28T23:43:08.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628973,11.251642575558476,25.98039215686275,1610612752,2,2,2024-10-29T00:46:10Z,190000,False,120.0,53.0,1,left,MISS J. Brunson 13' driving floating bank Shot,[1628973],1610612752.0,NYK,driving floating bank,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,13.14,Missed,,,,,,,,,,,,,,,,,,
20,PT10M21.00S,2024-10-28T23:43:12.4Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,2,2,2024-10-28T23:43:40Z,200000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,
21,PT10M12.00S,2024-10-28T23:43:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,93.11760840998686,49.01960784313725,1610612739,2,4,2024-10-28T23:45:08Z,210000,False,-5.0,12.0,1,right,J. Allen cutting Layup (2 PTS) (D. Wade 2 AST),"[1628386, 1629731]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.31,Made,2.0,D. Wade,1629731.0,2.0,,,,,,,,,,,,,,
23,PT09M59.00S,2024-10-28T23:43:39.8Z,1,REGULAR,foul,offensive,[],1626157,,,1610612752,2,4,2024-10-28T23:44:03Z,230000,False,,,0,,K. Towns offensive FOUL (1 PF),"[1626157, 1628386]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628480.0,,,,,,,,1.0,0.0,Allen,1628386.0,,
25,PT09M59.00S,2024-10-28T23:43:39.8Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612752,2,4,2024-10-28T23:43:39Z,250000,False,,,0,,K. Towns offensive foul TURNOVER (2 TO),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628480.0,2.0,,,,,,,,,,,,
26,PT09M42.00S,2024-10-28T23:44:10.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,73.53810775295663,80.14705882352942,1610612739,2,4,2024-10-28T23:44:15Z,260000,False,151.0,196.0,1,right,MISS D. Mitchell 24' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,24.74,Missed,,,,,,,,,,,,,,,,,,
27,PT09M39.00S,2024-10-28T23:44:13.4Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,2,4,2024-10-28T23:44:15Z,270000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,
28,PT09M26.00S,2024-10-28T23:44:26.0Z,1,REGULAR,3pt,Jump Shot,[],1628973,34.11629434954008,47.549019607843135,1610612752,2,4,2024-10-28T23:46:09Z,280000,False,12.0,268.0,1,left,MISS J. Brunson 26' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,26.85,Missed,,,,,,,,,,,,,,,,,,
29,PT09M21.00S,2024-10-28T23:44:31.0Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,2,4,2024-10-28T23:44:30Z,290000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,
30,PT09M12.00S,2024-10-28T23:44:39.3Z,1,REGULAR,3pt,Jump Shot,[],1629731,84.57621550591328,1.715686274509804,1610612739,2,4,2024-10-28T23:44:43Z,300000,False,-241.0,92.0,1,right,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left,25.85,Missed,,,,,,,,,,,,,,,,,,
31,PT09M10.00S,2024-10-28T23:44:41.7Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,2,4,2024-10-28T23:44:41Z,310000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left,,,,,,,,,30.0,2.0,1.0,1.0,,,,,,,,
32,PT09M07.00S,2024-10-28T23:44:44.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628378,94.95729303547962,47.05882352941176,1610612739,2,6,2024-10-28T23:44:49Z,320000,False,-15.0,-5.0,1,right,D. Mitchell cutting finger roll Layup (2 PTS) (J. Allen 1 AST),"[1628378, 1628386]",1610612739.0,CLE,cutting finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.56,Made,2.0,J. Allen,1628386.0,1.0,,,,,,,,,,,,,,
34,PT08M45.00S,2024-10-28T23:45:07.4Z,1,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612752,2,6,2024-10-28T23:45:19Z,340000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Hart 2 FT),"[1630596, 1628404]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628480.0,,,,,,,,1.0,0.0,Hart,1628404.0,,
36,PT08M45.00S,2024-10-28T23:45:32.8Z,1,REGULAR,freethrow,1 of 2,[],1628404,,,1610612752,3,6,2024-10-28T23:45:32Z,360000,False,,,0,,J. Hart Free Throw 1 of 2 (1 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
37,PT08M45.00S,2024-10-28T23:45:46.5Z,1,REGULAR,freethrow,2 of 2,[],1628404,,,1610612752,4,6,2024-10-28T23:45:46Z,370000,False,,,0,,J. Hart Free Throw 2 of 2 (2 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
38,PT08M34.00S,2024-10-28T23:46:03.1Z,1,REGULAR,foul,offensive,[],1628378,,,1610612739,4,6,2024-10-28T23:46:09Z,380000,False,,,0,,D. Mitchell charge offensive FOUL (1 PF),"[1628378, 1628973]",1610612739.0,CLE,charge,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628480.0,,,,,,,,1.0,0.0,Brunson,1628973.0,,
40,PT08M34.00S,2024-10-28T23:46:03.1Z,1,REGULAR,turnover,offensive foul,[],1628378,,,1610612739,4,6,2024-10-28T23:46:03Z,400000,False,,,0,,D. Mitchell offensive foul TURNOVER (1 TO),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628480.0,1.0,,,,,,,,,,,,
41,PT08M06.00S,2024-10-28T23:46:45.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,32.40801576872536,65.44117647058823,1610612752,4,6,2024-10-28T23:47:14Z,410000,False,-77.0,252.0,1,left,MISS J. Brunson 26' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,26.37,Missed,,,,,,,,,,,,,,,,,,
42,PT08M04.00S,2024-10-28T23:46:47.8Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,4,6,2024-10-28T23:46:47Z,420000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,
43,PT07M57.00S,2024-10-28T23:46:57.5Z,1,REGULAR,turnover,backcourt,[],1628378,,,1610612739,4,6,2024-10-28T23:47:08Z,430000,False,,,0,,D. Mitchell backcourt TURNOVER (2 TO),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,,,,,,,1151.0,2.0,,,,,,,,,,,,
44,PT07M46.00S,2024-10-28T23:47:27.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626157,27.151773981603156,87.5,1610612752,4,6,2024-10-28T23:47:33Z,440000,False,-188.0,203.0,1,left,MISS K. Towns 27' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,27.61,Missed,,,,,,,,,,,,,,,,,,
45,PT07M42.00S,2024-10-28T23:47:31.2Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,4,6,2024-10-28T23:48:49Z,450000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,
46,PT07M38.00S,2024-10-28T23:47:34.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,66.96780551905388,41.66666666666667,1610612739,4,9,2024-10-28T23:47:53Z,460000,False,-42.0,258.0,1,right,D. Garland 26' 3PT running (5 PTS),[1629636],1610612739.0,CLE,running,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,26.13,Made,5.0,,,,,,,,,,,,,,,,,
47,PT07M37.00S,2024-10-28T23:47:41.0Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,4,9,2024-10-28T23:47:41Z,470000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M37.00S,2024-10-28T23:49:13.8Z,1,REGULAR,substitution,out,[],1628378,,,1610612752,4,9,2024-10-28T23:51:18Z,475000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M37.00S,2024-10-28T23:49:13.8Z,1,REGULAR,substitution,out,[],1630596,,,1610612752,4,9,2024-10-28T23:51:18Z,477500,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M37.00S,2024-10-28T23:49:13.8Z,1,REGULAR,substitution,in,[],1627747,,,1610612752,4,9,2024-10-28T23:51:18Z,478750,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M37.00S,2024-10-28T23:49:13.8Z,1,REGULAR,substitution,in,[],1630241,,,1610612752,4,9,2024-10-28T23:51:18Z,479375,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M22.00S,2024-10-28T23:50:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,6.652431011826544,52.94117647058824,1610612752,6,9,2024-10-28T23:50:50Z,480000,False,-15.0,10.0,1,left,J. Brunson driving finger roll Layup (2 PTS),[1628973],1610612752.0,NYK,driving finger roll,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.78,Made,2.0,,,,,,,,,,,,,,,,,
49,PT07M11.00S,2024-10-28T23:51:02.5Z,1,REGULAR,violation,kicked ball,[],1626157,,,1610612739,6,9,2024-10-28T23:51:26Z,490000,False,,,0,,K. Towns kicked ball VIOLATION,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,1628480.0,,,,,,,,,,,,,
54,PT06M58.00S,2024-10-28T23:51:42.4Z,1,REGULAR,3pt,Jump Shot,[],1629731,90.62089356110381,4.166666666666666,1610612739,6,9,2024-10-28T23:51:46Z,500000,False,-229.0,36.0,1,right,MISS D. Wade 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,23.2,Missed,,,,,,,,,,,,,,,,,,
55,PT06M55.00S,2024-10-28T23:51:45.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,6,9,2024-10-28T23:51:46Z,510000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,,,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,
56,PT06M38.00S,2024-10-28T23:52:02.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,7.30946123521682,51.71568627450981,1610612752,8,9,2024-10-28T23:52:06Z,520000,False,-9.0,16.0,1,left,O. Anunoby Layup (4 PTS) (K. Towns 1 AST),"[1628384, 1626157]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.83,Made,4.0,K. Towns,1626157.0,1.0,,,,,,,,,,,,,,
122,PT06M18.00S,2024-10-28T23:53:48.4Z,1,REGULAR,substitution,out,[],1626157,,,1610612739,8,9,2024-10-29T00:02:48Z,538750,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT06M18.00S,2024-10-28T23:53:48.4Z,1,REGULAR,substitution,in,[],1630579,,,1610612739,8,9,2024-10-29T00:02:48Z,539375,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT06M18.00S,2024-10-28T23:53:48.4Z,1,REGULAR,jumpball,recovered,[],1630579,,,1610612739,8,9,2024-10-29T00:35:07Z,539687,False,,,0,,Jump Ball O. Anunoby vs. C. LeVert: Tip to J. Sims,"[1630579, 1628384, 1627747]",1610612752.0,NYK,heldball,J. Sims,1630579.0,Sims,J. Sims,Anunoby,1628384.0,LeVert,1627747.0,,,,,,,,,,,,,,,,,,,,,,
162,PT06M18.00S,2024-10-28T23:53:48.4Z,1,REGULAR,turnover,lost ball,[],1627747,,,1610612739,8,9,2024-10-29T00:36:12Z,539960,False,,,0,,C. LeVert lost ball TURNOVER (1 TO),"[1627747, 1628384]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,,,Anunoby,1628384.0
163,PT06M18.00S,2024-10-28T23:53:48.4Z,1,REGULAR,steal,,[],1628384,,,1610612752,8,9,2024-10-29T00:07:04Z,539980,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT06M06.00S,2024-10-28T23:53:49.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,6.652431011826544,50.0,1610612752,8,9,2024-10-29T00:37:15Z,540000,False,0.0,10.0,1,left,MISS J. Brunson floating Shot,[1628973],1610612752.0,NYK,floating,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.0,Missed,,,,,,,,,,,,,,,,,,
64,PT06M04.00S,2024-10-28T23:53:51.2Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,8,9,2024-10-29T00:37:15Z,550000,False,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,63.0,3.0,2.0,1.0,,,,,,,,
65,PT05M55.00S,2024-10-28T23:53:49.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,84.97043363994744,59.55882352941176,1610612739,8,11,2024-10-29T00:37:32Z,560000,False,48.0,89.0,1,right,D. Garland 10' floating Jump Shot (7 PTS),[1629636],1610612739.0,CLE,floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,10.08,Made,7.0,,,,,,,,,,,,,,,,,
66,PT05M47.00S,2024-10-28T23:53:49.6Z,1,REGULAR,foul,personal,[],1629636,,,1610612752,8,11,2024-10-29T00:37:44Z,570000,False,,,0,,D. Garland personal FOUL (1 PF),"[1629636, 1628969]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,,,,,,,1179.0,,,,,,,,1.0,0.0,Bridges,1628969.0,,
164,PT05M47.00S,2024-10-28T23:53:54.6Z,1,REGULAR,substitution,out,[],1628384,,,1610612752,8,11,2024-10-29T00:08:08Z,595000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT05M47.00S,2024-10-28T23:53:54.6Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,8,11,2024-10-29T00:08:08Z,602500,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M32.00S,2024-10-28T23:54:10.7Z,1,REGULAR,3pt,Jump Shot,[],1628404,23.73521681997372,86.51960784313727,1610612752,8,11,2024-10-29T00:01:10Z,610000,False,-183.0,171.0,1,left,MISS J. Hart 24' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,,,,,,,,,,,,,,,,,
73,PT05M32.00S,2024-10-28T23:54:10.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,8,11,2024-10-29T00:01:10Z,620000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,72.0,,,,,,,,,,,
75,PT05M21.00S,2024-10-28T23:54:43.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,26.49474375821288,83.82352941176471,1610612752,8,11,2024-10-28T23:54:53Z,640000,False,-169.0,197.0,1,left,MISS M. Bridges 25' 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.93,Missed,,,,,,,,,,,,,,,,,,
76,PT05M15.00S,2024-10-28T23:54:49.9Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,8,11,2024-10-28T23:54:53Z,650000,False,,,0,,J. Sims REBOUND (Off:1 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Left Center,,,,,,,,,75.0,1.0,0.0,1.0,,,,,,,,
77,PT05M13.00S,2024-10-28T23:54:51.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630540,32.14520367936925,34.55882352941176,1610612752,8,11,2024-10-28T23:54:55Z,660000,False,77.0,250.0,1,left,MISS M. McBride 26' 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Center,26.14,Missed,,,,,,,,,,,,,,,,,,
78,PT05M13.00S,2024-10-28T23:54:51.1Z,1,REGULAR,rebound,offensive,[],1628404,,,1610612752,8,11,2024-10-28T23:54:55Z,670000,False,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,,,,,,77.0,3.0,2.0,1.0,,,,,,,,
79,PT05M09.00S,2024-10-28T23:54:55.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628969,7.178055190538765,49.26470588235294,1610612752,10,11,2024-10-28T23:55:08Z,680000,False,4.0,15.0,1,left,M. Bridges Layup (2 PTS) (J. Hart 1 AST),"[1628969, 1628404]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.54,Made,2.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,
81,PT04M56.00S,2024-10-28T23:55:09.1Z,1,REGULAR,3pt,Jump Shot,[],1629636,72.61826544021025,20.098039215686274,1610612739,10,11,2024-10-29T00:12:20Z,700000,False,-150.0,205.0,1,right,MISS D. Garland 25' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
82,PT04M52.00S,2024-10-28T23:55:13.1Z,1,REGULAR,rebound,offensive,[],1629731,,,1610612739,10,11,2024-10-29T01:24:26Z,710000,False,,,0,,D. Wade REBOUND (Off:1 Def:0),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,,,,,,,,,81.0,1.0,0.0,1.0,,,,,,,,
83,PT04M49.00S,2024-10-28T23:55:16.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627747,67.49342969776609,46.32352941176471,1610612739,10,11,2024-10-28T23:55:21Z,720000,False,-18.0,253.0,1,right,MISS C. LeVert 25' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,
