actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
256,PT06M53.00S,2024-12-01T23:48:32.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,83.78777923784494,51.225490196078425,1610612740,44,23,2024-12-01T23:48:35Z,2490000,False,6.0,100.0,1,right,D. Theis 10' driving floating Jump Shot (2 PTS) (D. Murray 2 AST),"[1628464, 1627749]",1610612740.0,NOP,driving floating,,,Theis,D. Theis,,,,,In The Paint (Non-RA),8-16 Center,10.01,Made,,,,,,,,,,,2.0,D. Murray,1627749.0,2.0,,,,
258,PT06M30.00S,2024-12-01T23:48:55.6Z,2,REGULAR,2pt,Jump Shot,[],1628973,8.623521681997373,33.57843137254902,1610612752,46,23,2024-12-01T23:48:59Z,2510000,False,82.0,29.0,1,left,J. Brunson 8' step back Jump Shot (7 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,8.69,Made,,,,,,,,,,,7.0,,,,,,,
259,PT06M19.00S,2024-12-01T23:49:07.4Z,2,REGULAR,turnover,bad pass,[],1628464,,,1610612740,46,23,2024-12-01T23:49:11Z,2520000,False,,,0,,D. Theis bad pass TURNOVER (1 TO),"[1628464, 1628384]",1610612740.0,NOP,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,Anunoby,1628384.0,,,,,,,,,
260,PT06M19.00S,2024-12-01T23:49:07.4Z,2,REGULAR,steal,,[],1628384,,,1610612752,46,23,2024-12-01T23:49:08Z,2530000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
261,PT06M14.00S,2024-12-01T23:49:11.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,6.258212877792378,49.50980392156863,1610612752,48,23,2024-12-01T23:49:15Z,2540000,False,2.0,6.0,1,left,O. Anunoby running DUNK (3 PTS),[1628384],1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,,,,,,,3.0,,,,,,,
262,PT06M14.00S,2024-12-01T23:49:15.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612740,48,23,2024-12-01T23:49:15Z,2550000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M14.00S,2024-12-01T23:49:15.8Z,2,REGULAR,substitution,out,[],203468,,,1610612740,48,23,2024-12-01T23:52:02Z,2560000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M14.00S,2024-12-01T23:49:15.8Z,2,REGULAR,substitution,in,[],1630526,,,1610612740,48,23,2024-12-01T23:52:02Z,2570000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M53.00S,2024-12-01T23:52:30.9Z,2,REGULAR,turnover,lost ball,[],1627749,,,1610612740,48,23,2024-12-01T23:52:48Z,2580000,False,,,0,,D. Murray lost ball TURNOVER (2 TO),"[1627749, 1630540]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,McBride,1630540.0,,,,,,,,,
266,PT05M53.00S,2024-12-01T23:52:30.9Z,2,REGULAR,steal,,[],1630540,,,1610612752,48,23,2024-12-01T23:52:32Z,2590000,False,,,0,,M. McBride STEAL (1 STL),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
267,PT05M41.00S,2024-12-01T23:52:42.8Z,2,REGULAR,turnover,bad pass,[],1628384,,,1610612752,48,23,2024-12-01T23:52:45Z,2600000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 1627749]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Murray,1627749.0,,,,,,,,,
268,PT05M41.00S,2024-12-01T23:52:42.8Z,2,REGULAR,steal,,[],1627749,,,1610612740,48,23,2024-12-01T23:52:44Z,2610000,False,,,0,,D. Murray STEAL (2 STL),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
269,PT05M30.00S,2024-12-01T23:52:53.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630530,82.34231274638634,42.40196078431372,1610612740,48,23,2024-12-02T00:02:51Z,2620000,False,-38.0,113.0,1,right,MISS T. Murphy III 11' driving floating Shot,[1630530],1610612740.0,NOP,driving floating,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,11.97,Missed,,,,,,,,,,,,,,,,,,
270,PT05M27.00S,2024-12-01T23:52:56.4Z,2,REGULAR,rebound,offensive,[],1641810,,,1610612740,48,23,2024-12-02T00:02:51Z,2630000,False,,,0,,A. Reeves REBOUND (Off:1 Def:0),[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,In The Paint (Non-RA),8-16 Center,,,,,269.0,1.0,0.0,1.0,,,,,,,,,,,,
271,PT05M25.00S,2024-12-01T23:52:57.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641810,93.51182654402102,52.69607843137255,1610612740,48,23,2024-12-02T00:03:50Z,2640000,False,13.0,8.0,1,right,MISS A. Reeves driving floating bank Shot - blocked,"[1641810, 1628404]",1610612740.0,NOP,driving floating bank,,,Reeves,A. Reeves,,,,,Restricted Area,0-8 Center,1.6,Missed,Hart,1628404.0,,,,,,,,,,,,,,,,
272,PT05M25.00S,2024-12-01T23:52:57.8Z,2,REGULAR,block,,[],1628404,,,1610612740,48,23,2024-12-01T23:52:59Z,2650000,False,,,0,,J. Hart BLOCK (1 BLK),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
273,PT05M23.00S,2024-12-01T23:52:59.8Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,48,23,2024-12-01T23:53:00Z,2660000,False,,,0,,J. Sims REBOUND (Off:0 Def:3),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,271.0,3.0,3.0,0.0,,,,,,,,,,,,
275,PT05M16.00S,2024-12-01T23:53:09.3Z,2,REGULAR,substitution,out,[],1630540,,,1610612752,48,23,2024-12-01T23:53:16Z,2680000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M16.00S,2024-12-01T23:53:09.3Z,2,REGULAR,substitution,in,[],1628969,,,1610612752,48,23,2024-12-01T23:53:16Z,2690000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M13.00S,2024-12-01T23:53:36.2Z,2,REGULAR,foul,personal,[],1627749,,,1610612752,48,23,2024-12-01T23:53:40Z,2700000,False,,,0,,D. Murray personal FOUL (2 PF),"[1627749, 1628973]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2882.0,,,,,2.0,0.0,Brunson,1628973.0
279,PT05M00.00S,2024-12-01T23:54:05.0Z,2,REGULAR,3pt,Jump Shot,[],1628973,22.28975032851511,88.72549019607843,1610612752,51,23,2024-12-01T23:54:08Z,2720000,False,-194.0,157.0,1,left,J. Brunson 24' 3PT step back (10 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,24.93,Made,,,,,,,,,,,10.0,,,,,,,
280,PT04M50.00S,2024-12-01T23:54:14.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,83.13074901445466,47.05882352941176,1610612740,51,25,2024-12-01T23:54:18Z,2730000,False,-15.0,106.0,1,right,D. Murray 10' pullup Jump Shot (2 PTS),[1627749],1610612740.0,NOP,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,10.71,Made,,,,,,,,,,,2.0,,,,,,,
286,PT04M35.00S,2024-12-01T23:54:41.7Z,2,REGULAR,foul,personal,[],1641810,,,1610612752,51,25,2024-12-01T23:55:27Z,2745000,False,,,0,,A. Reeves personal FOUL (1 PF),"[1641810, 1628969]",1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,2882.0,,,,,1.0,0.0,Bridges,1628969.0
282,PT04M35.00S,2024-12-01T23:54:41.8Z,2,REGULAR,substitution,out,[],1641810,,,1610612752,51,25,2024-12-01T23:54:58Z,2750000,False,,,0,,SUB out: A. Reeves,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M35.00S,2024-12-01T23:54:41.8Z,2,REGULAR,substitution,out,[],1628464,,,1610612752,51,25,2024-12-01T23:54:58Z,2760000,False,,,0,,SUB out: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M35.00S,2024-12-01T23:54:41.8Z,2,REGULAR,substitution,in,[],1642274,,,1610612752,51,25,2024-12-01T23:54:58Z,2770000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M35.00S,2024-12-01T23:54:41.8Z,2,REGULAR,substitution,in,[],203468,,,1610612752,51,25,2024-12-01T23:54:58Z,2780000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M21.00S,2024-12-01T23:55:30.6Z,2,REGULAR,2pt,Jump Shot,[],1628404,21.369908015768726,47.30392156862745,1610612752,51,25,2024-12-02T00:05:11Z,2790000,False,13.0,148.0,1,left,MISS J. Hart 14' turnaround fadeaway Shot,[1628404],1610612752.0,NYK,turnaround fadeaway,,,Hart,J. Hart,,,,,Mid-Range,8-16 Center,14.9,Missed,,,,,,,,,,,,,,,,,,
289,PT04M18.00S,2024-12-01T23:55:33.6Z,2,REGULAR,rebound,defensive,[],1630526,,,1610612740,51,25,2024-12-01T23:55:33Z,2800000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,8-16 Center,,,,,288.0,1.0,1.0,0.0,,,,,,,,,,,,
290,PT04M08.00S,2024-12-01T23:55:43.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,80.76544021024968,57.59803921568627,1610612740,51,25,2024-12-02T00:05:38Z,2810000,False,38.0,128.0,1,right,MISS D. Murray 13' fadeaway Shot,[1627749],1610612740.0,NOP,fadeaway,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,13.38,Missed,,,,,,,,,,,,,,,,,,
291,PT04M06.00S,2024-12-01T23:55:45.4Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,51,25,2024-12-01T23:55:47Z,2820000,False,,,0,,J. Hart REBOUND (Off:0 Def:5),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,,290.0,5.0,5.0,0.0,,,,,,,,,,,,
292,PT04M01.00S,2024-12-01T23:55:53.8Z,2,REGULAR,foul,personal,[],1630530,,,1610612752,51,25,2024-12-01T23:56:13Z,2830000,False,,,0,,T. Murphy III personal FOUL (1 PF),"[1630530, 1628384]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1629183.0,,,,,1.0,0.0,Anunoby,1628384.0
294,PT03M54.00S,2024-12-01T23:56:21.6Z,2,REGULAR,3pt,Jump Shot,[],1628973,29.911300919842315,20.098039215686274,1610612752,51,25,2024-12-01T23:56:25Z,2850000,False,150.0,229.0,1,left,MISS J. Brunson 27' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,27.32,Missed,,,,,,,,,,,,,,,,,,
295,PT03M51.00S,2024-12-01T23:56:24.6Z,2,REGULAR,rebound,offensive,[],1628384,,,1610612752,51,25,2024-12-01T23:56:25Z,2860000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:3),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,294.0,4.0,3.0,1.0,,,,,,,,,,,,
296,PT03M49.00S,2024-12-01T23:56:25.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628384,5.995400788436268,50.73529411764706,1610612752,53,25,2024-12-01T23:56:30Z,2870000,False,-4.0,4.0,1,left,O. Anunoby putback DUNK (5 PTS),[1628384],1610612752.0,NYK,putback,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,,,,,5.0,,,,,,,
297,PT03M33.00S,2024-12-01T23:56:41.7Z,2,REGULAR,turnover,bad pass,[],1642274,,,1610612740,53,25,2024-12-01T23:56:44Z,2880000,False,,,0,,Y. Missi bad pass TURNOVER (2 TO),"[1642274, 1628404]",1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Mid-Range,8-16 Center,,,,,,,,,2.0,Hart,1628404.0,,,,,,,,,
298,PT03M33.00S,2024-12-01T23:56:41.7Z,2,REGULAR,steal,,[],1628404,,,1610612752,53,25,2024-12-01T23:56:43Z,2890000,False,,,0,,J. Hart STEAL (2 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
299,PT03M18.00S,2024-12-01T23:56:56.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,29.6484888304862,29.65686274509804,1610612752,53,25,2024-12-01T23:57:00Z,2900000,False,102.0,226.0,1,left,MISS O. Anunoby 24' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,24.8,Missed,,,,,,,,,,,,,,,,,,
300,PT03M15.00S,2024-12-01T23:56:59.9Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,53,25,2024-12-01T23:57:00Z,2910000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,299.0,3.0,3.0,0.0,,,,,,,,,,,,
301,PT03M09.00S,2024-12-01T23:57:05.7Z,2,REGULAR,3pt,Jump Shot,[],1630530,67.88764783180025,59.80392156862745,1610612740,53,25,2024-12-01T23:57:10Z,2920000,False,49.0,249.0,1,right,MISS T. Murphy III 25' step back 3PT,[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,25.42,Missed,,,,,,,,,,,,,,,,,,
302,PT03M06.00S,2024-12-01T23:57:08.7Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,53,25,2024-12-01T23:57:10Z,2930000,False,,,0,,J. Sims REBOUND (Off:0 Def:4),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,,,,,301.0,4.0,4.0,0.0,,,,,,,,,,,,
303,PT02M55.00S,2024-12-01T23:57:22.6Z,2,REGULAR,turnover,traveling,[],1630579,,,1610612752,53,25,2024-12-01T23:57:26Z,2940000,False,,,0,,J. Sims traveling TURNOVER (1 TO),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Mid-Range,16-24 Center,,,,,,,,,1.0,,,1629183.0,,,,,,,,
304,PT02M55.00S,2024-12-01T23:57:26.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,53,25,2024-12-01T23:57:26Z,2950000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M55.00S,2024-12-01T23:57:26.8Z,2,REGULAR,substitution,out,[],1630579,,,1610612740,53,25,2024-12-02T00:00:16Z,2960000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M55.00S,2024-12-01T23:57:26.8Z,2,REGULAR,substitution,out,[],1630526,,,1610612740,53,25,2024-12-02T00:00:16Z,2970000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M55.00S,2024-12-01T23:57:26.8Z,2,REGULAR,substitution,in,[],1626157,,,1610612740,53,25,2024-12-02T00:00:16Z,2980000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M55.00S,2024-12-01T23:57:26.8Z,2,REGULAR,substitution,in,[],1629750,,,1610612740,53,25,2024-12-02T00:00:16Z,2990000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M41.00S,2024-12-02T00:00:43.8Z,2,REGULAR,turnover,out-of-bounds,[],1629750,,,1610612740,53,25,2024-12-02T00:00:50Z,3000000,False,,,0,,J. Green lost ball out-of-bounds TURNOVER (1 TO),[1629750],1610612740.0,NOP,lost ball,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,1629183.0,,,,,,,,
311,PT02M20.00S,2024-12-02T00:01:14.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,31.750985545335087,55.88235294117647,1610612752,53,25,2024-12-02T00:01:17Z,3010000,False,-29.0,246.0,1,left,MISS J. Brunson 24' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,24.78,Missed,,,,,,,,,,,,,,,,,,
312,PT02M18.00S,2024-12-02T00:01:16.4Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612740,53,25,2024-12-02T00:01:17Z,3020000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,311.0,2.0,2.0,0.0,,,,,,,,,,,,
313,PT02M08.00S,2024-12-02T00:01:25.7Z,2,REGULAR,3pt,Jump Shot,[],1627749,87.07293035479631,2.696078431372549,1610612740,53,25,2024-12-02T00:01:28Z,3030000,False,-237.0,69.0,1,right,MISS D. Murray 24' 3PT,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,24.64,Missed,,,,,,,,,,,,,,,,,,
314,PT02M06.00S,2024-12-02T00:01:27.7Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,53,25,2024-12-02T00:01:28Z,3040000,False,,,0,,K. Towns REBOUND (Off:2 Def:11),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,,,,,313.0,13.0,11.0,2.0,,,,,,,,,,,,
315,PT02M04.00S,2024-12-02T00:01:33.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612752,53,25,2024-12-02T00:01:42Z,3050000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Brunson 2 FT),"[1629750, 1628973]",1610612740.0,NOP,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2882.0,,,,,1.0,0.0,Brunson,1628973.0
317,PT02M04.00S,2024-12-02T00:02:05.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628973,,,1610612752,54,25,2024-12-02T00:02:05Z,3070000,False,,,0,,J. Brunson Free Throw 1 of 2 (11 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,,,,11.0,,,,,,,
318,PT02M04.00S,2024-12-02T00:02:05.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628973,,,1610612752,55,25,2024-12-02T00:08:03Z,3080000,False,,,0,,J. Brunson Free Throw 2 of 2 (12 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,,,,12.0,,,,,,,
319,PT01M48.00S,2024-12-02T00:02:45.6Z,2,REGULAR,3pt,Jump Shot,[],1630530,65.1281208935611,58.08823529411765,1610612740,55,25,2024-12-02T00:02:49Z,3090000,False,40.0,275.0,1,right,MISS T. Murphy III 27' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,27.82,Missed,,,,,,,,,,,,,,,,,,
320,PT01M45.00S,2024-12-02T00:02:48.6Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,55,25,2024-12-02T00:02:49Z,3100000,False,,,0,,K. Towns REBOUND (Off:2 Def:12),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,319.0,14.0,12.0,2.0,,,,,,,,,,,,
321,PT01M30.00S,2024-12-02T00:03:07.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630530,,,1610612752,55,25,2024-12-02T00:03:12Z,3110000,False,,,0,,T. Murphy III personal FOUL (2 PF) (Anunoby 2 FT),"[1630530, 1628384]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1148.0,,,,,2.0,0.0,Anunoby,1628384.0
323,PT01M30.00S,2024-12-02T00:03:34.1Z,2,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,56,25,2024-12-02T00:03:34Z,3130000,False,,,0,,O. Anunoby Free Throw 1 of 2 (6 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
324,PT01M30.00S,2024-12-02T00:03:46.8Z,2,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,57,25,2024-12-02T00:03:46Z,3140000,False,,,0,,O. Anunoby Free Throw 2 of 2 (7 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
325,PT01M21.00S,2024-12-02T00:03:59.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.77463863337714,51.9607843137255,1610612740,57,25,2024-12-02T00:04:04Z,3150000,False,10.0,6.0,1,right,MISS C. McCollum driving Layup - blocked,"[203468, 1628969]",1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.15,Missed,Bridges,1628969.0,,,,,,,,,,,,,,,,
326,PT01M21.00S,2024-12-02T00:03:59.0Z,2,REGULAR,block,,[],1628969,,,1610612740,57,25,2024-12-02T00:04:01Z,3160000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
327,PT01M18.00S,2024-12-02T00:04:02.0Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,57,25,2024-12-02T00:04:04Z,3170000,False,,,0,,K. Towns REBOUND (Off:2 Def:13),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,325.0,15.0,13.0,2.0,,,,,,,,,,,,
340,PT01M09.00S,2024-12-02T00:04:05.4Z,2,REGULAR,turnover,lost ball,[],1626157,,,1610612752,57,25,2024-12-02T00:05:29Z,3175000,False,,,0,,K. Towns lost ball TURNOVER (2 TO),"[1626157, 1629750]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,2.0,Green,1629750.0,,,,,,,,,
341,PT01M09.00S,2024-12-02T00:04:05.4Z,2,REGULAR,steal,,[],1629750,,,1610612740,57,25,2024-12-02T00:05:29Z,3177500,False,,,0,,J. Green STEAL (2 STL),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
331,PT01M01.00S,2024-12-02T00:04:18.7Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630530,93.38042049934296,3.1862745098039214,1610612740,57,28,2024-12-02T00:05:32Z,3210000,False,-234.0,10.0,1,right,T. Murphy III 3PT running (6 PTS) (C. McCollum 2 AST),"[1630530, 203468]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,23.43,Made,,,,,,,,,,,6.0,C. McCollum,203468.0,2.0,,,,
333,PT00M40.90S,2024-12-02T00:04:42.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,11.12023653088042,43.627450980392155,1610612752,57,28,2024-12-02T00:10:46Z,3230000,False,32.0,52.0,1,left,MISS J. Brunson 6' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,6.1,Missed,,,,,,,,,,,,,,,,,,
334,PT00M40.90S,2024-12-02T00:04:42.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,57,28,2024-12-02T00:04:51Z,3240000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,333.0,,,,,,,,,,,,,,,
336,PT00M35.30S,2024-12-02T00:04:57.3Z,2,REGULAR,foul,personal,[],1628973,,,1610612740,57,28,2024-12-02T00:04:59Z,3260000,False,,,0,,J. Brunson personal FOUL (2 PF),"[1628973, 1627749]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1629183.0,,,,,2.0,0.0,Murray,1627749.0
338,PT00M32.10S,2024-12-02T00:05:23.0Z,2,REGULAR,3pt,Jump Shot,[],1627749,68.54467805519053,29.166666666666668,1610612740,57,28,2024-12-02T00:05:36Z,3280000,False,-104.0,243.0,1,right,MISS D. Murray 26' 3PT,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,26.46,Missed,,,,,,,,,,,,,,,,,,
339,PT00M30.00S,2024-12-02T00:05:25.0Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,57,28,2024-12-02T00:05:25Z,3290000,False,,,0,,K. Towns REBOUND (Off:2 Def:14),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,338.0,16.0,14.0,2.0,,,,,,,,,,,,
