actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
177,PT11M06.00S,2025-04-02T00:16:06.7Z,2,REGULAR,turnover,out-of-bounds,[],1630215,,,1610612755,38,26,2025-04-02T00:16:10Z,1740000,False,,,0,,J. Butler bad pass out-of-bounds TURNOVER (1 TO),[1630215],1610612755.0,PHI,bad pass,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,202007.0,1.0,,,,,,,,,,,,,,,,,,
178,PT10M47.00S,2025-04-02T00:16:29.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642278,92.19776609724047,3.9215686274509802,1610612752,38,26,2025-04-02T00:16:35Z,1750000,False,-230.0,21.0,1,right,MISS T. Kolek 3PT,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Left Corner 3,24+ Left,,,,,23.13,Missed,,,,,,,,,,,,,,
179,PT10M44.00S,2025-04-02T00:16:32.0Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612755,38,26,2025-04-02T00:19:53Z,1760000,False,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,Left Corner 3,24+ Left,,,,,,,178.0,1.0,1.0,0.0,,,,,,,,,,
180,PT10M34.00S,2025-04-02T00:16:41.1Z,2,REGULAR,3pt,Jump Shot,[],1629022,5.601182654402102,94.36274509803921,1610612755,38,26,2025-04-02T00:16:44Z,1770000,False,-222.0,0.0,1,left,MISS L. Walker IV 3PT,[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,Left Corner 3,24+ Left,,,,,22.18,Missed,,,,,,,,,,,,,,
181,PT10M32.00S,2025-04-02T00:16:43.1Z,2,REGULAR,rebound,defensive,[],1642278,,,1610612752,38,26,2025-04-02T00:16:44Z,1780000,False,,,0,,T. Kolek REBOUND (Off:0 Def:1),[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Left Corner 3,24+ Left,,,,,,,180.0,1.0,1.0,0.0,,,,,,,,,,
182,PT10M18.00S,2025-04-02T00:17:00.5Z,2,REGULAR,foul,personal,[],1630215,,,1610612752,38,26,2025-04-02T00:17:12Z,1790000,False,,,0,,J. Butler personal FOUL (2 PF),"[1630215, 1628969]",1610612755.0,PHI,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,1628487.0,,,,,,,,,,,2.0,0.0,Bridges,1628969.0,,,,,
184,PT10M13.00S,2025-04-02T00:17:33.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,89.83245729303549,55.63725490196079,1610612752,38,26,2025-04-02T00:17:41Z,1810000,False,28.0,43.0,1,right,MISS M. Bridges driving Layup - blocked,"[1628969, 1630542]",1610612752.0,NYK,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.15,Missed,,,,,,,,,,,,,Bagley,1630542.0
185,PT10M13.00S,2025-04-02T00:17:33.9Z,2,REGULAR,block,,[],1630542,,,1610612752,38,26,2025-04-02T00:17:36Z,1820000,False,,,0,,M. Bagley BLOCK (1 BLK),[1630542],1610612755.0,PHI,,,,Bagley,M. Bagley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
186,PT10M12.00S,2025-04-02T00:17:34.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,38,26,2025-04-02T00:17:41Z,1830000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,184.0,,,,,,,,,,,,,
188,PT10M07.00S,2025-04-02T00:17:52.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642278,87.20433639947439,95.34313725490196,1610612752,41,26,2025-04-02T00:20:24Z,1850000,False,227.0,68.0,1,right,T. Kolek 3PT  (3 PTS) (M. Bridges 3 AST),"[1642278, 1628969]",1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Right Corner 3,24+ Right,,,,,23.66,Made,,,,,3.0,,,,,M. Bridges,1628969.0,3.0,,
190,PT09M53.00S,2025-04-02T00:18:05.9Z,2,REGULAR,2pt,Jump Shot,[],1629022,7.835085413929041,65.93137254901961,1610612755,41,28,2025-04-02T00:18:10Z,1870000,False,-80.0,21.0,1,left,L. Walker IV 8' driving floating Jump Shot (5 PTS) (J. Butler 2 AST),"[1629022, 1630215]",1610612755.0,PHI,driving floating,,,Walker IV,L. Walker IV,,,,,Mid-Range,8-16 Left,,,,,8.24,Made,,,,,5.0,,,,,J. Butler,1630215.0,2.0,,
192,PT09M40.00S,2025-04-02T00:18:18.8Z,2,REGULAR,turnover,bad pass,[],1642278,,,1610612752,41,28,2025-04-02T00:57:25Z,1890000,False,,,0,,T. Kolek bad pass TURNOVER (1 TO),"[1642278, 200768]",1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,In The Paint (Non-RA),0-8 Center,,1.0,Lowry,200768.0,,,,,,,,,,,,,,,,
193,PT09M40.00S,2025-04-02T00:18:18.8Z,2,REGULAR,steal,,[],200768,,,1610612755,41,28,2025-04-02T00:18:20Z,1900000,False,,,0,,K. Lowry STEAL (2 STL),[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
194,PT09M36.00S,2025-04-02T00:18:27.1Z,2,REGULAR,foul,offensive,[],1641737,,,1610612755,41,28,2025-04-02T00:18:42Z,1910000,False,,,0,,A. Bona offensive FOUL (1 PF),"[1641737, 1629013]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,1628487.0,,,,,,,,,,,1.0,0.0,Shamet,1629013.0,,,,,
196,PT09M36.00S,2025-04-02T00:18:27.1Z,2,REGULAR,turnover,offensive foul,[],1641737,,,1610612755,41,28,2025-04-02T00:18:27Z,1930000,False,,,0,,A. Bona offensive foul TURNOVER (2 TO),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,1628487.0,2.0,,,,,,,,,,,,,,,,,,
197,PT09M29.00S,2025-04-02T00:18:48.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628969,81.8166885676741,66.91176470588235,1610612752,41,28,2025-04-02T00:18:54Z,1940000,False,85.0,118.0,1,right,MISS M. Bridges 14' pullup Shot,[1628969],1610612752.0,NYK,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,14.55,Missed,,,,,,,,,,,,,,
198,PT09M26.00S,2025-04-02T00:18:51.0Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612755,41,28,2025-04-02T00:18:54Z,1950000,False,,,0,,L. Walker IV REBOUND (Off:0 Def:2),[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,Mid-Range,8-16 Right,,,,,,,197.0,2.0,2.0,0.0,,,,,,,,,,
199,PT09M20.00S,2025-04-02T00:18:57.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,6.783837056504599,49.26470588235294,1610612755,41,28,2025-04-02T00:19:02Z,1960000,False,4.0,11.0,1,left,MISS L. Walker IV driving Layup,[1629022],1610612755.0,PHI,driving,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,,1.19,Missed,,,,,,,,,,,,,,
200,PT09M18.00S,2025-04-02T00:18:59.2Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,41,28,2025-04-02T00:19:02Z,1970000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,199.0,1.0,1.0,0.0,,,,,,,,,,
201,PT09M15.00S,2025-04-02T00:19:02.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629013,72.61826544021025,79.90196078431373,1610612752,41,28,2025-04-02T00:19:09Z,1980000,False,150.0,205.0,1,right,MISS L. Shamet 25' running pullup 3PT,[1629013],1610612752.0,NYK,running pullup,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,,,,,25.36,Missed,,,,,,,,,,,,,,
202,PT09M12.00S,2025-04-02T00:19:05.2Z,2,REGULAR,rebound,offensive,[],1642278,,,1610612752,41,28,2025-04-02T00:19:09Z,1990000,False,,,0,,T. Kolek REBOUND (Off:1 Def:1),[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Above the Break 3,24+ Right Center,,,,,,,201.0,2.0,1.0,1.0,,,,,,,,,,
203,PT09M07.00S,2025-04-02T00:19:09.6Z,2,REGULAR,turnover,lost ball,[],1630173,,,1610612752,41,28,2025-04-02T00:19:16Z,2000000,False,,,0,,P. Achiuwa lost ball TURNOVER (2 TO),"[1630173, 1630215]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,2.0,Butler,1630215.0,,,,,,,,,,,,,,,,
204,PT09M07.00S,2025-04-02T00:19:09.6Z,2,REGULAR,steal,,[],1630215,,,1610612755,41,28,2025-04-02T00:19:11Z,2010000,False,,,0,,J. Butler STEAL (1 STL),[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
205,PT09M02.00S,2025-04-02T00:19:14.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630215,10.33180026281209,52.20588235294118,1610612755,41,28,2025-04-02T00:19:18Z,2020000,False,-11.0,45.0,1,left,MISS J. Butler running Layup - blocked,"[1630215, 1642278]",1610612755.0,PHI,running,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.59,Missed,,,,,,,,,,,,,Kolek,1642278.0
206,PT09M02.00S,2025-04-02T00:19:14.8Z,2,REGULAR,block,,[],1642278,,,1610612755,41,28,2025-04-02T00:19:16Z,2030000,False,,,0,,T. Kolek BLOCK (1 BLK),[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
207,PT09M00.00S,2025-04-02T00:19:16.8Z,2,REGULAR,rebound,defensive,[],1642278,,,1610612752,41,28,2025-04-02T00:19:18Z,2040000,False,,,0,,T. Kolek REBOUND (Off:1 Def:2),[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,205.0,3.0,2.0,1.0,,,,,,,,,,
208,PT08M55.00S,2025-04-02T00:19:21.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,93.77463863337714,51.71568627450981,1610612752,41,28,2025-04-02T00:19:25Z,2050000,False,9.0,6.0,1,right,MISS J. Hart running Layup,[1628404],1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,1.05,Missed,,,,,,,,,,,,,,
209,PT08M53.00S,2025-04-02T00:19:23.8Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612755,41,28,2025-04-02T00:19:25Z,2060000,False,,,0,,L. Walker IV REBOUND (Off:0 Def:3),[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,,,,208.0,3.0,3.0,0.0,,,,,,,,,,
210,PT08M49.00S,2025-04-02T00:19:31.6Z,2,REGULAR,foul,personal,['2freethrow'],1642278,,,1610612755,41,28,2025-04-02T00:19:37Z,2070000,False,,,0,,T. Kolek shooting personal FOUL (1 PF) (Bona 2 FT),"[1642278, 1641737]",1610612752.0,NYK,shooting,,,Kolek,T. Kolek,,,,,In The Paint (Non-RA),0-8 Center,1628487.0,,,,,,,,,,,1.0,0.0,Bona,1641737.0,,,,,
212,PT08M49.00S,2025-04-02T00:20:06.4Z,2,REGULAR,freethrow,1 of 2,[],1641737,,,1610612755,41,28,2025-04-02T00:21:46Z,2090000,False,,,0,,MISS A. Bona Free Throw 1 of 2,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
213,PT08M49.00S,2025-04-02T00:20:06.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,41,28,2025-04-02T00:21:46Z,2100000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,212.0,,,,,,,,,,,,,
214,PT08M49.00S,2025-04-02T00:20:06.4Z,2,REGULAR,freethrow,2 of 2,[],1641737,,,1610612755,41,29,2025-04-02T00:21:46Z,2110000,False,,,0,,A. Bona Free Throw 2 of 2 (4 PTS),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,
215,PT08M32.00S,2025-04-02T00:20:50.2Z,2,REGULAR,foul,personal,['2freethrow'],1630215,,,1610612752,41,29,2025-04-02T00:20:55Z,2120000,False,,,0,,J. Butler shooting personal FOUL (3 PF) (Kolek 2 FT),"[1630215, 1642278]",1610612755.0,PHI,shooting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1628487.0,,,,,,,,,,,3.0,0.0,Kolek,1642278.0,,,,,
217,PT08M32.00S,2025-04-02T00:21:13.0Z,2,REGULAR,freethrow,1 of 2,[],1642278,,,1610612752,42,29,2025-04-02T00:21:13Z,2140000,False,,,0,,T. Kolek Free Throw 1 of 2 (4 PTS),[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,
218,PT08M32.00S,2025-04-02T00:21:13.1Z,2,REGULAR,substitution,out,[],200768,,,1610612752,42,29,2025-04-02T00:21:26Z,2150000,False,,,0,,SUB out: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M32.00S,2025-04-02T00:21:13.1Z,2,REGULAR,substitution,out,[],1630215,,,1610612752,42,29,2025-04-02T00:21:26Z,2160000,False,,,0,,SUB out: J. Butler,[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M32.00S,2025-04-02T00:21:13.1Z,2,REGULAR,substitution,in,[],1642348,,,1610612752,42,29,2025-04-02T00:21:26Z,2170000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M32.00S,2025-04-02T00:21:13.1Z,2,REGULAR,substitution,in,[],1629656,,,1610612752,42,29,2025-04-02T00:21:26Z,2180000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M32.00S,2025-04-02T00:21:34.3Z,2,REGULAR,freethrow,2 of 2,[],1642278,,,1610612752,43,29,2025-04-02T00:21:34Z,2190000,False,,,0,,T. Kolek Free Throw 2 of 2 (5 PTS),[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,
223,PT08M20.00S,2025-04-02T00:21:48.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642348,6.915243101182654,51.470588235294116,1610612755,43,31,2025-04-02T00:21:51Z,2200000,False,-7.0,13.0,1,left,J. Edwards driving Layup (4 PTS) (Q. Grimes 3 AST),"[1642348, 1629656]",1610612755.0,PHI,driving,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,1.45,Made,,,,,4.0,,,,,Q. Grimes,1629656.0,3.0,,
225,PT08M04.00S,2025-04-02T00:22:05.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630173,89.17542706964521,49.754901960784316,1610612752,43,31,2025-04-02T00:25:06Z,2220000,False,-1.0,49.0,1,right,MISS P. Achiuwa driving Hook,[1630173],1610612752.0,NYK,driving,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.93,Missed,,,,,,,,,,,,,,
226,PT08M03.00S,2025-04-02T00:22:06.8Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612755,43,31,2025-04-02T00:24:45Z,2230000,False,,,0,,L. Walker IV REBOUND (Off:0 Def:4),[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,225.0,4.0,4.0,0.0,,,,,,,,,,
227,PT07M47.00S,2025-04-02T00:22:21.4Z,2,REGULAR,3pt,Jump Shot,[],1629022,32.013797634691194,26.225490196078432,1610612755,43,31,2025-04-02T00:22:27Z,2240000,False,119.0,248.0,1,left,MISS L. Walker IV 27' 3PT - blocked,"[1629022, 1630173]",1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,,,,,27.54,Missed,,,,,,,,,,,,,Achiuwa,1630173.0
228,PT07M47.00S,2025-04-02T00:22:21.4Z,2,REGULAR,block,,[],1630173,,,1610612755,43,31,2025-04-02T00:22:24Z,2250000,False,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
229,PT07M44.00S,2025-04-02T00:22:24.4Z,2,REGULAR,rebound,offensive,[],1630542,,,1610612755,43,31,2025-04-02T00:22:27Z,2260000,False,,,0,,M. Bagley REBOUND (Off:1 Def:0),[1630542],1610612755.0,PHI,,,,Bagley,M. Bagley,,,,,Above the Break 3,24+ Right Center,,,,,,,227.0,1.0,0.0,1.0,,,,,,,,,,
230,PT07M40.00S,2025-04-02T00:22:32.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,33.327858081471746,46.07843137254902,1610612755,43,31,2025-04-02T00:25:44Z,2270000,False,20.0,261.0,1,left,MISS Q. Grimes 26' step back 3PT,[1629656],1610612755.0,PHI,step back,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,,,26.15,Missed,,,,,,,,,,,,,,
231,PT07M39.00S,2025-04-02T00:22:33.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,43,31,2025-04-02T00:23:39Z,2280000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,230.0,,,,,,,,,,,,,
232,PT07M39.00S,2025-04-02T00:22:35.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612755,43,31,2025-04-02T00:23:49Z,2290000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,202007.0,,,,,,,,,,,,,,,,,,,
235,PT07M39.00S,2025-04-02T00:22:49.4Z,2,REGULAR,substitution,out,[],1628404,,,1610612752,43,31,2025-04-02T00:23:11Z,2295000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M39.00S,2025-04-02T00:22:49.4Z,2,REGULAR,substitution,out,[],1630542,,,1610612752,43,31,2025-04-02T00:23:11Z,2297500,False,,,0,,SUB out: M. Bagley,[1630542],1610612755.0,PHI,,,,Bagley,M. Bagley,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M39.00S,2025-04-02T00:22:49.4Z,2,REGULAR,substitution,in,[],1628384,,,1610612752,43,31,2025-04-02T00:23:11Z,2298750,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M39.00S,2025-04-02T00:22:49.4Z,2,REGULAR,substitution,in,[],1641741,,,1610612752,43,31,2025-04-02T00:23:11Z,2299375,False,,,0,,SUB in: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M27.00S,2025-04-02T00:23:03.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628384,93.51182654402102,50.98039215686274,1610612752,45,31,2025-04-02T00:26:00Z,2300000,False,5.0,8.0,1,right,O. Anunoby cutting DUNK (15 PTS) (L. Shamet 1 AST),"[1628384, 1629013]",1610612752.0,NYK,cutting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,0.98,Made,,,,,15.0,,,,,L. Shamet,1629013.0,1.0,,
239,PT07M16.00S,2025-04-02T00:23:17.4Z,2,REGULAR,turnover,traveling,[],1642348,,,1610612755,45,31,2025-04-02T00:23:22Z,2320000,False,,,0,,J. Edwards traveling TURNOVER (2 TO),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,202007.0,2.0,,,,,,,,,,,,,,,,,,
240,PT07M03.00S,2025-04-02T00:23:42.3Z,2,REGULAR,turnover,bad pass,[],1642278,,,1610612752,45,31,2025-04-02T00:23:45Z,2330000,False,,,0,,T. Kolek bad pass TURNOVER (2 TO),"[1642278, 1641741]",1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Mid-Range,16-24 Center,,2.0,Council IV,1641741.0,,,,,,,,,,,,,,,,
241,PT07M03.00S,2025-04-02T00:23:42.3Z,2,REGULAR,steal,,[],1641741,,,1610612755,45,31,2025-04-02T00:23:43Z,2340000,False,,,0,,R. Council IV STEAL (1 STL),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
242,PT06M59.00S,2025-04-02T00:23:46.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641741,6.389618922470433,4.6568627450980395,1610612755,45,31,2025-04-02T00:23:52Z,2350000,False,227.0,8.0,1,left,MISS R. Council IV running 3PT,[1641741],1610612755.0,PHI,running,,,Council IV,R. Council IV,,,,,Right Corner 3,24+ Right,,,,,22.68,Missed,,,,,,,,,,,,,,
243,PT06M56.00S,2025-04-02T00:23:49.4Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612752,45,31,2025-04-02T00:23:52Z,2360000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,,,,,242.0,1.0,1.0,0.0,,,,,,,,,,
244,PT06M40.00S,2025-04-02T00:24:04.8Z,2,REGULAR,2pt,Jump Shot,[],1628969,89.70105124835742,69.11764705882352,1610612752,45,31,2025-04-02T00:49:06Z,2370000,False,96.0,44.0,1,right,MISS M. Bridges 10' step back Shot,[1628969],1610612752.0,NYK,step back,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,10.54,Missed,,,,,,,,,,,,,,
245,PT06M38.00S,2025-04-02T00:24:06.8Z,2,REGULAR,rebound,defensive,[],1642348,,,1610612755,45,31,2025-04-02T00:24:08Z,2380000,False,,,0,,J. Edwards REBOUND (Off:0 Def:1),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Mid-Range,8-16 Right,,,,,,,244.0,1.0,1.0,0.0,,,,,,,,,,
246,PT06M36.00S,2025-04-02T00:24:12.3Z,2,REGULAR,foul,personal,[],1642278,,,1610612755,45,31,2025-04-02T00:24:24Z,2390000,False,,,0,,T. Kolek personal FOUL (2 PF),"[1642278, 1642348]",1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,In The Paint (Non-RA),0-8 Center,202007.0,,,,,,,,,,,2.0,0.0,Edwards,1642348.0,,,,,
248,PT06M36.00S,2025-04-02T00:24:25.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,45,31,2025-04-02T00:24:25Z,2410000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M36.00S,2025-04-02T00:24:25.8Z,2,REGULAR,substitution,out,[],1630173,,,1610612755,45,31,2025-04-02T00:26:57Z,2420000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M36.00S,2025-04-02T00:24:25.8Z,2,REGULAR,substitution,out,[],1641737,,,1610612755,45,31,2025-04-02T00:26:57Z,2430000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M36.00S,2025-04-02T00:24:25.8Z,2,REGULAR,substitution,in,[],1629011,,,1610612755,45,31,2025-04-02T00:26:57Z,2440000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M36.00S,2025-04-02T00:24:25.8Z,2,REGULAR,substitution,in,[],1642024,,,1610612755,45,31,2025-04-02T00:26:57Z,2450000,False,,,0,,SUB in: A. Reese,[1642024],1610612755.0,PHI,,,,Reese,A. Reese,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M27.00S,2025-04-02T00:27:28.3Z,2,REGULAR,foul,personal,[],1642278,,,1610612755,45,31,2025-04-02T00:27:33Z,2460000,False,,,0,,T. Kolek personal FOUL (3 PF),"[1642278, 1642348]",1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Mid-Range,16-24 Center,1662.0,,,,,,,,,,,3.0,0.0,Edwards,1642348.0,,,,,
255,PT06M27.00S,2025-04-02T00:27:28.4Z,2,REGULAR,substitution,out,[],1642278,,,1610612755,45,31,2025-04-02T00:27:46Z,2480000,False,,,0,,SUB out: T. Kolek,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M27.00S,2025-04-02T00:27:28.4Z,2,REGULAR,substitution,in,[],1626153,,,1610612755,45,31,2025-04-02T00:27:46Z,2490000,False,,,0,,SUB in: D. Wright,[1626153],1610612752.0,NYK,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M14.00S,2025-04-02T00:28:09.1Z,2,REGULAR,3pt,Jump Shot,[],1641741,29.25427069645204,79.41176470588235,1610612755,45,31,2025-04-02T00:28:15Z,2500000,False,-147.0,222.0,1,left,MISS R. Council IV 26' 3PT,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Left Center,,,,,26.67,Missed,,,,,,,,,,,,,,
258,PT06M12.00S,2025-04-02T00:28:11.1Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,45,31,2025-04-02T00:28:15Z,2510000,False,,,0,,M. Robinson REBOUND (Off:2 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,257.0,6.0,4.0,2.0,,,,,,,,,,
