actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
264,PT01M59.00S,2024-12-06T01:34:46.7Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,58,60,2024-12-06T01:35:07Z,2580000,False,,,0,,N. Richards REBOUND (Off:1 Def:5),[1630208],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Richards,N. Richards,,,,,263.0,6.0,5.0,1.0,,,,,,,,,,
265,PT01M49.00S,2024-12-06T01:34:57.0Z,2,REGULAR,2pt,Jump Shot,[],1641706,16.63929040735874,28.186274509803923,1610612766,58,60,2024-12-06T01:35:28Z,2590000,False,109.0,104.0,1,left,MISS B. Miller 15' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,,,,Mid-Range,8-16 Right,,,Miller,B. Miller,15.07,Missed,,,,,,,,,,,,,,,,
266,PT01M48.00S,2024-12-06T01:34:58.0Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,58,60,2024-12-06T01:35:28Z,2600000,False,,,0,,N. Richards REBOUND (Off:2 Def:5),[1630208],1610612766.0,CHA,,,,,,,Mid-Range,8-16 Right,,,Richards,N. Richards,,,,,265.0,7.0,5.0,2.0,,,,,,,,,,
267,PT01M44.00S,2024-12-06T01:35:01.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630208,7.178055190538765,54.90196078431373,1610612766,58,60,2024-12-06T01:35:05Z,2610000,False,-25.0,15.0,1,left,MISS N. Richards turnaround Hook,[1630208],1610612766.0,CHA,turnaround,,,,,,Restricted Area,0-8 Center,,,Richards,N. Richards,2.87,Missed,,,,,,,,,,,,,,,,
268,PT01M43.00S,2024-12-06T01:35:02.6Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,58,60,2024-12-06T01:35:59Z,2620000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Hart,J. Hart,,,,,267.0,1.0,1.0,0.0,,,,,,,,,,
269,PT01M33.00S,2024-12-06T01:35:12.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,94.82588699080158,49.50980392156863,1610612752,60,60,2024-12-06T01:35:15Z,2630000,False,-2.0,-4.0,1,right,O. Anunoby DUNK (6 PTS) (M. Bridges 6 AST),"[1628384, 1628969]",1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Anunoby,O. Anunoby,0.46,Made,,,,,,,6.0,M. Bridges,1628969.0,6.0,,,,,,
271,PT01M15.00S,2024-12-06T01:35:32.3Z,2,REGULAR,turnover,bad pass,[],1642354,,,1610612766,60,60,2024-12-06T01:37:20Z,2650000,False,,,0,,K. Simpson bad pass TURNOVER (1 TO),"[1642354, 1628384]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,1.0,Simpson,K. Simpson,,,,,,,,,,,,,Anunoby,1628384.0,,,,
272,PT01M15.00S,2024-12-06T01:35:32.3Z,2,REGULAR,steal,,[],1628384,,,1610612752,60,60,2024-12-06T01:35:33Z,2660000,False,,,0,,O. Anunoby STEAL (2 STL),[1628384],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
273,PT01M12.00S,2024-12-06T01:35:35.2Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628384,95.0886990801577,50.98039215686274,1610612752,62,60,2024-12-06T01:37:23Z,2670000,False,5.0,-6.0,1,right,O. Anunoby running DUNK (8 PTS),[1628384],1610612752.0,NYK,running,,,,,,Restricted Area,0-8 Center,,,Anunoby,O. Anunoby,0.8,Made,,,,,,,8.0,,,,,,,,,
274,PT00M46.50S,2024-12-06T01:35:59.9Z,2,REGULAR,3pt,Jump Shot,[],1641706,24.129434954007884,84.55882352941177,1610612766,62,60,2024-12-06T01:37:40Z,2680000,False,-173.0,174.0,1,left,MISS B. Miller 24' 3PT,[1641706],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,Miller,B. Miller,24.54,Missed,,,,,,,,,,,,,,,,
275,PT00M43.00S,2024-12-06T01:36:03.4Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,62,60,2024-12-06T01:36:04Z,2690000,False,,,0,,N. Richards REBOUND (Off:3 Def:5),[1630208],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,Richards,N. Richards,,,,,274.0,8.0,5.0,3.0,,,,,,,,,,
276,PT00M33.50S,2024-12-06T01:36:14.9Z,2,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612766,62,60,2024-12-06T01:36:22Z,2700000,False,,,0,,J. Hart shooting personal FOUL (2 PF) (Simpson 2 FT),"[1628404, 1642354]",1610612752.0,NYK,shooting,,,,,,Restricted Area,0-8 Center,1199.0,,Hart,J. Hart,,,,,,,,,,,,,,,2.0,0.0,Simpson,1642354.0
278,PT00M33.50S,2024-12-06T01:36:39.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1642354,,,1610612766,62,60,2024-12-06T01:36:54Z,2720000,False,,,0,,MISS K. Simpson Free Throw 1 of 2,[1642354],1610612766.0,CHA,,,,,,,,,,,Simpson,K. Simpson,,Missed,,,,,,,,,,,,,,,,
279,PT00M33.50S,2024-12-06T01:36:39.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,62,60,2024-12-06T01:36:54Z,2730000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,278.0,,,,,,,,,,,,,
280,PT00M33.50S,2024-12-06T01:36:39.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1642354,,,1610612766,62,60,2024-12-06T01:36:54Z,2740000,False,,,0,,MISS K. Simpson Free Throw 2 of 2,[1642354],1610612766.0,CHA,,,,,,,,,,,Simpson,K. Simpson,,Missed,,,,,,,,,,,,,,,,
281,PT00M32.00S,2024-12-06T01:36:41.3Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,62,60,2024-12-06T01:36:54Z,2750000,False,,,0,,K. Towns REBOUND (Off:0 Def:7),[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,,,,280.0,7.0,7.0,0.0,,,,,,,,,,
282,PT00M12.80S,2024-12-06T01:37:13.7Z,2,REGULAR,3pt,Jump Shot,[],1628404,88.51839684625493,95.58823529411765,1610612752,65,60,2024-12-06T01:37:17Z,2760000,False,228.0,55.0,1,right,J. Hart 3PT  (18 PTS) (J. Brunson 5 AST),"[1628404, 1628973]",1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,,,Hart,J. Hart,23.45,Made,,,,,,,18.0,J. Brunson,1628973.0,5.0,,,,,,
284,PT00M03.00S,2024-12-06T01:37:36.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203995,6.783837056504599,46.568627450980394,1610612766,65,62,2024-12-06T01:37:40Z,2780000,False,17.0,11.0,1,left,V. Micić driving finger roll Layup (11 PTS) (B. Miller 3 AST),"[203995, 1641706]",1610612766.0,CHA,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Micić,V. Micić,2.06,Made,,,,,,,11.0,B. Miller,1641706.0,3.0,,,,,,
286,PT00M03.00S,2024-12-06T01:37:39.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626157,,,1610612766,65,62,2024-12-06T01:37:46Z,2800000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Micić 1 FT),"[1626157, 203995]",1610612752.0,NYK,shooting,,,,,,Restricted Area,0-8 Center,1162.0,,Towns,K. Towns,,,,,,,,,,,,,,,1.0,0.0,Micić,203995.0
288,PT00M03.00S,2024-12-06T01:37:39.6Z,2,REGULAR,substitution,out,[],1642354,,,1610612766,65,62,2024-12-06T01:38:07Z,2820000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,,,,,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,
289,PT00M03.00S,2024-12-06T01:37:39.6Z,2,REGULAR,substitution,in,[],1629610,,,1610612766,65,62,2024-12-06T01:38:07Z,2830000,False,,,0,,SUB in: D. Jeffries,[1629610],1610612766.0,CHA,,,,,,,,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,
290,PT00M03.00S,2024-12-06T01:38:23.3Z,2,REGULAR,freethrow,1 of 1,[],203995,,,1610612766,65,62,2024-12-06T01:38:23Z,2840000,False,,,0,,MISS V. Micić Free Throw 1 of 1,[203995],1610612766.0,CHA,,,,,,,,,,,Micić,V. Micić,,Missed,,,,,,,,,,,,,,,,
291,PT00M00.50S,2024-12-06T01:38:25.8Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,65,62,2024-12-06T01:38:24Z,2850000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,,,,,,,,Hart,J. Hart,,,,,290.0,2.0,2.0,0.0,,,,,,,,,,
292,PT00M00.50S,2024-12-06T01:38:26.7Z,2,REGULAR,3pt,Jump Shot,[],1628969,39.50394218134034,68.13725490196079,1610612752,65,62,2024-12-06T01:38:59Z,2860000,False,91.0,516.0,1,right,MISS M. Bridges 52' pullup 3PT,[1628969],1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Center,,,Bridges,M. Bridges,52.41,Missed,,,,,,,,,,,,,,,,
293,PT00M00.10S,2024-12-06T01:38:27.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,65,62,2024-12-06T01:38:33Z,2870000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,,,,,,292.0,,,,,,,,,,,,,
294,PT00M00.00S,2024-12-06T01:38:29.2Z,2,REGULAR,period,end,[],0,,,1610612752,65,62,2024-12-06T01:38:29Z,2880000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT12M00.00S,2024-12-06T01:38:39.4Z,3,REGULAR,substitution,out,['startperiod'],1629610,,,1610612752,65,62,2024-12-06T01:54:03Z,2890000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612766.0,CHA,,,,,,,,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,
296,PT12M00.00S,2024-12-06T01:38:39.4Z,3,REGULAR,substitution,in,['startperiod'],1630182,,,1610612752,65,62,2024-12-06T01:54:03Z,2900000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
297,PT12M00.00S,2024-12-06T01:53:56.4Z,3,REGULAR,period,start,[],0,,,1610612752,65,62,2024-12-06T01:54:03Z,2910000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT11M43.00S,2024-12-06T01:54:14.1Z,3,REGULAR,3pt,Jump Shot,[],1628973,32.14520367936925,36.76470588235294,1610612752,65,62,2024-12-06T01:54:36Z,2920000,False,66.0,250.0,1,left,MISS J. Brunson 25' 3PT,[1628973],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,Brunson,J. Brunson,25.83,Missed,,,,,,,,,,,,,,,,
299,PT11M41.00S,2024-12-06T01:54:16.1Z,3,REGULAR,rebound,defensive,[],1641706,,,1610612766,65,62,2024-12-06T01:54:36Z,2930000,False,,,0,,B. Miller REBOUND (Off:1 Def:4),[1641706],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Center,,,Miller,B. Miller,,,,,298.0,5.0,4.0,1.0,,,,,,,,,,
300,PT11M24.00S,2024-12-06T01:54:33.1Z,3,REGULAR,2pt,Jump Shot,[],1630182,92.72339027595268,80.3921568627451,1610612766,65,62,2024-12-06T01:55:13Z,2940000,False,152.0,16.0,1,right,MISS J. Green 15' step back Shot,[1630182],1610612766.0,CHA,step back,,,,,,Mid-Range,8-16 Right,,,Green,J. Green,15.28,Missed,,,,,,,,,,,,,,,,
301,PT11M23.00S,2024-12-06T01:54:34.1Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,65,62,2024-12-06T01:55:13Z,2950000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Right,,,Hart,J. Hart,,,,,300.0,3.0,3.0,0.0,,,,,,,,,,
302,PT11M12.00S,2024-12-06T01:54:43.7Z,3,REGULAR,2pt,Jump Shot,[],1628969,7.966491458607096,31.862745098039213,1610612752,65,62,2024-12-06T01:54:49Z,2960000,False,91.0,22.0,1,left,MISS M. Bridges 9' fadeaway Shot,[1628969],1610612752.0,NYK,fadeaway,,,,,,Mid-Range,8-16 Right,,,Bridges,M. Bridges,9.34,Missed,,,,,,,,,,,,,,,,
303,PT11M11.00S,2024-12-06T01:54:44.7Z,3,REGULAR,rebound,offensive,[],1626157,,,1610612752,65,62,2024-12-06T01:55:31Z,2970000,False,,,0,,K. Towns REBOUND (Off:1 Def:7),[1626157],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Right,,,Towns,K. Towns,,,,,302.0,8.0,7.0,1.0,,,,,,,,,,
304,PT11M10.00S,2024-12-06T01:54:48.6Z,3,REGULAR,foul,personal,[],203995,,,1610612752,65,62,2024-12-06T01:55:07Z,2980000,False,,,0,,V. Micić personal FOUL (2 PF),"[203995, 1626157]",1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,1199.0,,Micić,V. Micić,,,,,,,,,,,,,,,2.0,0.0,Towns,1626157.0
306,PT10M58.00S,2024-12-06T01:55:34.6Z,3,REGULAR,foul,offensive,[],1626157,,,1610612752,65,62,2024-12-06T01:55:56Z,3000000,False,,,0,,K. Towns offensive FOUL (2 PF),"[1626157, 1628998]",1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,1162.0,,Towns,K. Towns,,,,,,,,,,,,,,,2.0,0.0,Martin,1628998.0
308,PT10M58.00S,2024-12-06T01:55:34.6Z,3,REGULAR,turnover,offensive foul,[],1626157,,,1610612752,65,62,2024-12-06T01:55:56Z,3020000,False,,,0,,K. Towns offensive foul TURNOVER (2 TO),[1626157],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,1162.0,2.0,Towns,K. Towns,,,,,,,,,,,,,,,,,,
309,PT10M41.00S,2024-12-06T01:56:06.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203995,85.62746386333771,76.47058823529412,1610612766,65,62,2024-12-06T01:56:27Z,3030000,False,132.0,83.0,1,right,MISS V. Micić 15' pullup bank Shot,[203995],1610612766.0,CHA,pullup bank,,,,,,Mid-Range,8-16 Right,,,Micić,V. Micić,15.61,Missed,,,,,,,,,,,,,,,,
310,PT10M39.00S,2024-12-06T01:56:08.6Z,3,REGULAR,rebound,offensive,[],1628998,,,1610612766,65,62,2024-12-06T01:56:27Z,3040000,False,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628998],1610612766.0,CHA,,,,,,,Mid-Range,8-16 Right,,,Martin,C. Martin,,,,,309.0,3.0,2.0,1.0,,,,,,,,,,
312,PT10M36.00S,2024-12-06T01:56:12.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641706,68.28186596583443,37.5,1610612766,65,62,2024-12-06T01:56:40Z,3060000,False,-62.0,246.0,1,right,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Center,,,Miller,B. Miller,25.35,Missed,,,,,,,,,,,,,,,,
313,PT10M32.00S,2024-12-06T01:56:16.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,65,62,2024-12-06T01:56:40Z,3070000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,,,,,,312.0,,,,,,,,,,,,,
315,PT10M20.00S,2024-12-06T01:56:51.5Z,3,REGULAR,2pt,Jump Shot,[],1628969,23.73521681997372,37.5,1610612752,65,62,2024-12-06T01:56:55Z,3090000,False,62.0,171.0,1,left,MISS M. Bridges 18' pullup Shot,[1628969],1610612752.0,NYK,pullup,,,,,,Mid-Range,16-24 Right Center,,,Bridges,M. Bridges,18.17,Missed,,,,,,,,,,,,,,,,
316,PT10M18.00S,2024-12-06T01:56:53.5Z,3,REGULAR,rebound,defensive,[],1641706,,,1610612766,65,62,2024-12-06T01:57:08Z,3100000,False,,,0,,B. Miller REBOUND (Off:1 Def:5),[1641706],1610612766.0,CHA,,,,,,,Mid-Range,16-24 Right Center,,,Miller,B. Miller,,,,,315.0,6.0,5.0,1.0,,,,,,,,,,
317,PT10M13.00S,2024-12-06T01:57:01.4Z,3,REGULAR,foul,personal,[],1628973,,,1610612766,65,62,2024-12-06T01:57:30Z,3110000,False,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 1628998]",1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,1199.0,,Brunson,J. Brunson,,,,,,,,,,,,,,,1.0,0.0,Martin,1628998.0
319,PT09M57.00S,2024-12-06T01:57:46.7Z,3,REGULAR,3pt,Jump Shot,[],1641706,74.19513797634691,18.627450980392158,1610612766,65,62,2024-12-06T01:58:16Z,3130000,False,-157.0,190.0,1,right,MISS B. Miller 24' pullup 3PT,[1641706],1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Left Center,,,Miller,B. Miller,24.65,Missed,,,,,,,,,,,,,,,,
320,PT09M56.00S,2024-12-06T01:57:47.7Z,3,REGULAR,rebound,offensive,[],1630182,,,1610612766,65,62,2024-12-06T01:58:34Z,3140000,False,,,0,,J. Green REBOUND (Off:2 Def:1),[1630182],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,Green,J. Green,,,,,319.0,3.0,1.0,2.0,,,,,,,,,,
321,PT09M49.00S,2024-12-06T01:57:55.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641706,87.46714848883047,40.931372549019606,1610612766,65,64,2024-12-06T01:57:58Z,3150000,False,-45.0,65.0,1,right,B. Miller 7' driving floating Jump Shot (18 PTS) (V. Micić 7 AST),"[1641706, 203995]",1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,Miller,B. Miller,7.95,Made,,,,,,,18.0,V. Micić,203995.0,7.0,,,,,,
323,PT09M25.00S,2024-12-06T01:58:18.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,8.886333771353483,52.20588235294118,1610612752,67,64,2024-12-06T01:59:19Z,3170000,False,-11.0,31.0,1,left,K. Towns turnaround Hook (9 PTS),[1626157],1610612752.0,NYK,turnaround,,,,,,Restricted Area,0-8 Center,,,Towns,K. Towns,3.29,Made,,,,,,,9.0,,,,,,,,,
324,PT09M06.00S,2024-12-06T01:58:37.0Z,3,REGULAR,3pt,Jump Shot,[],203995,68.80749014454665,70.09803921568627,1610612766,67,64,2024-12-06T01:58:43Z,3180000,False,100.0,241.0,1,right,MISS V. Micić 26' pullup 3PT,[203995],1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Right Center,,,Micić,V. Micić,26.08,Missed,,,,,,,,,,,,,,,,
325,PT09M04.00S,2024-12-06T01:58:39.0Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612752,67,64,2024-12-06T01:58:43Z,3190000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,Anunoby,O. Anunoby,,,,,324.0,2.0,2.0,0.0,,,,,,,,,,
326,PT08M57.00S,2024-12-06T01:58:48.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.652431011826544,50.0,1610612752,67,64,2024-12-06T01:59:47Z,3200000,False,0.0,10.0,1,left,MISS K. Towns driving Layup,[1626157],1610612752.0,NYK,driving,,,,,,Restricted Area,0-8 Center,,,Towns,K. Towns,1.0,Missed,,,,,,,,,,,,,,,,
327,PT08M56.00S,2024-12-06T01:58:49.6Z,3,REGULAR,rebound,offensive,[],1626157,,,1610612752,67,64,2024-12-06T01:59:47Z,3210000,False,,,0,,K. Towns REBOUND (Off:2 Def:7),[1626157],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Towns,K. Towns,,,,,326.0,9.0,7.0,2.0,,,,,,,,,,
328,PT08M52.00S,2024-12-06T01:58:51.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,6.521024967148489,48.529411764705884,1610612752,67,64,2024-12-06T01:58:55Z,3220000,False,7.0,9.0,1,left,MISS K. Towns putback Layup - blocked,"[1626157, 1628998]",1610612752.0,NYK,putback,,,,,,Restricted Area,0-8 Center,,,Towns,K. Towns,1.15,Missed,Martin,1628998.0,,,,,,,,,,,,,,
329,PT08M52.00S,2024-12-06T01:58:51.7Z,3,REGULAR,block,,[],1628998,,,1610612752,67,64,2024-12-06T01:58:53Z,3230000,False,,,0,,C. Martin BLOCK (1 BLK),[1628998],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
330,PT08M52.00S,2024-12-06T01:58:51.7Z,3,REGULAR,rebound,defensive,[],203995,,,1610612766,67,64,2024-12-06T01:58:55Z,3240000,False,,,0,,V. Micić REBOUND (Off:0 Def:1),[203995],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Micić,V. Micić,,,,,328.0,1.0,1.0,0.0,,,,,,,,,,
331,PT08M48.00S,2024-12-06T01:58:57.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630208,93.9060446780552,57.84313725490197,1610612766,67,64,2024-12-06T02:13:13Z,3250000,False,39.0,5.0,1,right,MISS N. Richards running Layup,[1630208],1610612766.0,CHA,running,,,,,,Restricted Area,0-8 Center,,,Richards,N. Richards,3.95,Missed,,,,,,,,,,,,,,,,
332,PT08M46.00S,2024-12-06T01:58:59.8Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,67,64,2024-12-06T02:13:13Z,3260000,False,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Hart,J. Hart,,,,,331.0,4.0,4.0,0.0,,,,,,,,,,
333,PT08M39.00S,2024-12-06T01:59:06.9Z,3,REGULAR,foul,personal,['2freethrow'],1628998,,,1610612752,67,64,2024-12-06T01:59:13Z,3270000,False,,,0,,C. Martin shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1628998, 1628384]",1610612766.0,CHA,shooting,,,,,,Restricted Area,0-8 Center,1199.0,,Martin,C. Martin,,,,,,,,,,,,,,,1.0,0.0,Anunoby,1628384.0
335,PT08M39.00S,2024-12-06T01:59:39.2Z,3,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,68,64,2024-12-06T01:59:39Z,3290000,False,,,0,,O. Anunoby Free Throw 1 of 2 (9 PTS),[1628384],1610612752.0,NYK,,,,,,,,,,,Anunoby,O. Anunoby,,Made,,,,,,,9.0,,,,,,,,,
336,PT08M39.00S,2024-12-06T01:59:51.2Z,3,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,69,64,2024-12-06T01:59:51Z,3300000,False,,,0,,O. Anunoby Free Throw 2 of 2 (10 PTS),[1628384],1610612752.0,NYK,,,,,,,,,,,Anunoby,O. Anunoby,,Made,,,,,,,10.0,,,,,,,,,
337,PT08M26.00S,2024-12-06T02:00:08.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203995,92.85479632063075,52.69607843137255,1610612766,69,64,2024-12-06T02:18:58Z,3310000,False,13.0,15.0,1,right,MISS V. Micić driving finger roll Layup - blocked,"[203995, 1626157]",1610612766.0,CHA,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Micić,V. Micić,2.0,Missed,Towns,1626157.0,,,,,,,,,,,,,,
338,PT08M26.00S,2024-12-06T02:00:08.3Z,3,REGULAR,block,,[],1626157,,,1610612766,69,64,2024-12-06T02:00:32Z,3320000,False,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
339,PT08M25.00S,2024-12-06T02:00:09.3Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,69,64,2024-12-06T02:02:16Z,3330000,False,,,0,,K. Towns REBOUND (Off:2 Def:8),[1626157],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Towns,K. Towns,,,,,337.0,10.0,8.0,2.0,,,,,,,,,,
340,PT08M20.00S,2024-12-06T02:00:13.5Z,3,REGULAR,foul,personal,['2freethrow'],1641706,,,1610612752,69,64,2024-12-06T02:00:28Z,3340000,False,,,0,,B. Miller shooting personal FOUL (2 PF) (Brunson 2 FT),"[1641706, 1628973]",1610612766.0,CHA,shooting,,,,,,Restricted Area,0-8 Center,1199.0,,Miller,B. Miller,,,,,,,,,,,,,,,2.0,0.0,Brunson,1628973.0
342,PT08M20.00S,2024-12-06T02:01:29.8Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628973,,,1610612752,70,64,2024-12-06T02:19:13Z,3360000,False,,,0,,J. Brunson Free Throw 1 of 2 (20 PTS),[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,Made,,,,,,,20.0,,,,,,,,,
343,PT08M20.00S,2024-12-06T02:01:29.8Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628973,,,1610612752,71,64,2024-12-06T02:19:13Z,3370000,False,,,0,,J. Brunson Free Throw 2 of 2 (21 PTS),[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,Made,,,,,,,21.0,,,,,,,,,
344,PT08M03.00S,2024-12-06T02:01:42.0Z,3,REGULAR,2pt,Jump Shot,[],1628998,86.02168199737189,74.26470588235294,1610612766,71,64,2024-12-06T02:26:17Z,3380000,False,121.0,79.0,1,right,MISS C. Martin 14' pullup Shot,[1628998],1610612766.0,CHA,pullup,,,,,,Mid-Range,8-16 Right,,,Martin,C. Martin,14.47,Missed,,,,,,,,,,,,,,,,
345,PT08M00.00S,2024-12-06T02:01:45.0Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,71,64,2024-12-06T02:26:17Z,3390000,False,,,0,,J. Hart REBOUND (Off:0 Def:5),[1628404],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Right,,,Hart,J. Hart,,,,,344.0,5.0,5.0,0.0,,,,,,,,,,
346,PT07M54.00S,2024-12-06T02:01:49.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628384,12.828515111695138,4.901960784313726,1610612752,74,64,2024-12-06T02:01:53Z,3400000,False,225.0,68.0,1,left,O. Anunoby 3PT running (13 PTS) (M. Bridges 7 AST),"[1628384, 1628969]",1610612752.0,NYK,running,,,,,,Right Corner 3,24+ Right,,,Anunoby,O. Anunoby,23.56,Made,,,,,,,13.0,M. Bridges,1628969.0,7.0,,,,,,
