actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M56.00S,2025-02-13T00:43:18.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,81.68528252299606,68.62745098039215,1610612752,4,0,2025-02-13T00:43:21Z,170000,False,93.0,120.0,1,right,J. Brunson 15' turnaround fadeaway Jump Shot (2 PTS),[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,,,,,,15.16,Made,2.0,,,,,,,,,,,,
18,PT10M42.00S,2025-02-13T00:43:31.8Z,1,REGULAR,3pt,Jump Shot,[],1631243,12.828515111695138,4.411764705882353,1610612737,4,0,2025-02-13T00:43:35Z,180000,False,228.0,68.0,1,left,MISS M. Gueye 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Right Corner 3,24+ Right,,,,,,23.79,Missed,,,,,,,,,,,,,
19,PT10M39.00S,2025-02-13T00:43:34.8Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,4,0,2025-02-13T00:43:35Z,190000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,18.0,1.0,0.0,1.0,,,,,
20,PT10M37.00S,2025-02-13T00:43:38.0Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612737,4,0,2025-02-13T00:43:46Z,200000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Gueye 2 FT),"[1626157, 1631243]",1610612752.0,NYK,shooting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1193.0,1.0,0.0,Gueye,1631243.0,,,,,,,,,,,,,,,
22,PT10M37.00S,2025-02-13T00:44:04.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631243,,,1610612737,4,1,2025-02-13T00:44:04Z,220000,False,,,0,,M. Gueye Free Throw 1 of 2 (1 PTS),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
23,PT10M37.00S,2025-02-13T00:44:34.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631243,,,1610612737,4,2,2025-02-13T00:44:34Z,230000,False,,,0,,M. Gueye Free Throw 2 of 2 (2 PTS),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
24,PT10M32.00S,2025-02-13T00:44:39.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.38042049934296,50.0,1610612752,6,2,2025-02-13T00:44:43Z,240000,False,0.0,10.0,1,right,J. Hart Layup (2 PTS) (J. Brunson 2 AST),"[1628404, 1628973]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,0.97,Made,2.0,J. Brunson,1628973.0,2.0,,,,,,,,,
26,PT10M20.00S,2025-02-13T00:44:51.2Z,1,REGULAR,3pt,Jump Shot,[],1642258,29.38567674113009,74.50980392156863,1610612737,6,5,2025-02-13T00:44:54Z,260000,False,-123.0,224.0,1,left,Z. Risacher 25' 3PT  (3 PTS) (T. Young 1 AST),"[1642258, 1629027]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,,,,25.5,Made,3.0,T. Young,1629027.0,1.0,,,,,,,,,
28,PT10M00.00S,2025-02-13T00:45:11.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,93.51182654402102,49.50980392156863,1610612752,8,5,2025-02-13T00:45:14Z,280000,False,-2.0,8.0,1,right,J. Brunson driving Layup (4 PTS) (K. Towns 1 AST),"[1628973, 1626157]",1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,0.89,Made,4.0,K. Towns,1626157.0,1.0,,,,,,,,,
30,PT09M52.00S,2025-02-13T00:45:19.7Z,1,REGULAR,2pt,Jump Shot,[],1629027,12.040078843626807,67.40196078431373,1610612737,8,5,2025-02-13T00:45:27Z,300000,False,-87.0,61.0,1,left,MISS T. Young 10' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,,,,10.61,Missed,,,,,,,,,,,,,
31,PT09M50.00S,2025-02-13T00:45:21.7Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,8,5,2025-02-13T00:45:27Z,310000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,
32,PT09M45.00S,2025-02-13T00:45:26.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,74.06373193166885,17.401960784313726,1610612752,8,5,2025-02-13T02:00:50Z,320000,False,-163.0,191.0,1,right,MISS J. Brunson 25' running pullup 3PT,[1628973],1610612752.0,NYK,running pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,25.13,Missed,,,,,,,,,,,,,
33,PT09M45.00S,2025-02-13T00:45:26.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,8,5,2025-02-13T00:45:32Z,330000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,32.0,,,,,,,,
35,PT09M37.00S,2025-02-13T00:45:40.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,7.046649145860711,52.20588235294118,1610612737,8,5,2025-02-13T00:45:46Z,350000,False,-11.0,14.0,1,left,MISS Z. Risacher driving Layup,[1642258],1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,1.76,Missed,,,,,,,,,,,,,
36,PT09M37.00S,2025-02-13T00:45:40.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,8,5,2025-02-13T00:45:46Z,360000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,35.0,,,,,,,,
37,PT09M37.00S,2025-02-13T00:45:44.5Z,1,REGULAR,foul,personal,[],1628973,,,1610612737,8,5,2025-02-13T00:45:55Z,370000,False,,,0,,J. Brunson loose ball personal FOUL (1 PF),"[1628973, 1630168]",1610612752.0,NYK,loose ball,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1627524.0,1.0,0.0,Okongwu,1630168.0,,,,,,,,,,,,,,,
39,PT09M32.00S,2025-02-13T00:46:05.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630700,29.122864651773984,74.01960784313727,1610612737,8,8,2025-02-13T00:46:10Z,390000,False,-120.0,221.0,1,left,D. Daniels 25' 3PT  (3 PTS) (O. Okongwu 1 AST),"[1630700, 1630168]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,25.18,Made,3.0,O. Okongwu,1630168.0,1.0,,,,,,,,,
41,PT09M22.00S,2025-02-13T00:46:18.8Z,1,REGULAR,foul,personal,[],1630700,,,1610612752,8,8,2025-02-13T00:46:24Z,410000,False,,,0,,D. Daniels personal FOUL (1 PF),"[1630700, 1628973]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Right Center,200834.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
43,PT09M15.00S,2025-02-13T00:46:36.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,84.1819973718791,37.5,1610612752,10,8,2025-02-13T00:46:40Z,430000,False,-62.0,96.0,1,right,P. Achiuwa 11' pullup Jump Shot (2 PTS) (M. Bridges 1 AST),"[1630173, 1628969]",1610612752.0,NYK,pullup,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Left,,,,,,11.47,Made,2.0,M. Bridges,1628969.0,1.0,,,,,,,,,
45,PT09M04.00S,2025-02-13T00:46:49.5Z,1,REGULAR,turnover,out-of-bounds,[],1630700,,,1610612737,10,8,2025-02-13T00:46:54Z,450000,False,,,0,,D. Daniels lost ball out-of-bounds TURNOVER (1 TO),[1630700],1610612737.0,ATL,lost ball,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,1627524.0,,,,,,,,,,,,,,,1.0,,,,
46,PT08M52.00S,2025-02-13T00:47:05.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630173,92.9862023653088,49.754901960784316,1610612752,10,8,2025-02-13T00:47:10Z,460000,False,-1.0,13.0,1,right,MISS P. Achiuwa Layup - blocked,"[1630173, 1642258]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,1.35,Missed,,,,,,,,,,,,Risacher,1642258.0
47,PT08M52.00S,2025-02-13T00:47:05.3Z,1,REGULAR,block,,[],1642258,,,1610612752,10,8,2025-02-13T00:47:08Z,470000,False,,,0,,Z. Risacher BLOCK (1 BLK),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT08M50.00S,2025-02-13T00:47:07.3Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612752,10,8,2025-02-13T00:47:16Z,480000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,46.0,2.0,1.0,1.0,,,,,
49,PT08M49.00S,2025-02-13T00:47:10.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630173,93.64323258869908,52.450980392156865,1610612752,12,8,2025-02-13T00:47:18Z,490000,False,12.0,7.0,1,right,P. Achiuwa putback Layup (4 PTS),[1630173],1610612752.0,NYK,putback,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,1.43,Made,4.0,,,,,,,,,,,,
50,PT08M40.00S,2025-02-13T00:47:18.3Z,1,REGULAR,3pt,Jump Shot,[],1642258,5.601182654402102,3.431372549019608,1610612737,12,8,2025-02-13T00:47:23Z,500000,False,233.0,0.0,1,left,MISS Z. Risacher 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,,,,,,23.28,Missed,,,,,,,,,,,,,
51,PT08M38.00S,2025-02-13T00:47:20.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,12,8,2025-02-13T00:47:23Z,510000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,50.0,,,,,,,,
53,PT08M20.00S,2025-02-13T00:47:55.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,92.9862023653088,45.34313725490196,1610612752,12,8,2025-02-13T00:47:59Z,530000,False,-23.0,13.0,1,right,MISS K. Towns driving Layup - blocked,"[1626157, 1630168]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,2.69,Missed,,,,,,,,,,,,Okongwu,1630168.0
54,PT08M20.00S,2025-02-13T00:47:55.3Z,1,REGULAR,block,,[],1630168,,,1610612752,12,8,2025-02-13T00:47:57Z,540000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT08M18.00S,2025-02-13T00:47:57.3Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,12,8,2025-02-13T00:47:59Z,550000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,53.0,2.0,1.0,1.0,,,,,
56,PT08M14.00S,2025-02-13T00:48:01.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629027,6.915243101182654,51.71568627450981,1610612737,12,8,2025-02-13T00:48:04Z,560000,False,-9.0,13.0,1,left,MISS T. Young running Layup,[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,1.52,Missed,,,,,,,,,,,,,
57,PT08M12.00S,2025-02-13T00:48:03.0Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,12,8,2025-02-13T00:48:04Z,570000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,56.0,2.0,2.0,0.0,,,,,
58,PT08M10.00S,2025-02-13T00:48:07.9Z,1,REGULAR,foul,personal,['2freethrow'],1642258,,,1610612752,12,8,2025-02-13T00:48:14Z,580000,False,,,0,,Z. Risacher shooting personal FOUL (1 PF) (Towns 2 FT),"[1642258, 1626157]",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,1627524.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,
60,PT08M10.00S,2025-02-13T00:48:45.5Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,13,8,2025-02-13T00:48:45Z,600000,False,,,0,,K. Towns Free Throw 1 of 2 (1 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
61,PT08M10.00S,2025-02-13T00:49:08.7Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,14,8,2025-02-13T00:49:08Z,610000,False,,,0,,K. Towns Free Throw 2 of 2 (2 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
62,PT08M00.00S,2025-02-13T00:49:20.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,6.1268068331143235,50.73529411764706,1610612737,14,10,2025-02-13T00:49:24Z,620000,False,-4.0,5.0,1,left,O. Okongwu alley-oop DUNK (2 PTS) (D. Daniels 1 AST),"[1630168, 1630700]",1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,0.63,Made,2.0,D. Daniels,1630700.0,1.0,,,,,,,,,
64,PT07M50.00S,2025-02-13T00:49:30.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,92.85479632063075,62.254901960784316,1610612752,16,10,2025-02-13T00:49:33Z,640000,False,61.0,15.0,1,right,M. Bridges 6' turnaround fadeaway Jump Shot (4 PTS) (J. Brunson 3 AST),"[1628969, 1628973]",1610612752.0,NYK,turnaround fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.3,Made,4.0,J. Brunson,1628973.0,3.0,,,,,,,,,
66,PT07M37.00S,2025-02-13T00:49:42.7Z,1,REGULAR,3pt,Jump Shot,[],1631243,3.4986859395532193,96.32352941176471,1610612737,16,10,2025-02-13T00:49:46Z,660000,False,-232.0,-20.0,1,left,MISS M. Gueye 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Left Corner 3,24+ Left,,,,,,23.24,Missed,,,,,,,,,,,,,
67,PT07M37.00S,2025-02-13T00:49:46.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,16,10,2025-02-13T00:49:46Z,670000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,66.0,,,,,,,,
71,PT07M32.00S,2025-02-13T00:50:40.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629027,7.178055190538765,5.147058823529411,1610612737,16,10,2025-02-13T00:50:48Z,710000,False,224.0,15.0,1,left,MISS T. Young 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Right Corner 3,24+ Right,,,,,,22.48,Missed,,,,,,,,,,,,,
72,PT07M28.00S,2025-02-13T00:50:44.3Z,1,REGULAR,rebound,offensive,[],1631243,,,1610612737,16,10,2025-02-13T00:50:48Z,720000,False,,,0,,M. Gueye REBOUND (Off:1 Def:0),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,71.0,1.0,0.0,1.0,,,,,
73,PT07M28.00S,2025-02-13T00:51:35.8Z,1,REGULAR,jumpball,recovered,[],1630168,,,1610612737,16,10,2025-02-13T00:52:07Z,730000,False,,,0,,Jump Ball M. Gueye vs. J. Hart: Tip to O. Okongwu,"[1630168, 1631243, 1628404]",1610612737.0,ATL,heldball,O. Okongwu,1630168.0,Okongwu,O. Okongwu,Gueye,1631243.0,Hart,1628404.0,,,,,,,,,,,,,,,,,,,,,,
76,PT07M17.00S,2025-02-13T00:51:43.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630700,12.040078843626807,50.0,1610612737,16,10,2025-02-13T00:51:47Z,760000,False,0.0,61.0,1,left,MISS D. Daniels 6' driving floating Shot - blocked,"[1630700, 1630173]",1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.07,Missed,,,,,,,,,,,,Achiuwa,1630173.0
77,PT07M17.00S,2025-02-13T00:51:43.6Z,1,REGULAR,block,,[],1630173,,,1610612737,16,10,2025-02-13T00:51:46Z,770000,False,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
78,PT07M14.00S,2025-02-13T00:51:46.6Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,16,10,2025-02-13T00:51:47Z,780000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,76.0,3.0,3.0,0.0,,,,,
79,PT07M08.00S,2025-02-13T00:51:53.7Z,1,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612752,16,10,2025-02-13T00:52:14Z,790000,False,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Towns 2 FT),"[1630168, 1626157]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,200834.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,
82,PT07M08.00S,2025-02-13T00:52:15.3Z,1,REGULAR,substitution,out,[],1631243,,,1610612752,16,10,2025-02-13T00:52:42Z,805000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT07M08.00S,2025-02-13T00:52:15.3Z,1,REGULAR,substitution,in,[],1627777,,,1610612752,16,10,2025-02-13T00:52:42Z,807500,False,,,0,,SUB in: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT07M08.00S,2025-02-13T00:52:36.9Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,17,10,2025-02-13T00:52:36Z,810000,False,,,0,,K. Towns Free Throw 1 of 2 (3 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
84,PT07M08.00S,2025-02-13T00:53:02.4Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,18,10,2025-02-13T00:53:02Z,820000,False,,,0,,K. Towns Free Throw 2 of 2 (4 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
85,PT06M57.00S,2025-02-13T00:53:15.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,6.521024967148489,47.05882352941176,1610612737,18,12,2025-02-13T00:53:18Z,830000,False,15.0,9.0,1,left,T. Young driving Layup (2 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,1.71,Made,2.0,,,,,,,,,,,,
86,PT06M46.00S,2025-02-13T00:53:27.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,94.69448094612353,52.20588235294118,1610612752,20,12,2025-02-13T00:54:39Z,840000,False,11.0,-3.0,1,right,J. Hart reverse Layup (4 PTS) (M. Bridges 2 AST),"[1628404, 1628969]",1610612752.0,NYK,reverse,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,1.13,Made,4.0,M. Bridges,1628969.0,2.0,,,,,,,,,
88,PT06M35.00S,2025-02-13T00:53:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,5.732588699080158,50.98039215686274,1610612737,20,14,2025-02-13T00:53:41Z,860000,False,-5.0,1.0,1,left,G. Niang Layup (2 PTS) (T. Young 2 AST),"[1627777, 1629027]",1610612737.0,ATL,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,0.51,Made,2.0,T. Young,1629027.0,2.0,,,,,,,,,
90,PT06M14.00S,2025-02-13T00:53:59.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,91.93495400788436,52.69607843137255,1610612752,20,14,2025-02-13T00:54:03Z,880000,False,13.0,23.0,1,right,MISS K. Towns driving Layup - blocked,"[1626157, 1630168]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,2.69,Missed,,,,,,,,,,,,Okongwu,1630168.0
91,PT06M14.00S,2025-02-13T00:53:59.2Z,1,REGULAR,block,,[],1630168,,,1610612752,20,14,2025-02-13T00:54:01Z,890000,False,,,0,,O. Okongwu BLOCK (2 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
92,PT06M11.00S,2025-02-13T00:54:02.2Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,20,14,2025-02-13T00:54:03Z,900000,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,90.0,2.0,2.0,0.0,,,,,
