actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT10M51.00S,2023-11-09T00:12:36.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],202699,,,1610612755,6,0,2023-11-09T00:12:36Z,160000,False,,,0,,T. Harris Free Throw 2 of 2 (2 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
17,PT10M35.00S,2023-11-09T00:12:53.7Z,1,REGULAR,3pt,Jump Shot,[],1627759,66.5735873850197,28.921568627450984,1610612738,6,0,2023-11-09T00:12:58Z,170000,False,-105.0,262.0,1,right,MISS J. Brown 28' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,28.21,Missed,,,,,,,,,,,,,,,,,,
18,PT10M31.00S,2023-11-09T00:12:57.7Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,6,0,2023-11-09T00:12:58Z,180000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,
19,PT10M20.00S,2023-11-09T00:13:08.5Z,1,REGULAR,3pt,Jump Shot,[],1630178,34.37910643889619,63.23529411764706,1610612755,6,0,2023-11-09T00:13:13Z,190000,False,-66.0,271.0,1,left,MISS T. Maxey 27' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,27.87,Missed,,,,,,,,,,,,,,,,,,
20,PT10M16.00S,2023-11-09T00:13:12.5Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,6,0,2023-11-09T00:13:13Z,200000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,
21,PT10M09.00S,2023-11-09T00:13:19.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,93.77463863337714,50.49019607843137,1610612738,6,2,2023-11-09T00:13:24Z,210000,False,2.0,6.0,1,right,J. Tatum driving DUNK (2 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.65,Made,2.0,,,,,,,,,,,,,,,,,
22,PT09M54.00S,2023-11-09T00:13:33.9Z,1,REGULAR,3pt,Jump Shot,[],202699,27.94021024967148,19.11764705882353,1610612755,6,2,2023-11-09T00:13:38Z,220000,False,154.0,210.0,1,left,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,26.07,Missed,,,,,,,,,,,,,,,,,,
23,PT09M50.00S,2023-11-09T00:13:37.9Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,6,2,2023-11-09T00:13:38Z,230000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,
24,PT09M48.00S,2023-11-09T00:13:39.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,67.23061760840999,59.80392156862745,1610612738,6,2,2023-11-09T00:14:21Z,240000,False,49.0,256.0,1,right,MISS D. White 26' running pullup 3PT,[1628401],1610612738.0,BOS,running pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,26.02,Missed,,,,,,,,,,,,,,,,,,
25,PT09M44.00S,2023-11-09T00:13:44.7Z,1,REGULAR,rebound,offensive,[],204001,,,1610612738,6,2,2023-11-09T00:13:44Z,250000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:0),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,,
26,PT09M44.00S,2023-11-09T00:13:44.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",204001,94.40999984741211,50.0,1610612738,6,2,2023-11-09T00:13:51Z,260000,False,0.0,0.0,1,right,MISS K. Porzingis tip Layup,[204001],1610612738.0,BOS,tip,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
27,PT09M43.00S,2023-11-09T00:13:45.7Z,1,REGULAR,rebound,offensive,[],204001,,,1610612738,6,2,2023-11-09T02:25:55Z,270000,False,,,0,,K. Porzingis REBOUND (Off:2 Def:0),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,26.0,2.0,0.0,2.0,,,,,,,,,,,,,
641,PT09M43.00S,2023-11-09T00:13:48.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,92.9862023653088,52.450980392156865,1610612738,6,2,2023-11-09T02:26:35Z,275000,False,12.0,13.0,1,right,MISS K. Porzingis tip Layup,[204001],1610612738.0,BOS,tip,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
642,PT09M43.00S,2023-11-09T00:13:48.3Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,6,2,2023-11-09T02:26:35Z,277500,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,641.0,2.0,2.0,0.0,,,,,,,,,,,,,
28,PT09M36.00S,2023-11-09T00:13:52.0Z,1,REGULAR,3pt,Jump Shot,[],1629001,24.655059132720105,11.27450980392157,1610612755,6,2,2023-11-09T00:14:02Z,280000,False,194.0,179.0,1,left,MISS D. Melton 26' 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,26.39,Missed,,,,,,,,,,,,,,,,,,
29,PT09M34.00S,2023-11-09T00:13:54.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,6,2,2023-11-09T00:14:02Z,290000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,
30,PT09M23.00S,2023-11-09T00:14:06.1Z,1,REGULAR,3pt,Jump Shot,[],204001,67.23061760840999,63.725490196078425,1610612738,6,2,2023-11-09T00:14:12Z,300000,False,69.0,256.0,1,right,MISS K. Porzingis 26' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,26.45,Missed,,,,,,,,,,,,,,,,,,
31,PT09M20.00S,2023-11-09T00:14:09.1Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,6,2,2023-11-09T00:14:12Z,310000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,
32,PT09M12.00S,2023-11-09T00:14:19.6Z,1,REGULAR,foul,personal,['2freethrow'],204001,,,1610612755,6,2,2023-11-09T00:14:33Z,320000,False,,,0,,K. Porzingis shooting personal FOUL (1 PF) (Embiid 2 FT),"[204001, 203954]",1610612738.0,BOS,shooting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,203177.0,1.0,0.0,Embiid,203954.0,,,,,,,,
34,PT09M12.00S,2023-11-09T00:15:03.1Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,7,2,2023-11-09T00:15:03Z,340000,False,,,0,,J. Embiid Free Throw 1 of 2 (1 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
35,PT09M12.00S,2023-11-09T00:15:25.8Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,8,2,2023-11-09T00:15:25Z,350000,False,,,0,,J. Embiid Free Throw 2 of 2 (2 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
36,PT08M51.00S,2023-11-09T00:15:48.6Z,1,REGULAR,2pt,Jump Shot,[],1628369,95.6143232588699,80.14705882352942,1610612738,8,2,2023-11-09T00:15:54Z,360000,False,151.0,-11.0,1,right,MISS J. Tatum 15' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,15.11,Missed,,,,,,,,,,,,,,,,,,
37,PT08M44.00S,2023-11-09T00:15:55.6Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,8,2,2023-11-09T00:15:54Z,370000,False,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Right,,,,36.0,3.0,2.0,1.0,,,,,,,,,,,,,
38,PT08M44.00S,2023-11-09T00:15:54.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628401,94.40999984741211,50.0,1610612738,8,4,2023-11-09T00:15:54Z,380000,False,0.0,0.0,1,right,D. White putback Layup (2 PTS),[1628401],1610612738.0,BOS,putback,,,White,D. White,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
39,PT08M33.00S,2023-11-09T00:16:06.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,6.521024967148489,50.98039215686274,1610612755,10,4,2023-11-09T00:16:10Z,390000,False,-5.0,9.0,1,left,J. Embiid driving DUNK (4 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.01,Made,4.0,,,,,,,,,,,,,,,,,
40,PT08M16.00S,2023-11-09T00:16:28.0Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,10,4,2023-11-09T00:16:34Z,400000,False,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,203592.0,,,,,1.0,,,,,,,
41,PT08M02.00S,2023-11-09T00:16:47.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203954,6.1268068331143235,62.00980392156863,1610612755,10,4,2023-11-09T00:16:54Z,410000,False,-60.0,5.0,1,left,MISS J. Embiid 6' turnaround Shot,[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,6.02,Missed,,,,,,,,,,,,,,,,,,
42,PT08M00.00S,2023-11-09T00:16:49.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,10,4,2023-11-09T00:16:54Z,420000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,
43,PT07M56.00S,2023-11-09T00:16:53.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627759,93.77463863337714,50.49019607843137,1610612738,10,6,2023-11-09T00:16:58Z,430000,False,2.0,6.0,1,right,J. Brown running DUNK (2 PTS) (D. White 1 AST),"[1627759, 1628401]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.65,Made,2.0,,,,,,,,,,,D. White,1628401.0,1.0,,,,
45,PT07M44.00S,2023-11-09T00:17:05.7Z,1,REGULAR,turnover,bad pass,[],203954,,,1610612755,10,6,2023-11-09T00:17:10Z,450000,False,,,0,,J. Embiid bad pass TURNOVER (1 TO),"[203954, 1628369]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,,,,Tatum,1628369.0,,
46,PT07M44.00S,2023-11-09T00:17:05.7Z,1,REGULAR,steal,,[],1628369,,,1610612738,10,6,2023-11-09T00:17:07Z,460000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
47,PT07M41.00S,2023-11-09T00:17:09.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,93.9060446780552,50.245098039215684,1610612738,10,8,2023-11-09T00:17:15Z,470000,False,1.0,5.0,1,right,J. Tatum running DUNK (4 PTS) (K. Porzingis 1 AST),"[1628369, 204001]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.49,Made,4.0,,,,,,,,,,,K. Porzingis,204001.0,1.0,,,,
49,PT07M21.00S,2023-11-09T00:17:27.9Z,1,REGULAR,3pt,Jump Shot,[],1630178,32.802233902759525,23.774509803921568,1610612755,10,8,2023-11-09T00:17:33Z,490000,False,131.0,256.0,1,left,MISS T. Maxey 28' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,28.74,Missed,,,,,,,,,,,,,,,,,,
50,PT07M19.00S,2023-11-09T00:17:29.9Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,10,8,2023-11-09T00:17:33Z,500000,False,,,0,,D. White REBOUND (Off:1 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,49.0,4.0,3.0,1.0,,,,,,,,,,,,,
51,PT07M16.00S,2023-11-09T00:17:34.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201950,93.11760840998686,50.98039215686274,1610612738,10,10,2023-11-09T00:17:42Z,510000,False,5.0,12.0,1,right,J. Holiday running finger roll Layup (2 PTS) (D. White 2 AST),"[201950, 1628401]",1610612738.0,BOS,running finger roll,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.31,Made,2.0,,,,,,,,,,,D. White,1628401.0,2.0,,,,
53,PT07M07.00S,2023-11-09T00:17:47.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,10,10,2023-11-09T00:17:47Z,530000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M55.00S,2023-11-09T00:20:53.3Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,10,10,2023-11-09T00:20:59Z,540000,False,,,0,,J. Embiid lost ball TURNOVER (2 TO),"[203954, 201950]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,,,,Holiday,201950.0,,
55,PT06M55.00S,2023-11-09T00:20:53.3Z,1,REGULAR,steal,,[],201950,,,1610612738,10,10,2023-11-09T00:21:06Z,550000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
56,PT06M50.00S,2023-11-09T00:20:58.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,93.38042049934296,51.470588235294116,1610612738,10,12,2023-11-09T00:21:03Z,560000,False,7.0,10.0,1,right,J. Brown running finger roll Layup (4 PTS) (J. Holiday 1 AST),"[1627759, 201950]",1610612738.0,BOS,running finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.22,Made,4.0,,,,,,,,,,,J. Holiday,201950.0,1.0,,,,
58,PT06M38.00S,2023-11-09T00:21:09.8Z,1,REGULAR,3pt,Jump Shot,[],1629001,27.94021024967148,18.137254901960784,1610612755,10,12,2023-11-09T00:21:13Z,580000,False,159.0,210.0,1,left,MISS D. Melton 26' 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,26.37,Missed,,,,,,,,,,,,,,,,,,
59,PT06M35.00S,2023-11-09T00:21:12.8Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,10,12,2023-11-09T00:21:13Z,590000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,58.0,3.0,3.0,0.0,,,,,,,,,,,,,
60,PT06M28.00S,2023-11-09T00:21:19.5Z,1,REGULAR,3pt,Jump Shot,[],1627759,65.1281208935611,43.38235294117647,1610612738,10,12,2023-11-09T00:21:24Z,600000,False,-33.0,275.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,27.73,Missed,,,,,,,,,,,,,,,,,,
61,PT06M25.00S,2023-11-09T00:21:22.5Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,10,12,2023-11-09T00:21:24Z,610000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:3),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,60.0,3.0,3.0,0.0,,,,,,,,,,,,,
62,PT06M18.00S,2023-11-09T00:21:29.8Z,1,REGULAR,3pt,Jump Shot,[],1626162,10.5946123521682,99.26470588235294,1610612755,10,12,2023-11-09T00:21:33Z,620000,False,-246.0,47.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,25.08,Missed,,,,,,,,,,,,,,,,,,
63,PT06M15.00S,2023-11-09T00:21:32.8Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,10,12,2023-11-09T00:21:33Z,630000,False,,,0,,K. Porzingis REBOUND (Off:2 Def:1),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Left Corner 3,24+ Left,,,,62.0,3.0,1.0,2.0,,,,,,,,,,,,,
64,PT06M02.00S,2023-11-09T00:21:45.3Z,1,REGULAR,3pt,Jump Shot,[],1628401,95.6143232588699,4.411764705882353,1610612738,10,15,2023-11-09T00:21:48Z,640000,False,-228.0,-11.0,1,right,D. White 3PT  (5 PTS) (J. Tatum 1 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,22.82,Made,5.0,,,,,,,,,,,J. Tatum,1628369.0,1.0,,,,
66,PT05M42.00S,2023-11-09T00:22:06.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,12.697109067017081,53.18627450980392,1610612755,12,15,2023-11-09T00:22:11Z,660000,False,-16.0,67.0,1,left,K. Oubre Jr. 6' driving floating Jump Shot (4 PTS) (J. Embiid 1 AST),"[1626162, 203954]",1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.88,Made,4.0,,,,,,,,,,,J. Embiid,203954.0,1.0,,,,
68,PT05M25.00S,2023-11-09T00:22:27.1Z,1,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612738,12,15,2023-11-09T00:22:38Z,680000,False,,,0,,D. Melton shooting personal FOUL (1 PF) (Porzingis 2 FT),"[1629001, 204001]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,202058.0,1.0,0.0,Porzingis,204001.0,,,,,,,,
70,PT05M25.00S,2023-11-09T00:22:57.5Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612738,12,16,2023-11-09T00:22:57Z,700000,False,,,0,,K. Porzingis Free Throw 1 of 2 (1 PTS),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
71,PT05M25.00S,2023-11-09T00:22:58.6Z,1,REGULAR,substitution,out,[],1630178,,,1610612738,12,16,2023-11-09T00:23:14Z,710000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M25.00S,2023-11-09T00:22:58.6Z,1,REGULAR,substitution,out,[],1626162,,,1610612738,12,16,2023-11-09T00:23:14Z,720000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M25.00S,2023-11-09T00:22:58.6Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,12,16,2023-11-09T00:23:14Z,730000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M25.00S,2023-11-09T00:22:58.6Z,1,REGULAR,substitution,out,[],201950,,,1610612738,12,16,2023-11-09T00:23:14Z,740000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M25.00S,2023-11-09T00:22:58.6Z,1,REGULAR,substitution,in,[],201587,,,1610612738,12,16,2023-11-09T00:23:14Z,750000,False,,,0,,SUB in: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M25.00S,2023-11-09T00:22:58.6Z,1,REGULAR,substitution,in,[],201976,,,1610612738,12,16,2023-11-09T00:23:14Z,760000,False,,,0,,SUB in: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M25.00S,2023-11-09T00:22:58.6Z,1,REGULAR,substitution,in,[],201143,,,1610612738,12,16,2023-11-09T00:23:14Z,770000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M25.00S,2023-11-09T00:22:58.6Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,12,16,2023-11-09T00:23:14Z,780000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
