actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M44.00S,2023-11-15T00:12:16.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630167,87.17148488830486,44.36274509803921,1610612754,2,5,2023-11-15T00:12:20Z,180000,False,-28.0,68.0,1,right,O. Toppin 7' driving floating Jump Shot (2 PTS) (T. Haliburton 1 AST),"[1630167, 1630169]",1610612754.0,IND,driving floating,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,7.37,Made,,,,,2.0,,,,,,,,T. Haliburton,1630169.0,1.0,,,
20,PT10M31.00S,2023-11-15T00:12:29.0Z,1,REGULAR,3pt,Jump Shot,[],203954,30.14126149802891,83.82352941176471,1610612755,2,5,2023-11-15T00:12:37Z,200000,False,-169.0,231.0,1,left,MISS J. Embiid 28' step back 3PT,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,28.61,Missed,,,,,,,,,,,,,,,,,,
21,PT10M28.00S,2023-11-15T00:12:32.0Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,2,5,2023-11-15T00:12:40Z,210000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M22.00S,2023-11-15T00:12:38.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626167,90.71944809461235,45.34313725490197,1610612754,2,5,2023-11-15T00:12:50Z,220000,False,-23.0,35.0,1,right,MISS M. Turner running reverse Layup,[1626167],1610612754.0,IND,running reverse,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,4.18,Missed,,,,,,,,,,,,,,,,,,
23,PT10M14.00S,2023-11-15T00:12:46.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,2,5,2023-11-15T00:13:05Z,230000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
24,PT10M12.00S,2023-11-15T00:12:47.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202699,7.539421813403408,51.470588235294116,1610612755,4,5,2023-11-15T00:12:56Z,240000,False,-7.0,18.0,1,left,T. Harris running Layup (4 PTS),[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1.98,Made,,,,,4.0,,,,,,,,,,,,,
25,PT10M05.00S,2023-11-15T00:12:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,91.90210249671485,55.3921568627451,1610612754,4,7,2023-11-15T00:13:01Z,250000,False,27.0,24.0,1,right,O. Toppin cutting Layup (4 PTS) (T. Haliburton 2 AST),"[1630167, 1630169]",1610612754.0,IND,cutting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,3.59,Made,,,,,4.0,,,,,,,,T. Haliburton,1630169.0,2.0,,,
27,PT09M49.00S,2023-11-15T00:13:10.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,17.789093298291732,39.950980392156865,1610612755,6,7,2023-11-15T00:13:16Z,270000,False,50.0,115.0,1,left,T. Harris 12' pullup Jump Shot (6 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,12.52,Made,,,,,6.0,,,,,,,,,,,,,
28,PT09M37.00S,2023-11-15T00:13:22.7Z,1,REGULAR,2pt,Jump Shot,[],1631097,80.99540078843627,67.40196078431373,1610612754,6,7,2023-11-15T00:13:26Z,280000,False,87.0,126.0,1,right,MISS B. Mathurin 15' pullup Shot,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Right,15.32,Missed,,,,,,,,,,,,,,,,,,
29,PT09M35.00S,2023-11-15T00:13:24.7Z,1,REGULAR,rebound,defensive,[],203496,,,1610612755,6,7,2023-11-15T00:13:26Z,290000,False,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612755.0,PHI,,,,Covington,R. Covington,,,,,Mid-Range,8-16 Right,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M27.00S,2023-11-15T00:13:33.1Z,1,REGULAR,turnover,bad pass,[],1629001,,,1610612755,6,7,2023-11-15T00:13:38Z,300000,False,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 1626167]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Turner,1626167.0
31,PT09M27.00S,2023-11-15T00:13:33.1Z,1,REGULAR,steal,,[],1626167,,,1610612754,6,7,2023-11-15T00:16:16Z,310000,False,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M23.00S,2023-11-15T00:13:37.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628971,95.31865965834429,52.205882352941174,1610612754,6,9,2023-11-15T00:13:43Z,320000,False,11.0,-8.0,1,right,B. Brown running finger roll Layup (2 PTS) (O. Toppin 1 AST),"[1628971, 1630167]",1610612754.0,IND,running finger roll,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,2.0,,,,,,,,O. Toppin,1630167.0,1.0,,,
34,PT09M08.00S,2023-11-15T00:13:51.6Z,1,REGULAR,3pt,Jump Shot,[],202699,31.32391590013141,23.039215686274503,1610612755,6,9,2023-11-15T00:13:56Z,340000,False,135.0,242.0,1,left,MISS T. Harris 27' pullup 3PT,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,27.69,Missed,,,,,,,,,,,,,,,,,,
35,PT09M07.00S,2023-11-15T00:13:52.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,6,9,2023-11-15T00:13:56Z,350000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,,,34.0,,,,,,,,,,,,,,,,,
37,PT08M56.00S,2023-11-15T00:14:12.1Z,1,REGULAR,3pt,Jump Shot,[],1630169,67.85479632063075,35.78431372549019,1610612754,6,12,2023-11-15T00:14:16Z,370000,False,-71.0,250.0,1,right,T. Haliburton 25' 3PT pullup (3 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,25.96,Made,,,,,3.0,,,,,,,,,,,,,
38,PT08M40.00S,2023-11-15T00:14:28.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,15.160972404730614,49.01960784313726,1610612755,6,12,2023-11-15T01:23:17Z,380000,False,5.0,90.0,1,left,MISS T. Maxey 9' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,9.01,Missed,,,,,,,,,,,,,,,,,,
39,PT08M35.00S,2023-11-15T00:14:33.1Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612754,6,12,2023-11-15T01:23:17Z,390000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT08M31.00S,2023-11-15T00:14:37.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630167,94.00459921156373,49.50980392156863,1610612754,6,14,2023-11-15T01:23:17Z,420000,False,-2.0,4.0,1,right,O. Toppin running DUNK (6 PTS) (T. Haliburton 3 AST),"[1630167, 1630169]",1610612754.0,IND,running,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,0.46,Made,,,,,6.0,,,,,,,,T. Haliburton,1630169.0,3.0,,,
44,PT08M31.00S,2023-11-15T00:14:44.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,6,14,2023-11-15T00:14:48Z,440000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M19.00S,2023-11-15T00:17:46.8Z,1,REGULAR,foul,personal,[],1626167,,,1610612755,6,14,2023-11-15T00:17:54Z,450000,False,,,0,,M. Turner personal FOUL (1 PF),"[1626167, 203954]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,1198.0,1.0,0.0,Embiid,203954.0,,,,,,,,
47,PT08M09.00S,2023-11-15T00:18:17.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202699,6.093955321944804,48.774509803921575,1610612755,8,14,2023-11-15T00:18:21Z,470000,False,6.0,5.0,1,left,T. Harris cutting DUNK (8 PTS) (J. Embiid 1 AST),"[202699, 203954]",1610612755.0,PHI,cutting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.78,Made,,,,,8.0,,,,,,,,J. Embiid,203954.0,1.0,,,
49,PT07M53.00S,2023-11-15T00:18:31.5Z,1,REGULAR,3pt,Jump Shot,[],1626167,66.5407358738502,63.72549019607843,1610612754,8,14,2023-11-15T00:18:35Z,490000,False,69.0,262.0,1,right,MISS M. Turner 27' step back 3PT,[1626167],1610612754.0,IND,step back,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,27.08,Missed,,,,,,,,,,,,,,,,,,
50,PT07M51.00S,2023-11-15T00:18:33.5Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,8,14,2023-11-15T00:18:35Z,500000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT07M45.00S,2023-11-15T00:18:42.9Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612755,8,14,2023-11-15T00:18:53Z,510000,False,,,0,,M. Turner shooting personal FOUL (2 PF) (Embiid 2 FT),"[1626167, 203954]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626301.0,2.0,0.0,Embiid,203954.0,,,,,,,,
53,PT07M45.00S,2023-11-15T00:19:10.9Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,9,14,2023-11-15T00:19:10Z,530000,False,,,0,,J. Embiid Free Throw 1 of 2 (1 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
54,PT07M45.00S,2023-11-15T00:19:13.2Z,1,REGULAR,substitution,out,[],1626167,,,1610612755,9,14,2023-11-15T00:19:23Z,540000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M45.00S,2023-11-15T00:19:13.2Z,1,REGULAR,substitution,in,[],1630188,,,1610612755,9,14,2023-11-15T00:19:23Z,550000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M45.00S,2023-11-15T00:19:35.6Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,10,14,2023-11-15T00:19:35Z,560000,False,,,0,,J. Embiid Free Throw 2 of 2 (2 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
57,PT07M31.00S,2023-11-15T00:19:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,94.92444152431011,52.450980392156865,1610612754,10,16,2023-11-15T00:20:40Z,570000,False,12.0,-5.0,1,right,O. Toppin cutting Layup (8 PTS) (J. Smith 1 AST),"[1630167, 1630188]",1610612754.0,IND,cutting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,8.0,,,,,,,,J. Smith,1630188.0,1.0,,,
59,PT07M19.00S,2023-11-15T00:20:06.0Z,1,REGULAR,3pt,Jump Shot,[],1629001,29.48423127463863,20.833333333333343,1610612755,13,16,2023-11-15T00:20:20Z,590000,False,146.0,225.0,1,left,D. Melton 26' 3PT  (3 PTS) (J. Embiid 2 AST),"[1629001, 203954]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,26.79,Made,,,,,3.0,,,,,,,,J. Embiid,203954.0,2.0,,,
63,PT07M05.00S,2023-11-15T00:20:47.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,90.5880420499343,51.71568627450981,1610612754,13,18,2023-11-15T00:21:01Z,630000,False,9.0,36.0,1,right,J. Smith cutting Layup (2 PTS) (T. Haliburton 4 AST),"[1630188, 1630169]",1610612754.0,IND,cutting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,3.7,Made,,,,,2.0,,,,,,,,T. Haliburton,1630169.0,4.0,,,
65,PT07M05.00S,2023-11-15T00:20:55.9Z,1,REGULAR,foul,personal,['1freethrow'],202699,,,1610612754,13,18,2023-11-15T00:21:02Z,650000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Smith 1 FT),"[202699, 1630188]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,1626301.0,1.0,0.0,Smith,1630188.0,,,,,,,,
67,PT07M05.00S,2023-11-15T00:21:03.5Z,1,REGULAR,freethrow,1 of 1,[],1630188,,,1610612754,13,18,2023-11-15T00:21:05Z,670000,False,,,0,,MISS J. Smith Free Throw 1 of 1,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
68,PT07M05.00S,2023-11-15T00:21:03.5Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,13,18,2023-11-15T00:21:31Z,680000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,,
69,PT07M05.00S,2023-11-15T00:21:07.9Z,1,REGULAR,substitution,out,[],1630169,,,1610612755,13,18,2023-11-15T00:21:15Z,690000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M05.00S,2023-11-15T00:21:07.9Z,1,REGULAR,substitution,out,[],1631097,,,1610612755,13,18,2023-11-15T00:21:15Z,700000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M05.00S,2023-11-15T00:21:07.9Z,1,REGULAR,substitution,out,[],1628971,,,1610612755,13,18,2023-11-15T00:21:15Z,710000,False,,,0,,SUB out: B. Brown,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT07M05.00S,2023-11-15T00:21:07.9Z,1,REGULAR,substitution,in,[],1627741,,,1610612755,13,18,2023-11-15T00:21:15Z,720000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT07M05.00S,2023-11-15T00:21:07.9Z,1,REGULAR,substitution,in,[],204456,,,1610612755,13,18,2023-11-15T00:21:15Z,730000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT07M05.00S,2023-11-15T00:21:07.9Z,1,REGULAR,substitution,in,[],1630174,,,1610612755,13,18,2023-11-15T00:21:15Z,740000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M48.00S,2023-11-15T00:21:19.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203954,12.927069645203687,45.833333333333336,1610612755,15,18,2023-11-15T00:21:26Z,750000,False,21.0,69.0,1,left,J. Embiid 7' turnaround Hook (4 PTS) (R. Covington 1 AST),"[203954, 203496]",1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,7.21,Made,,,,,4.0,,,,,,,,R. Covington,203496.0,1.0,,,
77,PT06M38.00S,2023-11-15T00:21:28.7Z,1,REGULAR,3pt,Jump Shot,[],1630188,65.88370565045992,37.99019607843137,1610612754,15,21,2023-11-15T00:21:33Z,770000,False,-60.0,268.0,1,right,J. Smith 27' 3PT  (5 PTS) (T. McConnell 1 AST),"[1630188, 204456]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,27.48,Made,,,,,5.0,,,,,,,,T. McConnell,204456.0,1.0,,,
79,PT06M30.00S,2023-11-15T00:21:40.5Z,1,REGULAR,foul,personal,[],1630188,,,1610612755,15,21,2023-11-15T00:21:45Z,790000,False,,,0,,J. Smith personal FOUL (1 PF),"[1630188, 203954]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,1626301.0,1.0,0.0,Embiid,203954.0,,,,,,,,
81,PT06M23.00S,2023-11-15T00:22:05.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,8.459264126149804,53.67647058823529,1610612755,15,21,2023-11-15T00:22:09Z,810000,False,-18.0,27.0,1,left,MISS J. Embiid Layup,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,,,,,,,,,
82,PT06M21.00S,2023-11-15T00:22:07.7Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,15,21,2023-11-15T00:22:09Z,820000,False,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,81.0,2.0,1.0,1.0,,,,,,,,,,,,,,
83,PT06M19.00S,2023-11-15T00:22:09.8Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,15,21,2023-11-15T00:22:16Z,830000,False,,,0,,J. Embiid lost ball TURNOVER (1 TO),"[203954, 1627741]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Hield,1627741.0
84,PT06M19.00S,2023-11-15T00:22:09.8Z,1,REGULAR,steal,,[],1627741,,,1610612754,15,21,2023-11-15T00:23:10Z,840000,False,,,0,,B. Hield STEAL (1 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
85,PT06M11.00S,2023-11-15T00:22:18.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630167,79.02431011826545,50.0,1610612754,15,21,2023-11-15T00:22:23Z,850000,False,0.0,145.0,1,right,MISS O. Toppin 14' driving floating Shot - blocked,"[1630167, 203496]",1610612754.0,IND,driving floating,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Center,14.47,Missed,,,,,,,,,,,Covington,203496.0,,,,,,
86,PT06M11.00S,2023-11-15T00:22:18.4Z,1,REGULAR,block,,[],203496,,,1610612754,15,21,2023-11-15T00:22:21Z,860000,False,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612755.0,PHI,,,,Covington,R. Covington,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
87,PT06M08.00S,2023-11-15T00:22:21.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,15,21,2023-11-15T00:22:23Z,870000,False,,,0,,J. Embiid REBOUND (Off:1 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,85.0,3.0,2.0,1.0,,,,,,,,,,,,,,
88,PT06M06.00S,2023-11-15T00:22:22.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,24.096583442838366,88.97058823529412,1610612755,18,21,2023-11-15T00:22:28Z,880000,False,-195.0,174.0,1,left,D. Melton 26' 3PT running (6 PTS) (J. Embiid 3 AST),"[1629001, 203954]",1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,26.13,Made,,,,,6.0,,,,,,,,J. Embiid,203954.0,3.0,,,
90,PT05M50.00S,2023-11-15T00:22:39.0Z,1,REGULAR,3pt,Jump Shot,[],1630174,69.69448094612352,73.77450980392157,1610612754,18,21,2023-11-15T00:22:42Z,900000,False,119.0,232.0,1,right,MISS A. Nesmith 26' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,26.1,Missed,,,,,,,,,,,,,,,,,,
91,PT05M47.00S,2023-11-15T00:22:42.0Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,18,21,2023-11-15T00:22:42Z,910000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,90.0,1.0,1.0,0.0,,,,,,,,,,,,,,
