actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
174,PT12M00.00S,2024-04-12T23:41:47.0Z,2,REGULAR,substitution,in,['startperiod'],1629021,,,1610612755,40,27,2024-04-12T23:42:52Z,1740000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2024-04-12T23:41:47.0Z,2,REGULAR,substitution,in,['startperiod'],1628365,,,1610612755,40,27,2024-04-12T23:42:52Z,1750000,False,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2024-04-12T23:43:03.5Z,2,REGULAR,period,start,[],0,,,1610612753,40,27,2024-04-12T23:43:03Z,1760000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M45.00S,2024-04-12T23:43:18.0Z,2,REGULAR,2pt,Jump Shot,[],1630175,89.04402102496715,27.450980392156865,1610612753,40,27,2024-04-12T23:43:24Z,1770000,False,-113.0,50.0,1,right,MISS C. Anthony 12' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,12.35,,,,,,,,,,,
178,PT11M39.00S,2024-04-12T23:43:24.0Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612755,40,27,2024-04-12T23:43:24Z,1780000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,8-16 Left,,,,,,,177.0,,,,,,1.0,1.0,0.0,,,,,
179,PT11M34.00S,2024-04-12T23:43:29.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,3.892904073587385,44.36274509803921,1610612755,40,27,2024-04-12T23:45:22Z,1790000,False,28.0,-16.0,1,left,MISS D. Melton driving finger roll Layup,[1629001],1610612755.0,PHI,driving finger roll,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,3.24,,,,,,,,,,,
180,PT11M33.00S,2024-04-12T23:43:30.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,40,27,2024-04-12T23:45:22Z,1800000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,179.0,,,,,,,,,,,,,
181,PT11M33.00S,2024-04-12T23:43:36.1Z,2,REGULAR,foul,personal,[],1629021,,,1610612755,40,27,2024-04-12T23:43:41Z,1810000,False,,,0,,M. Wagner loose ball personal FOUL (1 PF),"[1629021, 1629001]",1610612753.0,ORL,loose ball,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,1628172.0,1.0,0.0,Melton,1629001.0,,,,,,,,,,,,,,,
183,PT11M26.00S,2024-04-12T23:43:59.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630194,5.995400788436268,50.73529411764706,1610612755,42,27,2024-04-12T23:44:03Z,1830000,False,-4.0,4.0,1,left,P. Reed DUNK (2 PTS) (K. Oubre Jr. 1 AST),"[1630194, 1626162]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,0.54,K. Oubre Jr.,1626162.0,1.0,,,,,,,,
185,PT11M10.00S,2024-04-12T23:44:16.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,81.42247043363994,52.20588235294118,1610612753,42,29,2024-04-12T23:44:19Z,1850000,False,11.0,122.0,1,right,M. Fultz 12' pullup Jump Shot (2 PTS) (M. Wagner 1 AST),"[1628365, 1629021]",1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,2.0,12.26,M. Wagner,1629021.0,1.0,,,,,,,,
187,PT10M54.00S,2024-04-12T23:44:34.4Z,2,REGULAR,foul,personal,['2freethrow'],1628371,,,1610612755,42,29,2024-04-12T23:44:41Z,1870000,False,,,0,,J. Isaac shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1628371, 1626162]",1610612753.0,ORL,shooting,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),8-16 Right,2530.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,
189,PT10M54.00S,2024-04-12T23:45:00.5Z,2,REGULAR,freethrow,1 of 2,[],1626162,,,1610612755,43,29,2024-04-12T23:45:24Z,1890000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (9 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,Made,,9.0,,,,,,,,,,,,
190,PT10M54.00S,2024-04-12T23:45:00.5Z,2,REGULAR,freethrow,2 of 2,[],1626162,,,1610612755,43,29,2024-04-12T23:45:24Z,1900000,False,,,0,,MISS K. Oubre Jr. Free Throw 2 of 2,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
191,PT10M52.00S,2024-04-12T23:45:02.5Z,2,REGULAR,rebound,defensive,[],1628371,,,1610612753,43,29,2024-04-12T23:45:24Z,1910000,False,,,0,,J. Isaac REBOUND (Off:0 Def:2),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,190.0,,,,,,2.0,2.0,0.0,,,,,
192,PT10M37.00S,2024-04-12T23:45:38.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,92.85479632063075,52.450980392156865,1610612753,43,31,2024-04-12T23:45:42Z,1920000,False,12.0,15.0,1,right,M. Wagner driving finger roll Layup (2 PTS) (J. Ingles 1 AST),"[1629021, 204060]",1610612753.0,ORL,driving finger roll,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.92,J. Ingles,204060.0,1.0,,,,,,,,
194,PT10M25.00S,2024-04-12T23:45:51.1Z,2,REGULAR,3pt,Jump Shot,[],1630178,7.966491458607096,95.58823529411765,1610612755,43,31,2024-04-12T23:46:03Z,1940000,False,-228.0,22.0,1,left,MISS T. Maxey fadeaway 3PT,[1630178],1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,22.9,,,,,,,,,,,
195,PT10M19.00S,2024-04-12T23:45:57.1Z,2,REGULAR,rebound,defensive,[],1628365,,,1610612753,43,31,2024-04-12T23:46:03Z,1950000,False,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Left Corner 3,24+ Left,,,,,,,194.0,,,,,,1.0,1.0,0.0,,,,,
196,PT10M09.00S,2024-04-12T23:46:06.4Z,2,REGULAR,3pt,Jump Shot,[],1628371,76.5604467805519,93.38235294117648,1610612753,43,31,2024-04-12T23:46:11Z,1960000,False,217.0,168.0,1,right,MISS J. Isaac 27' 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,27.42,,,,,,,,,,,
197,PT10M09.00S,2024-04-12T23:46:06.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,43,31,2024-04-12T23:46:11Z,1970000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,196.0,,,,,,,,,,,,,
198,PT10M09.00S,2024-04-12T23:46:11.6Z,2,REGULAR,foul,personal,[],1629001,,,1610612753,43,31,2024-04-12T23:46:21Z,1980000,False,,,0,,D. Melton loose ball personal FOUL (1 PF),"[1629001, 1629021]",1610612755.0,PHI,loose ball,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,2530.0,1.0,0.0,Wagner,1629021.0,,,,,,,,,,,,,,,
200,PT09M59.00S,2024-04-12T23:46:45.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628371,94.1688567674113,52.450980392156865,1610612753,43,33,2024-04-12T23:46:49Z,2000000,False,12.0,2.0,1,right,J. Isaac cutting DUNK (2 PTS) (J. Ingles 2 AST),"[1628371, 204060]",1610612753.0,ORL,cutting,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.25,J. Ingles,204060.0,2.0,,,,,,,,
202,PT09M45.00S,2024-04-12T23:46:57.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201587,13.61695137976347,62.5,1610612755,45,33,2024-04-12T23:47:02Z,2020000,False,-62.0,75.0,1,left,N. Batum 9' fadeaway Jump Shot (2 PTS) (D. Melton 1 AST),"[201587, 1629001]",1610612755.0,PHI,fadeaway,,,Batum,N. Batum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,,2.0,9.8,D. Melton,1629001.0,1.0,,,,,,,,
204,PT09M33.00S,2024-04-12T23:47:13.5Z,2,REGULAR,foul,personal,[],1630194,,,1610612753,45,33,2024-04-12T23:47:19Z,2040000,False,,,0,,P. Reed personal FOUL (1 PF),"[1630194, 1629021]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,1199.0,1.0,0.0,Wagner,1629021.0,,,,,,,,,,,,,,,
206,PT09M25.00S,2024-04-12T23:47:37.1Z,2,REGULAR,turnover,lost ball,[],1630175,,,1610612753,45,33,2024-04-12T23:47:41Z,2060000,False,,,0,,C. Anthony lost ball TURNOVER (1 TO),"[1630175, 1629001]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Melton,1629001.0
207,PT09M25.00S,2024-04-12T23:47:37.1Z,2,REGULAR,steal,,[],1629001,,,1610612755,45,33,2024-04-12T23:47:39Z,2070000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
209,PT09M07.00S,2024-04-12T23:48:10.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,26.231931668856767,84.06862745098039,1610612755,45,33,2024-04-12T23:48:35Z,2090000,False,-170.0,194.0,1,left,MISS K. Oubre Jr. 25' pullup 3PT,[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.82,,,,,,,,,,,
210,PT09M00.00S,2024-04-12T23:48:17.8Z,2,REGULAR,rebound,offensive,[],201587,,,1610612755,45,33,2024-04-12T23:48:17Z,2100000,False,,,0,,N. Batum REBOUND (Off:1 Def:1),[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,,,,,209.0,,,,,,2.0,1.0,1.0,,,,,
211,PT09M00.00S,2024-04-12T23:48:17.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201587,5.590000152587891,50.0,1610612755,45,33,2024-04-12T23:48:17Z,2110000,False,0.0,0.0,1,left,MISS N. Batum putback Layup,[201587],1610612755.0,PHI,putback,,,Batum,N. Batum,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,0.0,,,,,,,,,,,
212,PT09M00.00S,2024-04-12T23:48:17.8Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,45,33,2024-04-12T23:48:17Z,2120000,False,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,8-16 Left,,,,,,,211.0,,,,,,1.0,1.0,0.0,,,,,
213,PT08M44.00S,2024-04-12T23:48:33.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,83.919185282523,42.8921568627451,1610612753,45,33,2024-04-12T23:50:12Z,2130000,False,-36.0,99.0,1,right,MISS C. Anthony 10' turnaround fadeaway Shot,[1630175],1610612753.0,ORL,turnaround fadeaway,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,10.49,,,,,,,,,,,
214,PT08M44.00S,2024-04-12T23:48:33.2Z,2,REGULAR,rebound,offensive,[],1628371,,,1610612753,45,33,2024-04-12T23:48:42Z,2140000,False,,,0,,J. Isaac REBOUND (Off:1 Def:2),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,213.0,,,,,,3.0,2.0,1.0,,,,,
215,PT08M44.00S,2024-04-12T23:48:39.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628371,94.40999984741211,50.0,1610612753,45,35,2024-04-12T23:48:39Z,2150000,False,0.0,0.0,1,right,J. Isaac tip Layup (4 PTS),[1628371],1610612753.0,ORL,tip,,,Isaac,J. Isaac,,,,,Mid-Range,8-16 Left,,,,,,Made,,4.0,0.0,,,,,,,,,,,
216,PT08M44.00S,2024-04-12T23:48:40.6Z,2,REGULAR,foul,personal,['1freethrow'],1626162,,,1610612753,45,35,2024-04-12T23:48:49Z,2160000,False,,,0,,K. Oubre Jr. shooting personal FOUL (3 PF) (Isaac 1 FT),"[1626162, 1628371]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2530.0,3.0,0.0,Isaac,1628371.0,,,,,,,,,,,,,,,
218,PT08M44.00S,2024-04-12T23:49:13.8Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628371,,,1610612753,45,36,2024-04-12T23:49:13Z,2180000,False,,,0,,J. Isaac Free Throw 1 of 1 (5 PTS),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
219,PT08M22.00S,2024-04-12T23:49:37.2Z,2,REGULAR,3pt,Jump Shot,[],1629001,33.590670170827856,38.23529411764706,1610612755,48,36,2024-04-12T23:49:42Z,2190000,False,59.0,263.0,1,left,D. Melton 26' 3PT pullup (3 PTS),[1629001],1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,,,,Made,,3.0,26.98,,,,,,,,,,,
220,PT08M09.00S,2024-04-12T23:49:53.6Z,2,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612753,48,36,2024-04-12T23:50:01Z,2200000,False,,,0,,P. Reed shooting personal FOUL (2 PF) (Wagner 2 FT),"[1630194, 1629021]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,1628172.0,2.0,0.0,Wagner,1629021.0,,,,,,,,,,,,,,,
222,PT08M09.00S,2024-04-12T23:50:19.5Z,2,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,48,37,2024-04-12T23:50:19Z,2220000,False,,,0,,M. Wagner Free Throw 1 of 2 (3 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
223,PT08M09.00S,2024-04-12T23:50:20.2Z,2,REGULAR,substitution,out,[],201587,,,1610612753,48,37,2024-04-12T23:50:29Z,2230000,False,,,0,,SUB out: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M09.00S,2024-04-12T23:50:20.2Z,2,REGULAR,substitution,out,[],1626162,,,1610612753,48,37,2024-04-12T23:50:29Z,2240000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M09.00S,2024-04-12T23:50:20.2Z,2,REGULAR,substitution,out,[],1630175,,,1610612753,48,37,2024-04-12T23:50:29Z,2250000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M09.00S,2024-04-12T23:50:20.2Z,2,REGULAR,substitution,in,[],200768,,,1610612753,48,37,2024-04-12T23:50:29Z,2260000,False,,,0,,SUB in: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M09.00S,2024-04-12T23:50:20.2Z,2,REGULAR,substitution,in,[],202699,,,1610612753,48,37,2024-04-12T23:50:29Z,2270000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M09.00S,2024-04-12T23:50:20.2Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,48,37,2024-04-12T23:50:29Z,2280000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M09.00S,2024-04-12T23:50:47.2Z,2,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,48,38,2024-04-12T23:50:47Z,2290000,False,,,0,,M. Wagner Free Throw 2 of 2 (4 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
230,PT07M48.00S,2024-04-12T23:51:10.9Z,2,REGULAR,turnover,bad pass,[],200768,,,1610612755,48,38,2024-04-12T23:51:15Z,2300000,False,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 1628365]",1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,1.0,Fultz,1628365.0
231,PT07M48.00S,2024-04-12T23:51:10.9Z,2,REGULAR,steal,,[],1628365,,,1610612753,48,38,2024-04-12T23:51:13Z,2310000,False,,,0,,M. Fultz STEAL (1 STL),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
232,PT07M45.00S,2024-04-12T23:51:14.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628365,94.69448094612353,55.63725490196079,1610612753,48,38,2024-04-12T23:51:26Z,2320000,False,28.0,-3.0,1,right,MISS M. Fultz running Layup - blocked,"[1628365, 1630178]",1610612753.0,ORL,running,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.83,,,,,,,Maxey,1630178.0,,,
233,PT07M45.00S,2024-04-12T23:51:14.5Z,2,REGULAR,block,,[],1630178,,,1610612753,48,38,2024-04-12T23:51:17Z,2330000,False,,,0,,T. Maxey BLOCK (1 BLK),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
234,PT07M45.00S,2024-04-12T23:51:14.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,48,38,2024-04-12T23:51:26Z,2340000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,232.0,,,,,,,,,,,,,
236,PT07M45.00S,2024-04-12T23:51:29.1Z,2,REGULAR,substitution,out,[],1630194,,,1610612753,48,38,2024-04-12T23:51:39Z,2360000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M45.00S,2024-04-12T23:51:29.1Z,2,REGULAR,substitution,out,[],204060,,,1610612753,48,38,2024-04-12T23:51:39Z,2370000,False,,,0,,SUB out: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M45.00S,2024-04-12T23:51:29.1Z,2,REGULAR,substitution,in,[],1628964,,,1610612753,48,38,2024-04-12T23:51:39Z,2380000,False,,,0,,SUB in: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M45.00S,2024-04-12T23:51:29.1Z,2,REGULAR,substitution,in,[],1631094,,,1610612753,48,38,2024-04-12T23:51:39Z,2390000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M37.00S,2024-04-12T23:52:00.0Z,2,REGULAR,turnover,lost ball,[],1630532,,,1610612753,48,38,2024-04-12T23:52:03Z,2400000,False,,,0,,F. Wagner lost ball TURNOVER (1 TO),"[1630532, 1629001]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Melton,1629001.0
241,PT07M37.00S,2024-04-12T23:52:00.0Z,2,REGULAR,steal,,[],1629001,,,1610612755,48,38,2024-04-12T23:52:02Z,2410000,False,,,0,,D. Melton STEAL (2 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
242,PT07M32.00S,2024-04-12T23:52:07.6Z,2,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612755,48,38,2024-04-12T23:52:16Z,2420000,False,,,0,,P. Banchero shooting personal FOUL (1 PF) (Maxey 2 FT),"[1631094, 1630178]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,1199.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,,,,
244,PT07M32.00S,2024-04-12T23:52:37.5Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630178,,,1610612755,49,38,2024-04-12T23:52:37Z,2440000,False,,,0,,T. Maxey Free Throw 1 of 2 (12 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
245,PT07M32.00S,2024-04-12T23:52:59.3Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630178,,,1610612755,50,38,2024-04-12T23:52:59Z,2450000,False,,,0,,T. Maxey Free Throw 2 of 2 (13 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,Made,,13.0,,,,,,,,,,,,
246,PT07M18.00S,2024-04-12T23:53:14.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,94.03745072273325,54.65686274509803,1610612753,50,40,2024-04-12T23:53:18Z,2460000,False,23.0,4.0,1,right,M. Wagner Layup (6 PTS) (M. Fultz 1 AST),"[1629021, 1628365]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,2.36,M. Fultz,1628365.0,1.0,,,,,,,,
248,PT07M02.00S,2024-04-12T23:53:30.5Z,2,REGULAR,3pt,Jump Shot,[],1629001,25.312089356110377,86.27450980392157,1610612755,50,40,2024-04-12T23:53:36Z,2480000,False,-181.0,185.0,1,left,MISS D. Melton 25' pullup bank 3PT,[1629001],1610612755.0,PHI,pullup bank,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.94,,,,,,,,,,,
249,PT06M59.00S,2024-04-12T23:53:32.7Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,50,40,2024-04-12T23:53:32Z,2490000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,,248.0,,,,,,2.0,2.0,0.0,,,,,
250,PT06M47.00S,2024-04-12T23:53:45.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,94.69448094612353,54.166666666666664,1610612753,50,42,2024-04-12T23:53:49Z,2500000,False,21.0,-3.0,1,right,M. Wagner driving Layup (8 PTS) (M. Fultz 2 AST),"[1629021, 1628365]",1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,2.1,M. Fultz,1628365.0,2.0,,,,,,,,
252,PT06M39.00S,2024-04-12T23:54:00.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,50,42,2024-04-12T23:54:00Z,2520000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M39.00S,2024-04-12T23:56:22.9Z,2,REGULAR,substitution,out,[],1630178,,,1610612755,50,42,2024-04-12T23:56:35Z,2530000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M39.00S,2024-04-12T23:56:22.9Z,2,REGULAR,substitution,out,[],1629001,,,1610612755,50,42,2024-04-12T23:56:35Z,2540000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M39.00S,2024-04-12T23:56:22.9Z,2,REGULAR,substitution,out,[],1628964,,,1610612755,50,42,2024-04-12T23:56:35Z,2550000,False,,,0,,SUB out: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M39.00S,2024-04-12T23:56:22.9Z,2,REGULAR,substitution,in,[],1626166,,,1610612755,50,42,2024-04-12T23:56:35Z,2560000,False,,,0,,SUB in: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M39.00S,2024-04-12T23:56:22.9Z,2,REGULAR,substitution,in,[],203954,,,1610612755,50,42,2024-04-12T23:56:35Z,2570000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M39.00S,2024-04-12T23:56:22.9Z,2,REGULAR,substitution,in,[],201587,,,1610612755,50,42,2024-04-12T23:56:35Z,2580000,False,,,0,,SUB in: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M39.00S,2024-04-12T23:56:38.7Z,2,REGULAR,substitution,out,[],1628371,,,1610612755,50,42,2024-04-12T23:56:45Z,2590000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M39.00S,2024-04-12T23:56:38.7Z,2,REGULAR,substitution,in,[],1630591,,,1610612755,50,42,2024-04-12T23:56:45Z,2600000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
