actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M55.00S,2024-04-12T23:13:05.6Z,1,REGULAR,foul,personal,['2freethrow'],200768,,,1610612753,1,2,2024-04-12T23:13:14Z,180000,False,,,0,,K. Lowry shooting personal FOUL (1 PF) (Banchero 2 FT),"[200768, 1631094]",1610612755.0,PHI,shooting,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,1628172.0,1.0,0.0,Banchero,1631094.0,,,,,,,,,,,,,,,
20,PT10M55.00S,2024-04-12T23:13:32.3Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,1,2,2024-04-12T23:13:32Z,200000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
21,PT10M55.00S,2024-04-12T23:13:32.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,1,2,2024-04-12T23:13:32Z,210000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,
22,PT10M55.00S,2024-04-12T23:13:49.6Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,1,3,2024-04-12T23:13:49Z,220000,False,,,0,,P. Banchero Free Throw 2 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
23,PT10M38.00S,2024-04-12T23:14:09.8Z,1,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612755,1,3,2024-04-12T23:14:17Z,230000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Embiid 2 FT),"[1628976, 203954]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,1199.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
25,PT10M38.00S,2024-04-12T23:14:42.1Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,2,3,2024-04-12T23:14:42Z,250000,False,,,0,,J. Embiid Free Throw 1 of 2 (2 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
26,PT10M38.00S,2024-04-12T23:15:00.0Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,3,3,2024-04-12T23:15:00Z,260000,False,,,0,,J. Embiid Free Throw 2 of 2 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
27,PT10M18.00S,2024-04-12T23:15:22.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,92.9862023653088,51.225490196078425,1610612753,3,5,2024-04-12T23:15:27Z,270000,False,6.0,13.0,1,right,W. Carter Jr. DUNK (4 PTS) (P. Banchero 2 AST),"[1628976, 1631094]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,1.47,P. Banchero,1631094.0,2.0,,,,,,,,
30,PT09M54.00S,2024-04-12T23:15:51.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,20.05584756898817,62.99019607843137,1610612755,3,5,2024-04-12T23:15:54Z,300000,False,-65.0,136.0,1,left,MISS J. Embiid 15' step back Shot,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,15.07,,,,,,,,,,,
31,PT09M52.00S,2024-04-12T23:15:53.0Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,3,5,2024-04-12T23:15:54Z,310000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,30.0,,,,,,1.0,1.0,0.0,,,,,
32,PT09M41.00S,2024-04-12T23:16:04.5Z,1,REGULAR,3pt,Jump Shot,[],1628976,94.69448094612353,3.1862745098039214,1610612753,3,5,2024-04-12T23:16:09Z,320000,False,-234.0,-3.0,1,right,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.41,,,,,,,,,,,
33,PT09M39.00S,2024-04-12T23:16:06.5Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,3,5,2024-04-12T23:16:09Z,330000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Left Corner 3,24+ Left,,,,,,,32.0,,,,,,1.0,1.0,0.0,,,,,
34,PT09M31.00S,2024-04-12T23:16:14.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,17.559132720105126,47.794117647058826,1610612755,3,5,2024-04-12T23:16:21Z,340000,False,11.0,113.0,1,left,MISS J. Embiid 11' turnaround Shot - blocked,"[203954, 1630532]",1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,11.31,,,,,,,Wagner,1630532.0,,,
35,PT09M31.00S,2024-04-12T23:16:14.7Z,1,REGULAR,block,,[],1630532,,,1610612755,3,5,2024-04-12T23:16:17Z,350000,False,,,0,,F. Wagner BLOCK (1 BLK),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M29.00S,2024-04-12T23:16:16.7Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,3,5,2024-04-12T23:16:21Z,360000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,34.0,,,,,,1.0,1.0,0.0,,,,,
37,PT09M25.00S,2024-04-12T23:16:20.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630532,92.59198423127464,49.754901960784316,1610612753,3,7,2024-04-12T23:16:25Z,370000,False,-1.0,17.0,1,right,F. Wagner running Layup (2 PTS),[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.71,,,,,,,,,,,
38,PT09M11.00S,2024-04-12T23:16:34.1Z,1,REGULAR,3pt,Jump Shot,[],1630178,29.6484888304862,82.84313725490196,1610612755,6,7,2024-04-12T23:16:37Z,380000,False,-164.0,226.0,1,left,T. Maxey 27' 3PT step back (3 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,27.95,,,,,,,,,,,
40,PT08M52.00S,2024-04-12T23:17:06.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,90.22667542706965,53.67647058823529,1610612753,6,7,2024-04-12T23:17:10Z,400000,False,18.0,39.0,1,right,MISS F. Wagner Layup,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,4.35,,,,,,,,,,,
41,PT08M49.00S,2024-04-12T23:17:09.9Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,6,7,2024-04-12T23:17:10Z,410000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,40.0,,,,,,1.0,1.0,0.0,,,,,
42,PT08M42.00S,2024-04-12T23:17:16.7Z,1,REGULAR,3pt,Jump Shot,[],1630178,33.85348226018397,55.392156862745104,1610612755,6,7,2024-04-12T23:17:20Z,420000,False,-27.0,266.0,1,left,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.71,,,,,,,,,,,
43,PT08M39.00S,2024-04-12T23:17:19.7Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,6,7,2024-04-12T23:17:20Z,430000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,,42.0,,,,,,2.0,2.0,0.0,,,,,
44,PT08M32.00S,2024-04-12T23:17:26.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,91.80354796320631,58.333333333333336,1610612753,6,7,2024-04-12T23:17:30Z,440000,False,42.0,25.0,1,right,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.84,,,,,,,,,,,
45,PT08M30.00S,2024-04-12T23:17:28.3Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,6,7,2024-04-12T23:17:30Z,450000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,44.0,,,,,,2.0,2.0,0.0,,,,,
46,PT08M29.00S,2024-04-12T23:17:30.8Z,1,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,6,7,2024-04-12T23:17:36Z,460000,False,,,0,,J. Embiid bad pass out-of-bounds TURNOVER (1 TO),[203954],1610612755.0,PHI,bad pass,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,2530.0,,,,,,,,,,,,,,,,,1.0,,
47,PT08M20.00S,2024-04-12T23:17:53.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203914,93.64323258869908,54.166666666666664,1610612753,6,7,2024-04-12T23:17:58Z,470000,False,21.0,7.0,1,right,MISS G. Harris driving finger roll Layup,[203914],1610612753.0,ORL,driving finger roll,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.2,,,,,,,,,,,
48,PT08M18.00S,2024-04-12T23:17:55.3Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,6,7,2024-04-12T23:17:58Z,480000,False,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,47.0,,,,,,3.0,3.0,0.0,,,,,
49,PT08M11.00S,2024-04-12T23:18:03.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,9.149145860709593,47.549019607843135,1610612755,8,7,2024-04-12T23:18:10Z,490000,False,12.0,34.0,1,left,J. Embiid driving Layup (5 PTS) (T. Maxey 1 AST),"[203954, 1630178]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,3.57,T. Maxey,1630178.0,1.0,,,,,,,,
51,PT08M11.00S,2024-04-12T23:18:07.0Z,1,REGULAR,foul,personal,['1freethrow'],1628976,,,1610612755,8,7,2024-04-12T23:18:16Z,510000,False,,,0,,W. Carter Jr. shooting personal FOUL (2 PF) (Embiid 1 FT),"[1628976, 203954]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1628172.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
53,PT08M11.00S,2024-04-12T23:18:25.6Z,1,REGULAR,substitution,out,[],1628976,,,1610612755,8,7,2024-04-12T23:18:29Z,530000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M11.00S,2024-04-12T23:18:25.6Z,1,REGULAR,substitution,in,[],1629048,,,1610612755,8,7,2024-04-12T23:18:29Z,540000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M11.00S,2024-04-12T23:18:48.9Z,1,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,9,7,2024-04-12T23:18:48Z,550000,False,,,0,,J. Embiid Free Throw 1 of 1 (6 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
56,PT07M54.00S,2024-04-12T23:19:06.7Z,1,REGULAR,turnover,bad pass,[],1629048,,,1610612753,9,7,2024-04-12T23:19:12Z,560000,False,,,0,,G. Bitadze bad pass TURNOVER (1 TO),"[1629048, 202699]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Harris,202699.0
57,PT07M54.00S,2024-04-12T23:19:06.7Z,1,REGULAR,steal,,[],202699,,,1610612755,9,7,2024-04-12T23:19:08Z,570000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
58,PT07M49.00S,2024-04-12T23:19:11.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,11.12023653088042,50.245098039215684,1610612755,9,7,2024-04-12T23:19:18Z,580000,False,-1.0,52.0,1,left,MISS T. Harris running Layup,[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.2,,,,,,,,,,,
60,PT07M46.00S,2024-04-12T23:19:14.4Z,1,REGULAR,rebound,offensive,[],200768,,,1610612755,9,7,2024-04-12T23:19:18Z,600000,False,,,0,,K. Lowry REBOUND (Off:1 Def:0),[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,58.0,,,,,,1.0,0.0,1.0,,,,,
61,PT07M36.00S,2024-04-12T23:19:24.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202699,6.915243101182654,49.26470588235294,1610612755,11,7,2024-04-12T23:36:50Z,610000,False,4.0,13.0,1,left,T. Harris cutting finger roll Layup (2 PTS) (J. Embiid 1 AST),"[202699, 203954]",1610612755.0,PHI,cutting finger roll,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.3,J. Embiid,203954.0,1.0,,,,,,,,
63,PT07M31.00S,2024-04-12T23:19:31.7Z,1,REGULAR,turnover,out-of-bounds,[],1630591,,,1610612753,11,7,2024-04-12T23:19:37Z,630000,False,,,0,,J. Suggs lost ball out-of-bounds TURNOVER (1 TO),[1630591],1610612753.0,ORL,lost ball,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,1199.0,,,,,,,,,,,,,,,,,1.0,,
64,PT07M18.00S,2024-04-12T23:19:48.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,6.258212877792378,3.1862745098039214,1610612755,14,7,2024-04-12T23:19:51Z,640000,False,234.0,6.0,1,left,K. Oubre Jr. 3PT  (3 PTS) (J. Embiid 2 AST),"[1626162, 203954]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,,,,Made,,3.0,23.42,J. Embiid,203954.0,2.0,,,,,,,,
66,PT07M17.00S,2024-04-12T23:21:29.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,14,7,2024-04-12T23:21:29Z,660000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M58.00S,2024-04-12T23:23:08.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,92.85479632063075,53.431372549019606,1610612753,14,9,2024-04-12T23:23:14Z,670000,False,17.0,15.0,1,right,J. Suggs driving finger roll Layup (2 PTS),[1630591],1610612753.0,ORL,driving finger roll,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,2.26,,,,,,,,,,,
68,PT06M40.00S,2024-04-12T23:23:26.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,8.09789750328515,48.77450980392157,1610612755,16,9,2024-04-12T23:23:29Z,680000,False,6.0,24.0,1,left,K. Oubre Jr. driving floating Jump Shot (5 PTS) (J. Embiid 3 AST),"[1626162, 203954]",1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,2.44,J. Embiid,203954.0,3.0,,,,,,,,
70,PT06M31.00S,2024-04-12T23:23:47.2Z,1,REGULAR,turnover,palming,[],1629048,,,1610612753,16,9,2024-04-12T23:23:52Z,700000,False,,,0,,G. Bitadze palming TURNOVER (2 TO),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Right,2530.0,,,,,,,,,,,,,,,,,2.0,,
71,PT06M17.00S,2024-04-12T23:24:13.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626162,6.258212877792378,41.911764705882355,1610612755,18,9,2024-04-12T23:24:42Z,710000,False,40.0,6.0,1,left,K. Oubre Jr. driving floating Jump Shot (7 PTS),[1626162],1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,7.0,4.09,,,,,,,,,,,
72,PT06M17.00S,2024-04-12T23:24:16.2Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629048,,,1610612755,18,9,2024-04-12T23:24:27Z,720000,False,,,0,,G. Bitadze shooting personal FOUL (1 PF) (Oubre Jr. 1 FT),"[1629048, 1626162]",1610612753.0,ORL,shooting,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,1199.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,
74,PT06M17.00S,2024-04-12T23:24:45.4Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1626162,,,1610612755,19,9,2024-04-12T23:24:45Z,740000,False,,,0,,K. Oubre Jr. Free Throw 1 of 1 (8 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
75,PT06M05.00S,2024-04-12T23:25:00.4Z,1,REGULAR,3pt,Jump Shot,[],1631094,68.41327201051249,73.0392156862745,1610612753,19,9,2024-04-12T23:25:06Z,750000,False,115.0,244.0,1,right,MISS P. Banchero 27' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,27.02,,,,,,,,,,,
76,PT06M00.00S,2024-04-12T23:25:05.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,19,9,2024-04-12T23:25:06Z,760000,False,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,,75.0,,,,,,4.0,4.0,0.0,,,,,
77,PT05M49.00S,2024-04-12T23:25:15.1Z,1,REGULAR,3pt,Jump Shot,[],203954,33.590670170827856,47.549019607843135,1610612755,19,9,2024-04-12T23:25:18Z,770000,False,12.0,263.0,1,left,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.36,,,,,,,,,,,
78,PT05M47.00S,2024-04-12T23:25:17.1Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,19,9,2024-04-12T23:25:18Z,780000,False,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,,77.0,,,,,,3.0,3.0,0.0,,,,,
79,PT05M40.00S,2024-04-12T23:25:25.0Z,1,REGULAR,3pt,Jump Shot,[],1630591,66.83639947437582,60.78431372549019,1610612753,19,12,2024-04-12T23:25:29Z,790000,False,54.0,259.0,1,right,J. Suggs 26' 3PT step back (5 PTS) (P. Banchero 3 AST),"[1630591, 1631094]",1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,,,Made,,5.0,26.47,P. Banchero,1631094.0,3.0,,,,,,,,
81,PT05M28.00S,2024-04-12T23:25:37.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.783837056504599,50.98039215686274,1610612755,21,12,2024-04-12T23:25:42Z,810000,False,-5.0,11.0,1,left,T. Maxey driving finger roll Layup (5 PTS) (J. Embiid 4 AST),"[1630178, 203954]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,1.23,J. Embiid,203954.0,4.0,,,,,,,,
83,PT05M22.00S,2024-04-12T23:25:45.8Z,1,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612753,21,12,2024-04-12T23:25:50Z,830000,False,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Wagner 2 FT),"[1626162, 1630532]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,1199.0,1.0,0.0,Wagner,1630532.0,,,,,,,,,,,,,,,
85,PT05M22.00S,2024-04-12T23:26:19.8Z,1,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,21,13,2024-04-12T23:26:19Z,850000,False,,,0,,F. Wagner Free Throw 1 of 2 (3 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
86,PT05M22.00S,2024-04-12T23:26:20.5Z,1,REGULAR,substitution,out,[],200768,,,1610612753,21,13,2024-04-12T23:26:28Z,860000,False,,,0,,SUB out: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M22.00S,2024-04-12T23:26:20.5Z,1,REGULAR,substitution,out,[],202699,,,1610612753,21,13,2024-04-12T23:26:28Z,870000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
