actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
345,PT00M22.20S,2026-03-18T03:10:04.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626166,15.850854139290407,49.754901960784316,1610612755,71,40,2026-03-18T03:10:09Z,3430000,False,1.0,96.0,1,left,C. Payne 9' driving floating Jump Shot (5 PTS) (Q. Grimes 1 AST),"[1626166, 1629656]",1610612755.0,PHI,driving floating,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,9.65,Made,5.0,Q. Grimes,1629656.0,1.0,,,,,,,,,,,,,,
347,PT00M11.00S,2026-03-18T03:10:24.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642845,,,1610612743,71,40,2026-03-18T03:10:32Z,3450000,False,,,0,,V. Edgecombe shooting personal FOUL (4 PF) (Murray 2 FT),"[1642845, 1627750]",1610612755.0,PHI,shooting,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,,,,,,,,,,4.0,0.0,Murray,1627750.0
349,PT00M11.00S,2026-03-18T03:10:53.7Z,2,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,72,40,2026-03-18T03:10:53Z,3470000,False,,,0,,J. Murray Free Throw 1 of 2 (11 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
350,PT00M11.00S,2026-03-18T03:10:54.4Z,2,REGULAR,substitution,out,[],203999,,,1610612743,72,40,2026-03-18T03:11:14Z,3480000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M11.00S,2026-03-18T03:10:54.4Z,2,REGULAR,substitution,out,[],1629661,,,1610612743,72,40,2026-03-18T03:11:14Z,3490000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M11.00S,2026-03-18T03:10:54.4Z,2,REGULAR,substitution,out,[],1631230,,,1610612743,72,40,2026-03-18T03:11:14Z,3500000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT00M11.00S,2026-03-18T03:10:54.4Z,2,REGULAR,substitution,out,[],1642845,,,1610612743,72,40,2026-03-18T03:11:14Z,3510000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT00M11.00S,2026-03-18T03:10:54.4Z,2,REGULAR,substitution,in,[],1628971,,,1610612743,72,40,2026-03-18T03:11:14Z,3520000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT00M11.00S,2026-03-18T03:10:54.4Z,2,REGULAR,substitution,in,[],1642461,,,1610612743,72,40,2026-03-18T03:11:14Z,3530000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT00M11.00S,2026-03-18T03:10:54.4Z,2,REGULAR,substitution,in,[],1630699,,,1610612743,72,40,2026-03-18T03:11:14Z,3540000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT00M11.00S,2026-03-18T03:10:54.4Z,2,REGULAR,substitution,in,[],1642348,,,1610612743,72,40,2026-03-18T03:11:14Z,3550000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT00M11.00S,2026-03-18T03:10:53.7Z,2,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,72,40,2026-03-18T03:11:27Z,3560000,False,,,0,,MISS J. Murray Free Throw 2 of 2,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
359,PT00M09.00S,2026-03-18T03:10:55.7Z,2,REGULAR,rebound,defensive,[],1630699,,,1610612755,72,40,2026-03-18T03:11:27Z,3570000,False,,,0,,M. Beauchamp REBOUND (Off:0 Def:1),[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,358.0,1.0,1.0,0.0,,,,,,,,
360,PT00M06.60S,2026-03-18T03:11:29.2Z,2,REGULAR,foul,personal,[],1628971,,,1610612755,72,40,2026-03-18T03:11:39Z,3580000,False,,,0,,B. Brown personal FOUL (1 PF),"[1628971, 1630699]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,1626302.0,,,,,,,,,,1.0,0.0,Beauchamp,1630699.0
362,PT00M01.30S,2026-03-18T03:11:53.0Z,2,REGULAR,3pt,Jump Shot,[],1626166,11.251642575558476,95.58823529411765,1610612755,72,40,2026-03-18T03:12:00Z,3600000,False,-228.0,53.0,1,left,MISS C. Payne 3PT - blocked,"[1626166, 1628971]",1610612755.0,PHI,,,,Payne,C. Payne,,,,,Left Corner 3,24+ Left,23.4,Missed,,,,,,,,,,,Brown,1628971.0,,,,,,
363,PT00M01.30S,2026-03-18T03:11:53.0Z,2,REGULAR,block,,[],1628971,,,1610612755,72,40,2026-03-18T03:11:56Z,3610000,False,,,0,,B. Brown BLOCK (1 BLK),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
364,PT00M01.30S,2026-03-18T03:11:53.0Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,72,40,2026-03-18T03:12:00Z,3620000,False,,,0,,C. Braun REBOUND (Off:0 Def:4),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,,,,,,,,,362.0,4.0,4.0,0.0,,,,,,,,
365,PT00M00.00S,2026-03-18T03:11:58.4Z,2,REGULAR,period,end,[],0,,,1610612743,72,40,2026-03-18T03:11:58Z,3630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2026-03-18T03:28:05.8Z,3,REGULAR,substitution,out,['startperiod'],1628971,,,1610612743,72,40,2026-03-18T03:28:29Z,3640000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2026-03-18T03:28:05.8Z,3,REGULAR,substitution,out,['startperiod'],1642461,,,1610612743,72,40,2026-03-18T03:28:29Z,3650000,False,,,0,,SUB out: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2026-03-18T03:28:05.8Z,3,REGULAR,substitution,out,['startperiod'],203083,,,1610612743,72,40,2026-03-18T03:28:29Z,3660000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2026-03-18T03:28:05.8Z,3,REGULAR,substitution,out,['startperiod'],1630699,,,1610612743,72,40,2026-03-18T03:28:29Z,3670000,False,,,0,,SUB out: M. Beauchamp,[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2026-03-18T03:28:05.8Z,3,REGULAR,substitution,in,['startperiod'],1629661,,,1610612743,72,40,2026-03-18T03:28:29Z,3680000,False,,,0,,SUB in: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2026-03-18T03:28:05.8Z,3,REGULAR,substitution,in,['startperiod'],203999,,,1610612743,72,40,2026-03-18T03:28:29Z,3690000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2026-03-18T03:28:05.8Z,3,REGULAR,substitution,in,['startperiod'],1642845,,,1610612743,72,40,2026-03-18T03:28:29Z,3700000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2026-03-18T03:28:05.8Z,3,REGULAR,substitution,in,['startperiod'],1631230,,,1610612743,72,40,2026-03-18T03:28:29Z,3710000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2026-03-18T03:28:05.8Z,3,REGULAR,substitution,out,['startperiod'],1626166,,,1610612743,72,40,2026-03-18T03:28:51Z,3715000,False,,,0,,SUB out: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2026-03-18T03:28:05.8Z,3,REGULAR,substitution,in,['startperiod'],1641737,,,1610612743,72,40,2026-03-18T03:28:51Z,3717500,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2026-03-18T03:28:28.6Z,3,REGULAR,period,start,[],0,,,1610612755,72,40,2026-03-18T03:28:29Z,3720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT11M46.00S,2026-03-18T03:28:41.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641737,92.59198423127464,53.18627450980392,1610612755,72,42,2026-03-18T03:29:30Z,3730000,False,16.0,17.0,1,right,A. Bona driving reverse Layup (4 PTS) (D. Barlow 3 AST),"[1641737, 1631230]",1610612755.0,PHI,driving reverse,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,2.33,Made,4.0,D. Barlow,1631230.0,3.0,,,,,,,,,,,,,,
379,PT11M20.00S,2026-03-18T03:29:07.4Z,3,REGULAR,3pt,Jump Shot,[],203999,31.09395532194481,67.40196078431373,1610612743,72,42,2026-03-18T03:29:13Z,3750000,False,-87.0,240.0,1,left,MISS N. Jokić 25' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
380,PT11M17.00S,2026-03-18T03:29:10.4Z,3,REGULAR,rebound,defensive,[],1642845,,,1610612755,72,42,2026-03-18T03:29:13Z,3760000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:3),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,379.0,3.0,3.0,0.0,,,,,,,,
381,PT11M01.00S,2026-03-18T03:29:26.8Z,3,REGULAR,2pt,Jump Shot,[],1642348,77.34888304862024,41.17647058823529,1610612755,72,42,2026-03-18T03:29:33Z,3770000,False,-44.0,160.0,1,right,MISS J. Edwards 16' pullup Shot,[1642348],1610612755.0,PHI,pullup,,,Edwards,J. Edwards,,,,,Mid-Range,16-24 Center,16.64,Missed,,,,,,,,,,,,,,,,,,
382,PT10M56.00S,2026-03-18T03:29:31.8Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,72,42,2026-03-18T03:29:33Z,3780000,False,,,0,,A. Gordon REBOUND (Off:0 Def:5),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Center,,,,,,,,,381.0,5.0,5.0,0.0,,,,,,,,
383,PT10M45.00S,2026-03-18T03:29:42.1Z,3,REGULAR,3pt,Jump Shot,[],1629661,3.3672798948751645,94.6078431372549,1610612743,75,42,2026-03-18T03:29:47Z,3790000,False,-223.0,-21.0,1,left,C. Johnson 3PT  (18 PTS) (J. Murray 3 AST),"[1629661, 1627750]",1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,22.4,Made,18.0,J. Murray,1627750.0,3.0,,,,,,,,,,,,,,
385,PT10M27.00S,2026-03-18T03:30:00.4Z,3,REGULAR,3pt,Jump Shot,[],1642348,66.96780551905388,64.70588235294117,1610612755,75,45,2026-03-18T03:31:48Z,3810000,False,74.0,258.0,1,right,J. Edwards 26' 3PT pullup (9 PTS),[1642348],1610612755.0,PHI,pullup,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Center,26.83,Made,9.0,,,,,,,,,,,,,,,,,
386,PT10M05.00S,2026-03-18T03:30:23.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,6.389618922470433,41.42156862745098,1610612743,75,45,2026-03-18T03:30:28Z,3820000,False,43.0,8.0,1,left,MISS J. Murray driving finger roll Layup - blocked,"[1627750, 1641737]",1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,4.36,Missed,,,,,,,,,,,Bona,1641737.0,,,,,,
387,PT10M05.00S,2026-03-18T03:30:23.1Z,3,REGULAR,block,,[],1641737,,,1610612743,75,45,2026-03-18T03:30:25Z,3830000,False,,,0,,A. Bona BLOCK (2 BLK),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
388,PT10M02.00S,2026-03-18T03:30:26.1Z,3,REGULAR,rebound,defensive,[],1642348,,,1610612755,75,45,2026-03-18T03:30:28Z,3840000,False,,,0,,J. Edwards REBOUND (Off:1 Def:1),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,386.0,2.0,1.0,1.0,,,,,,,,
389,PT09M59.00S,2026-03-18T03:30:28.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629656,92.32917214191852,52.94117647058824,1610612755,75,47,2026-03-18T03:30:34Z,3850000,False,15.0,20.0,1,right,Q. Grimes running Layup (9 PTS) (V. Edgecombe 3 AST),"[1629656, 1642845]",1610612755.0,PHI,running,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,2.45,Made,9.0,V. Edgecombe,1642845.0,3.0,,,,,,,,,,,,,,
391,PT09M46.00S,2026-03-18T03:30:42.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,5.995400788436268,48.529411764705884,1610612743,77,47,2026-03-18T03:30:47Z,3870000,False,7.0,4.0,1,left,C. Braun cutting Layup (16 PTS) (N. Jokić 11 AST),"[1631128, 203999]",1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,0.84,Made,16.0,N. Jokić,203999.0,11.0,,,,,,,,,,,,,,
393,PT09M37.00S,2026-03-18T03:30:59.2Z,3,REGULAR,foul,offensive,[],1631230,,,1610612755,77,47,2026-03-18T03:32:33Z,3890000,False,,,0,,D. Barlow offensive FOUL (2 PF),"[1631230, 1627750]",1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Above the Break 3,24+ Center,,,,,,,1626302.0,,,,,,,,,,2.0,0.0,Murray,1627750.0
395,PT09M37.00S,2026-03-18T03:30:59.2Z,3,REGULAR,turnover,offensive foul,[],1631230,,,1610612755,77,47,2026-03-18T03:30:59Z,3910000,False,,,0,,D. Barlow offensive foul TURNOVER (2 TO),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Above the Break 3,24+ Center,,,,,,,1626302.0,2.0,,,,,,,,,,,,
396,PT09M26.00S,2026-03-18T03:31:16.7Z,3,REGULAR,foul,personal,[],1641737,,,1610612743,77,47,2026-03-18T03:31:24Z,3920000,False,,,0,,A. Bona personal FOUL (2 PF),"[1641737, 203999]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Left Center,,,,,,,201245.0,,,,,,,,,,2.0,0.0,Jokić,203999.0
398,PT09M16.00S,2026-03-18T03:31:46.8Z,3,REGULAR,foul,personal,['2freethrow'],1642845,,,1610612743,77,47,2026-03-18T03:32:00Z,3940000,False,,,0,,V. Edgecombe shooting personal FOUL (5 PF) (Murray 2 FT),"[1642845, 1627750]",1610612755.0,PHI,shooting,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Left Center,,,,,,,201245.0,,,,,,,,,,5.0,0.0,Murray,1627750.0
400,PT09M16.00S,2026-03-18T03:32:19.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627750,,,1610612743,77,47,2026-03-18T03:32:19Z,3960000,False,,,0,,MISS J. Murray Free Throw 1 of 2,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
401,PT09M16.00S,2026-03-18T03:32:19.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,77,47,2026-03-18T03:32:19Z,3970000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,
402,PT09M16.00S,2026-03-18T03:32:36.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627750,,,1610612743,78,47,2026-03-18T03:32:36Z,3980000,False,,,0,,J. Murray Free Throw 2 of 2 (12 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
403,PT09M01.00S,2026-03-18T03:32:53.2Z,3,REGULAR,3pt,Jump Shot,[],1642348,69.46452036793693,76.9607843137255,1610612755,78,47,2026-03-18T03:33:00Z,3990000,False,135.0,235.0,1,right,MISS J. Edwards 27' 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,27.05,Missed,,,,,,,,,,,,,,,,,,
404,PT08M59.00S,2026-03-18T03:32:55.2Z,3,REGULAR,rebound,offensive,[],1641737,,,1610612755,78,47,2026-03-18T03:33:00Z,4000000,False,,,0,,A. Bona REBOUND (Off:1 Def:2),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Right Center,,,,,,,,,403.0,3.0,2.0,1.0,,,,,,,,
405,PT08M59.00S,2026-03-18T03:32:57.7Z,3,REGULAR,foul,personal,['2freethrow'],203932,,,1610612755,78,47,2026-03-18T03:33:33Z,4010000,False,,,0,,A. Gordon shooting personal FOUL (1 PF) (Bona 2 FT),"[203932, 1641737]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201245.0,,,,,,,,,,1.0,0.0,Bona,1641737.0
407,PT08M59.00S,2026-03-18T03:33:33.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1641737,,,1610612755,78,48,2026-03-18T03:33:33Z,4030000,False,,,0,,A. Bona Free Throw 1 of 2 (5 PTS),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
408,PT08M59.00S,2026-03-18T03:33:52.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1641737,,,1610612755,78,49,2026-03-18T03:33:52Z,4040000,False,,,0,,A. Bona Free Throw 2 of 2 (6 PTS),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
409,PT08M47.00S,2026-03-18T03:34:05.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,6.258212877792378,46.32352941176471,1610612743,78,49,2026-03-18T03:34:09Z,4050000,False,18.0,6.0,1,left,MISS C. Johnson driving finger roll Layup - blocked,"[1629661, 1641737]",1610612743.0,DEN,driving finger roll,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,Bona,1641737.0,,,,,,
410,PT08M47.00S,2026-03-18T03:34:05.0Z,3,REGULAR,block,,[],1641737,,,1610612743,78,49,2026-03-18T03:34:07Z,4060000,False,,,0,,A. Bona BLOCK (3 BLK),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
411,PT08M44.00S,2026-03-18T03:34:08.0Z,3,REGULAR,rebound,defensive,[],1642348,,,1610612755,78,49,2026-03-18T03:34:09Z,4070000,False,,,0,,J. Edwards REBOUND (Off:1 Def:2),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,409.0,3.0,2.0,1.0,,,,,,,,
412,PT08M40.00S,2026-03-18T03:34:11.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631230,92.59198423127464,46.81372549019608,1610612755,78,51,2026-03-18T03:34:16Z,4080000,False,-16.0,17.0,1,right,D. Barlow running DUNK (2 PTS) (V. Edgecombe 4 AST),"[1631230, 1642845]",1610612755.0,PHI,running,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,2.33,Made,2.0,V. Edgecombe,1642845.0,4.0,,,,,,,,,,,,,,
414,PT08M17.00S,2026-03-18T03:34:35.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,5.601182654402102,46.568627450980394,1610612743,80,51,2026-03-18T03:34:38Z,4100000,False,17.0,0.0,1,left,C. Braun cutting Layup (18 PTS) (J. Murray 4 AST),"[1631128, 1627750]",1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,1.72,Made,18.0,J. Murray,1627750.0,4.0,,,,,,,,,,,,,,
416,PT08M07.00S,2026-03-18T03:34:47.5Z,3,REGULAR,foul,personal,['2freethrow'],203999,,,1610612755,80,51,2026-03-18T03:34:53Z,4120000,False,,,0,,N. Jokić shooting personal FOUL (3 PF) (Edgecombe 2 FT),"[203999, 1642845]",1610612743.0,DEN,shooting,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,,,,,,,,,,3.0,1.0,Edgecombe,1642845.0
418,PT08M07.00S,2026-03-18T03:35:12.7Z,3,REGULAR,freethrow,1 of 2,[],1642845,,,1610612755,80,52,2026-03-18T03:35:12Z,4140000,False,,,0,,V. Edgecombe Free Throw 1 of 2 (8 PTS),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
419,PT08M07.00S,2026-03-18T03:35:15.1Z,3,REGULAR,substitution,out,[],1641737,,,1610612755,80,52,2026-03-18T03:35:17Z,4150000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT08M07.00S,2026-03-18T03:35:15.1Z,3,REGULAR,substitution,in,[],203083,,,1610612755,80,52,2026-03-18T03:35:17Z,4160000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT08M07.00S,2026-03-18T03:35:32.0Z,3,REGULAR,freethrow,2 of 2,[],1642845,,,1610612755,80,53,2026-03-18T03:35:32Z,4170000,False,,,0,,V. Edgecombe Free Throw 2 of 2 (9 PTS),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
422,PT07M49.00S,2026-03-18T03:35:53.0Z,3,REGULAR,3pt,Jump Shot,[],203932,5.469776609724048,96.81372549019608,1610612743,83,53,2026-03-18T03:35:57Z,4180000,False,-234.0,-1.0,1,left,A. Gordon 3PT  (12 PTS) (N. Jokić 12 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Left Corner 3,24+ Left,23.41,Made,12.0,N. Jokić,203999.0,12.0,,,,,,,,,,,,,,
424,PT07M30.00S,2026-03-18T03:36:12.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203083,92.85479632063075,62.00980392156863,1610612755,83,55,2026-03-18T03:38:14Z,4200000,False,60.0,15.0,1,right,A. Drummond 6' floating Jump Shot (4 PTS) (D. Barlow 4 AST),"[203083, 1631230]",1610612755.0,PHI,floating,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,6.18,Made,4.0,D. Barlow,1631230.0,4.0,,,,,,,,,,,,,,
426,PT07M12.00S,2026-03-18T03:36:30.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,8.09789750328515,52.94117647058824,1610612743,85,55,2026-03-18T03:36:35Z,4220000,False,-15.0,24.0,1,left,N. Jokić cutting finger roll Layup (4 PTS) (A. Gordon 2 AST),"[203999, 203932]",1610612743.0,DEN,cutting finger roll,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,2.78,Made,4.0,A. Gordon,203932.0,2.0,,,,,,,,,,,,,,
429,PT06M59.00S,2026-03-18T03:36:56.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,85,55,2026-03-18T03:36:56Z,4250000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT06M48.00S,2026-03-18T03:40:40.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,82.47371879106439,46.568627450980394,1610612755,85,55,2026-03-18T03:40:45Z,4260000,False,-17.0,112.0,1,right,MISS V. Edgecombe 11' pullup Shot,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,11.35,Missed,,,,,,,,,,,,,,,,,,
431,PT06M44.00S,2026-03-18T03:40:44.2Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,85,55,2026-03-18T03:40:45Z,4270000,False,,,0,,N. Jokić REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,430.0,5.0,5.0,0.0,,,,,,,,
432,PT06M27.00S,2026-03-18T03:41:04.4Z,3,REGULAR,turnover,discontinued dribble,[],203932,,,1610612743,85,55,2026-03-18T03:41:12Z,4280000,False,,,0,,A. Gordon discontinued dribble TURNOVER (2 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Right,,,,,,,201245.0,2.0,,,,,,,,,,,,
433,PT06M15.00S,2026-03-18T03:41:25.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629656,81.94809461235218,24.264705882352942,1610612755,85,55,2026-03-18T03:41:31Z,4290000,False,-129.0,117.0,1,right,MISS Q. Grimes 17' pullup Shot,[1629656],1610612755.0,PHI,pullup,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Left Center,17.41,Missed,,,,,,,,,,,,,,,,,,
