actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
19,PT10M26.00S,2026-04-04T19:14:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,94.30026281208936,47.05882352941176,1610612743,5,5,2026-04-04T19:15:02Z,190000,False,-15.0,1.0,1,right,N. Jokić driving Layup (2 PTS),[203999],1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,2.0,,,,,,,,,,,
20,PT10M20.00S,2026-04-04T19:15:03.2Z,1,REGULAR,3pt,Jump Shot,[],1630170,26.757555847568987,15.441176470588236,1610612759,5,8,2026-04-04T19:15:11Z,200000,False,173.0,199.0,1,left,D. Vassell 26' 3PT  (6 PTS) (D. Fox 1 AST),"[1630170, 1628368]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,26.36,Made,,,,,,,6.0,D. Fox,1628368.0,1.0,,,,,,,,
22,PT10M13.00S,2026-04-04T19:15:13.4Z,1,REGULAR,foul,personal,[],1642264,,,1610612743,5,8,2026-04-04T19:15:22Z,220000,False,,,0,,S. Castle personal FOUL (1 PF),"[1642264, 1627750]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,,201639.0,1.0,0.0,Murray,1627750.0,,,,,,,,,,,,
24,PT10M10.00S,2026-04-04T19:15:41.4Z,1,REGULAR,foul,personal,[],1642264,,,1610612743,5,8,2026-04-04T19:15:55Z,240000,False,,,0,,S. Castle personal FOUL (2 PF),"[1642264, 203999]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,,1627524.0,2.0,0.0,Jokić,203999.0,,,,,,,,,,,,
26,PT10M04.00S,2026-04-04T19:16:01.5Z,1,REGULAR,3pt,Jump Shot,[],1631128,92.9862023653088,4.6568627450980395,1610612743,5,8,2026-04-04T19:16:06Z,260000,False,-227.0,13.0,1,right,MISS C. Braun 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,22.71,Missed,,,,,,,,,,,,,,,,,,
27,PT10M00.00S,2026-04-04T19:16:05.5Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,5,8,2026-04-04T19:16:06Z,270000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Left Corner 3,24+ Left,,,26.0,,,,,,,,,,1.0,1.0,0.0,,,,,
28,PT09M56.00S,2026-04-04T19:16:13.6Z,1,REGULAR,foul,personal,['2freethrow'],203999,,,1610612759,5,8,2026-04-04T19:17:19Z,280000,False,,,0,,N. Jokić shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[203999, 1641705]",1610612743.0,DEN,shooting,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Right,,,,1627524.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,,,,,
30,PT09M56.00S,2026-04-04T19:16:13.7Z,1,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,5,9,2026-04-04T19:17:09Z,300000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (1 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
31,PT09M56.00S,2026-04-04T19:16:13.7Z,1,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,5,10,2026-04-04T19:17:09Z,310000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (2 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
32,PT09M42.00S,2026-04-04T19:17:20.8Z,1,REGULAR,3pt,Jump Shot,[],1627750,67.09921156373193,62.5,1610612743,8,10,2026-04-04T19:17:25Z,320000,False,62.0,257.0,1,right,J. Murray 26' 3PT step back (3 PTS) (N. Jokić 1 AST),"[1627750, 203999]",1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.43,Made,,,,,,,3.0,N. Jokić,203999.0,1.0,,,,,,,,
33,PT09M27.00S,2026-04-04T19:17:35.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,12.828515111695138,42.40196078431372,1610612759,8,12,2026-04-04T19:17:44Z,330000,False,38.0,68.0,1,left,S. Castle 7' driving floating Jump Shot (2 PTS),[1642264],1610612759.0,SAS,driving floating,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,7.8,Made,,,,,,,2.0,,,,,,,,,,,
34,PT09M16.00S,2026-04-04T19:17:46.8Z,1,REGULAR,3pt,Jump Shot,[],1627750,70.90998685939553,17.892156862745097,1610612743,8,12,2026-04-04T19:18:44Z,340000,False,-161.0,221.0,1,right,MISS J. Murray 27' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,27.31,Missed,,,,,,,,,,,,,,,,,,
35,PT09M12.00S,2026-04-04T19:17:50.8Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,8,12,2026-04-04T19:17:53Z,350000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,34.0,,,,,,,,,,2.0,2.0,0.0,,,,,
36,PT09M08.00S,2026-04-04T19:17:55.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,32.013797634691194,53.67647058823529,1610612759,8,15,2026-04-04T19:19:43Z,360000,False,-18.0,248.0,1,left,D. Vassell 24' 3PT running pullup (9 PTS) (V. Wembanyama 1 AST),"[1630170, 1641705]",1610612759.0,SAS,running pullup,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,24.91,Made,,,,,,,9.0,V. Wembanyama,1641705.0,1.0,,,,,,,,
38,PT08M44.00S,2026-04-04T19:18:18.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,81.2910643889619,57.35294117647059,1610612743,10,15,2026-04-04T19:18:23Z,370000,False,37.0,123.0,1,right,N. Jokić 12' driving floating Jump Shot (4 PTS),[203999],1610612743.0,DEN,driving floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,12.88,Made,,,,,,,4.0,,,,,,,,,,,
39,PT08M38.00S,2026-04-04T19:18:25.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,7.966491458607096,48.77450980392157,1610612759,10,17,2026-04-04T19:18:37Z,380000,False,6.0,22.0,1,left,V. Wembanyama alley-oop DUNK (4 PTS) (S. Castle 1 AST),"[1641705, 1642264]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,2.32,Made,,,,,,,4.0,S. Castle,1642264.0,1.0,,,,,,,,
41,PT08M38.00S,2026-04-04T19:18:31.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,10,17,2026-04-04T19:18:31Z,400000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M20.00S,2026-04-04T19:22:34.0Z,1,REGULAR,foul,personal,['2freethrow'],1641705,,,1610612743,10,17,2026-04-04T19:22:40Z,410000,False,,,0,,V. Wembanyama shooting personal FOUL (2 PF) (Jokić 2 FT),"[1641705, 203999]",1610612759.0,SAS,shooting,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,1626300.0,2.0,0.0,Jokić,203999.0,,,,,,,,,,,,
45,PT08M20.00S,2026-04-04T19:23:06.0Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,11,17,2026-04-04T19:23:06Z,430000,False,,,0,,N. Jokić Free Throw 1 of 2 (5 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
46,PT08M20.00S,2026-04-04T19:23:18.0Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,12,17,2026-04-04T19:23:18Z,440000,False,,,0,,N. Jokić Free Throw 2 of 2 (6 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
47,PT07M58.00S,2026-04-04T19:23:43.4Z,1,REGULAR,foul,personal,['2freethrow'],1627750,,,1610612759,12,17,2026-04-04T19:24:24Z,450000,False,,,0,,J. Murray shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[1627750, 1641705]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,Mid-Range,8-16 Center,,,,1626300.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,,,,,
49,PT07M58.00S,2026-04-04T19:24:11.4Z,1,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,12,18,2026-04-04T19:24:39Z,470000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (5 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
50,PT07M58.00S,2026-04-04T19:24:11.4Z,1,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,12,18,2026-04-04T19:24:39Z,480000,False,,,0,,MISS V. Wembanyama Free Throw 2 of 2,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
51,PT07M56.00S,2026-04-04T19:24:13.4Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,12,18,2026-04-04T19:24:39Z,490000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,50.0,,,,,,,,,,1.0,1.0,0.0,,,,,
52,PT07M44.00S,2026-04-04T19:24:46.8Z,1,REGULAR,turnover,bad pass,[],1627750,,,1610612743,12,18,2026-04-04T19:24:52Z,500000,False,,,0,,J. Murray bad pass TURNOVER (1 TO),"[1627750, 1628368]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,Fox,1628368.0,,
53,PT07M44.00S,2026-04-04T19:24:46.8Z,1,REGULAR,steal,,[],1628368,,,1610612759,12,18,2026-04-04T19:24:49Z,510000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M40.00S,2026-04-04T19:24:51.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1642264,30.042706964520367,28.921568627450984,1610612759,12,18,2026-04-04T19:25:36Z,520000,False,105.0,230.0,1,left,MISS S. Castle 25' running 3PT,[1642264],1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,25.29,Missed,,,,,,,,,,,,,,,,,,
55,PT07M36.00S,2026-04-04T19:24:55.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,12,18,2026-04-04T19:24:56Z,530000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,54.0,,,,,,,,,,1.0,1.0,0.0,,,,,
57,PT07M30.00S,2026-04-04T19:25:06.0Z,1,REGULAR,substitution,out,[],1641705,,,1610612743,12,18,2026-04-04T19:25:14Z,550000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M30.00S,2026-04-04T19:25:06.0Z,1,REGULAR,substitution,out,[],1628368,,,1610612743,12,18,2026-04-04T19:25:14Z,560000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M30.00S,2026-04-04T19:25:06.0Z,1,REGULAR,substitution,in,[],1642844,,,1610612743,12,18,2026-04-04T19:25:14Z,570000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M30.00S,2026-04-04T19:25:06.0Z,1,REGULAR,substitution,in,[],1628436,,,1610612743,12,18,2026-04-04T19:25:14Z,580000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M27.00S,2026-04-04T19:25:26.3Z,1,REGULAR,2pt,Jump Shot,[],203932,81.94809461235218,69.11764705882352,1610612743,14,18,2026-04-04T19:26:19Z,590000,False,96.0,117.0,1,right,A. Gordon 15' Jump Shot (2 PTS) (C. Braun 1 AST),"[203932, 1631128]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Right,15.12,Made,,,,,,,2.0,C. Braun,1631128.0,1.0,,,,,,,,
63,PT07M08.00S,2026-04-04T19:25:45.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,13.091327201051248,40.44117647058824,1610612759,14,20,2026-04-04T19:25:52Z,610000,False,48.0,71.0,1,left,S. Castle 8' pullup Jump Shot (4 PTS),[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Right,8.53,Made,,,,,,,4.0,,,,,,,,,,,
64,PT06M55.00S,2026-04-04T19:25:59.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,88.12417871222075,41.42156862745098,1610612743,16,20,2026-04-04T19:26:03Z,620000,False,-43.0,59.0,1,right,N. Jokić 7' floating Jump Shot (8 PTS) (C. Braun 2 AST),"[203999, 1631128]",1610612743.0,DEN,floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,7.3,Made,,,,,,,8.0,C. Braun,1631128.0,2.0,,,,,,,,
66,PT06M42.00S,2026-04-04T19:26:11.1Z,1,REGULAR,3pt,Jump Shot,[],1630170,19.267411300919843,5.392156862745098,1610612759,16,20,2026-04-04T19:26:19Z,640000,False,223.0,129.0,1,left,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
67,PT06M39.00S,2026-04-04T19:26:14.1Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,16,20,2026-04-04T19:26:19Z,650000,False,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,66.0,,,,,,,,,,2.0,2.0,0.0,,,,,
68,PT06M25.00S,2026-04-04T19:26:29.1Z,1,REGULAR,turnover,out-of-bounds,[],1629661,,,1610612743,16,20,2026-04-04T19:27:18Z,660000,False,,,0,,C. Johnson bad pass out-of-bounds TURNOVER (1 TO),[1629661],1610612743.0,DEN,bad pass,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Left,,,,1626300.0,,,,,,,,,,,,1.0,,,,
69,PT06M25.00S,2026-04-04T19:26:34.3Z,1,REGULAR,substitution,out,[],203932,,,1610612759,16,20,2026-04-04T19:26:43Z,670000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M25.00S,2026-04-04T19:26:34.3Z,1,REGULAR,substitution,in,[],203501,,,1610612759,16,20,2026-04-04T19:26:43Z,680000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M14.00S,2026-04-04T19:26:59.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642264,8.623521681997373,54.65686274509803,1610612759,16,22,2026-04-04T19:27:04Z,690000,False,-23.0,29.0,1,left,S. Castle driving Layup (6 PTS),[1642264],1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,3.69,Made,,,,,,,6.0,,,,,,,,,,,
72,PT06M02.00S,2026-04-04T19:27:11.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,86.15308804204993,44.11764705882353,1610612743,18,22,2026-04-04T19:28:24Z,700000,False,-29.0,78.0,1,right,J. Murray 8' driving floating Jump Shot (5 PTS) (N. Jokić 2 AST),"[1627750, 203999]",1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,8.31,Made,,,,,,,5.0,N. Jokić,203999.0,2.0,,,,,,,,
74,PT05M48.00S,2026-04-04T19:27:25.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642844,15.325229960578188,57.59803921568627,1610612759,18,22,2026-04-04T19:28:39Z,720000,False,-38.0,92.0,1,left,MISS D. Harper 9' pullup Shot,[1642844],1610612759.0,SAS,pullup,,,Harper,D. Harper,,,,,In The Paint (Non-RA),8-16 Center,9.92,Missed,,,,,,,,,,,,,,,,,,
75,PT05M48.00S,2026-04-04T19:27:25.2Z,1,REGULAR,rebound,offensive,[],1642844,,,1610612759,18,22,2026-04-04T19:27:36Z,730000,False,,,0,,D. Harper REBOUND (Off:1 Def:0),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,In The Paint (Non-RA),8-16 Center,,,74.0,,,,,,,,,,1.0,0.0,1.0,,,,,
76,PT05M44.00S,2026-04-04T19:27:29.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642264,29.517082785808146,23.284313725490197,1610612759,18,22,2026-04-04T19:27:40Z,740000,False,134.0,225.0,1,left,MISS S. Castle 26' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,26.17,Missed,,,,,,,,,,,,,,,,,,
77,PT05M43.00S,2026-04-04T19:27:30.1Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,18,22,2026-04-04T19:29:25Z,750000,False,,,0,,C. Braun REBOUND (Off:0 Def:3),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,76.0,,,,,,,,,,3.0,3.0,0.0,,,,,
78,PT05M41.00S,2026-04-04T19:27:35.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631128,92.06636005256242,48.77450980392157,1610612743,18,22,2026-04-04T19:30:23Z,760000,False,-6.0,22.0,1,right,MISS C. Braun running finger roll Layup,[1631128],1610612743.0,DEN,running finger roll,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,2.29,Missed,,,,,,,,,,,,,,,,,,
79,PT05M40.00S,2026-04-04T19:27:36.1Z,1,REGULAR,rebound,offensive,[],1629661,,,1610612743,18,22,2026-04-04T19:29:35Z,770000,False,,,0,,C. Johnson REBOUND (Off:1 Def:0),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,78.0,,,,,,,,,,1.0,0.0,1.0,,,,,
80,PT05M39.00S,2026-04-04T19:27:39.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1629661,94.40999984741211,50.0,1610612743,18,22,2026-04-04T19:30:10Z,780000,False,0.0,0.0,1,right,MISS C. Johnson tip Layup,[1629661],1610612743.0,DEN,tip,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
81,PT05M36.00S,2026-04-04T19:27:42.3Z,1,REGULAR,rebound,defensive,[],1642844,,,1610612759,18,22,2026-04-04T19:29:43Z,790000,False,,,0,,D. Harper REBOUND (Off:1 Def:1),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,80.0,,,,,,,,,,2.0,1.0,1.0,,,,,
82,PT05M24.00S,2026-04-04T19:27:48.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,19.398817345597898,62.99019607843137,1610612759,18,22,2026-04-04T19:27:55Z,800000,False,-65.0,130.0,1,left,MISS D. Vassell 14' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,14.52,Missed,,,,,,,,,,,,,,,,,,
83,PT05M21.00S,2026-04-04T19:27:51.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,18,22,2026-04-04T19:27:55Z,810000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,82.0,,,,,,,,,,2.0,2.0,0.0,,,,,
84,PT05M13.00S,2026-04-04T19:28:00.0Z,1,REGULAR,3pt,Jump Shot,[],1629661,92.32917214191852,3.431372549019608,1610612743,18,22,2026-04-04T19:28:03Z,820000,False,-233.0,20.0,1,right,MISS C. Johnson 3PT,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,23.36,Missed,,,,,,,,,,,,,,,,,,
85,PT05M11.00S,2026-04-04T19:28:02.0Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,18,22,2026-04-04T19:28:03Z,830000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,,,84.0,,,,,,,,,,1.0,1.0,0.0,,,,,
86,PT04M56.00S,2026-04-04T19:28:17.0Z,1,REGULAR,3pt,Jump Shot,[],1630170,11.777266754270697,96.07843137254902,1610612759,18,22,2026-04-04T19:28:25Z,840000,False,-230.0,58.0,1,left,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,23.76,Missed,,,,,,,,,,,,,,,,,,
