actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT11M05.00S,2026-04-09T01:12:07.0Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612763,2,0,2026-04-09T01:12:10Z,170000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Left Corner 3,24+ Left,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,
18,PT10M54.00S,2026-04-09T01:12:17.7Z,1,REGULAR,3pt,Jump Shot,[],1643253,20.71287779237845,9.313725490196079,1610612763,2,3,2026-04-09T01:12:23Z,180000,False,203.0,142.0,1,left,T. Okani 24' 3PT  (3 PTS) (W. Clayton Jr. 1 AST),"[1643253, 1642383]",1610612763.0,MEM,,,,Okani,T. Okani,,,,,Above the Break 3,24+ Right Center,,,24.82,Made,,,,,,,,,3.0,W. Clayton Jr.,1642383.0,1.0,,,,
20,PT10M33.00S,2026-04-09T01:12:37.7Z,1,REGULAR,3pt,Jump Shot,[],1627750,70.77858081471747,71.81372549019608,1610612743,5,3,2026-04-09T01:13:55Z,200000,False,109.0,222.0,1,right,J. Murray 24' 3PT  (3 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,24.75,Made,,,,,,,,,3.0,,,,,,,
21,PT10M22.00S,2026-04-09T01:12:49.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642907,6.521024967148489,47.794117647058826,1610612763,5,5,2026-04-09T01:12:54Z,210000,False,11.0,9.0,1,left,C. Coward driving DUNK (2 PTS),[1642907],1610612763.0,MEM,driving,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,,,1.41,Made,,,,,,,,,2.0,,,,,,,
22,PT09M55.00S,2026-04-09T01:13:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,95.3515111695138,46.568627450980394,1610612743,7,5,2026-04-09T01:13:21Z,220000,False,-17.0,-9.0,1,right,C. Braun cutting Layup (2 PTS) (J. Murray 1 AST),"[1631128, 1627750]",1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,1.93,Made,,,,,,,,,2.0,J. Murray,1627750.0,1.0,,,,
24,PT09M38.00S,2026-04-09T01:13:33.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641707,8.09789750328515,46.32352941176471,1610612763,7,7,2026-04-09T01:13:39Z,240000,False,18.0,24.0,1,left,T. Hendricks driving Layup (2 PTS),[1641707],1610612763.0,MEM,driving,,,Hendricks,T. Hendricks,,,,,Restricted Area,0-8 Center,,,2.99,Made,,,,,,,,,2.0,,,,,,,
25,PT09M21.00S,2026-04-09T01:13:51.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,91.40932982917214,51.9607843137255,1610612743,9,7,2026-04-09T01:15:17Z,250000,False,10.0,28.0,1,right,C. Braun alley-oop Layup (4 PTS) (J. Murray 2 AST),"[1631128, 1627750]",1610612743.0,DEN,alley-oop,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,2.99,Made,,,,,,,,,4.0,J. Murray,1627750.0,2.0,,,,
27,PT09M08.00S,2026-04-09T01:14:03.1Z,1,REGULAR,3pt,Jump Shot,[],1641707,32.53942181340342,51.71568627450981,1610612763,9,10,2026-04-09T01:14:08Z,270000,False,-9.0,253.0,1,left,T. Hendricks 25' 3PT  (5 PTS) (W. Clayton Jr. 2 AST),"[1641707, 1642383]",1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Center,,,25.35,Made,,,,,,,,,5.0,W. Clayton Jr.,1642383.0,2.0,,,,
30,PT09M03.00S,2026-04-09T01:14:20.1Z,1,REGULAR,turnover,bad pass,[],1631128,,,1610612743,9,10,2026-04-09T01:16:16Z,292500,False,,,0,,C. Braun bad pass TURNOVER (1 TO),"[1631128, 1642907]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,8-16 Right,,1.0,,,,,,,,,,,,,,,Coward,1642907.0,,
31,PT09M03.00S,2026-04-09T01:14:20.1Z,1,REGULAR,steal,,[],1642907,,,1610612763,9,10,2026-04-09T01:14:22Z,293750,False,,,0,,C. Coward STEAL (1 STL),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
32,PT09M01.00S,2026-04-09T01:14:23.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642907,7.835085413929041,38.23529411764706,1610612763,9,10,2026-04-09T01:16:16Z,295000,False,59.0,21.0,1,left,MISS C. Coward 6' Layup - blocked,"[1642907, 203932]",1610612763.0,MEM,,,,Coward,C. Coward,,,,,In The Paint (Non-RA),0-8 Center,,,6.25,Missed,,,,,,,,,,,,,,,Gordon,203932.0
33,PT09M01.00S,2026-04-09T01:14:23.0Z,1,REGULAR,block,,[],203932,,,1610612763,9,10,2026-04-09T01:14:25Z,297500,False,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
34,PT08M59.00S,2026-04-09T01:14:25.0Z,1,REGULAR,rebound,offensive,[],1642907,,,1610612763,9,10,2026-04-09T01:16:05Z,298750,False,,,0,,C. Coward REBOUND (Off:1 Def:0),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,In The Paint (Non-RA),0-8 Center,,,,,32.0,1.0,0.0,1.0,,,,,,,,,,,,
35,PT08M59.00S,2026-04-09T01:14:26.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642907,6.915243101182654,44.6078431372549,1610612763,9,12,2026-04-09T01:16:29Z,350000,False,27.0,13.0,1,left,C. Coward Layup (4 PTS),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,,,2.98,Made,,,,,,,,,4.0,,,,,,,
36,PT08M48.00S,2026-04-09T01:14:35.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,90.88370565045992,47.794117647058826,1610612743,11,12,2026-04-09T01:16:46Z,360000,False,-11.0,33.0,1,right,N. Jokić driving Layup (2 PTS),[203999],1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,3.5,Made,,,,,,,,,2.0,,,,,,,
37,PT08M31.00S,2026-04-09T01:14:51.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641707,9.017739816031538,57.107843137254896,1610612763,11,12,2026-04-09T01:17:30Z,370000,False,-36.0,32.0,1,left,MISS T. Hendricks driving Layup,[1641707],1610612763.0,MEM,driving,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),0-8 Center,,,4.8,Missed,,,,,,,,,,,,,,,,
38,PT08M29.00S,2026-04-09T01:14:53.3Z,1,REGULAR,rebound,offensive,[],1641707,,,1610612763,11,12,2026-04-09T01:17:30Z,380000,False,,,0,,T. Hendricks REBOUND (Off:1 Def:1),[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),0-8 Center,,,,,37.0,2.0,1.0,1.0,,,,,,,,,,,,
39,PT08M19.00S,2026-04-09T01:15:02.0Z,1,REGULAR,turnover,bad pass,[],1642383,,,1610612763,11,12,2026-04-09T01:15:06Z,390000,False,,,0,,W. Clayton Jr. bad pass TURNOVER (1 TO),"[1642383, 203999]",1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,Jokić,203999.0,,
40,PT08M19.00S,2026-04-09T01:15:02.0Z,1,REGULAR,steal,,[],203999,,,1610612743,11,12,2026-04-09T01:19:05Z,400000,False,,,0,,N. Jokić STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M14.00S,2026-04-09T01:15:17.7Z,1,REGULAR,substitution,out,[],1642907,,,1610612743,11,12,2026-04-09T01:15:39Z,420000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M14.00S,2026-04-09T01:15:17.7Z,1,REGULAR,substitution,out,[],1641707,,,1610612743,11,12,2026-04-09T01:15:39Z,430000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M14.00S,2026-04-09T01:15:17.7Z,1,REGULAR,substitution,out,[],1642383,,,1610612743,11,12,2026-04-09T01:15:39Z,440000,False,,,0,,SUB out: W. Clayton Jr.,[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M14.00S,2026-04-09T01:15:17.7Z,1,REGULAR,substitution,in,[],1642380,,,1610612743,11,12,2026-04-09T01:15:39Z,450000,False,,,0,,SUB in: A. Bal,[1642380],1610612763.0,MEM,,,,Bal,A. Bal,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M14.00S,2026-04-09T01:15:17.7Z,1,REGULAR,substitution,in,[],1641727,,,1610612743,11,12,2026-04-09T01:15:39Z,460000,False,,,0,,SUB in: D. Whitehead,[1641727],1610612763.0,MEM,,,,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M14.00S,2026-04-09T01:15:17.7Z,1,REGULAR,substitution,in,[],1631351,,,1610612743,11,12,2026-04-09T01:15:39Z,470000,False,,,0,,SUB in: L. Williamson,[1631351],1610612763.0,MEM,,,,Williamson,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M07.00S,2026-04-09T01:15:44.8Z,1,REGULAR,foul,personal,['2freethrow'],1641727,,,1610612743,11,12,2026-04-09T01:16:10Z,480000,False,,,0,,D. Whitehead shooting personal FOUL (1 PF) (Murray 2 FT),"[1641727, 1627750]",1610612763.0,MEM,shooting,,,Whitehead,D. Whitehead,,,,,In The Paint (Non-RA),0-8 Center,202041.0,,,,,,,,1.0,0.0,Murray,1627750.0,,,,,,,,
50,PT08M07.00S,2026-04-09T01:16:10.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627750,,,1610612743,12,12,2026-04-09T01:16:10Z,500000,False,,,0,,J. Murray Free Throw 1 of 2 (4 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,Made,,,,,,,,,4.0,,,,,,,
51,PT08M07.00S,2026-04-09T01:16:27.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627750,,,1610612743,13,12,2026-04-09T01:16:27Z,510000,False,,,0,,J. Murray Free Throw 2 of 2 (5 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,Made,,,,,,,,,5.0,,,,,,,
52,PT07M49.00S,2026-04-09T01:16:48.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1643253,9.806176084099869,58.333333333333336,1610612763,13,12,2026-04-09T01:19:40Z,520000,False,-42.0,40.0,1,left,MISS T. Okani driving Layup,[1643253],1610612763.0,MEM,driving,,,Okani,T. Okani,,,,,In The Paint (Non-RA),0-8 Center,,,5.76,Missed,,,,,,,,,,,,,,,,
53,PT07M47.00S,2026-04-09T01:16:50.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,13,12,2026-04-09T01:19:40Z,530000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,
54,PT07M44.00S,2026-04-09T01:16:56.2Z,1,REGULAR,foul,personal,[],1642942,,,1610612743,13,12,2026-04-09T01:17:07Z,540000,False,,,0,,J. Mashack personal FOUL (1 PF),"[1642942, 1631128]",1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,In The Paint (Non-RA),8-16 Left,202041.0,,,,,,,,1.0,0.0,Braun,1631128.0,,,,,,,,
56,PT07M38.00S,2026-04-09T01:17:17.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,87.86136662286465,47.30392156862745,1610612743,15,12,2026-04-09T01:20:23Z,560000,False,-13.0,62.0,1,right,N. Jokić 6' driving floating Jump Shot (4 PTS),[203999],1610612743.0,DEN,driving floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,6.31,Made,,,,,,,,,4.0,,,,,,,
57,PT07M26.00S,2026-04-09T01:17:28.6Z,1,REGULAR,3pt,Jump Shot,[],1631351,5.863994743758213,95.58823529411765,1610612763,15,12,2026-04-09T01:17:55Z,570000,False,-228.0,3.0,1,left,MISS L. Williamson 3PT,[1631351],1610612763.0,MEM,,,,Williamson,L. Williamson,,,,,Left Corner 3,24+ Left,,,22.79,Missed,,,,,,,,,,,,,,,,
58,PT07M26.00S,2026-04-09T01:17:28.6Z,1,REGULAR,rebound,offensive,[],1631351,,,1610612763,15,12,2026-04-09T01:17:57Z,580000,False,,,0,,L. Williamson REBOUND (Off:1 Def:0),[1631351],1610612763.0,MEM,,,,Williamson,L. Williamson,,,,,Left Corner 3,24+ Left,,,,,57.0,1.0,0.0,1.0,,,,,,,,,,,,
59,PT07M21.00S,2026-04-09T01:17:35.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1643253,29.6484888304862,71.81372549019608,1610612763,15,12,2026-04-09T01:17:58Z,590000,False,-109.0,226.0,1,left,MISS T. Okani 25' 3PT,[1643253],1610612763.0,MEM,,,,Okani,T. Okani,,,,,Above the Break 3,24+ Left Center,,,25.11,Missed,,,,,,,,,,,,,,,,
60,PT07M21.00S,2026-04-09T01:17:35.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,15,12,2026-04-09T01:18:00Z,600000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,59.0,,,,,,,,,,,,,,,
62,PT07M00.00S,2026-04-09T01:18:02.4Z,1,REGULAR,2pt,Jump Shot,[],1629661,78.9257555847569,19.852941176470587,1610612743,17,12,2026-04-09T01:21:16Z,620000,False,-151.0,146.0,1,right,C. Johnson 20' pullup Jump Shot (4 PTS),[1629661],1610612743.0,DEN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Left Center,,,20.95,Made,,,,,,,,,4.0,,,,,,,
64,PT06M45.00S,2026-04-09T01:18:16.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642942,6.915243101182654,50.73529411764706,1610612763,17,14,2026-04-09T01:18:22Z,640000,False,-4.0,13.0,1,left,J. Mashack reverse Layup (2 PTS),[1642942],1610612763.0,MEM,reverse,,,Mashack,J. Mashack,,,,,Restricted Area,0-8 Center,,,1.3,Made,,,,,,,,,2.0,,,,,,,
65,PT06M25.00S,2026-04-09T01:18:36.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,87.59855453350855,36.27450980392157,1610612743,17,14,2026-04-09T01:21:41Z,650000,False,-69.0,64.0,1,right,MISS A. Gordon 9' driving Layup,[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Left,,,9.39,Missed,,,,,,,,,,,,,,,,
66,PT06M24.00S,2026-04-09T01:18:38.2Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,17,14,2026-04-09T01:18:38Z,660000,False,,,0,,N. Jokić REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Left,,,,,65.0,3.0,2.0,1.0,,,,,,,,,,,,
67,PT06M20.00S,2026-04-09T01:18:41.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629661,83.65637319316689,51.225490196078425,1610612743,17,14,2026-04-09T01:22:17Z,670000,False,6.0,101.0,1,right,MISS C. Johnson 10' driving floating Shot,[1629661],1610612743.0,DEN,driving floating,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,10.13,Missed,,,,,,,,,,,,,,,,
68,PT06M18.00S,2026-04-09T01:18:43.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,17,14,2026-04-09T01:18:51Z,680000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,67.0,,,,,,,,,,,,,,,
70,PT06M18.00S,2026-04-09T01:18:51.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,17,14,2026-04-09T01:18:51Z,700000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M18.00S,2026-04-09T01:21:24.0Z,1,REGULAR,substitution,out,[],1629661,,,1610612743,17,14,2026-04-09T01:21:46Z,710000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M18.00S,2026-04-09T01:21:24.0Z,1,REGULAR,substitution,in,[],203501,,,1610612743,17,14,2026-04-09T01:21:46Z,720000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M05.00S,2026-04-09T01:22:00.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627750,91.14651773981603,98.52941176470588,1610612743,20,14,2026-04-09T01:22:07Z,730000,False,243.0,31.0,1,right,J. Murray 24' 3PT fadeaway (8 PTS),[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,,,24.45,Made,,,,,,,,,8.0,,,,,,,
74,PT05M51.00S,2026-04-09T01:22:14.3Z,1,REGULAR,3pt,Jump Shot,[],1641727,27.677398160315374,76.22549019607843,1610612763,20,17,2026-04-09T01:22:18Z,740000,False,-131.0,208.0,1,left,D. Whitehead 24' 3PT  (3 PTS) (J. Mashack 1 AST),"[1641727, 1642942]",1610612763.0,MEM,,,,Whitehead,D. Whitehead,,,,,Above the Break 3,24+ Left Center,,,24.56,Made,,,,,,,,,3.0,J. Mashack,1642942.0,1.0,,,,
76,PT05M35.00S,2026-04-09T01:22:30.1Z,1,REGULAR,3pt,Jump Shot,[],203501,68.41327201051249,66.17647058823529,1610612743,23,17,2026-04-09T01:22:35Z,760000,False,81.0,244.0,1,right,T. Hardaway Jr. 25' 3PT  (3 PTS) (N. Jokić 1 AST),"[203501, 203999]",1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,25.74,Made,,,,,,,,,3.0,N. Jokić,203999.0,1.0,,,,
78,PT05M21.00S,2026-04-09T01:22:43.8Z,1,REGULAR,3pt,Jump Shot,[],1641727,20.97568988173456,93.87254901960785,1610612763,23,17,2026-04-09T01:22:47Z,780000,False,-219.0,145.0,1,left,MISS D. Whitehead 26' 3PT,[1641727],1610612763.0,MEM,,,,Whitehead,D. Whitehead,,,,,Above the Break 3,24+ Left Center,,,26.28,Missed,,,,,,,,,,,,,,,,
79,PT05M18.00S,2026-04-09T01:22:46.8Z,1,REGULAR,rebound,defensive,[],203501,,,1610612743,23,17,2026-04-09T01:22:47Z,790000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,
81,PT05M15.00S,2026-04-09T01:22:50.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627750,92.46057818659659,52.20588235294118,1610612743,23,17,2026-04-09T01:23:42Z,810000,False,11.0,18.0,1,right,MISS J. Murray running Layup,[1627750],1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,2.14,Missed,,,,,,,,,,,,,,,,
82,PT05M14.00S,2026-04-09T01:22:51.5Z,1,REGULAR,rebound,defensive,[],1641727,,,1610612763,23,17,2026-04-09T01:23:42Z,820000,False,,,0,,D. Whitehead REBOUND (Off:0 Def:1),[1641727],1610612763.0,MEM,,,,Whitehead,D. Whitehead,,,,,Restricted Area,0-8 Center,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,
83,PT05M00.00S,2026-04-09T01:23:05.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642942,9.543363994743759,43.872549019607845,1610612763,23,19,2026-04-09T01:24:15Z,830000,False,31.0,37.0,1,left,J. Mashack driving floating Jump Shot (4 PTS),[1642942],1610612763.0,MEM,driving floating,,,Mashack,J. Mashack,,,,,In The Paint (Non-RA),0-8 Center,,,4.82,Made,,,,,,,,,4.0,,,,,,,
85,PT04M44.00S,2026-04-09T01:23:25.7Z,1,REGULAR,foul,personal,[],1642942,,,1610612743,23,19,2026-04-09T01:23:34Z,850000,False,,,0,,J. Mashack personal FOUL (2 PF),"[1642942, 203999]",1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,In The Paint (Non-RA),8-16 Center,202041.0,,,,,,,,2.0,0.0,Jokić,203999.0,,,,,,,,
87,PT04M44.00S,2026-04-09T01:23:32.5Z,1,REGULAR,substitution,out,[],203932,,,1610612743,23,19,2026-04-09T01:23:36Z,870000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M44.00S,2026-04-09T01:23:32.5Z,1,REGULAR,substitution,in,[],1628971,,,1610612743,23,19,2026-04-09T01:23:36Z,880000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
