actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
19,PT10M50.00S,2025-12-19T02:12:24.2Z,1,REGULAR,steal,,[],1631094,,,1610612753,2,5,2025-12-19T02:12:26Z,190000,False,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,,,,In The Paint (Non-RA),0-8 Center,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,
20,PT10M33.00S,2025-12-19T02:12:41.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641710,30.699737187910642,29.65686274509804,1610612753,2,8,2025-12-19T02:12:45Z,200000,False,102.0,236.0,1,left,A. Black 25' 3PT  (3 PTS) (T. Jones 2 AST),"[1641710, 1626145]",1610612753.0,ORL,,,,,,,Above the Break 3,24+ Right Center,,,Black,A. Black,25.71,Made,,,,,,,,,3.0,T. Jones,1626145.0,2.0,,,,
22,PT10M15.00S,2025-12-19T02:13:00.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,91.14651773981603,52.94117647058824,1610612743,4,8,2025-12-19T02:13:06Z,220000,False,15.0,31.0,1,right,N. Jokić driving Layup (2 PTS),[203999],1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,,,Jokić,N. Jokić,3.4,Made,,,,,,,,,2.0,,,,,,,
23,PT10M15.00S,2025-12-19T02:13:03.7Z,1,REGULAR,foul,personal,['1freethrow'],1628976,,,1610612743,4,8,2025-12-19T02:13:15Z,230000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Jokić 1 FT),"[1628976, 203999]",1610612753.0,ORL,shooting,,,,,,Restricted Area,0-8 Center,201639.0,,Carter Jr.,W. Carter Jr.,,,,,,,1.0,0.0,Jokić,203999.0,,,,,,,,
25,PT10M15.00S,2025-12-19T02:13:28.0Z,1,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,4,8,2025-12-19T02:13:34Z,250000,False,,,0,,MISS N. Jokić Free Throw 1 of 1,[203999],1610612743.0,DEN,,,,,,,,,,,Jokić,N. Jokić,,Missed,,,,,,,,,,,,,,,,
26,PT10M13.00S,2025-12-19T02:13:30.0Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,4,8,2025-12-19T02:13:34Z,260000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,,,,,,,,Carter Jr.,W. Carter Jr.,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,
27,PT09M57.00S,2025-12-19T02:13:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,7.440867279894875,48.77450980392157,1610612753,4,10,2025-12-19T02:13:51Z,270000,False,6.0,17.0,1,left,P. Banchero driving reverse Layup (2 PTS) (T. Jones 3 AST),"[1631094, 1626145]",1610612753.0,ORL,driving reverse,,,,,,Restricted Area,0-8 Center,,,Banchero,P. Banchero,1.84,Made,,,,,,,,,2.0,T. Jones,1626145.0,3.0,,,,
29,PT09M47.00S,2025-12-19T02:13:54.5Z,1,REGULAR,3pt,Jump Shot,[],203999,68.01905387647832,66.42156862745098,1610612743,4,10,2025-12-19T02:14:01Z,290000,False,82.0,248.0,1,right,MISS N. Jokić 26' pullup 3PT,[203999],1610612743.0,DEN,pullup,,,,,,Above the Break 3,24+ Right Center,,,Jokić,N. Jokić,26.13,Missed,,,,,,,,,,,,,,,,
30,PT09M44.00S,2025-12-19T02:13:57.5Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,4,10,2025-12-19T02:14:01Z,300000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,,,,Above the Break 3,24+ Right Center,,,Banchero,P. Banchero,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,
31,PT09M40.00S,2025-12-19T02:14:01.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641710,7.30946123521682,53.431372549019606,1610612753,4,10,2025-12-19T02:15:53Z,310000,False,-17.0,16.0,1,left,MISS A. Black running Layup - blocked,"[1641710, 1629661]",1610612753.0,ORL,running,,,,,,Restricted Area,0-8 Center,,,Black,A. Black,2.36,Missed,,,,,,,,,,,,,,,Johnson,1629661.0
32,PT09M40.00S,2025-12-19T02:14:01.8Z,1,REGULAR,block,,[],1629661,,,1610612753,4,10,2025-12-19T02:14:04Z,320000,False,,,0,,C. Johnson BLOCK (1 BLK),[1629661],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,
33,PT09M37.00S,2025-12-19T02:14:04.8Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612743,4,10,2025-12-19T02:14:16Z,330000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,Johnson,C. Johnson,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,
34,PT09M33.00S,2025-12-19T02:14:08.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203999,92.72339027595268,53.18627450980392,1610612743,6,10,2025-12-19T02:16:56Z,340000,False,16.0,16.0,1,right,N. Jokić running DUNK (4 PTS) (B. Brown 1 AST),"[203999, 1628971]",1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,,,Jokić,N. Jokić,2.25,Made,,,,,,,,,4.0,B. Brown,1628971.0,1.0,,,,
36,PT09M16.00S,2025-12-19T02:14:24.8Z,1,REGULAR,3pt,Jump Shot,[],1628976,6.783837056504599,5.147058823529411,1610612753,6,10,2025-12-19T02:14:33Z,360000,False,224.0,11.0,1,left,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,,,,Right Corner 3,24+ Right,,,Carter Jr.,W. Carter Jr.,22.46,Missed,,,,,,,,,,,,,,,,
37,PT09M15.00S,2025-12-19T02:14:25.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,6,10,2025-12-19T02:14:33Z,370000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,,,,,,36.0,,,,,,,,,,,,,,,
39,PT08M56.00S,2025-12-19T02:14:57.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,89.96386333771353,46.32352941176471,1610612743,6,10,2025-12-19T02:15:01Z,390000,False,-18.0,42.0,1,right,MISS N. Jokić Layup,[203999],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,Jokić,N. Jokić,4.57,Missed,,,,,,,,,,,,,,,,
40,PT08M51.00S,2025-12-19T02:15:02.4Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,6,10,2025-12-19T02:15:01Z,400000,False,,,0,,N. Jokić REBOUND (Off:1 Def:0),[203999],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,Jokić,N. Jokić,,,39.0,1.0,0.0,1.0,,,,,,,,,,,,
41,PT08M51.00S,2025-12-19T02:15:01.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,94.40999984741211,50.0,1610612743,8,10,2025-12-19T02:15:01Z,410000,False,0.0,0.0,1,right,N. Jokić tip Layup (6 PTS),[203999],1610612743.0,DEN,tip,,,,,,Mid-Range,8-16 Left,,,Jokić,N. Jokić,0.0,Made,,,,,,,,,6.0,,,,,,,
42,PT08M41.00S,2025-12-19T02:15:11.8Z,1,REGULAR,3pt,Jump Shot,[],1630217,32.276609724047304,69.11764705882352,1610612753,8,10,2025-12-19T02:15:22Z,420000,False,-96.0,251.0,1,left,MISS D. Bane 26' step back 3PT,[1630217],1610612753.0,ORL,step back,,,,,,Above the Break 3,24+ Left Center,,,Bane,D. Bane,26.85,Missed,,,,,,,,,,,,,,,,
43,PT08M39.00S,2025-12-19T02:15:13.8Z,1,REGULAR,rebound,offensive,[],1631094,,,1610612753,8,10,2025-12-19T02:15:22Z,430000,False,,,0,,P. Banchero REBOUND (Off:1 Def:2),[1631094],1610612753.0,ORL,,,,,,,Above the Break 3,24+ Left Center,,,Banchero,P. Banchero,,,42.0,3.0,2.0,1.0,,,,,,,,,,,,
45,PT08M36.00S,2025-12-19T02:15:32.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,16.770696452036795,96.32352941176471,1610612753,8,10,2025-12-19T02:15:38Z,450000,False,-232.0,105.0,1,left,MISS D. Bane 25' fadeaway 3PT,[1630217],1610612753.0,ORL,fadeaway,,,,,,Above the Break 3,24+ Left Center,,,Bane,D. Bane,25.43,Missed,,,,,,,,,,,,,,,,
46,PT08M33.00S,2025-12-19T02:15:35.8Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612743,8,10,2025-12-19T02:15:38Z,460000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,Johnson,C. Johnson,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,
47,PT08M27.00S,2025-12-19T02:15:41.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203999,67.49342969776609,39.21568627450981,1610612743,8,10,2025-12-19T02:18:10Z,470000,False,-54.0,253.0,1,right,MISS N. Jokić 25' running pullup 3PT,[203999],1610612743.0,DEN,running pullup,,,,,,Above the Break 3,24+ Center,,,Jokić,N. Jokić,25.88,Missed,,,,,,,,,,,,,,,,
48,PT08M24.00S,2025-12-19T02:15:44.7Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,8,10,2025-12-19T02:15:53Z,480000,False,,,0,,P. Banchero REBOUND (Off:1 Def:3),[1631094],1610612753.0,ORL,,,,,,,Above the Break 3,24+ Center,,,Banchero,P. Banchero,,,47.0,4.0,3.0,1.0,,,,,,,,,,,,
49,PT08M17.00S,2025-12-19T02:15:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641710,7.30946123521682,54.65686274509803,1610612753,8,12,2025-12-19T02:16:00Z,490000,False,-23.0,16.0,1,left,A. Black driving Layup (5 PTS) (D. Bane 1 AST),"[1641710, 1630217]",1610612753.0,ORL,driving,,,,,,Restricted Area,0-8 Center,,,Black,A. Black,2.84,Made,,,,,,,,,5.0,D. Bane,1630217.0,1.0,,,,
51,PT08M11.00S,2025-12-19T02:16:02.8Z,1,REGULAR,foul,personal,[],1630217,,,1610612743,8,12,2025-12-19T02:16:12Z,510000,False,,,0,,D. Bane personal FOUL (1 PF),"[1630217, 1629661]",1610612753.0,ORL,,,,,,,Above the Break 3,24+ Center,203054.0,,Bane,D. Bane,,,,,,,1.0,0.0,Johnson,1629661.0,,,,,,,,
53,PT08M09.00S,2025-12-19T02:16:26.1Z,1,REGULAR,foul,personal,[],1628976,,,1610612743,8,12,2025-12-19T02:16:38Z,530000,False,,,0,,W. Carter Jr. personal FOUL (2 PF),"[1628976, 203999]",1610612753.0,ORL,,,,,,,Mid-Range,16-24 Right Center,1662.0,,Carter Jr.,W. Carter Jr.,,,,,,,2.0,0.0,Jokić,203999.0,,,,,,,,
55,PT08M09.00S,2025-12-19T02:16:33.7Z,1,REGULAR,substitution,out,[],1630217,,,1610612743,8,12,2025-12-19T02:16:39Z,550000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
56,PT08M09.00S,2025-12-19T02:16:33.7Z,1,REGULAR,substitution,in,[],1641724,,,1610612743,8,12,2025-12-19T02:16:39Z,560000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,,,,,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,
57,PT07M59.00S,2025-12-19T02:16:56.0Z,1,REGULAR,2pt,Jump Shot,[],1629661,76.95466491458606,34.80392156862745,1610612743,10,12,2025-12-19T02:17:07Z,570000,False,-76.0,164.0,1,right,C. Johnson 18' pullup Jump Shot (2 PTS) (N. Jokić 2 AST),"[1629661, 203999]",1610612743.0,DEN,pullup,,,,,,Mid-Range,16-24 Left Center,,,Johnson,C. Johnson,18.08,Made,,,,,,,,,2.0,N. Jokić,203999.0,2.0,,,,
59,PT07M39.00S,2025-12-19T02:17:15.6Z,1,REGULAR,turnover,bad pass,[],1641710,,,1610612753,10,12,2025-12-19T02:17:19Z,590000,False,,,0,,A. Black bad pass TURNOVER (2 TO),"[1641710, 1642461]",1610612753.0,ORL,,,,,,,Mid-Range,16-24 Center,,2.0,Black,A. Black,,,,,,,,,,,,,,,Jones,1642461.0,,
60,PT07M39.00S,2025-12-19T02:17:15.6Z,1,REGULAR,steal,,[],1642461,,,1610612743,10,12,2025-12-19T02:17:17Z,600000,False,,,0,,S. Jones STEAL (1 STL),[1642461],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Center,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,
61,PT07M36.00S,2025-12-19T02:17:19.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642461,93.64323258869908,49.01960784313725,1610612743,12,12,2025-12-19T02:17:26Z,610000,False,-5.0,7.0,1,right,S. Jones running DUNK (2 PTS) (C. Johnson 1 AST),"[1642461, 1629661]",1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,,,Jones,S. Jones,0.88,Made,,,,,,,,,2.0,C. Johnson,1629661.0,1.0,,,,
64,PT07M21.00S,2025-12-19T02:17:42.9Z,1,REGULAR,3pt,Jump Shot,[],1641724,26.49474375821288,20.833333333333336,1610612753,12,12,2025-12-19T02:17:48Z,640000,False,146.0,197.0,1,left,MISS J. Howard 24' 3PT,[1641724],1610612753.0,ORL,,,,,,,Above the Break 3,24+ Right Center,,,Howard,J. Howard,24.48,Missed,,,,,,,,,,,,,,,,
65,PT07M18.00S,2025-12-19T02:17:45.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,12,12,2025-12-19T02:17:48Z,650000,False,,,0,,N. Jokić REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,Jokić,N. Jokić,,,64.0,2.0,1.0,1.0,,,,,,,,,,,,
66,PT07M10.00S,2025-12-19T02:17:53.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,94.30026281208936,54.41176470588235,1610612743,12,12,2025-12-19T02:17:58Z,660000,False,22.0,1.0,1,right,MISS N. Jokić driving finger roll Layup,[203999],1610612743.0,DEN,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Jokić,N. Jokić,2.21,Missed,,,,,,,,,,,,,,,,
67,PT07M08.00S,2025-12-19T02:17:55.9Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,12,12,2025-12-19T02:17:58Z,670000,False,,,0,,P. Banchero REBOUND (Off:1 Def:4),[1631094],1610612753.0,ORL,,,,,,,Restricted Area,0-8 Center,,,Banchero,P. Banchero,,,66.0,5.0,4.0,1.0,,,,,,,,,,,,
69,PT07M06.00S,2025-12-19T02:18:06.4Z,1,REGULAR,foul,personal,['2freethrow'],1642461,,,1610612753,12,12,2025-12-19T02:18:17Z,690000,False,,,0,,S. Jones shooting personal FOUL (1 PF) (Banchero 2 FT),"[1642461, 1631094]",1610612743.0,DEN,shooting,,,,,,Restricted Area,0-8 Center,1662.0,,Jones,S. Jones,,,,,,,1.0,0.0,Banchero,1631094.0,,,,,,,,
71,PT07M06.00S,2025-12-19T02:18:38.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631094,,,1610612753,12,13,2025-12-19T02:20:54Z,710000,False,,,0,,P. Banchero Free Throw 1 of 2 (3 PTS),[1631094],1610612753.0,ORL,,,,,,,,,,,Banchero,P. Banchero,,Made,,,,,,,,,3.0,,,,,,,
72,PT07M06.00S,2025-12-19T02:18:38.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631094,,,1610612753,12,14,2025-12-19T02:20:54Z,720000,False,,,0,,P. Banchero Free Throw 2 of 2 (4 PTS),[1631094],1610612753.0,ORL,,,,,,,,,,,Banchero,P. Banchero,,Made,,,,,,,,,4.0,,,,,,,
73,PT06M51.00S,2025-12-19T02:19:09.8Z,1,REGULAR,3pt,Jump Shot,[],1629661,90.22667542706965,98.52941176470588,1610612743,12,14,2025-12-19T02:19:18Z,730000,False,243.0,39.0,1,right,MISS C. Johnson 24' 3PT,[1629661],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,,Johnson,C. Johnson,24.58,Missed,,,,,,,,,,,,,,,,
74,PT06M46.00S,2025-12-19T02:19:14.8Z,1,REGULAR,rebound,defensive,[],1641724,,,1610612753,12,14,2025-12-19T02:19:18Z,740000,False,,,0,,J. Howard REBOUND (Off:0 Def:1),[1641724],1610612753.0,ORL,,,,,,,Right Corner 3,24+ Right,,,Howard,J. Howard,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,
75,PT06M41.00S,2025-12-19T02:19:20.8Z,1,REGULAR,foul,personal,['2freethrow'],1642461,,,1610612753,12,14,2025-12-19T02:23:04Z,750000,False,,,0,,S. Jones shooting personal FOUL (2 PF) (Banchero 2 FT),"[1642461, 1631094]",1610612743.0,DEN,shooting,,,,,,In The Paint (Non-RA),8-16 Center,203054.0,,Jones,S. Jones,,,,,,,2.0,0.0,Banchero,1631094.0,,,,,,,,
77,PT06M41.00S,2025-12-19T02:19:34.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,12,14,2025-12-19T02:19:34Z,770000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M41.00S,2025-12-19T02:22:27.5Z,1,REGULAR,substitution,out,[],1629661,,,1610612753,12,14,2025-12-19T02:22:41Z,780000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,
79,PT06M41.00S,2025-12-19T02:22:27.5Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,12,14,2025-12-19T02:22:41Z,790000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,,,,,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,
80,PT06M41.00S,2025-12-19T02:22:27.5Z,1,REGULAR,substitution,in,[],203501,,,1610612753,12,14,2025-12-19T02:22:41Z,800000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,
81,PT06M41.00S,2025-12-19T02:22:27.5Z,1,REGULAR,substitution,in,[],1629048,,,1610612753,12,14,2025-12-19T02:22:41Z,810000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,,,,,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,
82,PT06M41.00S,2025-12-19T02:23:05.9Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,12,14,2025-12-19T02:24:08Z,820000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,,,,,,,,Banchero,P. Banchero,,Missed,,,,,,,,,,,,,,,,
83,PT06M41.00S,2025-12-19T02:23:05.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,12,14,2025-12-19T02:24:08Z,830000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,
84,PT06M41.00S,2025-12-19T02:23:05.9Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,12,15,2025-12-19T02:24:08Z,840000,False,,,0,,P. Banchero Free Throw 2 of 2 (5 PTS),[1631094],1610612753.0,ORL,,,,,,,,,,,Banchero,P. Banchero,,Made,,,,,,,,,5.0,,,,,,,
85,PT06M31.00S,2025-12-19T02:23:36.1Z,1,REGULAR,3pt,Jump Shot,[],1642461,89.04402102496715,99.75490196078431,1610612743,12,15,2025-12-19T02:23:42Z,850000,False,249.0,50.0,1,right,MISS S. Jones 25' 3PT,[1642461],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,,Jones,S. Jones,25.39,Missed,,,,,,,,,,,,,,,,
86,PT06M27.00S,2025-12-19T02:23:40.1Z,1,REGULAR,rebound,defensive,[],1641724,,,1610612753,12,15,2025-12-19T02:23:42Z,860000,False,,,0,,J. Howard REBOUND (Off:0 Def:2),[1641724],1610612753.0,ORL,,,,,,,Right Corner 3,24+ Right,,,Howard,J. Howard,,,85.0,2.0,2.0,0.0,,,,,,,,,,,,
87,PT06M13.00S,2025-12-19T02:23:53.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641724,6.389618922470433,48.529411764705884,1610612753,12,17,2025-12-19T02:24:01Z,870000,False,7.0,8.0,1,left,J. Howard driving finger roll Layup (2 PTS) (T. Jones 4 AST),"[1641724, 1626145]",1610612753.0,ORL,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Howard,J. Howard,1.06,Made,,,,,,,,,2.0,T. Jones,1626145.0,4.0,,,,
89,PT05M55.00S,2025-12-19T02:24:13.5Z,1,REGULAR,turnover,out-of-bounds,[],1628971,,,1610612743,12,17,2025-12-19T02:25:37Z,890000,False,,,0,,B. Brown bad pass out-of-bounds TURNOVER (1 TO),[1628971],1610612743.0,DEN,bad pass,,,,,,Restricted Area,0-8 Center,1662.0,1.0,Brown,B. Brown,,,,,,,,,,,,,,,,,,
90,PT05M55.00S,2025-12-19T02:24:18.5Z,1,REGULAR,substitution,out,[],1642461,,,1610612753,12,17,2025-12-19T02:24:21Z,900000,False,,,0,,SUB out: S. Jones,[1642461],1610612743.0,DEN,,,,,,,,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,
91,PT05M55.00S,2025-12-19T02:24:18.5Z,1,REGULAR,substitution,in,[],1631124,,,1610612753,12,17,2025-12-19T02:24:21Z,910000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,,,,,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,
