actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
23,PT09M41.00S,2026-01-12T01:12:42.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629618,91.01511169513797,63.725490196078425,1610612743,7,2,2026-01-12T01:13:28Z,230000,False,69.0,32.0,1,right,J. Pickett 7' pullup bank Jump Shot (2 PTS),[1629618],1610612743.0,DEN,pullup bank,,,Pickett,J. Pickett,,,,,In The Paint (Non-RA),0-8 Center,7.57,Made,2.0,,,,,,,,,,,,,,,,,
24,PT09M26.00S,2026-01-12T01:12:57.6Z,1,REGULAR,foul,personal,['2freethrow'],1641816,,,1610612749,7,2,2026-01-12T01:13:13Z,240000,False,,,0,,H. Tyson shooting personal FOUL (1 PF) (Turner 2 FT),"[1641816, 1626167]",1610612743.0,DEN,shooting,,,Tyson,H. Tyson,,,,,Restricted Area,0-8 Center,,,,,,,1830.0,,,,,,1.0,0.0,Turner,1626167.0,,,,
26,PT09M26.00S,2026-01-12T01:13:32.3Z,1,REGULAR,freethrow,1 of 2,[],1626167,,,1610612749,7,3,2026-01-12T01:13:32Z,260000,False,,,0,,M. Turner Free Throw 1 of 2 (1 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
27,PT09M26.00S,2026-01-12T01:13:48.4Z,1,REGULAR,freethrow,2 of 2,[],1626167,,,1610612749,7,4,2026-01-12T01:13:48Z,270000,False,,,0,,M. Turner Free Throw 2 of 2 (2 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
28,PT09M08.00S,2026-01-12T01:14:06.9Z,1,REGULAR,3pt,Jump Shot,[],1631212,72.35545335085413,84.55882352941177,1610612743,7,4,2026-01-12T01:14:11Z,280000,False,173.0,207.0,1,right,MISS P. Watson 27' 3PT,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Right Center,27.0,Missed,,,,,,,,,,,,,,,,,,
29,PT09M05.00S,2026-01-12T01:14:09.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,7,4,2026-01-12T01:14:11Z,290000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,
30,PT09M00.00S,2026-01-12T01:14:15.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631260,5.995400788436268,4.166666666666666,1610612749,7,7,2026-01-12T01:14:29Z,300000,False,229.0,4.0,1,left,A. Green 3PT running (3 PTS) (G. Antetokounmpo 1 AST),"[1631260, 203507]",1610612749.0,MIL,running,,,Green,A. Green,,,,,Right Corner 3,24+ Right,22.92,Made,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,
34,PT08M34.00S,2026-01-12T01:14:46.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612743,7,7,2026-01-12T01:14:55Z,340000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201245.0,,,,,,,,,,,,,
35,PT08M16.00S,2026-01-12T01:15:14.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626167,30.962549277266753,27.450980392156865,1610612749,7,10,2026-01-12T01:15:22Z,350000,False,113.0,239.0,1,left,M. Turner 26' 3PT  (5 PTS) (G. Antetokounmpo 2 AST),"[1626167, 203507]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,26.38,Made,5.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,,,,
37,PT07M54.00S,2026-01-12T01:15:35.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,81.42247043363994,34.55882352941176,1610612743,7,10,2026-01-12T01:15:42Z,370000,False,-77.0,122.0,1,right,MISS A. Gordon 14' turnaround Shot,[203932],1610612743.0,DEN,turnaround,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Left,14.45,Missed,,,,,,,,,,,,,,,,,,
38,PT07M52.00S,2026-01-12T01:15:37.7Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612749,7,10,2026-01-12T01:15:44Z,380000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,
39,PT07M43.00S,2026-01-12T01:15:46.9Z,1,REGULAR,3pt,Jump Shot,[],1626167,28.465834428383708,76.7156862745098,1610612749,7,13,2026-01-12T01:15:53Z,390000,False,-134.0,215.0,1,left,M. Turner 25' 3PT  (8 PTS) (G. Antetokounmpo 3 AST),"[1626167, 203507]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,25.32,Made,8.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,,,,,
41,PT07M42.00S,2026-01-12T01:16:13.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,7,13,2026-01-12T01:16:13Z,410000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT07M42.00S,2026-01-12T01:17:48.0Z,1,REGULAR,substitution,out,[],1641816,,,1610612743,7,13,2026-01-12T01:18:36Z,420000,False,,,0,,SUB out: H. Tyson,[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M42.00S,2026-01-12T01:17:48.0Z,1,REGULAR,substitution,in,[],203501,,,1610612743,7,13,2026-01-12T01:18:36Z,430000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M24.00S,2026-01-12T01:18:57.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,87.99277266754271,49.754901960784316,1610612743,7,13,2026-01-12T01:20:12Z,440000,False,-1.0,60.0,1,right,MISS A. Gordon 6' driving Layup,[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,6.04,Missed,,,,,,,,,,,,,,,,,,
45,PT07M22.00S,2026-01-12T01:18:59.9Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,7,13,2026-01-12T01:20:12Z,450000,False,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,44.0,1.0,0.0,1.0,,,,,,,,
46,PT07M22.00S,2026-01-12T01:19:01.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203932,94.40999984741211,50.0,1610612743,9,13,2026-01-12T01:20:17Z,460000,False,0.0,0.0,1,right,A. Gordon putback Layup (4 PTS),[203932],1610612743.0,DEN,putback,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
47,PT07M11.00S,2026-01-12T01:19:09.8Z,1,REGULAR,3pt,Jump Shot,[],1631157,9.806176084099869,94.85294117647058,1610612749,9,13,2026-01-12T01:19:16Z,470000,False,-224.0,40.0,1,left,MISS R. Rollins 3PT,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Left Corner 3,24+ Left,22.78,Missed,,,,,,,,,,,,,,,,,,
48,PT07M09.00S,2026-01-12T01:19:11.8Z,1,REGULAR,rebound,defensive,[],203501,,,1610612743,9,13,2026-01-12T01:19:16Z,480000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,
49,PT06M49.00S,2026-01-12T01:19:32.4Z,1,REGULAR,turnover,bad pass,[],1629618,,,1610612743,9,13,2026-01-12T01:19:37Z,490000,False,,,0,,J. Pickett bad pass TURNOVER (1 TO),"[1629618, 1629645]",1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,,Porter Jr.,1629645.0,,
50,PT06M49.00S,2026-01-12T01:19:32.4Z,1,REGULAR,steal,,[],1629645,,,1610612749,9,13,2026-01-12T01:19:33Z,500000,False,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
51,PT06M42.00S,2026-01-12T01:19:42.8Z,1,REGULAR,foul,personal,[],1642461,,,1610612749,9,13,2026-01-12T01:20:09Z,510000,False,,,0,,S. Jones personal FOUL (1 PF),"[1642461, 203507]",1610612743.0,DEN,,,,Jones,S. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627524.0,,,,,,1.0,0.0,Antetokounmpo,203507.0,,,,
53,PT06M34.00S,2026-01-12T01:20:08.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203507,5.995400788436268,53.18627450980392,1610612749,9,15,2026-01-12T01:20:13Z,530000,False,-16.0,4.0,1,left,G. Antetokounmpo alley-oop DUNK (2 PTS) (K. Porter Jr. 1 AST),"[203507, 1629645]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.64,Made,2.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,,,,
55,PT06M18.00S,2026-01-12T01:20:23.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642461,88.78120893561103,52.94117647058824,1610612743,11,15,2026-01-12T01:20:28Z,550000,False,15.0,53.0,1,right,S. Jones Jump Shot (5 PTS) (P. Watson 1 AST),"[1642461, 1631212]",1610612743.0,DEN,,,,Jones,S. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.5,Made,5.0,P. Watson,1631212.0,1.0,,,,,,,,,,,,,,
57,PT05M58.00S,2026-01-12T01:20:47.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.046649145860711,54.90196078431373,1610612749,11,15,2026-01-12T01:22:59Z,570000,False,-25.0,14.0,1,left,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.81,Missed,,,,,,,,,,,,,,,,,,
59,PT05M56.00S,2026-01-12T01:20:49.3Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,11,15,2026-01-12T01:22:59Z,590000,False,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,57.0,2.0,1.0,1.0,,,,,,,,
61,PT05M51.00S,2026-01-12T01:20:54.3Z,1,REGULAR,substitution,out,[],1629645,,,1610612743,11,15,2026-01-12T01:20:59Z,610000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M51.00S,2026-01-12T01:20:54.3Z,1,REGULAR,substitution,in,[],1629018,,,1610612743,11,15,2026-01-12T01:20:59Z,620000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M39.00S,2026-01-12T01:21:17.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631212,83.65637319316689,56.61764705882353,1610612743,11,15,2026-01-12T01:21:24Z,630000,False,33.0,101.0,1,right,MISS P. Watson 10' turnaround Shot,[1631212],1610612743.0,DEN,turnaround,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,10.64,Missed,,,,,,,,,,,,,,,,,,
64,PT05M36.00S,2026-01-12T01:21:20.1Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612749,11,15,2026-01-12T01:21:24Z,640000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,
65,PT05M29.00S,2026-01-12T01:21:26.5Z,1,REGULAR,3pt,Jump Shot,[],1626167,33.065045992115635,67.15686274509804,1610612749,11,18,2026-01-12T01:21:30Z,650000,False,-86.0,258.0,1,left,M. Turner 27' 3PT  (11 PTS) (G. Antetokounmpo 4 AST),"[1626167, 203507]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,27.22,Made,11.0,G. Antetokounmpo,203507.0,4.0,,,,,,,,,,,,,,
67,PT05M01.00S,2026-01-12T01:21:55.0Z,1,REGULAR,2pt,Jump Shot,[],203932,79.71419185282524,67.64705882352942,1610612743,13,18,2026-01-12T01:21:59Z,670000,False,88.0,138.0,1,right,A. Gordon 16' turnaround fadeaway Jump Shot (6 PTS),[203932],1610612743.0,DEN,turnaround fadeaway,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Right Center,16.39,Made,6.0,,,,,,,,,,,,,,,,,
68,PT04M43.00S,2026-01-12T01:22:12.5Z,1,REGULAR,3pt,Jump Shot,[],1629018,25.837713534822605,13.23529411764706,1610612749,13,18,2026-01-12T01:22:16Z,680000,False,184.0,190.0,1,left,MISS G. Trent Jr. 26' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,26.46,Missed,,,,,,,,,,,,,,,,,,
69,PT04M40.00S,2026-01-12T01:22:15.5Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612749,13,18,2026-01-12T01:22:16Z,690000,False,,,0,,M. Turner REBOUND (Off:1 Def:2),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,68.0,3.0,2.0,1.0,,,,,,,,
70,PT04M31.00S,2026-01-12T01:22:25.8Z,1,REGULAR,violation,kicked ball,[],1631212,,,1610612749,13,18,2026-01-12T01:22:33Z,700000,False,,,0,,P. Watson kicked ball VIOLATION,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,
72,PT04M31.00S,2026-01-12T01:22:30.0Z,1,REGULAR,substitution,out,[],1629618,,,1610612749,13,18,2026-01-12T01:22:47Z,720000,False,,,0,,SUB out: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M31.00S,2026-01-12T01:22:30.0Z,1,REGULAR,substitution,out,[],203932,,,1610612749,13,18,2026-01-12T01:22:47Z,730000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M31.00S,2026-01-12T01:22:30.0Z,1,REGULAR,substitution,out,[],203507,,,1610612749,13,18,2026-01-12T01:22:47Z,740000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M31.00S,2026-01-12T01:22:30.0Z,1,REGULAR,substitution,in,[],1628971,,,1610612749,13,18,2026-01-12T01:22:47Z,750000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M31.00S,2026-01-12T01:22:30.0Z,1,REGULAR,substitution,in,[],1630192,,,1610612749,13,18,2026-01-12T01:22:47Z,760000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M31.00S,2026-01-12T01:22:30.0Z,1,REGULAR,substitution,in,[],1628398,,,1610612749,13,18,2026-01-12T01:22:47Z,770000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M28.00S,2026-01-12T01:22:57.5Z,1,REGULAR,turnover,traveling,[],1631260,,,1610612749,13,18,2026-01-12T01:23:01Z,780000,False,,,0,,A. Green traveling TURNOVER (1 TO),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,1830.0,1.0,,,,,,,,,,,,
79,PT04M12.00S,2026-01-12T01:23:22.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631212,89.96386333771353,41.17647058823529,1610612743,13,18,2026-01-12T01:25:41Z,790000,False,-44.0,42.0,1,right,MISS P. Watson 6' driving floating Shot,[1631212],1610612743.0,DEN,driving floating,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,6.08,Missed,,,,,,,,,,,,,,,,,,
80,PT04M11.00S,2026-01-12T01:23:23.3Z,1,REGULAR,rebound,offensive,[],1631212,,,1610612743,13,18,2026-01-12T01:25:41Z,800000,False,,,0,,P. Watson REBOUND (Off:1 Def:0),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,79.0,1.0,0.0,1.0,,,,,,,,
81,PT04M11.00S,2026-01-12T01:23:25.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1631212,94.40999984741211,50.0,1610612743,13,18,2026-01-12T01:25:48Z,810000,False,0.0,0.0,1,right,MISS P. Watson tip Layup,[1631212],1610612743.0,DEN,tip,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
82,PT04M10.00S,2026-01-12T01:23:26.0Z,1,REGULAR,rebound,offensive,[],1630192,,,1610612743,13,18,2026-01-12T01:25:48Z,820000,False,,,0,,Z. Nnaji REBOUND (Off:1 Def:0),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,,,,,,81.0,1.0,0.0,1.0,,,,,,,,
83,PT04M05.00S,2026-01-12T01:23:28.6Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628971,88.12417871222075,69.11764705882352,1610612743,13,18,2026-01-12T01:23:34Z,830000,False,96.0,59.0,1,right,MISS B. Brown 11' driving floating bank Shot,[1628971],1610612743.0,DEN,driving floating bank,,,Brown,B. Brown,,,,,Mid-Range,8-16 Right,11.24,Missed,,,,,,,,,,,,,,,,,,
84,PT04M02.00S,2026-01-12T01:23:31.6Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612743,13,18,2026-01-12T01:23:34Z,840000,False,,,0,,B. Brown REBOUND (Off:1 Def:0),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,83.0,1.0,0.0,1.0,,,,,,,,
85,PT03M58.00S,2026-01-12T01:23:35.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630192,71.56701708278581,78.43137254901961,1610612743,13,18,2026-01-12T01:23:39Z,850000,False,142.0,215.0,1,right,MISS Z. Nnaji 25' 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
86,PT03M55.00S,2026-01-12T01:23:38.1Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,13,18,2026-01-12T01:23:39Z,860000,False,,,0,,R. Rollins REBOUND (Off:0 Def:1),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,
87,PT03M46.00S,2026-01-12T01:23:49.5Z,1,REGULAR,foul,offensive,[],1631157,,,1610612749,13,18,2026-01-12T01:24:07Z,870000,False,,,0,,R. Rollins offensive FOUL (1 PF),"[1631157, 203501]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,,,,,,,1830.0,,,,,,1.0,0.0,Hardaway Jr.,203501.0,,,,
