actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
525,PT10M50.00S,2022-10-19T01:41:14.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630178,92.72339027595268,50.73529411764706,1610612755,98,92,2022-10-19T01:42:51Z,5250000,4.0,16.0,1,right,T. Maxey driving finger roll Layup (16 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.63,Made,,,,,,,,,16.0,,,,,,,,,
526,PT10M25.00S,2022-10-19T01:41:39.8Z,4,REGULAR,3pt,Jump Shot,[],1629684,32.013797634691194,26.96078431372549,1610612738,101,92,2022-10-19T01:41:43Z,5260000,115.0,248.0,1,left,G. Williams 27' 3PT  (12 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,27.38,Made,,,,,,,,,12.0,,,,,,,,,
527,PT10M08.00S,2022-10-19T01:41:56.2Z,4,REGULAR,2pt,Jump Shot,[],1630178,81.42247043363994,79.65686274509804,1610612755,101,94,2022-10-19T01:42:01Z,5270000,148.0,122.0,1,right,T. Maxey 19' pullup Jump Shot (18 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,19.21,Made,,,,,,,,,18.0,,,,,,,,,
528,PT09M57.00S,2022-10-19T01:42:06.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,9.543363994743759,47.794117647058826,1610612738,103,94,2022-10-19T01:42:12Z,5280000,11.0,37.0,1,left,M. Brogdon driving Layup (14 PTS),[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,3.88,Made,,,,,,,,,14.0,,,,,,,,,
529,PT09M49.00S,2022-10-19T01:42:17.7Z,4,REGULAR,foul,offensive,[],1627863,,,1610612755,103,94,2022-10-19T01:42:28Z,5290000,,,0,,D. House Jr. offensive FOUL (2 PF),"[1627863, 1628401]",1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,101283.0,,,,,,2.0,0.0,White,1628401.0,,
531,PT09M49.00S,2022-10-19T01:42:17.7Z,4,REGULAR,turnover,offensive foul,[],1627863,,,1610612755,103,94,2022-10-19T01:42:17Z,5310000,,,0,,D. House Jr. offensive foul TURNOVER (1 TO),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,101283.0,1.0,,,,,,,,,,
532,PT09M49.00S,2022-10-19T01:42:27.3Z,4,REGULAR,substitution,out,[],201933,,,1610612738,103,94,2022-10-19T01:42:37Z,5320000,,,0,,SUB out: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT09M49.00S,2022-10-19T01:42:27.3Z,4,REGULAR,substitution,out,[],1630573,,,1610612738,103,94,2022-10-19T01:42:37Z,5330000,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT09M49.00S,2022-10-19T01:42:27.3Z,4,REGULAR,substitution,in,[],203943,,,1610612738,103,94,2022-10-19T01:42:37Z,5340000,,,0,,SUB in: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT09M49.00S,2022-10-19T01:42:27.3Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,103,94,2022-10-19T01:42:37Z,5350000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT09M26.00S,2022-10-19T01:43:05.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,23.209592641261498,92.15686274509804,1610612738,103,94,2022-10-19T01:43:10Z,5360000,-211.0,166.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.81,Missed,,,,,,,,,,,,,,,,,,
537,PT09M24.00S,2022-10-19T01:43:07.4Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,103,94,2022-10-19T01:43:10Z,5370000,,,0,,J. Embiid REBOUND (Off:1 Def:11),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,536.0,12.0,11.0,1.0,,,,,,,,,,,,
538,PT09M19.00S,2022-10-19T01:43:13.5Z,4,REGULAR,turnover,bad pass,[],203954,,,1610612755,103,94,2022-10-19T01:43:18Z,5380000,,,0,,J. Embiid bad pass TURNOVER (6 TO),"[203954, 1627759]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,,,6.0,,,,,,,,,Brown,1627759.0
539,PT09M19.00S,2022-10-19T01:43:13.5Z,4,REGULAR,steal,,[],1627759,,,1610612738,103,94,2022-10-19T01:43:15Z,5390000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
540,PT09M16.00S,2022-10-19T01:43:16.7Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,6.701708278580814,53.04457720588235,1610612738,105,94,2022-10-19T01:45:01Z,5400000,-15.0,10.0,1,left,J. Brown running Layup (24 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.85,Made,,,,,,,,,24.0,,,,,,,,,
541,PT09M03.00S,2022-10-19T01:43:32.8Z,4,REGULAR,foul,personal,[],1628401,,,1610612755,105,94,2022-10-19T01:43:52Z,5410000,,,0,,D. White personal FOUL (2 PF),"[1628401, 1630178]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1148.0,,,,,,2.0,0.0,Maxey,1630178.0,,
543,PT08M54.00S,2022-10-19T01:44:13.7Z,4,REGULAR,3pt,Jump Shot,[],1630178,66.5735873850197,63.48039215686274,1610612755,105,97,2022-10-19T01:44:22Z,5430000,67.0,262.0,1,right,T. Maxey 27' 3PT  (21 PTS) (J. Embiid 3 AST),"[1630178, 203954]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,27.02,Made,,,,,,,,,21.0,J. Embiid,203954.0,3.0,,,,,,
545,PT08M35.00S,2022-10-19T01:44:32.3Z,4,REGULAR,3pt,Jump Shot,[],1627759,26.888961892247043,85.04901960784314,1610612738,108,97,2022-10-19T01:44:37Z,5450000,-175.0,200.0,1,left,J. Brown 26' 3PT  (27 PTS) (G. Williams 1 AST),"[1627759, 1629684]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.61,Made,,,,,,,,,27.0,G. Williams,1629684.0,1.0,,,,,,
547,PT08M24.00S,2022-10-19T01:44:44.2Z,4,REGULAR,3pt,Jump Shot,[],203954,67.49342969776609,31.372549019607842,1610612755,108,97,2022-10-19T01:44:49Z,5470000,-93.0,253.0,1,right,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,26.97,Missed,,,,,,,,,,,,,,,,,,
548,PT08M20.00S,2022-10-19T01:44:48.2Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,108,97,2022-10-19T01:44:49Z,5480000,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,547.0,3.0,2.0,1.0,,,,,,,,,,,,
549,PT08M13.00S,2022-10-19T01:44:54.7Z,4,REGULAR,2pt,Jump Shot,[],1627763,22.552562417871222,28.186274509803923,1610612738,110,97,2022-10-19T01:45:02Z,5490000,109.0,159.0,1,left,M. Brogdon 19' pullup Jump Shot (16 PTS) (D. White 3 AST),"[1627763, 1628401]",1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Right Center,19.32,Made,,,,,,,,,16.0,D. White,1628401.0,3.0,,,,,,
551,PT07M48.00S,2022-10-19T01:45:19.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203954,93.77463863337714,46.07843137254902,1610612755,110,99,2022-10-19T01:45:25Z,5510000,-20.0,6.0,1,right,J. Embiid driving Layup (21 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.05,Made,,,,,,,,,21.0,,,,,,,,,
553,PT07M31.00S,2022-10-19T01:46:58.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,8.229303547963205,46.81372549019608,1610612738,110,99,2022-10-19T01:47:07Z,5530000,16.0,25.0,1,left,MISS M. Brogdon driving finger roll Layup,[1627763],1610612738.0,BOS,driving finger roll,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
554,PT07M28.00S,2022-10-19T01:47:01.6Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,110,99,2022-10-19T01:47:07Z,5540000,,,0,,J. Embiid REBOUND (Off:1 Def:12),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,553.0,13.0,12.0,1.0,,,,,,,,,,,,
555,PT07M22.00S,2022-10-19T01:47:07.9Z,4,REGULAR,2pt,Layup,[],1630178,92.85479632063075,67.8921568627451,1610612755,110,99,2022-10-19T01:48:20Z,5550000,89.0,15.0,1,right,MISS T. Maxey 9' driving Layup - blocked,"[1630178, 203943]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,9.07,Missed,Vonleh,203943.0,,,,,,,,,,,,,,,,
556,PT07M22.00S,2022-10-19T01:47:07.9Z,4,REGULAR,block,,[],203943,,,1610612755,110,99,2022-10-19T01:47:09Z,5560000,,,0,,N. Vonleh BLOCK (1 BLK),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
557,PT07M19.00S,2022-10-19T01:47:10.9Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,110,99,2022-10-19T01:47:16Z,5570000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,555.0,2.0,2.0,0.0,,,,,,,,,,,,
558,PT07M13.00S,2022-10-19T01:47:16.8Z,4,REGULAR,2pt,Jump Shot,[],1627759,28.07161629434954,69.36274509803921,1610612738,112,99,2022-10-19T01:47:20Z,5580000,-97.0,211.0,1,left,J. Brown 23' pullup Jump Shot (29 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,23.25,Made,,,,,,,,,29.0,,,,,,,,,
559,PT06M55.00S,2022-10-19T01:47:33.8Z,4,REGULAR,3pt,Jump Shot,[],1627777,93.11760840998686,5.147058823529411,1610612755,112,102,2022-10-19T01:47:38Z,5590000,-224.0,12.0,1,right,G. Niang 3PT  (3 PTS) (D. House Jr. 1 AST),"[1627777, 1627863]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,22.46,Made,,,,,,,,,3.0,D. House Jr.,1627863.0,1.0,,,,,,
561,PT06M35.00S,2022-10-19T01:47:56.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,15.456636005256241,63.48039215686274,1610612738,114,102,2022-10-19T01:49:24Z,5610000,-67.0,93.0,1,left,G. Williams 11' Layup (14 PTS) (D. White 4 AST),"[1629684, 1628401]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Left,11.47,Made,,,,,,,,,14.0,D. White,1628401.0,4.0,,,,,,
563,PT06M35.00S,2022-10-19T01:47:59.5Z,4,REGULAR,foul,personal,['1freethrow'],203954,,,1610612738,114,102,2022-10-19T01:48:07Z,5630000,,,0,,J. Embiid shooting personal FOUL (4 PF) (Williams 1 FT),"[203954, 1629684]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1626300.0,,,,,,4.0,0.0,Williams,1629684.0,,
565,PT06M35.00S,2022-10-19T01:48:09.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,114,102,2022-10-19T01:49:24Z,5650000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M35.00S,2022-10-19T01:50:43.6Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,114,102,2022-10-19T01:51:11Z,5660000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT06M35.00S,2022-10-19T01:50:43.6Z,4,REGULAR,substitution,out,[],1627763,,,1610612738,114,102,2022-10-19T01:51:11Z,5670000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT06M35.00S,2022-10-19T01:50:43.6Z,4,REGULAR,substitution,out,[],1629001,,,1610612738,114,102,2022-10-19T01:51:11Z,5680000,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT06M35.00S,2022-10-19T01:50:43.6Z,4,REGULAR,substitution,out,[],1627777,,,1610612738,114,102,2022-10-19T01:51:11Z,5690000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT06M35.00S,2022-10-19T01:50:43.6Z,4,REGULAR,substitution,out,[],1627863,,,1610612738,114,102,2022-10-19T01:51:11Z,5700000,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT06M35.00S,2022-10-19T01:50:43.6Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,114,102,2022-10-19T01:51:11Z,5710000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT06M35.00S,2022-10-19T01:50:43.6Z,4,REGULAR,substitution,in,[],203935,,,1610612738,114,102,2022-10-19T01:51:11Z,5720000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT06M35.00S,2022-10-19T01:50:43.6Z,4,REGULAR,substitution,in,[],201935,,,1610612738,114,102,2022-10-19T01:51:11Z,5730000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M35.00S,2022-10-19T01:50:43.6Z,4,REGULAR,substitution,in,[],202699,,,1610612738,114,102,2022-10-19T01:51:11Z,5740000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M35.00S,2022-10-19T01:50:43.6Z,4,REGULAR,substitution,in,[],200782,,,1610612738,114,102,2022-10-19T01:51:11Z,5750000,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M35.00S,2022-10-19T01:51:35.1Z,4,REGULAR,freethrow,1 of 1,[],1629684,,,1610612738,115,102,2022-10-19T01:51:35Z,5760000,,,0,,G. Williams Free Throw 1 of 1 (15 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,,,,,,,,15.0,,,,,,,,,
577,PT06M15.00S,2022-10-19T01:51:57.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203954,94.03745072273325,60.049019607843135,1610612755,115,102,2022-10-19T01:52:03Z,5770000,50.0,4.0,1,right,MISS J. Embiid driving Layup,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,5.03,Missed,,,,,,,,,,,,,,,,,,
578,PT06M12.00S,2022-10-19T01:52:00.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,115,102,2022-10-19T01:52:03Z,5780000,,,0,,J. Tatum REBOUND (Off:0 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,577.0,10.0,10.0,0.0,,,,,,,,,,,,
579,PT06M04.00S,2022-10-19T01:52:07.9Z,4,REGULAR,3pt,Jump Shot,[],1628369,24.78646517739816,15.686274509803921,1610612738,115,102,2022-10-19T01:52:16Z,5790000,172.0,180.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,24.91,Missed,,,,,,,,,,,,,,,,,,
580,PT06M01.00S,2022-10-19T01:52:10.9Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,115,102,2022-10-19T01:52:16Z,5800000,,,0,,J. Embiid REBOUND (Off:1 Def:13),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,579.0,14.0,13.0,1.0,,,,,,,,,,,,
581,PT05M55.00S,2022-10-19T01:52:16.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202699,79.71419185282524,8.57843137254902,1610612755,115,102,2022-10-19T01:53:17Z,5810000,-207.0,138.0,1,right,MISS T. Harris 24' running 3PT,[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,24.9,Missed,,,,,,,,,,,,,,,,,,
582,PT05M53.00S,2022-10-19T01:52:18.5Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,115,102,2022-10-19T01:52:25Z,5820000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,581.0,3.0,3.0,0.0,,,,,,,,,,,,
584,PT05M31.00S,2022-10-19T01:52:53.9Z,4,REGULAR,3pt,Jump Shot,[],203935,32.670827858081466,39.46078431372549,1610612738,115,102,2022-10-19T01:53:57Z,5840000,53.0,255.0,1,left,MISS M. Smart 26' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,26.0,Missed,,,,,,,,,,,,,,,,,,
585,PT05M29.00S,2022-10-19T01:52:55.9Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,115,102,2022-10-19T01:52:59Z,5850000,,,0,,J. Embiid REBOUND (Off:1 Def:14),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,584.0,15.0,14.0,1.0,,,,,,,,,,,,
586,PT05M10.00S,2022-10-19T01:53:15.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,86.94152431011827,51.9607843137255,1610612755,115,102,2022-10-19T01:53:27Z,5860000,10.0,70.0,1,right,MISS T. Maxey 7' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,7.09,Missed,,,,,,,,,,,,,,,,,,
587,PT05M08.00S,2022-10-19T01:53:17.3Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,115,102,2022-10-19T01:53:27Z,5870000,,,0,,J. Tatum REBOUND (Off:0 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,586.0,11.0,11.0,0.0,,,,,,,,,,,,
589,PT04M57.00S,2022-10-19T01:53:32.5Z,4,REGULAR,substitution,out,[],203943,,,1610612738,115,102,2022-10-19T01:53:35Z,5890000,,,0,,SUB out: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT04M57.00S,2022-10-19T01:53:32.5Z,4,REGULAR,substitution,in,[],201143,,,1610612738,115,102,2022-10-19T01:53:35Z,5900000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT04M55.00S,2022-10-19T01:53:54.0Z,4,REGULAR,3pt,Jump Shot,[],1627759,27.54599211563732,19.607843137254903,1610612738,115,102,2022-10-19T01:53:58Z,5910000,152.0,206.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,,,,,,,,,,,,,,,,,
592,PT04M52.00S,2022-10-19T01:53:57.0Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,115,102,2022-10-19T01:53:58Z,5920000,,,0,,J. Harden REBOUND (Off:0 Def:7),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,591.0,7.0,7.0,0.0,,,,,,,,,,,,
593,PT04M37.00S,2022-10-19T01:54:11.1Z,4,REGULAR,3pt,Jump Shot,[],202699,72.09264126149803,19.11764705882353,1610612755,115,102,2022-10-19T01:54:16Z,5930000,-154.0,210.0,1,right,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
594,PT04M34.00S,2022-10-19T01:54:14.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,115,102,2022-10-19T01:54:16Z,5940000,,,0,,J. Tatum REBOUND (Off:0 Def:12),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,593.0,12.0,12.0,0.0,,,,,,,,,,,,
595,PT04M22.00S,2022-10-19T01:54:29.3Z,4,REGULAR,foul,offensive,[],1628369,,,1610612738,115,102,2022-10-19T01:54:39Z,5950000,,,0,,J. Tatum offensive FOUL (1 PF),"[1628369, 1630178]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,,,,,,101283.0,,,,,,1.0,0.0,Maxey,1630178.0,,
597,PT04M22.00S,2022-10-19T01:54:29.3Z,4,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,115,102,2022-10-19T01:54:29Z,5970000,,,0,,J. Tatum offensive foul TURNOVER (3 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,,,,,,101283.0,3.0,,,,,,,,,,
603,PT04M12.00S,2022-10-19T01:54:44.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203954,93.51182654402102,51.71568627450981,1610612755,115,102,2022-10-19T02:03:33Z,5975000,9.0,8.0,1,right,MISS J. Embiid Layup,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.21,Missed,,,,,,,,,,,,,,,,,,
604,PT04M11.00S,2022-10-19T01:54:45.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,115,102,2022-10-19T02:03:33Z,5977500,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,603.0,,,,,,,,,,,,,,,
617,PT04M11.00S,2022-10-19T01:55:23.4Z,4,REGULAR,foul,technical,['1freethrow'],1628369,,,1610612738,115,102,2022-10-19T02:14:32Z,5993750,,,0,,J. Tatum technical FOUL (1 Tech),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,101283.0,,,,,,1.0,1.0,,,,
601,PT04M11.00S,2022-10-19T01:56:02.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,115,102,2022-10-19T02:02:32Z,6010000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT04M11.00S,2022-10-19T01:59:36.0Z,4,REGULAR,freethrow,1 of 1,[],201935,,,1610612738,115,103,2022-10-19T02:02:32Z,6030000,,,0,,J. Harden technical Free Throw 1 of 1 (32 PTS),[201935],1610612755.0,PHI,technical,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,32.0,,,,,,,,,
606,PT03M57.00S,2022-10-19T02:00:01.0Z,4,REGULAR,3pt,Jump Shot,[],201143,12.302890932982917,3.6764705882352944,1610612738,115,103,2022-10-19T02:00:59Z,6040000,232.0,63.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,24.0,Missed,,,,,,,,,,,,,,,,,,
607,PT03M55.00S,2022-10-19T02:00:03.9Z,4,REGULAR,rebound,defensive,[],1630178,,,1610612755,115,103,2022-10-19T02:00:04Z,6050000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,,,,,606.0,1.0,1.0,0.0,,,,,,,,,,,,
608,PT03M44.00S,2022-10-19T02:00:14.1Z,4,REGULAR,3pt,Jump Shot,[],1630178,74.06373193166885,84.31372549019608,1610612755,115,103,2022-10-19T02:01:03Z,6060000,172.0,191.0,1,right,MISS T. Maxey 25' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,25.7,Missed,,,,,,,,,,,,,,,,,,
609,PT03M42.00S,2022-10-19T02:00:16.1Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,115,103,2022-10-19T02:01:03Z,6070000,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,608.0,5.0,4.0,1.0,,,,,,,,,,,,
610,PT03M36.00S,2022-10-19T02:00:24.2Z,4,REGULAR,foul,personal,[],201935,,,1610612738,115,103,2022-10-19T02:00:28Z,6080000,,,0,,J. Harden personal FOUL (3 PF),"[201935, 1628369]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,,,,,,1148.0,,,,,,3.0,0.0,Tatum,1628369.0,,
612,PT03M29.00S,2022-10-19T02:00:46.2Z,4,REGULAR,foul,personal,[],1630178,,,1610612738,115,103,2022-10-19T02:00:52Z,6100000,,,0,,T. Maxey personal FOUL (5 PF),"[1630178, 1627759]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,101283.0,,,,,,5.0,0.0,Brown,1627759.0,,
