actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M25.00S,2022-12-17T00:43:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,8.754927726675426,57.107843137254896,1610612753,3,0,2022-12-17T00:43:25Z,170000,False,-36.0,30.0,1,left,MISS M. Wagner driving Layup,[1629021],1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,4.63,Missed,,,,,,,,,,,,,,,,,,
18,PT10M25.00S,2022-12-17T00:43:15.7Z,1,REGULAR,rebound,offensive,[],1629626,,,1610612753,3,0,2022-12-17T00:43:25Z,180000,False,,,0,,B. Bol REBOUND (Off:1 Def:1),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,17.0,2.0,1.0,1.0,,,,,,,,
19,PT10M22.00S,2022-12-17T00:43:19.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629626,5.590000152587891,50.0,1610612753,3,2,2022-12-17T00:43:19Z,190000,False,0.0,0.0,1,left,B. Bol tip Layup (2 PTS),[1629626],1610612753.0,ORL,tip,,,Bol,B. Bol,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
20,PT10M17.00S,2022-12-17T00:43:25.6Z,1,REGULAR,3pt,Jump Shot,[],201143,67.49342969776609,51.71568627450981,1610612738,6,2,2022-12-17T00:43:37Z,200000,False,9.0,253.0,1,right,A. Horford 25' 3PT  (6 PTS) (M. Smart 2 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,25.32,Made,6.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,
22,PT10M05.00S,2022-12-17T00:43:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,9.937582128777924,44.85294117647059,1610612753,6,2,2022-12-17T00:43:48Z,220000,False,26.0,41.0,1,left,MISS M. Fultz driving reverse Layup,[1628365],1610612753.0,ORL,driving reverse,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,4.83,Missed,,,,,,,,,,,,,,,,,,
24,PT10M01.00S,2022-12-17T00:43:41.1Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,6,2,2022-12-17T00:43:48Z,240000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,
25,PT09M54.00S,2022-12-17T00:43:46.5Z,1,REGULAR,turnover,bad pass,[],1628401,,,1610612738,6,2,2022-12-17T00:43:51Z,250000,False,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 1628365]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,Fultz,1628365.0,,,,,,
26,PT09M54.00S,2022-12-17T00:43:46.5Z,1,REGULAR,steal,,[],1628365,,,1610612753,6,2,2022-12-17T00:43:47Z,260000,False,,,0,,M. Fultz STEAL (1 STL),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT09M49.00S,2022-12-17T00:43:50.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631094,11.777266754270697,60.78431372549019,1610612753,6,4,2022-12-17T00:43:57Z,270000,False,-54.0,58.0,1,left,P. Banchero 7' running Layup (2 PTS),[1631094],1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,7.93,Made,2.0,,,,,,,,,,,,,,,,,
28,PT09M32.00S,2022-12-17T00:44:08.5Z,1,REGULAR,3pt,Jump Shot,[],1627759,64.73390275952694,36.27450980392157,1610612738,6,4,2022-12-17T00:47:09Z,280000,False,-69.0,279.0,1,right,MISS J. Brown 28' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,28.73,Missed,,,,,,,,,,,,,,,,,,
29,PT09M29.00S,2022-12-17T00:44:11.5Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,6,4,2022-12-17T00:44:13Z,290000,False,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,,,28.0,1.0,0.0,1.0,,,,,,,,
30,PT09M28.00S,2022-12-17T00:44:12.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,70.25295663600527,77.45098039215686,1610612738,9,4,2022-12-17T00:44:17Z,300000,False,137.0,227.0,1,right,J. Tatum 26' 3PT  (3 PTS) (D. White 1 AST),"[1628369, 1628401]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.54,Made,3.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,
32,PT09M11.00S,2022-12-17T00:44:29.2Z,1,REGULAR,3pt,Jump Shot,[],1631094,35.167542706964525,53.18627450980392,1610612753,9,4,2022-12-17T00:44:35Z,320000,False,-16.0,278.0,1,left,MISS P. Banchero 27' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,27.86,Missed,,,,,,,,,,,,,,,,,,
33,PT09M10.00S,2022-12-17T00:44:30.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,9,4,2022-12-17T00:44:35Z,330000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,32.0,,,,,,,,,,,
35,PT09M03.00S,2022-12-17T00:44:45.3Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612738,9,4,2022-12-17T00:45:38Z,350000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1631094]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,,,,,Banchero,1631094.0,,,,,,
36,PT09M03.00S,2022-12-17T00:44:45.3Z,1,REGULAR,steal,,[],1631094,,,1610612753,9,4,2022-12-17T00:44:47Z,360000,False,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
37,PT08M59.00S,2022-12-17T00:44:49.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631094,10.726018396846255,48.03921568627451,1610612753,9,4,2022-12-17T00:44:57Z,370000,False,10.0,48.0,1,left,MISS P. Banchero Layup - blocked,"[1631094, 203935]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,4.93,Missed,,,,,,,,,,,,,Smart,203935.0,,,,
38,PT08M59.00S,2022-12-17T00:44:49.1Z,1,REGULAR,block,,[],203935,,,1610612753,9,4,2022-12-17T00:44:51Z,380000,False,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT08M56.00S,2022-12-17T00:44:52.1Z,1,REGULAR,rebound,offensive,[],1629021,,,1610612753,9,4,2022-12-17T00:44:52Z,390000,False,,,0,,M. Wagner REBOUND (Off:1 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,37.0,2.0,1.0,1.0,,,,,,,,
40,PT08M55.00S,2022-12-17T00:44:53.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629021,9.411957950065702,55.63725490196079,1610612753,9,4,2022-12-17T00:49:49Z,400000,False,-28.0,36.0,1,left,MISS M. Wagner putback Layup - blocked,"[1629021, 1628401]",1610612753.0,ORL,putback,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,4.57,Missed,,,,,,,,,,,,,White,1628401.0,,,,
41,PT08M55.00S,2022-12-17T00:44:53.2Z,1,REGULAR,block,,[],1628401,,,1610612753,9,4,2022-12-17T00:44:55Z,410000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M54.00S,2022-12-17T00:44:54.2Z,1,REGULAR,rebound,offensive,[],1629021,,,1610612753,9,4,2022-12-17T00:45:02Z,420000,False,,,0,,M. Wagner REBOUND (Off:2 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,40.0,3.0,1.0,2.0,,,,,,,,
43,PT08M54.00S,2022-12-17T00:44:57.3Z,1,REGULAR,turnover,out-of-bounds,[],1629021,,,1610612753,9,4,2022-12-17T00:48:06Z,430000,False,,,0,,M. Wagner lost ball out-of-bounds TURNOVER (1 TO),[1629021],1610612753.0,ORL,lost ball,,,Wagner,M. Wagner,,,,,Mid-Range,8-16 Left,,,,,,,1155.0,1.0,,,,,,,,,,,,
44,PT08M43.00S,2022-12-17T00:45:19.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,70.64717477003943,74.26470588235294,1610612738,12,4,2022-12-17T00:50:21Z,440000,False,121.0,223.0,1,right,J. Tatum 25' 3PT pullup (6 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.42,Made,6.0,,,,,,,,,,,,,,,,,
45,PT08M19.00S,2022-12-17T00:45:44.5Z,1,REGULAR,3pt,Jump Shot,[],1629021,34.510512483574246,62.00980392156863,1610612753,12,4,2022-12-17T00:48:44Z,450000,False,-60.0,272.0,1,left,MISS M. Wagner 27' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,27.84,Missed,,,,,,,,,,,,,,,,,,
46,PT08M16.00S,2022-12-17T00:45:47.5Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,12,4,2022-12-17T00:48:44Z,460000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,
47,PT08M04.00S,2022-12-17T00:45:57.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,95.48291721419186,50.49019607843137,1610612738,14,4,2022-12-17T00:46:03Z,470000,False,2.0,-10.0,1,right,J. Tatum driving reverse Layup (8 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.03,Made,8.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,
49,PT08M03.00S,2022-12-17T00:46:01.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,14,4,2022-12-17T00:46:01Z,490000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M54.00S,2022-12-17T00:49:10.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,12.697109067017081,64.4607843137255,1610612753,14,4,2022-12-17T00:49:26Z,500000,False,-72.0,67.0,1,left,MISS F. Wagner 9' driving Layup - blocked,"[1630532, 201143]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Left,9.85,Missed,,,,,,,,,,,,,Horford,201143.0,,,,
51,PT07M54.00S,2022-12-17T00:49:10.2Z,1,REGULAR,block,,[],201143,,,1610612753,14,4,2022-12-17T00:49:12Z,510000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
52,PT07M53.00S,2022-12-17T00:49:11.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,14,4,2022-12-17T00:49:26Z,520000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,50.0,,,,,,,,,,,
54,PT07M50.00S,2022-12-17T00:49:27.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629021,8.754927726675426,50.49019607843137,1610612753,14,6,2022-12-17T00:49:55Z,540000,False,-2.0,30.0,1,left,M. Wagner DUNK (2 PTS) (M. Fultz 1 AST),"[1629021, 1628365]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.99,Made,2.0,M. Fultz,1628365.0,1.0,,,,,,,,,,,,,,
56,PT07M50.00S,2022-12-17T00:49:33.1Z,1,REGULAR,foul,personal,['1freethrow'],1628401,,,1610612753,14,6,2022-12-17T00:49:38Z,560000,False,,,0,,D. White shooting personal FOUL (1 PF) (Wagner 1 FT),"[1628401, 1629021]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,202058.0,,,,,,,,,,1.0,0.0,Wagner,1629021.0
58,PT07M50.00S,2022-12-17T00:49:54.8Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629021,,,1610612753,14,7,2022-12-17T00:49:54Z,580000,False,,,0,,M. Wagner Free Throw 1 of 1 (3 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
59,PT07M41.00S,2022-12-17T00:50:05.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.85479632063075,63.48039215686274,1610612738,14,7,2022-12-17T00:50:10Z,590000,False,67.0,15.0,1,right,MISS J. Brown 6' driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.9,Missed,,,,,,,,,,,,,,,,,,
60,PT07M38.00S,2022-12-17T00:50:08.5Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,14,7,2022-12-17T00:50:10Z,600000,False,,,0,,B. Bol REBOUND (Off:1 Def:2),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,59.0,3.0,2.0,1.0,,,,,,,,
61,PT07M30.00S,2022-12-17T00:50:16.1Z,1,REGULAR,3pt,Jump Shot,[],1628365,16.63929040735874,97.30392156862744,1610612753,14,7,2022-12-17T00:50:29Z,610000,False,-237.0,104.0,1,left,MISS M. Fultz 25' 3PT,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
62,PT07M28.00S,2022-12-17T00:50:18.1Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,14,7,2022-12-17T00:50:29Z,620000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,61.0,3.0,3.0,0.0,,,,,,,,
63,PT07M20.00S,2022-12-17T00:50:26.3Z,1,REGULAR,3pt,Jump Shot,[],1627759,89.70105124835742,1.4705882352941175,1610612738,17,7,2022-12-17T00:50:44Z,630000,False,-243.0,44.0,1,right,J. Brown 24' 3PT  (3 PTS) (J. Tatum 1 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,24.66,Made,3.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
65,PT07M03.00S,2022-12-17T00:50:48.4Z,1,REGULAR,foul,personal,[],1627759,,,1610612753,17,7,2022-12-17T00:51:23Z,650000,False,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 1629021]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,1155.0,,,,,,,,,,1.0,0.0,Wagner,1629021.0
67,PT07M03.00S,2022-12-17T00:50:56.2Z,1,REGULAR,substitution,out,[],1628401,,,1610612753,17,7,2022-12-17T00:50:59Z,670000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M03.00S,2022-12-17T00:50:56.2Z,1,REGULAR,substitution,in,[],1629057,,,1610612753,17,7,2022-12-17T00:50:59Z,680000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M52.00S,2022-12-17T00:51:22.5Z,1,REGULAR,3pt,Jump Shot,[],1629021,26.757555847568987,16.911764705882355,1610612753,17,10,2022-12-17T00:51:31Z,690000,False,165.0,199.0,1,left,M. Wagner 25' 3PT  (6 PTS) (F. Wagner 1 AST),"[1629021, 1630532]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Right Center,25.88,Made,6.0,F. Wagner,1630532.0,1.0,,,,,,,,,,,,,,
71,PT06M29.00S,2022-12-17T00:51:45.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,85.3646517739816,39.21568627450981,1610612738,17,10,2022-12-17T00:51:51Z,710000,False,-54.0,85.0,1,right,MISS J. Tatum 10' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Left,10.07,Missed,,,,,,,,,,,,,,,,,,
72,PT06M26.00S,2022-12-17T00:51:48.1Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,17,10,2022-12-17T00:51:51Z,720000,False,,,0,,B. Bol REBOUND (Off:1 Def:3),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,71.0,4.0,3.0,1.0,,,,,,,,
73,PT06M25.00S,2022-12-17T00:51:50.7Z,1,REGULAR,turnover,out-of-bounds,[],1629626,,,1610612753,17,10,2022-12-17T00:51:58Z,730000,False,,,0,,B. Bol bad pass out-of-bounds TURNOVER (1 TO),[1629626],1610612753.0,ORL,bad pass,,,Bol,B. Bol,,,,,Mid-Range,8-16 Left,,,,,,,202058.0,1.0,,,,,,,,,,,,
74,PT06M17.00S,2022-12-17T00:52:06.7Z,1,REGULAR,foul,offensive,[],1629057,,,1610612738,17,10,2022-12-17T00:52:16Z,740000,False,,,0,,R. Williams III offensive FOUL (1 PF),"[1629057, 1630532]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Right Center,,,,,,,1628482.0,,,,,,,,,,1.0,0.0,Wagner,1630532.0
76,PT06M17.00S,2022-12-17T00:52:06.7Z,1,REGULAR,turnover,offensive foul,[],1629057,,,1610612738,17,10,2022-12-17T00:52:06Z,760000,False,,,0,,R. Williams III offensive foul TURNOVER (1 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Right Center,,,,,,,1628482.0,1.0,,,,,,,,,,,,
77,PT06M17.00S,2022-12-17T00:52:14.1Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,17,10,2022-12-17T00:52:18Z,770000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M17.00S,2022-12-17T00:52:14.1Z,1,REGULAR,substitution,in,[],203082,,,1610612753,17,10,2022-12-17T00:52:18Z,780000,False,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M05.00S,2022-12-17T00:52:38.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631094,35.69316688567674,45.09803921568628,1610612753,17,10,2022-12-17T00:53:14Z,790000,False,25.0,283.0,1,left,MISS P. Banchero 28' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,28.41,Missed,,,,,,,,,,,,,,,,,,
80,PT06M00.00S,2022-12-17T00:52:43.0Z,1,REGULAR,rebound,offensive,[],1628365,,,1610612753,17,10,2022-12-17T00:53:14Z,800000,False,,,0,,M. Fultz REBOUND (Off:1 Def:0),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Center,,,,,,,,,79.0,1.0,0.0,1.0,,,,,,,,
81,PT05M58.00S,2022-12-17T00:52:44.3Z,1,REGULAR,foul,personal,['2freethrow'],201143,,,1610612753,17,10,2022-12-17T00:52:55Z,810000,False,,,0,,A. Horford shooting personal FOUL (1 PF) (Banchero 2 FT),"[201143, 1631094]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,1628482.0,,,,,,,,,,1.0,0.0,Banchero,1631094.0
83,PT05M58.00S,2022-12-17T00:53:16.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1631094,,,1610612753,17,11,2022-12-17T00:55:46Z,830000,False,,,0,,P. Banchero Free Throw 1 of 2 (3 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
86,PT05M58.00S,2022-12-17T00:53:16.3Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1631094,,,1610612753,17,11,2022-12-17T00:55:46Z,835000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
87,PT05M58.00S,2022-12-17T00:53:16.3Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,17,11,2022-12-17T00:55:46Z,837500,False,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,
84,PT05M58.00S,2022-12-17T00:53:17.1Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,17,11,2022-12-17T00:55:46Z,840000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
