actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M47.00S,2023-03-31T23:42:47.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,3,0,2023-03-31T23:42:54Z,170000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,
18,PT10M40.00S,2023-03-31T23:42:55.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,32.670827858081466,38.970588235294116,1610612738,3,0,2023-03-31T23:43:04Z,180000,False,55.0,255.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,26.05,Missed,,,,,,,,,,,,
19,PT10M38.00S,2023-03-31T23:42:57.2Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612762,3,0,2023-03-31T23:43:04Z,190000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Center,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,
20,PT10M23.00S,2023-03-31T23:43:11.4Z,1,REGULAR,turnover,lost ball,[],203482,,,1610612762,3,0,2023-03-31T23:45:02Z,200000,False,,,0,,K. Olynyk lost ball TURNOVER (1 TO),"[203482, 203935]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Right,,,,,,1.0,,,,,,,,,,,Smart,203935.0,,
21,PT10M23.00S,2023-03-31T23:43:11.4Z,1,REGULAR,steal,,[],203935,,,1610612738,3,0,2023-03-31T23:43:14Z,210000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
22,PT10M21.00S,2023-03-31T23:43:17.2Z,1,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,3,0,2023-03-31T23:43:24Z,220000,False,,,0,,M. Smart bad pass out-of-bounds TURNOVER (1 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,Mid-Range,8-16 Right,202026.0,,,,,1.0,,,,,,,,,,,,,,
23,PT10M16.00S,2023-03-31T23:43:29.9Z,1,REGULAR,turnover,out-of-bounds,[],1629659,,,1610612762,3,0,2023-03-31T23:43:35Z,230000,False,,,0,,T. Horton-Tucker bad pass out-of-bounds TURNOVER (1 TO),[1629659],1610612762.0,UTA,bad pass,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,203592.0,,,,,1.0,,,,,,,,,,,,,,
24,PT10M04.00S,2023-03-31T23:43:51.9Z,1,REGULAR,foul,personal,['2freethrow'],1630534,,,1610612738,3,0,2023-03-31T23:44:08Z,240000,False,,,0,,O. Agbaji shooting personal FOUL (2 PF) (White 2 FT),"[1630534, 1628401]",1610612762.0,UTA,shooting,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,202026.0,2.0,0.0,White,1628401.0,,,,,,,,,,,,,,,
26,PT10M04.00S,2023-03-31T23:44:17.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628401,,,1610612738,4,0,2023-03-31T23:44:17Z,260000,False,,,0,,D. White Free Throw 1 of 2 (4 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,
27,PT10M04.00S,2023-03-31T23:44:34.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628401,,,1610612738,5,0,2023-03-31T23:44:34Z,270000,False,,,0,,D. White Free Throw 2 of 2 (5 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,
28,PT09M52.00S,2023-03-31T23:44:47.6Z,1,REGULAR,3pt,Jump Shot,[],1631323,68.15045992115637,63.725490196078425,1610612762,5,0,2023-03-31T23:44:56Z,280000,False,69.0,247.0,1,right,MISS S. Fontecchio 25' 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,,,,,,,25.63,Missed,,,,,,,,,,,,
29,PT09M51.00S,2023-03-31T23:44:48.6Z,1,REGULAR,rebound,defensive,[],201933,,,1610612738,5,0,2023-03-31T23:44:56Z,290000,False,,,0,,B. Griffin REBOUND (Off:0 Def:2),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Center,,,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,
30,PT09M41.00S,2023-03-31T23:44:58.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,14.4053876478318,41.17647058823529,1610612738,5,0,2023-03-31T23:45:52Z,300000,False,44.0,83.0,1,left,MISS J. Brown 9' pullup Shot - blocked,"[1627759, 1631117]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.39,Missed,,,,,,,,,,,Kessler,1631117.0
31,PT09M41.00S,2023-03-31T23:44:58.5Z,1,REGULAR,block,,[],1631117,,,1610612738,5,0,2023-03-31T23:45:01Z,310000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M40.00S,2023-03-31T23:44:59.5Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,5,0,2023-03-31T23:45:09Z,320000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,
33,PT09M33.00S,2023-03-31T23:45:05.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631117,91.27792378449409,44.85294117647059,1610612762,5,0,2023-03-31T23:46:15Z,330000,False,-26.0,29.0,1,right,MISS W. Kessler running alley-oop Layup,[1631117],1610612762.0,UTA,running alley-oop,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,3.91,Missed,,,,,,,,,,,,
34,PT09M32.00S,2023-03-31T23:45:06.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,5,0,2023-03-31T23:45:16Z,340000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,
35,PT09M22.00S,2023-03-31T23:45:17.3Z,1,REGULAR,3pt,Jump Shot,[],203935,24.129434954007884,88.72549019607843,1610612738,5,0,2023-03-31T23:45:23Z,350000,False,-194.0,174.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,,26.05,Missed,,,,,,,,,,,,
36,PT09M21.00S,2023-03-31T23:45:18.3Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612762,5,0,2023-03-31T23:45:23Z,360000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:2),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,
37,PT09M10.00S,2023-03-31T23:45:29.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,93.11760840998686,53.67647058823529,1610612762,5,2,2023-04-01T00:38:23Z,370000,False,18.0,12.0,1,right,W. Kessler DUNK (2 PTS) (T. Horton-Tucker 1 AST),"[1631117, 1629659]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,2.21,Made,,,,,2.0,T. Horton-Tucker,1629659.0,1.0,,,,
39,PT08M48.00S,2023-03-31T23:45:50.5Z,1,REGULAR,3pt,Jump Shot,[],203935,7.966491458607096,95.58823529411765,1610612738,5,2,2023-03-31T23:45:57Z,390000,False,-228.0,22.0,1,left,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,,,,,,,22.9,Missed,,,,,,,,,,,,
40,PT08M47.00S,2023-03-31T23:45:51.5Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,5,2,2023-03-31T23:45:57Z,400000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:3),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Left Corner 3,24+ Left,,,,,,,,,39.0,3.0,3.0,0.0,,,,,,,,
41,PT08M40.00S,2023-03-31T23:45:59.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203482,81.553876478318,94.85294117647058,1610612762,5,2,2023-03-31T23:47:17Z,410000,False,224.0,121.0,1,right,MISS K. Olynyk 25' running 3PT,[203482],1610612762.0,UTA,running,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,,25.48,Missed,,,,,,,,,,,,
42,PT08M39.00S,2023-03-31T23:46:00.3Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,5,2,2023-03-31T23:46:07Z,420000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,41.0,3.0,3.0,0.0,,,,,,,,
43,PT08M32.00S,2023-03-31T23:46:10.5Z,1,REGULAR,foul,personal,['2freethrow'],203482,,,1610612738,5,2,2023-03-31T23:46:28Z,430000,False,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Tatum 2 FT),"[203482, 1628369]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,1146.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
45,PT08M32.00S,2023-03-31T23:46:38.2Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,6,2,2023-03-31T23:46:38Z,450000,False,,,0,,J. Tatum Free Throw 1 of 2 (1 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,
46,PT08M32.00S,2023-03-31T23:46:39.2Z,1,REGULAR,substitution,out,[],201933,,,1610612738,6,2,2023-03-31T23:46:50Z,460000,False,,,0,,SUB out: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M32.00S,2023-03-31T23:46:39.2Z,1,REGULAR,substitution,out,[],203935,,,1610612738,6,2,2023-03-31T23:46:50Z,470000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M32.00S,2023-03-31T23:46:39.2Z,1,REGULAR,substitution,in,[],1627763,,,1610612738,6,2,2023-03-31T23:46:50Z,480000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M32.00S,2023-03-31T23:46:39.2Z,1,REGULAR,substitution,in,[],1628436,,,1610612738,6,2,2023-03-31T23:46:50Z,490000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M32.00S,2023-03-31T23:46:58.6Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,7,2,2023-03-31T23:46:58Z,500000,False,,,0,,J. Tatum Free Throw 2 of 2 (2 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,
51,PT08M20.00S,2023-03-31T23:47:12.6Z,1,REGULAR,2pt,Jump Shot,[],1629659,85.3646517739816,68.13725490196079,1610612762,7,2,2023-03-31T23:47:21Z,510000,False,91.0,85.0,1,right,MISS T. Horton-Tucker 12' driving floating Shot,[1629659],1610612762.0,UTA,driving floating,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,8-16 Right,,,,,,,12.44,Missed,,,,,,,,,,,,
52,PT08M19.00S,2023-03-31T23:47:13.6Z,1,REGULAR,rebound,offensive,[],1629659,,,1610612762,7,2,2023-03-31T23:47:21Z,520000,False,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:2),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,8-16 Right,,,,,,,,,51.0,3.0,2.0,1.0,,,,,,,,
53,PT08M18.00S,2023-03-31T23:47:17.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629659,84.70762155059133,58.57843137254902,1610612762,7,2,2023-03-31T23:47:34Z,530000,False,43.0,91.0,1,right,MISS T. Horton-Tucker 10' floating Shot,[1629659],1610612762.0,UTA,floating,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,10.08,Missed,,,,,,,,,,,,
54,PT08M16.00S,2023-03-31T23:47:19.6Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612738,7,2,2023-03-31T23:47:34Z,540000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,
55,PT08M04.00S,2023-03-31T23:47:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.674770039421814,44.85294117647059,1610612738,9,2,2023-03-31T23:47:39Z,550000,False,26.0,38.0,1,left,J. Tatum Layup (4 PTS) (D. White 1 AST),"[1628369, 1628401]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.62,Made,,,,,4.0,D. White,1628401.0,1.0,,,,
57,PT07M53.00S,2023-03-31T23:47:38.9Z,1,REGULAR,3pt,Jump Shot,[],1631323,68.67608409986859,23.52941176470588,1610612762,9,5,2023-03-31T23:47:44Z,570000,False,-132.0,242.0,1,right,S. Fontecchio 27' 3PT  (3 PTS) (T. Horton-Tucker 2 AST),"[1631323, 1629659]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,,,,27.58,Made,,,,,3.0,T. Horton-Tucker,1629659.0,2.0,,,,
59,PT07M36.00S,2023-03-31T23:47:56.0Z,1,REGULAR,3pt,Jump Shot,[],1628401,6.389618922470433,97.79411764705883,1610612738,9,5,2023-03-31T23:48:01Z,590000,False,-239.0,8.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,,,,,23.91,Missed,,,,,,,,,,,,
60,PT07M35.00S,2023-03-31T23:47:57.0Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612762,9,5,2023-03-31T23:48:01Z,600000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,,,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,
61,PT07M28.00S,2023-03-31T23:48:03.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631323,92.9862023653088,52.450980392156865,1610612762,9,7,2023-03-31T23:48:09Z,610000,False,12.0,13.0,1,right,S. Fontecchio running Layup (5 PTS),[1631323],1610612762.0,UTA,running,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,,,,,1.82,Made,,,,,5.0,,,,,,,
62,PT07M14.00S,2023-03-31T23:48:20.1Z,1,REGULAR,foul,offensive,[],1627759,,,1610612738,9,7,2023-03-31T23:48:43Z,620000,False,,,0,,J. Brown charge offensive FOUL (1 PF),"[1627759, 1629659]",1610612738.0,BOS,charge,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,202026.0,1.0,0.0,Horton-Tucker,1629659.0,,,,,,,,,,,,,,,
64,PT07M14.00S,2023-03-31T23:48:20.1Z,1,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,9,7,2023-03-31T23:48:43Z,640000,False,,,0,,J. Brown offensive foul TURNOVER (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,202026.0,,,,,1.0,,,,,,,,,,,,,,
65,PT07M04.00S,2023-03-31T23:48:51.7Z,1,REGULAR,turnover,out-of-bounds,[],203482,,,1610612762,9,7,2023-03-31T23:48:56Z,650000,False,,,0,,K. Olynyk lost ball out-of-bounds TURNOVER (2 TO),[203482],1610612762.0,UTA,lost ball,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,202026.0,,,,,2.0,,,,,,,,,,,,,,
66,PT06M50.00S,2023-03-31T23:49:09.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628401,18.659658344283837,36.29748774509804,1610612738,11,7,2023-03-31T23:49:14Z,660000,False,69.0,123.0,1,left,D. White 14' driving floating Jump Shot (7 PTS) (J. Tatum 1 AST),"[1628401, 1628369]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,14.07,Made,,,,,7.0,J. Tatum,1628369.0,1.0,,,,
68,PT06M40.00S,2023-03-31T23:49:20.2Z,1,REGULAR,3pt,Jump Shot,[],1631323,77.08607095926413,9.313725490196079,1610612762,11,7,2023-03-31T23:49:29Z,680000,False,-203.0,163.0,1,right,MISS S. Fontecchio 26' 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,,,,26.06,Missed,,,,,,,,,,,,
69,PT06M38.00S,2023-03-31T23:49:22.2Z,1,REGULAR,rebound,offensive,[],203482,,,1610612762,11,7,2023-03-31T23:49:29Z,690000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:3),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,68.0,4.0,3.0,1.0,,,,,,,,
70,PT06M35.00S,2023-03-31T23:49:25.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203482,89.48751642575559,51.74249387254902,1610612762,11,7,2023-03-31T23:49:38Z,700000,False,9.0,46.0,1,right,MISS K. Olynyk Hook,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.71,Missed,,,,,,,,,,,,
71,PT06M34.00S,2023-03-31T23:49:26.4Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,11,7,2023-03-31T23:49:38Z,710000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,70.0,4.0,4.0,0.0,,,,,,,,
72,PT06M27.00S,2023-03-31T23:49:34.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,13.091327201051248,41.66666666666667,1610612738,11,7,2023-03-31T23:49:51Z,720000,False,42.0,71.0,1,left,MISS J. Tatum 8' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,8.2,Missed,,,,,,,,,,,,
73,PT06M26.00S,2023-03-31T23:49:35.3Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,11,7,2023-03-31T23:49:51Z,730000,False,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,72.0,5.0,4.0,1.0,,,,,,,,
74,PT06M25.00S,2023-03-31T23:49:39.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628369,9.674770039421814,44.6078431372549,1610612738,13,7,2023-03-31T23:50:03Z,740000,False,27.0,38.0,1,left,J. Tatum floating Jump Shot (6 PTS),[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.69,Made,,,,,6.0,,,,,,,
75,PT06M25.00S,2023-03-31T23:50:06.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,13,7,2023-03-31T23:50:06Z,750000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M09.00S,2023-03-31T23:52:54.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631323,81.94809461235218,34.80392156862745,1610612762,13,9,2023-03-31T23:52:59Z,760000,False,-76.0,117.0,1,right,S. Fontecchio 13' driving floating Jump Shot (7 PTS),[1631323],1610612762.0,UTA,driving floating,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,13.97,Made,,,,,7.0,,,,,,,
77,PT05M53.00S,2023-03-31T23:53:10.7Z,1,REGULAR,2pt,Jump Shot,[],1627759,21.632720105124836,45.34313725490196,1610612738,15,9,2023-03-31T23:53:14Z,770000,False,23.0,151.0,1,left,J. Brown 15' driving floating Jump Shot (2 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,,,,,,,15.26,Made,,,,,2.0,,,,,,,
78,PT05M40.00S,2023-03-31T23:53:23.7Z,1,REGULAR,3pt,Jump Shot,[],1630534,82.34231274638634,91.91176470588235,1610612762,15,12,2023-03-31T23:54:13Z,780000,False,210.0,113.0,1,right,O. Agbaji 3PT pullup (3 PTS) (W. Kessler 1 AST),"[1630534, 1631117]",1610612762.0,UTA,pullup,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,,,,,,,23.84,Made,,,,,3.0,W. Kessler,1631117.0,1.0,,,,
