actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
423,PT05M31.00S,2022-10-30T23:34:13.6Z,3,REGULAR,steal,,[],1628369,,,1610612738,72,56,2022-10-30T23:34:15Z,4180000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
424,PT05M24.00S,2022-10-30T23:34:21.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,9.674770039421814,37.5,1610612738,72,56,2022-10-30T23:34:28Z,4190000,62.0,38.0,1,left,MISS J. Tatum 7' driving Layup - blocked,"[1628369, 204001]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,7.34,Missed,,,,,,,,,,,,,,Porzingis,204001.0,,,
425,PT05M24.00S,2022-10-30T23:34:21.0Z,3,REGULAR,block,,[],204001,,,1610612738,72,56,2022-10-30T23:34:23Z,4200000,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
426,PT05M21.00S,2022-10-30T23:34:24.0Z,3,REGULAR,rebound,defensive,[],1630264,,,1610612764,72,56,2022-10-30T23:34:34Z,4210000,,,0,,A. Gill REBOUND (Off:3 Def:2),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,424.0,5.0,2.0,3.0,,,,,,,,,,
427,PT05M09.00S,2022-10-30T23:34:35.0Z,3,REGULAR,3pt,Jump Shot,[],1629060,69.99014454664915,25.0,1610612764,72,59,2022-10-30T23:34:40Z,4220000,-125.0,230.0,1,right,R. Hachimura 26' 3PT  (12 PTS) (B. Beal 7 AST),"[1629060, 203078]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,26.14,Made,12.0,B. Beal,203078.0,7.0,,,,,,,,,,,,,,
429,PT04M51.00S,2022-10-30T23:34:52.9Z,3,REGULAR,2pt,Jump Shot,[],1627759,21.632720105124836,24.509803921568626,1610612738,72,59,2022-10-30T23:34:57Z,4240000,127.0,151.0,1,left,MISS J. Brown 19' pullup Shot - blocked,"[1627759, 204001]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,19.75,Missed,,,,,,,,,,,,,,Porzingis,204001.0,,,
430,PT04M51.00S,2022-10-30T23:34:52.9Z,3,REGULAR,block,,[],204001,,,1610612738,72,59,2022-10-30T23:34:55Z,4250000,,,0,,K. Porzingis BLOCK (2 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
431,PT04M49.00S,2022-10-30T23:34:54.9Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612764,72,59,2022-10-30T23:34:57Z,4260000,,,0,,R. Hachimura REBOUND (Off:3 Def:6),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right Center,,,,,,,429.0,9.0,6.0,3.0,,,,,,,,,,
432,PT04M46.00S,2022-10-30T23:35:00.2Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612764,72,59,2022-10-30T23:35:06Z,4270000,,,0,,J. Brown shooting personal FOUL (1 PF) (Hachimura 2 FT),"[1627759, 1629060]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627964.0,1.0,0.0,Hachimura,1629060.0,,,,,
434,PT04M46.00S,2022-10-30T23:35:24.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629060,,,1610612764,72,60,2022-10-30T23:35:24Z,4290000,,,0,,R. Hachimura Free Throw 1 of 2 (13 PTS),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
435,PT04M46.00S,2022-10-30T23:35:25.3Z,3,REGULAR,substitution,out,[],1630264,,,1610612764,72,60,2022-10-30T23:35:34Z,4300000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M46.00S,2022-10-30T23:35:25.3Z,3,REGULAR,substitution,in,[],203115,,,1610612764,72,60,2022-10-30T23:35:34Z,4310000,,,0,,SUB in: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M46.00S,2022-10-30T23:35:24.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629060,,,1610612764,72,60,2022-10-30T23:35:50Z,4320000,,,0,,MISS R. Hachimura Free Throw 2 of 2,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
438,PT04M44.00S,2022-10-30T23:35:26.5Z,3,REGULAR,rebound,offensive,[],204001,,,1610612764,72,60,2022-10-30T23:35:50Z,4330000,,,0,,K. Porzingis REBOUND (Off:7 Def:5),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,437.0,12.0,5.0,7.0,,,,,,,,,,
439,PT04M40.00S,2022-10-30T23:35:51.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203078,81.52102496714849,68.87254901960785,1610612764,72,60,2022-10-30T23:36:27Z,4340000,94.0,121.0,1,right,MISS B. Beal 15' pullup Shot,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,Mid-Range,8-16 Right,15.36,Missed,,,,,,,,,,,,,,,,,,
440,PT04M37.00S,2022-10-30T23:35:54.9Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,72,60,2022-10-30T23:35:57Z,4350000,,,0,,A. Horford REBOUND (Off:2 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,439.0,8.0,6.0,2.0,,,,,,,,,,
441,PT04M32.00S,2022-10-30T23:36:01.1Z,3,REGULAR,foul,personal,['2freethrow'],203115,,,1610612738,72,60,2022-10-30T23:36:13Z,4360000,,,0,,W. Barton shooting personal FOUL (1 PF) (Brogdon 2 FT),"[203115, 1627763]",1610612764.0,WAS,shooting,,,Barton,W. Barton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1627964.0,1.0,0.0,Brogdon,1627763.0,,,,,
443,PT04M32.00S,2022-10-30T23:36:23.3Z,3,REGULAR,freethrow,1 of 2,[],1627763,,,1610612738,73,60,2022-10-30T23:36:23Z,4380000,,,0,,M. Brogdon Free Throw 1 of 2 (8 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
444,PT04M32.00S,2022-10-30T23:36:23.6Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,73,60,2022-10-30T23:36:26Z,4390000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M32.00S,2022-10-30T23:36:23.6Z,3,REGULAR,substitution,in,[],1630573,,,1610612738,73,60,2022-10-30T23:36:26Z,4400000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M32.00S,2022-10-30T23:36:35.6Z,3,REGULAR,substitution,out,[],204001,,,1610612738,73,60,2022-10-30T23:36:42Z,4410000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M32.00S,2022-10-30T23:36:35.6Z,3,REGULAR,substitution,in,[],1629655,,,1610612738,73,60,2022-10-30T23:36:42Z,4420000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M32.00S,2022-10-30T23:36:53.7Z,3,REGULAR,freethrow,2 of 2,[],1627763,,,1610612738,74,60,2022-10-30T23:36:53Z,4430000,,,0,,M. Brogdon Free Throw 2 of 2 (9 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
449,PT04M14.00S,2022-10-30T23:37:13.2Z,3,REGULAR,3pt,Jump Shot,[],1630692,71.30420499342969,22.54901960784314,1610612764,74,60,2022-10-30T23:37:51Z,4440000,-137.0,217.0,1,right,MISS J. Goodwin 25' pullup 3PT,[1630692],1610612764.0,WAS,pullup,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,25.7,Missed,,,,,,,,,,,,,,,,,,
450,PT04M10.00S,2022-10-30T23:37:17.3Z,3,REGULAR,rebound,offensive,[],1629655,,,1610612764,74,60,2022-10-30T23:37:17Z,4450000,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Left Center,,,,,,,449.0,1.0,0.0,1.0,,,,,,,,,,
612,PT04M08.00S,2022-10-30T23:37:24.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612764,74,60,2022-10-31T00:07:51Z,4472500,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204059.0,,,,,,,,,
455,PT03M58.00S,2022-10-30T23:37:47.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630692,,,1610612738,74,60,2022-10-30T23:37:57Z,4500000,,,0,,J. Goodwin shooting personal FOUL (1 PF) (Brogdon 2 FT),"[1630692, 1627763]",1610612764.0,WAS,shooting,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203593.0,1.0,0.0,Brogdon,1627763.0,,,,,
457,PT03M58.00S,2022-10-30T23:38:12.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627763,,,1610612738,75,60,2022-10-30T23:38:12Z,4520000,,,0,,M. Brogdon Free Throw 1 of 2 (10 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
458,PT03M58.00S,2022-10-30T23:38:12.8Z,3,REGULAR,substitution,out,[],201143,,,1610612738,75,60,2022-10-30T23:38:18Z,4530000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M58.00S,2022-10-30T23:38:12.8Z,3,REGULAR,substitution,in,[],1628436,,,1610612738,75,60,2022-10-30T23:38:18Z,4540000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M58.00S,2022-10-30T23:38:30.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627763,,,1610612738,76,60,2022-10-30T23:38:30Z,4550000,,,0,,M. Brogdon Free Throw 2 of 2 (11 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
461,PT03M38.00S,2022-10-30T23:38:52.1Z,3,REGULAR,2pt,Jump Shot,[],1629060,79.97700394218134,22.794117647058822,1610612764,76,60,2022-10-30T23:41:34Z,4560000,-136.0,136.0,1,right,MISS R. Hachimura 19' step back Shot,[1629060],1610612764.0,WAS,step back,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Left Center,19.21,Missed,,,,,,,,,,,,,,,,,,
462,PT03M36.00S,2022-10-30T23:38:54.1Z,3,REGULAR,rebound,defensive,[],1630573,,,1610612738,76,60,2022-10-30T23:38:56Z,4570000,,,0,,S. Hauser REBOUND (Off:0 Def:3),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Left Center,,,,,,,461.0,3.0,3.0,0.0,,,,,,,,,,
463,PT03M29.00S,2022-10-30T23:39:04.4Z,3,REGULAR,foul,offensive,[],1628436,,,1610612738,76,60,2022-10-30T23:39:19Z,4580000,,,0,,L. Kornet offensive FOUL (2 PF),"[1628436, 1629655]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627964.0,2.0,1.0,Gafford,1629655.0,,,,,
465,PT03M29.00S,2022-10-30T23:39:04.4Z,3,REGULAR,turnover,offensive foul,[],1628436,,,1610612738,76,60,2022-10-30T23:39:04Z,4600000,,,0,,L. Kornet offensive foul TURNOVER (1 TO),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627964.0,,,,,,,1.0,,
466,PT03M11.00S,2022-10-30T23:39:36.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630692,83.65637319316689,56.127450980392155,1610612764,76,62,2022-10-30T23:39:41Z,4610000,31.0,101.0,1,right,J. Goodwin 10' floating Jump Shot (4 PTS),[1630692],1610612764.0,WAS,floating,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Center,10.56,Made,4.0,,,,,,,,,,,,,,,,,
467,PT02M51.00S,2022-10-30T23:39:56.0Z,3,REGULAR,2pt,Jump Shot,[],1627763,22.683968462549277,34.55882352941176,1610612738,78,62,2022-10-30T23:40:00Z,4620000,77.0,161.0,1,left,M. Brogdon 17' fadeaway Jump Shot (13 PTS),[1627763],1610612738.0,BOS,fadeaway,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Right Center,17.83,Made,13.0,,,,,,,,,,,,,,,,,
468,PT02M29.00S,2022-10-30T23:40:19.3Z,3,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612764,78,62,2022-10-30T23:40:26Z,4630000,,,0,,L. Kornet shooting personal FOUL (3 PF) (Beal 2 FT),"[1628436, 203078]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203593.0,3.0,1.0,Beal,203078.0,,,,,
470,PT02M29.00S,2022-10-30T23:41:00.9Z,3,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,78,63,2022-10-30T23:41:00Z,4650000,,,0,,B. Beal Free Throw 1 of 2 (1 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
471,PT02M29.00S,2022-10-30T23:41:19.6Z,3,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,78,64,2022-10-30T23:41:19Z,4660000,,,0,,B. Beal Free Throw 2 of 2 (2 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
472,PT02M19.00S,2022-10-30T23:41:30.8Z,3,REGULAR,3pt,Jump Shot,[],1627763,33.722076215505915,46.81372549019608,1610612738,81,64,2022-10-30T23:41:35Z,4670000,16.0,264.0,1,left,M. Brogdon 26' 3PT  (16 PTS) (L. Kornet 3 AST),"[1627763, 1628436]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,26.5,Made,16.0,L. Kornet,1628436.0,3.0,,,,,,,,,,,,,,
473,PT02M00.00S,2022-10-30T23:41:50.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,85.89027595269383,53.92156862745098,1610612764,81,64,2022-10-30T23:42:13Z,4680000,20.0,80.0,1,right,MISS B. Beal 8' driving floating Shot,[203078],1610612764.0,WAS,driving floating,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,8.25,Missed,,,,,,,,,,,,,,,,,,
475,PT02M00.00S,2022-10-30T23:41:50.1Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,81,64,2022-10-30T23:42:03Z,4690000,,,0,,J. Brown REBOUND (Off:0 Def:9),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,473.0,9.0,9.0,0.0,,,,,,,,,,
476,PT01M49.00S,2022-10-30T23:42:01.3Z,3,REGULAR,3pt,Jump Shot,[],1627759,34.510512483574246,45.34313725490196,1610612738,84,64,2022-10-30T23:42:06Z,4700000,23.0,272.0,1,left,J. Brown 27' 3PT  (24 PTS) (G. Williams 1 AST),"[1627759, 1629684]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,27.29,Made,24.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,,,
478,PT01M31.00S,2022-10-30T23:42:19.7Z,3,REGULAR,2pt,Jump Shot,[],1629060,77.4802890932983,69.6078431372549,1610612764,84,64,2022-10-30T23:42:24Z,4720000,98.0,159.0,1,right,MISS R. Hachimura 18' Jump Shot,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right Center,18.69,Missed,,,,,,,,,,,,,,,,,,
479,PT01M27.00S,2022-10-30T23:42:23.7Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,84,64,2022-10-30T23:42:24Z,4730000,,,0,,J. Brown REBOUND (Off:0 Def:10),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,478.0,10.0,10.0,0.0,,,,,,,,,,
480,PT01M15.00S,2022-10-30T23:42:34.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.674770039421814,42.15686274509804,1610612738,84,64,2022-10-30T23:42:40Z,4740000,39.0,38.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.49,Missed,,,,,,,,,,,,,,,,,,
481,PT01M12.00S,2022-10-30T23:42:37.6Z,3,REGULAR,rebound,defensive,[],1630692,,,1610612764,84,64,2022-10-30T23:42:40Z,4750000,,,0,,J. Goodwin REBOUND (Off:0 Def:2),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,480.0,2.0,2.0,0.0,,,,,,,,,,
482,PT01M04.00S,2022-10-30T23:42:45.8Z,3,REGULAR,2pt,Jump Shot,[],203078,79.188567674113,71.32352941176471,1610612764,84,66,2022-10-30T23:42:51Z,4760000,107.0,143.0,1,right,B. Beal 17' step back Jump Shot (4 PTS),[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right Center,17.84,Made,4.0,,,,,,,,,,,,,,,,,
484,PT00M42.40S,2022-10-30T23:43:13.5Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,84,66,2022-10-30T23:43:18Z,4780000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT00M42.40S,2022-10-30T23:43:13.5Z,3,REGULAR,substitution,in,[],203935,,,1610612738,84,66,2022-10-30T23:43:18Z,4790000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT00M42.40S,2022-10-30T23:43:24.1Z,3,REGULAR,substitution,out,[],203078,,,1610612738,84,66,2022-10-30T23:43:27Z,4800000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT00M42.40S,2022-10-30T23:43:24.1Z,3,REGULAR,substitution,in,[],1628420,,,1610612738,84,66,2022-10-30T23:43:27Z,4810000,,,0,,SUB in: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT00M40.00S,2022-10-30T23:43:38.0Z,3,REGULAR,3pt,Jump Shot,[],1630573,29.25427069645204,83.33333333333334,1610612738,87,66,2022-10-30T23:43:42Z,4820000,-167.0,222.0,1,left,S. Hauser 27' 3PT  (6 PTS) (M. Brogdon 3 AST),"[1630573, 1627763]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,27.8,Made,6.0,M. Brogdon,1627763.0,3.0,,,,,,,,,,,,,,
490,PT00M34.30S,2022-10-30T23:43:46.2Z,3,REGULAR,3pt,Jump Shot,[],1628420,69.85873850197109,23.52941176470588,1610612764,87,66,2022-10-30T23:51:55Z,4840000,-132.0,231.0,1,right,MISS M. Morris 26' pullup 3PT,[1628420],1610612764.0,WAS,pullup,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,26.61,Missed,,,,,,,,,,,,,,,,,,
491,PT00M31.20S,2022-10-30T23:43:49.3Z,3,REGULAR,rebound,defensive,[],1630573,,,1610612738,87,66,2022-10-30T23:43:53Z,4850000,,,0,,S. Hauser REBOUND (Off:0 Def:4),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,,490.0,4.0,4.0,0.0,,,,,,,,,,
493,PT00M09.60S,2022-10-30T23:44:25.8Z,3,REGULAR,3pt,Jump Shot,[],203935,14.668199737187912,96.56862745098039,1610612738,87,66,2022-10-30T23:52:48Z,4870000,-233.0,85.0,1,left,MISS M. Smart 24' fadeaway 3PT,[203935],1610612738.0,BOS,fadeaway,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,24.8,Missed,,,,,,,,,,,,,,,,,,
494,PT00M07.40S,2022-10-30T23:44:28.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,87,66,2022-10-30T23:44:33Z,4880000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,493.0,,,,,,,,,,,,,
495,PT00M07.40S,2022-10-30T23:44:31.4Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612738,87,66,2022-10-30T23:44:36Z,4890000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627964.0,,,,,,,,,
497,PT00M01.90S,2022-10-30T23:44:52.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203115,89.04402102496715,36.029411764705884,1610612764,87,68,2022-10-30T23:53:31Z,4910000,-70.0,50.0,1,right,W. Barton 8' driving floating bank Jump Shot (4 PTS),[203115],1610612764.0,WAS,driving floating bank,,,Barton,W. Barton,,,,,In The Paint (Non-RA),8-16 Left,8.62,Made,4.0,,,,,,,,,,,,,,,,,
498,PT00M00.00S,2022-10-30T23:44:57.9Z,3,REGULAR,3pt,Jump Shot,[],1629684,58.03219448094612,64.70588235294117,1610612738,87,68,2022-10-30T23:53:52Z,4920000,-74.0,493.0,1,left,MISS G. Williams 49' running 3PT,[1629684],1610612738.0,BOS,running,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,49.84,Missed,,,,,,,,,,,,,,,,,,
499,PT00M00.00S,2022-10-30T23:45:00.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,87,68,2022-10-30T23:45:00Z,4930000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,498.0,,,,,,,,,,,,,
500,PT00M00.00S,2022-10-30T23:45:02.1Z,3,REGULAR,period,end,[],0,,,1610612738,87,68,2022-10-30T23:45:02Z,4940000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2022-10-30T23:47:23.2Z,4,REGULAR,substitution,out,['startperiod'],203115,,,1610612738,87,68,2022-10-30T23:47:35Z,4950000,,,0,,SUB out: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2022-10-30T23:47:23.2Z,4,REGULAR,substitution,in,['startperiod'],1630166,,,1610612738,87,68,2022-10-30T23:47:35Z,4960000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2022-10-30T23:47:38.4Z,4,REGULAR,period,start,[],0,,,1610612738,87,68,2022-10-30T23:47:38Z,4970000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT11M43.00S,2022-10-30T23:47:54.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,9.806176084099869,50.0,1610612738,87,68,2022-10-30T23:47:59Z,4980000,0.0,40.0,1,left,MISS M. Brogdon cutting Layup - blocked,"[1627763, 1629655]",1610612738.0,BOS,cutting,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,3.97,Missed,,,,,,,,,,,,,,Gafford,1629655.0,,,
505,PT11M43.00S,2022-10-30T23:47:54.0Z,4,REGULAR,block,,[],1629655,,,1610612738,87,68,2022-10-30T23:47:56Z,4990000,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
506,PT11M41.00S,2022-10-30T23:47:56.0Z,4,REGULAR,rebound,defensive,[],1628420,,,1610612764,87,68,2022-10-30T23:47:59Z,5000000,,,0,,M. Morris REBOUND (Off:0 Def:6),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,,,,504.0,6.0,6.0,0.0,,,,,,,,,,
507,PT11M25.00S,2022-10-30T23:48:12.3Z,4,REGULAR,2pt,Jump Shot,[],1630166,78.0059132720105,51.470588235294116,1610612764,87,68,2022-10-30T23:48:18Z,5010000,7.0,154.0,1,right,MISS D. Avdija 15' driving floating Shot,[1630166],1610612764.0,WAS,driving floating,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Center,15.44,Missed,,,,,,,,,,,,,,,,,,
508,PT11M21.00S,2022-10-30T23:48:16.3Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,87,68,2022-10-30T23:48:18Z,5020000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Center,,,,,,,507.0,3.0,3.0,0.0,,,,,,,,,,
510,PT11M08.00S,2022-10-30T23:48:28.4Z,4,REGULAR,3pt,Jump Shot,[],1627763,29.6484888304862,79.41176470588235,1610612738,90,68,2022-10-30T23:48:33Z,5030000,-147.0,226.0,1,left,M. Brogdon 26' 3PT  (19 PTS) (G. Williams 2 AST),"[1627763, 1629684]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,26.98,Made,19.0,G. Williams,1629684.0,2.0,,,,,,,,,,,,,,
