actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M21.00S,2023-03-06T00:47:26.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,90.62089356110381,49.754901960784316,1610612738,3,6,2023-03-06T00:47:51Z,170000,False,-1.0,36.0,1,right,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,,,,,,,
18,PT10M18.00S,2023-03-06T00:47:29.8Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,3,6,2023-03-06T00:47:34Z,180000,False,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,17.0,2.0,2.0,0.0,,,,,,,,,,,,,
19,PT10M09.00S,2023-03-06T00:47:37.8Z,1,REGULAR,3pt,Jump Shot,[],203944,26.10052562417871,86.76470588235294,1610612752,3,6,2023-03-06T00:47:47Z,190000,False,-184.0,193.0,1,left,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,26.64,Missed,,,,,,,,,,,,,,,,,,
20,PT10M04.00S,2023-03-06T00:47:42.5Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,3,6,2023-03-06T00:47:42Z,200000,False,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,
21,PT10M02.00S,2023-03-06T00:47:44.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629628,20.844283837056505,48.529411764705884,1610612752,3,8,2023-03-06T00:47:54Z,210000,False,7.0,143.0,1,left,R. Barrett 14' pullup Jump Shot (5 PTS) (Q. Grimes 1 AST),"[1629628, 1629656]",1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Center,14.36,Made,5.0,,,,,Q. Grimes,1629656.0,1.0,,,,,,,,,,
23,PT09M49.00S,2023-03-06T00:47:59.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,68.41327201051249,72.79411764705883,1610612738,6,8,2023-03-06T00:48:06Z,230000,False,114.0,244.0,1,right,J. Brown 26' 3PT  (3 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,26.97,Made,3.0,,,,,A. Horford,201143.0,1.0,,,,,,,,,,
25,PT09M21.00S,2023-03-06T00:48:27.3Z,1,REGULAR,3pt,Jump Shot,[],1629628,32.276609724047304,29.901960784313726,1610612752,6,8,2023-03-06T00:49:50Z,250000,False,100.0,251.0,1,left,MISS R. Barrett 27' step back 3PT,[1629628],1610612752.0,NYK,step back,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,27.03,Missed,,,,,,,,,,,,,,,,,,
26,PT09M17.00S,2023-03-06T00:48:31.3Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,6,8,2023-03-06T00:48:38Z,260000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,
27,PT09M07.00S,2023-03-06T00:48:40.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,93.24901445466492,50.245098039215684,1610612738,6,8,2023-03-06T00:48:51Z,270000,False,1.0,11.0,1,right,MISS A. Horford finger roll Layup,[201143],1610612738.0,BOS,finger roll,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,,,,,
28,PT09M06.00S,2023-03-06T00:48:41.7Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,6,8,2023-03-06T00:48:51Z,280000,False,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,27.0,3.0,3.0,0.0,,,,,,,,,,,,,
29,PT08M54.00S,2023-03-06T00:48:53.8Z,1,REGULAR,3pt,Jump Shot,[],1629656,15.719448094612352,3.6764705882352944,1610612752,6,8,2023-03-06T00:49:02Z,290000,False,232.0,95.0,1,left,MISS Q. Grimes 25' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,25.04,Missed,,,,,,,,,,,,,,,,,,
30,PT08M51.00S,2023-03-06T00:48:56.8Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,6,8,2023-03-06T00:49:02Z,300000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,
31,PT08M44.00S,2023-03-06T00:49:04.1Z,1,REGULAR,3pt,Jump Shot,[],201143,72.61826544021025,77.45098039215686,1610612738,6,8,2023-03-06T00:49:13Z,310000,False,137.0,205.0,1,right,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,24.66,Missed,,,,,,,,,,,,,,,,,,
32,PT08M40.00S,2023-03-06T00:49:08.1Z,1,REGULAR,rebound,offensive,[],203935,,,1610612738,6,8,2023-03-06T00:49:13Z,320000,False,,,0,,M. Smart REBOUND (Off:2 Def:0),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,31.0,2.0,0.0,2.0,,,,,,,,,,,,,
33,PT08M38.00S,2023-03-06T00:49:10.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203935,92.9862023653088,4.6568627450980395,1610612738,6,8,2023-03-06T00:49:20Z,330000,False,-227.0,13.0,1,right,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,22.71,Missed,,,,,,,,,,,,,,,,,,
34,PT08M36.00S,2023-03-06T00:49:12.4Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,6,8,2023-03-06T00:49:20Z,340000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,
35,PT08M16.00S,2023-03-06T00:49:30.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,13.485545335085414,49.50980392156863,1610612752,6,8,2023-03-06T00:50:52Z,350000,False,2.0,74.0,1,left,MISS J. Randle 7' driving floating Shot,[203944],1610612752.0,NYK,driving floating,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,7.43,Missed,,,,,,,,,,,,,,,,,,
36,PT08M12.00S,2023-03-06T00:49:34.7Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,6,8,2023-03-06T00:49:44Z,360000,False,,,0,,M. Robinson REBOUND (Off:2 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,35.0,2.0,0.0,2.0,,,,,,,,,,,,,
37,PT08M12.00S,2023-03-06T00:49:35.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,8.492115637319317,49.26470588235294,1610612752,6,8,2023-03-06T00:49:47Z,370000,False,4.0,27.0,1,left,MISS M. Robinson finger roll Layup,[1629011],1610612752.0,NYK,finger roll,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,,
38,PT08M07.00S,2023-03-06T00:49:40.0Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,6,8,2023-03-06T00:49:47Z,380000,False,,,0,,M. Robinson REBOUND (Off:3 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,37.0,3.0,0.0,3.0,,,,,,,,,,,,,
39,PT08M07.00S,2023-03-06T00:49:38.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629011,5.590000152587891,50.0,1610612752,6,10,2023-03-06T00:49:38Z,390000,False,0.0,0.0,1,left,M. Robinson tip DUNK (2 PTS),[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
40,PT08M00.00S,2023-03-06T00:49:47.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,67.62483574244416,54.166666666666664,1610612738,6,10,2023-03-06T00:51:40Z,400000,False,21.0,252.0,1,right,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.27,Missed,,,,,,,,,,,,,,,,,,
41,PT07M55.00S,2023-03-06T00:49:52.2Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,6,10,2023-03-06T00:49:56Z,410000,False,,,0,,M. Robinson REBOUND (Off:3 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,,,,40.0,4.0,1.0,3.0,,,,,,,,,,,,,
42,PT07M45.00S,2023-03-06T00:50:02.7Z,1,REGULAR,3pt,Jump Shot,[],1630193,22.683968462549277,8.823529411764707,1610612752,6,10,2023-03-06T00:50:12Z,420000,False,206.0,161.0,1,left,MISS I. Quickley 26' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,26.12,Missed,,,,,,,,,,,,,,,,,,
43,PT07M42.00S,2023-03-06T00:50:05.7Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,6,10,2023-03-06T00:50:12Z,430000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,
44,PT07M35.00S,2023-03-06T00:50:11.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,92.9862023653088,50.49019607843137,1610612738,6,10,2023-03-06T00:50:21Z,440000,False,2.0,13.0,1,right,MISS J. Tatum Layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.36,Missed,,,,,,,,,,,,,,,,,,
45,PT07M31.00S,2023-03-06T00:50:15.1Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,6,10,2023-03-06T00:50:15Z,450000,False,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,44.0,1.0,0.0,1.0,,,,,,,,,,,,,
46,PT07M31.00S,2023-03-06T00:50:15.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628401,94.40999984741211,50.0,1610612738,6,10,2023-03-06T00:50:15Z,460000,False,0.0,0.0,1,right,MISS D. White tip Layup,[1628401],1610612738.0,BOS,tip,,,White,D. White,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
47,PT07M30.00S,2023-03-06T00:50:15.7Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,6,10,2023-03-06T00:50:15Z,470000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Left,,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,
48,PT07M28.00S,2023-03-06T00:50:17.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,8.229303547963205,48.28431372549019,1610612752,6,12,2023-03-06T00:50:28Z,480000,False,9.0,25.0,1,left,R. Barrett running Layup (7 PTS),[1629628],1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,2.63,Made,7.0,,,,,,,,,,,,,,,,,
49,PT07M14.00S,2023-03-06T00:50:33.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.38042049934296,53.92156862745098,1610612738,8,12,2023-03-06T00:50:39Z,490000,False,20.0,10.0,1,right,J. Brown driving Layup (5 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.19,Made,5.0,,,,,,,,,,,,,,,,,
50,PT06M55.00S,2023-03-06T00:50:51.7Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612752,8,12,2023-03-06T00:50:57Z,500000,False,,,0,,J. Randle bad pass TURNOVER (1 TO),"[203944, 1628401]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,White,1628401.0,,,,,,,
51,PT06M55.00S,2023-03-06T00:50:51.7Z,1,REGULAR,steal,,[],1628401,,,1610612738,8,12,2023-03-06T00:50:53Z,510000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
52,PT06M51.00S,2023-03-06T00:50:55.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,93.9060446780552,50.73529411764706,1610612738,10,12,2023-03-06T00:51:01Z,520000,False,4.0,5.0,1,right,J. Brown running Layup (7 PTS) (D. White 1 AST),"[1627759, 1628401]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.61,Made,7.0,,,,,D. White,1628401.0,1.0,,,,,,,,,,
54,PT06M28.00S,2023-03-06T00:51:20.2Z,1,REGULAR,3pt,Jump Shot,[],203944,27.54599211563732,84.31372549019608,1610612752,10,15,2023-03-06T00:51:27Z,540000,False,-172.0,206.0,1,left,J. Randle 26' 3PT  (3 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,26.84,Made,3.0,,,,,R. Barrett,1629628.0,1.0,,,,,,,,,,
56,PT06M12.00S,2023-03-06T00:51:33.8Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612738,10,15,2023-03-06T00:51:37Z,560000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 203944]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Randle,203944.0,,,,,,,
57,PT06M12.00S,2023-03-06T00:51:33.8Z,1,REGULAR,steal,,[],203944,,,1610612752,10,15,2023-03-06T00:51:35Z,570000,False,,,0,,J. Randle STEAL (1 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
58,PT06M09.00S,2023-03-06T00:51:39.5Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203944,30.56833114323259,76.9607843137255,1610612752,10,15,2023-03-06T00:51:46Z,580000,False,-135.0,235.0,1,left,MISS J. Randle 27' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,27.07,Missed,,,,,,,,,,,,,,,,,,
59,PT06M05.00S,2023-03-06T00:51:43.5Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,10,15,2023-03-06T00:51:46Z,590000,False,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,58.0,2.0,1.0,1.0,,,,,,,,,,,,,
60,PT06M02.00S,2023-03-06T00:51:45.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203935,72.09264126149803,18.38235294117647,1610612738,10,15,2023-03-06T00:52:31Z,600000,False,-158.0,210.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,,
61,PT06M02.00S,2023-03-06T00:51:45.5Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,10,15,2023-03-06T00:52:31Z,610000,False,,,0,,J. Tatum REBOUND (Off:1 Def:0),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,60.0,1.0,0.0,1.0,,,,,,,,,,,,,
62,PT06M02.00S,2023-03-06T00:51:50.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1628369,94.40999984741211,50.0,1610612738,12,15,2023-03-06T00:52:43Z,620000,False,0.0,0.0,1,right,J. Tatum tip Layup (2 PTS),[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
63,PT05M48.00S,2023-03-06T00:52:03.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,12,15,2023-03-06T00:52:03Z,630000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M48.00S,2023-03-06T00:54:55.2Z,1,REGULAR,substitution,out,[],1627759,,,1610612752,12,15,2023-03-06T00:55:21Z,640000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M48.00S,2023-03-06T00:54:55.2Z,1,REGULAR,substitution,out,[],1628401,,,1610612752,12,15,2023-03-06T00:55:21Z,650000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M48.00S,2023-03-06T00:54:55.2Z,1,REGULAR,substitution,in,[],1629684,,,1610612752,12,15,2023-03-06T00:55:21Z,660000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M48.00S,2023-03-06T00:54:55.2Z,1,REGULAR,substitution,in,[],1630573,,,1610612752,12,15,2023-03-06T00:55:21Z,670000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M32.00S,2023-03-06T00:55:45.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629011,7.966491458607096,48.529411764705884,1610612752,12,15,2023-03-06T01:00:26Z,680000,False,7.0,22.0,1,left,MISS M. Robinson Layup - blocked,"[1629011, 201143]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,Horford,201143.0,,,,,
99,PT05M32.00S,2023-03-06T00:55:45.5Z,1,REGULAR,block,,[],201143,,,1610612752,12,15,2023-03-06T01:00:18Z,685000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
69,PT05M32.00S,2023-03-06T00:55:45.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,12,15,2023-03-06T01:00:26Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,68.0,,,,,,,,,,,,,,,,
71,PT05M29.00S,2023-03-06T00:56:04.4Z,1,REGULAR,turnover,bad pass,[],1630193,,,1610612752,12,15,2023-03-06T00:57:27Z,710000,False,,,0,,I. Quickley bad pass TURNOVER (1 TO),"[1630193, 203935]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Smart,203935.0,,,,,,,
72,PT05M29.00S,2023-03-06T00:56:04.4Z,1,REGULAR,steal,,[],203935,,,1610612738,12,15,2023-03-06T00:56:07Z,720000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
73,PT05M25.00S,2023-03-06T00:56:08.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,94.1688567674113,51.71568627450981,1610612738,14,15,2023-03-06T00:58:13Z,730000,False,9.0,2.0,1,right,J. Tatum running alley-oop DUNK (4 PTS) (G. Williams 1 AST),"[1628369, 1629684]",1610612738.0,BOS,running alley-oop,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.89,Made,4.0,,,,,G. Williams,1629684.0,1.0,,,,,,,,,,
75,PT05M06.00S,2023-03-06T00:56:29.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,10.726018396846255,50.0,1610612752,14,17,2023-03-06T00:58:33Z,750000,False,0.0,48.0,1,left,R. Barrett driving floating Jump Shot (9 PTS),[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,4.83,Made,9.0,,,,,,,,,,,,,,,,,
76,PT04M46.00S,2023-03-06T00:56:47.4Z,1,REGULAR,3pt,Jump Shot,[],1630573,90.88370565045992,3.431372549019608,1610612738,14,17,2023-03-06T00:56:55Z,760000,False,-233.0,33.0,1,right,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,23.52,Missed,,,,,,,,,,,,,,,,,,
77,PT04M44.00S,2023-03-06T00:56:49.4Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,14,17,2023-03-06T00:56:55Z,770000,False,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,,,,76.0,3.0,2.0,1.0,,,,,,,,,,,,,
