actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
19,PT10M07.00S,2022-11-29T00:43:53.6Z,1,REGULAR,rebound,offensive,[],201933,,,1610612738,5,4,2022-11-29T00:43:57Z,190000,False,,,0,,B. Griffin REBOUND (Off:1 Def:0),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Left Corner 3,24+ Left,,,,,,,,,,,18.0,1.0,0.0,1.0,,,,,,
20,PT10M05.00S,2022-11-29T00:43:56.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203935,65.91655716162943,45.83333333333333,1610612738,5,4,2022-11-29T00:44:03Z,200000,False,-21.0,268.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,26.87,Missed,,,,,,,,,,,,,,,,,,
21,PT10M00.00S,2022-11-29T00:44:01.8Z,1,REGULAR,rebound,offensive,[],201933,,,1610612738,5,4,2022-11-29T00:44:03Z,210000,False,,,0,,B. Griffin REBOUND (Off:2 Def:0),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,20.0,2.0,0.0,2.0,,,,,,
22,PT09M56.00S,2022-11-29T00:44:08.0Z,1,REGULAR,foul,personal,[],1629667,,,1610612738,5,4,2022-11-29T00:44:26Z,220000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1629667, 203935]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,,1626301.0,,,,,,,,1.0,0.0,Smart,203935.0,,
24,PT09M48.00S,2022-11-29T00:44:35.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,90.88370565045992,96.81372549019608,1610612738,8,4,2022-11-29T00:44:55Z,240000,False,234.0,33.0,1,right,D. White 3PT  (3 PTS) (G. Williams 1 AST),"[1628401, 1629684]",1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,23.64,Made,3.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,,,
26,PT09M26.00S,2022-11-29T00:44:56.6Z,1,REGULAR,2pt,Hook,[],1629023,9.674770039421814,24.264705882352942,1610612766,8,4,2022-11-29T00:45:04Z,260000,False,129.0,38.0,1,left,MISS P. Washington 13' turnaround Hook,[1629023],1610612766.0,CHA,turnaround,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,13.43,Missed,,,,,,,,,,,,,,,,,,
27,PT09M24.00S,2022-11-29T00:44:58.6Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,8,4,2022-11-29T00:45:04Z,270000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Right,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,
28,PT09M14.00S,2022-11-29T00:45:10.1Z,1,REGULAR,3pt,Jump Shot,[],1628401,65.91655716162943,42.8921568627451,1610612738,11,4,2022-11-29T00:45:27Z,280000,False,-36.0,268.0,1,right,D. White 27' 3PT  (6 PTS) (M. Smart 3 AST),"[1628401, 203935]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,27.02,Made,6.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,
30,PT09M01.00S,2022-11-29T00:45:24.3Z,1,REGULAR,foul,offensive,[],203486,,,1610612766,11,4,2022-11-29T00:45:36Z,300000,False,,,0,,M. Plumlee offensive FOUL (1 PF),"[203486, 1628401]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Right,,,,,,,1626301.0,,,,,,,,1.0,0.0,White,1628401.0,,
32,PT09M01.00S,2022-11-29T00:45:24.3Z,1,REGULAR,turnover,offensive foul,[],203486,,,1610612766,11,4,2022-11-29T00:45:24Z,320000,False,,,0,,M. Plumlee offensive foul TURNOVER (1 TO),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Right,,,,,,,1626301.0,1.0,,,,,,,,,,,,
33,PT08M48.00S,2022-11-29T00:45:49.8Z,1,REGULAR,turnover,traveling,[],203935,,,1610612738,11,4,2022-11-29T00:45:56Z,330000,False,,,0,,M. Smart traveling TURNOVER (1 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,,1626301.0,1.0,,,,,,,,,,,,
34,PT08M30.00S,2022-11-29T00:46:18.4Z,1,REGULAR,foul,personal,['2freethrow'],201933,,,1610612766,11,4,2022-11-29T00:46:26Z,340000,False,,,0,,B. Griffin shooting personal FOUL (1 PF) (Plumlee 2 FT),"[201933, 203486]",1610612738.0,BOS,shooting,,,Griffin,B. Griffin,,,,,Restricted Area,0-8 Center,,,,,,,201638.0,,,,,,,,1.0,0.0,Plumlee,203486.0,,
36,PT08M30.00S,2022-11-29T00:46:42.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203486,,,1610612766,11,4,2022-11-29T00:47:05Z,360000,False,,,0,,MISS M. Plumlee Free Throw 1 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
37,PT08M30.00S,2022-11-29T00:46:42.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,11,4,2022-11-29T00:47:05Z,370000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,
38,PT08M30.00S,2022-11-29T00:46:42.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203486,,,1610612766,11,4,2022-11-29T00:47:05Z,380000,False,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
39,PT08M30.00S,2022-11-29T00:46:42.7Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,11,4,2022-11-29T00:47:05Z,390000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,
40,PT08M22.00S,2022-11-29T00:47:09.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,93.11760840998686,48.03921568627451,1610612738,13,4,2022-11-29T00:47:29Z,400000,False,-10.0,12.0,1,right,M. Smart driving Layup (2 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,1.56,Made,2.0,,,,,,,,,,,,,,,,,
41,PT08M14.00S,2022-11-29T00:47:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,8.492115637319317,56.61764705882353,1610612766,13,6,2022-11-29T00:47:36Z,410000,False,-33.0,27.0,1,left,T. Maledon driving Layup (2 PTS),[1630177],1610612766.0,CHA,driving,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,4.29,Made,2.0,,,,,,,,,,,,,,,,,
42,PT07M55.00S,2022-11-29T00:47:39.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.46057818659659,44.6078431372549,1610612738,15,6,2022-11-29T00:47:48Z,420000,False,-27.0,18.0,1,right,J. Tatum driving Layup (4 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.27,Made,4.0,,,,,,,,,,,,,,,,,
43,PT07M55.00S,2022-11-29T00:47:44.8Z,1,REGULAR,foul,personal,['1freethrow'],1626162,,,1610612738,15,6,2022-11-29T00:47:49Z,430000,False,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Tatum 1 FT),"[1626162, 1628369]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,201638.0,,,,,,,,1.0,0.0,Tatum,1628369.0,,
45,PT07M55.00S,2022-11-29T00:48:10.3Z,1,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,16,6,2022-11-29T00:48:10Z,450000,False,,,0,,J. Tatum Free Throw 1 of 1 (5 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
46,PT07M41.00S,2022-11-29T00:48:27.9Z,1,REGULAR,foul,personal,[],1628369,,,1610612766,16,6,2022-11-29T00:48:36Z,460000,False,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1626162]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,201638.0,,,,,,,,1.0,0.0,Oubre Jr.,1626162.0,,
48,PT07M39.00S,2022-11-29T00:48:48.2Z,1,REGULAR,3pt,Jump Shot,[],1630177,33.590670170827856,70.34313725490196,1610612766,16,6,2022-11-29T00:49:17Z,480000,False,-102.0,263.0,1,left,MISS T. Maledon 28' pullup 3PT,[1630177],1610612766.0,CHA,pullup,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Left Center,28.23,Missed,,,,,,,,,,,,,,,,,,
49,PT07M36.00S,2022-11-29T00:48:51.2Z,1,REGULAR,rebound,offensive,[],1626162,,,1610612766,16,6,2022-11-29T00:49:11Z,490000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:0),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,48.0,1.0,0.0,1.0,,,,,,
50,PT07M31.00S,2022-11-29T00:48:54.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626162,26.231931668856767,58.08823529411765,1610612766,16,8,2022-11-29T00:48:58Z,500000,False,-40.0,194.0,1,left,K. Oubre Jr. 19' pullup Jump Shot (4 PTS),[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Center,19.83,Made,4.0,,,,,,,,,,,,,,,,,
51,PT07M23.00S,2022-11-29T00:49:02.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,67.09921156373193,68.13725490196079,1610612738,16,8,2022-11-29T00:49:15Z,510000,False,91.0,257.0,1,right,MISS D. White 27' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Right Center,27.23,Missed,,,,,,,,,,,,,,,,,,
52,PT07M21.00S,2022-11-29T00:49:04.2Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,16,8,2022-11-29T00:49:15Z,520000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,51.0,2.0,1.0,1.0,,,,,,
53,PT07M17.00S,2022-11-29T00:49:10.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,9.017739816031538,57.59803921568627,1610612766,16,10,2022-11-29T00:49:30Z,530000,False,-38.0,32.0,1,left,J. McDaniels running Layup (4 PTS) (K. Oubre Jr. 1 AST),"[1629667, 1626162]",1610612766.0,CHA,running,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,4.99,Made,4.0,K. Oubre Jr.,1626162.0,1.0,,,,,,,,,,,,,,
54,PT07M08.00S,2022-11-29T00:49:17.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,69.59592641261499,75.73529411764706,1610612738,19,10,2022-11-29T00:49:21Z,540000,False,129.0,233.0,1,right,J. Tatum 26' 3PT  (8 PTS) (D. White 1 AST),"[1628369, 1628401]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.64,Made,8.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,
56,PT06M51.00S,2022-11-29T00:49:33.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629667,8.09789750328515,50.73529411764706,1610612766,19,12,2022-11-29T00:50:08Z,560000,False,-4.0,24.0,1,left,J. McDaniels cutting DUNK (6 PTS) (M. Plumlee 1 AST),"[1629667, 203486]",1610612766.0,CHA,cutting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.39,Made,6.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,,,,
58,PT06M37.00S,2022-11-29T00:49:48.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,66.96780551905388,51.470588235294116,1610612738,22,12,2022-11-29T00:49:52Z,580000,False,7.0,258.0,1,right,J. Tatum 25' 3PT  (11 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.81,Made,11.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,
60,PT06M25.00S,2022-11-29T00:50:00.1Z,1,REGULAR,3pt,Jump Shot,[],1629023,9.937582128777924,96.07843137254902,1610612766,22,12,2022-11-29T00:50:15Z,600000,False,-230.0,41.0,1,left,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,23.4,Missed,,,,,,,,,,,,,,,,,,
61,PT06M25.00S,2022-11-29T00:50:00.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,22,12,2022-11-29T00:50:15Z,610000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,60.0,,,,,,,,,
62,PT06M25.00S,2022-11-29T00:50:12.0Z,1,REGULAR,foul,personal,[],201933,,,1610612766,22,12,2022-11-29T00:51:27Z,620000,False,,,0,,B. Griffin loose ball personal FOUL (2 PF),"[201933, 203486]",1610612738.0,BOS,loose ball,,,Griffin,B. Griffin,,,,,Restricted Area,0-8 Center,,,,,,,1626301.0,,,,,,,,2.0,0.0,Plumlee,203486.0,,
64,PT06M25.00S,2022-11-29T00:50:18.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,22,12,2022-11-29T00:50:18Z,640000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M25.00S,2022-11-29T00:52:31.9Z,1,REGULAR,substitution,out,[],1629684,,,1610612766,22,12,2022-11-29T00:52:53Z,650000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M25.00S,2022-11-29T00:52:31.9Z,1,REGULAR,substitution,in,[],1627763,,,1610612766,22,12,2022-11-29T00:52:53Z,660000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M21.00S,2022-11-29T00:53:21.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626162,29.25427069645204,23.03921568627451,1610612766,22,12,2022-11-29T00:53:48Z,670000,False,135.0,222.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,26.01,Missed,,,,,,,,,,,,,,,,,,
69,PT06M17.00S,2022-11-29T00:53:25.7Z,1,REGULAR,rebound,defensive,[],201933,,,1610612738,22,12,2022-11-29T00:53:48Z,680000,False,,,0,,B. Griffin REBOUND (Off:2 Def:1),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,68.0,3.0,1.0,2.0,,,,,,
70,PT06M02.00S,2022-11-29T00:53:38.9Z,1,REGULAR,3pt,Jump Shot,[],203935,69.07030223390277,72.05882352941177,1610612738,25,12,2022-11-29T00:53:59Z,690000,False,110.0,238.0,1,right,M. Smart 26' 3PT  (5 PTS) (M. Brogdon 1 AST),"[203935, 1627763]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,26.25,Made,5.0,M. Brogdon,1627763.0,1.0,,,,,,,,,,,,,,
72,PT05M51.00S,2022-11-29T00:53:51.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,9.674770039421814,43.627450980392155,1610612766,25,14,2022-11-29T00:54:15Z,710000,False,32.0,38.0,1,left,K. Oubre Jr. driving Layup (6 PTS) (J. McDaniels 1 AST),"[1626162, 1629667]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.99,Made,6.0,J. McDaniels,1629667.0,1.0,,,,,,,,,,,,,,
74,PT05M34.00S,2022-11-29T00:54:09.0Z,1,REGULAR,3pt,Jump Shot,[],1627763,66.83639947437582,25.49019607843137,1610612738,28,14,2022-11-29T00:54:30Z,730000,False,-123.0,259.0,1,right,M. Brogdon 28' 3PT  (3 PTS) (M. Smart 5 AST),"[1627763, 203935]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,28.67,Made,3.0,M. Smart,203935.0,5.0,,,,,,,,,,,,,,
76,PT05M18.00S,2022-11-29T00:54:25.9Z,1,REGULAR,turnover,traveling,[],1630177,,,1610612766,28,14,2022-11-29T00:54:35Z,750000,False,,,0,,T. Maledon traveling TURNOVER (1 TO),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Mid-Range,8-16 Center,,,,,,,1626301.0,1.0,,,,,,,,,,,,
77,PT05M18.00S,2022-11-29T00:54:30.2Z,1,REGULAR,substitution,out,[],1630177,,,1610612738,28,14,2022-11-29T00:54:33Z,760000,False,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M18.00S,2022-11-29T00:54:30.2Z,1,REGULAR,substitution,in,[],1630547,,,1610612738,28,14,2022-11-29T00:54:33Z,770000,False,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M10.00S,2022-11-29T00:54:45.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627763,89.96386333771353,43.13725490196079,1610612738,30,14,2022-11-29T00:55:04Z,780000,False,-34.0,42.0,1,right,M. Brogdon driving Layup (5 PTS) (M. Smart 6 AST),"[1627763, 203935]",1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,5.41,Made,5.0,M. Smart,203935.0,6.0,,,,,,,,,,,,,,
80,PT04M53.00S,2022-11-29T00:55:01.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,19.793035479632064,40.68627450980392,1610612766,30,16,2022-11-29T00:55:08Z,790000,False,47.0,134.0,1,left,K. Oubre Jr. 14' pullup Jump Shot (8 PTS) (M. Plumlee 2 AST),"[1626162, 203486]",1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,14.15,Made,8.0,M. Plumlee,203486.0,2.0,,,,,,,,,,,,,,
83,PT04M39.00S,2022-11-29T00:55:16.4Z,1,REGULAR,3pt,Jump Shot,[],1627763,71.56701708278581,20.588235294117645,1610612738,33,16,2022-11-29T00:55:22Z,810000,False,-147.0,215.0,1,right,M. Brogdon 26' 3PT  (8 PTS) (M. Smart 7 AST),"[1627763, 203935]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,26.03,Made,8.0,M. Smart,203935.0,7.0,,,,,,,,,,,,,,
85,PT04M32.00S,2022-11-29T00:55:26.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,33,16,2022-11-29T00:55:26Z,830000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M32.00S,2022-11-29T00:57:37.9Z,1,REGULAR,substitution,out,[],1628401,,,1610612766,33,16,2022-11-29T00:57:56Z,840000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M32.00S,2022-11-29T00:57:37.9Z,1,REGULAR,substitution,out,[],201933,,,1610612766,33,16,2022-11-29T00:57:56Z,850000,False,,,0,,SUB out: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M32.00S,2022-11-29T00:57:37.9Z,1,REGULAR,substitution,out,[],203486,,,1610612766,33,16,2022-11-29T00:57:56Z,860000,False,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M32.00S,2022-11-29T00:57:37.9Z,1,REGULAR,substitution,in,[],1630573,,,1610612766,33,16,2022-11-29T00:57:56Z,870000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M32.00S,2022-11-29T00:57:37.9Z,1,REGULAR,substitution,in,[],1628436,,,1610612766,33,16,2022-11-29T00:57:56Z,880000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
