actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT11M01.00S,2022-12-22T00:43:01.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,73.27529566360053,78.18627450980392,1610612738,2,2,2022-12-22T00:43:09Z,160000,False,141.0,199.0,1,right,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,24.36,,,,,,,,,,,,
17,PT10M58.00S,2022-12-22T00:43:04.9Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,2,2,2022-12-22T00:43:09Z,170000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,
18,PT10M48.00S,2022-12-22T00:43:14.7Z,1,REGULAR,3pt,Jump Shot,[],1630169,31.35676741130092,21.323529411764707,1610612754,2,2,2022-12-22T00:43:44Z,180000,False,143.0,242.0,1,left,MISS T. Haliburton 28' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,28.16,,,,,,,,,,,,
19,PT10M46.00S,2022-12-22T00:43:17.6Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,2,2,2022-12-22T00:43:17Z,190000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,
22,PT10M36.00S,2022-12-22T00:43:27.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,94.82588699080158,57.35294117647059,1610612738,4,2,2022-12-22T00:44:53Z,200000,False,37.0,-4.0,1,right,J. Brown driving DUNK (2 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.7,,,,,,,,A. Horford,201143.0,1.0,,
24,PT10M11.00S,2022-12-22T00:43:51.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,19.530223390275953,34.80392156862745,1610612754,4,2,2022-12-22T00:43:58Z,220000,False,76.0,131.0,1,left,MISS A. Nembhard 15' Jump Shot,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,15.15,,,,,,,,,,,,
25,PT10M07.00S,2022-12-22T00:43:55.4Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,4,2,2022-12-22T00:43:58Z,230000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,
26,PT10M04.00S,2022-12-22T00:43:58.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,94.30026281208936,55.392156862745104,1610612738,6,2,2022-12-22T00:45:03Z,240000,False,27.0,1.0,1,right,J. Brown running Layup (4 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,2.7,,,,,,,,,,,,
27,PT09M49.00S,2022-12-22T00:44:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,7.966491458607096,43.872549019607845,1610612754,6,2,2022-12-22T00:44:24Z,250000,False,31.0,22.0,1,left,MISS M. Turner Layup,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.79,,,,,,,,,,,,
28,PT09M46.00S,2022-12-22T00:44:17.7Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,6,2,2022-12-22T00:44:24Z,260000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,27.0,2.0,2.0,0.0,,,,,,,,
29,PT09M45.00S,2022-12-22T00:44:21.2Z,1,REGULAR,turnover,out-of-bounds,[],201143,,,1610612738,6,2,2022-12-22T00:44:29Z,270000,False,,,0,,A. Horford bad pass out-of-bounds TURNOVER (1 TO),[201143],1610612738.0,BOS,bad pass,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,1627964.0,,,,,,,,,,,,1.0,,,,,,,
30,PT09M38.00S,2022-12-22T00:44:59.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630169,31.882391590013142,72.54901960784314,1610612754,6,2,2022-12-22T00:45:09Z,280000,False,-113.0,247.0,1,left,MISS T. Haliburton 27' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,27.17,,,,,,,,,,,,
31,PT09M37.00S,2022-12-22T00:45:00.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,6,2,2022-12-22T00:45:09Z,290000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,
32,PT09M28.00S,2022-12-22T00:45:08.4Z,1,REGULAR,3pt,Jump Shot,[],201143,72.88107752956637,19.852941176470587,1610612738,6,2,2022-12-22T00:45:17Z,300000,False,-151.0,202.0,1,right,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.23,,,,,,,,,,,,
33,PT09M24.00S,2022-12-22T00:45:12.4Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,6,2,2022-12-22T00:45:17Z,310000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,
34,PT09M21.00S,2022-12-22T00:45:16.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627741,9.411957950065702,44.85294117647059,1610612754,6,2,2022-12-22T00:45:23Z,320000,False,26.0,36.0,1,left,MISS B. Hield running Layup,[1627741],1610612754.0,IND,running,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,4.42,,,,,,,,,,,,
35,PT09M19.00S,2022-12-22T00:45:18.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,6,2,2022-12-22T00:45:23Z,330000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,
36,PT09M16.00S,2022-12-22T00:45:21.0Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,6,2,2022-12-22T00:45:27Z,340000,False,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 1626167]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,Turner,1626167.0,,,,,
37,PT09M16.00S,2022-12-22T00:45:21.0Z,1,REGULAR,steal,,[],1626167,,,1610612754,6,2,2022-12-22T00:45:23Z,350000,False,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
38,PT09M14.00S,2022-12-22T00:45:26.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,26.62614980289093,17.892156862745097,1610612754,6,2,2022-12-22T00:47:35Z,360000,False,161.0,198.0,1,left,MISS A. Nesmith 25' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.47,,,,,,,,,,,,
39,PT09M12.00S,2022-12-22T00:45:28.7Z,1,REGULAR,rebound,offensive,[],1627741,,,1610612754,6,2,2022-12-22T00:47:35Z,370000,False,,,0,,B. Hield REBOUND (Off:1 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,,,,,,38.0,2.0,1.0,1.0,,,,,,,,
40,PT09M11.00S,2022-12-22T00:45:30.5Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1627741,17.296320630749015,72.30392156862744,1610612754,6,2,2022-12-22T00:47:47Z,380000,False,-112.0,110.0,1,left,MISS B. Hield 15' Jump Shot,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,8-16 Left,,,,,,Missed,,15.67,,,,,,,,,,,,
41,PT09M10.00S,2022-12-22T00:45:31.5Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,6,2,2022-12-22T00:47:47Z,390000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Left,,,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,
42,PT08M55.00S,2022-12-22T00:45:42.4Z,1,REGULAR,2pt,Jump Shot,[],1627759,76.16622864651774,53.431372549019606,1610612738,8,2,2022-12-22T00:46:55Z,400000,False,17.0,172.0,1,right,J. Brown 17' pullup Jump Shot (6 PTS) (D. White 1 AST),"[1627759, 1628401]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,Made,6.0,17.24,,,,,,,,D. White,1628401.0,1.0,,
43,PT08M55.00S,2022-12-22T00:45:52.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,8,2,2022-12-22T00:46:59Z,410000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M39.00S,2022-12-22T00:48:57.7Z,1,REGULAR,3pt,Jump Shot,[],1627741,9.674770039421814,95.34313725490196,1610612754,8,5,2022-12-22T00:49:05Z,420000,False,-227.0,38.0,1,left,B. Hield 3PT turnaround (3 PTS) (T. Haliburton 1 AST),"[1627741, 1630169]",1610612754.0,IND,turnaround,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,22.99,,,,,,,,T. Haliburton,1630169.0,1.0,,
47,PT08M21.00S,2022-12-22T00:49:15.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,74.06373193166885,17.892156862745097,1610612738,11,5,2022-12-22T00:49:22Z,440000,False,-161.0,191.0,1,right,J. Tatum 24' 3PT  (5 PTS) (P. Pritchard 1 AST),"[1628369, 1630202]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,Made,5.0,24.97,,,,,,,,P. Pritchard,1630202.0,1.0,,
48,PT08M02.00S,2022-12-22T00:49:36.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,6.1268068331143235,64.4607843137255,1610612754,11,7,2022-12-22T00:50:09Z,450000,False,-72.0,5.0,1,left,T. Haliburton 7' driving Layup (2 PTS) (M. Turner 2 AST),"[1630169, 1626167]",1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,7.25,,,,,,,,M. Turner,1626167.0,2.0,,
50,PT08M02.00S,2022-12-22T00:49:45.7Z,1,REGULAR,foul,personal,['1freethrow'],1628401,,,1610612754,11,7,2022-12-22T00:49:55Z,470000,False,,,0,,D. White shooting personal FOUL (1 PF) (Haliburton 1 FT),"[1628401, 1630169]",1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,204059.0,1.0,0.0,Haliburton,1630169.0,,,,,,,,,,,,,,,
53,PT08M02.00S,2022-12-22T00:50:02.7Z,1,REGULAR,freethrow,1 of 1,[],1630169,,,1610612754,11,8,2022-12-22T00:50:02Z,490000,False,,,0,,T. Haliburton Free Throw 1 of 1 (3 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
54,PT07M53.00S,2022-12-22T00:50:20.5Z,1,REGULAR,violation,kicked ball,[],1630174,,,1610612738,11,8,2022-12-22T00:50:29Z,500000,False,,,0,,A. Nesmith kicked ball VIOLATION,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,1830.0,,,,,,,,,,,,,,,,,,,
56,PT07M42.00S,2022-12-22T00:50:55.3Z,1,REGULAR,foul,personal,[],1627741,,,1610612738,11,8,2022-12-22T00:51:23Z,520000,False,,,0,,B. Hield personal FOUL (1 PF),"[1627741, 1628369]",1610612754.0,IND,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),8-16 Center,1830.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
58,PT07M30.00S,2022-12-22T00:51:11.4Z,1,REGULAR,3pt,Jump Shot,[],1627759,75.1149802890933,15.196078431372548,1610612738,11,8,2022-12-22T00:56:27Z,540000,False,-174.0,181.0,1,right,MISS J. Brown 25' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.14,,,,,,,,,,,,
59,PT07M26.00S,2022-12-22T00:51:14.9Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,11,8,2022-12-22T00:51:14Z,550000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,
60,PT07M23.00S,2022-12-22T00:51:19.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629614,7.966491458607096,43.872549019607845,1610612754,11,10,2022-12-22T00:51:29Z,560000,False,31.0,22.0,1,left,A. Nembhard running Layup (2 PTS) (T. Haliburton 2 AST),"[1629614, 1630169]",1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.79,,,,,,,,T. Haliburton,1630169.0,2.0,,
62,PT07M09.00S,2022-12-22T00:51:32.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,91.14651773981603,46.81372549019608,1610612738,11,10,2022-12-22T00:51:39Z,580000,False,-16.0,31.0,1,right,MISS J. Tatum cutting DUNK,[1628369],1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.46,,,,,,,,,,,,
63,PT07M07.00S,2022-12-22T00:51:34.5Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,11,10,2022-12-22T00:51:39Z,590000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,
64,PT06M59.00S,2022-12-22T00:51:41.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,31.61957950065703,64.4607843137255,1610612754,11,13,2022-12-22T00:51:53Z,600000,False,-72.0,245.0,1,left,T. Haliburton 25' 3PT  (6 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,,,Made,6.0,25.52,,,,,,,,,,,,
65,PT06M48.00S,2022-12-22T00:51:52.8Z,1,REGULAR,3pt,Jump Shot,[],1628369,75.64060446780552,14.460784313725492,1610612738,11,13,2022-12-22T00:52:06Z,610000,False,-178.0,176.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.05,,,,,,,,,,,,
66,PT06M46.00S,2022-12-22T00:51:54.8Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,11,13,2022-12-22T00:52:06Z,620000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,
67,PT06M33.00S,2022-12-22T00:52:07.7Z,1,REGULAR,3pt,Jump Shot,[],1627741,9.280551905387648,97.05882352941177,1610612754,11,16,2022-12-22T00:52:14Z,630000,False,-235.0,35.0,1,left,B. Hield 3PT  (6 PTS) (M. Turner 3 AST),"[1627741, 1626167]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,,,,,,Made,6.0,23.78,,,,,,,,M. Turner,1626167.0,3.0,,
69,PT06M33.00S,2022-12-22T00:52:29.4Z,1,REGULAR,turnover,inbound,[],1627759,,,1610612738,11,16,2022-12-22T00:53:05Z,650000,False,,,0,,J. Brown inbound TURNOVER (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,204059.0,,,,,,,,,,,,1.0,,,,,,,
70,PT06M30.00S,2022-12-22T00:52:34.3Z,1,REGULAR,substitution,out,[],1628369,,,1610612754,11,16,2022-12-22T00:52:39Z,660000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M30.00S,2022-12-22T00:52:34.3Z,1,REGULAR,substitution,in,[],1630573,,,1610612754,11,16,2022-12-22T00:52:39Z,670000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M29.00S,2022-12-22T00:52:46.0Z,1,REGULAR,foul,offensive,[],1626167,,,1610612754,11,16,2022-12-22T00:53:26Z,680000,False,,,0,,M. Turner offensive FOUL (1 PF),"[1626167, 1627759]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,204059.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
74,PT06M29.00S,2022-12-22T00:52:46.0Z,1,REGULAR,turnover,offensive foul,[],1626167,,,1610612754,11,16,2022-12-22T00:52:46Z,700000,False,,,0,,M. Turner offensive foul TURNOVER (1 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,204059.0,,,,,,,,,,,,1.0,,,,,,,
75,PT06M11.00S,2022-12-22T00:53:15.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,90.62089356110381,54.90196078431373,1610612738,11,16,2022-12-22T00:53:20Z,710000,False,25.0,36.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Missed,,4.33,,,,,,,,,,,,
76,PT06M09.00S,2022-12-22T00:53:17.4Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,11,16,2022-12-22T00:53:20Z,720000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,75.0,2.0,2.0,0.0,,,,,,,,
77,PT06M04.00S,2022-12-22T00:53:29.6Z,1,REGULAR,foul,personal,[],1630202,,,1610612754,11,16,2022-12-22T00:53:42Z,730000,False,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1626167]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,1627964.0,1.0,0.0,Turner,1626167.0,,,,,,,,,,,,,,,
79,PT05M54.00S,2022-12-22T00:53:51.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,9.806176084099869,55.63725490196079,1610612754,11,18,2022-12-22T00:53:57Z,750000,False,-28.0,40.0,1,left,B. Hield driving Layup (8 PTS) (T. Haliburton 3 AST),"[1627741, 1630169]",1610612754.0,IND,driving,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,8.0,4.87,,,,,,,,T. Haliburton,1630169.0,3.0,,
80,PT05M35.00S,2022-12-22T00:54:10.4Z,1,REGULAR,3pt,Jump Shot,[],1630202,75.1149802890933,13.725490196078432,1610612738,11,18,2022-12-22T00:54:15Z,760000,False,-181.0,181.0,1,right,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.65,,,,,,,,,,,,
81,PT05M32.00S,2022-12-22T00:54:13.4Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,11,18,2022-12-22T00:54:15Z,770000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,80.0,2.0,2.0,0.0,,,,,,,,
83,PT05M09.00S,2022-12-22T00:54:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,8.886333771353483,42.64705882352941,1610612754,11,20,2022-12-22T00:55:17Z,780000,False,37.0,31.0,1,left,M. Turner driving finger roll Layup (2 PTS) (B. Hield 1 AST),"[1626167, 1627741]",1610612754.0,IND,driving finger roll,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,4.81,,,,,,,,B. Hield,1627741.0,1.0,,
85,PT05M08.00S,2022-12-22T00:54:43.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,11,20,2022-12-22T00:54:43Z,800000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M08.00S,2022-12-22T00:56:44.6Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,11,20,2022-12-22T00:57:13Z,810000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M08.00S,2022-12-22T00:56:44.6Z,1,REGULAR,substitution,out,[],1630202,,,1610612738,11,20,2022-12-22T00:57:13Z,820000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
