actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
509,PT01M14.00S,2023-03-26T23:43:59.4Z,3,REGULAR,substitution,in,[],1628401,,,1610612738,92,77,2023-03-26T23:44:01Z,5010000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT01M02.00S,2023-03-26T23:44:20.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,8.360709592641262,55.88235294117647,1610612738,92,77,2023-03-26T23:44:24Z,5020000,False,-29.0,26.0,1,left,MISS R. Williams III cutting Layup,[1629057],1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,3.93,Missed,,,,,,,,,,,,,,,,,
511,PT01M00.00S,2023-03-26T23:44:22.0Z,3,REGULAR,rebound,defensive,[],1629641,,,1610612759,92,77,2023-03-26T23:44:24Z,5030000,False,,,0,,R. Langford REBOUND (Off:1 Def:1),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,,,,,,,510.0,2.0,1.0,1.0,,,,,,,,,
512,PT00M52.10S,2023-03-26T23:44:30.7Z,3,REGULAR,3pt,Jump Shot,[],1629641,93.38042049934296,95.83333333333334,1610612759,92,77,2023-03-26T23:44:39Z,5040000,False,229.0,10.0,1,right,MISS R. Langford 3PT,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Right Corner 3,24+ Right,,22.94,Missed,,,,,,,,,,,,,,,,,
513,PT00M50.50S,2023-03-26T23:44:32.3Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,92,77,2023-03-26T23:44:39Z,5050000,False,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Right Corner 3,24+ Right,,,,,,,,512.0,6.0,4.0,2.0,,,,,,,,,
514,PT00M32.50S,2023-03-26T23:44:50.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,18.610381077529567,61.274509803921575,1610612738,94,77,2023-03-26T23:44:54Z,5060000,False,-56.0,122.0,1,left,J. Brown 13' pullup Jump Shot (36 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,13.48,Made,36.0,,,,,,,,,,,,,,,,
515,PT00M10.30S,2023-03-26T23:45:16.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,89.04402102496715,44.6078431372549,1610612759,94,77,2023-03-26T23:45:23Z,5070000,False,-27.0,50.0,1,right,MISS K. Bates-Diop driving Layup - blocked,"[1628966, 1629057]",1610612759.0,SAS,driving,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,,5.73,Missed,,,,,,,,,,,,,,Williams III,1629057.0,,
516,PT00M10.30S,2023-03-26T23:45:16.6Z,3,REGULAR,block,,[],1629057,,,1610612759,94,77,2023-03-26T23:45:19Z,5080000,False,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
517,PT00M09.50S,2023-03-26T23:45:17.4Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,94,77,2023-03-26T23:45:23Z,5090000,False,,,0,,R. Williams III REBOUND (Off:2 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,515.0,7.0,5.0,2.0,,,,,,,,,
518,PT00M03.80S,2023-03-26T23:45:23.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627763,8.09789750328515,54.90196078431373,1610612738,96,77,2023-03-26T23:45:28Z,5100000,False,-25.0,24.0,1,left,M. Brogdon running Layup (16 PTS),[1627763],1610612738.0,BOS,running,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,3.4,Made,16.0,,,,,,,,,,,,,,,,
519,PT00M00.80S,2023-03-26T23:45:29.5Z,3,REGULAR,3pt,Jump Shot,[],1630572,58.42641261498029,7.598039215686274,1610612759,96,77,2023-03-26T23:45:34Z,5110000,False,-212.0,338.0,1,right,MISS S. Mamukelashvili 39' 3PT,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,39.92,Missed,,,,,,,,,,,,,,,,,
520,PT00M00.80S,2023-03-26T23:45:29.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,96,77,2023-03-26T23:45:34Z,5120000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,519.0,,,,,,,,,,,,
521,PT00M00.00S,2023-03-26T23:45:33.3Z,3,REGULAR,period,end,[],0,,,1610612759,96,77,2023-03-26T23:45:33Z,5130000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2023-03-26T23:47:43.4Z,4,REGULAR,substitution,out,['startperiod'],1628966,,,1610612759,96,77,2023-03-26T23:48:07Z,5140000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2023-03-26T23:47:43.4Z,4,REGULAR,substitution,out,['startperiod'],1629641,,,1610612759,96,77,2023-03-26T23:48:07Z,5150000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2023-03-26T23:47:43.4Z,4,REGULAR,substitution,out,['startperiod'],1630572,,,1610612759,96,77,2023-03-26T23:48:07Z,5160000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2023-03-26T23:47:43.4Z,4,REGULAR,substitution,in,['startperiod'],1628380,,,1610612759,96,77,2023-03-26T23:48:07Z,5170000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2023-03-26T23:47:43.4Z,4,REGULAR,substitution,in,['startperiod'],1630170,,,1610612759,96,77,2023-03-26T23:48:07Z,5180000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2023-03-26T23:47:43.4Z,4,REGULAR,substitution,in,['startperiod'],1630200,,,1610612759,96,77,2023-03-26T23:48:07Z,5190000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2023-03-26T23:48:17.6Z,4,REGULAR,period,start,[],0,,,1610612738,96,77,2023-03-26T23:48:17Z,5200000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT11M53.00S,2023-03-26T23:48:24.1Z,4,REGULAR,3pt,Jump Shot,[],1628401,27.151773981603156,84.31372549019608,1610612738,99,77,2023-03-26T23:48:28Z,5210000,False,-172.0,203.0,1,left,D. White 26' 3PT  (13 PTS) (J. Brown 3 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,26.56,Made,13.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,,
531,PT11M39.00S,2023-03-26T23:48:37.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,93.38042049934296,44.6078431372549,1610612759,99,77,2023-03-26T23:48:42Z,5230000,False,-27.0,10.0,1,right,MISS T. Jones driving Layup,[1630200],1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,2.87,Missed,,,,,,,,,,,,,,,,,
532,PT11M38.00S,2023-03-26T23:48:38.7Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,99,77,2023-03-26T23:48:46Z,5240000,False,,,0,,J. Brown REBOUND (Off:1 Def:11),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,531.0,12.0,11.0,1.0,,,,,,,,,
533,PT11M21.00S,2023-03-26T23:48:54.9Z,4,REGULAR,3pt,Jump Shot,[],1628401,28.465834428383708,87.00980392156863,1610612738,102,77,2023-03-26T23:48:59Z,5250000,False,-185.0,215.0,1,left,D. White 28' 3PT  (16 PTS) (M. Brogdon 7 AST),"[1628401, 1627763]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,28.37,Made,16.0,M. Brogdon,1627763.0,7.0,,,,,,,,,,,,,
535,PT11M08.00S,2023-03-26T23:49:08.0Z,4,REGULAR,3pt,Jump Shot,[],203926,67.88764783180025,46.07843137254902,1610612759,102,77,2023-03-26T23:49:15Z,5270000,False,-20.0,249.0,1,right,MISS D. McDermott 25' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,,25.02,Missed,,,,,,,,,,,,,,,,,
536,PT11M06.00S,2023-03-26T23:49:10.0Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,102,77,2023-03-26T23:49:15Z,5280000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,535.0,1.0,1.0,0.0,,,,,,,,,
537,PT11M00.00S,2023-03-26T23:49:16.1Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],1627759,19.004599211563733,23.03921568627451,1610612738,102,77,2023-03-27T00:00:29Z,5290000,False,135.0,126.0,1,left,MISS J. Brown 18' running pullup Shot,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,18.46,Missed,,,,,,,,,,,,,,,,,
538,PT10M59.00S,2023-03-26T23:49:17.1Z,4,REGULAR,rebound,defensive,[],1628984,,,1610612759,102,77,2023-03-26T23:49:25Z,5300000,False,,,0,,D. Graham REBOUND (Off:0 Def:3),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,Mid-Range,16-24 Right Center,,,,,,,,537.0,3.0,3.0,0.0,,,,,,,,,
539,PT10M53.00S,2023-03-26T23:49:24.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628380,93.77463863337714,56.127450980392155,1610612759,102,77,2023-03-26T23:49:35Z,5310000,False,31.0,6.0,1,right,MISS Z. Collins running Layup,[1628380],1610612759.0,SAS,running,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,3.12,Missed,,,,,,,,,,,,,,,,,
540,PT10M52.00S,2023-03-26T23:49:25.6Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,102,77,2023-03-26T23:49:35Z,5320000,False,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,539.0,2.0,2.0,0.0,,,,,,,,,
541,PT10M39.00S,2023-03-26T23:49:37.3Z,4,REGULAR,3pt,Jump Shot,[],1628401,33.327858081471746,59.31372549019608,1610612738,105,77,2023-03-26T23:49:41Z,5330000,False,-47.0,261.0,1,left,D. White 26' 3PT pullup (19 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,,26.49,Made,19.0,,,,,,,,,,,,,,,,
542,PT10M18.00S,2023-03-26T23:49:58.2Z,4,REGULAR,3pt,Jump Shot,[],1628380,67.49342969776609,48.77450980392157,1610612759,105,77,2023-03-26T23:50:07Z,5340000,False,-6.0,253.0,1,right,MISS Z. Collins 25' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,25.32,Missed,,,,,,,,,,,,,,,,,
543,PT10M16.00S,2023-03-26T23:50:00.2Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,105,77,2023-03-26T23:50:07Z,5350000,False,,,0,,J. Brown REBOUND (Off:1 Def:12),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,542.0,13.0,12.0,1.0,,,,,,,,,
544,PT10M02.00S,2023-03-26T23:50:14.1Z,4,REGULAR,3pt,Jump Shot,[],1627759,34.37910643889619,45.09803921568628,1610612738,105,77,2023-03-26T23:50:20Z,5360000,False,25.0,271.0,1,left,MISS J. Brown 27' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,27.18,Missed,,,,,,,,,,,,,,,,,
545,PT10M00.00S,2023-03-26T23:50:16.1Z,4,REGULAR,rebound,defensive,[],1630200,,,1610612759,105,77,2023-03-26T23:50:20Z,5370000,False,,,0,,T. Jones REBOUND (Off:1 Def:4),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,544.0,5.0,4.0,1.0,,,,,,,,,
546,PT09M53.00S,2023-03-26T23:50:23.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,80.76544021024968,92.64705882352942,1610612759,105,77,2023-03-27T00:02:04Z,5380000,False,213.0,128.0,1,right,MISS D. Vassell 24' running 3PT,[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,24.88,Missed,,,,,,,,,,,,,,,,,
547,PT09M52.00S,2023-03-26T23:50:24.2Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,105,77,2023-03-26T23:50:29Z,5390000,False,,,0,,R. Williams III REBOUND (Off:2 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,,,,,,546.0,8.0,6.0,2.0,,,,,,,,,
548,PT09M45.00S,2023-03-26T23:50:31.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,9.017739816031538,51.9607843137255,1610612738,107,77,2023-03-26T23:50:37Z,5400000,False,-10.0,32.0,1,left,J. Brown running Layup (38 PTS) (M. Brogdon 8 AST),"[1627759, 1627763]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,3.38,Made,38.0,M. Brogdon,1627763.0,8.0,,,,,,,,,,,,,
550,PT09M23.00S,2023-03-26T23:50:53.2Z,4,REGULAR,2pt,Jump Shot,[],1630170,74.45795006570303,51.225490196078425,1610612759,107,79,2023-03-26T23:50:57Z,5420000,False,6.0,188.0,1,right,D. Vassell 18' pullup Jump Shot (9 PTS) (Z. Collins 4 AST),"[1630170, 1628380]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,,18.77,Made,9.0,Z. Collins,1628380.0,4.0,,,,,,,,,,,,,
551,PT09M03.00S,2023-03-26T23:51:12.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,11.251642575558476,63.23529411764706,1610612738,109,79,2023-03-26T23:51:17Z,5430000,False,-66.0,53.0,1,left,M. Brogdon 8' fadeaway bank Jump Shot (18 PTS),[1627763],1610612738.0,BOS,fadeaway bank,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Left,,8.5,Made,18.0,,,,,,,,,,,,,,,,
552,PT09M00.00S,2023-03-26T23:51:22.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,109,79,2023-03-26T23:51:22Z,5440000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT09M00.00S,2023-03-26T23:53:35.9Z,4,REGULAR,substitution,out,[],1628984,,,1610612759,109,79,2023-03-26T23:54:20Z,5450000,False,,,0,,SUB out: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT09M00.00S,2023-03-26T23:53:35.9Z,4,REGULAR,substitution,out,[],1630170,,,1610612759,109,79,2023-03-26T23:54:20Z,5460000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT09M00.00S,2023-03-26T23:53:35.9Z,4,REGULAR,substitution,in,[],1630577,,,1610612759,109,79,2023-03-26T23:54:20Z,5470000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT09M00.00S,2023-03-26T23:53:35.9Z,4,REGULAR,substitution,in,[],1631103,,,1610612759,109,79,2023-03-26T23:54:20Z,5480000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT08M39.00S,2023-03-26T23:54:39.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,80.89684625492772,40.931372549019606,1610612759,109,81,2023-03-26T23:54:58Z,5490000,False,-45.0,127.0,1,right,Z. Collins 13' Jump Shot (21 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,13.49,Made,21.0,,,,,,,,,,,,,,,,
559,PT08M23.00S,2023-03-26T23:54:55.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,8.09789750328515,51.9607843137255,1610612738,111,81,2023-03-26T23:55:01Z,5500000,False,-10.0,24.0,1,left,R. Williams III cutting DUNK (11 PTS) (M. Brogdon 9 AST),"[1629057, 1627763]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,2.56,Made,11.0,M. Brogdon,1627763.0,9.0,,,,,,,,,,,,,
561,PT08M05.00S,2023-03-26T23:55:12.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,79.97700394218134,51.71568627450981,1610612759,111,81,2023-03-27T00:03:45Z,5520000,False,9.0,136.0,1,right,MISS T. Jones 13' pullup Shot,[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,13.6,Missed,,,,,,,,,,,,,,,,,
562,PT08M03.00S,2023-03-26T23:55:14.7Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,111,81,2023-03-26T23:55:20Z,5530000,False,,,0,,D. White REBOUND (Off:1 Def:7),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,561.0,8.0,7.0,1.0,,,,,,,,,
563,PT07M58.00S,2023-03-26T23:55:22.3Z,4,REGULAR,foul,personal,['2freethrow'],1630577,,,1610612738,111,81,2023-03-26T23:55:35Z,5540000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Brown 2 FT),"[1630577, 1627759]",1610612759.0,SAS,shooting,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,203177.0,1.0,0.0,Brown,1627759.0,,,,
565,PT07M58.00S,2023-03-26T23:55:48.9Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1627759,,,1610612738,112,81,2023-03-26T23:56:10Z,5560000,False,,,0,,J. Brown Free Throw 1 of 2 (39 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,39.0,,,,,,,,,,,,,,,,
566,PT07M58.00S,2023-03-26T23:55:48.9Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1627759,,,1610612738,112,81,2023-03-26T23:56:10Z,5570000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
567,PT07M58.00S,2023-03-26T23:55:48.9Z,4,REGULAR,rebound,defensive,[],1628380,,,1610612759,112,81,2023-03-26T23:56:10Z,5580000,False,,,0,,Z. Collins REBOUND (Off:0 Def:7),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,566.0,7.0,7.0,0.0,,,,,,,,,
568,PT07M45.00S,2023-03-26T23:56:17.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,85.10183968462549,60.049019607843135,1610612759,112,83,2023-03-26T23:56:21Z,5590000,False,50.0,88.0,1,right,M. Branham 10' driving floating Jump Shot (13 PTS),[1631103],1610612759.0,SAS,driving floating,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,,10.09,Made,13.0,,,,,,,,,,,,,,,,
569,PT07M22.00S,2023-03-26T23:56:39.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,15.374507227332456,56.28063725490197,1610612738,114,83,2023-03-26T23:56:46Z,5600000,False,-31.0,92.0,1,left,M. Brogdon 9' fadeaway Jump Shot (20 PTS),[1627763],1610612738.0,BOS,fadeaway,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,,9.72,Made,20.0,,,,,,,,,,,,,,,,
570,PT07M01.00S,2023-03-26T23:57:03.4Z,4,REGULAR,foul,personal,[],1627763,,,1610612759,114,83,2023-03-26T23:57:12Z,5610000,False,,,0,,M. Brogdon personal FOUL (2 PF),"[1627763, 1628380]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,203177.0,2.0,0.0,Collins,1628380.0,,,,
572,PT07M01.00S,2023-03-26T23:57:12.4Z,4,REGULAR,substitution,out,[],1627763,,,1610612759,114,83,2023-03-26T23:57:26Z,5630000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT07M01.00S,2023-03-26T23:57:12.4Z,4,REGULAR,substitution,out,[],1629057,,,1610612759,114,83,2023-03-26T23:57:26Z,5640000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT07M01.00S,2023-03-26T23:57:12.4Z,4,REGULAR,substitution,out,[],203926,,,1610612759,114,83,2023-03-26T23:57:26Z,5650000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT07M01.00S,2023-03-26T23:57:12.4Z,4,REGULAR,substitution,out,[],1628380,,,1610612759,114,83,2023-03-26T23:57:26Z,5660000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT07M01.00S,2023-03-26T23:57:12.4Z,4,REGULAR,substitution,in,[],1628436,,,1610612759,114,83,2023-03-26T23:57:26Z,5670000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT07M01.00S,2023-03-26T23:57:12.4Z,4,REGULAR,substitution,in,[],1630573,,,1610612759,114,83,2023-03-26T23:57:26Z,5680000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M01.00S,2023-03-26T23:57:12.4Z,4,REGULAR,substitution,in,[],1629641,,,1610612759,114,83,2023-03-26T23:57:26Z,5690000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT07M01.00S,2023-03-26T23:57:12.4Z,4,REGULAR,substitution,in,[],203476,,,1610612759,114,83,2023-03-26T23:57:26Z,5700000,False,,,0,,SUB in: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT06M52.00S,2023-03-26T23:57:37.6Z,4,REGULAR,2pt,Jump Shot,[],1630200,93.11760840998686,68.38235294117648,1610612759,114,83,2023-03-26T23:57:42Z,5710000,False,92.0,12.0,1,right,MISS T. Jones 9' floating Shot,[1630200],1610612759.0,SAS,floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,,9.27,Missed,,,,,,,,,,,,,,,,,
581,PT06M50.00S,2023-03-26T23:57:39.6Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,114,83,2023-03-26T23:57:42Z,5720000,False,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,580.0,3.0,3.0,0.0,,,,,,,,,
582,PT06M45.00S,2023-03-26T23:57:45.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627759,19.793035479632064,49.01960784313725,1610612738,116,83,2023-03-26T23:57:54Z,5730000,False,5.0,134.0,1,left,J. Brown 13' turnaround Jump Shot (41 PTS),[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,13.37,Made,41.0,,,,,,,,,,,,,,,,
583,PT06M34.00S,2023-03-26T23:58:00.4Z,4,REGULAR,foul,personal,[],1629684,,,1610612759,116,83,2023-03-26T23:58:06Z,5740000,False,,,0,,G. Williams personal FOUL (2 PF),"[1629684, 1629641]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,203177.0,2.0,0.0,Langford,1629641.0,,,,
585,PT06M34.00S,2023-03-26T23:58:07.1Z,4,REGULAR,substitution,out,[],1627759,,,1610612759,116,83,2023-03-26T23:58:12Z,5760000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT06M34.00S,2023-03-26T23:58:07.1Z,4,REGULAR,substitution,in,[],203488,,,1610612759,116,83,2023-03-26T23:58:12Z,5770000,False,,,0,,SUB in: M. Muscala,[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT06M34.00S,2023-03-26T23:58:15.5Z,4,REGULAR,substitution,out,[],1628401,,,1610612759,116,83,2023-03-26T23:58:24Z,5780000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT06M34.00S,2023-03-26T23:58:15.5Z,4,REGULAR,substitution,in,[],1631120,,,1610612759,116,83,2023-03-26T23:58:24Z,5790000,False,,,0,,SUB in: J. Davison,[1631120],1610612738.0,BOS,,,,Davison,J. Davison,,,,,,,,,,,,,,,,,,,,,,,,,,
