actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
19,PT10M46.00S,2023-03-24T23:12:34.7Z,1,REGULAR,3pt,Jump Shot,[],201143,91.40932982917214,95.58823529411765,1610612738,2,2,2023-03-24T23:12:46Z,190000,False,228.0,28.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,22.97,Missed,,,,,,,,,,,,,,,,,,
20,PT10M46.00S,2023-03-24T23:12:34.7Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,2,2,2023-03-24T23:12:46Z,200000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Right Corner 3,24+ Right,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT10M23.00S,2023-03-24T23:13:33.0Z,1,REGULAR,2pt,Jump Shot,[],1630174,20.45006570302234,49.26470588235294,1610612754,2,4,2023-03-24T23:13:49Z,230000,False,4.0,140.0,1,left,A. Nesmith 13' pullup bank Jump Shot (2 PTS),[1630174],1610612754.0,IND,pullup bank,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Center,13.97,Made,,,,,,,,,,2.0,,,,,,,,
26,PT10M08.00S,2023-03-24T23:13:46.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,74.45795006570303,88.72549019607843,1610612738,5,4,2023-03-24T23:13:52Z,250000,False,194.0,188.0,1,right,J. Brown 26' 3PT  (3 PTS) (D. White 1 AST),"[1627759, 1628401]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,26.96,Made,,,,,,,,,,3.0,D. White,1628401.0,1.0,,,,,
28,PT09M57.00S,2023-03-24T23:13:58.3Z,1,REGULAR,3pt,Jump Shot,[],1629614,33.722076215505915,27.450980392156865,1610612754,5,4,2023-03-24T23:14:03Z,270000,False,113.0,264.0,1,left,MISS A. Nembhard 28' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,28.75,Missed,,,,,,,,,,,,,,,,,,
29,PT09M55.00S,2023-03-24T23:14:00.3Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,5,4,2023-03-24T23:14:03Z,280000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,
30,PT09M49.00S,2023-03-24T23:14:06.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628369,93.51182654402102,46.81372549019608,1610612738,5,4,2023-03-24T23:15:22Z,290000,False,-16.0,8.0,1,right,MISS J. Tatum running Layup,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.8,Missed,,,,,,,,,,,,,,,,,,
31,PT09M47.00S,2023-03-24T23:14:08.4Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,5,4,2023-03-24T23:14:12Z,300000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,,
32,PT09M36.00S,2023-03-24T23:14:19.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,19.004599211563733,60.5392156862745,1610612754,5,6,2023-03-24T23:14:24Z,310000,False,-53.0,126.0,1,left,A. Nembhard 13' driving floating Jump Shot (2 PTS) (T. Haliburton 1 AST),"[1629614, 1630169]",1610612754.0,IND,driving floating,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,13.67,Made,,,,,,,,,,2.0,T. Haliburton,1630169.0,1.0,,,,,
33,PT09M25.00S,2023-03-24T23:14:31.4Z,1,REGULAR,3pt,Jump Shot,[],1628401,94.69448094612353,96.81372549019608,1610612738,8,6,2023-03-24T23:14:35Z,320000,False,234.0,-3.0,1,right,D. White 3PT  (3 PTS) (M. Smart 2 AST),"[1628401, 203935]",1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,23.41,Made,,,,,,,,,,3.0,M. Smart,203935.0,2.0,,,,,
35,PT09M12.00S,2023-03-24T23:14:43.6Z,1,REGULAR,3pt,Jump Shot,[],1626167,31.35676741130092,23.03921568627451,1610612754,8,9,2023-03-24T23:14:48Z,340000,False,135.0,242.0,1,left,M. Turner 27' 3PT  (5 PTS) (T. Haliburton 2 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,27.73,Made,,,,,,,,,,5.0,T. Haliburton,1630169.0,2.0,,,,,
37,PT09M03.00S,2023-03-24T23:15:01.3Z,1,REGULAR,violation,kicked ball,[],1630174,,,1610612738,8,9,2023-03-24T23:15:27Z,360000,False,,,0,,A. Nesmith kicked ball VIOLATION,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,200832.0,,,,
38,PT08M56.00S,2023-03-24T23:15:14.3Z,1,REGULAR,3pt,Jump Shot,[],201143,69.99014454664915,73.77450980392157,1610612738,11,9,2023-03-24T23:15:19Z,370000,False,119.0,230.0,1,right,A. Horford 25' 3PT  (3 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,25.86,Made,,,,,,,,,,3.0,J. Brown,1627759.0,1.0,,,,,
40,PT08M38.00S,2023-03-24T23:15:31.7Z,1,REGULAR,3pt,Jump Shot,[],1630169,33.590670170827856,31.862745098039213,1610612754,11,9,2023-03-24T23:15:38Z,390000,False,91.0,263.0,1,left,MISS T. Haliburton 27' step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,27.85,Missed,,,,,,,,,,,,,,,,,,
41,PT08M36.00S,2023-03-24T23:15:33.7Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,11,9,2023-03-24T23:15:38Z,400000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,40.0,3.0,3.0,0.0,,,,,,,,,,,,,,
42,PT08M28.00S,2023-03-24T23:15:42.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,68.80749014454665,64.95098039215686,1610612738,14,9,2023-03-24T23:15:46Z,410000,False,75.0,241.0,1,right,J. Tatum 25' 3PT step back (5 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.21,Made,,,,,,,,,,5.0,,,,,,,,
43,PT08M26.00S,2023-03-24T23:15:49.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,14,9,2023-03-24T23:15:49Z,420000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M12.00S,2023-03-24T23:19:04.5Z,1,REGULAR,3pt,Jump Shot,[],1630174,26.231931668856767,86.76470588235294,1610612754,14,9,2023-03-24T23:19:10Z,430000,False,-184.0,194.0,1,left,MISS A. Nesmith 26' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,26.73,Missed,,,,,,,,,,,,,,,,,,
46,PT08M10.00S,2023-03-24T23:19:06.5Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,14,9,2023-03-24T23:19:10Z,440000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
47,PT08M02.00S,2023-03-24T23:19:18.2Z,1,REGULAR,foul,personal,[],1630169,,,1610612738,14,9,2023-03-24T23:19:33Z,450000,False,,,0,,T. Haliburton personal FOUL (1 PF),"[1630169, 1627759]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Brown,1627759.0
49,PT07M49.00S,2023-03-24T23:19:47.3Z,1,REGULAR,3pt,Jump Shot,[],1628369,67.36202365308804,34.31372549019608,1610612738,14,9,2023-03-24T23:19:54Z,470000,False,-78.0,254.0,1,right,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.61,Missed,,,,,,,,,,,,,,,,,,
50,PT07M46.00S,2023-03-24T23:19:50.3Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,14,9,2023-03-24T23:19:54Z,480000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT07M37.00S,2023-03-24T23:19:59.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,18.347568988173457,39.21568627450981,1610612754,14,11,2023-03-24T23:20:03Z,490000,False,54.0,120.0,1,left,B. Mathurin 13' driving floating Jump Shot (2 PTS) (T. Haliburton 3 AST),"[1631097, 1630169]",1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,13.15,Made,,,,,,,,,,2.0,T. Haliburton,1630169.0,3.0,,,,,
53,PT07M26.00S,2023-03-24T23:20:09.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.9060446780552,57.84313725490197,1610612738,16,11,2023-03-24T23:20:13Z,510000,False,39.0,5.0,1,right,J. Brown driving Layup (5 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.95,Made,,,,,,,,,,5.0,,,,,,,,
54,PT07M12.00S,2023-03-24T23:20:23.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,9.411957950065702,45.83333333333333,1610612754,16,13,2023-03-24T23:20:26Z,520000,False,21.0,36.0,1,left,T. Haliburton driving Layup (2 PTS),[1630169],1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,4.16,Made,,,,,,,,,,2.0,,,,,,,,
55,PT07M03.00S,2023-03-24T23:20:35.6Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,16,13,2023-03-24T23:20:41Z,530000,False,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,,,,,,,200832.0,,,,
56,PT07M03.00S,2023-03-24T23:20:39.6Z,1,REGULAR,substitution,out,[],201143,,,1610612754,16,13,2023-03-24T23:20:43Z,540000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M03.00S,2023-03-24T23:20:39.6Z,1,REGULAR,substitution,in,[],1629057,,,1610612754,16,13,2023-03-24T23:20:43Z,550000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M54.00S,2023-03-24T23:21:00.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629614,23.99802890932983,34.31372549019608,1610612754,16,15,2023-03-24T23:21:04Z,560000,False,78.0,173.0,1,left,A. Nembhard 19' pullup Jump Shot (4 PTS),[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right Center,19.0,Made,,,,,,,,,,4.0,,,,,,,,
59,PT06M33.00S,2023-03-24T23:21:20.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,90.88370565045992,38.970588235294116,1610612738,18,15,2023-03-24T23:21:24Z,570000,False,-55.0,33.0,1,right,J. Tatum 6' driving floating Jump Shot (7 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,6.43,Made,,,,,,,,,,7.0,,,,,,,,
60,PT06M20.00S,2023-03-24T23:21:36.1Z,1,REGULAR,turnover,out-of-bounds,[],1631097,,,1610612754,18,15,2023-03-24T23:21:41Z,580000,False,,,0,,B. Mathurin lost ball out-of-bounds TURNOVER (1 TO),[1631097],1610612754.0,IND,lost ball,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1.0,,,,,,,200832.0,,,,
61,PT06M20.00S,2023-03-24T23:21:38.9Z,1,REGULAR,substitution,out,[],203935,,,1610612738,18,15,2023-03-24T23:21:47Z,590000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M20.00S,2023-03-24T23:21:38.9Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,18,15,2023-03-24T23:21:47Z,600000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M04.00S,2023-03-24T23:22:08.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629057,90.75229960578186,36.27450980392157,1610612738,18,15,2023-03-24T23:23:06Z,610000,False,-69.0,34.0,1,right,MISS R. Williams III 7' driving bank Hook,[1629057],1610612738.0,BOS,driving bank,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,7.67,Missed,,,,,,,,,,,,,,,,,,
64,PT06M03.00S,2023-03-24T23:22:09.8Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,18,15,2023-03-24T23:22:13Z,620000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,
65,PT05M53.00S,2023-03-24T23:22:19.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,9.543363994743759,43.38235294117647,1610612754,18,17,2023-03-24T23:22:23Z,630000,False,33.0,37.0,1,left,M. Turner cutting Layup (7 PTS) (T. Haliburton 4 AST),"[1626167, 1630169]",1610612754.0,IND,cutting,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,4.98,Made,,,,,,,,,,7.0,T. Haliburton,1630169.0,4.0,,,,,
67,PT05M37.00S,2023-03-24T23:22:36.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,82.07950065703022,51.225490196078425,1610612738,20,17,2023-03-24T23:22:56Z,650000,False,6.0,116.0,1,right,D. White 11' driving floating Jump Shot (5 PTS) (J. Tatum 1 AST),"[1628401, 1628369]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,11.62,Made,,,,,,,,,,5.0,J. Tatum,1628369.0,1.0,,,,,
68,PT05M37.00S,2023-03-24T23:22:41.3Z,1,REGULAR,foul,personal,['1freethrow'],1630174,,,1610612738,20,17,2023-03-24T23:22:48Z,660000,False,,,0,,A. Nesmith shooting personal FOUL (1 PF) (White 1 FT),"[1630174, 1628401]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2004.0,1.0,0.0,White,1628401.0
71,PT05M37.00S,2023-03-24T23:22:48.7Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,20,17,2023-03-24T23:23:11Z,680000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M37.00S,2023-03-24T23:22:48.7Z,1,REGULAR,substitution,out,[],1631097,,,1610612738,20,17,2023-03-24T23:23:11Z,690000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M37.00S,2023-03-24T23:22:48.7Z,1,REGULAR,substitution,out,[],1629614,,,1610612738,20,17,2023-03-24T23:23:11Z,700000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M37.00S,2023-03-24T23:22:48.7Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,20,17,2023-03-24T23:23:11Z,710000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M37.00S,2023-03-24T23:22:48.7Z,1,REGULAR,substitution,in,[],1627741,,,1610612738,20,17,2023-03-24T23:23:11Z,720000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M37.00S,2023-03-24T23:22:48.7Z,1,REGULAR,substitution,in,[],204456,,,1610612738,20,17,2023-03-24T23:23:11Z,730000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M37.00S,2023-03-24T23:23:27.8Z,1,REGULAR,freethrow,1 of 1,[],1628401,,,1610612738,21,17,2023-03-24T23:23:27Z,740000,False,,,0,,D. White Free Throw 1 of 1 (6 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
78,PT05M17.00S,2023-03-24T23:23:49.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626167,13.748357424441524,56.86274509803921,1610612754,21,19,2023-03-24T23:23:54Z,750000,False,-34.0,77.0,1,left,M. Turner 8' turnaround Hook (9 PTS) (A. Nesmith 1 AST),"[1626167, 1630174]",1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,8.4,Made,,,,,,,,,,9.0,A. Nesmith,1630174.0,1.0,,,,,
80,PT05M00.00S,2023-03-24T23:24:06.6Z,1,REGULAR,3pt,Jump Shot,[],1630573,91.5407358738502,96.32352941176471,1610612738,24,19,2023-03-24T23:24:11Z,770000,False,232.0,27.0,1,right,S. Hauser 3PT  (3 PTS) (J. Brown 2 AST),"[1630573, 1627759]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,23.32,Made,,,,,,,,,,3.0,J. Brown,1627759.0,2.0,,,,,
82,PT04M45.00S,2023-03-24T23:24:22.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,8.229303547963205,54.41176470588235,1610612754,24,19,2023-03-24T23:24:27Z,790000,False,-22.0,25.0,1,left,MISS A. Nesmith driving Layup,[1630174],1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,3.33,Missed,,,,,,,,,,,,,,,,,,
83,PT04M42.00S,2023-03-24T23:24:25.4Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,24,19,2023-03-24T23:38:52Z,800000,False,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,
84,PT04M36.00S,2023-03-24T23:24:30.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,80.50262812089356,4.411764705882353,1610612738,24,19,2023-03-24T23:28:08Z,810000,False,-228.0,131.0,1,right,MISS G. Williams 26' running 3PT,[1629684],1610612738.0,BOS,running,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,26.28,Missed,,,,,,,,,,,,,,,,,,
85,PT04M34.00S,2023-03-24T23:24:32.6Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,24,19,2023-03-24T23:48:27Z,820000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,,
212,PT04M33.00S,2023-03-24T23:24:37.2Z,1,REGULAR,turnover,lost ball,[],1627741,,,1610612754,24,19,2023-03-24T23:48:53Z,825000,False,,,0,,B. Hield lost ball TURNOVER (1 TO),"[1627741, 1629057]",1610612754.0,IND,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Williams III,1629057.0,,,,,,,,,
213,PT04M33.00S,2023-03-24T23:24:37.2Z,1,REGULAR,steal,,[],1629057,,,1610612738,24,19,2023-03-24T23:48:43Z,827500,False,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
